entry	bit	line_id	Japanese_Kana	Japanese_Kanji	Turkish	French	Italian	German	Spanish	Korean
6	0	641	トルネロスの　しっぽから　ふきだした\nエネルギーが　おおあらしを　おこす。\nみんかを　ふきとばす　パワー。	トルネロスの　尻尾から　噴き出した\nエネルギーが　大嵐を　起こす。\n民家を　吹き飛ばす　パワー。	Tornadus kuyruğundan devasa miktarda enerji\nsaçar ve şiddetli fırtınalar çıkarır. Gücü\nevleri bile yerinden söküp uçurabilir.	L’énergie dégagée par sa queue provoque d’énormes\ntempêtes dont la force peut renverser des maisons.	L’energia sprigionata dalla coda di Tornadus provoca una\nviolenta tempesta in grado di spazzare via le case.	Mit der Energie aus seiner Rute erzeugt es wilde Stürme,\ndie stark genug sind, um ganze Wohnhäuser davonzuwehen.	La energía que desprende de su cola genera violentas\ntempestades capaces de echar abajo casas.	토네로스의 꼬리에서 뿜어져 나온\n에너지가 큰 폭풍을 일으킨다.\n민가를 날려버릴 정도의 힘이다.
6	0	642	おおぞらを　とびまわりながら\nあちこちに　カミナリを　おとして\nやまかじを　おこすので　きらわれる。	大空を　飛び回りながら\nあちこちに　雷を　落として\n山火事を　起こすので　嫌われる。	Uçarken her yana yıldırım saçar ve\norman yangınlarına yol açar. Bu yüzden\ninsanlar tarafından pek sevilmez.	Il vole dans le ciel d’Unys et fait tomber des éclairs,\nprovoquant des incendies qui font sa mauvaise réputation.	Non è molto amato perché durante il suo peregrinare nei cieli\nfa cadere fulmini qua e là che causano incendi nei boschi.	Es ist bei den Leuten verhasst, weil es auf seinen Rundflügen\nimmer wieder Blitze erzeugt, die Waldbrände verursachen.	Su gusto por surcar el cielo lanzando rayos y provocando\nincendios forestales le ha granjeado pocas simpatías.	넓은 하늘을 날아다니며\n여기저기 번개를 떨어뜨려\n산불을 내기 때문에 미움받는다.
6	0	643	レシラムの　しっぽが　もえると\nねつエネルギーで　たいきが　うごいて\nせかいの　てんきが　へんかする。	レシラムの　尻尾が　燃えると\n熱エネルギーで　大気が　動いて\n世界の　天気が　変化する。	Reshiram'ın kuyruğu alevlenince yayılan ısı\natmosferi harekete geçirip hava koşullarını değiştirir.	Quand sa queue s’embrase, l’énergie thermique dégagée\nmodifie l’atmosphère et bouleverse la météo du monde entier.	Quando la sua coda brucia, il calore prodotto smuove l’aria\nprovocando cambiamenti climatici in tutto il globo.	Lodert das Feuer in seinem Schweif auf, gerät die\nErdatmosphäre durch die Hitze in Wallung und das\nWeltklima ändert sich.	Cuando la cola de Reshiram arde, su energía calorífica altera\nla atmósfera, y el tiempo meteorológico cambia.	레시라무의 꼬리가 불타면\n열에너지로 대기가 움직여서\n세계의 날씨가 변화된다.
6	0	644	しっぽで　でんきを　つくりだす。\nぜんしんを　かみなりぐもに　かくして\nイッシュちほうの　そらを　とぶ。	尻尾で　電気を　作り出す。\n全身を　雷雲に　隠して\nイッシュ地方の　空を　飛ぶ。	Yıldırım bulutlarına gizlenerek Unova\nbölgesinin üzerinde uçar. Kuyruğunda\nbüyük miktarda elektrik üretir.	Sa queue produit de l’électricité. Il dissimule son corps\ndans un nuage électrique et plane dans le ciel d’Unys.	Produce elettricità con la coda. Vola nei cieli di Unima\nnascosto fra lampi e saette.	Sein Schweif erzeugt Strom. Es verbirgt sich hinter dichten\nGewitterwolken und fliegt durch den Luftraum über Einall.	Genera electricidad con su cola y, para ocultarse, sobrevuela\nTeselia envuelto en nubes de rayos.	꼬리로 전기를 만들어 낸다.\n전신을 번개 구름에 숨기고\n하나지방의 하늘을 난다.
6	0	645	かぜや　かみなりを　とりこみ　かえた\nエネルギーが　つちに　えいようを\nあたえて　だいちを　ゆたかに　する。	風や　雷を　取りこみ　変えた\nエネルギーが　土に　栄養を\n与えて　大地を　豊かに　する。	Yıldırım ve rüzgârın gücünden enerji\nüretir. Bu enerji toprağı besler\nve araziyi verimli hâle getirir.	Il utilise l’énergie qu’il tire du vent et de la foudre pour enrichir\nles sols en nutriments pour les cultures.	Rende fertile la terra trasformando l’energia del vento e dei\nfulmini in nutrimento per il suolo.	Seine aus Wind und Donner gewonnene Energie sorgt für\nreiche Ernten, da sie den Boden mit Nährstoffen anreichert.	Utiliza energía que obtiene del viento y del relámpago para\nnutrir el suelo y generar abundantes cosechas.	바람이나 번개를 거둬들여 바꾼\n에너지가 흙에 영양을\n주어 대지를 풍족하게 한다.
6	0	646	きょうりょくな　れいとうエネルギーを\nたいないで　つくりだすが　もれだした\nれいきで　からだが　こおっている。	強力な　冷凍エネルギーを\n体内で　作り出すが　漏れ出した\n冷気で　体が　凍っている。	Bedeninde çok güçlü bir dondurucu\nenerji üretir. Enerji dışarı sızınca\nkendi vücudu da donup kalmıştır.	Son corps produit une énergie à très basse température,\nmais le souffle glacé qu’il exhale l’a gelé lui-même.	Produce all’interno del suo corpo una potente e gelida\nenergia. Ma l’aria fredda che esala lo ha congelato.	Sein Körper erzeugt in seinem Inneren gewaltige Mengen an\nKälteenergie. Tritt diese jedoch aus, gefriert sein Körper.	Produce en su interior una intensa energía gélida, y cualquier\nfuga hace que su cuerpo se congele.	강력한 냉동 에너지를\n체내에서 만들어 내지만 새어 나온\n냉기에 몸이 얼어 있다.
6	0	647	かくごを　きめることで　ぜんしんに\nちからが　みなぎって　すばやくなり\nとびはねると　ざんぞうが　みえる。	覚悟を　決めることで　全身に\n力が　みなぎって　素早くなり\n飛び跳ねると　残像が　みえる。	Kararlılığını topladığında bedeni güçle dolar ve\ndaha da hızlanır. Bu hâlde yaptığı sıçrayışları\ngözle takip etmek neredeyse imkânsızdır.	Lorsqu’il est résolu, de l’énergie sature son corps et\nle propulse à des vitesses qui dépassent la perception\nhumaine.	Quando è pronto a passare all’azione, si carica d’energia\ne diventa così veloce che è impossibile seguirlo con gli occhi.	Ist es sich seiner Sache sicher, strotzt es vor Kraft und seine\nSprünge werden zu schnell für die menschliche Wahrnehmung.	Cuando está decidido, su cuerpo rebosa brío, y es capaz de\nsaltar más alto y correr más de lo que la vista alcanza.	각오를 굳히는 것으로 전신에\n힘이 넘쳐흘러 재빨라지며\n뛰어오르면 잔상이 보인다.
6	0	648	とくしゅな　はっせいほうで　うたう\nメロディは　きいた　ものの\nかんじょうを　じざいに　あやつる。	特殊な　発声法で　歌う　メロディは\n聞いた者の　感情を\n自在に　操る。	Özel bir seslendirme tekniğiyle\nsöylediği ezgiler, onu dinleyenlerin\nduygularını yönlendirebilir.	Sa voix si particulière lui permet de chanter des mélodies\nqui ensorcellent les gens et modifient leurs émotions.	Controlla a suo piacimento le emozioni di coloro che ascoltano\ni suoi singolari vocalizzi.	Wer die Melodie hört, die es in einer speziellen Stimmlage\nvon sich gibt, steht voll in seinem Bann.	Controla los sentimientos de los que escuchan las melodías\nque emite con su singular vocalización.	특수한 발성법으로 노래하는\n멜로디는 노래를 들은 자의\n감정을 자유자재로 조종한다.
6	0	649	３おくねんまえに　いた　ポケモン。\nプラズマだんに　かいぞう　され\nせなかに　ほうだいを　つけられた。	３億年前に　いた　ポケモン。\nプラズマ団に　改造　され\n背中に　砲台を　つけられた。	Bu Pokémon 300 milyon yıl önce yaşamıştır. Plazma\nTakımı onu değiştirip sırtına bir top yerleştirmiştir.	Un Pokémon existant depuis 300 millions d’années, et modifié\npar la Team Plasma. Il a maintenant un canon dans le dos.	Esiste da più di 300 milioni di anni. Il Team Plasma ne ha\nmodificato il corpo montandogli un cannone sul dorso.	Es lebte vor 300 Millionen Jahren. Team Plasma modifizierte\nes und pflanzte ihm am Rücken eine Kanone ein.	Un Pokémon de hace 300 millones de años y alterado por el\nEquipo Plasma, quienes le han equipado con un cañón en el\nlomo.	3억 년 전에 있었던 포켓몬.\n플라스마단에게 개조당해\n등에 대포가 붙여졌다.
6	0	650	あたまと　せなかを　かたい　カラで\nおおわれているため　トラックが\nぶつかってきても　へっちゃらだ。	頭と　背中を　硬い　樹木の　殻で\n覆われているため　トラックが\nぶつかってきても　平気なのだ。	Başını ve sırtını kaplayan ahşap kabuk öylesine kalındır\nki bir kamyonun doğrudan çarpması bile onu sarsmaz.	Sa tête et son dos sont recouverts d’une carapace tellement\ndure que même une collision avec un camion ne lui ferait rien.	Ha schiena e testa coperte da un guscio talmente resistente\nche non farebbe una piega nemmeno se ci passasse sopra\nun tir.	Sein Kopf und Rücken werden von einer harten Hülle bedeckt,\ndie so robust ist, dass sie selbst einer Kollision mit einem LKW\nstandhalten würde.	La robusta coraza que le recubre la cabeza y la espalda lo\nprotege de tal manera que podría chocar contra un camión y\npermanecer impasible.	머리와 등이 단단한 껍데기로\n덮여 있기 때문에 트럭이\n부딪혀와도 아무렇지 않다.
6	0	651	なかまどうしで　からだを　ぶつけあい\nあしこしを　きたえる。じぶんからは\nたたかわない　やさしい　せいかく。	仲間同士で　体を　ぶつけ合い\n足腰を　鍛える。\n自分からは　戦わない　優しい　性格。	Birbirlerine çarparak alt bedenlerini\ngüçlendirirler. Çok iyi huyludurlar\nve durduk yere kavga çıkarmazlar.	Il renforce ses membres inférieurs en se ruant violemment\nsur ses congénères. Naturellement paisible, il ne provoque\njamais un combat.	Allena la parte inferiore del corpo scontrandosi con i suoi\nsimili. Ha una natura mite e non inizia mai una lotta per primo.	Sie stärken ihre Beinmuskeln, indem sie sich gegenseitig\nanrempeln. Sie sind sehr freundlich und würden niemals\neinen Streit anfangen.	Chocan contra sus congéneres para fortalecer sus piernas.\nDebido a su carácter afable, nunca son los que provocan un\ncombate.	동료끼리 몸을 서로 부딪쳐\n하반신을 단련한다. 자신이 먼저\n싸움을 걸지 않는 온순한 성격이다.
6	0	652	かおの　まえで　こぶしを　あわせて\nぼうぎょの　ポーズを　とると\nばくだんの　ちょくげきも　たえる。	顔の　前で　こぶしを　合わせて\n防御の　ポーズを　とると\n爆弾の　直撃も　耐える。	Yumruklarını yüzünün önünde tutup savunmaya\ngeçtiğinde, bir bomba patlamasına bile dayanabilir.	Il se défend en joignant ses poings devant son visage.\nDans cette posture, il peut même résister à l’onde de choc\nd’une explosion.	In posizione difensiva, con i pugni in guardia, è in grado\ndi resistere persino a un’esplosione diretta.	Wenn es seine Fäuste vors Gesicht hält und so eine\nVerteidigungshaltung einnimmt, kann es selbst eine\nExplosion überstehen.	Cuando adopta una postura defensiva juntando ambos puños\ndelante de la cara, es capaz de resistir incluso el impacto\ndirecto de una bomba.	얼굴 앞에 주먹을 맞대어\n방어 포즈를 취하면\n폭탄의 직격도 견뎌낸다.
6	0	653	こえだを　もちあるき　おやつがわりに\nポリポリ　たべる。みみから　ねっきを\nふきだして　あいてを　いかくする。	小枝を　持ち歩き　おやつがわりに\nポリポリ　食べる。耳から　熱気を\n噴き出して　相手を　威嚇する。	Yürürken atıştırmalık niyetine bir\ndal çiğner. Kulaklarından sıcak hava\npüskürterek rakiplerinin gözünü korkutur.	Il a toujours une brindille avec lui en cas de petit creux.\nIl projette de l’air chaud par ses oreilles pour intimider\nses ennemis.	Se ne va in giro sgranocchiando un rametto. Intimidisce\ni nemici emettendo aria calda dalle orecchie.	Anstelle eines Snacks kaut es unterwegs auf einem Zweig\nherum. Es schreckt Gegner ab, indem es über seine Ohren\nheiße Luft ausstößt.	Mordisquea una ramita mientras camina, como si de un\naperitivo se tratase. Intimida a su enemigo expulsando aire\ncaliente por las orejas.	작은 나뭇가지를 들고 다니며 간식 대신\n아작아작 먹는다. 귀에서 열기를\n뿜어내어 상대를 위협한다.
6	0	654	きのえだを　しっぽから　ひきぬくとき\nまさつで　ちゃっか。えだの　ほのおを\nふって　なかまに　あいずを　おくる。	木の枝を　尻尾から　引き抜くとき\n摩擦で　着火。枝の　炎を　振って\n仲間に　合図を　送る。	Kuyruğundaki dal çekildiğinde sürtünmeyle\ntutuşur. Oluşan alevi dostlarına\nişaret göndermek için kullanır.	Quand il saisit la branche plantée dans sa queue, elle prend\nfeu par friction. Il peut communiquer avec ses congénères\nen agitant ce bâton enflammé.	Incendia il rametto che ha nella coda semplicemente\nestraendolo, grazie alla frizione del pelo. Lo usa anche\nper mandare segnali ai suoi compagni.	Sein Zweig entzündet sich durch die Reibung, die beim\nHerausziehen aus seinem Schweif entsteht. Mit der Flamme\nsendet es Signale an Kameraden.	Al extraer la rama que tiene en la cola, esta prende debido a\nla fricción. Usa esa rama candente para enviar señales a sus\ncompañeros.	나뭇가지를 꼬리에서 뽑을 때\n마찰로 불이 붙는다. 나뭇가지의 불꽃을\n흔들어 동료에게 신호를 보낸다.
6	0	655	せっし３０００どの　ほのおの　うずを\nちょうのうりょくで　あやつる。\nてきを　うずで　つつみ　やきつくす。	摂氏３０００度の　炎の　渦を\n超能力で　操る。\n敵を　渦で　包み　焼きつくす。	Psişik gücüyle yaklaşık 3.000°C'lik\nbir ateş girdabı yaratır ve içine\nkapılan rakiplerini küle çevirir.	Ses pouvoirs psychiques lui permettent de créer\ndes tourbillons de flammes à 3 000 °C qui enveloppent\net consument ses ennemis.	Grazie ai suoi poteri psichici, può generare un vortice\ndi fiamme a 3000 °C con il quale avvolge i nemici\ne li incenerisce.	Mit seinen übernatürlichen Kräften kontrolliert es einen\n3 000 °C heißen Flammenwirbel, mit dem es seine Gegner\numhüllt und sie verbrennt.	Sus poderes psíquicos le permiten controlar vórtices de fuego\na 3000 °C que envuelven y calcinan a sus enemigos.	섭씨 3000도의 불꽃 소용돌이를\n초능력으로 조종한다.\n적을 소용돌이로 감싸 불태운다.
6	0	656	せんさいな　あわで　からだを　つつみ\nはだを　まもる。のんきに　みせかけて\nぬけめなく　しゅういを　うかがう。	繊細な　泡で　体を　包み\n肌を　守る。のんきに　見せかけて\n抜け目なく　周囲を　うかがう。	Bedenini narin baloncuklarla kaplayarak\nderisini korur. Kaygısız görünse\nde çevresini daima dikkatle gözler.	Il protège son corps en l’entourant d’une mousse délicate.\nMalgré son apparence insouciante, ce Pokémon est en fait\nconstamment à l’affût.	Si protegge avvolgendo il corpo in una schiuma delicata.\nNonostante l’aria spensierata, scruta sempre l’ambiente\ncircostante con molta attenzione.	Es schützt seine Haut mit feinen Blasen, die seinen\nKörper umhüllen. Es mag unbekümmert aussehen,\nbehält die Umgebung aber immer aufmerksam im Auge.	Protege su piel cubriendo el cuerpo con una fina capa de\nburbujas. Aunque parezca despreocupado, no deja de vigilar\ncon astucia lo que le rodea.	섬세한 거품으로 몸을 감싸\n피부를 보호한다. 태평한 척하면서\n빈틈없이 주위를 살핀다.
6	0	657	みがるさは　だれにも　まけない。\n６００メートルを　こえる　タワーの\nてっぺんまで　１ぷんで　のぼりきる。	身軽さは　だれにも　負けない。\n６００メートルを　超える　タワーの\n天辺まで　１分で　登りきる。	Çevikliğinin eşi benzeri yoktur.\nBir dakikada 600 metreden\nyüksek bir kuleye tırmanabilir.	Son agilité est incomparable. Il peut gravir une tour de 600 m\nde haut en moins d’une minute.	Grazie alla sua straordinaria agilità, è in grado di scalare una\ntorre alta più di 600 m in meno di un minuto.	Seine Flinkheit sucht ihresgleichen. Es kann einen 600 m\nhohen Turm in weniger als einer Minute erklimmen.	Su agilidad no tiene parangón. De hecho, es capaz de escalar\nuna torre de más de 600 metros en tan solo un minuto.	누구보다도 가벼운 몸을 갖고 있다.\n600m를 넘는 타워의\n꼭대기까지 1분이면 올라간다.
6	0	658	にんじゃのように　しんしゅつきぼつ。\nすばやい　うごきで　ほんろうしつつ\nみずの　しゅりけんで　きりさく。	忍者のように　神出鬼没。\n素早い　動きで　翻弄しつつ\n水の　手裏剣で　切り裂く。	Bir ninja zarafetiyle belirip kaybolur.\nHızlı hareketlerle rakibini şaşırtırken\nkeskin su yıldızlarıyla biçer.	Aussi insaisissable qu’un ninja, il se joue de ses ennemis\ngrâce à sa célérité, et les tranche de ses Sheauriken.	Agile e sfuggente come un ninja, si fa beffe dei nemici grazie\nalla sua velocità e li bersaglia di shuriken d’acqua.	Kaum hat man es erspäht, verschwindet es auch schon wieder.\nMit der Agilität eines Ninjas verwirrt es seine Gegner, um sie\ndann mit Wasser-Shuriken anzugreifen.	Aparece y desaparece de improvisto, cual ninja. Marea al\noponente con su soberbia agilidad y lo hace trizas con sus\nShuriken de Agua.	닌자처럼 신출귀몰하다.\n재빠른 움직임으로 상대를 농락하면서\n물의 수리검으로 벤다.
6	0	659	シャベルのような　みみを　もつ。\nあなほりで　きたえた　みみは　ふとい\nねっこを　たちきる　いりょくだ。	シャベルのような　耳を　持つ。\n穴掘りで　鍛えた　耳は\n太い　根っこを　断ち切る　威力だ。	Kürek biçimindeki kulakları vardır.\nKazdıkça güçlenen kulakları, kalın\nkökleri bile kolayca kesebilir.	Il est doté d’oreilles ressemblant à des pelles. À force de\ncreuser des galeries, leur puissance est telle qu’elles peuvent\ntrancher de grosses racines.	Usa le orecchie come pale per scavare buche nel terreno.\nQueste propaggini sono talmente potenti da permettergli di\nstrappare via enormi radici.	Es besitzt schaufelähnliche Ohren, die durch ständiges Graben\nso kräftig werden, dass sie auch dicke Wurzeln durchtrennen\nkönnen.	Tiene unas orejas tan grandes que parecen palas.\nLas ha fortalecido tanto usándolas para excavar que son\ncapaces de arrancar raíces bien gruesas.	삽과 같은 귀를 가졌다.\n구멍을 파는 데 단련된 귀는 두꺼운\n뿌리를 자를 정도의 위력이다.
6	0	660	ショベルカーなみの　パワーの　みみで\nかたい　がんばんも　コナゴナ。あなを\nほりおえると　ダラダラと　すごす。	ショベルカー並みの　パワーの　耳で\n硬い　岩盤も　コナゴナ。穴を\n掘り終えると　ダラダラと　過ごす。	Kulakları bir ekskavatör kadar güçlüdür ve\nsert kayaları moloza çevirebilir. Kazmayı\nbitirince tembellik ederek dinlenir.	Ses oreilles sont de véritables excavateurs, venant à bout\ndes blocs de pierre les plus durs. Après l’effort, il se repose\nen paressant.	Le orecchie potenti quanto una scavatrice gli permettono di\nsbriciolare anche rocce durissime. Quando ha finito di scavare,\nsi rilassa beatamente.	Mit Ohren so mächtig wie ein Bagger kann es selbst das\nhärteste Gestein zertrümmern. Ist es fertig mit Graben,\nlümmelt es herum.	Sus orejas, tan poderosas como una excavadora, pueden\nhacer añicos hasta la roca más sólida. Cuando termina de\ncavar, se toma un respiro.	굴착기에 버금가는 파워의 귀로\n단단한 암반도 산산조각 낸다.\n구멍을 다 파면 빈둥빈둥 지낸다.
6	0	661	さえずる　こえは　うつくしいが\nなわばりに　はいった　あいては\nようしゃしない　あらあらしさだ。	さえずる　声は　美しいが\n縄張りに　入った　相手は\n容赦しない　荒々しさだ。	Ezgi gibi güzel bir sesi olsa da bölgesine\ngiren yabancılara karşı hiç merhamet göstermez.	Son chant est harmonieux, mais trompeur !\nLes ennemis qui pénètrent sur son territoire se\nretrouvent confrontés à un déluge de violence.	Cinguetta in modo meraviglioso, ma diventa estremamente\naggressivo se un nemico invade il suo territorio.	Sein Zwitschern ist wunderschön, aber wenn Gegner sein\nRevier betreten, kennt es keine Gnade.	Su melodioso gorjeo lo dota de una gran belleza, pero\nadopta una actitud agresiva y despiadada hacia cualquiera\nque ose invadir su territorio.	지저귀는 소리는 아름답지만\n영역에 들어온 상대를\n용서하지 않는 난폭한 성격이다.
6	0	662	おなかの　ほのおぶくろの　かりょくが\nつよまるほど　はやく　とべるが\nてんかするまで　じかんが　かかる。	お腹の　炎袋の　火力が\n強まるほど　速く　飛べるが\n点火するまで　時間が　かかる。	Karnındaki alev kesesi ne kadar ısınırsa\no kadar hızlı uçar; ancak ateşinin\niyice harlanması biraz zaman alır.	Il possède une poche remplie de feu sur son ventre.\nPlus elle émet de chaleur, plus il vole vite. Cependant,\nelle met quelque temps à chauffer.	Nel ventre ha una sacca ardente che gli permette di volare più\nvelocemente in base all’intensità del fuoco, ma per riscaldarla\nal punto giusto occorre del tempo.	Je heißer die Flammen im Feuersack seines Bauches lodern,\ndesto schneller kann es fliegen. Es dauert jedoch eine Weile,\nbis es zur Zündung kommt.	Cuanto más intenso sea el calor que se genera en la saca\nde fuego de su vientre, más rápido es capaz de volar. Sin\nembargo, la llama tarda en prender.	배에 있는 불꽃 주머니의 화력이\n강해질수록 빨리 날 수 있지만\n점화할 때까지 시간이 걸린다.
6	0	663	えものに　おそいかかるときの\nスピードは　じそく５００キロ。\nきょうれつな　キックで　しとめる。	獲物に　襲いかかるときの\nスピードは　時速５００キロ。\n強烈な　キックで　しとめる。	Avına saldırırken yaklaşık 500\nkm/sa hıza ulaşabilir. Devasa bir\ntekmeyle avının işini bitirir.	Quand il s’abat sur ses proies, sa vitesse dépasse\nles 500 km/h. Il les achève d’un puissant coup de serre.	Piomba sulle prede a 500 km/h e le attacca con artigli\npotentissimi.	Bei der Jagd erreicht es Geschwindigkeiten von bis zu\n500 km/h. Es erledigt seine Beute mit einem kräftigen Tritt.	Llega a alcanzar los 500 km/h al perseguir a su presa, a\nquien le asesta el golpe de gracia con una patada muy\npotente.	사냥감을 덮칠 때의\n스피드는 시속 500km이다.\n강렬한 킥으로 꼼짝 못하게 한다.
6	0	664	からだを　おおう　こなが　たいおんを\nちょうせつするので　どんな　きこうや\nふうどの　ちいきでも　くらせる。	体を　覆う　粉が　体温を\n調節するので　どんな　気候や　風土の\n地域でも　暮らせる。	Bedenini kaplayan toz sıcaklığını\ndüzenlediğinden her türlü\nbölgede ve iklimde yaşayabilir.	La poudre qui recouvre son corps l’aide à réguler\nsa température. Il peut s’adapter à tous les climats.	La sua temperatura corporea è regolata dalle scaglie che ne\nricoprono il corpo. Grazie ad esse può adattarsi e sopravvivere\nin qualsiasi condizione climatica.	Es reguliert seine Körpertemperatur mit dem Puder,\ndas seinen Körper bedeckt, und kommt deswegen in\njedem Klima und jeder Region zurecht.	Gracias al polvo de escamas que lo recubre y regula su\ntemperatura, puede vivir en cualquier región, sin importar\nlas características del terreno o el clima.	몸을 덮은 가루가 체온을\n조절하고 있어 어떤 기후나\n풍토의 지역에서도 살 수 있다.
6	0	665	かたい　からだは　とりポケモンの\nクチバシでも　キズひとつ　つかない。\nコナを　まきちらして　ぼうせんする。	硬い　体は　とりポケモンの\nクチバシでも　傷ひとつ　つかない。\n粉を　まき散らして　防戦する。	Kuş Pokémonlarının gagaları sağlam\nbedenini çizmeye bile yetmez. Kendini\nsavunmak için etrafa toz saçar.	Même les becs acérés des Pokémon Oiseaux ne parviennent\npas à meurtrir son corps très dur. Il se défend en crachant\nde la poudre.	Il becco dei Pokémon uccello non può neppure scalfire il suo\ndurissimo corpo. Si difende spargendo scaglie.	Der Schnabel eines Vogel-Pokémon kann seinem harten\nKörper keinen Kratzer zufügen. Es verteidigt sich, indem es\nPuder spuckt.	Su cuerpo es tan duro que ni siquiera los Pokémon pájaro\npueden hacerle el menor rasguño con sus picos. Esparce\npolvo de escamas para defenderse.	단단한 몸은 새포켓몬의\n부리로도 상처 하나 입지 않는다.\n가루를 뿌려서 방어한다.
6	0	666	すんでいる　きこうや　ふうどによって\nはねの　もようが　ちがう　ポケモン。\nいろあざやかな　りんぷんを　まく。	住んでいる　気候や　風土によって\n羽の　模様が　違う　ポケモン。\n色鮮やかな　りんぷんを　まく。	Kanatlarındaki desenler yaşadığı\nyerin iklimine ve coğrafyasına göre\ndeğişir. Etrafa renkli pullar saçar.	Selon le climat de sa région d’origine, les motifs de ses ailes\nsont différents. Il sème des écailles aux couleurs vives.	I motivi sulle sue ali cambiano a seconda della zona e del\nclima in cui vive. Dal suo corpo si staccano scaglie dai\ncolori vivaci.	Je nach Klima und geographischer Beschaffenheit seines\nHabitats ändert sich die Musterung seiner Flügel. Es verstreut\nbunten Flügelstaub.	Las alas cambian de motivo según el clima y las características\nnaturales del terreno que habite. Esparce escamas de lo más\ncoloridas.	살고 있는 장소의 기후나 풍토에 따라\n날개의 모양이 다른 포켓몬이다.\n화려한 색의 날개 가루를 뿌린다.
6	0	667	つよくなるため　むれを　はなれて\n１ぴきで　せいかつするようになる。\nけっきさかんで　けんかっぱやい。	強くなるため　群れを　離れて\n１匹で　生活するようになる。\n血気盛んで　ケンカっ早い。	Güçlenmek için sürülerinden ayrılıp\ntek başlarına yaşarlar. Bu ateşli\nPokémonlar kavgaya atılmakta gecikmez.	Il n’hésite pas à quitter la horde et à mener une existence\nsolitaire pour mieux pouvoir s’entraîner. Il a le sang chaud\net ne rechigne pas au combat.	Si allontana dal gruppo e inizia una vita solitaria per diventare\npiù forte. Ha un carattere impetuoso ed è sempre pronto a\ngettarsi nella mischia.	Sie verlassen ihr Rudel schon sehr früh, um stärker\nzu werden und auf eigenen Pfoten zu stehen.\nSie sind sehr hitzköpfig und streitlustig.	Se separa de su manada para hacerse más fuerte y aprender\na valerse por sí mismo. Su excesiva fogosidad le hace saltar\na la mínima.	강해지기 위해 무리를 벗어나\n홀로 생활하게 된다.\n혈기 왕성하여 쉽게 싸우려 든다.
6	0	668	せっし６０００どの　いきを　はきだし\nはげしく　あいてを　いかくする。\nメスが　むれの　こどもを　まもる。	摂氏６０００度の　息を　吐き出し\n激しく　相手を　威嚇する。\nメスが　群れの　子供を　守る。	Yaklaşık 5.500°C'yi aşan alevli nefesleriyle\nkendilerine meydan okuyanları acımasızca\ntehdit ederler. Dişiler yavruları korur.	Son souffle peut atteindre les 6 000 °C et il s’en sert pour\nintimider l’ennemi. Dans la horde, les femelles protègent\nles petits.	Minaccia furiosamente i nemici soffiando aria a una temperatura\nche raggiunge i 6000 °C. Le femmine proteggono i piccoli\ndel gruppo.	Sie bedrohen ihre Gegner, indem sie 6 000 °C heiße Atemluft\nausstoßen. Die Weibchen beschützen die Jungen des Rudels.	Intimida con ferocidad al enemigo exhalando su aliento\nabrasador a 6000 °C de temperatura. Las hembras protegen\na los cachorros de la manada.	섭씨 6000도의 숨을 내뿜어\n격렬하게 상대를 위협한다.\n암컷이 무리의 새끼를 지킨다.
6	0	669	きにいった　はなを　みつけると\nいっしょう　その　はなと　くらす。\nかぜに　のって　きままに　ただよう。	気に入った　花を　見つけると\n一生　その花と　暮らす。\n風に　乗って　気ままに　漂う。	Beğendiği bir çiçek bulduğunda\nömrü boyunca onun üzerinde yaşar.\nRüzgârın kucağında tasasızca süzülür.	Après avoir trouvé une fleur à son goût, il ne la quitte plus\nde toute sa vie. Il se laisse porter au gré du vent.	Una volta trovato un fiore di suo gradimento, rimane in\nsimbiosi con esso per tutta la vita. Va in giro lasciandosi\ntrasportare dal vento.	Hat es eine Blume gefunden, die ihm gefällt, lebt es sein\nLeben lang in Symbiose mit ihr. Es lässt sich unbekümmert\nvom Wind treiben.	En cuanto encuentra una flor de su agrado, la convierte en\nsu hogar para toda la vida. Flota en el aire a su antojo\ncabalgando el viento.	마음에 든 꽃을 발견하면\n평생을 그 꽃과 지낸다.\n바람을 타고 내키는 대로 떠다닌다.
6	0	670	ていれの　いきとどいた　かだんの\nはなが　さくと　すがたを　あらわして\nかれんな　ダンスで　しゅくふくする。	手入れの　行き届いた　花壇の\n花が　咲くと　姿を　現して\nかれんな　ダンスで　祝福する。	Özenle bakılmış bir çiçek tarhı açtığında ortaya\nçıkar ve zarif bir dansla çiçeklenmeyi kutlar.	Quand les fleurs d’une plate-bande bien soignée éclosent,\nil apparaît et célèbre la floraison en dansant avec une très\ngrande élégance.	Quando i fiori di un’aiuola ben curata sbocciano, appare\ne celebra l’evento con una danza graziosa.	Wenn die Blumen auf einem liebevoll gepflegten\nBlumenbeet blühen, erscheint es und feiert den\nAnblick mit einem eleganten Tanz.	Cuando las plantas bien cuidadas de un parterre florecen,\nhace acto de presencia e interpreta un baile primoroso para\ncelebrarlo.	빈틈없이 손질한 화단의\n꽃이 피면 모습을 드러내어\n아름다운 댄스로 축복한다.
