entry	bit	line_id	Japanese_Kana	Japanese_Kanji	Turkish	French	Italian	German	Spanish	Korean
49	0	13	……えっ\nあのあとに　また　たたかって？\r\nそれで　かっちゃったのか\c\n……やっぱり　すごいなあ\n[VAR 0100(0000)]　たちは\c\n……でもって　その\nぴかぴか　してるのが\r\nとりかえした　いんせき　なんだね	……えっ\nあのあとに　また　戦って？\r\nそれで　勝っちゃったのか\c\n……やっぱり　すごいなあ\n[VAR 0100(0000)]　たちは\c\n……でもって　その\nぴかぴか　してるのが\r\n取り返した　いんせき　なんだね	Ne?\nSonra onlarla YİNE mi savaştın?\r\nÜstelik yendin mi?\c\nGerçekten başkasın, [VAR 0100(0000)]...\nSen ve Pokémonların. Takımın.\c\nPeki şu parlayan taş...\nOnlardan geri aldığın Göktaşı mı?	Comment ?\nTu les as encore affrontés après cela ?\r\nMais tu as gagné, n’est-ce pas ?\c\nJe m’en doutais, tu es vraiment exceptionnelle,\n[VAR 0100(0000)]…\c\nEt cette jolie pierre qui brille, c’est la météorite\nque tu as arrachée à leurs griffes, si je comprends bien.	Cosa?! Dopo quella volta li hai affrontati di nuovo?!\nE hai pure vinto?!\c\nLo sapevo! [VAR 0100(0000)], tu e la tua squadra\nsiete straordinari!\c\nEhm... Quindi quella roccia scintillante è il Meteorite\nche hai recuperato, vero?	Was? Du hast danach noch mal\ngegen diese Leute gekämpft?\c\nUnd du hast gewonnen?!\c\nDu bist wirklich eine Klasse für dich, [VAR 0100(0000)].\nIch habe großen Respekt vor dir und deinem Team.\c\nDieser funkelnde Stein, den du da hast, ist also\nder Meteorit, den du von ihnen zurückgeholt hast?	¿Cómo? ¿Que después de eso volviste a luchar contra\nellos? ¿Y volviste a ganar?\c\n¡Tu equipo y tú sois unas máquinas, [VAR 0100(0000)]!\n¡Estoy impresionado!\c\nPor cierto, esa piedra tan bonita y reluciente es el\nMeteorito que recuperaste, ¿verdad?	...에\n그 뒤에 또 붙었어?\r\n그리고 또 이겼구나\c\n...역시 대단해\n[VAR 0100(0000)][VAR 1900(0001)]\c\n...그래서 그\n반짝반짝하는 게\r\n되찾은 운석이라는 거지?
49	0	14	……！　そうだ\nこれを　わたすの　わすれてた	……！　そうだ\nこれを　渡すの　忘れてた	...Ah, doğru!\nBunları sana daha önce vermeyi unuttum.	Au fait, avant que j’oublie, je voulais t’offrir ceci.	Oh, già! Stavo per dimenticare\ndi darti questi!	Ach ja!\nDas hier wollte ich dir schon vor einer Weile geben...	¡Oh, es verdad!\nQuería darte esto y casi se me olvida.	...! 맞다\n이거 준다는 걸 까먹고 있었어
49	0	15	それを　もっていれば\n１１１ばんどうろの　さばくに　はいれるよ\c\nさばくでしか　あえない\nポケモンも　いるはず　だから\r\nいってみるのも　いいかもね	それを　持っていれば\n１１１番道路の　砂漠に　入れるよ\c\n砂漠でしか　会えない\nポケモンも　いるはず　だから\r\n行ってみるのも　いいかもね	111. Rota yakınındaki çöle gideceksen bunları yanında bulundur.\c\nYalnız çölde yaşayan bazı Pokémonlar var.\nHazırsan gidip onları da görebilirsin.	Grâce à elles, tu pourras traverser le désert\nde la Route 111.\c\nL’endroit regorge de Pokémon que l’on ne trouve\nnulle part ailleurs. Cela vaut la peine d’y faire un tour…	Puoi usarli per attraversare il deserto\nnel Percorso 111.\c\nLà dovresti trovare dei Pokémon che vivono\nsolo nel deserto. Perché non provi ad andarci?	Mit diesem Wüstenglas solltest du die Wüste auf\nRoute 111 problemlos durchqueren können.\c\nDa gibt’s bestimmt ein paar Pokémon, denen man\naußerhalb der Wüste nicht begegnet. Verlockend, was?	Póntelas si piensas acercarte al desierto que hay\npor la Ruta 111.\c\nAlgunos Pokémon viven exclusivamente en el\ndesierto. ¿Por qué no pruebas a buscarlos?	그걸 가지고 있으면\n111번도로에 있는 사막에도 들어갈 수 있어\c\n사막에서밖에 만날 수 없는\n포켓몬도 있을 테니까\r\n한번 가보는 것도 좋을지도
49	0	16	……ん！\nフエンの　ジムバッジ　もってるのか！\c\nそっか　[VAR 0100(0000)]も\nアスナさんに　かったんだ\c\nちゃんと　ポケモン　そだててるんだな	……ん！\nフエンの　ジムバッジ　持ってるのか！\c\nそっか　[VAR 0100(0000)]も\nアスナさんに　勝ったんだ\c\nちゃんと　ポケモン　育ててるんだな	Ve... Ha?\c\nLavatepe Rozetini aldın!\c\nYani Flannery'yi bile yendin, ha?\c\nGörünüşe göre Pokémonuna gereken özeni gösteriyorsun.	Mais attends, c’est bien le Badge de Vermilava\nque je vois là ?\c\nTu as donc vaincu Adriane ?\nTu sais y faire en dressage de Pokémon !	Oh! Quella è la Medaglia della\nPalestra di Cuordilava!\c\nAnche tu hai sconfitto Fiammetta allora!\nSignifica che stai allenando bene i tuoi Pokémon.	Hm...?\nDu hast ja den Arenaorden von Bad Lavastadt!\c\nDann hast du also sogar Flavia besiegt, [VAR 0100(0000)]!\nDein hartes Training macht sich offenbar bezahlt.	¡Oh! Veo que tienes la Medalla de Gimnasio de Pueblo\nLavacalda.\c\nAsí que tú también has derrotado a Candela, ¿eh?\nSe ve que te tomas en serio esto de entrenar Pokémon.	...응?\n용암마을 체육관 배지 가지고 있네!\c\n그렇구나 [VAR 0100(0000)]도\n민지님한테 이겼구나\c\n포켓몬 잘 키우고 있나 보네
49	0	17	……ということは　つぎは\nトウカにある　センリおじさんの　ジムに\r\nちょうせんする　わけだよね	……ということは　次は\nトウカにある　センリおじさんの　ジムに\r\n挑戦する　わけだよね	Demek sırada Taçyaprak Şehri var, öyle mi?\r\nBabanın Spor Salonuna meydan okuyacaksın?	Cela veut donc dire que la prochaine étape, c’est l’Arène\nde Clémenti-Ville, où se trouve monsieur Norman…	Il che vuol dire che adesso dovrai sfidare\ntuo padre Norman alla Palestra di Petalipoli.	Dann ist dein nächstes Reiseziel bestimmt die Arena\ndeines Vaters, Norman, in Blütenburg City.	Lo que significa que el siguiente paso es desafiar a tu\npadre en el Gimnasio de Ciudad Petalia.	...그렇다는 건 다음은\n등화도시에 있는 종길 아저씨 체육관에\r\n도전할 차례구나
49	0	18	えっと……\c\nオレも　ちょうど\nトウカに　いこうと　おもってんだけど……	えっと……\c\nオレも　ちょうど\nトウカに　行こうと　思ってんだけど……	Ş-şey, eğer gidiyorsan...\c\nBen de Taçyaprak'a gitmeyi düşünüyordum da...	En fait… Euh…\nJe me rends aussi là-bas…	A proposito, anch’io pensavo di andare\nalla Palestra di Petalipoli...	Also, äh...\nIch will auch nach Blütenburg City...	Y da la casualidad de que yo también voy hacia allí.	음...\c\n마침 나도\n등화도시에 가려고 하던 참이었는데...
49	0	19	どうする？\nよかったら　いっしょに　トウカに　いく？	どうする？\n良かったら　一緒に　トウカに行く？	Ne dersin?\nBirlikte Taçyaprak'a dönelim mi?	Si ça ne te dérange pas, on peut aller à\nClémenti-Ville ensemble.	Ehi! Perché non ci andiamo insieme?\nChe ne dici?	Wie sieht’s aus? Wollen wir zusammen\nnach Blütenburg City gehen?	¿Qué, te apetece que vayamos juntos?	어떻게 할래?\n괜찮다면 등화도시로 같이 갈래?
49	0	20	そ　そっか！\nじゃ　いこうか	そ　そっか！\nじゃ　行こうか！	E-evet mi?\nO zaman yola koyulalım!	Cool !\nAllons-y !	Fantastico!\nAllora andiamo!	S-super!\nDann mal los!	¿Sí? ¡Qué bien!\n¡Pues vamos ahora mismo!	그 그래!\n그럼 가자!
49	0	21	ふうん　そっか……\c\nオレ　まだ　ちょっと\nここに　いるつもりだからさ\c\nもし　トウカへ　もどろうと　おもったら\nひとこえ　かけてよ	ふうん　そっか……\c\nオレ　まだ　ちょっと\nここに　いるつもりだからさ\c\nもし　トウカへ　戻ろうと　思ったら\n一声かけてよ	A-ah... Tamam, anladım.\c\nBen bir süre daha Lavatepe'de olacağım.\c\nTaçyaprak'a gitmeye karar verirsen bana haber ver.	Ah, je vois…\c\nJe vais probablement rester ici encore un moment…\nSi tu changes d’avis, préviens-moi.	Mmh, ok...\c\nIo resto ancora un po’ qui, quindi se ti va di\nandare insieme a Petalipoli, fammi un fischio!	Oh, in Ordnung...\c\nIch bleibe noch ein Weilchen in Bad Lavastadt.\nSprich mich einfach an, wenn du mit mir\r\nnach Blütenburg City aufbrechen willst!	¿No? Bueno, no pasa nada...\c\nYo aún me quedaré un poco más en Lavacalda.\nSi luego te apetece que vayamos juntos, me lo dices.	흐음 그래...\c\n나 아직 잠깐 동안은\n여기에 있을 거니까\c\n만약에 등화도시로 돌아갈 마음이 생기면\n나한테 말 좀 걸어줘
49	0	22	タマゴを　かえそうと　おもって\nすなぶろに　いれて　あたためていたが\r\nそれだけ　じゃあ　だめらしいの……\c\nなんでも　げんきな　ポケモンと　いっしょに\nつれてあるいた　ほうが　いいそうな……	タマゴを　かえそうと　思って\nすなぶろに　いれて　暖めていたが\r\nそれだけ　じゃあ　駄目らしいの……\c\nなんでも　元気なポケモンと　一緒に\n連れて歩いた　ほうが　良いそうな……	Burada bir Yumurta var.\c\nKaplıcanın yanındaki sıcak kuma gömüp\nçıkmasını umdum ama yetmedi.\c\nYumurtaların Pokémonlarla birlikte taşındığında\ndaha iyi geliştiğini duydum.	J’espérais faire éclore cet Œuf bien au chaud\ndans le sable, près de la source thermale.\c\nMais cela n’a pas l’air de suffire…\c\nIl vaudrait sans doute mieux qu’un autre\nPokémon veille sur lui…	Ho un Uovo.\c\nPensavo si sarebbe schiuso mettendolo sotto la sabbia\ncalda delle terme, ma sembra che non basti...\c\nHo sentito dire che è meglio tenerlo insieme a dei\nPokémon e portarlo in giro.	Ich habe hier ein Ei.\c\nIch dachte, ich könnte es ausbrüten, indem ich\nes im Sand bei den heißen Quellen vergrabe.\c\nAber das reicht offensichtlich nicht aus...\c\nEs soll angeblich helfen, wenn man es zusammen\nmit kampffähigen Pokémon mit sich führt.	Tengo un Huevo.\c\nPensé que cubriéndolo con arena caliente en los\nbaños termales se abriría, pero qué va...\c\nMe han dicho que sería mejor que estuviera con\notros Pokémon.	알을 부화시키려고\n모래찜질을 시켜서 따뜻하게 해주고 있었는데\r\n그것만으로는 안 되는 모양이더구먼...\c\n뭔가 건강한 포켓몬이랑 같이\n데리고 걸어 다니는 게 좋다고 하던데...
49	0	23	おまえさん　トレーナー　じゃろ？\nしかも　げんきな　ポケモンを　つれておる\c\nどうかね？\nタマゴを　かえして　みるかね？	おまえさん　トレーナー　じゃろ？\nしかも　元気な　ポケモンを　連れておる\c\nどうかね？\nタマゴを　かえして　みるかね？	Sen bir Eğitmensin, değil mi?\nPokémonların da capcanlı görünüyor.\c\nNe dersin? Bu Yumurtayı yanında götürüp çıkarır mısın?	Tu es Dresseur, n’est-ce pas ?\nTon équipe dégage une grande vitalité.\c\nQu’en dis-tu ?\nAccepterais-tu de te charger de cet œuf ?	Tu sei un[VAR 1100(00FF,0B0A)] Allenator'Allenatrice, vero?\nDi sicuro nella tua squadra starà al calduccio!\c\nAllora, ti andrebbe di prendere quest’Uovo\nper farlo schiudere?	Du bist doch ein Trainer, nicht wahr?\nUnd dein Pokémon-Team strotzt nur so vor Vitalität!\c\nNa, was meinst du? Willst du das Ei mitnehmen\nund es zum Schlüpfen bringen?	Tú entrenas Pokémon, ¿no? Y tus Pokémon parecen\nestar en forma.\c\nAsí que ¿qué me dices? ¿Te llevarías este Huevo\ncontigo?	자네 트레이너지?\n게다가 건강한 포켓몬도 데리고 있어\c\n어떤가?\n알을 부화시켜 보지 않겠나?
49	0	24	タマゴと　いっしょに\nたーっぷり　あるいて　おくれ！	タマゴと　一緒に\nたーっぷり　歩いて　おくれ！	Güzel! Umarım bu Yumurtayla\nbol bol yürürsün!	Surtout, n’oublie pas de bien le promener…	Bene! Spero che te ne andrai a lungo in giro\ncon quest’Uovo!	Gut! Ich hoffe, du hast mehr Glück mit diesem Ei!	¡Bien! ¡Espero que corras muchas aventuras junto a\nmi Huevo! ¡Acuérdate de llevarlo contigo!	알이랑 같이\n많~이 걷고 와줘라!
49	0	25	[VAR 0100(0000)]は\nタマゴを　もらった！	[VAR 0100(0000)]は\nタマゴを　もらった！	[VAR 0100(0000)] Yumurtayı aldı.	[VAR 0100(0000)] reçoit un Œuf.	[VAR 0100(0000)] riceve un Uovo.	[VAR 0100(0000)] hat ein Ei erhalten.	[VAR 0100(0000)] ha recibido un Huevo.	[VAR 0100(0000)][VAR 1900(0001)]\n알을 받았다!
49	0	26	あれ？　ポケモン　いっぱいだね\c\nタマゴを　つれて　あるけるように　なってから\nまた　はなしかけて　おくれよ	あれ？　ポケモン　いっぱいだね\c\nタマゴを　連れて　歩けるように　なってから\nまた　話しかけて　おくれよ	Ah. Çok fazla Pokémonun var.\c\nBu Yumurta için yerin olduğunda\nbenimle tekrar konuş.	Zut alors ! Ton équipe est au complet.\c\nReviens me voir quand tu seras en mesure\nd’accueillir cet Œuf !	Peccato! Hai troppi Pokémon in squadra.\nTorna a trovarmi quando avrai spazio per l’Uovo...	Oh! Du hast zu viele Pokémon dabei.\c\nKomm wieder, wenn du etwas Platz\nfür das Ei geschaffen hast.	Oooh... Tienes demasiados Pokémon. Cuando tengas\nsitio para este Huevo, dímelo.	어라? 포켓몬이 가득하구나\c\n알을 데리고 갈 수 있게 되면\n또 와주거라
49	0	27	そうかね……\c\nまあ　タマゴを　かえしたく　なったら\nまた　はなしかけて　おくれよ	そうかね……\c\nまあ　タマゴを　かえしたく　なったら\nまた　話しかけて　おくれよ	O halde nasıl istersen...\c\nBu Yumurtayı kuluçkalamak konusunda\nfikrini değiştirirsen, ben burada olacağım.	Comme tu veux…\c\nReviens me voir quand tu te sentiras prêt[VAR 1100(00FF,0100)]e.	Come vuoi tu...\c\nSe cambi idea a proposito dell’Uovo,\ntorna pure a trovarmi.	Ganz wie du willst...\c\nSolltest du dich umentscheiden,\nweißt du ja, wo du mich findest.	Como desees...\c\nPero si cambias de opinión sobre el Huevo, ven a verme.	그러냐...\c\n뭐 알을 부화시키고 싶어지면\n그때 또 와주거라
49	0	28	ポケモンの　タマゴは\nときどき　そだてやさんで　みつかる……\c\nそんな　うわさを　きいたよ	ポケモンの　タマゴは\n時々　育て屋さんで　みつかる……\c\nそんな　うわさを　聞いたよ	Pokémon Gündüz Bakımevinde\nara sıra bir Yumurta bulunur.\c\nYa da en azından söylentiler böyledir.	Parfois, on trouve des Œufs à la Pension\nPokémon.\c\nEn tout cas, c’est ce qu’on m’a dit.	Di tanto in tanto, si può trovare un Uovo\nanche alla Pensione Pokémon...\c\nAlmeno così ho sentito dire.	Von Zeit zu Zeit wird in der Pokémon-Pension\nein Ei gefunden.\c\nSo erzählt man es sich zumindest.	De vez en cuando, aparece un Huevo en la Guardería\nPokémon.\c\nVamos, eso dicen por ahí...	포켓몬알은\n가끔 키우미집에서 발견된다고...\c\n그런 소문을 들은 적이 있구나
49	0	29	あいかわらず　げんきな　ポケモンを\nつれておる　ようだの！\c\nどうかね？　また\nタマゴを　かえして　みるかね？	相変わらず　元気な　ポケモンを\n連れておる　ようだの！\c\nどうかね？　また\nタマゴを　かえして　みるかね？	Pokémonların her zamanki gibi capcanlı.\c\nNe dersin? Çıkarman için bir Yumurta daha ister misin?	Eh bien, tu te balades toujours avec des Pokémon\npleins de vie, je vois ! C’est bien, ça !\c\nT’en dis quoi ? Tu te sens de me faire éclore\nun autre Œuf ?	La tua squadra è bella pimpante\ncome al solito!\c\nSenti un po’...\nVorresti prendere un altro Uovo?	Dein Pokémon-Team strotzt wie eh und je vor Vitalität.\c\nNa, was meinst du? Willst du wieder ein Ei mitnehmen\nund es zum Schlüpfen bringen?	Tu equipo Pokémon está tan en forma como siempre.\n¿Qué me dices? ¿Quieres llevarte otro Huevo?	여전히 건강한 포켓몬을\n데리고 있구나!\c\n어떻게 하겠나?\n또 알을 부화시켜 보겠나?
49	0	30	くめども　くめども　おゆが　でる\nポットでも　ないのに　おゆが　でる\c\n……ふしぎ　じゃろ？\c\nかざんが　ちかくに　あるところ　では\nちかすいが　ようがんの　ねつで\r\nあたためられて　いるのじゃよ！	くめども　くめども　お湯が　出る\nポットでも　ないのに　お湯が　出る\c\n……不思議　じゃろ？\c\n火山が　近くに　あるところ　では\n地下水が　溶岩の　熱で\r\n暖められて　いるのじゃよ！	İhtiyacımız kadar sıcak su çekiyoruz,\nama yine de kaplıcalar asla kurumuyor.\c\nBüyülü değil mi?\c\nBu kaplıcalar aktif volkanların yakınında\nortaya çıkıyor. Yeraltındaki su damarları magma tarafından ısıtılarak kaplıcalara dönüşür.	La proximité du volcan réchauffe les sources\nsouterraines.\c\nGrâce à lui, nous avons de l’eau chaude\nen abondance. N’est-ce pas magique ?	Prendiamo tantissima acqua calda dalle sorgenti,\nma non si esauriscono mai!\c\nNon ti sembra una cosa magica?\nLe sorgenti si formano vicino ai vulcani attivi.\c\nL’acqua nel sottosuolo viene riscaldata dal magma\ne poi sgorga per dar vita alle terme.	Wir nehmen uns so viel heißes Wasser,\nwie wir brauchen, und trotzdem trocknen\r\ndie heißen Quellen nicht aus.\c\nDas hat schon etwas Magisches an sich, oder?\c\nDiese heißen Quellen bilden sich in der Nähe\nvon aktiven Vulkanen. Wasser im Boden\r\nwird durch das Magma erhitzt und tritt dann\r\nan die Erdoberfläche.	Extraemos toda el agua caliente que necesitamos,\npero la fuente no se seca. ¿A que parece magia?\c\nEstos baños termales parecen casi volcanes.\nEl agua subterránea se calienta con el magma y luego\r\nsale a la superficie.	퍼도 퍼도 따뜻한 물이 나와\n포트도 아니면서 따뜻한 물이 나와\c\n...이거 참 신기하지 않나?\c\n화산이 가까이 있는 곳에서는\n용암의 열로 지하수가\r\n데워지게 되거든!
49	0	31	すなに　うまっていたらな\nしりを　ポケモンに　かまれてのう\c\nすなぶろの　ぬくさと　あいまって\nなかなかに　ここちよくてな\r\nくせに　なりそうじゃ	砂に　埋まっていたらな\n尻を　ポケモンに　かまれてのう\c\n砂ぶろの　ぬくさと　相まって\nなかなかに　心地良くてな\r\n癖に　なりそうじゃ	Sıcak kuma gömülüp kum banyosunun keyfini çıkarıyordum.\c\nTam “Buna alışırım!” derken bir Pokémon gelip arkamı ısırdı!\c\nAaaah!	Un Pokémon m’a mordu le derrière alors que je prenais\nun bain dans le sable chaud !\c\nC’était pourtant si doux et si confortable…\nJ’adore ça, je ferais ça toute la journée !	Me ne stavo tranquillo sotto la sabbia bollente,\nquando un Pokémon mi ha morso il didietro!\c\nEra così caldo... Si stava così bene...\nNon me ne sono neppure accorto!	Als ich im Sand vergraben war, hat mich ein\nPokémon in den Allerwertesten gebissen!\c\nAber vom wohlig warmen Sand umgeben zu sein,\nfühlt sich so gut an, dass ich es trotzdem nicht bereue.	En cuanto me he enterrado en la arena, un Pokémon\nme ha dado un pellizco en el trasero...\c\nPero la verdad es que aquí se está tan calentito y tan\na gustito... que yo de aquí no me muevo.	모래에 묻혀 있었더니\n포켓몬한테 엉덩이를 물려버렸지 뭐냐\c\n그런데 이게 모래찜질의 따뜻함이랑 겹쳐지니까\n너무 좋아서 말이지\r\n습관이 될 거 같아
49	0	32	おや　あんた\nおんせんが　すき　なのかい？\c\nまだ　わかいのに　めずらしいねえ……	おや　あんた\n温泉が　好きなのかい？\c\nまだ　若いのに　珍しいねえ……	Kaplıcaları seviyorsun, öyle mi?\c\nSenin yaşında biri için şaşırtıcı.	Tu aimes les sources thermales ?\c\nC’est surprenant pour quelqu’un d’aussi jeune…	Ti piacciono le Sorgenti Termali, vero?\c\nStrano che una persona giovane\ncome te le apprezzi.	Ach, du magst auch heiße Quellen?\c\nDas ist überraschend bei einem so\njungen Menschen wie dir.	¿A ti también te gustan los baños termales?\c\nCurioso, a la gente joven no le suelen interesar mucho...	응? 너\n온천 좋아하나 보지?\c\n아직 젊은데 특이하구먼...
49	0	33	あたし　アスナさん　みたいに\nすてきで　つよい　ジムリーダーに　なるため\r\nまいにち　おんせんに　はいってるの！	あたし　アスナさん　みたいに\n素敵で　強いジムリーダーに　なるため\r\n毎日　温泉に　はいってるの！	Her gün kaplıcalarda yıkanıyorum.\c\nFlannery gibi\ngüzel ve güçlü bir Spor Salonu Lideri olmak istiyorum.	Je me baigne chaque jour dans les sources\nd’eau chaude.\c\nPlus tard, je serai une Championne aussi belle\net forte qu’Adriane.	Faccio il bagno nelle Sorgenti Termali\nogni giorno.\c\nVorrei diventare una Capopalestra in forma\ncome Fiammetta.	Ich bade jeden Tag in den heißen Quellen\ndieses Kurorts.\c\nIch will nämlich eine ebenso schöne und\nstarke Arenaleiterin wie Flavia werden.	Yo me baño en las aguas termales cada día del año.\c\nSon tan beneficiosas que sin duda me convertirán en\nuna Líder de Gimnasio tan fuerte como Candela.	나 민지님 같은\n멋있고 강한 체육관 관장이 되기 위해서\r\n매일 온천에 들어가고 있어!
49	0	34	おんせんに　ポケモン　いれると\nでんきぶろや　あわぶろ　はたまた\r\nようがんぶろに　なって　すごそうだわ	温泉に　ポケモン　いれると\n電気ぶろや　泡ぶろ　はたまた\r\n溶岩ぶろに　なって　すごそうだわ	Pokémonları kaplıcaya sokarsan sonuçlar epey tuhaf olabilir.\c\nKöpük banyosu olur, hatta lav banyosu bile!	On pourrait plonger des Pokémon dans la source pour\ncréer un bain à bulles… ou même un bain de lave !	Se metti un Pokémon in una sorgente termale,\nchissà cosa può accadere...\c\nSarebbe forte se trasformasse l’acqua in un\nmare d’erba, di schiuma o persino di lava!	Wenn Leute ihre Pokémon in die heißen\nQuellen setzen, ist das schon merkwürdig.\c\nNun, es könnte ja auch ein Bad in Seegras,\nein Schaumbad oder sogar ein Bad in Lava sein...	Imagínate que la gente metiera a los Pokémon en\nlos baños termales...\c\n¡Tendríamos baños de burbujas, baños de hierba,\nbaños de lava...!	온천에 포켓몬을 넣으면\n전기온천이나 거품온천 또는\r\n용암온천이 돼서 엄청날 거 같아
49	0	35	この　おんせんは……\c\nしんけいつう　きんにくつう　それから\nれんあいのなやみ　おかねもうけ　などに\r\nこうかてき　なんだとさ……	この　温泉は……\c\n神経痛　筋肉痛　それから\n恋愛の悩み　お金もうけ　などに\r\n効果的　なんだとさ……	Bu kaplıcaların stresi azalttığı, ağrıyan kasları rahatlattığı,\naşk sorunlarını çözdüğü ve para çektiği söyleniyor...	Ces sources thermales sont réputées calmer\nla nervosité, soulager les douleurs musculaires,\r\nrésoudre les soucis de cœur et attirer l’argent.	Dicono che queste Sorgenti Termali facciano bene\nper la tensione nervosa, per i dolori muscolari,\c\nper risolvere problemi di cuore... e che facciano\nanche guadagnare soldi...	Man sagt, ein Bad in den heißen Quellen wirke\nWunder bei nervöser Anspannung sowie\r\nMuskelkrämpfen. Zudem soll es auch bei\r\nHerzschmerz und Geldsorgen helfen...	Aseguran que estos baños termales son buenos para\nlos nervios, los dolores musculares, los problemas\r\namorosos, los granos, los bolsillos sin blanca...	이 온천은...\c\n신경통과 근육통 그리고\n연애운이랑 재물운에도\r\n효과적이라고 하더라고...
49	0	36	ここは　フエンタウン\nポケセン　おんせん　よいところ	ここは　フエンタウン\nポケセン　温泉　よいところ	Lavatepe Kasabası Pokémon Merkezi Kaplıcaları\c\nDinlenmek için mükemmel bir yer!	Vermilava\c\n« Son Centre Pokémon, ses sources thermales.\nDétente garantie ! »	Cuordilava\c\nSorgenti Termali del Centro Pokémon: il luogo ideale\nper rilassarsi!	Bad Lavastadt\c\nDank Pokémon-Center und heißen Quellen\nder ideale Kurort zum Entspannen!	Pueblo Lavacalda\c\nBalneario del Centro Pokémon\n¡No hay nada más relajante!	여기는 용암마을\n포켓몬센터와 온천이 좋은 곳
49	0	37	フエンタウン　ポケモンジム\nリーダー　アスナ\r\nやけど　しそうな　じょうねつの　ひと	フエンタウン　ポケモンジム\nリーダー　アスナ\r\n火傷しそうな　情熱の　ひと	Lavatepe Kasabası Spor Salonu\nLider: Flannery\r\nAlev alev yanan bir tutkunun sahibi!	Arène de Vermilava\nChampionne : Adriane\c\n« Ici brûle le feu de la passion ! »	Palestra di Cuordilava\c\nCapopalestra: Fiammetta\nUna passione che brucia!	Pokémon-Arena von Bad Lavastadt\nArenaleiterin: Flavia\r\nDie mit der brennenden Leidenschaft!	Gimnasio Pokémon de Pueblo Lavacalda\nLíder del Gimnasio: Candela\r\n¡No te acerques mucho, que quemo!	용암마을 포켓몬체육관\n관장 민지\r\n화상 입을 정도로 열정적인 사람
49	0	38	「ポケモン　かんぽうやく」\nりょうやく　くちに　にがし！	「ポケモン　漢方薬」\n良薬　口に　苦し！	Pokémon Şifalı Bitki Dükkânı\nNe kadar acı, o kadar etkili!	Herboristerie\n« Plus c’est amer, plus c’est sain ! »	Erboristeria Pokémon\nErba amara, erba sana!	Pokémon-Kräuterladen\nBitterer Geschmack, bessere Kur!	Herbolario Pokémon\nSabe fatal, pero sienta genial.	“포켓몬 한방약국”\n몸에 좋은 약이 입에 쓰다!
49	0	39	ダンス　アンド　ソウル　イコール　パワー！\c\nソレガ　ミー　ノ　カラテロード！\c\nミー　ノ　コトバ　リカイ　デキルカ？	ダンス　アンド　ソウル　イコール　パワー！\c\nソレガ　ミー　ノ　カラテロード！\c\nミー　ノ　コトバ　リカイ　デキルカ？	Dans ve ruh güç yaratır!\c\nRuh benim için karatenin yoludur!\c\nAnladın mı, değil mi?	Hey, yo ! Le *Power* est dans la *Dance* et la *Soul* !\nC’est la voie de mon karaté !\c\nDu karaté et du rap, t’entends ?\nTu saisis, yo ? Tu saisis c’que j’dis ?	La vera forza è frutto di danza e passione! \c\nQuesta è la via del karate, il rap del Cinturanera! \c\nEhi, mi segui?	Dance und Soul geben mir die Power, [VAR 1100(00FF,0405,0000)]AlterAlte!\nThat’s mein Karate-Way-Of-Life!\c\nUnderstand you mein Gelaber?	¡Disciplina de kárate ser como danza!\c\n¡Movimientos fluir como espada!\c\n¿Tú comprender?	댄스 앤드 소울 이콜 파워!\c\n그것이 미의 태권도의 길!\c\n미의 말 이해되냐?
49	0	40	ＯＫ！　ＯＫ！\nヨクデキタ　オコサマ　デ　アリマス！	ＯＫ！　ＯＫ！\nヨクデキタ　オコサマ　デ　アリマス！	TAMAM! TAMAM!\nSen iyi çocuksun!	OK [VAR 1100(00FF,0606)]maaaansister ! OK, yo !\nT’es jeune mais t’as la bonne *vibe*, t’entends ?	Ok! Ok! Hai il ritmo nel sangue!\nSei un[VAR 1100(00FF,0F0E)] bravo bambinoa brava bambina!	Okay! Coole Sache!\nYou have it voll drauf!	¡Bien!\nYo no seguro, pero si tú decir...	OK! OK!\n참 잘하는 아이네요!
49	0	41	ＯＨ……\nカナシイ　アンド　ナゲカワシイ……\c\nコレデ　ミー　ノ　カラテロード　ヲ\nリカイ　シテクダサイヨ　オロカモノ　メガ！	ＯＨ……\nカナシイ　アンド　ナゲカワシイ……\c\nコレデ　ミー　ノ　カラテロード　ヲ\nリカイ　シテクダサイヨ　オロカモノ　メガ！	Ah... Ne kadar üzücü!\c\nAl şunu da benim karate yolumu biraz olsun anlamaya çalış, seni budala!	Owowowo !\nTu m’déçois, yo ! Me vexe pas, t’entends ?\c\nOu tu vas goûter à mon coup de pied karapaté, yo !\nPrends ça, vermine, et va ton ch’min, t’entends ?	Oh... Che delusione terribile...\c\nPrendi questa e capirai il senso del karate\ne del ritmo... sciocchin[VAR 1100(00FF,0101)]oa che non sei altro!	AU...\nThat does me in the Seele weh...\c\nHere, nimm... Vielleicht helpt dir this ja dabei,\nmeinen Karate-Way-Of-Life zu understanden, du Fool!	Oh...\nQué triste y azul ser ignorancia.\c\n¡Tú tomar esto! ¡Hacer que hasta ignorante como tú\ncomprender disciplina de kárate!	OH...\n슬퍼 앤드 원통해...\c\n이걸로 미의 태권도의 길을\n이해해주길 바라요 이 바보가!
