apply,archive,member,bclyt,section,pane,source_text,translation,capacity_bytes
,0/2/2,node_0001_slot_00.bin,blyt/HorseGrow_Lower.bclyt,106,d,88,,6
1,0/2/2,node_0001_slot_00.bin,blyt/HorseGrow_Lower.bclyt,108,b,x,x,4
1,0/2/2,node_0001_slot_00.bin,blyt/HorseGrow_Lower.bclyt,110,7p,Skill,Bec.,12
1,0/2/2,node_0001_slot_00.bin,blyt/HorseGrow_Lower.bclyt,112,7z,None,Yok,10
,0/2/2,node_0001_slot_00.bin,blyt/HorseGrow_Lower.bclyt,201,7l,88,,6
1,0/2/2,node_0001_slot_00.bin,blyt/HorseGrow_Lower.bclyt,203,7n,x,x,4
1,0/2/2,node_0001_slot_00.bin,blyt/HorseGrow_Lower.bclyt,205,7r,Boost,Artış,12
1,0/2/2,node_0001_slot_00.bin,blyt/HorseGrow_Lower.bclyt,207,81,None,Yok,10
,0/2/2,node_0001_slot_00.bin,blyt/HorseGrow_Lower.bclyt,296,9,88,,6
1,0/2/2,node_0001_slot_00.bin,blyt/HorseGrow_Lower.bclyt,298,7,x,x,4
1,0/2/2,node_0001_slot_00.bin,blyt/HorseGrow_Lower.bclyt,300,7t,Stamina,Dayan.,16
1,0/2/2,node_0001_slot_00.bin,blyt/HorseGrow_Lower.bclyt,302,7x,None,Yok,10
,0/2/2,node_0001_slot_00.bin,blyt/HorseGrow_Lower.bclyt,391,n,88,,6
1,0/2/2,node_0001_slot_00.bin,blyt/HorseGrow_Lower.bclyt,393,p,x,x,4
1,0/2/2,node_0001_slot_00.bin,blyt/HorseGrow_Lower.bclyt,395,7v,Experience,Deneyim,22
1,0/2/2,node_0001_slot_00.bin,blyt/HorseGrow_Lower.bclyt,397,83,None,Yok,10
,0/2/3,node_0000_slot_00.bin,blyt/HorseSelectNew_Upper.bclyt,17,a,‰‰‰‰‰‰‰‰‰,,20
1,0/2/3,node_0000_slot_00.bin,blyt/HorseSelectNew_Upper.bclyt,22,c,性,C.,4
1,0/2/3,node_0000_slot_00.bin,blyt/HorseSelectNew_Upper.bclyt,27,e,年齢,Yaş,6
1,0/2/3,node_0000_slot_00.bin,blyt/HorseSelectNew_Upper.bclyt,36,p,スピード,Hız,10
,0/2/3,node_0000_slot_00.bin,blyt/HorseSelectNew_Upper.bclyt,38,s,"9,999",,12
1,0/2/3,node_0000_slot_00.bin,blyt/HorseSelectNew_Upper.bclyt,43,i,スタミナ,Dayan.,10
,0/2/3,node_0000_slot_00.bin,blyt/HorseSelectNew_Upper.bclyt,45,u,"9,999",,12
1,0/2/3,node_0000_slot_00.bin,blyt/HorseSelectNew_Upper.bclyt,50,k,根性,Azim,6
,0/2/3,node_0000_slot_00.bin,blyt/HorseSelectNew_Upper.bclyt,52,w,"9,999",,12
1,0/2/3,node_0000_slot_00.bin,blyt/HorseSelectNew_Upper.bclyt,57,m,ピークタイム,Zirve,14
,0/2/3,node_0000_slot_00.bin,blyt/HorseSelectNew_Upper.bclyt,59,y,"9,999",,12
1,0/2/3,node_0000_slot_00.bin,blyt/HorseSelectNew_Upper.bclyt,64,17,特性,Özl.,6
,0/2/3,node_0000_slot_00.bin,blyt/HorseSelectNew_Upper.bclyt,66,19,‰‰‰‰‰‰‰‰,,18
1,0/2/3,node_0000_slot_00.bin,blyt/HorseSelectNew_Upper.bclyt,71,1b,特殊能力,Özel Y.,10
,0/2/3,node_0000_slot_00.bin,blyt/HorseSelectNew_Upper.bclyt,73,1d,‰‰‰‰‰‰‰‰,,18
1,0/2/3,node_0000_slot_00.bin,blyt/HorseSelectNew_Upper.bclyt,78,1f,必殺技,Hamle,8
,0/2/3,node_0000_slot_00.bin,blyt/HorseSelectNew_Upper.bclyt,80,1h,‰‰‰‰‰‰‰‰,,18
,0/2/3,node_0001_slot_00.bin,blyt/HorseSelectNew_Lower.bclyt,30,1u,‰‰‰‰‰‰‰‰‰,,34
,0/2/3,node_0001_slot_00.bin,blyt/HorseSelectNew_Lower.bclyt,45,1w,‰‰‰‰‰‰‰‰‰,,34
,0/2/3,node_0001_slot_00.bin,blyt/HorseSelectNew_Lower.bclyt,60,1y,‰‰‰‰‰‰‰‰‰,,34
,0/2/3,node_0001_slot_00.bin,blyt/HorseSelectNew_Lower.bclyt,75,20,‰‰‰‰‰‰‰‰‰,,34
,0/2/3,node_0001_slot_00.bin,blyt/HorseSelectNew_Lower.bclyt,90,22,‰‰‰‰‰‰‰‰‰,,34
,0/2/3,node_0001_slot_00.bin,blyt/HorseSelectNew_Lower.bclyt,105,24,‰‰‰‰‰‰‰‰‰,,34
,0/2/4,node_0000_slot_00.bin,blyt/tutorial_upper.bclyt,12,4,１２３４５６７８９０１２３４５６７８９０,,106
,0/2/4,node_0000_slot_00.bin,blyt/tutorial_upper.bclyt,14,6,１２３４５６７８９０１２３４５６７８９０,,106
,0/2/4,node_0001_slot_00.bin,blyt/tutorial_lower.bclyt,16,6,１２３４５６７８９０１２３４５,,106
,0/2/4,node_0001_slot_00.bin,blyt/tutorial_lower.bclyt,18,4,１２３４５６７８９０１２３４５,,106
1,0/2/8,node_0000_slot_00.bin,blyt/btmscrn.bclyt,29,4p,4th,4.,8
,0/2/8,node_0000_slot_00.bin,blyt/btmscrn.bclyt,35,4u,16,,6
,0/2/8,node_0000_slot_00.bin,blyt/btmscrn.bclyt,37,4w,‰‰‰‰‰‰‰‰‰,,50
1,0/2/8,node_0000_slot_00.bin,blyt/btmscrn.bclyt,39,4y,アタマ,Baş,18
1,0/2/8,node_0000_slot_00.bin,blyt/btmscrn.bclyt,44,51,5th,5.,8
,0/2/8,node_0000_slot_00.bin,blyt/btmscrn.bclyt,50,56,16,,6
,0/2/8,node_0000_slot_00.bin,blyt/btmscrn.bclyt,52,58,‰‰‰‰‰‰‰‰‰,,50
1,0/2/8,node_0000_slot_00.bin,blyt/btmscrn.bclyt,54,5a,アタマ,Baş,18
1,0/2/8,node_0000_slot_00.bin,blyt/btmscrn.bclyt,59,0,6th,6.,8
,0/2/8,node_0000_slot_00.bin,blyt/btmscrn.bclyt,65,m,16,,6
,0/2/8,node_0000_slot_00.bin,blyt/btmscrn.bclyt,67,k,‰‰‰‰‰‰‰‰‰,,50
1,0/2/8,node_0000_slot_00.bin,blyt/btmscrn.bclyt,69,o,アタマ,Baş,18
1,0/2/8,node_0000_slot_00.bin,blyt/btmscrn.bclyt,74,i,7th,7.,8
,0/2/8,node_0000_slot_00.bin,blyt/btmscrn.bclyt,80,10,16,,6
,0/2/8,node_0000_slot_00.bin,blyt/btmscrn.bclyt,82,1i,‰‰‰‰‰‰‰‰‰,,50
1,0/2/8,node_0000_slot_00.bin,blyt/btmscrn.bclyt,84,20,アタマ,Baş,18
1,0/2/8,node_0000_slot_00.bin,blyt/btmscrn.bclyt,89,g,8th,8.,8
,0/2/8,node_0000_slot_00.bin,blyt/btmscrn.bclyt,95,12,16,,6
,0/2/8,node_0000_slot_00.bin,blyt/btmscrn.bclyt,97,1k,‰‰‰‰‰‰‰‰‰,,50
1,0/2/8,node_0000_slot_00.bin,blyt/btmscrn.bclyt,99,22,アタマ,Baş,18
1,0/2/8,node_0000_slot_00.bin,blyt/btmscrn.bclyt,104,e,9th,9.,8
,0/2/8,node_0000_slot_00.bin,blyt/btmscrn.bclyt,110,14,16,,6
,0/2/8,node_0000_slot_00.bin,blyt/btmscrn.bclyt,112,1m,‰‰‰‰‰‰‰‰‰,,50
1,0/2/8,node_0000_slot_00.bin,blyt/btmscrn.bclyt,114,24,アタマ,Baş,18
1,0/2/8,node_0000_slot_00.bin,blyt/btmscrn.bclyt,119,c,10th,10.,10
,0/2/8,node_0000_slot_00.bin,blyt/btmscrn.bclyt,125,16,16,,6
,0/2/8,node_0000_slot_00.bin,blyt/btmscrn.bclyt,127,1o,‰‰‰‰‰‰‰‰‰,,50
1,0/2/8,node_0000_slot_00.bin,blyt/btmscrn.bclyt,129,26,アタマ,Baş,18
1,0/2/8,node_0000_slot_00.bin,blyt/btmscrn.bclyt,134,2v,11th,11.,10
,0/2/8,node_0000_slot_00.bin,blyt/btmscrn.bclyt,140,2s,16,,6
,0/2/8,node_0000_slot_00.bin,blyt/btmscrn.bclyt,142,2q,‰‰‰‰‰‰‰‰‰,,50
1,0/2/8,node_0000_slot_00.bin,blyt/btmscrn.bclyt,144,2o,アタマ,Baş,18
1,0/2/8,node_0000_slot_00.bin,blyt/btmscrn.bclyt,149,a,12th,12.,10
,0/2/8,node_0000_slot_00.bin,blyt/btmscrn.bclyt,155,18,16,,6
,0/2/8,node_0000_slot_00.bin,blyt/btmscrn.bclyt,157,1q,‰‰‰‰‰‰‰‰‰,,50
1,0/2/8,node_0000_slot_00.bin,blyt/btmscrn.bclyt,159,28,アタマ,Baş,18
1,0/2/8,node_0000_slot_00.bin,blyt/btmscrn.bclyt,164,8,13th,13.,10
,0/2/8,node_0000_slot_00.bin,blyt/btmscrn.bclyt,170,1a,16,,6
,0/2/8,node_0000_slot_00.bin,blyt/btmscrn.bclyt,172,1s,‰‰‰‰‰‰‰‰‰,,50
1,0/2/8,node_0000_slot_00.bin,blyt/btmscrn.bclyt,174,2g,アタマ,Baş,18
1,0/2/8,node_0000_slot_00.bin,blyt/btmscrn.bclyt,179,6,14th,14.,10
,0/2/8,node_0000_slot_00.bin,blyt/btmscrn.bclyt,185,1c,16,,6
,0/2/8,node_0000_slot_00.bin,blyt/btmscrn.bclyt,187,1u,‰‰‰‰‰‰‰‰‰,,50
1,0/2/8,node_0000_slot_00.bin,blyt/btmscrn.bclyt,189,2a,アタマ,Baş,18
1,0/2/8,node_0000_slot_00.bin,blyt/btmscrn.bclyt,194,4,15th,15.,10
,0/2/8,node_0000_slot_00.bin,blyt/btmscrn.bclyt,200,1e,16,,6
,0/2/8,node_0000_slot_00.bin,blyt/btmscrn.bclyt,202,1w,‰‰‰‰‰‰‰‰‰,,50
1,0/2/8,node_0000_slot_00.bin,blyt/btmscrn.bclyt,204,2c,アタマ,Baş,18
1,0/2/8,node_0000_slot_00.bin,blyt/btmscrn.bclyt,209,2,16th,16.,10
,0/2/8,node_0000_slot_00.bin,blyt/btmscrn.bclyt,215,1g,16,,6
,0/2/8,node_0000_slot_00.bin,blyt/btmscrn.bclyt,217,1y,‰‰‰‰‰‰‰‰‰,,50
,0/2/8,node_0000_slot_00.bin,blyt/btmscrn.bclyt,219,2e,８ 3/4,,18
1,0/2/8,node_0000_slot_00.bin,blyt/upscrn.bclyt,15,5g,ラジオNIKKEI杯２歳ステークス,NIKKEI 2 Yaş Koşusu,130
1,0/2/8,node_0000_slot_00.bin,blyt/upscrn.bclyt,17,5i,芝8888ｍ,Ç8888m,34
1,0/2/8,node_0000_slot_00.bin,blyt/upscrn.bclyt,19,74,Record Time,Rekor Süre,34
,0/2/8,node_0000_slot_00.bin,blyt/upscrn.bclyt,21,76,‰‰‰‰‰‰,,34
1,0/2/8,node_0000_slot_00.bin,blyt/upscrn.bclyt,42,5e,1st,1.,8
,0/2/8,node_0000_slot_00.bin,blyt/upscrn.bclyt,48,5o,16,,6
,0/2/8,node_0000_slot_00.bin,blyt/upscrn.bclyt,50,5q,‰‰‰‰‰‰‰‰‰,,38
,0/2/8,node_0000_slot_00.bin,blyt/upscrn.bclyt,52,67,99:59:9,,16
1,0/2/8,node_0000_slot_00.bin,blyt/upscrn.bclyt,57,5k,2nd,2.,8
,0/2/8,node_0000_slot_00.bin,blyt/upscrn.bclyt,63,5s,16,,6
1,0/2/8,node_0000_slot_00.bin,blyt/upscrn.bclyt,65,5u,ボコスカウォーズ,Bokosuka Wars,38
,0/2/8,node_0000_slot_00.bin,blyt/upscrn.bclyt,67,5w,５ 1/4,,18
1,0/2/8,node_0000_slot_00.bin,blyt/upscrn.bclyt,72,5m,3rd,3.,8
,0/2/8,node_0000_slot_00.bin,blyt/upscrn.bclyt,78,5y,16,,6
1,0/2/8,node_0000_slot_00.bin,blyt/upscrn.bclyt,80,60,ボコスカウォーズ,Bokosuka Wars,38
1,0/2/8,node_0000_slot_00.bin,blyt/upscrn.bclyt,82,62,ハナ,Brn.,18
1,0/2/8,node_0000_slot_00.bin,blyt/upscrn.bclyt,87,69,Time,Süre,10
1,0/2/8,node_0000_slot_00.bin,blyt/upscrn.bclyt,89,6b,Order,Sıra,12
1,0/2/8,node_0000_slot_00.bin,blyt/upscrn.bclyt,91,6d,Number,Numara,14
1,0/2/8,node_0000_slot_00.bin,blyt/upscrn.bclyt,93,6f,Name,Ad,10
1,0/2/9,node_0000_slot_00.bin,blyt/HorseStatusNew_Upper.bclyt,38,1u,Level,Sv.,12
,0/2/9,node_0000_slot_00.bin,blyt/HorseStatusNew_Upper.bclyt,44,22,99,,6
1,0/2/9,node_0000_slot_00.bin,blyt/HorseStatusNew_Upper.bclyt,49,c,Speed,Hız,12
,0/2/9,node_0000_slot_00.bin,blyt/HorseStatusNew_Upper.bclyt,51,e,999,,8
1,0/2/9,node_0000_slot_00.bin,blyt/HorseStatusNew_Upper.bclyt,56,h,Stamina,Dayan.,16
,0/2/9,node_0000_slot_00.bin,blyt/HorseStatusNew_Upper.bclyt,58,j,999,,8
1,0/2/9,node_0000_slot_00.bin,blyt/HorseStatusNew_Upper.bclyt,63,m,Peak Time,Zirve,20
,0/2/9,node_0000_slot_00.bin,blyt/HorseStatusNew_Upper.bclyt,65,o,9~9,,8
1,0/2/9,node_0000_slot_00.bin,blyt/HorseStatusNew_Upper.bclyt,70,2n,Characteristics,Özellikler,32
1,0/2/9,node_0000_slot_00.bin,blyt/HorseStatusNew_Upper.bclyt,72,r,International Star,Dünya Yıldızı,38
1,0/2/9,node_0000_slot_00.bin,blyt/HorseStatusNew_Upper.bclyt,77,2l,Skill,Bec.,12
,0/2/9,node_0000_slot_00.bin,blyt/HorseStatusNew_Upper.bclyt,79,u,‰‰‰‰‰‰‰‰‰‰‰‰,,50
1,0/2/9,node_0000_slot_00.bin,blyt/HorseStatusNew_Upper.bclyt,84,2j,Skill,Bec.,12
,0/2/9,node_0000_slot_00.bin,blyt/HorseStatusNew_Upper.bclyt,86,1n,‰‰‰‰‰‰‰‰‰‰‰‰,,50
1,0/2/9,node_0000_slot_00.bin,blyt/HorseStatusNew_Upper.bclyt,92,7,性,C.,4
1,0/2/9,node_0000_slot_00.bin,blyt/HorseStatusNew_Upper.bclyt,97,9,99 y/o,99yaş,14
1,0/2/9,node_0000_slot_00.bin,blyt/HorseStatusNew_Upper.bclyt,104,4,オバタデバッグブイ,Obata Debug V,34
1,0/2/9,node_0000_slot_00.bin,blyt/HorseStatusNew_Upper.bclyt,122,x,"May, week4",May 4.hf,22
1,0/2/9,node_0000_slot_00.bin,blyt/HorseStatusNew_Upper.bclyt,124,z,Too Long RaceName,Çok Uzun Yarış Adı,50
1,0/2/9,node_0000_slot_00.bin,blyt/HorseStatusNew_Upper.bclyt,126,11,"9,999m",9.999m,14
1,0/2/9,node_0000_slot_00.bin,blyt/HorseStatusNew_Upper.bclyt,138,16,種牡馬/繁殖牝馬,Aygır/Kısrak,42
1,0/2/9,node_0000_slot_00.bin,blyt/HorseStatusNew_Upper.bclyt,148,2a,0歳00か月0週,0y 00a 0h,18
,0/2/9,node_0000_slot_00.bin,blyt/HorseStatusNew_Upper.bclyt,150,2c,‰‰‰‰‰‰‰‰‰‰‰‰,,26
,0/2/9,node_0001_slot_00.bin,blyt/HorseStatusNew_Lower.bclyt,31,l,00,,6
,0/2/9,node_0001_slot_00.bin,blyt/HorseStatusNew_Lower.bclyt,33,j,×,,4
1,0/2/9,node_0001_slot_00.bin,blyt/HorseStatusNew_Lower.bclyt,35,g,Spring Equinox Cup,Bahar Ekinoksu K.,44
,0/2/9,node_0001_slot_00.bin,blyt/HorseStatusNew_Lower.bclyt,41,s,00,,6
,0/2/9,node_0001_slot_00.bin,blyt/HorseStatusNew_Lower.bclyt,43,u,×,,4
1,0/2/9,node_0001_slot_00.bin,blyt/HorseStatusNew_Lower.bclyt,45,w,Spring Equinox Cup,Bahar Ekinoksu K.,44
,0/2/9,node_0001_slot_00.bin,blyt/HorseStatusNew_Lower.bclyt,51,11,00,,6
,0/2/9,node_0001_slot_00.bin,blyt/HorseStatusNew_Lower.bclyt,53,13,×,,4
1,0/2/9,node_0001_slot_00.bin,blyt/HorseStatusNew_Lower.bclyt,55,15,Spring Equinox Cup,Bahar Ekinoksu K.,44
,0/2/9,node_0001_slot_00.bin,blyt/HorseStatusNew_Lower.bclyt,61,1a,00,,6
,0/2/9,node_0001_slot_00.bin,blyt/HorseStatusNew_Lower.bclyt,63,1c,×,,4
1,0/2/9,node_0001_slot_00.bin,blyt/HorseStatusNew_Lower.bclyt,65,1e,Spring Equinox Cup,Bahar Ekinoksu K.,44
,0/2/9,node_0001_slot_00.bin,blyt/HorseStatusNew_Lower.bclyt,71,1j,00,,6
,0/2/9,node_0001_slot_00.bin,blyt/HorseStatusNew_Lower.bclyt,73,1l,×,,4
1,0/2/9,node_0001_slot_00.bin,blyt/HorseStatusNew_Lower.bclyt,75,1n,Spring Equinox Cup,Bahar Ekinoksu K.,44
1,0/2/9,node_0001_slot_00.bin,blyt/HorseStatusNew_Lower.bclyt,81,1r,No G1 races have been won,Kazanılmış G1 yok,52
,0/3/0,node_0000_slot_00.bin,blyt/HorseResult_Lower.bclyt,26,e,"‰‰‰‰‰‰‰‰‰‰‰‰‰‰‰
‰‰‰‰‰‰‰‰‰‰‰‰‰‰‰
‰‰‰‰‰‰‰‰‰‰‰‰‰‰‰",,386
1,0/3/1,node_0000_slot_00.bin,blyt/GameOver_Lower.bclyt,10,4,Uh-oh!,Eyvah!,14
1,0/3/1,node_0000_slot_00.bin,blyt/GameOver_Lower.bclyt,12,6,You've been taken off this horse...,Artık bu ata binemeyeceksin...,72
1,0/3/1,node_0000_slot_00.bin,blyt/GameOver_Lower.bclyt,14,8,Please try again with a new horse.,Yeni bir atla tekrar dene.,70
1,0/3/2,node_0001_slot_00.bin,blyt/Menu.bclyt,17,9,888億8888万8888円,"$88,888,888,888",34
,0/3/2,node_0001_slot_00.bin,blyt/Menu.bclyt,99,1m,‰‰‰‰‰‰‰‰‰‰‰‰‰‰‰,,42
,0/3/2,node_0001_slot_00.bin,blyt/Menu.bclyt,101,1o,‰‰‰‰‰‰‰‰‰‰‰‰‰‰‰‰,,130
,0/3/2,node_0001_slot_00.bin,blyt/Menu.bclyt,103,1q,‰‰‰‰‰‰‰‰‰‰‰‰‰‰‰‰,,130
,0/3/2,node_0001_slot_00.bin,blyt/Menu.bclyt,105,1s,‰‰‰‰‰‰‰‰‰‰‰‰‰‰‰‰,,130
,0/3/2,node_0001_slot_00.bin,blyt/Menu.bclyt,107,1u,‰‰‰‰‰‰‰‰‰‰‰‰‰‰‰‰,,130
,0/3/2,node_0001_slot_00.bin,blyt/Menu.bclyt,109,1w,‰‰‰‰‰‰‰‰‰‰‰‰‰‰‰‰,,130
,0/3/2,node_0002_slot_00.bin,blyt/choice.bclyt,15,4,‰‰‰‰‰‰‰‰‰‰‰‰,,66
1,0/3/6,node_0000_slot_00.bin,blyt/Shop_Lower.bclyt,26,1p,$10K,$10K,10
1,0/3/6,node_0000_slot_00.bin,blyt/Shop_Lower.bclyt,28,1s,   per try !,/deneme,26
1,0/3/6,node_0000_slot_00.bin,blyt/Shop_Lower.bclyt,39,q,8888億8888万8888円,"$888,888,888,888",32
1,0/3/6,node_0000_slot_00.bin,blyt/Shop_Lower.bclyt,47,s,8888億8888万8888円,"$888,888,888,888",32
1,0/3/6,node_0000_slot_00.bin,blyt/Shop_Lower.bclyt,55,u,8888億8888万8888円,"$888,888,888,888",32
,0/3/6,node_0000_slot_00.bin,blyt/Shop_Lower.bclyt,72,1j,‰‰‰‰‰‰‰,,34
,0/3/6,node_0000_slot_00.bin,blyt/Shop_Lower.bclyt,74,1h,‰‰‰‰‰‰‰‰‰‰‰‰,,34
,0/3/6,node_0001_slot_00.bin,blyt/Shop_Upper.bclyt,25,o,‰‰‰‰‰‰‰‰‰‰‰‰‰‰‰‰‰‰‰‰‰‰‰,,102
,0/3/6,node_0001_slot_00.bin,blyt/Shop_Upper.bclyt,27,q,‰‰‰‰‰‰‰‰‰‰‰‰‰‰‰‰‰‰‰‰‰‰‰,,102
,0/3/6,node_0001_slot_00.bin,blyt/Shop_Upper.bclyt,29,s,‰‰‰‰‰‰‰‰‰‰‰‰‰‰‰‰‰‰‰‰‰‰,,102
,0/3/6,node_0001_slot_00.bin,blyt/Shop_Upper.bclyt,33,11,‰‰‰‰‰‰,,14
1,0/3/7,node_0002_slot_00.bin,blyt/Trophy_Upper_Wins.bclyt,29,2e,Bush Warbler RC,Kamışbülbülü YK,34
1,0/3/7,node_0002_slot_00.bin,blyt/Trophy_Upper_Wins.bclyt,31,2g,芝９９９９ｍ,Ç9999m,14
1,0/3/7,node_0002_slot_00.bin,blyt/Trophy_Upper_Wins.bclyt,36,2c,ラジオNIKKEI杯２歳ステークス,NIKKEI 2 Yaş Koşusu,46
1,0/3/7,node_0002_slot_00.bin,blyt/Trophy_Upper_Wins.bclyt,38,2m,Apr. week4,Nis. 4.hf,26
1,0/3/7,node_0002_slot_00.bin,blyt/Trophy_Upper_Wins.bclyt,40,2i,Age:4+ ♂/♀,Yaş:4+ ♂/♀,30
1,0/3/7,node_0002_slot_00.bin,blyt/Trophy_Upper_Wins.bclyt,53,o,Fillers' Championship,Dişi Tay Şamp.,46
1,0/3/7,node_0002_slot_00.bin,blyt/Trophy_Upper_Wins.bclyt,55,2,Wins,Gal.,10
,0/3/7,node_0002_slot_00.bin,blyt/Trophy_Upper_Wins.bclyt,57,0,999,,8
1,0/3/7,node_0002_slot_00.bin,blyt/Trophy_Upper_Wins.bclyt,63,7,WWWWWWWWW,WWWWWWWWW,34
,0/3/7,node_0002_slot_00.bin,blyt/Trophy_Upper_Wins.bclyt,65,9,#999,,10
1,0/3/7,node_0002_slot_00.bin,blyt/Trophy_Upper_Wins.bclyt,71,q,WWWWWWWWW,WWWWWWWWW,34
,0/3/7,node_0002_slot_00.bin,blyt/Trophy_Upper_Wins.bclyt,73,s,#999,,10
1,0/3/7,node_0002_slot_00.bin,blyt/Trophy_Upper_Wins.bclyt,100,11,Spring Equinox Cup,Bahar Ekinoksu K.,44
,0/3/7,node_0003_slot_00.bin,blyt/Trophy_Upper_Panel.bclyt,35,r,0,,4
,0/3/7,node_0003_slot_00.bin,blyt/Trophy_Upper_Panel.bclyt,37,u,"/
",,6
,0/3/7,node_0003_slot_00.bin,blyt/Trophy_Upper_Panel.bclyt,39,w,"9
",,6
1,0/3/7,node_0003_slot_00.bin,blyt/Trophy_Upper_Panel.bclyt,41,y,個,ad,4
,0/3/7,node_0004_slot_00.bin,blyt/Trophy_Upper_Record.bclyt,10,1,‰‰‰‰‰‰‰‰‰‰,,22
1,0/3/7,node_0004_slot_00.bin,blyt/Trophy_Upper_Record.bclyt,19,4,"1,200m",1.200m,14
,0/3/7,node_0004_slot_00.bin,blyt/Trophy_Upper_Record.bclyt,21,6,10:59.9,,16
,0/3/7,node_0004_slot_00.bin,blyt/Trophy_Upper_Record.bclyt,23,8,‰‰‰‰‰‰‰‰‰‰,,22
1,0/3/7,node_0004_slot_00.bin,blyt/Trophy_Upper_Record.bclyt,28,b,"1,200m",1.200m,14
,0/3/7,node_0004_slot_00.bin,blyt/Trophy_Upper_Record.bclyt,30,d,10:59.9,,16
,0/3/7,node_0004_slot_00.bin,blyt/Trophy_Upper_Record.bclyt,32,f,‰‰‰‰‰‰‰‰‰‰,,22
1,0/3/7,node_0004_slot_00.bin,blyt/Trophy_Upper_Record.bclyt,37,i,"1,200m",1.200m,14
,0/3/7,node_0004_slot_00.bin,blyt/Trophy_Upper_Record.bclyt,39,k,10:59.9,,16
,0/3/7,node_0004_slot_00.bin,blyt/Trophy_Upper_Record.bclyt,41,m,‰‰‰‰‰‰‰‰‰‰,,22
1,0/3/7,node_0004_slot_00.bin,blyt/Trophy_Upper_Record.bclyt,46,p,"1,200m",1.200m,14
,0/3/7,node_0004_slot_00.bin,blyt/Trophy_Upper_Record.bclyt,48,r,10:59.9,,16
,0/3/7,node_0004_slot_00.bin,blyt/Trophy_Upper_Record.bclyt,50,t,‰‰‰‰‰‰‰‰‰‰,,22
1,0/3/7,node_0004_slot_00.bin,blyt/Trophy_Upper_Record.bclyt,55,w,"1,200m",1.200m,14
,0/3/7,node_0004_slot_00.bin,blyt/Trophy_Upper_Record.bclyt,57,y,10:59.9,,16
,0/3/7,node_0004_slot_00.bin,blyt/Trophy_Upper_Record.bclyt,59,10,‰‰‰‰‰‰‰‰‰‰,,22
1,0/3/7,node_0004_slot_00.bin,blyt/Trophy_Upper_Record.bclyt,64,13,"1,200m",1.200m,14
,0/3/7,node_0004_slot_00.bin,blyt/Trophy_Upper_Record.bclyt,66,15,10:59.9,,16
,0/3/7,node_0004_slot_00.bin,blyt/Trophy_Upper_Record.bclyt,68,17,‰‰‰‰‰‰‰‰‰‰,,22
1,0/3/7,node_0004_slot_00.bin,blyt/Trophy_Upper_Record.bclyt,73,1a,"1,200m",1.200m,14
,0/3/7,node_0004_slot_00.bin,blyt/Trophy_Upper_Record.bclyt,75,1c,10:59.9,,16
,0/3/7,node_0004_slot_00.bin,blyt/Trophy_Upper_Record.bclyt,77,1e,‰‰‰‰‰‰‰‰‰‰,,22
1,0/3/7,node_0004_slot_00.bin,blyt/Trophy_Upper_Record.bclyt,82,1h,"1,200m",1.200m,14
,0/3/7,node_0004_slot_00.bin,blyt/Trophy_Upper_Record.bclyt,84,1j,10:59.9,,16
,0/3/7,node_0004_slot_00.bin,blyt/Trophy_Upper_Record.bclyt,86,1l,‰‰‰‰‰‰‰‰‰‰,,22
1,0/3/7,node_0004_slot_00.bin,blyt/Trophy_Upper_Record.bclyt,91,1o,"1,200m",1.200m,14
,0/3/7,node_0004_slot_00.bin,blyt/Trophy_Upper_Record.bclyt,93,1q,10:59.9,,16
,0/3/7,node_0004_slot_00.bin,blyt/Trophy_Upper_Record.bclyt,95,1s,‰‰‰‰‰‰‰‰‰‰,,22
1,0/3/7,node_0004_slot_00.bin,blyt/Trophy_Upper_Record.bclyt,100,1v,"1,200m",1.200m,14
,0/3/7,node_0004_slot_00.bin,blyt/Trophy_Upper_Record.bclyt,102,1x,10:59.9,,16
,0/3/7,node_0004_slot_00.bin,blyt/Trophy_Upper_Record.bclyt,104,1z,‰‰‰‰‰‰‰‰‰‰,,22
1,0/3/7,node_0004_slot_00.bin,blyt/Trophy_Upper_Record.bclyt,109,22,"1,200m",1.200m,14
,0/3/7,node_0004_slot_00.bin,blyt/Trophy_Upper_Record.bclyt,111,24,10:59.9,,16
,0/3/7,node_0004_slot_00.bin,blyt/Trophy_Upper_Record.bclyt,113,26,‰‰‰‰‰‰‰‰‰‰,,22
1,0/3/8,node_0000_slot_00.bin,blyt/TimeRecord_Lower.bclyt,17,16,Kingfisher RC,Yalıçapk. YK,28
1,0/3/8,node_0000_slot_00.bin,blyt/TimeRecord_Lower.bclyt,26,18,Flamingo RC,Flamingo YK,24
1,0/3/8,node_0000_slot_00.bin,blyt/TimeRecord_Lower.bclyt,35,1a,Bush warbler RC,Kamışbülbülü YK,32
1,0/3/8,node_0000_slot_00.bin,blyt/TimeRecord_Lower.bclyt,44,1c,Albatross RC,Albatros YK,26
1,0/3/8,node_0000_slot_00.bin,blyt/TimeRecord_Lower.bclyt,53,1e,Alouette RC,Alouette YK,24
1,0/3/8,node_0001_slot_00.bin,blyt/TimeRecord_Upper.bclyt,20,2t,Other's Record,Diğer Rekor,30
1,0/3/8,node_0001_slot_00.bin,blyt/TimeRecord_Upper.bclyt,22,2v,Your Record,Rekorun,24
