index,codepoint,char,page,x,y,width,height,byte10,byte11,byte12,tail_hex
1675,22900,奴,0,405,374,14,16,0,12,14,000000
1676,22904,奸,0,660,119,14,16,0,12,14,000000
1677,22909,好,0,0,780,14,16,0,12,14,000000
1678,22913,妁,0,270,510,14,16,0,12,14,000000
1679,22914,如,0,90,690,14,16,0,12,14,000000
1680,22915,妃,0,180,600,14,16,0,12,14,000000
1681,22916,妄,0,525,255,14,16,0,12,14,000000
1682,22922,妊,0,780,0,14,16,0,12,14,000000
1683,22925,妍,0,390,391,14,16,0,12,14,000000
1684,22931,妓,0,645,136,14,16,0,12,14,000000
1685,22934,妖,0,510,272,14,16,0,12,14,000000
1686,22937,妙,0,765,17,14,16,0,12,14,000000
1687,22939,妛,0,255,528,14,16,0,12,14,000000
1688,22941,妝,0,75,708,14,16,0,12,14,000000
1689,22947,妣,0,165,618,14,16,0,12,14,000000
1690,22949,妥,0,375,408,14,16,0,12,14,000000
1691,22952,妨,0,630,153,14,16,0,12,14,000000
1692,22956,妬,0,495,289,14,16,0,12,14,000000
1693,22962,妲,0,750,34,14,16,0,12,14,000000
1694,22969,妹,0,360,425,14,16,0,12,14,000000
1695,22971,妻,0,615,170,14,16,0,12,14,000000
1696,22974,妾,0,480,306,14,16,0,12,14,000000
1697,22982,姆,0,735,51,14,16,0,12,14,000000
1698,22985,姉,0,240,547,14,16,0,12,14,000000
1699,22987,始,0,60,727,14,16,0,12,14,000000
1700,22992,姐,0,150,637,14,16,0,12,14,000000
1701,22993,姑,0,345,442,14,16,0,12,14,000000
1702,22995,姓,0,600,187,14,16,0,12,14,000000
1703,22996,委,0,90,54,14,17,0,13,14,000000
1704,23001,姙,0,225,563,14,16,0,12,14,000000
1705,23002,姚,0,465,323,14,16,0,12,14,000000
1706,23004,姜,0,720,68,14,16,0,12,14,000000
1707,23013,姥,0,330,459,14,16,0,12,14,000000
1708,23014,姦,0,585,204,14,16,0,12,14,000000
1709,23016,姨,0,45,745,14,16,0,12,14,000000
1710,23018,姪,0,135,655,14,16,0,12,14,000000
1711,23019,姫,0,450,340,14,16,0,12,14,000000
1712,23030,姶,0,705,85,14,16,0,12,14,000000
1713,23035,姻,0,30,761,14,16,0,12,14,000000
1714,23039,姿,0,120,671,14,16,0,12,14,000000
1715,23041,威,0,210,581,14,16,0,12,14,000000
1716,23043,娃,0,315,476,14,16,0,12,14,000000
1717,23049,娉,0,570,221,14,16,0,12,14,000000
1718,23057,娑,0,435,357,14,16,0,12,14,000000
1719,23064,娘,0,690,102,14,16,0,12,14,000000
1720,23066,娚,0,300,493,14,16,0,12,14,000000
1721,23068,娜,0,555,238,14,16,0,12,14,000000
1722,23071,娟,0,15,779,14,16,0,12,14,000000
1723,23072,娠,0,105,689,14,16,0,12,14,000000
1724,23077,娥,0,195,599,14,16,0,12,14,000000
1725,23081,娩,0,420,374,14,16,0,12,14,000000
1726,23087,娯,0,675,119,14,16,0,12,14,000000
1727,23093,娵,0,285,510,14,16,0,12,14,000000
1728,23094,娶,0,540,255,14,16,0,12,14,000000
1729,23100,娼,0,795,0,14,16,0,12,14,000000
1730,23104,婀,0,405,391,14,16,0,12,14,000000
1731,23105,婁,0,660,136,14,16,0,12,14,000000
1732,23110,婆,0,0,797,14,16,0,12,14,000000
1733,23113,婉,0,270,527,14,16,0,12,14,000000
1734,23130,婚,0,90,707,14,16,0,12,14,000000
1735,23138,婢,0,180,617,14,16,0,12,14,000000
1736,23142,婦,0,525,272,14,16,0,12,14,000000
1737,23146,婪,0,780,17,14,16,0,12,14,000000
1738,23148,婬,0,390,408,14,16,0,12,14,000000
1739,23167,婿,0,645,153,14,16,0,12,14,000000
1740,23186,媒,0,510,289,14,16,0,12,14,000000
1741,23194,媚,0,765,34,14,16,0,12,14,000000
1742,23195,媛,0,255,545,14,16,0,12,14,000000
1743,23228,媼,0,75,725,14,16,0,12,14,000000
1744,23229,媽,0,165,635,14,16,0,12,14,000000
1745,23230,媾,0,375,425,14,16,0,12,14,000000
1746,23233,嫁,0,630,170,14,16,0,12,14,000000
1747,23234,嫂,0,495,306,14,16,0,12,14,000000
1748,23241,嫉,0,750,51,14,16,0,12,14,000000
1749,23243,嫋,0,360,442,14,16,0,12,14,000000
1750,23244,嫌,0,615,187,14,16,0,12,14,000000
1751,23248,嫐,0,480,323,14,16,0,12,14,000000
1752,23254,嫖,0,735,68,14,16,0,12,14,000000
1753,23255,嫗,0,240,564,14,16,0,12,14,000000
1754,23265,嫡,0,60,744,14,16,0,12,14,000000
1755,23267,嫣,0,150,654,14,16,0,12,14,000000
1756,23270,嫦,0,345,459,14,16,0,12,14,000000
1757,23273,嫩,0,600,204,14,16,0,12,14,000000
1758,23290,嫺,0,225,580,14,16,0,12,14,000000
1759,23291,嫻,0,465,340,14,16,0,12,14,000000
1760,23305,嬉,0,720,85,14,16,0,12,14,000000
1761,23307,嬋,0,330,476,14,16,0,12,14,000000
1762,23308,嬌,0,585,221,14,16,0,12,14,000000
1763,23318,嬖,0,45,762,14,16,0,12,14,000000
1764,23330,嬢,0,135,672,14,16,0,12,14,000000
1765,23338,嬪,0,450,357,14,16,0,12,14,000000
1766,23340,嬬,0,705,102,14,16,0,12,14,000000
1767,23344,嬰,0,30,778,14,16,0,12,14,000000
1768,23346,嬲,0,120,688,14,16,0,12,14,000000
1769,23350,嬶,0,210,598,14,16,0,12,14,000000
1770,23358,嬾,0,315,493,14,16,0,12,14,000000
1771,23360,孀,0,570,238,14,16,0,12,14,000000
1772,23363,孃,0,435,374,14,16,0,12,14,000000
1773,23365,孅,0,690,119,14,16,0,12,14,000000
1774,23376,子,0,300,510,14,16,0,12,14,000000
1775,23377,孑,0,555,255,14,16,0,12,14,000000
1776,23380,孔,0,810,0,14,16,0,12,14,000000
1777,23381,孕,0,15,796,14,16,0,12,14,000000
1778,23383,字,0,105,706,14,16,0,12,14,000000
1779,23384,存,0,195,616,14,16,0,12,14,000000
1780,23386,孚,0,420,391,14,16,0,12,14,000000
1781,23387,孛,0,675,136,14,16,0,12,14,000000
1782,23388,孜,0,285,527,14,16,0,12,14,000000
1783,23389,孝,0,540,272,14,16,0,12,14,000000
1784,23391,孟,0,795,17,14,16,0,12,14,000000
1785,23395,季,0,405,408,14,16,0,12,14,000000
1786,23396,孤,0,660,153,14,16,0,12,14,000000
1787,23397,孥,0,0,814,14,16,0,12,14,000000
1788,23398,学,0,270,544,14,16,0,12,14,000000
1789,23401,孩,0,90,724,14,16,0,12,14,000000
1790,23403,孫,0,180,634,14,16,0,12,14,000000
1791,23408,孰,0,525,289,14,16,0,12,14,000000
1792,23409,孱,0,780,34,14,16,0,12,14,000000
1793,23411,孳,0,390,425,14,16,0,12,14,000000
1794,23413,孵,0,645,170,14,16,0,12,14,000000
1795,23416,學,0,510,306,14,16,0,12,14,000000
1796,23418,孺,0,765,51,14,16,0,12,14,000000
1797,23424,宀,1,270,865,14,15,0,11,14,000000
1798,23427,它,0,255,562,14,16,0,12,14,000000
1799,23429,宅,0,75,742,14,16,0,12,14,000000
1800,23431,宇,0,165,652,14,16,0,12,14,000000
1801,23432,守,0,375,442,14,16,0,12,14,000000
1802,23433,安,0,630,187,14,16,0,12,14,000000
1803,23435,宋,0,495,323,14,16,0,12,14,000000
1804,23436,完,0,750,68,14,16,0,12,14,000000
1805,23437,宍,0,360,459,14,16,0,12,14,000000
1806,23439,宏,0,615,204,14,16,0,12,14,000000
1807,23445,宕,0,480,340,14,16,0,12,14,000000
1808,23447,宗,0,735,85,14,16,0,12,14,000000
1809,23448,官,0,240,581,14,16,0,12,14,000000
1810,23449,宙,0,60,761,14,16,0,12,14,000000
1811,23450,定,0,150,671,14,16,0,12,14,000000
1812,23451,宛,0,345,476,14,16,0,12,14,000000
1813,23452,宜,0,600,221,14,16,0,12,14,000000
1814,23453,宝,0,225,597,14,16,0,12,14,000000
1815,23455,実,0,465,357,14,16,0,12,14,000000
1816,23458,客,0,720,102,14,16,0,12,14,000000
1817,23459,宣,0,330,493,14,16,0,12,14,000000
1818,23460,室,0,585,238,14,16,0,12,14,000000
1819,23461,宥,0,45,779,14,16,0,12,14,000000
1820,23462,宦,0,135,689,14,16,0,12,14,000000
1821,23470,宮,0,450,374,14,16,0,12,14,000000
1822,23472,宰,0,705,119,14,16,0,12,14,000000
1823,23475,害,0,30,795,14,16,0,12,14,000000
1824,23476,宴,0,120,705,14,16,0,12,14,000000
1825,23477,宵,0,210,615,14,16,0,12,14,000000
1826,23478,家,0,315,510,14,16,0,12,14,000000
1827,23480,宸,0,570,255,14,16,0,12,14,000000
1828,23481,容,0,825,0,14,16,0,12,14,000000
1829,23487,宿,0,435,391,14,16,0,12,14,000000
1830,23490,寂,0,690,136,14,16,0,12,14,000000
1831,23491,寃,0,300,527,14,16,0,12,14,000000
1832,23492,寄,0,555,272,14,16,0,12,14,000000
1833,23493,寅,0,810,17,14,16,0,12,14,000000
1834,23494,密,0,15,813,14,16,0,12,14,000000
1835,23495,寇,0,105,723,14,16,0,12,14,000000
1836,23497,寉,0,195,633,14,16,0,12,14,000000
1837,23500,富,0,420,408,14,16,0,12,14,000000
1838,23504,寐,0,675,153,14,16,0,12,14,000000
1839,23506,寒,0,285,544,14,16,0,12,14,000000
1840,23507,寓,0,540,289,14,16,0,12,14,000000
1841,23508,寔,0,795,34,14,16,0,12,14,000000
1842,23515,寛,0,405,425,14,16,0,12,14,000000
1843,23517,寝,0,660,170,14,16,0,12,14,000000
1844,23518,寞,0,0,831,14,16,0,12,14,000000
1845,23519,察,0,270,561,14,16,0,12,14,000000
1846,23521,寡,0,90,741,14,16,0,12,14,000000
1847,23522,寢,0,180,651,14,16,0,12,14,000000
1848,23524,寤,0,525,306,14,16,0,12,14,000000
1849,23525,寥,0,780,51,14,16,0,12,14,000000
1850,23526,實,0,390,442,14,16,0,12,14,000000
1851,23527,寧,0,645,187,14,16,0,12,14,000000
1852,23528,寨,0,510,323,14,16,0,12,14,000000
1853,23529,審,0,765,68,14,16,0,12,14,000000
1854,23531,寫,0,255,579,14,16,0,12,14,000000
1855,23534,寮,0,75,759,14,16,0,12,14,000000
1856,23536,寰,0,165,669,14,16,0,12,14,000000
1857,23539,寳,0,375,459,14,16,0,12,14,000000
1858,23541,寵,0,630,204,14,16,0,12,14,000000
1859,23542,寶,0,495,340,14,16,0,12,14,000000
1860,23544,寸,0,750,85,14,16,0,12,14,000000
1861,23546,寺,0,360,476,14,16,0,12,14,000000
1862,23550,対,0,615,221,14,16,0,12,14,000000
1863,23551,寿,0,480,357,14,16,0,12,14,000000
1864,23553,封,0,735,102,14,16,0,12,14,000000
1865,23554,専,0,240,598,14,16,0,12,14,000000
1866,23556,射,0,60,778,14,16,0,12,14,000000
1867,23557,尅,0,150,688,14,16,0,12,14,000000
1868,23558,将,0,345,493,14,16,0,12,14,000000
1869,23559,將,0,600,238,14,16,0,12,14,000000
1870,23560,專,0,225,614,14,16,0,12,14,000000
1871,23561,尉,0,465,374,14,16,0,12,14,000000
1872,23562,尊,0,720,119,14,16,0,12,14,000000
1873,23563,尋,0,330,510,14,16,0,12,14,000000
1874,23565,對,0,585,255,14,16,0,12,14,000000
1875,23566,導,0,840,0,14,16,0,12,14,000000
1876,23567,小,0,45,796,14,16,0,12,14,000000
1877,23569,少,0,135,706,14,16,0,12,14,000000
1878,23571,尓,0,450,391,14,16,0,12,14,000000
1879,23574,尖,0,705,136,14,16,0,12,14,000000
1880,23578,尚,0,30,812,14,16,0,12,14,000000
1881,23584,尠,0,120,722,14,16,0,12,14,000000
1882,23586,尢,0,210,632,14,16,0,12,14,000000
1883,23588,尤,0,315,527,14,16,0,12,14,000000
1884,23592,尨,0,570,272,14,16,0,12,14,000000
1885,23597,尭,0,825,17,14,16,0,12,14,000000
1886,23601,就,0,435,408,14,16,0,12,14,000000
1887,23608,尸,0,690,153,14,16,0,12,14,000000
1888,23609,尹,0,300,544,14,16,0,12,14,000000
1889,23610,尺,0,555,289,14,16,0,12,14,000000
1890,23611,尻,0,810,34,14,16,0,12,14,000000
1891,23612,尼,0,15,830,14,16,0,12,14,000000
1892,23613,尽,0,105,740,14,16,0,12,14,000000
1893,23614,尾,0,195,650,14,16,0,12,14,000000
1894,23615,尿,0,420,425,14,16,0,12,14,000000
1895,23616,局,0,675,170,14,16,0,12,14,000000
1896,23617,屁,0,285,561,14,16,0,12,14,000000
1897,23621,居,0,540,306,14,16,0,12,14,000000
1898,23622,屆,0,795,51,14,16,0,12,14,000000
1899,23624,屈,0,405,442,14,16,0,12,14,000000
1900,23626,届,0,660,187,14,16,0,12,14,000000
1901,23627,屋,0,0,848,14,16,0,12,14,000000
1902,23629,屍,0,270,578,14,16,0,12,14,000000
1903,23630,屎,0,90,758,14,16,0,12,14,000000
1904,23631,屏,0,180,668,14,16,0,12,14,000000
1905,23632,屐,0,525,323,14,16,0,12,14,000000
1906,23633,屑,0,780,68,14,16,0,12,14,000000
1907,23635,屓,0,390,459,14,16,0,12,14,000000
1908,23637,展,0,645,204,14,16,0,12,14,000000
1909,23646,属,0,510,340,14,16,0,12,14,000000
1910,23648,屠,0,765,85,14,16,0,12,14,000000
1911,23649,屡,0,255,596,14,16,0,12,14,000000
1912,23652,層,0,75,776,14,16,0,12,14,000000
1913,23653,履,0,165,686,14,16,0,12,14,000000
1914,23660,屬,0,375,476,14,16,0,12,14,000000
1915,23662,屮,0,630,221,14,16,0,12,14,000000
1916,23663,屯,0,495,357,14,16,0,12,14,000000
1917,23665,山,0,750,102,14,16,0,12,14,000000
1918,23670,屶,0,360,493,14,16,0,12,14,000000
1919,23673,屹,0,615,238,14,16,0,12,14,000000
1920,23692,岌,0,480,374,14,16,0,12,14,000000
1921,23696,岐,0,735,119,14,16,0,12,14,000000
1922,23697,岑,0,240,615,14,16,0,12,14,000000
1923,23700,岔,0,60,795,14,16,0,12,14,000000
1924,23713,岡,0,150,705,14,16,0,12,14,000000
1925,23720,岨,0,345,510,14,16,0,12,14,000000
1926,23721,岩,0,600,255,14,16,0,12,14,000000
1927,23723,岫,0,855,0,14,16,0,12,14,000000
1928,23724,岬,0,225,631,14,16,0,12,14,000000
1929,23729,岱,0,465,391,14,16,0,12,14,000000
1930,23731,岳,0,720,136,14,16,0,12,14,000000
1931,23734,岶,0,330,527,14,16,0,12,14,000000
1932,23735,岷,0,585,272,14,16,0,12,14,000000
1933,23736,岸,0,840,17,14,16,0,12,14,000000
1934,23739,岻,0,45,813,14,16,0,12,14,000000
1935,23740,岼,0,135,723,14,16,0,12,14,000000
1936,23742,岾,0,450,408,14,16,0,12,14,000000
1937,23749,峅,0,705,153,14,16,0,12,14,000000
1938,23751,峇,0,30,829,14,16,0,12,14,000000
1939,23769,峙,0,120,739,14,16,0,12,14,000000
1940,23776,峠,0,210,649,14,16,0,12,14,000000
1941,23777,峡,0,315,544,14,16,0,12,14,000000
1942,23784,峨,0,570,289,14,16,0,12,14,000000
1943,23785,峩,0,825,34,14,16,0,12,14,000000
1944,23786,峪,0,435,425,14,16,0,12,14,000000
1945,23789,峭,0,690,170,14,16,0,12,14,000000
1946,23791,峯,0,300,561,14,16,0,12,14,000000
1947,23792,峰,0,555,306,14,16,0,12,14,000000
1948,23798,島,0,810,51,14,16,0,12,14,000000
1949,23802,峺,0,15,847,14,16,0,12,14,000000
1950,23803,峻,0,105,757,14,16,0,12,14,000000
1951,23805,峽,0,195,667,14,16,0,12,14,000000
1952,23815,崇,0,420,442,14,16,0,12,14,000000
1953,23819,崋,0,675,187,14,16,0,12,14,000000
1954,23822,崎,0,285,578,14,16,0,12,14,000000
1955,23825,崑,0,540,323,14,16,0,12,14,000000
1956,23828,崔,0,795,68,14,16,0,12,14,000000
1957,23829,崕,0,405,459,14,16,0,12,14,000000
1958,23830,崖,0,660,204,14,16,0,12,14,000000
1959,23831,崗,0,0,865,14,16,0,12,14,000000
1960,23832,崘,0,270,595,14,16,0,12,14,000000
1961,23833,崙,0,90,775,14,16,0,12,14,000000
1962,23834,崚,0,180,685,14,16,0,12,14,000000
1963,23835,崛,0,525,340,14,16,0,12,14,000000
1964,23839,崟,0,780,85,14,16,0,12,14,000000
1965,23842,崢,0,390,476,14,16,0,12,14,000000
1966,23849,崩,0,645,221,14,16,0,12,14,000000
1967,23883,嵋,0,510,357,14,16,0,12,14,000000
1968,23884,嵌,0,765,102,14,16,0,12,14,000000
1969,23886,嵎,0,255,613,14,16,0,12,14,000000
1970,23888,嵐,0,75,793,14,16,0,12,14,000000
1971,23890,嵒,0,165,703,14,16,0,12,14,000000
1972,23900,嵜,0,375,493,14,16,0,12,14,000000
1973,23913,嵩,0,630,238,14,16,0,12,14,000000
1974,23916,嵬,0,495,374,14,16,0,12,14,000000
1975,23919,嵯,0,750,119,14,16,0,12,14,000000
1976,23923,嵳,0,360,510,14,16,0,12,14,000000
1977,23926,嵶,0,615,255,14,16,0,12,14,000000
1978,23938,嶂,0,870,0,14,16,0,12,14,000000
1979,23940,嶄,0,480,391,14,16,0,12,14,000000
1980,23943,嶇,0,735,136,14,16,0,12,14,000000
1981,23947,嶋,0,240,632,14,16,0,12,14,000000
1982,23948,嶌,0,60,812,14,16,0,12,14,000000
1983,23952,嶐,0,150,722,14,16,0,12,14,000000
1984,23965,嶝,0,345,527,14,16,0,12,14,000000
1985,23970,嶢,0,600,272,14,16,0,12,14,000000
1986,23980,嶬,0,855,17,14,16,0,12,14,000000
1987,23982,嶮,0,225,648,14,16,0,12,14,000000
1988,23991,嶷,0,465,408,14,16,0,12,14,000000
1989,23994,嶺,0,720,153,14,16,0,12,14,000000
1990,23996,嶼,0,330,544,14,16,0,12,14,000000
1991,23997,嶽,0,585,289,14,16,0,12,14,000000
1992,24009,巉,0,840,34,14,16,0,12,14,000000
1993,24012,巌,0,45,830,14,16,0,12,14,000000
1994,24013,巍,0,135,740,14,16,0,12,14,000000
1995,24018,巒,0,450,425,14,16,0,12,14,000000
1996,24019,巓,0,705,170,14,16,0,12,14,000000
1997,24022,巖,0,30,846,14,16,0,12,14,000000
1998,24027,巛,0,120,756,14,16,0,12,14,000000
1999,24029,川,0,210,666,14,16,0,12,14,000000
2000,24030,州,0,315,561,14,16,0,12,14,000000
2001,24033,巡,0,570,306,14,16,0,12,14,000000
2002,24035,巣,0,825,51,14,16,0,12,14,000000
2003,24037,工,1,525,610,14,15,0,11,14,000000
2004,24038,左,0,435,442,14,16,0,12,14,000000
2005,24039,巧,0,690,187,14,16,0,12,14,000000
2006,24040,巨,0,300,578,14,16,0,12,14,000000
2007,24043,巫,0,555,323,14,16,0,12,14,000000
2008,24046,差,0,810,68,14,16,0,12,14,000000
2009,24049,己,1,780,355,14,15,0,11,14,000000
2010,24050,已,1,135,1001,14,15,0,11,14,000000
2011,24051,巳,1,390,746,14,15,0,11,14,000000
2012,24052,巴,0,15,864,14,16,0,12,14,000000
2013,24053,巵,0,105,774,14,16,0,12,14,000000
2014,24055,巷,0,195,684,14,16,0,12,14,000000
2015,24059,巻,0,420,459,14,16,0,12,14,000000
2016,24061,巽,0,675,204,14,16,0,12,14,000000
2017,24062,巾,0,285,595,14,16,0,12,14,000000
2018,24066,市,0,540,340,14,16,0,12,14,000000
2019,24067,布,0,795,85,14,16,0,12,14,000000
2020,24070,帆,0,405,476,14,16,0,12,14,000000
2021,24075,帋,0,660,221,14,16,0,12,14,000000
2022,24076,希,0,0,882,14,16,0,12,14,000000
2023,24081,帑,0,270,612,14,16,0,12,14,000000
2024,24086,帖,0,90,792,14,16,0,12,14,000000
2025,24089,帙,0,180,702,14,16,0,12,14,000000
2026,24090,帚,0,525,357,14,16,0,12,14,000000
2027,24091,帛,0,780,102,14,16,0,12,14,000000
2028,24093,帝,0,390,493,14,16,0,12,14,000000
2029,24101,帥,0,645,238,14,16,0,12,14,000000
2030,24107,師,0,510,374,14,16,0,12,14,000000
2031,24109,席,0,765,119,14,16,0,12,14,000000
2032,24111,帯,0,255,630,14,16,0,12,14,000000
2033,24112,帰,0,75,810,14,16,0,12,14,000000
2034,24115,帳,0,165,720,14,16,0,12,14,000000
2035,24118,帶,0,375,510,14,16,0,12,14,000000
2036,24119,帷,0,630,255,14,16,0,12,14,000000
2037,24120,常,0,885,0,14,16,0,12,14,000000
2038,24125,帽,0,495,391,14,16,0,12,14,000000
2039,24128,幀,0,750,136,14,16,0,12,14,000000
2040,24131,幃,0,360,527,14,16,0,12,14,000000
2041,24132,幄,0,615,272,14,16,0,12,14,000000
2042,24133,幅,0,870,17,14,16,0,12,14,000000
2043,24135,幇,0,480,408,14,16,0,12,14,000000
2044,24140,幌,0,735,153,14,16,0,12,14,000000
2045,24142,幎,0,240,649,14,16,0,12,14,000000
2046,24148,幔,0,60,829,14,16,0,12,14,000000
2047,24149,幕,0,150,739,14,16,0,12,14,000000
2048,24151,幗,0,345,544,14,16,0,12,14,000000
2049,24159,幟,0,600,289,14,16,0,12,14,000000
2050,24161,幡,0,855,34,14,16,0,12,14,000000
2051,24162,幢,0,225,665,14,16,0,12,14,000000
2052,24163,幣,0,465,425,14,16,0,12,14,000000
2053,24164,幤,0,720,170,14,16,0,12,14,000000
2054,24178,干,1,645,491,14,15,0,11,14,000000
2055,24179,平,1,900,236,14,15,0,11,14,000000
2056,24180,年,0,330,561,14,16,0,12,14,000000
2057,24181,幵,1,255,882,14,15,0,11,14,000000
2058,24182,并,0,585,306,14,16,0,12,14,000000
2059,24184,幸,0,840,51,14,16,0,12,14,000000
2060,24185,幹,0,45,847,14,16,0,12,14,000000
2061,24186,幺,0,135,757,14,16,0,12,14,000000
2062,24187,幻,0,450,442,14,16,0,12,14,000000
2063,24188,幼,0,705,187,14,16,0,12,14,000000
2064,24189,幽,0,30,863,14,16,0,12,14,000000
2065,24190,幾,0,120,773,14,16,0,12,14,000000
2066,24191,广,0,210,683,14,16,0,12,14,000000
2067,24193,庁,0,315,578,14,16,0,12,14,000000
2068,24195,広,0,570,323,14,16,0,12,14,000000
2069,24196,庄,0,825,68,14,16,0,12,14,000000
2070,24199,庇,0,435,459,14,16,0,12,14,000000
2071,24202,床,0,690,204,14,16,0,12,14,000000
2072,24207,序,0,300,595,14,16,0,12,14,000000
2073,24213,底,0,555,340,14,16,0,12,14,000000
2074,24214,庖,0,810,85,14,16,0,12,14,000000
2075,24215,店,0,15,881,14,16,0,12,14,000000
2076,24218,庚,0,105,791,14,16,0,12,14,000000
2077,24220,府,0,195,701,14,16,0,12,14,000000
2078,24224,庠,0,420,476,14,16,0,12,14,000000
2079,24230,度,0,675,221,14,16,0,12,14,000000
2080,24231,座,0,285,612,14,16,0,12,14,000000
2081,24235,庫,0,540,357,14,16,0,12,14,000000
2082,24237,庭,0,795,102,14,16,0,12,14,000000
2083,24245,庵,0,405,493,14,16,0,12,14,000000
2084,24246,庶,0,660,238,14,16,0,12,14,000000
2085,24247,康,0,0,899,14,16,0,12,14,000000
2086,24248,庸,0,270,629,14,16,0,12,14,000000
2087,24257,廁,0,90,809,14,16,0,12,14,000000
2088,24258,廂,0,180,719,14,16,0,12,14,000000
2089,24259,廃,0,525,374,14,16,0,12,14,000000
2090,24264,廈,0,780,119,14,16,0,12,14,000000
2091,24265,廉,0,390,510,14,16,0,12,14,000000
2092,24266,廊,0,645,255,14,16,0,12,14,000000
2093,24271,廏,0,900,0,14,16,0,12,14,000000
2094,24272,廐,0,510,391,14,16,0,12,14,000000
2095,24275,廓,0,765,136,14,16,0,12,14,000000
2096,24278,廖,0,255,647,14,16,0,12,14,000000
2097,24282,廚,0,75,827,14,16,0,12,14,000000
2098,24283,廛,0,165,737,14,16,0,12,14,000000
2099,24285,廝,0,375,527,14,16,0,12,14,000000
2100,24287,廟,0,630,272,14,16,0,12,14,000000
2101,24288,廠,0,885,17,14,16,0,12,14,000000
2102,24289,廡,0,495,408,14,16,0,12,14,000000
2103,24290,廢,0,750,153,14,16,0,12,14,000000
2104,24291,廣,0,360,544,14,16,0,12,14,000000
2105,24296,廨,0,615,289,14,16,0,12,14,000000
2106,24297,廩,0,870,34,14,16,0,12,14,000000
2107,24300,廬,0,480,425,14,16,0,12,14,000000
2108,24304,廰,0,735,170,14,16,0,12,14,000000
2109,24305,廱,0,240,666,14,16,0,12,14,000000
2110,24307,廳,0,60,846,14,16,0,12,14,000000
2111,24308,廴,0,150,756,14,16,0,12,14,000000
2112,24310,延,0,345,561,14,16,0,12,14,000000
2113,24311,廷,0,600,306,14,16,0,12,14,000000
2114,24312,廸,0,855,51,14,16,0,12,14,000000
2115,24314,建,0,225,682,14,16,0,12,14,000000
2116,24315,廻,0,465,442,14,16,0,12,14,000000
2117,24316,廼,0,720,187,14,16,0,12,14,000000
2118,24318,廾,0,330,578,14,16,0,12,14,000000
2119,24319,廿,0,585,323,14,16,0,12,14,000000
2120,24321,弁,0,840,68,14,16,0,12,14,000000
2121,24323,弃,0,45,864,14,16,0,12,14,000000
2122,24324,弄,0,135,774,14,16,0,12,14,000000
2123,24329,弉,0,450,459,14,16,0,12,14,000000
2124,24330,弊,0,705,204,14,16,0,12,14,000000
2125,24331,弋,0,30,880,14,16,0,12,14,000000
2126,24332,弌,0,120,790,14,16,0,12,14,000000
2127,24333,弍,0,210,700,14,16,0,12,14,000000
2128,24335,式,0,315,595,14,16,0,12,14,000000
2129,24336,弐,0,570,340,14,16,0,12,14,000000
2130,24337,弑,0,825,85,14,16,0,12,14,000000
2131,24339,弓,0,435,476,14,16,0,12,14,000000
2132,24340,弔,0,690,221,14,16,0,12,14,000000
2133,24341,引,0,300,612,14,16,0,12,14,000000
2134,24342,弖,1,510,627,14,15,0,11,14,000000
2135,24343,弗,0,555,357,14,16,0,12,14,000000
2136,24344,弘,0,810,102,14,16,0,12,14,000000
2137,24347,弛,0,15,898,14,16,0,12,14,000000
2138,24351,弟,0,105,808,14,16,0,12,14,000000
2139,24357,弥,0,195,718,14,16,0,12,14,000000
2140,24358,弦,0,420,493,14,16,0,12,14,000000
2141,24359,弧,0,675,238,14,16,0,12,14,000000
2142,24361,弩,0,285,629,14,16,0,12,14,000000
2143,24365,弭,0,540,374,14,16,0,12,14,000000
2144,24367,弯,0,795,119,14,16,0,12,14,000000
2145,24369,弱,0,405,510,14,16,0,12,14,000000
2146,24373,張,0,660,255,14,16,0,12,14,000000
2147,24375,強,0,915,0,14,16,0,12,14,000000
2148,24376,弸,0,0,916,14,16,0,12,14,000000
2149,24380,弼,0,270,646,14,16,0,12,14,000000
2150,24382,弾,0,75,72,14,17,0,13,14,000000
2151,24385,彁,0,90,826,14,16,0,12,14,000000
2152,24392,彈,0,180,736,14,16,0,12,14,000000
2153,24394,彊,0,525,391,14,16,0,12,14,000000
2154,24396,彌,0,780,136,14,16,0,12,14,000000
2155,24398,彎,0,390,527,14,16,0,12,14,000000
2156,24401,彑,0,645,272,14,16,0,12,14,000000
2157,24403,当,0,900,17,14,16,0,12,14,000000
2158,24406,彖,0,510,408,14,16,0,12,14,000000
2159,24407,彗,0,765,153,14,16,0,12,14,000000
2160,24409,彙,0,255,664,14,16,0,12,14,000000
2161,24412,彜,0,75,844,14,16,0,12,14,000000
2162,24413,彝,0,165,754,14,16,0,12,14,000000
2163,24417,彡,0,375,544,14,16,0,12,14,000000
2164,24418,形,0,630,289,14,16,0,12,14,000000
2165,24422,彦,0,885,34,14,16,0,12,14,000000
2166,24425,彩,0,495,425,14,16,0,12,14,000000
2167,24426,彪,0,750,170,14,16,0,12,14,000000
2168,24427,彫,0,360,561,14,16,0,12,14,000000
2169,24428,彬,0,615,306,14,16,0,12,14,000000
2170,24429,彭,0,60,90,14,17,0,13,14,000000
2171,24432,彰,0,870,51,14,16,0,12,14,000000
2172,24433,影,0,480,442,14,16,0,12,14,000000
2173,24435,彳,0,735,187,14,16,0,12,14,000000
