file,index,label,EU_English,EU_French,EU_German,EU_Italian,EU_Spanish,JP_Japanese,US_English,US_French,US_Spanish,TR_Turkish,QA_Note
GameInfo.csv,26,BossNameHolokrackoEx,Holo-Kracko 2.0,Holo-Kracko 2.0,Holo-Kracko 2.0,Olo-Kracko 2.0,Holokracko 2.0,Re:ホロ・クラッコ,Holo-Kracko 2.0,Holo-Kracko 2.0,Holokracko 2.0,Holo-Kracko 2.0,
GameInfo.csv,27,BossNameHolospherelowpers,Holo-Doomers,Holo-Chimair,Holo-Spuk,Olo-Fenix,Holoespectros,ホロ・ローパーズ,Holo-Doomers,Holo-Chimair,Holoesfespectros,Holo-Hayaletler,
GameInfo.csv,28,BossNameHolospherelowpersEx,Holo-Doomers 2.0,Holo-Chimair 2.0,Holo-Spuk 2.0,Olo-Fenix 2.0,Holoespectros 2.0,Re:ホロ・ローパーズ,Holo-Doomers 2.0,Holo-Chimair 2.0,Holoesfespectros 2.0,Holo-Hayaletler 2.0,
GameInfo.csv,29,BossNameHoloicedragon,Holo-Ice Dragon,Holo-Dragon de glace,Holo-Ice Dragon,Olo-Ice Dragon,Holo Ice Dragon,ホロ・アイスドラゴン,Holo-Ice Dragon,Holo-Dragon de glace,Holodragón de hielo,Holo-Buz Ejderi,
GameInfo.csv,30,BossNameHoloicedragonEx,Holo-Ice Dragon 2.0,Holo-Dragon de glace 2.0,Holo-Ice Dragon 2.0,Olo-Ice Dragon 2.0,Holo Ice Dragon 2.0,Re:ホロ・アイスドラゴン,Holo-Ice Dragon 2.0,⟦MSBT:0E000000020002005A00⟧Holo-Dragon de glace 2.0⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005F00⟧Holodragón de hielo 2.0⟦MSBT:0E000000020002006400⟧,Holo-Buz Ejderi 2.0,
GameInfo.csv,31,BossNameHologaraga,Holo-Coily Rattler,Holo-Krotal,⟦MSBT:0E000000020002005A00⟧Holo-Klapperschlängler⟦MSBT:0E000000020002006400⟧,Olo-Sonaglius,Holocascabel,ホロ・ガラーガ,Holo-Coily Rattler,Holo-Krotal,Holocascabel,Holo-Çıngıraklı,
GameInfo.csv,32,BossNameHologaragaEx,Holo-Coily Rattler 2.0,Holo-Krotal 2.0,⟦MSBT:0E000000020002005A00⟧Holo-Klappersch. 2.0⟦MSBT:0E000000020002006400⟧,Olo-Sonaglius 2.0,Holocascabel 2.0,Re:ホロ・ガラーガ,Holo-Coily Rattler 2.0,Holo-Krotal 2.0,Holocascabel 2.0,Holo-Çıngıraklı 2.0,
GameInfo.csv,33,BossNameZankibble,Kibble Blade,Seigneur Hache,Ritter Rammkamm,Ser de' Zac,Gladiosharpe,ザンキブル,Kibble Blade,Seigneur Hache,Gladiosharpe,Kibble Kılıcı,
GameInfo.csv,34,BossNameZankibbleEx,Kibble Blade 2.0,Seigneur Hache 2.0,⟦MSBT:0E000000020002005A00⟧Ritter Rammkamm 2.0⟦MSBT:0E000000020002006400⟧,Ser de' Zac 2.0,Gladiosharpe 2.0,Re:ザンキブル,Kibble Blade 2.0,Seigneur Hache 2.0,Gladiosharpe 2.0,Kibble Kılıcı 2.0,
GameInfo.csv,35,BossNameArmorSpanner,Invader Armour,Armure de combat,Invasorenpanzer,Armatura d'assalto,Armadura invasora,インベードアーマー,Invader Armor,Armure invasion,Armadura invasora,İstilacı Zırhı,
GameInfo.csv,36,BossNameScrewRoboGiant,Gigavolt,Gigavolt,Gigavolt,Gigavolt,Gigavolt,⟦MSBT:0E000000020002006400⟧鉄巨兵ギガヴォルト⟦MSBT:0E000000020002006400⟧,Gigavolt,Gigavolt,Gigavolt,Gigavolt,
GameInfo.csv,37,BossNameScrewRoboGiant2,Gigavolt II,Gigavolt II,Gigavolt II,Gigavolt+,Gigavolt II,鉄巨兵ギガヴォルト2,Gigavolt II,Gigavolt II,Gigavolt II,Gigavolt II,
GameInfo.csv,38,BossNameHolographSystemCore,Holo Defence API,Holo-défense,⟦MSBT:0E000000020002005A00⟧Holo-Defensiv.sys⟦MSBT:0E000000020002006400⟧,Firewall olografico,Holodefensor,ホログラフ防衛システムズ,Holo Defense API,Holo-défense,Holodefensor,Holo Savunma,
GameInfo.csv,39,BossNameHolographSystemCoreEx,Holo Defence API 2.0,Holo-défense 2.0,⟦MSBT:0E000000020002005A00⟧Holo-Defensiv.sys 2.0⟦MSBT:0E000000020002006400⟧,Firewall olografico 2.0,Holodefensor 2.0,Re:ホログラフ防衛システムズ,Holo Defense API 2.0,Holo-défense 2.0,Holodefensor 2.0,Holo Savunma 2.0,
GameInfo.csv,40,BossNameTelepatris,Telepathos,Télépathos,Teleporterling,Telepathos,Telepathos,テレパトリス,Telepathos,Télépathos,Telepathos,Telepatos,
GameInfo.csv,41,BossNameTelepatrisEx,Telepathos 2.0,Télépathos 2.0,Teleporterling 2.0,Telepathos 2.0,Telepathos 2.0,Re:テレパトリス,Telepathos 2.0,Télépathos 2.0,Telepathos 2.0,Telepatos 2.0,
GameInfo.csv,42,BossNameShootingCannon,C.O.G.S.,Base engrenages,N-Goor-Basis,IngraBase,Base MK,ンギュア基地,C.O.G.S.,Base engrenages,Base MK,Dişli Üssü,
GameInfo.csv,43,BossNameSusie,Susie,Susie,Susi,Susie,Susi,秘書スージー,Susie,Susie,Susi,Susie,
GameInfo.csv,44,BossNameSusieEx,Susie 2.0,Susie 2.0,Susi 2.0,Susie 2.0,Susi 2.0,Re:秘書スージー,Susie 2.0,Susie 2.0,Susi 2.0,Susie 2.0,
GameInfo.csv,45,BossNameMetaknightborg,Mecha Knight,Méca-Knight,Mecha-Knight,Mecha Knight,Meca Knight,メタナイトボーグ,Mecha Knight,Méca-Knight,Meca Knight,Meka Knight,
GameInfo.csv,46,BossNameMetaknightborgEx,Stock Mecha Knight,Unité Méca-Knight,Mecha-Serie A,Mecha Knight seriale,Modelo Meca Knight,強化量産メタナイトボーグ,Stock Mecha Knight,Unité Méca-Knight,Modelo Meca Knight,Seri Meka Knight,
GameInfo.csv,47,BossNameMetaknightborgkai,Mecha Knight+,Méca-Knight Ver. 2,⟦MSBT:0E000000020002006400⟧Mecha-Knight+⟦MSBT:0E000000020002006400⟧,Mecha Knight+,Meca Knight +,メタナイトボーグ改,Mecha Knight+,Méca-Knight Ver. 2,Meca Knight +,Meka Knight+,
GameInfo.csv,48,BossNameClonededede,Dedede Clone,Clone de DaDiDou,Dedede-Klon,Clone di Dedede,Clon Dedede,クローンデデデ,Dedede Clone,Clone de Dadidou,Clon Dedede,Dedede Klonu,
GameInfo.csv,49,BossNameClonedededeEx,Dedede Clone 2.0,Clone de DaDiDou 2.0,Dedede-Klon 2.0,Clone di Dedede 2.0,Clon Dedede 2.0,Re:クローンデデデ,Dedede Clone 2.0,Clone de Dadidou 2.0,Clon Dedede 2.0,Dedede Klonu 2.0,
GameInfo.csv,50,BossNameClonedededeWithCannon,Dedede Clones & D3,Clones de DaDiDou & D3,Dedede-Klone & D3,Cloni di Dedede e D3,Clones Dedede y D3,クローンデデデ&D3砲,Dedede Clones & D3,⟦MSBT:0E000000020002005F00⟧Clones de Dadidou & D3⟦MSBT:0E000000020002006400⟧,Clones Dedede y D3,Dedede Klonları & D3,
GameInfo.csv,51,BossNameClonedededeWithCannonEx,⟦MSBT:0E000000020002005F00⟧Dedede Clones & D3 2.0⟦MSBT:0E000000020002006400⟧,Clones de DaDiDou & D3 2.0,⟦MSBT:0E000000020002005A00⟧Dedede-Klone & D3 2.0⟦MSBT:0E000000020002006400⟧,Cloni di Dedede e D3 2.0,Clones Dedede y D3 2.0,Re:クローンデデデ&D3砲,⟦MSBT:0E000000020002005F00⟧Dedede Clones & D3 2.0⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005500⟧Clones de Dadidou & D3 2.0⟦MSBT:0E000000020002006400⟧,Clones Dedede y D3 2.0,⟦MSBT:0E000000020002005F00⟧Dedede Klonları & D3 2.0⟦MSBT:0E000000020002006400⟧,
GameInfo.csv,52,BossNameKaboola,Core Kabula,Noyau Boumbala,Nucleaboola,Kabula Ka-bum,Nucleokabula,コア・カブーラー,Core Kabula,Noyau Boumbala,Nucleokabula,Çekirdek Kabula,
GameInfo.csv,53,BossNameSecurityservice,Security Force,Drone de sécurité,Security-Drohne,Robosentinella,Vigilante robótico,セキュリティサービス,Security Force,Drone de sécurité,Vigilante robótico,Güvenlik Gücü,
GameInfo.csv,54,BossNameSecurityserviceEx,Security Force 2.0,Drone de sécurité 2.0,Security-Drohne 2.0,Robosentinella 2.0,Vigilante robótico 2.0,Re:セキュリティサービス,Security Force 2.0,Drone de sécurité 2.0,Vigilante robótico 2.0,Güvenlik Gücü 2.0,
GameInfo.csv,55,BossNameHartmann,President Haltmann,Président Haltmann,Präsident Haltmann,Presidente Haltmann,Presidente Haltmann,プレジデント・ハルトマン,President Haltmann,Président Haltmann,Presidente Haltmann,Başkan Haltmann,
GameInfo.csv,56,BossNameHartmannEx,Pres. Haltmann 2.0,Prés. Haltmann 2.0,Präs. Haltmann 2.0,Presidente Haltmann 2.0,Presidente Haltmann 2.0,Re:プレジデント・ハルトマン,Pres. Haltmann 2.0,Prés. Haltmann 2.0,Presidente Haltmann 2.0,Bşk. Haltmann 2.0,
GameInfo.csv,57,BossNameMothercomputer,Star Dream,Idole des étoiles,Sternentraum,Sogno Stellare,Sueño Estelar,星の夢,Star Dream,Idole des étoiles,Sueño Estelar,Yıldız Rüyası,
GameInfo.csv,58,BossNameMothercomputerEx,Star Dream Soul OS,idole_des_etoiles.exe,Sternengeist OS,Sogno Stellare.exe,Sueño Estelar.exe,星の夢.Soul OS,Star Dream Soul OS,idole_des_etoiles.exe,Sueño Estelar.exe,Yıldız Rüyası.exe,
GameInfo.csv,59,BossNameMothercomputership,Star Dream,Idole des étoiles,Sternentraum,Sogno Stellare,Sueño Estelar,星の夢,Star Dream,Idole des étoiles,Sueño Estelar,Yıldız Rüyası,
GameInfo.csv,60,BossNameMothercomputershipEx,Star Dream Soul OS,idole_des_etoiles.exe,Sternengeist OS,Sogno Stellare.exe,Sueño Estelar.exe,星の夢.Soul OS,Star Dream Soul OS,idole_des_etoiles.exe,Sueño Estelar.exe,Yıldız Rüyası.exe,
GameInfo.csv,61,BossNameMothercomputerScrewBattle,Star Dream,Idole des étoiles,Sternentraum,Sogno Stellare,Sueño Estelar,星の夢,Star Dream,Idole des étoiles,Sueño Estelar,Yıldız Rüyası,
GameInfo.csv,62,BossNameClonedarkmatter,Dark Matter Clone,Clone de Matière Noire,Dark-Matter-Klon,Clone di Dark Matter,Clon Materia oscura,クローン剣士ダークマター,Dark Matter Clone,Clone de Matière Noire,Clon Materia oscura,Kara Madde Klonu,
GameInfo.csv,63,BossNameMothercomputersoulcore,Star Dream Soul OS,idole_des_etoiles.exe,Sternengeist OS,Sogno Stellare.exe,Sueño Estelar.exe,星の夢.Soul OS,Star Dream Soul OS,idole_des_etoiles.exe,Sueño Estelar.exe,Yıldız Rüyası.exe,
GameInfo.csv,64,BossNameGalacticknight,Galacta Knight Returns,Galacta Knight invoqué,⟦MSBT:0E000000020002005A00⟧Ultra-Knights Rückkehr⟦MSBT:0E000000020002006400⟧,Il ritorno di Galacta Knight,Galacta Knight contrataca,ギャラクティックナイト リターンズ,Galacta Knight Returns,Galacta Knight invoqué,Galacta Knight contrataca,Galacta Knight Dönüyor,
GameInfo.csv,65,BossNameClonesectnia,Sectonia Clone,Clone de Sectonia,Sectonia-Klon,Clone di Sectonia,Clon Sectonia,クローンセクトニア,Sectonia Clone,Clone de Sectonia,Clon Sectonia,Sectonia Klonu,
GameOver.csv,0,ContinueButton,Continue,Continuer,Fortsetzen,Continua,Continuar,コンティニュー,Continue,Continuer,Continuar,Devam,
GameOver.csv,1,ExitButton,Quit,Quitter,Beenden,Esci,Salir,ゲームをやめる,Quit,Quitter,Salir,Çık,
GameOver.csv,2,ExitConfirmText,"⟦MSBT:0E00000003000400FF4B32FF⟧End the game ⟦MSBT:0E00000003000400000000FF⟧and return to
the mode selection screen?","⟦MSBT:0E00000003000400FF4B32FF⟧Quitter la partie⟦MSBT:0E00000003000400000000FF⟧ et retourner
au menu principal ?","⟦MSBT:0E00000003000400FF4B32FF⟧Spiel beenden ⟦MSBT:0E00000003000400000000FF⟧und zur
Modusauswahl zurückkehren?","⟦MSBT:0E00000003000400FF4B32FF⟧Vuoi uscire dal gioco ⟦MSBT:0E00000003000400000000FF⟧e
tornare al menu principale?","¿⟦MSBT:0E00000003000400FF4B32FF⟧Quieres salir ⟦MSBT:0E00000003000400000000FF⟧y volver
al menú principal?","⟦MSBT:0E00000003000400FF4B32FF⟧ゲームをやめて⟦MSBT:0E00000003000400000000FF⟧
モードセレクトへ もどりますか？","⟦MSBT:0E00000003000400FF4B32FF⟧End the game ⟦MSBT:0E00000003000400000000FF⟧and
return to the menu?","⟦MSBT:0E00000003000400FF4B32FF⟧Quitter la partie⟦MSBT:0E00000003000400000000FF⟧ et retourner
au menu principal ?","¿⟦MSBT:0E00000003000400FF4B32FF⟧Quieres salir ⟦MSBT:0E00000003000400000000FF⟧y volver
al menú principal?","⟦MSBT:0E00000003000400FF4B32FF⟧Oyunu bitirip⟦MSBT:0E00000003000400000000FF⟧ mod seçimine
dönmek istiyor musun?",
GameOver.csv,3,ExitConfirmTextMetaGo,"⟦MSBT:0E00000003000400FF4B32FF⟧End the game ⟦MSBT:0E00000003000400000000FF⟧and return
to the title screen?","⟦MSBT:0E00000003000400FF4B32FF⟧Quitter la partie⟦MSBT:0E00000003000400000000FF⟧ et retourner
à l'écran titre ?","⟦MSBT:0E00000003000400FF4B32FF⟧Spiel beenden ⟦MSBT:0E00000003000400000000FF⟧und zum
Titelbildschirm zurückkehren?","⟦MSBT:0E00000003000400FF4B32FF⟧Vuoi uscire dal gioco
⟦MSBT:0E00000003000400000000FF⟧e tornare allo schermo
del titolo?","¿⟦MSBT:0E00000003000400FF4B32FF⟧Quieres salir ⟦MSBT:0E00000003000400000000FF⟧y volver
a la pantalla del título?","⟦MSBT:0E00000003000400FF4B32FF⟧ゲームをやめて⟦MSBT:0E00000003000400000000FF⟧
タイトルへ もどりますか？","⟦MSBT:0E00000003000400FF4B32FF⟧End the game ⟦MSBT:0E00000003000400000000FF⟧and return
to the title screen?","⟦MSBT:0E00000003000400FF4B32FF⟧Quitter la partie⟦MSBT:0E00000003000400000000FF⟧ et retourner
à l'écran titre?","¿⟦MSBT:0E00000003000400FF4B32FF⟧Quieres salir ⟦MSBT:0E00000003000400000000FF⟧y volver
a la pantalla del título?","⟦MSBT:0E00000003000400FF4B32FF⟧Oyunu bitirip⟦MSBT:0E00000003000400000000FF⟧
başlık ekranına dönmek
istiyor musun?",
GoalGame.csv,0,PushText,Push,⟦MSBT:0E000000020002005000⟧Appuyez sur⟦MSBT:0E000000020002006400⟧,Drücke,Premi,Pulsa,プッシュ,Push,⟦MSBT:0E000000020002005000⟧Appuyez sur⟦MSBT:0E000000020002006400⟧,Oprime,Bas,
GoalGame.csv,1,SpecialBonusText,Special Bonus,Bonus spécial,Super-Bonus!,Bonus speciale,⟦MSBT:0E000000020002005F00⟧Bonificación especial⟦MSBT:0E000000020002006400⟧,スペシャルボーナス,Special Bonus,Bonus spécial,⟦MSBT:0E000000020002005F00⟧Bonificación especial⟦MSBT:0E000000020002006400⟧,Özel Bonus,
GoalGame.csv,2,PointStarCross,×,×,x,×,×,×,×,×,×,×,
MelonCommon.csv,0,ComputerNum1,Teammate 1,Équipier 1,Mitsp. 1,Compagno 1,Aliado 1,おとも1,Teammate 1,Équipier 1,Aliado 1,Üye 1,
MelonCommon.csv,1,ComputerNum2,Teammate 2,Équipier 2,Mitsp. 2,Compagno 2,Aliado 2,おとも2,Teammate 2,Équipier 2,Aliado 2,Üye 2,
MelonCommon.csv,2,ComputerNum3,Teammate 3,Équipier 3,Mitsp. 3,Compagno 3,Aliado 3,おとも3,Teammate 3,Équipier 3,Aliado 3,Üye 3,
MelonCommon.csv,3,ComputerNum4,Teammate 4,Équipier 4,Mitsp. 4,Compagno 4,Aliado 4,おとも4,Teammate 4,Équipier 4,Aliado 4,Üye 4,
MelonCommon.csv,4,DialogYes,Yes,Oui,Ja,Sì,Sí,はい,Yes,Oui,Sí,Evet,
MelonCommon.csv,5,DialogNo,No,Non,Nein,No,No,いいえ,No,Non,No,Hayır,
MelonCommon.csv,6,DialogOK,OK,OK,OK,OK,Aceptar,OK,OK,OK,Aceptar,Tamam,
MelonMenu.csv,0,HeaderLoQuestText,Select Quest,Choix de la quête,Mission wählen,⟦MSBT:0E000000020002005F00⟧Scegli una missione⟦MSBT:0E000000020002006400⟧,Misiones,クエストせんたく,Select Quest,Choix de la quête,Misiones,Görev Seç,
MelonMenu.csv,1,HeaderLoJobForMyPlayerText,Select your role.,Choix du rôle,Rolle wählen,Scegli un ruolo,Habilidades,じぶんのジョブをえらぶ,Select your role.,Choix du rôle,Habilidades,Rolünü seç.,
MelonMenu.csv,2,HeaderLoJobForAnotherPlayerText,⟦MSBT:0E000000020002005A00⟧Select friend's role.⟦MSBT:0E000000020002006400⟧,Choix du rôle,⟦MSBT:0E000000020002005F00⟧Taem-Rollen wählen⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005F00⟧Ruolo del compagno⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005F00⟧Habilidad del aliado⟦MSBT:0E000000020002006400⟧,おとものジョブをえらぶ,⟦MSBT:0E000000020002005A00⟧Select friend's role.⟦MSBT:0E000000020002006400⟧,Choix du rôle,⟦MSBT:0E000000020002005F00⟧Habilidad del aliado⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002004B00⟧Arkadaşının rolünü seç.⟦MSBT:0E000000020002006400⟧,
MelonMenu.csv,3,HeaderLoMemberText,Team Members,Équipiers,Team-Mitglieder,Compagni,Aliados,メンバーかくにん,Team Members,Équipiers,Aliados,Takım Üyeleri,
MelonMenu.csv,4,BackBtnText,Back,⟦MSBT:0E000000020002005500⟧Retour⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005800⟧Zurück⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005500⟧Indietro⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005F00⟧Atrás⟦MSBT:0E000000020002006400⟧,もどる,Back,⟦MSBT:0E000000020002005500⟧Retour⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005F00⟧Atrás⟦MSBT:0E000000020002006400⟧,Geri,
MelonMenu.csv,5,BackBtnNetText,Quit,⟦MSBT:0E000000020002005A00⟧Quitter⟦MSBT:0E000000020002006400⟧,Ende,Esci,Salir,おわる,Quit,⟦MSBT:0E000000020002005A00⟧Quitter⟦MSBT:0E000000020002006400⟧,Salir,Çık,
MelonMenu.csv,6,QuestBtnText,Quest,Quête,MISSION,Missione,Misión,クエスト,Quest,Quête,Misión,Görev,
MelonMenu.csv,7,ResultHeaderText1,Quest 1,Quête 1,MISSION 1,⟦MSBT:0E000000020002005500⟧Missione 1⟦MSBT:0E000000020002006400⟧,Misión 1,クエスト１,Quest 1,Quête 1,Misión 1,Görev 1,
MelonMenu.csv,8,ResultHeaderText2,Quest 2,Quête 2,MISSION 2,⟦MSBT:0E000000020002005500⟧Missione 2⟦MSBT:0E000000020002006400⟧,Misión 2,クエスト２,Quest 2,Quête 2,Misión 2,Görev 2,
MelonMenu.csv,9,ResultHeaderText3,Quest 3,Quête 3,MISSION 3,⟦MSBT:0E000000020002005500⟧Missione 3⟦MSBT:0E000000020002006400⟧,Misión 3,クエスト３,Quest 3,Quête 3,Misión 3,Görev 3,
MelonMenu.csv,10,ResultHeaderText4,Quest 4,Quête 4,MISSION 4,⟦MSBT:0E000000020002005500⟧Missione 4⟦MSBT:0E000000020002006400⟧,Misión 4,クエスト４,Quest 4,Quête 4,Misión 4,Görev 4,
MelonMenu.csv,11,ResultHeaderText5,Quest 5,Quête 5,MISSION 5,⟦MSBT:0E000000020002005500⟧Missione 5⟦MSBT:0E000000020002006400⟧,Misión 5,クエスト５,Quest 5,Quête 5,Misión 5,Görev 5,
MelonMenu.csv,12,ResultHeaderText6,Quest EX,Quête EX,MISSION X,Missione X,Misión +,クエストEX,Quest EX,Quête EX,Misión EX,Görev EX,
MelonMenu.csv,13,HeaderUpText,Team Quest,Aventure,TEAM-MISSION,⟦MSBT:0E000000020002005500⟧Modalità di squadra⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005F00⟧Misión en equipo⟦MSBT:0E000000020002006400⟧,おともとクエスト,Team Quest,Aventure,⟦MSBT:0E000000020002005F00⟧Misión en equipo⟦MSBT:0E000000020002006400⟧,Takım Görevi,
MelonMenu.csv,14,HeaderUpSubText1,Quest 1,Quête 1,MISSION 1,⟦MSBT:0E000000020002005500⟧Missione 1⟦MSBT:0E000000020002006400⟧,Misión 1,クエスト１,Quest 1,Quête 1,Misión 1,Görev 1,
MelonMenu.csv,15,HeaderUpSubText2,Quest 2,Quête 2,MISSION 2,⟦MSBT:0E000000020002005500⟧Missione 2⟦MSBT:0E000000020002006400⟧,Misión 2,クエスト２,Quest 2,Quête 2,Misión 2,Görev 2,
MelonMenu.csv,16,HeaderUpSubText3,Quest 3,Quête 3,MISSION 3,⟦MSBT:0E000000020002005500⟧Missione 3⟦MSBT:0E000000020002006400⟧,Misión 3,クエスト３,Quest 3,Quête 3,Misión 3,Görev 3,
MelonMenu.csv,17,HeaderUpSubText4,Quest 4,Quête 4,MISSION 4,⟦MSBT:0E000000020002005500⟧Missione 4⟦MSBT:0E000000020002006400⟧,Misión 4,クエスト４,Quest 4,Quête 4,Misión 4,Görev 4,
MelonMenu.csv,18,HeaderUpSubText5,Quest 5,Quête 5,MISSION 5,⟦MSBT:0E000000020002005500⟧Missione 5⟦MSBT:0E000000020002006400⟧,Misión 5,クエスト５,Quest 5,Quête 5,Misión 5,Görev 5,
MelonMenu.csv,19,HeaderUpSubText6,Quest EX,Quête EX,MISSION X,⟦MSBT:0E000000020002005500⟧Missione X⟦MSBT:0E000000020002006400⟧,Misión +,クエストEX,Quest EX,Quête EX,Misión EX,Görev EX,
MelonMenu.csv,20,BossLevelText,Difficulty,Difficulté,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E000000020002005500⟧Schwierigk⟦MSBT:0E000000020002006400⟧.⟦MSBT:0E000000020002006400⟧,Difficoltà,Dificultad,なんいど,Difficulty,Difficulté,Dificultad,Zorluk,
MelonMenu.csv,21,BestScoreText,Highest EXP,Record (exp.),Höchste ERF.,Record Punti Esp.,Récord,ハイスコアけいけんち,Highest EXP,Record (exp.),Récord,En Yüksek EXP,
MelonMenu.csv,22,BossNameText1,Gigant Edge,Gigalame,⟦MSBT:0E000000020002005A00⟧Schwert-Koloss⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005F00⟧Mega cavaliere⟦MSBT:0E000000020002006400⟧,Filo Gigante,ギガントエッジ,Gigant Edge,Gigalame,Filo Gigante,Dev Kılıç,
MelonMenu.csv,23,BossNameText2,Mr. Frosty,Frigor Efik,Dr. Eisbert,Dadopagos,Sr. Mórsez,ミスター・フロスティ,Mr. Frosty,Frigor Efik,Sr. Mórsez,Bay Ayaz,
MelonMenu.csv,24,BossNameText3,Whispy Woods,Whispy Woods,Whispy Woods,Whispy Woods,Whispy Woods,ウィスピーウッズ,Whispy Woods,Whispy Woods,Whispy Woods,Whispy Woods,
MelonMenu.csv,25,BossNameText4,Pyribbit,Cramaud,Pyrosch,Vulkan,Pirobúho,ヴォルゲロム,Pyribbit,Cramaud,Pirobúho,Pirovrak,
MelonMenu.csv,26,BossNameText5,Landia,Landia,Landia,Landia,Landia,ランディア,Landia,Landia,Landia,Landia,
MelonMenu.csv,27,BossNameText6,Landia EX,Landia EX,Landia X,Landia X,Landia +,ランディアEX,Landia EX,Landia EX,Landia EX,Landia EX,
MelonMenu.csv,28,BossBywordText1,Steel Soldier,Soldat d'acier,Stählerner Krieger,Soldato d'acciaio,Soldado de acero,⟦MSBT:0E00000000000A00020006006F304C306D30⟧鋼の⟦MSBT:0E00000000000A0004000600783044305730⟧兵士,Steel Soldier,Soldat d'acier,Soldado de acero,Çelik Asker,
MelonMenu.csv,29,BossBywordText2,Ice Beast,Monstre de glace,Eisige Bestie,⟦MSBT:0E000000020002005F00⟧Mostro di ghiaccio⟦MSBT:0E000000020002006400⟧,Bestia de hielo,⟦MSBT:0E00000000000A000200060053304A308A30⟧氷の⟦MSBT:0E00000000000A0002000600513082306E30⟧獣,Ice Beast,Monstre de glace,Bestia de hielo,Buz Canavarı,
MelonMenu.csv,30,BossBywordText3,Ancient Tree,Arbre millénaire,Urzeit-Baum,Albero millenario,Árbol ancestral,⟦MSBT:0E00000000000C000200080044306B3057304830⟧古の⟦MSBT:0E00000000000C00040008005F30443058308530⟧大樹,Ancient Tree,Arbre millénaire,Árbol ancestral,Kadim Ağaç,
MelonMenu.csv,31,BossBywordText4,Flaming Frog,Batracien de feu,Flammenfrosch,Rana di fuoco,Búho de fuego,⟦MSBT:0E00000000000A00020006007B306E304A30⟧炎の⟦MSBT:0E00000000000A00020006004B308F305A30⟧蛙,Flaming Frog,Batracien de feu,Búho de fuego,Alevli Kurbağa,
MelonMenu.csv,32,BossBywordText5,Guardian Angel,Hydre gardienne,Quadraharpyia,Idra protettrice,Deidad guardiana,４つ⟦MSBT:0E00000000000800020004004F307330⟧首の⟦MSBT:0E00000000000800020004007E308230⟧守り⟦MSBT:0E00000000000800020004004C307F30⟧神,Guardian Angel,Hydre gardienne,Dragón guardián,Koruyucu Melek,
MelonMenu.csv,33,BossBywordText6,Guardian Angel,Hydre gardienne,Quadraharpyia,Idra protettrice,Deidad guardiana,４つ⟦MSBT:0E00000000000800020004004F307330⟧首の⟦MSBT:0E00000000000800020004007E308230⟧守り⟦MSBT:0E00000000000800020004004C307F30⟧神,Guardian Angel,Hydre gardienne,Dragón guardián,Koruyucu Melek,
MelonMenu.csv,34,BossProfileText1,"Battle beside your team!
Work together to defeat
the Steel Soldier hiding
in the forest!","Le soldat d'acier se
terre dans la forêt.
Assemblez une équipe
de choc pour le vaincre !","Kämpfe an der Seite
deines Teams! Besiegt
zusammen den stählernen
Krieger im Walde!","Squadra pronta all'azione!
La collaborazione è tutto
per sconfiggere il Soldato
d'acciaio nella foresta!","Lucha junto a tus aliados
para vencer al soldado
de acero que se oculta
en el bosque.","⟦MSBT:0E00000000000A00040006006A304B307E30⟧仲間と ともに ⟦MSBT:0E00000000000E0004000A004D308730463068304630⟧共闘バトル！
⟦MSBT:0E000000000008000200040082308A30⟧森に ひそむ　⟦MSBT:0E00000000000A00020006006F304C306D30⟧鋼の⟦MSBT:0E00000000000A0004000600783044305730⟧兵士を
⟦MSBT:0E00000000000A000200060061304B308930⟧力を⟦MSBT:0E00000000000600020002004230⟧合わせて ⟦MSBT:0E00000000000600020002004630⟧打ち⟦MSBT:0E00000000000800020004005F304A30⟧倒せ！","Battle beside your team!
Work together to defeat
the Steel Soldier hiding
in the forest!","Le soldat d'acier se
cache dans la forêt.
Assemblez une équipe
de choc pour le vaincre!","Lucha junto a tus aliados
para vencer al soldado
de acero que se oculta
en el bosque.","Takımınla savaş!
Ormandaki Çelik Asker'i
birlikte yen!",
