file,index,label,TR_Turkish,QA_Note
MelonPauseMenu.csv,90,AblMelonBeamWhipBtn,⟦MSBT:0E00010001000000⟧'yi bırak,
MelonPauseMenu.csv,91,AblMelonBeamCicleBtn,Koş + ⟦MSBT:0E00010001000000⟧,
MelonPauseMenu.csv,92,AblMelonBeamMachinegunBtn,Koş + ⟦MSBT:0E00010001000000⟧ havada,
MelonPauseMenu.csv,93,AblMelonBeamTimeBtn,"⟦MSBT:0E00010001000000⟧'yi basılı tut,
sonra bırak",
MelonPauseMenu.csv,94,AblMelonBeamSpellBtn,"Düşmüş takım arkadaşının
yanında ⟦MSBT:0E00010003000000⟧",
MelonResult.csv,0,ExpText,Deneyim,
MelonResult.csv,1,ClearTimeText,Süre,
MelonResult.csv,2,BonusTextBossKill,Patron KO Bonusu,
MelonResult.csv,3,BonusTextSpeedClear,⟦MSBT:0E000000020002005500⟧Hızlı Bitirme Bonusu⟦MSBT:0E000000020002006400⟧,
MelonResult.csv,4,BonusTelopTextClearTime,"+ Süre ⟦MSBT:0E00020001000000⟧:⟦MSBT:0E00020001000000⟧⟦MSBT:0E00020001000000⟧,⟦MSBT:0E00020001000000⟧⟦MSBT:0E00020001000000⟧",
MelonResult.csv,5,BonusTelopTextBossKill,+ Patron KO Bonusu ⟦MSBT:0E00020001000000⟧,
MelonResult.csv,6,BonusTelopTextSpeedClear,+ Hızlı Bitirme Bonusu ⟦MSBT:0E00020001000000⟧,
MelonResult.csv,7,NextButtonText,İleri,
MelonResult.csv,8,ExitButtonText,Görev Seç,
MelonResult.csv,9,LastSlayer,Son Darbe,
MelonResult.csv,10,AllMember,Herkes!,
MelonResult.csv,11,LevelUpExp,⟦MSBT:0E00020001000000⟧ ⟦MSBT:0E00000003000400FF4B32FF⟧deneyim⟦MSBT:0E00000003000400000000FF⟧ kazanıldı!,
MelonResult.csv,12,LevelUpLevel,⟦MSBT:0E00000003000400FF4B32FF⟧Seviye⟦MSBT:0E00000003000400000000FF⟧ ⟦MSBT:0E00020001000000⟧'ye ulaştın!,
MelonResult.csv,13,LevelUpHP,⟦MSBT:0E00000003000400FF4B32FF⟧Dayanıklılık ⟦MSBT:0E00000003000400000000FF⟧+⟦MSBT:0E00020001000000⟧!,
MelonResult.csv,14,LevelUpAttack,⟦MSBT:0E00000003000400FF4B32FF⟧Saldırı ⟦MSBT:0E00000003000400000000FF⟧+⟦MSBT:0E00020001000000⟧!,
MelonResult.csv,15,LevelUpRecovery,⟦MSBT:0E00000003000400FF4B32FF⟧İyileştirme ⟦MSBT:0E00000003000400000000FF⟧+⟦MSBT:0E00020001000000⟧!,
MelonResult.csv,16,LevelUpMeteor,⟦MSBT:0E00000003000400FF4B32FF⟧Takım Meteoru gücü ⟦MSBT:0E00000003000400000000FF⟧+⟦MSBT:0E00020001000000⟧!,
MelonResult.csv,17,LevelUpOther1,Ruh ⟦MSBT:0E00020001000000⟧ arttı! (Pek önemi yok.),
MelonResult.csv,18,LevelUpOther2,⟦MSBT:0E000000020002005F00⟧Nezaket ⟦MSBT:0E00020001000000⟧ arttı! (Pek önemi yok.)⟦MSBT:0E000000020002006400⟧,
MelonResult.csv,19,LevelUpOther3,⟦MSBT:0E000000020002005A00⟧Göz Parıltısı ⟦MSBT:0E00020001000000⟧ arttı! (Pek önemi yok.)⟦MSBT:0E000000020002006400⟧,
MelonResult.csv,20,LevelUpOther4,⟦MSBT:0E000000020002005F00⟧Pofudukluk ⟦MSBT:0E00020001000000⟧ arttı! (Pek önemi yok.)⟦MSBT:0E000000020002006400⟧,
MelonResult.csv,21,LevelUpOther5,⟦MSBT:0E000000020002005F00⟧Pembelik ⟦MSBT:0E00020001000000⟧ arttı! (Pek önemi yok.)⟦MSBT:0E000000020002006400⟧,
MelonResult.csv,22,LevelUpOther6,⟦MSBT:0E000000020002005F00⟧Takım Ruhu ⟦MSBT:0E00020001000000⟧ arttı! (Pek önemi yok.)⟦MSBT:0E000000020002006400⟧,
MelonResult.csv,23,LevelUpMaximum,⟦MSBT:0E00000003000400FF4B32FF⟧Maksimum seviyeye⟦MSBT:0E00000003000400000000FF⟧ ulaştın!,
MelonResult.csv,24,LevelUpJobMaster,⟦MSBT:0E00000003000400FF4B32FF⟧En güçlü rol oyuncusu⟦MSBT:0E00000003000400000000FF⟧ doğdu!,
MelonResult.csv,25,BonusTextNetwork,⟦MSBT:0E00000003000400FF4B32FF⟧Kablosuz oyun bonusu⟦MSBT:0E00000003000400000000FF⟧: ⟦MSBT:0E00000003000400FF4B32FF⟧EXP artışı⟦MSBT:0E00000003000400000000FF⟧ kazandın!,
MelonStep.csv,0,LivePinch,⟦MSBT:0E00020002000000⟧ zor durumda!,
MelonStep.csv,1,LiveDeath,⟦MSBT:0E00020002000000⟧ düştü!,
MelonStep.csv,2,LiveRevive,⟦MSBT:0E00020002000000⟧ diriltildi!,
MelonStep.csv,3,LiveRecovery,⟦MSBT:0E00020002000000⟧ bir takım üyesini iyileştirdi!,
MelonStep.csv,4,LiveEnemyAppear,⟦MSBT:0E00020002000000⟧ belirdi!,
MelonStep.csv,5,LiveEnemyAnger,⟦MSBT:0E00020002000000⟧ öfkeli!,
MelonStep.csv,6,LiveEliminate,Neredeyse yendin!,
MelonStep.csv,7,LiveDefeat,Takım yenildi...,
MelonStep.csv,8,LiveRunaway,⟦MSBT:0E00020002000000⟧ kaçtı...,
MelonStep.csv,9,LiveAttack,⟦MSBT:0E00020002000000⟧ saldırdı!,
MelonStep.csv,10,LiveHealingArea,⟦MSBT:0E00020002000000⟧ Şifa Alanı kullandı!,
MelonStep.csv,11,LiveWaveShot,⟦MSBT:0E00020002000000⟧ Zaman Işını kullandı!,
MelonStep.csv,12,LiveTimeStop,⟦MSBT:0E00020002000000⟧ zamanı durdurdu!,
MelonStep.csv,13,LiveLithographAppear,Güç Tableti #⟦MSBT:0E00020001000000⟧ belirdi!,
MelonStep.csv,14,LiveLithographLost,Bir Güç Tableti kaybettin...,
MelonStep.csv,15,LiveLithographEverything,Tüm Güç Tabletlerini aldın!,
MelonStep.csv,16,LiveMeteorSmash,Takım Meteoru dev hasar verdi!,
MelonStep.csv,17,QTEProdText,Ortada durdur!,
MelonStep.csv,18,QTECountDownText,Süre: ,
MelonStep.csv,19,QTEResultText01,Mükemmel!!!,
MelonStep.csv,20,QTEResultText02,Harika!,
MelonStep.csv,21,QTEResultText03,İyi!,
MelonStep.csv,22,QTEResultText04,Eh...,
MelonStep.csv,23,QTEResultText05,Başarısız...,
MelonStep.csv,24,TipsGameOverLevelUpHeaderText,Zor mu? Seviye atla!,
MelonStep.csv,25,TipsGameOverLevelUpBodyText,"⟦MSBT:0E000000020002005F00⟧Geçemiyorsan, daha kolay görevlerle
⟦MSBT:0E00000003000400FFDE00FF⟧seviyeni yükselt⟦MSBT:0E00000003000400000000FF⟧!⟦MSBT:0E000000020002006400⟧",
MelonStep.csv,26,TipsGameOverJobBalanceHeaderText,Denge önemli!,
MelonStep.csv,27,TipsGameOverJobBalanceBodyText,"⟦MSBT:0E000000020002005F00⟧Takımının ⟦MSBT:0E00000003000400FFDE00FF⟧rol dengesini⟦MSBT:0E00000003000400000000FF⟧ düşün.
Destek gücü, saldırı kadar önemli!⟦MSBT:0E000000020002006400⟧",
MelonStep.csv,28,TipsGameOverGuardHeaderText,Korunmayı dene!,
MelonStep.csv,29,TipsGameOverGuardBodyText,"Kaçması zor saldırılara karşı
⟦MSBT:0E00010004000000⟧/⟦MSBT:0E00010005000000⟧ ile ⟦MSBT:0E00000003000400FFDE00FF⟧korun⟦MSBT:0E00000003000400000000FF⟧!",
MelonStep.csv,30,NetQuestCancelCommand,⟦MSBT:0E00010004000000⟧+⟦MSBT:0E00010002000000⟧+⟦MSBT:0E00010010000000⟧⟦MSBT:0E00010011000000⟧⟦MSBT:0E00010012000000⟧,
MelonStep.csv,31,NetQuestCancelText,Görevi bitir,
MetaGo.csv,0,TitleNewGameBtn,Yeni Oyun,
MetaGo.csv,1,TitleStartBtn,Başla,
MetaGo.csv,2,TitleContinueBtn,Devam,
MetaGo.csv,3,TitleBestTimeBtn,En İyi Süre,
MetaGo.csv,4,TitleBackBtn,Geri,
MetaGo.csv,5,TitleEndBtn,Çık,
MetaGo.csv,6,TutorialTitleTextP1,Meta Knight Geri Döndü!,
MetaGo.csv,7,TutorialMainTextP1,"⟦MSBT:0E000000020002005500⟧Bu ⟦MSBT:0E00000003000400FE9A10FF⟧zamana karşı⟦MSBT:0E00000003000400000000FF⟧ modda
Meta Knight olarak oyna.
⟦MSBT:0E00000003000400FE9A10FF⟧İyileştirme eşyaları⟦MSBT:0E00000003000400000000FF⟧ daha az!⟦MSBT:0E000000020002006400⟧",
MetaGo.csv,8,TutorialTitleTextP2,Özel Saldırıları Kullan!,
MetaGo.csv,9,TutorialMainTextP2,"⟦MSBT:0E000000020002005A00⟧Alt ekrandaki ⟦MSBT:0E00000003000400FE9A10FF⟧ikonlara dokun⟦MSBT:0E00000003000400000000FF⟧
ve ⟦MSBT:0E00000003000400FE9A10FF⟧özel saldırıları⟦MSBT:0E00000003000400000000FF⟧
kullan!⟦MSBT:0E000000020002006400⟧",
MetaGo.csv,10,TutorialTitleTextP3,Yeni Patronlar ve Zorlu Düşmanlar,
MetaGo.csv,11,TutorialMainTextP3,"Kirby ⟦MSBT:0E00000003000400FE9A10FF⟧uyurken⟦MSBT:0E00000003000400000000FF⟧
⟦MSBT:0E00000003000400FE9A10FF⟧yeni patronlar⟦MSBT:0E00000003000400000000FF⟧ ve
⟦MSBT:0E00000003000400FE9A10FF⟧zorlu düşmanlarla⟦MSBT:0E00000003000400000000FF⟧ savaş!",
MetaGo.csv,12,TimeSeparator1,:,
MetaGo.csv,13,TimeSeparator2,:,
MetaGo.csv,14,TimeSeparator3,",",
MetaGo.csv,15,TimeBar1,-,
MetaGo.csv,16,TimeBar2,--,
MetaGo.csv,17,ExplainText,"⟦MSBT:0E000000020002005000⟧En iyi sürelerini ⟦MSBT:0E00000003000400FE9A10FF⟧StreetPass⟦MSBT:0E00000003000400000000FF⟧ ile
⟦MSBT:0E00000003000400FE9A10FF⟧kıyasla⟦MSBT:0E00000003000400000000FF⟧! Rakiplerinin sürelerini
geçip ⟦MSBT:0E00000003000400FE9A10FF⟧StreetPass zaferleri⟦MSBT:0E00000003000400000000FF⟧
kazan!⟦MSBT:0E000000020002006400⟧",
MetaGo.csv,18,ResetText,⟦MSBT:0E00010002000000⟧ Rekorları Sil,
MetaGo.csv,19,LvText,⟦MSBT:0E000000020002005500⟧Sv⟦MSBT:0E000000020002006400⟧,
MetaGo.csv,20,LevelResultClearTimeText,Süre,
MetaGo.csv,21,LevelResultBestTimeText,⟦MSBT:0E000000020002005A00⟧Rekor⟦MSBT:0E000000020002006400⟧,
MetaGo.csv,22,LevelResultTotalTimeText,Toplam,
MetaGo.csv,23,LevelResultNextStageBtn,İleri,
MetaGo.csv,24,BestTimeMyHeaderText,⟦MSBT:0E000000020002005A00⟧Rekorlar⟦MSBT:0E000000020002006400⟧,
MetaGo.csv,25,BestTimeClearTimeText,Süre,
MetaGo.csv,26,BestTimeRivalHeaderText1,⟦MSBT:0E000000020002005A00⟧StreetPass Süresi⟦MSBT:0E000000020002006400⟧,
MetaGo.csv,27,BestTimeRivalHeaderText2,⟦MSBT:0E000000020002005500⟧StreetPass Rekoru⟦MSBT:0E000000020002006400⟧,
MetaGo.csv,28,BestTimeRivalUnknown1,?,
MetaGo.csv,29,BestTimeRivalUnknown2,??,
MetaGo.csv,30,BestTimeBackBtn,Geri,
MetaGo.csv,31,BestTimeCountText,,
MetaGo.csv,32,BestTimeWinCountText,StreetPass zaferleri: ,
MetaGo.csv,33,BestTimeDeleteDialogText1,"Rekorları silip
⟦MSBT:0E00000003000400FF4B32FF⟧Meta Knight'ın Dönüşü'nü
sıfırlamak⟦MSBT:0E00000003000400000000FF⟧ istiyor musun?
⟦MSBT:0E000000020002005A00⟧(StreetPass verileri korunur.)⟦MSBT:0E000000020002006400⟧",
MetaGo.csv,34,BestTimeDeleteDialogYes,⟦MSBT:0E00000003000400FF6400FF⟧Sil⟦MSBT:0E00000003000400000000FF⟧,
MetaGo.csv,35,BestTimeDeleteDialogNo,İptal,
MetaGo.csv,36,BestTimeDeleteDialogText2,"Silinen veriler geri alınamaz.
⟦MSBT:0E00000003000400FF4B32FF⟧Yine de silmek istiyor musun?⟦MSBT:0E00000003000400000000FF⟧",
MetaGo.csv,37,GameResultClearTimeBtn,Süre,
MetaGo.csv,38,GameResultEndBtn,Bitir,
MetaGo.csv,39,GameResultCloseBtn,Kapat,
MetaGo.csv,40,GameResultNewRecordText,YENİ,
MetaGo.csv,41,GameResultBestTimeText,⟦MSBT:0E000000020002005A00⟧Rekor⟦MSBT:0E000000020002006400⟧,
MetaGo.csv,42,ScreenLoPointText,p.,
MetaGo.csv,43,ScreenLoTimeLookText,"⟦MSBT:0E000000020002005500⟧Süreyi
Gör⟦MSBT:0E000000020002006400⟧",
MetaGo.csv,44,ScreenLoPauseText,Mola,
MetaGo.csv,45,ScreenLoTimeBackBtn,Geri,
MetaGo.csv,46,ScreenLoMetaquickText,"Meta
Hızı",
MetaGo.csv,47,ScreenLoHealingText,İyileş,
MetaGo.csv,48,ScreenLoGalaxianText,"⟦MSBT:0E000000020002005A00⟧Galaxia
Karanlığı⟦MSBT:0E000000020002006400⟧",
MetaGo.csv,49,ScreenLoGoText,"⟦MSBT:0E000000020002005500⟧Meta
Kabusları⟦MSBT:0E000000020002006400⟧",
MetaGo.csv,50,SaveSwitchDialogText,"Sonraki oyunda buradan
başlamak için ⟦MSBT:0E00000003000400FF4B32FF⟧Devam⟦MSBT:0E00000003000400000000FF⟧
seçeneğini seç.",
Miiverse.csv,0,Confirm,"Resmî ⟦MSBT:0E00000003000400FF4B32FF⟧Miiverse ⟦MSBT:0E00000003000400000000FF⟧
topluluğuna gitmek
istiyor musun?",
Miiverse.csv,1,ParentRestrict,"⟦MSBT:0E00000003000400FF4600FF⟧Miiverse⟦MSBT:0E00000003000400000000FF⟧ kullanımı
Ebeveyn Kontrolleriyle kısıtlı.",
Movie.csv,0,TextSkip,ATLA,
Movie.csv,1,Lv6Start_00,"Buralara kadar gelmen...
İnatçıymışsın.",
Movie.csv,2,Lv6Start_01,Ama sen bile bize diz çökeceksin.,
Movie.csv,3,Lv6Start_02,"Ben, Örümza, Kraliçe Sectonia'nın
planlarına karışmana izin veremem.",
Movie.csv,4,Lv6Start_03,"Tahmin edeyim: Alt Dünya'nın
kahramanını kurtarmaya geldin.",
Movie.csv,5,Lv6Start_04,"Bu diyarın halkı kendini
çok akıllı sandı.",
Movie.csv,6,Lv6Start_05,"⟦MSBT:0E000000020002005F00⟧Rüya Sarmaşığı'nı kullanıp
dünyalarını kurtaracaklarını sandılar.⟦MSBT:0E000000020002006400⟧",
Movie.csv,7,Lv6Start_06,Ama planlarını hemen anladım.,
Movie.csv,8,Lv6Start_07,Madem buradasın...,
Movie.csv,9,Lv6Start_08,⟦MSBT:0E000000020002005F00⟧O kıymetli kahramanını geri vereceğim.⟦MSBT:0E000000020002006400⟧,
Movie.csv,10,Lv6Start_09,"Ama onu hatırladığından biraz daha...
saldırgan bulabilirsin!",
Movie.csv,11,Lv6End_00,N-ne demek bu?!,
Movie.csv,12,Lv6End_01,Majestelerinin emrettiğini yaptım.,
Movie.csv,13,Lv6End_02,"Alt dünya önümde
diz çökmeli!",
Movie.csv,14,Lv6End_03,"Yoksa... Alt Dünya'nın gerçek
kahramanı sen misin?",
Movie.csv,15,Lv6End_04,Kahretsin! Eğer öyleyse...,
Movie.csv,16,Lv6End_05,Majesteleri! Kraliçe Sectonia!,
Movie.csv,17,Lv6End_06,"Ah, görkemli Sectonia!
Lütfen beni kurta-",
Movie.csv,18,Lv6End_07,Glaaaugh!,
Movie.csv,19,Lv6End_08,N-neden...?,
Movie.csv,20,Lv6End_09,Acınası Örümza...,
Movie.csv,21,Lv6End_10,"Emirlere uyamayan bir aptala
ihtiyacım yok.",
Movie.csv,22,Lv6End_11,"Şimdi, Alt Dünya'nın kahramanı...",
Movie.csv,23,Lv6End_12,"Bu diyar için
canını riske mi atarsın?",
Movie.csv,24,Lv6End_13,"Göklerin hükümdarı olan
bana karşı mı çıkarsın?",
Movie.csv,25,Lv6End_14,Peki...,
Movie.csv,26,Lv6End_15,"Yüce Kraliçe Sectonia'nın
önünde eğileceksin!",
Movie.csv,27,Lv6End_16,Güzelliğim ilahi olanla yarışır...,
Movie.csv,28,Lv6End_17,"Gücüm de değer verdiğin her şeyi
ezip geçecek!",
Movie.csv,29,Lv7Start_00,Bah... Aha...,
Movie.csv,30,Lv7Start_01,Anlıyorum...,
Movie.csv,31,Lv7Start_02,"Rüya Sarmaşığı'nın seçtiği
kahramandan da bunu beklerdim.",
Movie.csv,32,Lv7Start_03,"Ama bakalım... Bununla
nasıl başa çıkacaksın?",
Movie.csv,33,Lv7Start_04,Gerçek güzellik... kontroldür.,
Movie.csv,34,Lv7Start_05,"Rüya Sarmaşığı seni buraya kadar
yönlendirdi.",
Movie.csv,35,Lv7Start_06,Ama çiçeği senin sonun olacak!,
Movie.csv,36,Lv7Start_07,"Floralia, Rüya Diyarı ve
bu gezegenin tamamı!",
Movie.csv,37,Lv7Start_08,Hepiniz onur duymalısınız.,
Movie.csv,38,Lv7Start_09,"Sonsuza dek... besinim
olacaksınız!",
Movie.csv,39,Ending_00,"Böylece Floralia, Kirby'nin
kahramanca çabalarıyla kurtuldu.",
Movie.csv,40,Ending_01,"Gökyüzü Halkı uzun süre
kötü kraliçenin zulmü altında yaşadı.",
Movie.csv,41,Ending_02,"Kendilerini kurtarmak için
son bir çabayla",
Movie.csv,42,Ending_03,"⟦MSBT:0E000000020002005F00⟧umutlarını ve düşlerini
bir tohuma bağlayıp yüzeye yolladılar⟦MSBT:0E000000020002006400⟧",
Movie.csv,43,Ending_04,"Rüya Diyarı'nın kahramanı Kirby'yi
yardıma çağırmak için.",
Movie.csv,44,Ending_05,"Kral Dedede, Kirby sanıldı
ve Örümza tarafından kaçırıldı.",
Movie.csv,45,Ending_06,"Ama o rolünü oynamasaydı,
Floralia harap olurdu.",
Movie.csv,46,Ending_07,"Gerçekten de Rüya Sarmaşığı
gizemli yollar izler.",
Movie.csv,47,Ending_08,"Her şey bitince Kirby
gökyüzüne baktı",
Movie.csv,48,Ending_09,"ve Rüya Sarmaşığı'nın
tamamen çiçek açtığını gördü.",
Movie.csv,49,Ending_10,"⟦MSBT:0E000000020002005F00⟧Floralia'yı hatırlatan, Rüya Diyarı'nın
yeni simgesi oldu.⟦MSBT:0E000000020002006400⟧",
Movie.csv,50,ActorName_0,Örümza:,
Movie.csv,51,ActorName_1,Kraliçe Sectonia:,
Name.csv,0,CharaKirby,Kirby,
Name.csv,1,AbilityNormal,Kirby,
Name.csv,2,AbilityIce,Buz,
Name.csv,3,AbilityWhip,Kırbaç,
Name.csv,4,AbilityEsper,Psişik,
Name.csv,5,AbilityCutter,Kesici,
Name.csv,6,AbilityCrash,Patlama,
Name.csv,7,AbilityCircus,Sirk,
Name.csv,8,AbilityStone,Taş,
Name.csv,9,AbilitySniper,Okçu,
Name.csv,10,AbilitySpark,Kıvılcım,
Name.csv,11,AbilitySleep,Uyku,
Name.csv,12,AbilitySword,Kılıç,
Name.csv,13,AbilityDoctor,Doktor,
Name.csv,14,AbilityNinja,Ninja,
Name.csv,15,AbilityParasol,Şemsiye,
Name.csv,16,AbilityHammer,Çekiç,
Name.csv,17,AbilityBeam,Işın,
Name.csv,18,AbilityFire,Ateş,
Name.csv,19,AbilityFighter,Dövüşçü,
Name.csv,20,AbilityWheel,Teker,
Name.csv,21,AbilityBomb,Bomba,
Name.csv,22,AbilityPoison,Zehir,
Name.csv,23,AbilityMike,Mikrofon,
Name.csv,24,AbilityMirror,Ayna,
Name.csv,25,AbilityUfo,UFO,
Name.csv,26,AbilityJet,Jet,
Name.csv,27,AbilityLeaf,Yaprak,
Name.csv,28,AbilitySmash,⟦MSBT:0E000000020002005500⟧Smash Bros.⟦MSBT:0E000000020002006400⟧,
Name.csv,29,AbilityMetaknight,⟦MSBT:0E000000020002005A00⟧Meta Knight⟦MSBT:0E000000020002006400⟧,
Name.csv,30,AbilityHalberd,Halberd,
Nfp.csv,0,AskTouch,"Bir ⟦MSBT:0E00000003000400FF4B32FF⟧amiibo⟦MSBT:0E00000003000400000000FF⟧'n varsa, Kirby onu
içine çekerek bir Kopya Yeteneği
kazanabilir! ⟦MSBT:0E00000003000400FF4B32FF⟧Bir amiibo içine
çekilsin mi⟦MSBT:0E00000003000400000000FF⟧?",
Nfp.csv,1,AskTouchMetaGo,"Bir ⟦MSBT:0E00000003000400FF4B32FF⟧amiibo⟦MSBT:0E00000003000400000000FF⟧'n varsa, onu kullanıp
bir eşya alabilirsin!
⟦MSBT:0E00000003000400FF4B32FF⟧Bir amiibo kullanılsın mı⟦MSBT:0E00000003000400000000FF⟧?",
Nfp.csv,2,Reading,Okunuyor...,
Nfp.csv,3,Canceling,İptal ediliyor...,
Nfp.csv,4,ConnectNfcReader,"⟦MSBT:0E00000003000400FF4B32FF⟧Nintendo 3DS NFC
Okuyucu/Yazıcı⟦MSBT:0E00000003000400000000FF⟧'n varsa
şimdi bağla.
⟦MSBT:0E00010001000000⟧ İptal",
Nfp.csv,5,TouchLowerScreen,"Bir amiibo'n varsa onu
⟦MSBT:0E00000003000400FF4B32FF⟧alt ekrana⟦MSBT:0E00000003000400000000FF⟧ dokundur.

⟦MSBT:0E00010001000000⟧ İptal",
Nfp.csv,6,TouchNfcReader,"Bir amiibo'n varsa onu
⟦MSBT:0E00000003000400FF4B32FF⟧NFC Okuyucu/Yazıcıya⟦MSBT:0E00000003000400000000FF⟧ dokundur.

⟦MSBT:0E00010001000000⟧ İptal",
Nfp.csv,7,CopiedAbility,"⟦MSBT:0E00000003000400FE9A10FF⟧⟦MSBT:0E00020003000000⟧⟦MSBT:0E00000003000400000000FF⟧ figürünü içine çektin ve
⟦MSBT:0E00000003000400FE9A10FF⟧⟦MSBT:0E00020005000000⟧⟦MSBT:0E00000003000400000000FF⟧ yeteneğini kopyaladın!",
Nfp.csv,8,CopiedSurprisingAbility,"⟦MSBT:0E00000003000400FE9A10FF⟧⟦MSBT:0E00020004000000⟧⟦MSBT:0E00000003000400000000FF⟧ figürünü içine çektin ve
⟦MSBT:0E00000003000400FE9A10FF⟧⟦MSBT:0E00020005000000⟧⟦MSBT:0E00000003000400000000FF⟧ yeteneğini kopyaladın!",
Nfp.csv,9,CopiedSpecialAbility,"⟦MSBT:0E00000003000400FE9A10FF⟧⟦MSBT:0E00020004000000⟧ ⟦MSBT:0E00000003000400000000FF⟧amiibo'sunu içine çektin ve
⟦MSBT:0E00000003000400FE9A10FF⟧özel ⟦MSBT:0E00020005000000⟧ ⟦MSBT:0E00000003000400000000FF⟧yeteneğini kopyaladın!",
Nfp.csv,10,CopiedAbilitySpecialDesign,"⟦MSBT:0E00000003000400FE9A10FF⟧⟦MSBT:0E00020004000000⟧⟦MSBT:0E00000003000400000000FF⟧ figürünü içine çektin ve
⟦MSBT:0E00000003000400FE9A10FF⟧özel tasarımlı⟦MSBT:0E00000003000400000000FF⟧ ⟦MSBT:0E00000003000400FE9A10FF⟧⟦MSBT:0E00020005000000⟧⟦MSBT:0E00000003000400000000FF⟧
yeteneğini kopyaladın!",
Nfp.csv,11,CopiedAbilitySpecialColor,"⟦MSBT:0E00000003000400FE9A10FF⟧⟦MSBT:0E00020004000000⟧⟦MSBT:0E00000003000400000000FF⟧ figürünü içine çektin ve
⟦MSBT:0E00000003000400FE9A10FF⟧renkli⟦MSBT:0E00000003000400000000FF⟧ ⟦MSBT:0E00000003000400FE9A10FF⟧⟦MSBT:0E00020005000000⟧⟦MSBT:0E00000003000400000000FF⟧
yeteneğini kopyaladın!",
Nfp.csv,12,CopiedRandomAbility,"Bir amiibo'yu içine çektin ve
rastgele ⟦MSBT:0E00000003000400FE9A10FF⟧⟦MSBT:0E00020005000000⟧⟦MSBT:0E00000003000400000000FF⟧
yeteneğini kopyaladın!",
Nfp.csv,13,GotItemMetaGo,"⟦MSBT:0E00000003000400FE9A10FF⟧⟦MSBT:0E00020003000000⟧⟦MSBT:0E00000003000400000000FF⟧ figüründen
⟦MSBT:0E00000003000400FE9A10FF⟧eşya⟦MSBT:0E00000003000400000000FF⟧ aldın!",
Nfp.csv,14,GotItemMetaGoUnknown,Bir amiibo'dan ⟦MSBT:0E00000003000400FE9A10FF⟧eşya⟦MSBT:0E00000003000400000000FF⟧ aldın!,
Nfp.csv,15,ErrorNotSupported,⟦MSBT:0E00000003000400FF4B32FF⟧amiibo⟦MSBT:0E00000003000400000000FF⟧ okunamadı.,
Nfp.csv,16,ErrorInvalidFormatVersion,Bu ⟦MSBT:0E00000003000400FF4B32FF⟧amiibo⟦MSBT:0E00000003000400000000FF⟧ desteklenmiyor.,
Nfp.csv,17,ErrorOther,⟦MSBT:0E00000003000400FF4B32FF⟧Bir hata⟦MSBT:0E00000003000400000000FF⟧ oluştu.,
Nfp.csv,18,ErrorUpdateRequired,"⟦MSBT:0E00000003000400FF4B32FF⟧NFC Okuyucu/Yazıcının⟦MSBT:0E00000003000400000000FF⟧
⟦MSBT:0E00000003000400FF4B32FF⟧güncellenmesi⟦MSBT:0E00000003000400000000FF⟧ gerekiyor.
Şimdi ⟦MSBT:0E00000003000400FF4B32FF⟧güncellensin mi⟦MSBT:0E00000003000400000000FF⟧?",
Nfp.csv,19,ErrorWifiOff,"⟦MSBT:0E00000003000400FF4B32FF⟧Kablosuz iletişim⟦MSBT:0E00000003000400000000FF⟧
⟦MSBT:0E00000003000400FF4B32FF⟧açık⟦MSBT:0E00000003000400000000FF⟧ olmalı.",
Nfp.csv,20,ErrorIrFunction,"Bir ⟦MSBT:0E00000003000400FF4B32FF⟧kızılötesi iletişim
hatası⟦MSBT:0E00000003000400000000FF⟧ oluştu. Sistemi yeniden
başlatıp tekrar dene.",
Nfp.csv,21,ErrorNfcTarget,"⟦MSBT:0E00000003000400FF4B32FF⟧NFC Okuyucu/Yazıcıyla⟦MSBT:0E00000003000400000000FF⟧
bağlantı kurulamadı.
Cihazı kapatıp aç,
sonra tekrar dene.",
Nfp.csv,22,InquiryInfomation,"⟦MSBT:0E000000020002005F00⟧Sorun devam ederse, lütfen
support.nintendo.com'u ziyaret et.⟦MSBT:0E000000020002006400⟧",
Nfp.csv,23,NoticeLimitation,"Kirby bir bölümde en fazla
⟦MSBT:0E00000003000400FF4B32FF⟧⟦MSBT:0E00020001000000⟧ kez amiibo içine çekebilir⟦MSBT:0E00000003000400000000FF⟧.
Tekrar denemek için önce
⟦MSBT:0E00000003000400FF4B32FF⟧bölümü tamamla⟦MSBT:0E00000003000400000000FF⟧.",
Nfp.csv,24,NoticeLimitationMetaGo,"Bir kayıt noktası başına en fazla
⟦MSBT:0E00000003000400FF4B32FF⟧⟦MSBT:0E00020001000000⟧ amiibo eşyası⟦MSBT:0E00000003000400000000FF⟧ alabilirsin.
Tekrar denemek için bir
⟦MSBT:0E00000003000400FF4B32FF⟧kayıt noktasına⟦MSBT:0E00000003000400000000FF⟧ ulaş.",
Nfp.csv,25,NoticeLimitationArena,"Kirby bir oyunda en fazla
⟦MSBT:0E00000003000400FF4B32FF⟧⟦MSBT:0E00020001000000⟧ kez amiibo içine çekebilir⟦MSBT:0E00000003000400000000FF⟧.
Bu amiibo'yu ⟦MSBT:0E00000003000400FF4B32FF⟧bir sonraki
oyunda⟦MSBT:0E00000003000400000000FF⟧ tekrar kullanabilirsin.",
