label,EU_Dutch,EU_English,EU_French,EU_German,EU_Italian,EU_Spanish,JP_Japanese,KR_Korean,US_English,US_French,US_Spanish,Turkish,note,status
DEMO_ENDING_2P_010,"Plots komen ze samen en...
zijn een heel stel Yoshi's opgelapt!","Suddenly, it comes together and
knits...a bunch of Yoshis back!","Soudain, la laine s'anime, se mêle et
s'entremêle... et revoilà les Yoshis !","Plötzlich vereinen sich die losen Fäden und...
Die Yoshis sind zurück!","Poi all'improvviso inizia a intrecciarsi e...
gli Yoshi riprendono le loro sembianze!","Pero de pronto coge forma y los
Yoshis vuelven a la normalidad.","⟦TAG:1:4:010100000000000000c0⟧
ほどけた⟦TAG:0:0:04000600513044306830⟧毛糸があつまって
⟦TAG:0:0:0200040082306830⟧元のヨッシーの⟦TAG:0:0:0200060059304c305f30⟧姿へと もどっていきます","풀린 털실이 모여
요시 친구들이 원래 모습을 되찾았어요!","Suddenly, it comes together and
knits...a bunch of Yoshis back!","Soudain, la laine s'anime, se mêle et
s'entremêle... et revoilà les Yoshi!","De pronto, comienza a tomar 
forma y... ¡los yoshis vuelven a 
la normalidad!","Birden hepsi bir araya geliyor ve...
bir sürü Yoshi'yi yeniden örüyor!",,translated-manual-multilang
DEMO_ENDING_2P_020,"⟦TAG:1:2:01cd⟧Hoe durven jullie de kleine koning
dit aan te doen?!",⟦TAG:1:2:01cd⟧How dare you do this to Young Master!,"⟦TAG:1:2:01cd⟧Comment osez-vous vous en prendre ainsi
à mon pauvre jeune maître !","⟦TAG:1:2:01cd⟧Wie könnt ihr dem jungen Herrn
so etwas antun?!?",⟦TAG:1:2:01cd⟧Come avete osato fare questo al signorino?,"⟦TAG:1:2:01cd⟧¡¿Cómo habéis podido hacerle
algo así al joven amo?!",⟦TAG:1:2:01cd⟧よっ、よくも ぼっちゃまをこんな⟦TAG:0:0:020002008130⟧目に！,"⟦TAG:1:2:01cd⟧도, 도련님에게 이게 무슨 짓이냐!",⟦TAG:1:2:01cd⟧How dare you do this to Young Master!,"⟦TAG:1:2:01cd⟧Comment osez-vous vous en prendre ainsi
à mon pauvre jeune maître?!","⟦TAG:1:2:01cd⟧¿¡Cómo se atreven a hacerle 
esto al amito!?","⟦TAG:1:2:01cd⟧Genç Efendi’ye bunu yapmaya
nasıl cüret edersiniz!",QA: Uzun altyazı ekran genişliğine göre yeniden bölündü,qa-reviewed
DEMO_ENDING_2P_025,⟦TAG:1:2:01cd⟧HIER ZULLEN JULLIE VOOR BOETEN!,⟦TAG:1:2:01cd⟧You WILL pay for this one day! EEEEK!,⟦TAG:1:2:01cd⟧Vous nous le paierez un jour ! AAAAAAH !,"⟦TAG:1:2:01cd⟧Dafür werdet ihr irgendwann
noch bezahlen!","⟦TAG:1:2:01cd⟧Un giorno ve la farò pagare cara!
Grrrrrr!","⟦TAG:1:2:01cd⟧¡AAARG! ¡Algún día pagaréis
por ello, que os quede claro!","⟦TAG:1:2:01cd⟧この⟦TAG:0:0:020002004b30⟧借りはいつか⟦TAG:0:0:020006004b306a308930⟧必ずおかえししてやる！！
キーーーーッ！！","⟦TAG:1:2:01cd⟧이 빚은 언젠가 반드시 갚아 주마!!
끼이익!!",⟦TAG:1:2:01cd⟧You WILL pay for this one day! EEEEK!,⟦TAG:1:2:01cd⟧Vous nous le paierez un jour! AAAAAAH!,⟦TAG:1:2:01cd⟧¡Pagarán por su atrevimiento!,"⟦TAG:1:2:01cd⟧Bir gün bunun BEDELİNİ
ÖDEYECEKSİNİZ! AAARG!",QA: Ünlem doğal Türkçe çığlık biçimine çevrildi | QA2: Çığlık doğal ve daha kısa biçime getirildi | QA3: Altyazı iki satıra bölündü,qa-reviewed
DEMO_ENDING_2P_030,"De Yoshi's keren weer terug naar
hun eiland en hun vredige leventjes.","Reunited, the Yoshis return to their
island, once more happy and cosy!","Enfin réunis, les Yoshis ravis retournent
à leur île et à leur vie douillette.","Und so kehren die Yoshis zurück auf
ihre endlich wieder friedliche Insel.","Finalmente riuniti, gli Yoshi fanno
ritorno alla loro isoletta.","Tras reunirse, los Yoshis vuelven
a su isla felices y contentos.","⟦TAG:1:4:010100000000000000c0⟧
⟦TAG:0:0:040006006a304b307e30⟧仲間を⟦TAG:0:0:020004005f305930⟧助けたヨッシーたちは
なかよく⟦TAG:0:0:0200040057307e30⟧島へと⟦TAG:0:0:020004004b304830⟧帰っていきました","친구들을 구한 요시 친구들은
사이좋게 섬으로 돌아갔어요.","Reunited, the Yoshis return to their
island, once more happy and cozy!","Enfin réunis, les Yoshi ravis retournent
à leur île et à leur vie douillette.","Juntos de nuevo, los yoshis 
regresan felices a su isla.","Yeniden bir araya gelen Yoshi'ler adalarına
dönüyor; yine mutlu ve sıcacıklar!",,translated-manual-multilang
DEMO_ENDING_2P_040,"Hopelijk denkt Baby Bowser nu eens
goed na over zijn daden...","Hopefully Baby Bowser will take some
time to think about what he's done...","Espérons que Bébé Bowser prendra le
temps de réfléchir à sa conduite...","Hoffentlich denkt Baby Bowser
darüber nach, was er angestellt hat...","E speriamo che Baby Bowser si
sia pentito di ciò che ha fatto...","Con un poco de suerte, Bebé Bowser
recapacitará sobre lo que ha hecho...","⟦TAG:1:4:01010000000000000000⟧
ベビィクッパも
⟦TAG:0:0:040008006f3093305b304430⟧反省してるといいのですが……","베이비쿠파도 반성을 하면
참 좋을 텐데 말이에요……","Hopefully Baby Bowser will take some
time to think about what he's done...","Espérons que Bébé Bowser prendra le
temps de réfléchir à sa conduite...","Esperemos que Bebé Bowser se 
dé cuenta de lo mal que 
se portó...","Umarız Bebek Bowser yaptıklarını
biraz düşünür...",QA2: Uzun altyazı kısaltıldı/yeniden bölündü,qa-reviewed
ENEMY_NAME__KIND_ENEMY002,Nipper Plant,Nipper Plant,Nipper,Möchtegern-Pflanze,Pianta Tenaglia,Blantita,プチパックン,새끼뻐끔,Nipper Plant,Nipper,Blantita,Nipper Bitkisi,,translated-manual-multilang
ENEMY_NAME__KIND_ENEMY003,Nipper Spore,Nipper Spore,Spore de Nipper,Möchtegern-Spore,Spora Tenaglia,Espora de Blantita,プチパックンのたね,새끼뻐끔의 씨앗,Nipper Spore,Nipper Spore,Espora de blantita,Nipper Sporu,,translated-manual-multilang
ENEMY_NAME__KIND_ENEMY004,Fluffy Phantom,Fluffy Phantom,Ectobarbus,Flauschphantom,Fantanuvola,Blantasma,モクモクオバケ,뭉게뭉게유령,Fluffy Phantom,Ectobarbus,Fantasmullido,Pofuduk Hayalet,,translated-manual-multilang
ENEMY_NAME__KIND_ENEMY005,Gusty,Gusty,Poisson,Tornadino,Folino,Fantáfago,つむじくん,바람도리,Gusty,Poisson,Fantáfago,Rüzgârcık,,translated-manual-multilang
ENEMY_NAME__KIND_ENEMY006,Koopa Troopa,Koopa Troopa,Koopa,Koopa,Koopa,Koopa,ノコノコ,엉금엉금,Koopa Troopa,Koopa,Koopa,Koopa Troopa,,translated-manual-multilang
ENEMY_NAME__KIND_ENEMY008,Koopa Paratroopa,Koopa Paratroopa,Paratroopa,Parakoopa,Paratroopa,Paratroopa,パタパタ,펄럭펄럭,Koopa Paratroopa,Paratroopa,Paratroopa,Koopa Paratroopa,,translated-manual-multilang
ENEMY_NAME__KIND_ENEMY010,Miss Cluck en Peeply's,Miss Cluck and Peeplys,Mama Cocotte et ses Pious,Gluckuhn und Pieplis,Coccò e Pyo Pyo,Clotilda con Lanuelos,コッコさんとヒヨコッコ,꼬꼬씨와 꼬꼬아리,Miss Cluck and Peeplys,Dame Cocotte et les Pious,Cascarronda y piopollines,Bayan Gıdak ve Cikcikler,,translated-manual-multilang
ENEMY_NAME__KIND_ENEMY016,Snoot,Snoot,Crachotis,Snuut,Sputsput,Escujín,プッくん,뿌뿌군,Snoot,Crachotin,Escujín,Snoot,,translated-manual-multilang
ENEMY_NAME__KIND_ENEMY018,Snag-Stitch,Snag-Stitch,Duracuir,Schnappnaht,Pedanastro,Lengancho,コワモテさん,험상씨,Snag-Stitch,Duracuir,Lengancho,İlmekapan,,translated-manual-multilang
ENEMY_NAME__KIND_ENEMY020,Flooff,Flooff,Flamillon,Flaumflamm,Fuocotone,Flamilo,ボンボンボー,화르르,Flooff,Flamillon,Flamilo,Pof Alev,,translated-manual-multilang
ENEMY_NAME__KIND_ENEMY022,Ruffin' Tumble,Ruffin' Tumble,Tourni-coton,Kullervogel,Rotoloccolo,Pelotilo,コロちゃん,데구리,Ruffin' Tumble,Tourni-coton,Piorrodón,Yuvarpof,,translated-manual-multilang
ENEMY_NAME__KIND_ENEMY026,Tap-Tap,Tap-Tap,Gros Bobo,Stego,Piombospino,Metalón,カチカチくん,철퇴머리,Tap-Tap,Gros Bobo,Metalón,Tap-Tap,,translated-manual-multilang
ENEMY_NAME__KIND_ENEMY027,Burt,Burt,Bélixo,Xilebo ,Goffry,Inflón,ドンブリ,덮밥,Burt,Bélixo,Inflón,Burt,,translated-manual-multilang
ENEMY_NAME__KIND_ENEMY028,Monty Mole,Monty Mole,Topi Taupe,Monty Maulwurf,Tantatalpa,Topo Monty,チョロプー,쪼르뚜,Monty Mole,Topi Taupe,Topo monty,Monty Mole,,translated-manual-multilang
ENEMY_NAME__KIND_ENEMY029,Frame Chomp,Frame Chomp,Arma'Chomp,Gitter-Kettenhund,Categnaccio Graticolato,Chomp Rejas,フレームワンワン,프레임멍멍이,Frame Chomp,Arma'Boulouf,Chomp armazón,Çerçeve Chomp,,translated-manual-multilang
ENEMY_NAME__KIND_ENEMY031,Cheep Cheep,Cheep Cheep,Cheep Cheep,Cheep-Cheep,Pesce Smack,Cheep Cheep,プクプク,뽀꾸뽀꾸,Cheep Cheep,Aquazo,Cheep cheep,Cheep Cheep,,translated-manual-multilang
ENEMY_NAME__KIND_ENEMY033,Pokey Pom,Pokey Pom,Pokey roulant,Pokey-Bommel,Rotospino,Pokey Pincho,コロコロサンボ,데굴데굴선인,Pokey Pom,Pokey roulant,Pokey cadillito,Ponpon Pokey,,translated-manual-multilang
ENEMY_NAME__KIND_ENEMY035,Gargantua Blargg,Gargantua Blargg,Blargg géant,Riesen-Feuer-Blargg,Immenso Blargg,Blargg Gigantón,ビッグウンババ（あか）,거대짜자잔(빨강),Gargantua Blargg,Maxi Blop Lava,Blarg gigante,Dev Blargg,,translated-manual-multilang
ENEMY_NAME__KIND_ENEMY036,Little Mouser,Little Mouser,Arato,Mini-Mauser,Squittix,Pequeño Mauser,チューさん,찍찍이,Little Mouser,Arato,Pequeño mauser,Minik Mouser,,translated-manual-multilang
ENEMY_NAME__KIND_ENEMY037,Fluffin' Puffin,Fluffin' Puffin,Cot-Coton,Flauschvogel,Sofficioccolo,Nubuelo,わたがーも,솜오리,Fluffin' Puffin,Cot-coton,Pioluche,Pofuduk Puffin,,translated-manual-multilang
ENEMY_NAME__KIND_ENEMY038,Burrbert,Burrbert,Skratchopode,Klettkäfer,Appiccispino,Peluspina,くっつきむし,찰싹벌레,Burrbert,Accropiko,Peluspina,Cırtbert,,translated-manual-multilang
ENEMY_NAME__KIND_ENEMY040,Bullet Bill,Bullet Bill,Bill Balle,Kugelwilli,Pallottolo Bill,Bill Bala,キラー,킬러,Bullet Bill,Bill Balle,Bill bala,Bullet Bill,,translated-manual-multilang
ENEMY_NAME__KIND_ENEMY040S,Bull's-Eye Bill,Bull's-Eye Bill,Auto Bill Balle,Treffer-Willi,Pallottolo Segugio,Bill Bala Buscador,サーチキラー,추적킬러,Bull's-Eye Bill,Bill chercheur,Bill bala buscador,Hedefçi Bill,,translated-manual-multilang
ENEMY_NAME__KIND_ENEMY040C,Woollet Bill,Woollet Bill,Phil Balle,Wolkenwilli,Pallottolo Fumante,Bill Lana,クラウドキラー,클라우드킬러,Woollet Bill,Phil Balle,Bill lana,Yünlü Bill,,translated-manual-multilang
ENEMY_NAME__KIND_ENEMY042,Lakitu,Lakitu,Lakitu,Lakitu,Lakitu,Lakitu,ジュゲム,김수한무,Lakitu,Lakitou,Lakitu,Lakitu,,translated-manual-multilang
ENEMY_NAME__KIND_ENEMY045,Frame Boo,Frame Boo,Arma'Boo,Gitter-Buu,Boo Graticolato,Boo Rejas,フレームテレサ,프레임부끄부끄,Frame Boo,Arma'Boo,Bú armazón,Çerçeve Boo,,translated-manual-multilang
ENEMY_NAME__KIND_ENEMY046,Fang,Fang,Fang,Spitzzahn,Pipistrillo,Colmiche,パサパサ,파닥파닥,Fang,Crocs,Colmiche,Fang,,translated-manual-multilang
ENEMY_NAME__KIND_ENEMY051,Wall Lakitu,Wall Lakitu,Lakitu planqué,Wand-Lakitu,Lakimuro,Lakitu Emparedado,かべあなジュゲム,벽구멍김수한무,Wall Lakitu,Lakitou embusqué,Lakitu emparedado,Duvar Lakitu,,translated-manual-multilang
ENEMY_NAME__KIND_ENEMY053,Bumpty,Bumpty,Pinboing,Pogo-Pinguin,Pinguobalzo,Amortigüino,ターくん,택군,Bumpty,Pinboing,Bambogüino,Bumpty,,translated-manual-multilang
ENEMY_NAME__KIND_ENEMY055,Goonie,Goonie,Albatros,Birdie,Gabby,Gavión,あほーどり,멍청새,Goonie,Albatros,Gavión,Goonie,,translated-manual-multilang
ENEMY_NAME__KIND_ENEMY056,Flightless Goonie,Flightless Goonie,Albatrosol,Boden-Birdie,Gabby senz'ali,Gavión Cabezón,あほーむし,멍청벌레,Flightless Goonie,Albatrosol,Gavión cabezón,Uçamayan Goonie,,translated-manual-multilang
ENEMY_NAME__KIND_ENEMY057,Skeleton Goonie,Skeleton Goonie,Albatr-Osseux,Skelett-Birdie,Skeletro Gabby,Gavión Esqueleto,ほねあほーどり,뼈닥멍청새,Skeleton Goonie,Albatr-Osseux,Gavión esqueleto,İskelet Goonie,,translated-manual-multilang
ENEMY_NAME__KIND_ENEMY058,Flightless Skeleton Goonie,Flightless Skeleton Goonie,Albatrosol-Osseux,Skelett-Boden-Birdie,Skeletro Gabby senz'ali,Gavión Calavera,ほねあほーむし,뼈닥멍청벌레,Flightless Skeleton Goonie,Albatrosol-Osseux,Gavión calavera,Uçamayan İskelet Goonie,,translated-manual-multilang
ENEMY_NAME__KIND_ENEMY060,Wik,Wik,Flâm,Kerzen-Schleimi,Gocciabonzo,Llama espectral,たまぼー,불그리,Wik,Bougille,Pabililo,Fitilcik,,translated-manual-multilang
ENEMY_NAME__KIND_ENEMY061,Lava Drop,Lava Drop,Goutte de lave,Lava-Schleimi,Magmagoccia,Gota de lava,ファイアおたま,파이어올챙이,Lava Drop,Goutte de lave,Gota de lava,Lav Damlası,,translated-manual-multilang
ENEMY_NAME__KIND_ENEMY062,Giant Nep-Enut,Giant Nep-Enut,Huba Huba,Riesen-Wasser-Blargg,Enorme Pos'Adone,Nep-Onut Gigantón,ビッグウンババ（あお）,거대짜자잔(파랑),Nep-Enut,Blop Aqua,Nep-onut,Dev Nep-Enut,,translated-manual-multilang
ENEMY_NAME__KIND_ENEMY063,Spray Fish,Spray Fish,Crach'eau,Spuckfisch,Pesce Spruzz,Pezpersor,てっぽーうお,물총고기,Spray Fish,Crach'eau,Pezpersor,Püskürten Balık,,translated-manual-multilang
ENEMY_NAME__KIND_ENEMY064,Hot Dog,Hot Dog,Hot Dog,Hotdog,Hot Dog,Chamuscán,ホットドッグん,핫도군,Hot Dog,Chiencho,Mechucho,Hot Dog,,translated-manual-multilang
ENEMY_NAME__KIND_ENEMY065,Fooly Flower,Fooly Flower,Persifleur,Fiesblume,Fiorbeffa,Malgarito,ニセフラワー,가짜플라워,Fooly Flower,Persifleur,Malvarita,Hileci Çiçek,,translated-manual-multilang
ENEMY_NAME__KIND_ENEMY066,Clawdaddy,Clawdaddy,Tournepince,Scherenschuft,Granchiasso,Barbagrejo,カニスキー,싹둑꽃게,Clawdaddy,Tournepince,Barbagrejo,Kıskaç Baba,,translated-manual-multilang
ENEMY_NAME__KIND_ENEMY069,Kamek,Kamek,Kamek,Kamek,Kamek,Kamek,カメック,마귀,Kamek,Kamek,Kamek,Kamek,,translated-manual-multilang
ENEMY_NAME__KIND_ENEMY071,Ukiki,Ukiki,Ukiki,Don Banano,Ukiki,Troncui,ウッキィ,몽숭이,Ukiki,Ukiki,Ukiki,Ukiki,,translated-manual-multilang
ENEMY_NAME__KIND_ENEMY074,Smooch Spider,Smooch Spider,Arakbiz,Schmatzspinne,Labbragno,Besaraña,チュッパイダー,쪽쪽파이더,Smooch Spider,Arach'bec,Besaraña,Öpücük Örümceği,,translated-manual-multilang
ENEMY_NAME__KIND_ENEMY075,Lunge Fish,Lunge Fish,Gobe Tout,Lippenwels,Acchiappesce,Pez Zampón,ノモズ,메귀,Lunge Fish,Gobe Tout,Bagregona,Yutan Yayın,,translated-manual-multilang
ENEMY_NAME__KIND_ENEMY080,Li'l Smooch Spider,Li'l Smooch Spider,Titarakbiz,Kleine Schmatzspinne,Labbragnetto,Besarañita,コチュッパイダー,쪽쪽파이더주니어,Li'l Smooch Spider,Titarach'bec,Besarañita,Minik Öpücük Örümceği,,translated-manual-multilang
ENEMY_NAME__KIND_ENEMY100,Shy Guy,Shy Guy,Maskass,Shy Guy,Tipo Timido,Shy Guy,ヘイホー,헤이호,Shy Guy,Maskache,Shy guy,Shy Guy,,translated-manual-multilang
ENEMY_NAME__KIND_ENEMY101,Hook Guy,Hook Guy,Maskrochet,Nadel Guy,Tipo Uncinetto,Guy Ganchillo,ハリホー,바늘호,Hook Guy,Maskrochet,Guy ganchillo,Kancacı Guy,,translated-manual-multilang
ENEMY_NAME__KIND_ENEMY102,Fly Guy,Fly Guy,Hélico Maskass,Fly Guy,Tipo Timidottero,Helicoguy,プロペラヘイホー,프로펠러헤이호,Fly Guy,Maskache hélico,Helicoguy,Uçan Guy,,translated-manual-multilang
ENEMY_NAME__KIND_ENEMY103,Boo Guy,Boo Guy,Boo Maskass,Buu Guy,Tipo Boo,Guy Boo,ゆーれいヘイホー,유령헤이호,Boo Guy,Boo Maskache,Guy bú,Boo Guy,,translated-manual-multilang
ENEMY_NAME__KIND_ENEMY104,Woozy Guy,Woozy Guy,Mass'salto,Salto Guy,Tipo Acrobata,Guy Acróbata,ムーンサルトヘイホー,공중회전헤이호,Woozy Guy,Maskache acrobate,Guy acróbata,Akrobat Guy,,translated-manual-multilang
ENEMY_NAME__KIND_ENEMY105,Stilt Guy,Stilt Guy,Maskéchass,High Shy Guy,Tipo Trampoli,ZancGuy,たけうまヘイホー,죽마헤이호,Stilt Guy,Maskéchasse,Guy en zancos,Sırık Guy,QA6: Stilt Guy adı daha doğru ve kısa Türkçeleştirildi,qa-reviewed
ENEMY_NAME__KIND_ENEMY108,Snifit,Snifit,Snifit,Snifit,Snifit,Olfiti,ムーチョ,무우쵸,Snifit,Maskrache,Olfiti,Snifit,,translated-manual-multilang
ENEMY_NAME__KIND_ENEMY111,Pharaoh Guy,Pharaoh Guy,Toutânmaskamon,Pharao Guy,Tutan Tipo,Guy Faraón,カーメンヘイホー,파라오헤이호,Pharaoh Guy,Toutânmaskamon,Guy faraón,Firavun Guy,,translated-manual-multilang
ENEMY_NAME__KIND_ENEMY112,Snow Guy,Snow Guy,Masglaglass,Schnee Guy,Tipo Nevoso,Esquiguy,ゆきだまヘイホー,눈덩이헤이호,Snow Guy,Maskache des neiges,Guy aterido,Kar Guy,,translated-manual-multilang
ENEMY_NAME__KIND_ENEMY113,Shy Guy-toren,Shy Guy Tower,Tour Maskass,Shy Guy-Turm,Torre di Tipi,Torre Shy Guy,タワーヘイホー,타워헤이호,Shy Guy Tower,Tour Maskache,Torre Shy guy,Shy Guy Kulesi,,translated-manual-multilang
ENEMY_NAME__KIND_ENEMY114,Ice Snifit,Ice Snifit,Glafit,Eis-Snifit,Snifit del ghiaccio,Olfiti nieve,アイスムーチョ,아이스무우쵸,Ice Snifit,Maskrache glacé,Olfiti gélido,Buz Snifit,,translated-manual-multilang
ENEMY_NAME__KIND_ENEMY116,Bomb Guy,Bomb Guy,Maskaboum,Bomb Guy,Tipo Bomba,BombGuy,ばくだんヘイホー,폭탄헤이호,Bomb Guy,Maskaboum,Guy bombardero,Bomba Guy,,translated-manual-multilang
ENEMY_NAME__KIND_ENEMY200,Piranha Plant,Piranha Plant,Plante Piranha,Piranha-Pflanze,Pianta Piranha,Planta Piraña,パックンフラワー,뻐끔플라워,Piranha Plant,Fleur Piranha,Planta piraña,Piranha Bitkisi,,translated-manual-multilang
ENEMY_NAME__KIND_ENEMY201,Wild Ptooie Piranha,Wild Ptooie Piranha,Plante Piranha sauvage,Spuck-Piranha-Pflanze,Pianta Canterina selvatica,Piraña Plantarina Salvaje,ポンキーパックン,빵키뻐끔,Wild Ptooie Piranha,Ptooie Piranha sauvage,Piraña petraña salvaje,Vahşi Ptooie Piranha,,translated-manual-multilang
ENEMY_NAME__KIND_ENEMY203,Stalking Piranha Plant,Stalking Piranha Plant,Piranha trotteuse,Pirsch-Piranha,Piranha vagante,Planta Piraña Acechadora,テクテクパックン,총총뻐끔,Stalking Piranha Plant,Piranha chasseuse,Piraña peatona,Takipçi Piranha Bitkisi,,translated-manual-multilang
ENEMY_NAME__KIND_ENEMY328,Monty Mole-stiksel,Monty Mole Patch,Écusson Topi Taupe,Monty-Maulwurf-Stickerei,Toppa di Tantatalpa,Parche Topo Monty,ペラペラチョロプー,팔랑팔랑쪼르뚜,Monty Mole Patch,Écusson Topi Taupe,Parche Topo monty,Monty Mole Yaması,,translated-manual-multilang
ENEMY_NAME__KIND_ENEMY340,Bullet Bill-stiksel,Bullet Bill Patch,Écusson Bill Balle,Kugelwilli-Stickerei,Toppa di Pallottolo Bill,Parche Bill Bala,ペラペラキラー,팔랑팔랑킬러,Bullet Bill Patch,Écusson Bill Balle,Parche Bill bala,Bullet Bill Yaması,,translated-manual-multilang
ENEMY_NAME__KIND_ENEMY341,Nipper Spore-stiksel,Nipper Spore Patch,Écusson spore de Nipper,Möchtegern-Sporen-Stickerei,Toppa di Spora Tenaglia,Parche espora de Blantita,ペラペラプチパックンのたね,팔랑팔랑새끼뻐끔의 씨앗,Nipper Spore Patch,Écusson Nipper Spore,Parche espora de Blantita,Nipper Sporu Yaması,,translated-manual-multilang
ENEMY_NAME__KIND_ENEMY342,Ruffin' Tumble-stiksel,Ruffin' Tumble Patch,Écusson Tourni-coton,Kullervogel-Stickerei,Toppa di Rotoloccolo,Parche Pelotilo,ペラペラコロちゃん,팔랑팔랑데구리,Ruffin' Tumble Patch,Écusson Tourni-coton,Parche Piorrodón,Yuvarpof Yaması,,translated-manual-multilang
ENEMY_NAME__KIND_BOSS02,Burt the Bashful,Burt the Bashful,Gros Bélixo,Boss Xilebo,Goffry Pallone Gonfiato,Don Inflón,ビッグドンブリ,거대덮밥,Burt the Bashful,Gros Bélixo,Inflonte el Tímido,Utangaç Burt,,translated-manual-multilang
ENEMY_NAME__KIND_BOSS03,Bunson the Hot Dog,Bunson the Hot Dog,Hot Dog le Brûlant,"Wurstl, der Hotdog",Hot Dog Fuocofacile,Chamuscán Guardián,ビッグホットドッグん,거대핫도군,Bunson the Hot Dog,Chôchô le caniculaire,Quincán el Mechucho,Bunsen Sosis,,translated-manual-multilang
ENEMY_NAME__KIND_BOSS04,Miss Cluck the Insincere,Miss Cluck the Insincere,Cotclaudette la Douillette,Mutter Gluckuhn,Cocca Coccò,Clotilda Malauva,ビッグコッコさん,거대꼬꼬씨,Miss Cluck the Insincere,Cotclaudette la douillette,Cascarronda la Maliciosa,Sahteci Bayan Gıdak,,translated-manual-multilang
ENEMY_NAME__KIND_BOSS05,Naval Piranha,Naval Piranha,Ultra Piranha,Audrey,Piranha Ombelico,Piraña Naval,ビッグパックン,거대뻐끔,Naval Piranha,Ultra Piranha,Piraña Fluvial,Göbek Piranha,,translated-manual-multilang
ENEMY_NAME__KIND_BOSS07,Baby Bowser,Baby Bowser,Bébé Bowser,Baby Bowser,Baby Bowser,Bebé Bowser,ベビィクッパ,베이비쿠파,Baby Bowser,Bébé Bowser,Bebé Bowser,Bebek Bowser,,translated-manual-multilang
ENEMY_NAME__KIND_BOSS08,Mega-Baby Bowser,Mega Baby Bowser,Méga Bébé Bowser,Mega-Baby-Bowser,Mega Baby Bowser,Mega Bebé Bowser,ビッグベビィクッパ,거대베이비쿠파,Mega Baby Bowser,Méga Bébé Bowser,Mega Bebé Bowser,Mega Bebek Bowser,,translated-manual-multilang
ENEMY_NAME__KIND_BOSS51,Big Montgomery,Big Montgomery,Topulente l'Impatiente,Monty der Große,Tantatalpona,Monty el Grande,ビッグチョロプー,거대쪼르뚜,Big Montgomery,Topulente la tapie,Monty el Grande,Büyük Montgomery,,translated-manual-multilang
ENEMY_NAME__KIND_BOSS52,Snifberg the Unfeeling,Snifberg the Unfeeling,Glafit le Givré,Eisberg-Snifit,Freddy il Freddoloso,Friolfiti el Gélido,ビッグアイスムーチョ,거대아이스무우쵸,Snifberg the Unfeeling,Glaskrache l'inflexible,Friolfiti el Entumido,Buz Gibi Snifberg,,translated-manual-multilang
ENEMY_NAME__KIND_BOSS53,Knot-Wing the Koopa,Knot-Wing the Koopa,Gigantroopa l'Irascible,Knotbert Parakoopa,Paratroopa Alagrande,Paratroopa Barrigón,ビッグパタパタ,거대펄럭펄럭,Knot-Wing the Koopa,Colonel Paratroopa,Paratroopa Alanudo,Düğümkanat Koopa,,translated-manual-multilang
BGM_NAME__001,Wollen Yoshi gaat op pad!,Yarn Yoshi Takes Shape!,Yoshi de laine s'en mêle,Woll-Yoshis Verstrickungen,Yoshi di lana entra in scena!,Yoshi entra en acción,⟦TAG:0:0:04000a0068304630583087304630⟧登場！あみぐるみヨッシー,등장! 털실 요시,Yarn Yoshi Takes Shape!,Yoshi de laine s'en mêle,Yoshi tejido entra en acción,İlmek İlmek Yün Yoshi!,,translated-manual-multilang
BGM_NAME__002,Het stuiterbos,Bounceabout Woods,Bois Boing-Boing,Wald der Hüpfbäume,Foresta Saltintesta,El bosque Rebotabota,トビハネの⟦TAG:0:0:0200040082308a30⟧森,트램펄린 숲,Bounceabout Woods,Ballet du Bondi-Bois,El bosque Rebotabota,Hopla Zıpla Ormanı,,translated-manual-multilang
BGM_NAME__003,Avontuur in de sponsgrot,Sponge Cave Spelunking,Périlleuses grottes poreuses,Schwammschlacht,Scavando nella grotta spugnosa!,Esponjología textil,ほ～れほれ！スポンジのどうくつ,파고 또 파고! 스펀지 동굴,Sponge Cave Spelunking,Périlleuses grottes poreuses,Esponjología textil,Sünger Mağarada Macera!,,translated-manual-multilang
BGM_NAME__005,Wollige windmolenweide,Knitty-Knotty Windmill Hill,Méli-mélo de mailles en l'air,Wollwindmühlenhügel,Collina dei mulini a maglia,Más vale lana que viento,あみあみ⟦TAG:0:0:040008007530463057308330⟧風車のおか,뜨개 풍차 언덕,Knitty-Knotty Windmill Hill,Méli-mélo de mailles en l'air,Colinas de los molinos destejidos,Düğüm Düğüm Değirmen,QA: Bölüm adıyla terim tutarlılığı sağlandı,qa-reviewed
BGM_NAME__006,Bommen en boomstammen,Shy But Deadly,Boum et boum et gros ramdam,Shy Guys mit Sprengwolle,Incontri esplosivi,Un encuentro explosivo,どかどかドッカーン！,펑펑 포화 속으로!,Shy but Deadly,Rabais sur les bombes!,Un encuentro explosivo,Utangaçlar Bomba Gibi!,,translated-manual-multilang
BGM_NAME__007,Clawdaddy-kust,Clawdaddy Beach,Tournepince-sur-Mer,Herumgekrebse am Strand,Lido Chela d'oro,Cala Cangrejo,カニカニビ～チ,싹둑꽃게 비치,Clawdaddy Beach,Tournepince-sur-mer,Costa Pinza,Kıskaç Baba Sahili,,translated-manual-multilang
