file,id,offset,original,translation
05/05_050170.xs,text000005,258,"<T><M1/1/1>Much appreciated! Yes, many of the officers
are buying toys for their children now their
extra shifts are over.","<T><M1/1/1>Çok naziksiniz! Evet, ek mesaileri
bittiği için pek çok polis memuru
şimdi çocuklarına oyuncak alıyor."
05/05_050170.xs,text000006,381,レミ,Emmy
05/05_050170.xs,text000007,386,"<T><M4/1/3>Well, that seems a bit premature considering
the case hasn't been solved yet.","<T><M4/1/3>Dava henüz çözülmemişken
bu biraz erken değil mi?"
05/05_050170.xs,text000008,475,"<T><M3/1/2>Oh, apple of my eye! Forgive me! My
selection may be better than ever, but I can
conceive of no gift to parallel your beauty!","<T><M3/1/2>Ah, gözümün bebeği! Affet beni! Seçkim hiç
olmadığı kadar iyi olabilir ama güzelliğinle
boy ölçüşecek bir hediye düşünemiyorum!"
05/05_050170.xs,text000009,612,"<T><M5/1/4>Yes, all right, nice to see you too,
Jean-Paul.<W> Hmm? Professor, what is it?","<T><M5/1/4>Evet, tamam, seni de görmek güzel,
Jean-Paul.<W> hımm? Profesör, ne oldu?"
05/05_050170.xs,text000010,702,"<T><M4/2/1>That the police are no longer working extra
shifts shows that they're sure they have
their man.","<T><M4/2/1>Polisin artık ek mesai yapmaması,
adamlarını yakaladıklarından
emin olduklarını gösteriyor."
05/05_050170.xs,text000011,809,"<T><M3/1/1>If they're completely convinced that Dalston
is the real criminal, we're just going to have
to prove them wrong.","<T><M3/1/1>Dalston'ın gerçek suçlu olduğuna
tamamen ikna oldularsa, biz
de yanıldıklarını kanıtlamalıyız."
05/05_050170.xs,text000012,933,"<T><M3/1/2>That silken hair, those hypnotic eyes. And
that...<W15>flavescent jacket! Every aspect of you
is perfection!","<T><M3/1/2>O ipeksi saçlar, o hipnotize eden
gözler. Ve Şu...<W15>sarımsı ceket!
Senin her halin mükemmellik!"
05/05_050180.xs,text000000,0,グロリア,Gloria
05/05_050180.xs,text000001,9,"<T><M2/2/1>Hershel, lad! Did you hear that the police
made an arrest?","<T><M2/2/1>Hershel, evlat! Polisin birini
tutukladığını duydun mu?"
05/05_050180.xs,text000002,79,レイトン,Layton
05/05_050180.xs,text000003,88,<T>Yes. They're questioning Dalston right now.,<T>Evet. şu anda Dalston'ı sorguluyorlar.
05/05_050180.xs,text000004,135,"<T><M3/1/2>I don't believe it for a minute! I've known
that boy most of his life and he wouldn't
hurt a fly!","<T><M3/1/2>İnanmıyorum! O çocuğu
ömrümün çoğunda tanırım
ve sineğe bile zarar vermez!"
05/05_050180.xs,text000005,244,"<T><M4/2/1>I'm completely on your side, Gloria.
Unfortunately, the police seem quite
convinced.","<T><M4/2/1>Tamamen seninleyim, Gloria.
Ne yazık ki polis buna
oldukça emin görünüyor."
05/05_050180.xs,text000006,340,"<T>Oh they are, are they? Well I'm going down
to that city hall right this instant to give
those twits a piece of my mind!","<T>Öyle miymiş? O zaman hemen
şimdi belediyeye gidip o ahmakların
ağzına lafımı vereceğim!"
05/05_050180.xs,text000007,463,"<T><M2/2/1>Calm down, Gloria, please. My friends and
I are gathering evidence that should clear
Dalston's name.","<T><M2/2/1>Sakin ol, Gloria, lütfen. Ben ve
arkadaşlarım Dalston'ın adını
temize çıkaracak delil topluyoruz."
05/05_050180.xs,text000008,575,"<T><M2/1/2>Calm down, you say? The only thing that
might stop my blood boiling is <M1/1/1>working on
a puzzle!","<T><M2/1/2>Sakin ol diyorsun ha? Kanimin
durulmasının tek yolu <M1/1/1>bir
bulmaca çözmek olabilir!"
05/05_050180.xs,text000009,686,"<T><M3/1/2>Eat your greens and finish your puzzles!
I know your parents raised you better than
that!","<T><M3/1/2>Yeşilliklerini ye ve bulmacalarını
bitir! Anne baban seni bundan
daha iyi yetiştirdi, biliyorum!"
05/05_050180.xs,text000010,787,"<T><M3/1/2>Whatever else might be said about them, the
Dalstons did not raise a criminal. They
raised a shrewd businessman!","<T><M3/1/2>Onlar hakkında ne denirse densin,
Dalstonlar bir suçlu yetiştirmedi.
Onlar kurnaz bir iş adamı yetiştirdi!"
05/05_050180.xs,text000011,911,"<T><M1/2/1>All right, that let off some steam. But still,
I feel sorry for Alphonse, the poor dear!<M1/1/2>","<T><M1/2/1>Tamam, bu biraz içimi rahatlattı. Ama yine
de, Zavallı Alphonse'a acıyorum, canım!<M1/1/2>"
05/05_050180.xs,text000012,1019,"<T><M5/2/1>Some evidence at the scene appears to
point to Dalston, but he isn't the culprit -
I'm certain of it.","<T><M5/2/1>Olay yerindeki bazı deliller
Dalston'ı işaret ediyor, ama
o değil - bundan eminim."
05/05_050180.xs,text000013,1132,"<T><M2/1/1>Of course he's not. You're such a sensible
lad, Hershel.","<T><M2/1/1>Elbette değil. Sen ne kadar
mantıklı bir evlatsın, Hershel."
05/05_050180.xs,text000014,1200,"<T><M3/1/1>Well, if the police won't do their job, we'll
just have to take care of it ourselves. I'll
keep an eye out for the real criminal!","<T><M3/1/1>Eğer polis işini yapmıyorsa, biz
kendimiz halletmek zorundayız. Ben asıl
suçluyu gözümden kaçırmayacağım!"
05/05_050180.xs,text000015,1341,"<T><M3/1/2>It's a pity that Alphonse looks so rugged.
That child's always been misunderstood.","<T><M3/1/2>Alphonse'un bu kadar sert görünmesi
yazık. O çocuk hep yanlış anlaşılmıştır."
05/05_050190.xs,text000000,0,シャロア,Angela
05/05_050190.xs,text000001,9,"<T><M8/1/1>Hershel! The police have told us they won't
be releasing Dalston any time soon! Henry
and I can finally breathe a sigh of relief.","<T><M8/1/1>Hershel! Polis bize Dalston'ı yakında
serbest bırakmayacaklarını söyledi! Henry
ve ben sonunda rahat bir nefes alabiliriz."
05/05_050190.xs,text000002,150,レイトン,Layton
05/05_050190.xs,text000003,159,"<T>Angela, Dalston is innocent. ","<T>Angela, Dalston suçsuz."
05/05_050190.xs,text000004,192,"<T><M4/1/1>What? Don't be silly.<W> You know as well as I
that Dalston wanted to ruin Henry and take
over the town!","<T><M4/1/1>Ne? Saçmalama.<W> Dalston'ın Henry'i
mahvetmek ve kasabayı ele geçirmek
istediğini sen de benim kadar iyi biliyorsun!"
05/05_050190.xs,text000005,308,"<T><M4/2/1>I'm surprised you would make such a claim
without having any evidence to support your
accusation, Angela. That isn't like you.","<T><M4/2/1>Suçlamanı destekleyecek hiçbir kanıt
olmadan böyle bir iddiada bulunmana
şaşırdım, Angela. Bu sana yakışmıyor."
05/05_050190.xs,text000006,446,"<T><M7/1/1>I...<W> You're right, of course. I'm sorry. I'm
just very protective of Henry.","<T><M7/1/1>Ben...<W> Elbette haklısın. Özür dilerim.
Sadece Henry'i çok koruyorum."
05/05_050190.xs,text000007,536,"<T>I understand that. Right now, I am trying to
prove that Dalston is innocent.","<T>Bunu anlıyorum. şu anda Dalston'ın
suçsuz olduğunu kanıtlamaya çalışıyorum."
05/05_050190.xs,text000008,616,"<T><M7/1/1>But if the real criminal is still at large, then
there could be another incident tonight!","<T><M7/1/1>Ama gerçek suçlu hâlâ dışarıdaysa,
bu gece bir olay daha olabilir!"
05/05_050190.xs,text000009,717,"<T><M2/1/1>We must do something before more fall
victim to this madman!","<T><M2/1/1>Daha fazla kişi bu delinin kurbanı
olmadan bir şey yapmalıyız!"
05/05_050190.xs,text000010,789,"<T><M2/2/1>We're going now to speak to the police.
They need to realise the mistake they have
made.","<T><M2/2/1>Şimdi polisle konuşmaya
gidiyoruz. Yaptıkları hatayı
fark etmeleri gerekiyor."
05/05_050190.xs,text000011,889,"<T><M8/1/1>I'll try talking to Henry as well. He may be
able to use his influence to help.","<T><M8/1/1>Ben de Henry ile konuşmayı deneyeceğim.
Belki nüfuzunu kullanıp yardımcı olabilir."
05/05_050190.xs,text000012,980,"<T><M2/1/1>If only Dalston hadn't acted so suspiciously,
we could have avoided this mess.","<T><M2/1/1>Dalston bu kadar şüpheli davranmasaydı,
bu karmaşadan kaçınabilirdik."
05/05_050200.xs,text000000,0,ポリス,Polis
05/05_050200.xs,text000001,7,"<T><M4/1/1>Hello again, Professor Layton.","<T><M4/1/1>Tekrar merhaba, Profesör Layton."
05/05_050200.xs,text000002,49,"<T><M3/1/1>Before you go in, I'm to tell you that the
questioning of the suspect in the Masked
Gentleman case is underway.","<T><M3/1/1>İçeri girmeden önce şunu söylemem
gerekiyor: Maskeli Beyefendi davasındaki
şüphelinin sorgusu başlamış durumda."
05/05_050200.xs,text000003,172,レイトン,Layton
05/05_050200.xs,text000004,181,"<T>And that suspect would be Alphonse
Dalston, correct?","<T>Ve o şüpheli Alphonse
Dalston, doğru mu?"
05/05_050200.xs,text000005,237,"<T><M2/1/1>Spot on, sir. Chief Inspector Sheffield and
Detective Bloom are grilling him as we
speak.","<T><M2/1/1>Aynen öyle, efendim. Başmüfettiş
Sheffield ve Dedektif Bloom
şu anda onu sıkıştırıyor."
05/05_050200.xs,text000006,338,"<T><M3/1/1>You've been cleared, so please go on in.","<T><M3/1/1>İzniniz çıktı, buyurun içeri geçin."
05/05_050200.xs,text000007,390,"<T><M3/1/1>Chief Inspector Sheffield and Detective
Bloom are questioning the suspect. They're
in the briefing room at the back. ","<T><M3/1/1>Başmüfettiş Sheffield ve Dedektif
Bloom şüpheliyi sorguluyor.
Arka taraftaki brifing odasındalar."
05/05_050210.xs,text000000,0,オルトビルセン,Rhys Williams
05/05_050210.xs,text000001,15,"<T>Hello, Layton! Well! Who'd have thought the
mastermind would be one of our most
upright citizens? Funny old world.","<T>Merhaba, Layton! Vay be! Planı kuranın
en dürüst vatandaşlarımızdan biri
olacağını kim düşünürdü? Dünya tuhaf."
05/05_050210.xs,text000002,133,"<T>It's beyond me, really it is. But at least we'll
have some peace again in our City of
Miracles.","<T>Aklım almıyor doğrusu. Ama en
azından Mucizeler Şehrimizde
yeniden huzur olacak."
05/05_050210.xs,text000003,232,"<T><M2/1/1>Of course, we do appreciate all the help
you've given us in the investigation. Tidy
work. First-rate!","<T><M2/1/1>Elbette, soruşturmada bize
verdiğiniz tüm yardım için
minnettarız. Tertemiz iş. Birinci sınıf!"
05/05_050210.xs,text000004,345,"<T><M3/1/2>I'm supposed to be cleaning up here, but
I can't get this puzzle out of my head. Give
us a hand, would you?","<T><M3/1/2>Burayı temizlemem gerekiyor
ama şu bulmacayı aklımdan
çıkaramıyorum. Bir el atar mısınız?"
05/05_050210.xs,text000005,464,"<T><M1/1/2>Oh drat! I thought you'd have that one
solved in a jiffy!","<T><M1/1/2>Ah kahretsin! Onu hemen
çözeceğinizi sanmıştım!"
05/05_050210.xs,text000006,533,"<T><M3/1/2>I just can't concentrate on getting the
clean-up organised until I find a solution to
this puzzle. This might take a while...","<T><M3/1/2>Bu bulmacaya bir çözüm bulana
kadar temizliği organize etmeye
odaklanamıyorum. Bu biraz sürebilir..."
05/05_050210.xs,text000007,670,"<T><M1/1/1>Ha ha, there! I knew a sharp fellow like you
would have no trouble with my little chess
problem!","<T><M1/1/1>Ha ha, işte! Senin gibi zeki birinin
benim küçük satranç problemimde
zorlanmayacağını biliyordum!"
05/05_050210.xs,text000008,778,レイトン,Layton
05/05_050210.xs,text000009,787,"<T>Have you heard anything about the
investigation from the chief inspector?","<T>Başmüfettişten soruşturmayla
ilgili bir şey duydunuz mu?"
05/05_050210.xs,text000010,864,"<T>All I heard was that Dalston's our man and
we'll find out the whys and wherefores when
he's questioned.","<T>Duyduğum tek şey, Dalston'ın
adamımız olduğu ve nedenlerini, neler
olduğunu sorgulanınca öğreneceğimiz."
05/05_050210.xs,text000011,971,"<T><M2/1/1>I'm sure Sheffield would be pleased to have
your keen insight on board during the
interrogation.","<T><M2/1/1>Sheffield, sorgu sırasında
keskin sezgilerinizin katkısından
memnun olurdu eminim."
05/05_050210.xs,text000012,1079,"<T><M3/1/1>Thank you, Mr Mayor.","<T><M3/1/1>Teşekkür ederim, Bay Belediye Başkanı."
05/05_050210.xs,text000013,1111,"<T>Whew! With the criminal caught, fingers
crossed we won't be knee-deep in
paperwork and red tape any more!","<T>Oh! Suçlu yakalandıysa,
umarım artık diz boyu evrak
ve bürokrasi içinde kalmayız!"
05/05_050220.xs,text000000,0,グロスキー,Grosky
05/05_050220.xs,text000001,11,"<T><M2/1/1>Hrmph... I haven't been able to wring a
confession out of this Dalston chap... Are
you sure he's our man?!","<T><M2/1/1>Hıh... Şu Dalston denen
heriften itiraf koparamadım...
Emin misiniz adamımız o mu?!"
05/05_050220.xs,text000002,129,レイトン,Layton
05/05_050220.xs,text000003,138,"<T><M1/2/1>Alphonse Dalston is innocent, Inspector.
The Masked Gentleman will appear tonight,
just as he said he would.","<T><M1/2/1>Alphonse Dalston masum,
Müfettiş. Maskeli Beyefendi bu
gece, dediği gibi ortaya çıkacak."
05/05_050220.xs,text000004,258,ルーク,Luke
05/05_050220.xs,text000005,265,"<T><M4/2/1>That's right! Mr Dalston's got too much
invested in Monte d'Or. It doesn't make
sense!","<T><M4/2/1>Aynen! Bay Dalston Monte
d'Or'a çok fazla yatırım
yaptı. Hiç mantıklı değil!"
05/05_050220.xs,text000006,363,"<T><M5/2/1>Tingly Town is the next target. Unless
something is done to prevent it, there will
be another incident tonight.","<T><M5/2/1>Sıradaki hedef Tingly Town. Bunu
önlemek için bir şey yapılmazsa,
bu gece yine bir olay olacak."
05/05_050220.xs,text000007,486,<T><M2/1/1>Not on my watch!,<T><M2/1/1>Ben görevdeyken asla!
05/05_050220.xs,text000008,514,<T>We need to talk to the chief inspector.,<T>Başmüfettişle konuşmamız gerekiyor.
05/05_050220.xs,text000009,557,"<T><M4/2/1>He believes he has the culprit and has
already put the patrol officers back on their
regular schedule.","<T><M4/2/1>Suçluyu yakaladığını düşünüyor
ve devriye memurlarını şimdiden
normal düzenlerine döndürdü."
05/05_050220.xs,text000010,671,"<T><M4/1/1>Then hurry along to the briefing room!
They're about to start!","<T><M4/1/1>O halde brifing odasına çabuk
gidin! Başlamak üzereler!"
05/05_050220.xs,text000011,745,"<T><M2/1/1>So you say Dalston's innocent, eh? <W30>Ha!
That explains why he was so adamant, even
after I gave him a good tickling!","<T><M2/1/1>Yani Dalston masum diyorsun, ha? <W30>Ha!
Demek bu yüzden bu kadar inatçıydı, ona
güzelce gıdıklama yaptıktan sonra bile!"
05/05_050225.xs,text000000,0,ミカ,Mika
05/05_050225.xs,text000001,5,"<T>I heard they made an arrest, but then I
remembered it was our police force...<M3/2/1>so
they're bound to have fouled it up.","<T>Birini tutukladıklarını duydum ama sonra bizim
polis teşkilatı olduğunu hatırladım...<M3/2/1>yani
kesin bir yerlerde batırmışlardır."
05/05_050225.xs,text000002,132,レミ,Emmy
05/05_050225.xs,text000003,137,"<T><M3/2/2>Oh, come on. Are they really that bad?",<T><M3/2/2>Hadi ama. Gerçekten o kadar mı kötüler?
05/05_050225.xs,text000004,187,"<T><M2/1/1>Let's just say that this wouldn't be the first
false arrest in Monte d'Or. It wouldn't even
be the 50th.","<T><M2/1/1>Şöyle diyeyim: Monte d'Or'da
bu ilk yanlış tutuklama olmaz.
Hatta elliincisi bile olmayabilir."
05/05_050225.xs,text000005,303,"<T><M2/2/1>Last time they got their man, this tile pattern
was still in style.","<T><M2/2/1>En son doğru adamı yakaladıklarında,
bu karo desenleri hâlâ modaydı."
05/05_050225.xs,text000006,382,<T><M2/1/2>Pfff... What time is it? Can I go home yet?,"<T><M2/1/2>Poff... Saat kaç oldu?
Eve gidebilir miyim artık?"
05/05_050225.xs,text000007,437,"<T><M2/2/1>The pattern might not be in style any more,
but I do like the colour scheme.","<T><M2/2/1>Desen artık moda olmayabilir
ama renk uyumunu seviyorum."
05/05_050225.xs,text000008,525,"<T><M1/1/1>Hey, you solved it. But as I was saying,
seems like the police are a bit too quick to
make an arrest and call it a day.","<T><M1/1/1>Hey, çözdün. Ama dediğim gibi,
görünen o ki polis biraz fazla hızlı
birini tutuklayıp günü kapatıyor."
05/05_050225.xs,text000009,656,"<T>So Dalston was at the scene of the crime.
Well, there's a surprise. So was everyone
else! <M3/2/2>It could've been anyone!","<T>Dalston suç mahallindeymiş.
Vay, ne sürpriz. Herkes
oradaydı zaten! <M3/2/2>Her kim olabilir!"
05/05_050225.xs,text000010,782,レイトン,Layton
05/05_050225.xs,text000011,791,"<T>True... We were there as well. It would have
been easy to disappear into the crowd.","<T>Doğru... Biz de oradaydık. Kalabalığa
karışıp kaybolmak kolay olurdu."
05/05_050225.xs,text000012,878,"<T><M2/1/1>If just being there counts as evidence, you
could arrest half the city!","<T><M2/1/1>Sırf orada olmak kanıt sayılıyorsa,
şehrin yarısını tutuklayabilirsiniz!"
05/05_050225.xs,text000013,961,"<T><M1/1/2>I don't have nearly enough help here at the
city hall. How am I supposed to get home
and redecorate my living room?","<T><M1/1/2>Belediyede yeterince yardımım
yok. Eve gidip salonumu nasıl
yeniden dekore edeceğim?"
05/05_050230.xs,text000000,0,ブルーマイル,Bloom
05/05_050230.xs,text000001,13,"<T>Professor Layton, glad you could make it.
We were about to continue the interrogation.","<T>Profesör Layton, geldiğinize sevindik.
Sorguya devam etmek üzereydik."
05/05_050230.xs,text000002,103,レイトン,Layton
05/05_050230.xs,text000003,112,<T>May we sit in?,<T>Yanınızda oturabilir miyiz?
05/05_050230.xs,text000004,130,"<T><M3/1/1>Please do. The more sets of eyes we have
on our suspect, the better our chances of
catching him out if he's hiding something.","<T><M3/1/1>Elbette. Şüphelimizi ne kadar çok
gözle izlersek, bir şey saklıyorsa onu
açığa çıkarmamız o kadar kolay olur."
05/05_050230.xs,text000005,267,シバロフ,Sheffield
05/05_050230.xs,text000006,276,"<T>All right, Dalston, let's make this quick:
<M2/1/1>why'd you do it?","<T>Pekâlâ, Dalston,
uzatmayalım: <M2/1/1>neden yaptın?"
05/05_050230.xs,text000007,347,ダルストン,Dalston
05/05_050230.xs,text000008,358,"<T>For crying out loud, it's not me! Shouldn't
you be out looking for clues or something
instead of harassing me?","<T>Allah aşkına, ben değilim! Siz
de beni taciz etmek yerine dışarı
çıkıp ipucu falan arasanıza!"
05/05_050230.xs,text000009,472,"<T>The old {''}I'm innocent{''} routine, eh? Well,
tough guy, we know you used a horse-drawn
cart in the statues trick.","<T>{''}Masumum{''} numarası yani? Peki.
Sert çocuk, heykel numarasında
atlı bir araba kullandığını biliyoruz."
05/05_050230.xs,text000010,592,"<T><M3/1/1>A racing chariot, to be precise. We found
tracks all over the scene.","<T><M3/1/1>Daha doğrusu bir yarış arabası. Olay
yerinin her tarafında izler bulduk."
05/05_050230.xs,text000011,672,"<T>So what was it for? Your getaway? Your
accomplices? What was it?","<T>Peki ne içindi? Kaçışın için mi? Yoksa
suç ortakların için mi? Ne içindi?"
05/05_050230.xs,text000012,740,"<T>Tell us what you did and who helped, and
<M2/1/1>the judge might go easy on you.","<T>Ne yaptığını ve kimlerin yardım ettiğini
söyle, <M2/1/1>hâkim belki sana daha hafif davranır."
05/05_050230.xs,text000013,824,"<T><M3/1/1>I don't know what you're talking about!
I didn't do anything!","<T><M3/1/1>Ne dediğinizden haberim yok!
Ben hiçbir şey yapmadım!"
05/05_050230.xs,text000014,897,"<T><M3/1/1>Cut the act, Dalston! You've got a chariot
and we found tracks from a chariot plastered
all over the scene!","<T><M3/1/1>Kes rol yapmayı, Dalston! Bir
araban var ve olay yerinin her
yerinde araba izleri bulduk!"
05/05_050230.xs,text000015,1016,"<T>I have a chariot, but it's not the only chariot
in town. Maybe you should talk to the man
who runs the racecourse.","<T>Bir arabam var ama şehirdeki tek
araba bu değil. Belki de hipodromu
işleten adamla konuşmalısın."
05/05_050230.xs,text000016,1134,"<T><M2/1/1>What would I gain by scaring people from
the town anyway? I depend on tourists!","<T><M2/1/1>Zaten insanları şehirden kaçırmak bana
ne kazandırır? Ben turistlere bağlıyım!"
05/05_050230.xs,text000017,1225,"<T>All right, Dalston. We can do it the hard
way.","<T>Pekâlâ, Dalston. O
zaman zor yoldan gideriz."
05/05_050230.xs,text000018,1275,"<T><M2/1/1>We've already spoken to the manager of the
racecourse, and he said he hasn't noticed
any of the chariots going missing.","<T><M2/1/1>Hipodrom müdürüyle konuştuk
bile; bize hiçbir arabanın
kaybolduğunu fark etmediğini söyledi."
05/05_050230.xs,text000019,1406,"<T>Those things aren't cheap. And let me tell
you, there's no one else in Monte d'Or who
owns a private chariot.","<T>O şeyler ucuz değil. Üstelik sana
söyleyeyim, Monte d'Or'da özel
arabası olan başka kimse yok."
05/05_050230.xs,text000020,1519,"<T>We've also got your motive: jealousy!
Mrs Ledore rejected your proposal, so you
want revenge on Mr Ledore.","<T>Motivin de var: kıskançlık! Bayan
Ledore teklifini reddetti, sen de
Bay Ledore'dan intikam istiyorsun."
05/05_050230.xs,text000021,1629,"<T><M1/1/1/45>You couldn't accept that a former butler got
rich and married your woman. Mr Ledore
told us all about it. ","<T><M1/1/1/45>Eski bir uşağın zengin olup sevdiğin
kadınla evlenmesini kabullenemedin.
Bay Ledore bize her şeyi anlattı."
05/05_050230.xs,text000022,1750,<T><M1/1/1/45>Ledore said that? Rotten little...,<T><M1/1/1/45>Ledore bunu mu dedi? Şerefsiz küçük...
05/05_050230.xs,text000023,1799,"<T>Detective Bloom, can we really say with
such certainty that the tracks incriminate
Dalston?","<T>Dedektif Bloom, gerçekten bu
izlerin Dalston'ı suçladığını bu
kadar kesin söyleyebilir miyiz?"
05/05_050230.xs,text000024,1894,"<T>Well, the fact remains that they belonged to
a chariot, and the chariot was used to
deposit some deceptively lifelike statues.","<T>Gerçek şu ki izler bir arabaya ait ve o
araba, aldatıcı derecede canlı görünen
heykelleri bırakmak için kullanılmış."
05/05_050230.xs,text000025,2024,"<T><M6/2/1/45>No doubt the trick relied upon crowd
mentality. People quickly turned hysterical.","<T><M6/2/1/45>Şüphesiz numara kalabalık psikolojisine
dayanıyordu. İnsanlar hemen histeriye kapıldı."
05/05_050230.xs,text000026,2120,"<T>If one person were, say, to feign illness,
a crowd would form. This would keep the
audience concerned and distracted.","<T>Diyelim ki biri hastalanmış gibi yapsa,
hemen bir kalabalık toplanır. Bu da
izleyiciyi endişeli ve dikkati dağılmış tutar."
05/05_050230.xs,text000027,2241,"<T><M2/1/1>Exactly. And during this time, other
accomplices could do as they wish, such as
wheeling in statues on a cart.","<T><M2/1/1>Aynen. Bu sırada diğer suç ortakları
da istedikleri gibi hareket edip örneğin
heykelleri bir arabayla içeri sokabilir."
05/05_050230.xs,text000028,2363,"<T>With the statues in place, these accomplices
could easily start screaming that the people
had been turned to stone.","<T>Heykeller yerleştirilince, bu ortaklar
insanların Taşa dönüştüğünü söyleyip
kolayca bağırmaya başlayabilir."
05/05_050230.xs,text000029,2482,"<T><M4/2/1/45>Which would trigger panic. The worried
crowd promptly forgets about the first
afflicted individual and tries to flee.","<T><M4/2/1/45>Bu da paniği tetikler. Endişeli
kalabalık ilk 'hasta' kişiyi hemen
unutur ve kaçmaya çalışır."
05/05_050230.xs,text000030,2614,"<T>And as they flee, they no doubt see several
of these statues, which intensifies their
fear.","<T>Kaçarken de elbette bu
heykellerden birkaçını görürler;
bu da korkularını daha da artırır."
05/05_050230.xs,text000031,2709,"<T><M3/1/1>I couldn't have said it better, Professor.","<T><M3/1/1>Daha iyi anlatılamazdı, Profesör."
05/05_050230.xs,text000032,2763,ルーク,Luke
05/05_050230.xs,text000033,2770,"<T><M4/2/1>Professor, I'm confused. We didn't see any
chariots there that night.","<T><M4/2/1>Profesör, kafam karıştı. O gece
orada hiç araba görmedik."
05/05_050230.xs,text000034,2851,"<T><M2/2/1>How could anyone hide those statues in
front of all those witnesses?","<T><M2/2/1>Bunca tanığın önünde o
heykelleri nasıl gizleyebilirdi ki?"
05/05_050230.xs,text000035,2931,"<T><M6/2/1/45>We were missing the wood for the trees.
There was only one hiding place large
enough and we were all looking at it.","<T><M6/2/1/45>Ağacı görüp ormanı kaçırıyorduk.
Yeterince büyük tek bir saklanma yeri
vardı ve hepimiz ona bakıyorduk."
05/05_050230.xs,text000036,3061,<T>Where was that?,<T>Neresiymiş o?
05/05_050230.xs,text000037,3080,"<T><M2/1/1>Everything was hidden inside the giant clown
balloon.","<T><M2/1/1>Her şey dev palyaço
balonunun içinde saklıydı."
05/05_050230.xs,text000038,3145,<T><M1/2/5>What? How?!,<T><M1/2/5>Ne? Nasıl?!
05/05_050230.xs,text000039,3168,"<T><M6/1/1>Our minds have a way of establishing an
object's presence once we see it. We didn't
watch the balloon the whole time.","<T><M6/1/1>Zihnimiz bir nesneyi gördüğünde
onun orada olduğunu varsayar.
Balonu tüm süre izlemedik."
05/05_050230.xs,text000040,3297,"<T><M2/2/1>But we saw the balloon floating. How could
the statues have been inside?","<T><M2/2/1>Ama balonun uçtuğunu gördük.
Heykeller nasıl içinde olabilirdi?"
05/05_050230.xs,text000041,3381,"<T>The balloons attached to it must have been
filled with buoyant gas. I recall the clown
came down when they burst.","<T>Ona bağlı balonlar kaldırıcı gazla
doluydu. Patlayınca palyaçonun
aşağı indiğini hatırlıyorum."
05/05_050230.xs,text000042,3498,"<T><M1/1/1>Only an extremely sturdy vehicle could have
been used to transport those statues.","<T><M1/1/1>O heykelleri taşımak için ancak son
derece sağlam bir arac kullanılabilirdi."
05/05_050230.xs,text000043,3591,"<T><M3/2/1/45>And Dalston is the chief suspect behind
these acts because of his wealth?","<T><M3/2/1/45>Ve Dalston, zenginliği yüzünden
bu olayların baş şüphelisi mi?"
05/05_050230.xs,text000044,3679,"<T>Correct. None of these stunts would come
cheap. Buying props and paying so many
accomplices would require a lot of cash.","<T>Doğru. Bu numaraların hiçbiri ucuza
gelmez. Dekor almak ve bu kadar suç
ortağına para ödemek çok para ister."
05/05_050230.xs,text000045,3803,"<T><M3/1/1>He's got the means and the motive. I think
he's our man.","<T><M3/1/1>Hem imkanı var hem de motivi.
Bence aradığımız adam o."
05/05_050230.xs,text000046,3871,"<T>I doubt we'll see another appearance from
the Masked Gentleman as long as we have
Dalston in custody.","<T>Dalston gözaltındayken
Maskeli Beyefendi'nin yeniden
ortaya çıkacağını sanmıyorum."
05/05_050230.xs,text000047,3976,<T><M4/2/1/45>I...<W30>cannot be so sanguine.,<T><M4/2/1/45>Ben...<W30>o kadar da iyimser olamıyorum.
05/05_050230.xs,text000048,4022,"<T><M2/1/1>I'm sorry to hear that, Professor, but from
where I'm standing, it looks as though we
can just about close this case.","<T><M2/1/1>Bunu duymak üzücü, Profesör,
ama benim gördüğüm kadarıyla bu
davayı artık tamamen kapatabiliriz."
05/05_050230.xs,text000049,4151,<T>And if the Gentleman does appear?,<T>Ya Beyefendi yine ortaya çıkarsa?
05/05_050230.xs,text000050,4188,"<T>Well, then we'll have to rethink things. <W>If he
does appear, I may approach him directly
about this Mask of Order.","<T>O zaman her şeyi yeniden düşünmemiz
gerekir. <W>Eğer ortaya çıkarsa, bu Düzen
Maskesi hakkında yanına doğrudan gidebilirim."
05/05_050230.xs,text000051,4308,"<T><M5/2/1/45>Interesting. <W>In the meantime, there are a few
things I'd like to look into.","<T><M5/2/1/45>İlginç. <W>Bu arada, bakmak
istediğim birkaç şey var."
05/05_050230.xs,text000052,4401,"<T><M2/2/1/45>I'm curious about these chariots. A quick
once-over of the racecourse might shed
some light on our mystery.","<T><M2/2/1/45>Bu arabalar merakımı çekti.
Hipodroma hızlı bir göz atmak
gizemimize biraz ışık tutabilir."
05/05_050230.xs,text000053,4523,"<T><M1/1/1/45>By all means. Let me know if you find any
more evidence pertaining to Mr Dalston.","<T><M1/1/1/45>Elbette. Bay Dalston'la ilgili başka
bir kanıt bulursanız haber verin."
05/05_050240.xs,text000000,0,ダルストン,Dalston
05/05_050240.xs,text000001,11,"<T><M3/1/2>What is it, Layton? Don't tell me it's your
turn to play the bad cop now?","<T><M3/1/2>Ne var, Layton? Şimdi de kötü
polis rolünü sen mi oynayacaksın?"
05/05_050240.xs,text000002,96,レイトン,Layton
