file,source_sha256,id,offset,original,translation
03/03_030585.xs,c8ea3e8266bcb62f800600cc0ca6fc17fd118248e12763ec70ef7269ec0c0cdf,text000011,657,<T><M2/1/1>It's not my fault I was born symmetrical!,<T><M2/1/1>Simetrik dogmak benim sucum degil!
03/03_030586.xs,9fbd7042c0a4b5b9fc5f44708436f0af0ef13e0a01a55a7542fd22e29f0361f1,text000000,0,ラプンシュカ,??????
03/03_030586.xs,9fbd7042c0a4b5b9fc5f44708436f0af0ef13e0a01a55a7542fd22e29f0361f1,text000001,13,"<T><M1/2/1>Just can't stay away, can you, now?","<T><M1/2/1>Demek kendinizi uzak tutamiyorsunuz, oyle mi?"
03/03_030586.xs,9fbd7042c0a4b5b9fc5f44708436f0af0ef13e0a01a55a7542fd22e29f0361f1,text000002,60,レイトン,????
03/03_030586.xs,9fbd7042c0a4b5b9fc5f44708436f0af0ef13e0a01a55a7542fd22e29f0361f1,text000003,69,"<T><M3/1/1>Well, you've been very helpful thus far.",<T><M3/1/1>Simdiye kadar cok yardimci oldunuz.
03/03_030586.xs,9fbd7042c0a4b5b9fc5f44708436f0af0ef13e0a01a55a7542fd22e29f0361f1,text000004,121,"<T><M3/2/1>Oh? That was nothing. Look, I picked out
a new outfit for you while you were gone.
Let's start with that hideous hat.","<T><M3/2/1>Oh? O bir sey degildi. Bak, yoklugunda
sana yeni bir kiyafet sectim.
Su korkunc sapkayla baslayalim."
03/03_030586.xs,9fbd7042c0a4b5b9fc5f44708436f0af0ef13e0a01a55a7542fd22e29f0361f1,text000005,250,"<T><M1/2/1>I beg your pardon, madam. I must decline.",<T><M1/2/1>Affedersiniz hanimefendi. Reddetmek zorundayim.
03/03_030586.xs,9fbd7042c0a4b5b9fc5f44708436f0af0ef13e0a01a55a7542fd22e29f0361f1,text000006,303,"<T>Hmph. Very well, then. I know better than to
try to convince you gentleman types.","<T>Hmph. Pekala. Sizin gibi beyefendi tiplerini
ikna etmeye calismamak gerektigini biliyorum."
03/03_030586.xs,9fbd7042c0a4b5b9fc5f44708436f0af0ef13e0a01a55a7542fd22e29f0361f1,text000007,388,"<T><M2/1/1>Anyway, here's an interesting titbit for you:
we've got a pair of tourists slinging false
accusations and extorting money.","<T><M2/1/1>Neyse, size ilginc bir bilgi: Iki turist
asilsiz suclamalar savurup
para sizdiriyormus."
03/03_030586.xs,9fbd7042c0a4b5b9fc5f44708436f0af0ef13e0a01a55a7542fd22e29f0361f1,text000008,522,"<T>I'm telling you, these two are trouble. Don't
go getting yourselves tangled up in their
schemes.","<T>Size soyluyorum, bu ikisi bela. Sakin
kendinizi onlarin
duzenlerine kaptirmayin."
03/03_030586.xs,9fbd7042c0a4b5b9fc5f44708436f0af0ef13e0a01a55a7542fd22e29f0361f1,text000009,622,<T><M5/1/1>Thank you. We'll keep that in mind.,<T><M5/1/1>Tesekkur ederim. Aklimizda tutacagiz.
03/03_030586.xs,9fbd7042c0a4b5b9fc5f44708436f0af0ef13e0a01a55a7542fd22e29f0361f1,text000010,669,"<T>Monte d'Or attracts all sorts. You'd be
amazed by the stories I've heard.","<T>Monte d'Or her tur insani ceker. Duydugum
hikayelere sasirirdiniz."
03/03_030586.xs,9fbd7042c0a4b5b9fc5f44708436f0af0ef13e0a01a55a7542fd22e29f0361f1,text000011,746,"<T><M2/1/1>But this business with the Masked
Gentleman is definitely the weirdest thing
I've ever witnessed.","<T><M2/1/1>Ama Maskeli
Bey'le ilgili bu is kesinlikle
simdiye kadar gordugum en tuhaf sey."
03/03_030587.xs,8e32aba8e3bad2ee390a8abbdd50c2a24bf2d611c6b994557cd9320361716b81,text000000,0,ゴンゾ,Gonzo
03/03_030587.xs,8e32aba8e3bad2ee390a8abbdd50c2a24bf2d611c6b994557cd9320361716b81,text000001,7,"<T>I'm so very sorry, sir. Mr Dalston has just
left to go to the plaza.","<T>Cok uzgunum efendim. Bay Dalston az once
meydana gitmek uzere ayrildi."
03/03_030587.xs,8e32aba8e3bad2ee390a8abbdd50c2a24bf2d611c6b994557cd9320361716b81,text000002,79,"<T>I'd hate for you to come all the way out to
Ch{^a}teau Dalston for nothing, so here,
please take this puzzle.","<T>Ch{^a}teau Dalston'a kadar bosuna
gelmis olmanizi istemem, buyurun,
lutfen su bulmacayi alin."
03/03_030587.xs,8e32aba8e3bad2ee390a8abbdd50c2a24bf2d611c6b994557cd9320361716b81,text000003,192,"<T>I'm sorry you don't like my puzzle. It's one
of Mr Dalston's favourites.","<T>Bulmacami begenmediginiz icin uzgunum. Bu,
Bay Dalston'in en sevdiklerinden biridir."
03/03_030587.xs,8e32aba8e3bad2ee390a8abbdd50c2a24bf2d611c6b994557cd9320361716b81,text000004,268,"<T>You've come all this way. I must insist you
allow me to entertain you with a puzzle.","<T>Bunca yolu geldiniz. Sizi bir bulmacayla
eglendirmeme izin vermeniz icin israr etmeliyim."
03/03_030587.xs,8e32aba8e3bad2ee390a8abbdd50c2a24bf2d611c6b994557cd9320361716b81,text000005,356,"<T>Well done, sir. <W>I suppose you should be
making your way to the gallery plaza now?","<T>Aferin efendim. <W>Sanirim simdi Galeri Meydani'na
dogru yola koyulmalisiniz, degil mi?"
03/03_030587.xs,8e32aba8e3bad2ee390a8abbdd50c2a24bf2d611c6b994557cd9320361716b81,text000006,444,レイトン,Layton
03/03_030587.xs,8e32aba8e3bad2ee390a8abbdd50c2a24bf2d611c6b994557cd9320361716b81,text000007,453,<T><M2/1/1>My thoughts exactly.,<T><M2/1/1>Aynen oyle dusunuyorum.
03/03_030587.xs,8e32aba8e3bad2ee390a8abbdd50c2a24bf2d611c6b994557cd9320361716b81,text000008,485,"<T>If you see Mr Dalston, will you try to keep
him out of trouble? I'd hate for him to
become a victim of a miracle.","<T>Bay Dalston'i gorurseniz, onu beladan uzak
tutmaya calisir misiniz? Bir mucizenin
kurbani olmasini istemem."
03/03_030590.xs,6af189fdeca48752f8acf99816376fec914e2d9c17e79bf1a2722e733b8ac84f,text000000,0,グロスキー,Grosky
03/03_030590.xs,6af189fdeca48752f8acf99816376fec914e2d9c17e79bf1a2722e733b8ac84f,text000001,11,"<T><M3/2/2>Ah ha! What's that, Masked Gentleman?
You want me to read you your rights? How
about a couple of lefts? WA-POW!<M3/1/2>","<T><M3/2/2>Aha! Ne var, Maskeli Beyefendi?
Haklarini mi okuyayim istiyorsun? Sana
birkac sol cakayim mi? WA-POW!<M3/1/2>"
03/03_030590.xs,6af189fdeca48752f8acf99816376fec914e2d9c17e79bf1a2722e733b8ac84f,text000002,142,レミ,Remi
03/03_030590.xs,6af189fdeca48752f8acf99816376fec914e2d9c17e79bf1a2722e733b8ac84f,text000003,147,"<T><M5/1/4>Hard at work, Inspector?","<T><M5/1/4>Siki calisiyorsunuz, Mufettis?"
03/03_030590.xs,6af189fdeca48752f8acf99816376fec914e2d9c17e79bf1a2722e733b8ac84f,text000004,183,"<T><M1/1/2/45>Aughh! <W>Ah, Emmy, it's you. <W>If you're looking
for Bloom, he's off arguing with Sheffield.","<T><M1/1/2/45>Ahh! <W>Ah, Emmy, sensin. <W>Eger Bloom'u
ariyorsan, Sheffield'la tartismaya gitti."
03/03_030590.xs,6af189fdeca48752f8acf99816376fec914e2d9c17e79bf1a2722e733b8ac84f,text000005,292,レイトン,Layton
03/03_030590.xs,6af189fdeca48752f8acf99816376fec914e2d9c17e79bf1a2722e733b8ac84f,text000006,301,<T><M4/2/1/45>Things aren't going smoothly?,<T><M4/2/1/45>Isler yolunda gitmiyor mu?
03/03_030590.xs,6af189fdeca48752f8acf99816376fec914e2d9c17e79bf1a2722e733b8ac84f,text000007,345,"<T><M2/1/2/45>These desert dodos don't know the first
thing about police work! We should be
evacuating everyone from the plaza.","<T><M2/1/2/45>Su col kazlari polislikten zerre anlamiyor!
Herkesi
meydandan tahliye etmeliyiz."
03/03_030590.xs,6af189fdeca48752f8acf99816376fec914e2d9c17e79bf1a2722e733b8ac84f,text000008,473,"<T><M3/2/1>It doesn't matter, though. I'm going to
arrest the crook the minute he shows up.<M3/1/1>","<T><M3/2/1>Ama fark etmez. Gorundugu anda
onu tutuklayacagim.<M3/1/1>"
03/03_030590.xs,6af189fdeca48752f8acf99816376fec914e2d9c17e79bf1a2722e733b8ac84f,text000009,573,<T><M3/1/1/45>I look forward to it.,<T><M3/1/1/45>Sabirsizlikla bekliyorum.
03/03_030590.xs,6af189fdeca48752f8acf99816376fec914e2d9c17e79bf1a2722e733b8ac84f,text000010,609,"<T><M3/2/2>I'll get you this time, or my name isn't
Clamp Grosky!<M3/1/2/15>","<T><M3/2/2>Bu sefer yakalayacagim seni, yoksa adim
Clamp Grosky degil!<M3/1/2/15>"
03/03_030595.xs,2b9a1e7c7414ea3f332d017bf8867ef73343d049859c292cd94c5910c3d60315,text000000,0,ルーク,Luke
03/03_030595.xs,2b9a1e7c7414ea3f332d017bf8867ef73343d049859c292cd94c5910c3d60315,text000001,7,"<T><M5/1/1>Look, Professor! There's Angela.","<T><M5/1/1>Bakin, Profesor! Angela orada."
03/03_030600.xs,5d79b73192d7f92b66a305f47db87f073280c6f6292781270400b7dd85230fb6,text000000,0,レイトン,Layton
03/03_030600.xs,5d79b73192d7f92b66a305f47db87f073280c6f6292781270400b7dd85230fb6,text000001,9,"<T>Angela, I didn't expect to see you here.","<T>Angela, seni burada gormeyi beklemiyordum."
03/03_030600.xs,5d79b73192d7f92b66a305f47db87f073280c6f6292781270400b7dd85230fb6,text000002,53,シャロア,Angela
03/03_030600.xs,5d79b73192d7f92b66a305f47db87f073280c6f6292781270400b7dd85230fb6,text000003,62,"<T><M7/1/1>I had to come, Hershel. I'm worried about
the town.","<T><M7/1/1>Gelmek zorundaydim, Hershel. Sehir icin
endiseleniyorum."
03/03_030600.xs,5d79b73192d7f92b66a305f47db87f073280c6f6292781270400b7dd85230fb6,text000004,125,"<T><M3/2/1/45>But it's dangerous here. The Masked
Gentleman could appear any minute now.","<T><M3/2/1/45>Ama burasi tehlikeli. Maskeli
Beyefendi her an ortaya cikabilir."
03/03_030600.xs,5d79b73192d7f92b66a305f47db87f073280c6f6292781270400b7dd85230fb6,text000005,214,"<T><M4/1/1>Yes, we received a letter, too.","<T><M4/1/1>Evet, biz de bir mektup aldik."
03/03_030600.xs,5d79b73192d7f92b66a305f47db87f073280c6f6292781270400b7dd85230fb6,text000006,257,"<T><M8/1/1>It said that Henry and I had to come tonight.
So you see, we have no choice.","<T><M8/1/1>Henry'yle bu gece gelmemiz gerektigini
yaziyordu. Yani goruyorsun, baska caremiz yok."
03/03_030600.xs,5d79b73192d7f92b66a305f47db87f073280c6f6292781270400b7dd85230fb6,text000007,345,"<T><M2/1/1>But why are all these tourists here? Don't
they realise they're in danger?","<T><M2/1/1>Ama bu turistlerin hepsi neden burada? Tehlikede
olduklarinin farkinda degiller mi?"
03/03_030600.xs,5d79b73192d7f92b66a305f47db87f073280c6f6292781270400b7dd85230fb6,text000008,431,"<T><M2/2/1/45>Unfortunately, curiosity tends to be stronger
than fear.","<T><M2/2/1/45>Ne yazik ki merak cogu zaman
korkudan daha baskin gelir."
03/03_030600.xs,5d79b73192d7f92b66a305f47db87f073280c6f6292781270400b7dd85230fb6,text000009,502,ルーク,Luke
03/03_030600.xs,5d79b73192d7f92b66a305f47db87f073280c6f6292781270400b7dd85230fb6,text000010,509,<T><M2/2/1>I wonder what's going to happen...,<T><M2/2/1>Acaba ne olacak...
03/03_030610.xs,407dea9aacf9c4ed7e0c32caf59f55b9fd400f5240a00ce2434241617852d760,text000000,0,ルーク,Luke
03/03_030610.xs,407dea9aacf9c4ed7e0c32caf59f55b9fd400f5240a00ce2434241617852d760,text000001,7,あ、先生！あれを！！,"Aa, Profesor! Suna bakin!!"
03/03_030610.xs,407dea9aacf9c4ed7e0c32caf59f55b9fd400f5240a00ce2434241617852d760,text000002,28,空中を,Havada
03/03_030610.xs,407dea9aacf9c4ed7e0c32caf59f55b9fd400f5240a00ce2434241617852d760,text000003,35,レミ,Remi
03/03_030610.xs,407dea9aacf9c4ed7e0c32caf59f55b9fd400f5240a00ce2434241617852d760,text000004,40,歩いているの！？,Yuruyor mu!?
03/03_030610.xs,407dea9aacf9c4ed7e0c32caf59f55b9fd400f5240a00ce2434241617852d760,text000005,57,レイトン,Layton
03/03_030610.xs,407dea9aacf9c4ed7e0c32caf59f55b9fd400f5240a00ce2434241617852d760,text000006,66,そんな馬鹿な…,Olmaz oyle sey...
03/03_030610.xs,407dea9aacf9c4ed7e0c32caf59f55b9fd400f5240a00ce2434241617852d760,text000007,81,ダルストン,Dalston
03/03_030610.xs,407dea9aacf9c4ed7e0c32caf59f55b9fd400f5240a00ce2434241617852d760,text000008,92,どういうことだ！,Bu da ne demek!
03/03_030610.xs,407dea9aacf9c4ed7e0c32caf59f55b9fd400f5240a00ce2434241617852d760,text000009,109,シャロア,Angela
03/03_030610.xs,407dea9aacf9c4ed7e0c32caf59f55b9fd400f5240a00ce2434241617852d760,text000010,118,これが奇跡…,Iste mucize...
03/03_030610.xs,407dea9aacf9c4ed7e0c32caf59f55b9fd400f5240a00ce2434241617852d760,text000011,131,奇跡の紳士,Maskeli Beyefendi
03/03_030610.xs,407dea9aacf9c4ed7e0c32caf59f55b9fd400f5240a00ce2434241617852d760,text000012,142,"はっははは…！諸君、
今夜もまた私のショーをごらんに入れよう。
今日は空中浮遊ショーだ！","Ha ha ha...! Bayanlar baylar,
bu gece de sizlere gosterimi sunacagim.
Bugun havada suzulme gosterisi!"
03/03_030620.xs,af58a5732840cccbaf19d0603cdf66c0a956c95945fed01ca36a863aa482650e,text000000,0,奇跡の紳士,Mucize Beyefendi
03/03_030620.xs,af58a5732840cccbaf19d0603cdf66c0a956c95945fed01ca36a863aa482650e,text000001,11,"<V0010><T><M2/1/1>I hope you've enjoyed tonight's miracle.
<L2.85>I strive to please.</V>","<V0010><T><M2/1/1>Umarim bu geceki mucizeyi begenmissinizdir.
<L2.85>Memnun etmeye calisirim.</V>"
03/03_030620.xs,af58a5732840cccbaf19d0603cdf66c0a956c95945fed01ca36a863aa482650e,text000002,101,"<V0020><T>Monte d'Or is not long for this world. <L3.0>Those
who prosper by the mask must also wither
by it.</V>","<V0020><T>Monte d'Or'un bu dunyada fazla zamani kalmadi. <L3.0>Maskeyle
yukselenler, onunla da solup
gidecek.</V>"
03/03_030620.xs,af58a5732840cccbaf19d0603cdf66c0a956c95945fed01ca36a863aa482650e,text000003,214,"<V0030><T><M3/1/1>I do hope you'll be at my next show
tomorrow. <L2.8>Stop by Tingly Town...<L4.7>if you have
the time.</V>","<V0030><T><M3/1/1>Umarim bir sonraki gosterimde olursunuz
yarin. <L2.8>Tingly Town'a ugrayin...<L4.7>eger
vaktiniz olursa.</V>"
03/03_030630.xs,85cf4a31a29c7e1c2dbc31a6651d297bde11ed746cbf85e6196de2c2a3469376,text000000,0,レミ,Remi
03/03_030630.xs,85cf4a31a29c7e1c2dbc31a6651d297bde11ed746cbf85e6196de2c2a3469376,text000001,5,"<V0010><T><M3/1/1>Tingly Town? <L1.45>That's the amusement park
here, right?</V>","<V0010><T><M3/1/1>Tingly Town? <L1.45>Burasi buradaki lunapark,
degil mi?</V>"
03/03_030630.xs,85cf4a31a29c7e1c2dbc31a6651d297bde11ed746cbf85e6196de2c2a3469376,text000002,86,レイトン,Layton
03/03_030630.xs,85cf4a31a29c7e1c2dbc31a6651d297bde11ed746cbf85e6196de2c2a3469376,text000003,95,"<V0020><T><M4/2/1/45>I believe so. <L1.3>And with that, we have advance
warning of the Masked Gentleman's next
move.</V>","<V0020><T><M4/2/1/45>Sanirim oyle. <L1.3>Ve boylece Mucize Beyefendi'nin bir sonraki
hamlesine dair
onceden uyarimiz var.</V>"
03/03_030630.xs,85cf4a31a29c7e1c2dbc31a6651d297bde11ed746cbf85e6196de2c2a3469376,text000004,216,奇跡の紳士,Mucize Beyefendi
03/03_030630.xs,85cf4a31a29c7e1c2dbc31a6651d297bde11ed746cbf85e6196de2c2a3469376,text000005,227,"<V0030><T>Ah! <L0.8>And look, <L2.0>it's the beautiful wife of
the richest man in town! <L5.85>Say hello to
Mrs Angela Ledore!</V>","<V0030><T>Ah! <L0.8>Ve bakin, <L2.0>kasabanin en zengin adaminin guzel
esi! <L5.85>Bayan Angela Ledore'a
merhaba deyin!</V>"
03/03_030630.xs,85cf4a31a29c7e1c2dbc31a6651d297bde11ed746cbf85e6196de2c2a3469376,text000006,358,"<V0040><T><M2/1/1>Mrs Ledore, please grace us with your
presence tomorrow. <L4.6>I suppose you can
bring Mr Ledore if you must.</V>","<V0040><T><M2/1/1>Bayan Ledore, lutfen yarin bizi
sereflendirin. <L4.6>Mecbur kalirsaniz
Bay Ledore'u da getirebilirsiniz.</V>"
03/03_030630.xs,85cf4a31a29c7e1c2dbc31a6651d297bde11ed746cbf85e6196de2c2a3469376,text000007,490,シャロア,Saroa
03/03_030630.xs,85cf4a31a29c7e1c2dbc31a6651d297bde11ed746cbf85e6196de2c2a3469376,text000008,499,<V0050><T><M8/1/1>How does he know me?</V>,<V0050><T><M8/1/1>Beni nereden taniyor?</V>
03/03_030630.xs,85cf4a31a29c7e1c2dbc31a6651d297bde11ed746cbf85e6196de2c2a3469376,text000009,542,"<V0060><T><M4/1/1/30>Oh, and don't forget to tell the tourists that
the town is cursed. <L5.1><M1/1/1>Sorry I didn't mention
that earlier.</V>","<V0060><T><M4/1/1/30>Ah, ayrica turistlere kasabanin lanetli
oldugunu soylemeyi unutmayin. <L5.1><M1/1/1>Bunu az once soylemeyi unuttum,
kusura bakmayin.</V>"
03/03_030630.xs,85cf4a31a29c7e1c2dbc31a6651d297bde11ed746cbf85e6196de2c2a3469376,text000010,685,"<V0070><T>Those who stay jeopardise their lives. <L3.2>But
those who leave risk missing the greatest
show ever!</V>","<V0070><T>Burada kalanlar hayatlarini tehlikeye atar. <L3.2>Ama
ayrilanlar simdiye kadarki en buyuk
gosteriyi kacirma riskini alir!</V>"
03/03_030630.xs,85cf4a31a29c7e1c2dbc31a6651d297bde11ed746cbf85e6196de2c2a3469376,text000011,801,"<V0080><T>My curse can be lifted if someone brings
forth something to oppose my power...
<L5.8>Perhaps another mask?</V>","<V0080><T>Lanetim, birisi gucume karsi koyacak bir sey
getirirse kaldirilabilir...
<L5.8>Belki baska bir maske?</V>"
03/03_030630.xs,85cf4a31a29c7e1c2dbc31a6651d297bde11ed746cbf85e6196de2c2a3469376,text000012,922,"<V0090><T>But the Mask of Order is another tale of
woe, isn't it?</V>","<V0090><T>Ama Duzen Maskesi baska bir
aci hikayesi, degil mi?</V>"
03/03_030630.xs,85cf4a31a29c7e1c2dbc31a6651d297bde11ed746cbf85e6196de2c2a3469376,text000013,992,<V0100><T><M3/1/1>Until we meet again!</V>,<V0100><T><M3/1/1>Yeniden gorusene dek!</V>
03/03_030630.xs,85cf4a31a29c7e1c2dbc31a6651d297bde11ed746cbf85e6196de2c2a3469376,text000014,1035,<V0110><T><M7/1/1>The Mask of Order...?</V>,<V0110><T><M7/1/1>Duzen Maskesi...?</V>
03/03_030630.xs,85cf4a31a29c7e1c2dbc31a6651d297bde11ed746cbf85e6196de2c2a3469376,text000015,1079,<V0130><T><K><M5/4/1>Hm...</K></V>,<V0130><T><K><M5/4/1>Hm...</K></V>
03/03_030630.xs,85cf4a31a29c7e1c2dbc31a6651d297bde11ed746cbf85e6196de2c2a3469376,text000016,1114,ルーク,Luke
03/03_030630.xs,85cf4a31a29c7e1c2dbc31a6651d297bde11ed746cbf85e6196de2c2a3469376,text000017,1121,<V0140><T><M3/2/1>The Mask of Order? What's that?</V>,<V0140><T><M3/2/1>Duzen Maskesi mi? O da ne?</V>
03/03_030630.xs,85cf4a31a29c7e1c2dbc31a6651d297bde11ed746cbf85e6196de2c2a3469376,text000018,1175,"<V0150><T><M7/1/1>Is it some sort of complement to the Mask
of Chaos?</V>","<V0150><T><M7/1/1>Kaos Maskesi'nin bir tur tamamlayicisi
mi?</V>"
03/03_030630.xs,85cf4a31a29c7e1c2dbc31a6651d297bde11ed746cbf85e6196de2c2a3469376,text000019,1249,<V0160><T>Could that mean...?</V>,<V0160><T>Bu su anlama mi geliyor...?</V>
03/03_030630.xs,85cf4a31a29c7e1c2dbc31a6651d297bde11ed746cbf85e6196de2c2a3469376,text000020,1283,"<V0170><T><M4/2/1>So, <L0.65>if we can get that mask, <L2.30>then we can
stop the Masked Gentleman!</V>","<V0170><T><M4/2/1>Yani, <L0.65>o maskeyi alabilirsek, <L2.30>o zaman
Mucize Beyefendi'yi durdurabiliriz!</V>"
03/03_030630.xs,85cf4a31a29c7e1c2dbc31a6651d297bde11ed746cbf85e6196de2c2a3469376,text000021,1387,"<V0180><T><M2/1/1/45>Well, that's not going to be an easy task.
<L2.4>The existence of the mask has never been
verified.</V>","<V0180><T><M2/1/1/45>Eh, bu kolay bir is olmayacak.
<L2.4>Maskenin varligi hicbir zaman
dogrulanmadi.</V>"
03/03_030630.xs,85cf4a31a29c7e1c2dbc31a6651d297bde11ed746cbf85e6196de2c2a3469376,text000022,1512,"<V0190><T><M4/1/1>Is this true, Hershel? <L1.65>Can this other mask
stop this madness?</V>","<V0190><T><M4/1/1>Dogru mu bu, Hershel? <L1.65>Bu diger maske
bu deliligi durdurabilir mi?</V>"
03/03_030630.xs,85cf4a31a29c7e1c2dbc31a6651d297bde11ed746cbf85e6196de2c2a3469376,text000023,1603,<V0200><T><M5/4/1><K>Hmm...</K></V>,<V0200><T><M5/4/1><K>Hmm...</K></V>
03/03_030630.xs,85cf4a31a29c7e1c2dbc31a6651d297bde11ed746cbf85e6196de2c2a3469376,text000024,1639,ダルストン,Dalston
03/03_030630.xs,85cf4a31a29c7e1c2dbc31a6651d297bde11ed746cbf85e6196de2c2a3469376,text000025,1650,"<V0210><T>Well? <L0.65>What do you think, Layton?</V>","<V0210><T>Peki? <L0.65>Ne dusunuyorsun, Layton?</V>"
03/03_030640.xs,5b28dcc4219ec647677c68e8f77ca3d1834b728f37b3591a2cacd2f73fcad45e,text000000,0,シバロフ,Sibarov
03/03_030640.xs,5b28dcc4219ec647677c68e8f77ca3d1834b728f37b3591a2cacd2f73fcad45e,text000001,9,"アルフォード・ダルストン、[今回/こんかい]の[街/まち]での
事件の容疑がきさまにかかっている。
署まで同行願おう","Alford Dalston, [??/????]ki [?/??]deki
olayla ilgili supheler senin uzerine.
Karakola kadar bizimle gel."
03/03_030640.xs,5b28dcc4219ec647677c68e8f77ca3d1834b728f37b3591a2cacd2f73fcad45e,text000002,118,ダルストン,Dalston
03/03_030640.xs,5b28dcc4219ec647677c68e8f77ca3d1834b728f37b3591a2cacd2f73fcad45e,text000003,129,な、なんだと！？私に！,N-Ne dedin!? Bana mi!
03/03_030640.xs,5b28dcc4219ec647677c68e8f77ca3d1834b728f37b3591a2cacd2f73fcad45e,text000004,152,ヘンリー！,Henry!
03/03_030640.xs,5b28dcc4219ec647677c68e8f77ca3d1834b728f37b3591a2cacd2f73fcad45e,text000005,163,ヘンリー,Henry
03/03_030640.xs,5b28dcc4219ec647677c68e8f77ca3d1834b728f37b3591a2cacd2f73fcad45e,text000006,172,…,...
03/03_030640.xs,5b28dcc4219ec647677c68e8f77ca3d1834b728f37b3591a2cacd2f73fcad45e,text000007,175,"ヘンリー！おまえだな！
こんな手紙で呼び出して私をはめた上に、
警察に何を吹き込んだ！","Henry! Demek sendin!
Beni boyle bir mektupla cagirip tuzaga dusurdun,
bir de polise ne soyledin!"
03/03_030640.xs,5b28dcc4219ec647677c68e8f77ca3d1834b728f37b3591a2cacd2f73fcad45e,text000008,260,"私は、この街を汚す者はゆるしてはおけん…
ただそれだけだ","Bu sehri kirletenleri affedemem...
Hepsi bu."
03/03_030650.xs,b43cc0bad26a681b37dd69d2fb62e5aa8b13b6f289a7bbaf39c1b76d7a809e02,text000000,0,グロスキー,Grosky
03/03_030650.xs,b43cc0bad26a681b37dd69d2fb62e5aa8b13b6f289a7bbaf39c1b76d7a809e02,text000001,11,"<T>I'm not letting that masked miscreant get
away. <W>FOR THE YARD!","<T>O maskeli haydudun kacmasina izin vermeyecegim.
<W>YARD ICIN!"
03/03_030650.xs,b43cc0bad26a681b37dd69d2fb62e5aa8b13b6f289a7bbaf39c1b76d7a809e02,text000002,79,ポリス,Polis
03/03_030650.xs,b43cc0bad26a681b37dd69d2fb62e5aa8b13b6f289a7bbaf39c1b76d7a809e02,text000003,86,"<T>Guv, that Masked Gentleman fella is gettin'
away! Shouldn't we go after him?","<T>Sefim, su Mucize Beyefendi herif kaciyor!
Pesinden gitmemiz gerekmez mi?"
03/03_030650.xs,b43cc0bad26a681b37dd69d2fb62e5aa8b13b6f289a7bbaf39c1b76d7a809e02,text000004,166,シバロフ,Sibarov
03/03_030650.xs,b43cc0bad26a681b37dd69d2fb62e5aa8b13b6f289a7bbaf39c1b76d7a809e02,text000005,175,"<T>Hmph, Grosky can handle it. If that
cane-twirling felon escapes, we still have
the real mastermind cornered.","<T>Hih, Grosky halleder. Eger o
baston ceviren suclu kacarsa bile, hala
asil elebasini koseye sikistirmis durumdayiz."
03/03_030650.xs,b43cc0bad26a681b37dd69d2fb62e5aa8b13b6f289a7bbaf39c1b76d7a809e02,text000006,287,"<T><M4/1/1>Right, Guv!","<T><M4/1/1>Emredersiniz, sefim!"
03/03_030650.xs,b43cc0bad26a681b37dd69d2fb62e5aa8b13b6f289a7bbaf39c1b76d7a809e02,text000007,310,"<T><M2/1/1>Now then... <W>Dalston, enough playing
around! I know you're behind all of this.","<T><M2/1/1>Simdi... <W>Dalston, oyun yeter!
Butun bunlarin arkasinda senin oldugunu biliyorum."
03/03_030650.xs,b43cc0bad26a681b37dd69d2fb62e5aa8b13b6f289a7bbaf39c1b76d7a809e02,text000008,402,ダルストン,Dalston
03/03_030650.xs,b43cc0bad26a681b37dd69d2fb62e5aa8b13b6f289a7bbaf39c1b76d7a809e02,text000009,413,<T><M3/1/1>Codswallop!,<T><M3/1/1>Zirva!
03/03_030650.xs,b43cc0bad26a681b37dd69d2fb62e5aa8b13b6f289a7bbaf39c1b76d7a809e02,text000010,436,"<T>Layton, back me up here!<M1/1/1>","<T>Layton, beni destekle!<M1/1/1>"
03/03_030650.xs,b43cc0bad26a681b37dd69d2fb62e5aa8b13b6f289a7bbaf39c1b76d7a809e02,text000011,472,レイトン,Layton
03/03_030650.xs,b43cc0bad26a681b37dd69d2fb62e5aa8b13b6f289a7bbaf39c1b76d7a809e02,text000012,481,"<T><M2/2/1/45>Chief Inspector, if I may? <W>The evidence we
have at this point suggests that-","<T><M2/2/1/45>Basmufettis, musaadenizle? <W>Su ana kadar elimizdeki
kanitlar sunu gosteriyor ki-"
03/03_030650.xs,b43cc0bad26a681b37dd69d2fb62e5aa8b13b6f289a7bbaf39c1b76d7a809e02,text000013,575,"<T><M3/1/1>Enough, Layton! You're too close to this.
It's clouding your judgement.","<T><M3/1/1>Yeter, Layton! Bu isin cok icindesin.
Bu da muhakemeni bulandiriyor."
03/03_030650.xs,b43cc0bad26a681b37dd69d2fb62e5aa8b13b6f289a7bbaf39c1b76d7a809e02,text000014,658,"<T>The truth is that Dalston is in love with
Mrs Ledore. Has been for years. That's why
he's trying to bring Henry down.","<T>Gercek su ki Dalston Bayan Ledore'a asik.
Yillardir. Bu yuzden
Henry'yi cokertmeye calisiyor."
03/03_030650.xs,b43cc0bad26a681b37dd69d2fb62e5aa8b13b6f289a7bbaf39c1b76d7a809e02,text000015,779,"<T><M4/2/1/45>Chief Inspector, that's absurd!","<T><M4/2/1/45>Basmufettis, bu sacmalik!"
