file,id,metin,not
00/00_000010.xs,text000000,ルーク,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_002010.xs,text000011,アイテム,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_002020.xs,text000000,レミ,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_002020.xs,text000002,ルーク,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_002020.xs,text000004,レイトン,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_002020.xs,text000012,コイン,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_002020.xs,text000014,アイテム,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_002030.xs,text000000,レミ,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_002030.xs,text000002,レイトン,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_002030.xs,text000004,ルーク,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_002030.xs,text000012,コイン,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_002030.xs,text000014,アイテム,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_002040.xs,text000000,レミ,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_002040.xs,text000002,レイトン,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_002040.xs,text000004,ルーク,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_002040.xs,text000015,コイン,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_002040.xs,text000017,アイテム,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_002060.xs,text000000,ルーク,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_002060.xs,text000002,レミ,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_002060.xs,text000004,レイトン,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_002060.xs,text000015,コイン,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_002060.xs,text000017,アイテム,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_002070.xs,text000000,レイトン,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_002070.xs,text000002,レミ,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_002070.xs,text000004,ルーク,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_002070.xs,text000012,コイン,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_002070.xs,text000014,アイテム,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_003020.xs,text000000,ルーク,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_003020.xs,text000002,レミ,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_003020.xs,text000004,レイトン,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_003020.xs,text000012,コイン,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_003020.xs,text000014,アイテム,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_003040.xs,text000000,レイトン,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_003040.xs,text000002,レミ,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_003040.xs,text000004,ルーク,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_003040.xs,text000009,コイン,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_003040.xs,text000011,アイテム,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_003050.xs,text000000,レミ,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_003050.xs,text000002,レイトン,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_003050.xs,text000004,ルーク,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_003050.xs,text000009,コイン,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_003050.xs,text000011,アイテム,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_003060.xs,text000000,ルーク,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_003060.xs,text000002,レイトン,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_003060.xs,text000004,レミ,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_003060.xs,text000012,コイン,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_003060.xs,text000014,アイテム,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_003070.xs,text000000,ルーク,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_003070.xs,text000005,レミ,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_003070.xs,text000007,レイトン,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_003070.xs,text000012,コイン,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_003070.xs,text000014,アイテム,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_003080.xs,text000000,レミ,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_003080.xs,text000002,ルーク,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_003080.xs,text000004,レイトン,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_003080.xs,text000009,コイン,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_003080.xs,text000011,アイテム,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_003100.xs,text000000,ルーク,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_003100.xs,text000002,レミ,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_003100.xs,text000004,レイトン,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_003100.xs,text000012,コイン,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_003100.xs,text000014,アイテム,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_003110.xs,text000000,レミ,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_003110.xs,text000002,ルーク,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_003110.xs,text000004,レイトン,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_003110.xs,text000009,コイン,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_003110.xs,text000011,アイテム,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_003120.xs,text000000,レイトン,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_003120.xs,text000002,ルーク,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_003120.xs,text000004,レミ,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_003120.xs,text000009,コイン,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_003120.xs,text000011,アイテム,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_004020.xs,text000000,レイトン,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_004020.xs,text000002,レミ,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_004020.xs,text000004,ルーク,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_004020.xs,text000009,コイン,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_004020.xs,text000011,アイテム,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_004030.xs,text000000,レイトン,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_004030.xs,text000002,レミ,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_004030.xs,text000004,ルーク,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_004030.xs,text000015,コイン,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_004030.xs,text000017,アイテム,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_005010.xs,text000000,ルーク,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_005010.xs,text000002,レミ,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_005010.xs,text000004,レイトン,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_005010.xs,text000009,コイン,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_005010.xs,text000011,アイテム,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_005020.xs,text000000,レイトン,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_005020.xs,text000002,レミ,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_005020.xs,text000004,ルーク,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_005020.xs,text000009,コイン,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_005020.xs,text000011,アイテム,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_005080.xs,text000000,レミ,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_005080.xs,text000002,ルーク,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_005080.xs,text000004,レイトン,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_005080.xs,text000009,コイン,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_005080.xs,text000011,アイテム,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_006020.xs,text000000,レミ,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_006020.xs,text000002,ルーク,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_006020.xs,text000004,レイトン,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_006020.xs,text000009,コイン,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_006020.xs,text000011,アイテム,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_006030.xs,text000000,レイトン,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_006030.xs,text000002,レミ,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_006030.xs,text000004,ルーク,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_006030.xs,text000012,コイン,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_006030.xs,text000014,アイテム,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_006040.xs,text000000,レイトン,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_006040.xs,text000002,ルーク,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_006040.xs,text000004,レミ,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_006040.xs,text000012,コイン,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_006040.xs,text000014,アイテム,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_006070.xs,text000000,ルーク,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_006070.xs,text000002,レミ,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_006070.xs,text000004,レイトン,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_006070.xs,text000009,コイン,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_006070.xs,text000011,アイテム,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_006080.xs,text000000,レイトン,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_006080.xs,text000002,ルーク,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_006080.xs,text000004,レミ,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_006080.xs,text000012,コイン,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_006080.xs,text000014,アイテム,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_006090.xs,text000000,レイトン,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_006090.xs,text000002,ルーク,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_006090.xs,text000004,レミ,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_006090.xs,text000012,コイン,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_006090.xs,text000014,アイテム,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_008030.xs,text000000,ヤングレイトン,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_008030.xs,text000002,ヤングランド,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_008030.xs,text000004,ヤングシャロア,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_008030.xs,text000012,コイン,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_008030.xs,text000014,アイテム,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_008040.xs,text000000,ヤングレイトン,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_008040.xs,text000002,ヤングランド,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_008040.xs,text000004,ヤングシャロア,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_008040.xs,text000012,コイン,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_008040.xs,text000014,アイテム,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_008070.xs,text000000,ヤングレイトン,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_008070.xs,text000002,ヤングランド,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_008070.xs,text000004,ヤングシャロア,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_008070.xs,text000015,コイン,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_008070.xs,text000017,アイテム,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_008080.xs,text000000,ヤングレイトン,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_008080.xs,text000002,ヤングランド,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_008080.xs,text000004,ヤングシャロア,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_008080.xs,text000012,コイン,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_008080.xs,text000014,アイテム,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_008100.xs,text000000,ヤングレイトン,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_008100.xs,text000002,ヤングランド,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_008100.xs,text000004,ヤングシャロア,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_008100.xs,text000010,コイン,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_008100.xs,text000012,アイテム,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_008130.xs,text000000,ヤングレイトン,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_008130.xs,text000002,ヤングランド,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_008130.xs,text000004,ヤングシャロア,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_008130.xs,text000012,コイン,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_008130.xs,text000014,アイテム,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_008140.xs,text000000,ヤングレイトン,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_008140.xs,text000002,ヤングランド,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_008140.xs,text000004,ヤングシャロア,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_008140.xs,text000009,コイン,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_008140.xs,text000011,アイテム,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_008160.xs,text000000,ヤングレイトン,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_008160.xs,text000002,ヤングランド,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_008160.xs,text000004,ヤングシャロア,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_008160.xs,text000009,コイン,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_008160.xs,text000011,アイテム,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_009010.xs,text000000,レイトン,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_009010.xs,text000002,ルーク,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_009010.xs,text000004,レミ,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_009010.xs,text000009,コイン,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_009010.xs,text000011,アイテム,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_009020.xs,text000000,ルーク,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_009020.xs,text000002,レミ,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_009020.xs,text000004,レイトン,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_009020.xs,text000009,コイン,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_009020.xs,text000011,アイテム,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
30/30_009103.xs,text000001,９１０３・・・,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
52/52_000002.xs,text000000,ゴーカート,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
52/52_000014.xs,text000000,３色タイル,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
52/52_000026.xs,text000000,猫のソリティア,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
52/52_000046.xs,text000000,洞窟の壁面,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
52/52_000048.xs,text000000,無限回廊のナゾ,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
52/52_000049.xs,text000000,ママを捜して,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
52/52_000050.xs,text000000,ポスターをはろう,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
52/52_000051.xs,text000000,２人のポーター,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
52/52_000052.xs,text000000,心太パズル,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
52/52_000055.xs,text000000,トランクの中身,Muhtemel konuşmacı adı/UI etiketi veya dahili kimlik; otomatik çevrilmedi.
