id,offset_hex,body_words,prefix_words,editable_words,text_ratio,crc32,source,translation,notes
2073,0x419BA,90,4,86,0.867,24C3B899,"Welcome home, {#2391}.{BR}How was work?{#232B}{#1F40}{#1FAE}{#1F49}{#2135}Today's your birthday, so I{BR}made something for you.",,
2074,0x41A70,144,4,140,0.889,DBB98F50,"Oops, maybe I made a little{BR}bit too much.{#232B}Thinking of you, {#2391},{BR}I found my hands just kept{BR}working away making more!{#232B}{#1F41}{#1FAE}{#1F49}{#2136}...Happy birthday,{BR}{#2391}.",,
2075,0x41B92,111,4,107,0.883,2F7249A9,"Welcome home, {#2391}.{BR}How was work?{#232B}{#1F40}{#1FAE}{#1F49}{#2135}Today is our birthday,{BR}so I made something for us.{BR}I'm glad you're home.",,
2076,0x41C72,139,4,135,0.899,AC9AA146,"Oops, maybe I made a little{BR}bit too much.{#232B}Thinking of you, {#2391},{BR}I found my hands just kept{BR}working away making more!{#232B}{#1F41}{#1FAE}{#1F49}{#2136}Well, let's eat!",,
2077,0x41D8A,94,4,90,0.862,E5E1F176,"Welcome home, {#2391}.{BR}How was work?{#232B}{#1F40}{#1FAE}{#1F49}{#2135}Today's my birthday, so I{BR}wanted to celebrate with{BR}you.",,
2078,0x41E48,172,4,168,0.919,F70F71CD,"I'm lucky to be able to{BR}celebrate my birthday with{BR}such a sweet husband.{#232B}Until we got married, I{BR}never imagined life could{BR}have such happy moments.{#232B}{#1F41}{#1FAE}{#1F49}{#2136}Well, let's eat!",,
2079,0x41FA2,92,4,88,0.848,E4435891,"Welcome home, {#2391}.{BR}How was work?{#232B}{#1F40}{#1FAE}{#1F49}{#2135}Today is {#2337}'s birthday.{BR}It's an occasion to{BR}celebrate!",,
2080,0x4205C,160,4,156,0.900,1AD2D045,Ha ha!{BR}Our little one is{BR}growing up so well!{#232B}We've done a good job as{BR}parents so far.{#232B}{#1F41}{#1FAE}{#1F4D}{#2136}{#2337} is so precious!{BR}We just have to keep on{BR}raising our child right!,,
2081,0x4219E,96,4,92,0.854,7DFF1195,"Welcome home, {#2391}.{BR}How was work?{#232B}{#1F40}{#1FAE}{#1F49}{#2135}Today is {#2337}'s birthday,{BR}so I made us all something{BR}to eat.",,
2082,0x42260,81,4,77,0.877,25DAA1B3,"In honor of {#2337}'s {BR}birthday, I went all-out{BR}with my cooking!{#232B}Happy birthday,{BR}{#2337}!",,
2083,0x42304,107,4,103,0.869,6CC1C68C,"Welcome home, {#2391}.{BR}How was work?{#232B}{#1F40}{#1FAE}{#1F49}{#2135}Today is our anniversary,{BR}so I cooked us a meal.{BR}{#232B}Let's go sit down.",,
2084,0x423DC,129,4,125,0.930,C4BB86E8,"It seems like just yesterday{BR}that you and I got married!{BR}Does that sound strange?{#232B}I hope we'll have many more{BR}happy years, {#2391}.",,
2085,0x424E0,20,4,16,0.750,3500CEF6,"Good morning, {#232A}.","Günaydın, {#232A}.", common
2086,0x4250A,20,4,16,0.750,3500CEF6,"Good morning, {#232A}.","Günaydın, {#232A}.", common
2087,0x42534,20,4,16,0.750,3500CEF6,"Good morning, {#232A}.","Günaydın, {#232A}.", common
2088,0x4255E,20,4,16,0.750,3500CEF6,"Good morning, {#232A}.","Günaydın, {#232A}.", common
2089,0x42588,20,4,16,0.750,3500CEF6,"Good morning, {#232A}.","Günaydın, {#232A}.", common
2090,0x425B2,20,4,16,0.750,3500CEF6,"Good morning, {#232A}.","Günaydın, {#232A}.", common
2091,0x425DC,20,4,16,0.750,3500CEF6,"Good morning, {#232A}.","Günaydın, {#232A}.", common
2092,0x42606,42,4,38,0.833,FB8A5246,Today is the{BR}{#1000}.{BR}Everyone's so excited.,,
2093,0x4265C,20,4,16,0.750,3500CEF6,"Good morning, {#232A}.","Günaydın, {#232A}.", common
2094,0x42686,20,4,16,0.750,3500CEF6,"Good morning, {#232A}.","Günaydın, {#232A}.", common
2095,0x426B0,20,4,16,0.750,3500CEF6,"Good morning, {#232A}.","Günaydın, {#232A}.", common
2096,0x426DA,20,4,16,0.750,3500CEF6,"Good morning, {#232A}.","Günaydın, {#232A}.", common
2097,0x42704,20,4,16,0.750,3500CEF6,"Good morning, {#232A}.","Günaydın, {#232A}.", common
2098,0x4272E,20,4,16,0.750,3500CEF6,"Good morning, {#232A}.","Günaydın, {#232A}.", common
2099,0x42758,20,4,16,0.750,3500CEF6,"Good morning, {#232A}.","Günaydın, {#232A}.", common
2100,0x42782,20,4,16,0.750,3500CEF6,"Good morning, {#232A}.","Günaydın, {#232A}.", common
2101,0x427AC,20,4,16,0.750,3500CEF6,"Good morning, {#232A}.","Günaydın, {#232A}.", common
2102,0x427D6,20,4,16,0.750,3500CEF6,"Good morning, {#232A}.","Günaydın, {#232A}.", common
2103,0x42800,20,4,16,0.750,3500CEF6,"Good morning, {#232A}.","Günaydın, {#232A}.", common
2104,0x4282A,20,4,16,0.750,3500CEF6,"Good morning, {#232A}.","Günaydın, {#232A}.", common
2105,0x42854,20,4,16,0.750,3500CEF6,"Good morning, {#232A}.","Günaydın, {#232A}.", common
2106,0x4287E,20,4,16,0.750,3500CEF6,"Good morning, {#232A}.","Günaydın, {#232A}.", common
2107,0x428A8,20,4,16,0.750,3500CEF6,"Good morning, {#232A}.","Günaydın, {#232A}.", common
2108,0x428D2,20,4,16,0.750,3500CEF6,"Good morning, {#232A}.","Günaydın, {#232A}.", common
2109,0x428FC,20,4,16,0.750,3500CEF6,"Good morning, {#232A}.","Günaydın, {#232A}.", common
2110,0x42926,20,4,16,0.750,3500CEF6,"Good morning, {#232A}.","Günaydın, {#232A}.", common
2111,0x42950,20,4,16,0.750,3500CEF6,"Good morning, {#232A}.","Günaydın, {#232A}.", common
2112,0x4297A,41,4,37,0.854,3E2AD6B4,"Good morning, {#232A}.{BR}You're looking well.",,
2113,0x429CE,57,4,53,0.877,AEB2FC1F,"Good morning, {#232A}.{BR}Hard at work again today?{BR}Good luck!",,
2114,0x42A42,55,4,51,0.873,2B42ED2C,"Good morning, {#232A}.{BR}I hope you have a wonderful{BR}day...",,
2115,0x42AB2,41,4,37,0.854,72600F22,"Hello, {#232A}.{BR}Where are you off to today?",,
2116,0x42B06,65,4,61,0.892,BC584C10,"Hey there, {#232A}...{BR}How are you? Doing just fine{BR}as usual, I bet.",,
2117,0x42B8A,29,4,25,0.793,8D96B1EF,"Hi there, {#232A}.{BR}How are you?",,
2118,0x42BC6,44,4,40,0.864,7CEE3314,"Good evening, {#232A}.{BR}Done with work already?",,
2119,0x42C20,59,4,55,0.881,BC506FE7,"Hey there, {#232A}.{BR}Good evening to you.{BR}You're working late!",,
2120,0x42C98,92,4,88,0.913,71C95061,"Good evening, {#232A}.{#232B}Look how late it is!{BR}It seems like this day ended{BR}the instant it began!",,
2121,0x42D52,75,4,71,0.920,F762AE9B,"Now that you and I are{BR}married, I worry that my{BR}grandpa will be lonely.",,
2122,0x42DEA,67,4,63,0.910,2761E157,"With our wedding coming up,{BR}I've got butterflies in{BR}my stomach!",,
2123,0x42E72,79,4,75,0.924,19D6DB5A,"Soon we'll be wedded!{#232B}I'll say goodbye to this{BR}house, and that's a bit sad.",,
2124,0x42F12,66,4,62,0.909,CEF5F8D3,"If you want crop seeds, talk{BR}to my grandpa across the{BR}counter.",,
2125,0x42F98,64,4,60,0.906,2CF77777,"We also carry fertilizer,{BR}so please buy some if you{BR}need it.",,
2126,0x4301A,136,4,132,0.941,CBD11956,Please note that we're only{BR}selling seeds for crops that{BR}grow in the current season.{#232B}Fruits and vegetables are{BR}a different matter...,,
2127,0x4312C,32,4,28,0.875,84431E0E,Isn't this a relaxing place?,,
2128,0x4316E,32,4,28,0.875,84431E0E,Isn't this a relaxing place?,,
2129,0x431B0,32,4,28,0.875,84431E0E,Isn't this a relaxing place?,,
2130,0x431F2,32,4,28,0.875,84431E0E,Isn't this a relaxing place?,,
2131,0x43234,32,4,28,0.875,84431E0E,Isn't this a relaxing place?,,
2132,0x43276,25,4,21,0.840,C4D6553D,"Take your time, okay?",,
2133,0x432AA,42,4,38,0.881,68E3F370,"Ooh, good morning!{BR}Did you sleep well?",,
2134,0x43300,67,4,63,0.896,44F17A1F,"Good morning, {#2391}.{BR}Hee hee! You were talking{BR}in your sleep again.",,
2135,0x43388,78,4,74,0.910,5F06A9EC,"Good morning, {#2391}. How{BR}do you think today will go?{BR}Let's make it a good one!",,
2136,0x43426,50,4,46,0.880,C6E1DEE8,"Ooh, it's already midday!{BR}How's work going, {#2391}?",,
2137,0x4348C,32,4,28,0.812,81648712,"What are you up to today,{BR}{#2391}?",,
2138,0x434CE,73,4,69,0.918,053D998B,"Work is important, but make{BR}sure you're taking care of{BR}yourself, too.",,
2139,0x43562,50,4,46,0.900,B4D9F6F8,It's already nighttime!{BR}Are you STILL working?,,
2140,0x435C8,53,4,49,0.887,29CC88A0,"Ooh, look how late it's{BR}gotten!{BR}Another full day.",,
2141,0x43634,49,4,45,0.898,03E72A0B,It feels like we haven't{BR}talked at all today.,,
2142,0x43698,116,4,112,0.922,08D3D76F,"Your cooking is really{BR}delicious, {#232A}.{#232B}It's definitely the reason{BR}that our village won the{BR}Cooking Festival today.",,
2143,0x43782,114,4,110,0.930,4FD69FCC,Wasn't today's Cooking{BR}Festival great?{#232B}Konohana has such delicious{BR}crops. That gives our{BR}cooking an advantage.,,
2144,0x43868,104,5,99,0.894,AE2219CB,"!{BR}Everyone brought delicious{BR}food to the festival.{#232B}{#1003}'s food was{BR}good, but ours is still{BR}number one.",,
2145,0x4393A,55,4,51,0.909,6884CA75,It was such a nice day.{BR}Everybody had a great time.,,
2146,0x439AA,61,4,57,0.885,F1042842,"I had so much fun today!{BR}Did you have a good time{BR}too, {#232A}?",,
2147,0x43A26,56,4,52,0.893,B9C627A0,I had so much fun today!{BR}Tomorrow it's back to{BR}work!,,
2148,0x43A98,67,4,63,0.896,56BD413F,Congratulations on winning!{BR}Your {#1004}{BR}was the best I've ever seen.,,
2149,0x43B20,53,4,49,0.868,9847EB4D,Congratulations on winning!{BR}Your {#1004}{BR}was fantastic!,,
2150,0x43B8C,65,4,61,0.877,ACEEB0A9,Your {#1004}{BR}was outstanding!{#232B}Even my grandpa was really{BR}impressed.,,
2151,0x43C10,32,4,28,0.812,C3C7B62D,The {#1000}{BR}was so much fun today!,Bugünkü {#1000} çok{BR}eğlenceliydi!,
2152,0x43C52,79,4,75,0.924,EA5FC777,Did you have fun today?{BR}It's always nice when we{BR}all gather for a festival.,,
2153,0x43CF2,63,4,59,0.810,C60BA1C9,How did you like the{BR}{#1000}?{#232B}{#1F46}{#1FAE}{#1F49}{#2136}I really had a good time at{BR}it.,,
2154,0x43D72,85,4,81,0.906,5A7B9966,"Congratulations! You won the{BR}{#1000}.{#232B}I did my best, but mine{BR}didn't match up to yours.",,
2155,0x43E1E,76,4,72,0.908,BA783D9F,Congratulations about today!{BR}You did well...{#232B}You were like a little{BR}kid.,,
2156,0x43EB8,110,4,106,0.936,7C28CE62,You did really well today!{#232B}It's fun to forget about{BR}work and all get together to{BR}have fun once in a while.,,
2157,0x43F96,53,4,49,0.868,67E01A3F,Congratulations on winning!{BR}Your {#1002}{BR}was fantastic!,,
2158,0x44002,81,4,77,0.877,743E5643,"Congratulations, {#232A}!!{BR}You won the {BR}{#1000}.{#232B}You did a great job growing{BR}those crops.",,
2159,0x440A6,43,4,39,0.814,C8EC68E9,The {#1002}{BR}from {#2330} Farm was{BR}really wonderful!,,
2160,0x4449C,108,4,104,0.889,1BB37B3D,"The weather yesterday was{BR}out-RAGE-ous!{#232B}{#1F46}{#1FAF}{#1F4A}{#2136}Because of that, my{BR}experiments were RUINED!!!{BR}Grrrrrrrr!!!!",,
2161,0x44576,25,4,21,0.800,E9ED57FF,"Oh, THERE you are, {#232A}!","İşte buradasın, {#232A}!", common
2162,0x445AA,25,4,21,0.800,E9ED57FF,"Oh, THERE you are, {#232A}!","İşte buradasın, {#232A}!", common
2163,0x445DE,25,4,21,0.800,E9ED57FF,"Oh, THERE you are, {#232A}!","İşte buradasın, {#232A}!", common
2164,0x44612,38,4,34,0.842,9266C19D,Ooooo-OOOOO-oooh!!{BR}Cuuuuuuuuuute!{BR},,
2165,0x44660,75,4,71,0.920,6A769B43,"Aaaaiiiiiiyyeeeee!{BR}What, what, WHAT IS that?!?{BR}K-keep it far, FAR away!",,
2166,0x446F8,149,4,145,0.913,05909300,"Wh-What is that?{BR}I-I've seen one somewhere...{#232B}{#1F46}{#1FAF}{#1F4A}{#2136}D-Does that m-mean...?{BR}Whoa, whoa, WHOA!{#232B}You have to come with me to{BR}talk about that RIGHT NOW!",,
2167,0x44824,70,4,66,0.914,7B657BC0,I've seen one somewhere...{BR}Now where was that...?{BR}Maybe in a book?,,
2168,0x448B2,77,4,73,0.922,D4473C85,The great Oracle is in no{BR}mood to be taking a present{BR}from YOU right now.,,
2169,0x4494E,67,4,63,0.910,A8027999,"You already gave me a{BR}present, silly! How can I{BR}carry any more?",,
2170,0x449D6,118,4,114,0.873,B59FA159,"Woooo-WHEEEEE!!!{#206D}{#0052}{#206C}{BR}Sweets for Harmony Day!{#232B}Giving me a present is a{BR}very, very, VERY good idea!{#232B}Thank yooou!!{#206D}{#0052}{#206C}{BR}",,
2171,0x44AC4,114,4,110,0.895,C76FB3EA,"Really and truly? You chose{BR}me for Harmony Day...?{#232B}{#1F46}{#1FAF}{#1F49}{#2136}Okey-dokey, since it's a{BR}nice one, I'll gladly take{BR}it!",,
2172,0x44BAA,26,4,22,0.808,8B0C90E4,Huh? What's that for?{BR},,
2173,0x44BE0,128,4,124,0.859,F70E8B6E,"Woooo-WHEEEEE!!!{#206D}{#0052}{#206C}{BR}I-It's fluffy-wuffy{BR}{#206D}alpaca yarn{#206C}!!!!{#232B}{#1F46}{#1FAF}{#1F4D}{#2136}You knew just what I wanted{BR}for my birthday, you clever{BR}thing!",,
2174,0x44CE2,120,4,116,0.875,E9C6299B,"Woooo-WHEEEEE!!!{#206D}{#0052}{#206C}{BR}I-It's fluffy-wuffy{BR}{#206D}alpaca yarn{#206C}!!!!{#232B}{#232A}, that's so like you{BR}to know just what I like!{BR}Thank you!",,
2175,0x44DD4,25,4,21,0.800,E9ED57FF,"Oh, THERE you are, {#232A}!","İşte buradasın, {#232A}!", common
2176,0x44E08,25,4,21,0.800,E9ED57FF,"Oh, THERE you are, {#232A}!","İşte buradasın, {#232A}!", common
2177,0x44E3C,114,4,110,0.886,DBA78094,Huh!?{BR}This is for...?{#232B}{#1F46}{#1FAF}{#1F49}{#2136}...my birthday?{#232B}You're always so thoughtful!{BR}You even knew what I'd like!{BR}I approve!,,
2178,0x44F22,68,4,64,0.868,D6500CBC,Th-This is...{BR}You know just what I like!{#206D}{#0052}{#206C}{BR}This is super great!,,
2179,0x44FAC,57,4,53,0.895,90FF2231,"A birthday present?{BR}Hmm, how thoughtful!{BR}I'm pleased!",,
2180,0x45020,47,4,43,0.872,4B0DFBDB,What do we have here?{BR}A present?{BR}Thank you!,,
2181,0x45080,112,4,108,0.902,80F78D5D,I was looking forward to my{BR}birthday SOOO much...{#232B}{#1F46}{#1FAF}{#1F4A}{#2136}And now...now...NOW YOU'VE{BR}RUINED EVERYTHIIIINNNNGGG!!,,
2182,0x45162,65,4,61,0.908,DD76E630,"What do you call THIS?{BR}Don't you know what I like,{BR}you dummy?",,
2183,0x451E6,134,4,130,0.910,743A724A,"Aaaaaiiiiiiyyyyeeee!!!{BR}Wh-What's that in your hand?{#232B}{#1F46}{#1FAF}{#1F4A}{#2136}This monstrosity!!{BR}I could NEVER EVER eat THAT!{BR}Argh, now I'm grossed out!",,
2184,0x452F4,25,4,21,0.800,E9ED57FF,"Oh, THERE you are, {#232A}!","İşte buradasın, {#232A}!", common
2185,0x45328,25,4,21,0.800,E9ED57FF,"Oh, THERE you are, {#232A}!","İşte buradasın, {#232A}!", common
2186,0x4535C,98,4,94,0.929,8E631476,Marriage...marriage...{BR}What's it like?{#232B}It seems so remote from my{BR}life! I don't get it at all!,,
2187,0x45422,62,4,58,0.903,23F6E29D,"Argh!{BR}The sound of the wind is so{BR}annoying, I can't focus!",,
2188,0x454A0,87,4,83,0.931,97200C79,Eek! There's so much snow{BR}I'm afraid my roof will cave{BR}in! It better clear up soon!,,
2189,0x45550,150,5,145,0.933,DCE3ABED,", when you're around,{BR}my experiments go smoothly.{#232B}You have to be with me when{BR}I do them from now on!{#232B}Don't even THINK about{BR}refusing, okey-dokey?",,
2190,0x4567E,125,4,121,0.896,DC72E029,"Recently, whenever you come{BR}by, I feel happy, {#232A}.{#232B}{#1F46}{#1FAF}{#1F4C}{#2136}I've lived a long, LONG{BR}time, but I've never felt{BR}that way before...",,
2191,0x4577A,115,5,110,0.887,EBA6C2E6,", when you're in the{BR}room, I feel oddly at peace.{BR}I don't know why...{#232B}{#1F46}{#1FAF}{#1F4C}{#2136}Hmmmmmmmm...{BR}What a strange feeling!",,
2192,0x45862,187,5,182,0.893,D904F2C5,", what is your farm{BR}like?{BR}I'm kind of curious.{#232B}{#1F46}{#1FAF}{#1F49}{#2136}I wonder if I could conduct{BR}some experiments on it...{#232B}{#1F46}{#1FAF}{#1F4C}{#2136}Oh no, I'm just talking to{BR}myself! Don't worry your{BR}little head about it!",,
2193,0x459DA,180,4,176,0.867,A3445A7B,"Hmmm, I'm thinking about a{BR}new experiment...{#232B}{#1F46}{#1FAF}{#1F4C}{#2136}Now why are you quivering{BR}like that, {#232A}?{#232B}{#1F46}{#1FAF}{#1F49}{#2136}Just take one little sip for{BR}me....no? NO!?!{#232B}{#1F46}{#1FAF}{#1F4A}{#2136}GRRRRRRRRR!{BR}You little fraidy-cat!",,
2194,0x45B44,98,4,94,0.918,7FD8DF7D,"You fascinate me, {#232A}.{BR}I bet you've never seen a{BR}room like my laboratory!{#232B}Make yourself at home!",,
2195,0x45C0A,131,4,127,0.931,CD4BBFE3,I don't go out very often{BR}because I'm busy with my{BR}experiments.{#232B}Tell me interesting stories{BR}about the big wide world{BR}out there!,,
2196,0x45D12,25,4,21,0.800,E9ED57FF,"Oh, THERE you are, {#232A}!","İşte buradasın, {#232A}!", common
2197,0x45D46,87,4,83,0.908,555574F9,AAAARRRRRGGGGHHHH!{BR}The Oracle is NOT hearing{BR}anything {#232A} says!{#232B}YOU know why I'm mad!,,
2198,0x45DF6,36,1,35,0.944,E0F34D2C, I'm sorry.{BR} Should I speak louder?,,
2199,0x45E40,82,4,78,0.927,BF0C6766,Humph! I guess I'll let it{BR}go THIS time! I'm tired of{BR}being mad! So I'll stop!,,
2200,0x45EE6,70,4,66,0.914,115F94C2,The Oracle can't HEEEEAAAAR{BR}YOOOOUUUUU! Not even if you{BR}say sorry!,,
2201,0x45F74,25,4,21,0.800,E9ED57FF,"Oh, THERE you are, {#232A}!","İşte buradasın, {#232A}!", common
2202,0x45FA8,45,4,41,0.889,FB9BB658,What outrageous weather{BR}we had yesterday!,,
2203,0x46004,25,4,21,0.800,E9ED57FF,"Oh, THERE you are, {#232A}!","İşte buradasın, {#232A}!", common
2204,0x46038,25,4,21,0.800,E9ED57FF,"Oh, THERE you are, {#232A}!","İşte buradasın, {#232A}!", common
2205,0x4606C,25,4,21,0.800,E9ED57FF,"Oh, THERE you are, {#232A}!","İşte buradasın, {#232A}!", common
2206,0x460A0,25,4,21,0.800,E9ED57FF,"Oh, THERE you are, {#232A}!","İşte buradasın, {#232A}!", common
2207,0x460D4,144,4,140,0.889,5B1F506F,"Woo-hoo, Harmony Day sweets!{BR}{#2391}, {#2391}, {#2391},{BR}you've made me SOOOOO happy!{#232B}{#1F46}{#1FAF}{#1F4D}{#2136}In return, I'm going to brew{BR}up something very, VERY{BR}special for YOU!",,
2208,0x461F6,151,4,147,0.881,87D6FC58,"Woooo-WHEEEEEE!!{#206D}{#0052}{#206C}{BR}It's...It's...{#206D}alpaca yarn{#206C}!{#232B}I knew you'd get me a good{BR}birthday present, {#2391}!!{#232B}I picked a good man!{BR}I'm so, so, SOOOO happy!!{#206D}{#0052}{#206C}",,
2209,0x46326,60,5,55,0.817,DC291C22,Alpaca yarn{#206C}!{BR}Woo-hoo-hoo-HOO!{BR}So fluffy-wuffy soft!{#206D}{#0052}{#206C},,
2210,0x463A0,60,4,56,0.883,693BBEF0,"Oh, {#2391}...{BR}you have to go out for a{BR}walk with me sometime!",,
2211,0x4641A,20,1,19,0.900,FCFBD0E0, Great!{BR} Forget it.,,
2212,0x46444,131,4,127,0.939,2B4CD20C,"Grrrrr-aaarrrggghhh!!{BR}I wanted to go for a walk{BR}and you said NO!? To ME!?!?{#232B}Fine, fine, FINE, then!{BR}Be a meanie! See if I care!",,
2213,0x4654C,25,4,21,0.800,E9ED57FF,"Oh, THERE you are, {#232A}!","İşte buradasın, {#232A}!", common
2214,0x46580,174,4,170,0.920,B17B3C0F,A birthday present? THIS?!?{#232B}{#1F46}{#1FAF}{#1F4A}{#2136}What are you thinking?!{BR}Don't you know that I HATE{BR}this most in the world?{#232B}Grrrr... I won't forgive you{BR}for being such a terrible{BR}husband!,,
2215,0x466DE,83,4,79,0.904,9D886039,Th-This is...{BR}the thing that I HATE{BR}most in the world!{#232B}What is WRONG with you?{BR},,
2216,0x46786,85,4,81,0.918,C8621674,I'm pregnant with a child!{BR}It's a new experience for{BR}me...{#232B}I'm kind of nervous...,,
2217,0x46832,73,4,69,0.918,5DFE7CB7,Isn't the human body a{BR}marvel? My belly is getting{BR}bigger and bigger!,,
2218,0x468C6,78,4,74,0.923,B20BB581,The baby's coming soon!{BR}I just know somehow. But{BR}will it be a boy or girl?,,
2219,0x46964,73,4,69,0.836,0F1DA0C4,"Did you eat breakfast yet?{BR}Are you hungry?{#232B}{#1F46}{#1FAF}{#1F4D}{#2136}Let's eat together,{BR}{#2391}.",,
2220,0x469F8,186,4,182,0.903,683A39FD,"I feel like I should help{BR}you out on the farm, but...{#232B}{#1F46}{#1FAF}{#1F4B}{#2136}Even though I've lived so{BR}long, I never acquired any{BR}knowledge of farm work...{#232B}{#1F46}{#1FAF}{#1F49}{#2136}Give me some time, though.{BR}I'll study up!",,
2221,0x46B6E,182,4,178,0.885,6903209D,"Huh?{BR}Shouldn't you get to bed?{BR}Tomorrow's an early day!{#232B}{#1F46}{#1FAF}{#1F49}{#2136}I'm going to stay up!{BR}I love to watch your face{BR}while you sleep, {#2391}.{#232B}{#1F46}{#1FAF}{#1F4D}{#2136}Huh? That's not weird at{BR}all! Don't be silly!{BR}",,
2222,0x46CDC,120,4,116,0.917,D07B406D,"I'm making new discoveries{BR}every day!{#232B}I never realized how much I{BR}was missing living on that{BR}mountain.{#232B}Thank you, {#2391}!",,
2223,0x46DCE,123,4,119,0.902,6CA8CA22,"Since coming to live on your{BR}farm, I've learned more{BR}about the world.{#232B}{#1F46}{#1FAF}{#1F49}{#2136}It's always good to increase{BR}one's knowledge!",,
2224,0x46EC6,100,4,96,0.930,16715159,Life on a farm is busy from{BR}morning till night!{#232B}It's all so different from{BR}the life I'm used to!,,
2225,0x46F90,90,4,86,0.922,C4E12C74,"Farm life is so, so, SOOOOO{BR}interesting!{#232B}And it gives me more things{BR}to experiment on!",,
2226,0x47046,79,4,75,0.848,17293236,"We never, ever, EVER talk{BR}anymore...{#232B}{#1F46}{#1FAF}{#1F4A}{#2136}{#2391}! You have to talk{BR}with me more!!",,
2227,0x470E6,56,4,52,0.911,520E7021,Booooooorrriiiinnnng...{BR}Life is SOOOOOOOOOOO boring.,,
2228,0x47158,63,5,58,0.873,2CF5972F,! {#2391}!!!{BR}Don't you have something to{BR}say about what you did?,,
2229,0x471D8,53,1,52,0.962,9016B237, I'm sorry I made you mad.{BR} Not that I can think of.,,
2230,0x47244,133,4,129,0.872,946EB2AE,Why didn't you say that a{BR}lot sooner?!{#232B}{#1F46}{#1FAF}{#1F4B}{#2136}Don't you even know when you{BR}need to apologize...?{#232B}{#1F46}{#1FAF}{#1F49}{#2136}But it's fine!{BR}I'm over it now!,,
2231,0x47350,79,4,75,0.911,5126FD59,"GrrrrRRRRRRR...! {#2391}!{BR}With that attitude, you're{BR}in for a long battle, dummy!",,
2232,0x473F0,119,4,115,0.933,B9D27BD1,"You need that for the{BR}festival, don't you?{#232B}Don't stand here showing it{BR}to me, hurry up and take it{BR}to the festival!",,
2233,0x474E0,25,4,21,0.800,E9ED57FF,"Oh, THERE you are, {#232A}!","İşte buradasın, {#232A}!", common
2234,0x47514,25,4,21,0.800,E9ED57FF,"Oh, THERE you are, {#232A}!","İşte buradasın, {#232A}!", common
2235,0x47548,63,4,59,0.825,5985AB74,Is this for me to do{BR}experiments on?{#232B}{#1F46}{#1FAF}{#1F4B}{#2136}It's not?{BR}Awwww...,,
2236,0x475C8,81,4,77,0.877,C60CC645,"Isn't this cutesy-wutesy!{#232B}{#1F46}{#1FAF}{#1F4B}{#2136}I want to feed it, but I{BR}didn't bring anything.",,
2237,0x4766C,95,4,91,0.884,FA770E32,"Aaaaaiiiiiyyyyeeee!{BR}Th-Thaaaaaaaat's aaaaaa....!{#232B}{#1F46}{#1FAF}{#1F4A}{#2136}I've always hate, hate,{BR}HATED those!!!",,
2238,0x4772C,47,4,43,0.894,016C3F01,"What's that...?{BR}Oh, I see those everywhere.",,
2239,0x4778C,66,4,62,0.909,3230EE86,"Woo-whee, what an outfit!{BR}It suits you perfectly!{BR}Exceptional!",,
2240,0x47812,64,4,60,0.891,072E591B,"Um, {#232A}?{BR}I want you to come with me{BR}and go do something fun...",,
2241,0x47894,64,4,60,0.906,70F52F6E,I want to talk to you.{BR}You have to come with me for{BR}a while.,,
2242,0x47916,65,4,61,0.908,F80EE74A,Are you free right now...?{BR}Will you come take a walk{BR}with me?,,
2243,0x4799A,31,1,30,0.935,C93484DB, Let's go!{BR} I have work to do.,,
2244,0x479DA,36,1,35,0.944,90683DAF, Okay.{BR} I don't have time for that.,,
2245,0x47A24,19,1,18,0.895,EE83962A, Sure.{BR} Not today.,,
2246,0x47A4C,25,4,21,0.800,E9ED57FF,"Oh, THERE you are, {#232A}!","İşte buradasın, {#232A}!", common
2247,0x47A80,25,4,21,0.800,E9ED57FF,"Oh, THERE you are, {#232A}!","İşte buradasın, {#232A}!", common
2248,0x47AB4,56,4,52,0.893,4AF1C730,Wh-What...?{BR}You are putting work before{BR}me...? ME!?!,,
2249,0x47B26,63,4,59,0.905,BBD6F407,"You're THAT busy?{BR}Well EXCUSE me!{BR}Forget about today, then.",,
2250,0x47BA6,67,4,63,0.910,1BD41803,F-Fine then.{BR}I thought you had free time.{BR}Just forget about it.,,
2251,0x47C2E,43,4,39,0.884,1DFF1C00,"Woo-hoo, a flower!{BR}I'm so, SOOOO happy!",,
2252,0x47C86,84,5,79,0.857,9EF45993,", you're so good{BR}about doing these things!{#232B}{#1F46}{#1FAF}{#1F4D}{#2136}You're the bestest husband{BR}EVER!",,
2253,0x47D30,25,4,21,0.800,E9ED57FF,"Oh, THERE you are, {#232A}!","İşte buradasın, {#232A}!", common
2254,0x47D64,25,4,21,0.800,E9ED57FF,"Oh, THERE you are, {#232A}!","İşte buradasın, {#232A}!", common
2255,0x47D98,25,4,21,0.800,E9ED57FF,"Oh, THERE you are, {#232A}!","İşte buradasın, {#232A}!", common
2256,0x47DCC,25,4,21,0.800,E9ED57FF,"Oh, THERE you are, {#232A}!","İşte buradasın, {#232A}!", common
2257,0x47E00,25,4,21,0.800,E9ED57FF,"Oh, THERE you are, {#232A}!","İşte buradasın, {#232A}!", common
2258,0x47E34,60,4,56,0.900,5479FA0D,"What's this, all wrapped up?{BR}Can I open it?{BR}Let's see...",,
2259,0x47EAE,135,5,130,0.926,8C7C93A6,", I'm so happy to{BR}have made a faithful friend{BR}like you!{#232B}I've lived a long, LONG{BR}time, but I've never had{BR}a friend like you before!",,
