id,offset_hex,body_words,prefix_words,editable_words,text_ratio,crc32,source,translation,notes
560,0xE338,17,0,17,1.000,A255DCA4,No special event.,Özel gün yok.,
561,0xE35C,17,0,17,1.000,A255DCA4,No special event.,Özel gün yok.,
562,0xE380,17,0,17,1.000,A255DCA4,No special event.,Özel gün yok.,
563,0xE3A4,65,0,65,0.923,646D77DA,Cooking Festival.{BR}Starts at the mountaintop at{BR}noon. Bring a {#206D}{#1003}{#206C}!,Yemek Festivali.{BR}Öğlen dağ zirvesinde{BR}başlar. Bir {#206D}{#1003}{#206C} getir!,
564,0xE428,17,0,17,1.000,A255DCA4,No special event.,Özel gün yok.,
565,0xE44C,16,0,16,1.000,7124BBA0,Rose's Birthday.,Rose doğum günü.,
566,0xE46E,17,0,17,1.000,A255DCA4,No special event.,Özel gün yok.,
567,0xE492,17,0,17,1.000,A255DCA4,No special event.,Özel gün yok.,
568,0xE4B6,72,0,72,0.931,F8F50F2E,Fall Animal Festival.{BR}Starts at Town Hall at noon.{BR}Who has the best {#206D}{#1003}{#206C}?,Güz Hayvan Festivali.{BR}Öğlen Belediye Binasında.{BR}En iyi {#206D}{#1003}{#206C} kimde?,
569,0xE548,18,0,18,1.000,C3442761,Howard's Birthday.,Howard doğum günü.,
570,0xE56E,65,0,65,0.923,646D77DA,Cooking Festival.{BR}Starts at the mountaintop at{BR}noon. Bring a {#206D}{#1003}{#206C}!,Yemek Festivali.{BR}Öğlen dağ zirvesinde{BR}başlar. Bir {#206D}{#1003}{#206C} getir!,
571,0xE5F2,17,0,17,1.000,A255DCA4,No special event.,Özel gün yok.,
572,0xE616,17,0,17,1.000,EDF05854,Ayame's Birthday.,Ayame doğum günü.,
573,0xE63A,63,0,63,0.968,FE54BC23,Pumpkin Festival.{BR}Give candy to children{BR}who come by your home.,Balkabağı Festivali.{BR}Evine gelen çocuklara{BR}şeker ver.,
574,0xE6BA,17,0,17,1.000,A255DCA4,No special event.,Özel gün yok.,
575,0xE6DE,17,0,17,1.000,A255DCA4,No special event.,Özel gün yok.,
576,0xE702,17,0,17,1.000,A255DCA4,No special event.,Özel gün yok.,
577,0xE726,17,0,17,1.000,A255DCA4,No special event.,Özel gün yok.,
578,0xE74A,16,0,16,1.000,7F383DF6,Hiro's Birthday.,Hiro doğum günü.,
579,0xE76C,17,0,17,1.000,A255DCA4,No special event.,Özel gün yok.,
580,0xE790,65,0,65,0.923,646D77DA,Cooking Festival.{BR}Starts at the mountaintop at{BR}noon. Bring a {#206D}{#1003}{#206C}!,Yemek Festivali.{BR}Öğlen dağ zirvesinde{BR}başlar. Bir {#206D}{#1003}{#206C} getir!,
581,0xE814,17,0,17,1.000,A255DCA4,No special event.,Özel gün yok.,
582,0xE838,18,0,18,1.000,5C2D668B,Eileen's Birthday.,Eileen doğum günü.,
583,0xE85E,17,0,17,1.000,A255DCA4,No special event.,Özel gün yok.,
584,0xE882,17,0,17,1.000,A255DCA4,No special event.,Özel gün yok.,
585,0xE8A6,15,0,15,1.000,A24E1E6B,Yun's Birthday.,Yun doğum günü.,
586,0xE8C6,17,0,17,1.000,A255DCA4,No special event.,Özel gün yok.,
587,0xE8EA,49,0,49,0.959,B4583D5B,Winter Harmony Day.{BR}Girls give chocolate to{BR}boys.,Kış Uyum Günü.{BR}Kızlar erkeklere{BR}çikolata verir.,
588,0xE94E,17,0,17,1.000,A255DCA4,No special event.,Özel gün yok.,
589,0xE972,65,0,65,0.923,646D77DA,Cooking Festival.{BR}Starts at the mountaintop at{BR}noon. Bring a {#206D}{#1003}{#206C}!,Yemek Festivali.{BR}Öğlen dağ zirvesinde{BR}başlar. Bir {#206D}{#1003}{#206C} getir!,
590,0xE9F6,17,0,17,1.000,71579694,Alisa's Birthday.,Alisa doğum günü.,
591,0xEA1A,17,0,17,1.000,A255DCA4,No special event.,Özel gün yok.,
592,0xEA3E,16,0,16,1.000,D6B5B645,Ying's Birthday.,Ying doğum günü.,
593,0xEA60,17,0,17,1.000,A255DCA4,No special event.,Özel gün yok.,
594,0xEA84,65,0,65,0.923,646D77DA,Cooking Festival.{BR}Starts at the mountaintop at{BR}noon. Bring a {#206D}{#1003}{#206C}!,Yemek Festivali.{BR}Öğlen dağ zirvesinde{BR}başlar. Bir {#206D}{#1003}{#206C} getir!,
595,0xEB08,17,0,17,1.000,A2B84EAC,Gombe's Birthday.,Gombe doğum günü.,
596,0xEB2C,17,0,17,1.000,A255DCA4,No special event.,Özel gün yok.,
597,0xEB50,67,0,67,0.970,F28F16F0,Starry Night Festival.{BR}Festival to spend with{BR}that special someone.,Yıldızlı Gece Fest.{BR}Özel biriyle geçirilen{BR}bir festival.,
598,0xEBD8,17,0,17,1.000,A255DCA4,No special event.,Özel gün yok.,
599,0xEBFC,17,0,17,1.000,A255DCA4,No special event.,Özel gün yok.,
600,0xEC20,17,0,17,1.000,3A3B7DC2,Reina's Birthday.,Reina doğum günü.,
601,0xEC44,65,0,65,0.923,646D77DA,Cooking Festival.{BR}Starts at the mountaintop at{BR}noon. Bring a {#206D}{#1003}{#206C}!,Yemek Festivali.{BR}Öğlen dağ zirvesinde{BR}başlar. Bir {#206D}{#1003}{#206C} getir!,
602,0xECC8,17,0,17,1.000,A255DCA4,No special event.,Özel gün yok.,
603,0xECEC,18,0,18,1.000,FC499F66,Ulyssa's Birthday.,Ulyssa doğum günü.,
604,0xED12,70,0,70,0.971,C7FD110D,New Year's Festival.{BR}Starts at Town Hall at 8PM.{BR}Ring in the new year!,Yılbaşı Festivali.{BR}20:00'de Belediye Binasında.{BR}Yeni yılı karşıla!,
605,0xEDA0,23,0,23,1.000,F56A847F,Today is your birthday.,Bugün doğum günün.,
606,0xEDD0,25,0,25,1.000,EEF8928F,The day you were married.,Evlendiğin gün.,
607,0xEE04,22,0,22,1.000,874D4C68,Your child's birthday.,Çocuğunun doğum günü.,
608,0xEE32,7,0,7,1.000,6C8C7099,Chicken,Tavuk,
609,0xEE5A,5,0,5,1.000,6B5D98A5,Sheep,Koyun,
610,0xEE66,6,0,6,1.000,8F6A8A3F,Alpaca,Alpaka,
611,0xEE74,18,0,18,1.000,2B2CA993,Oracle's Birthday.,Kahin doğum günü.,
612,0xEE9A,136,61,75,0.537,8E004D3B,Do you want to activate{BR}StreetPass for Harvest Moon:{BR}The Tale of Two Towns?,Harvest Moon: Two{BR}Towns için StreetPass{BR}etkinleştirilsin mi?,
613,0xEFAC,136,0,136,0.963,C8F2FC0A,StreetPass cannot be{BR}activated for any more{BR}games on the system.{#232B}Please deactivate StreetPass{BR}for another game in{BR}StreetPass Management.,Sistemde başka oyunlar için{BR}StreetPass{BR}etkinleştirilemez.{#232B}StreetPass Yönetimi'nden{BR}başka bir oyunda{BR}StreetPass'i kapat.,
614,0xF0C0,147,0,147,0.966,F218FDBF,StreetPass for Harvest Moon:{BR}The Tale of Two Towns has{BR}been activated.{#232B}StreetPass will remain{BR}active when you keep your{BR}system on or in Sleep Mode.,Harvest Moon: Two Towns için{BR}StreetPass etkinleştirildi.{#232B}Sistem açıkken veya Uyku{BR}Modundayken StreetPass{BR}etkin kalır.,
615,0xF1E8,60,0,60,0.967,769B404F,StreetPass allows you to{BR}exchange items with nearby{BR}players.,"StreetPass, yakındaki{BR}oyuncularla eşya{BR}takasını sağlar.",
616,0xF262,77,0,77,0.961,A9AE6610,"No more data can be set to be{BR}sent.{#232B}If you want to send an item,{BR}delete data.",Gönderilecek daha fazla veri{BR}ayarlanamaz.{#232B}Eşya göndermek için{BR}veri sil.,
617,0xF2FE,32,0,32,0.969,119F599D,Select data to delete from{BR}Sent.,Silinecek{BR}gönderiyi seç.,
618,0xF340,39,0,39,0.974,E4FBFBFB,Do you want to delete Data 1{BR}from Sent?,Gönderilen Veri 1{BR}silinsin mi?,
619,0xF390,25,0,25,1.000,85556604,Deleted Data 1 from Sent.,Gönderi 1 silindi.,
620,0xF3C4,27,0,27,1.000,7376C160,Okay to save your Sent Box?,Gönderi kutusu kaydolur mu?,
621,0xF3FC,38,0,38,0.974,D1A10BE5,There's no data to receive{BR}from Inbox.,Gelen Kutusunda alınacak{BR}veri yok.,
622,0xF44A,34,0,34,0.971,B1D5DD37,Select data to receive from{BR}Inbox.,Alınacak gelen{BR}veriyi seç.,
623,0xF490,20,0,20,1.000,1DA64543,Closing Inbox... OK?,Gelen kutu kapansın?,
624,0xF4BA,13,0,13,1.000,7AAF9C75,Received Item,Alınan Eşya,
625,0xF4D6,49,0,49,0.959,C4D300E0,Can't access StreetPass.{BR}Please try again later.{BR},StreetPass açılamıyor.{BR}Sonra tekrar dene.{BR},
626,0xF53A,52,0,52,0.962,128353CE,StreetPass has{BR}been restricted by{BR}Parental Controls.,"StreetPass, Ebeveyn{BR}Denetimleriyle kısıtlandı.",
627,0xF5A4,223,0,223,0.951,F283D1A7,"In order to make use of this{BR}service, you must agree to{BR}the terms in the updated{#232B}Nintendo 3DS Service User{BR}Agreement. In System{BR}Settings, select{#232B}Internet Settings {#004A} Other{BR}Information {#004A} User{BR}Agreement and agree to the{#232B}terms.",Bu hizmet için güncel{BR}Nintendo 3DS Hizmet{BR}Kullanıcı{#232B}Sözleşmesini kabul{BR}etmelisin.{#232B}Sistem Ayarları'nda{BR}şunları seç:{#232B}İnternet Ayarları {#004A} Diğer{BR}Bilgiler {#004A} Kullanıcı{BR}Sözleşmesi; ardından{#232B}şartları kabul et.,
628,0xF764,91,0,91,0.956,BF7C88B9,No more send data can be {BR}set.{#232B}Please remove items from{BR}your Send Box to create{BR}more space.,Daha fazla gönderi verisi{BR}ayarlanamaz.{#232B}Yer açmak için Gönderilen{BR}Kutusundan eşya kaldır.,
629,0xF82C,10,0,10,1.000,EFF6565B,Send Items,Eşya Yolla,
630,0xF842,13,0,13,1.000,14A87AAF,Receive Items,Eşya Al,
631,0xF85E,4,0,4,1.000,4B9A4605,Quit,Çık,
632,0xF868,6,0,6,1.000,F2FB1AB5,Delete,Sil,
633,0xF876,12,0,12,1.000,0D8F4307,Don't delete,Silme,
634,0xF890,4,0,4,1.000,4B9A4605,Quit,Çık,
635,0xF89A,10,0,10,1.000,268CB2B1,StreetPass,StreetPass,
636,0xF8B0,9,0,9,0.889,64D9D68B,Present {#1000},Hediye {#1000},
637,0xF8C4,7,0,7,0.714,EA538B70,From {#1001}{BR},Kim: {#1001}{BR},
638,0xF8D4,10,0,10,0.800,C97C572B,at {#1002} Farm{BR},{#1002} Çiftlik{BR},
639,0xF8EA,12,0,12,0.667,20622F73,Date: {#1003}.{#1004}.{#1005}{BR},T: {#1003}.{#1004}.{#1005}{BR},
640,0xFC1A,30,1,29,0.833,1228284E,Draw on the sign? {BR}{#2332} Yes{BR} No{BR},Tabelaya çiz?{BR}{#2332} Evet{BR} Hayır{BR},
641,0xFC58,64,0,64,0.969,F07AE79C,Drawing mode!{BR}Press the B Button to exit.{BR}Press SELECT to erase.,Çizim modu!{BR}Çıkmak için B'ye bas.{BR}Silmek için SELECT'e bas.,
642,0xFCDA,44,1,43,0.909,ABC48D0B, Animal Stats{BR} How to raise animals.{BR} Quit{BR},Hayvan Bilgisi Hayvan{BR}yetiştirme. Çık,
643,0xFD34,43,0,43,0.930,0F955335,Use the {#206D}watering can{#206C} {BR}here to fill it up.,{#206D}Sulama kabını{#206C}{BR}burada doldurabilirsin.,
644,0xFD8C,44,4,40,0.727,05672065," hours, {#206D}{#1002}{#206C} minutes until{BR}{#206F}{#1000}{#206C} is ready.{BR}",{#206D}{#1002}{#206C} dk. sonra{BR}{#206F}{#1000}{#206C} hazır.,
645,0xFDE6,36,1,35,0.861,DAA1212D,Put flowers in the vase?{BR}{#2332} Yes{BR} No{BR},Vazoya çiçek koy?{BR}{#2332} Evet{BR} Hayır{BR},
646,0xFE30,29,1,28,0.828,1D537894,View your assets?{BR}{#2332} Yes{BR} No{BR},Varlığı gör?{BR}{#2332} Evet{BR} Hayır{BR},
647,0xFE6C,29,1,28,0.828,C5EC8C87,Examine storage? {BR}{#2332} Yes{BR} No{BR},Depoya bak?{BR}{#2332} Evet{BR} Hayır{BR},
648,0xFEA8,26,1,25,0.808,21C0266F,View calendar?{BR}{#2332} Yes{BR} No{BR},Takvim?{BR}{#2332} Evet{BR} Hayır{BR},
649,0xFEDE,28,1,27,0.821,25EA5549,Open your stand?{BR}{#2332} Yes{BR} No{BR},Tezgahı aç?{BR}{#2332} Evet{BR} Hayır{BR},
650,0xFF1A,24,1,23,0.792,8A696B8D,Take a bath?{BR}{#2332} Yes{BR} No{BR},Yıkan?{BR}{#2332} Evet{BR} Hayır{BR},
651,0xFF4C,29,1,28,0.828,A40DA89D,Use the restroom?{BR}{#2332} Yes{BR} No{BR},Tuvalet?{BR}{#2332} Evet{BR} Hayır{BR},
652,0xFF88,49,1,48,0.918,9EB444A0, Cook from recipe.{BR} Cook without recipe.{BR} Quit.{BR},Tariften pişir.{BR}Tarifsiz pişir. Çık.,
653,0xFFEC,49,0,49,0.980,A5088EB0,I think I could fish here{BR}if I had a fishing rod.,Oltam olsaydı burada{BR}balık tutabilirdim.,
654,0x10050,35,1,34,0.857,51D6B73C,Would you like to fish?{BR}{#2332} Yes{BR} No{BR},Balık tut?{BR}{#2332} Evet{BR} Hayır{BR},
655,0x10098,44,0,44,0.977,05AB0935,This doesn't seem to be{BR}a good fishing spot.,Burası iyi bir balık{BR}noktası değil gibi.,
656,0x100F2,14,0,14,1.000,DF189AA0,It got away...,Kaçtı...,
657,0x10110,42,1,41,0.929,FB650557,"Somewhere in the{BR}universe far, far away.{#206C}","Evrenin çok, çok{BR}uzak bir köşesinde.{#206C}",
658,0x10166,18,0,18,0.944,77C7EC2C,Face color test. {BR},Yüz rengi testi.{BR},
659,0x1018C,25,0,25,0.840,E1416AD3,Make an item? {BR}{#2332} Yes{BR} No{BR},Eşya üret?{BR}{#2332} Evet{BR} Hayır{BR},
660,0x101C0,26,1,25,0.923,E984A129, Install Wonderful.{BR} Quit,Wonderful{BR}tak. Çık,
661,0x101F6,45,1,44,0.933,2F204A22, Install Wonderful.{BR} Remove Wonderful.{BR} Quit,Wonderful tak.{BR}Wonderful çıkar. Çık,
662,0x10252,31,0,31,0.871,9FF0A9FE,Take completed item?{BR}{#2332} Yes{BR} No{BR},Bitmişi al?{BR}{#2332} Evet{BR} Hayır{BR},
663,0x10292,32,0,32,0.969,BA9D9961,Boarding Course{BR}Currently Closed,Binicilik Kursu{BR}Şu An Kapalı,
664,0x102D4,100,0,100,0.940,75D880E6,Today was fun. {BR}It's late. {BR}I should get to bed. {#232B}{#2332} Save and go to bed. {BR} Go to bed without saving.{BR},Bugün eğlenceliydi.{BR}Geç oldu.{BR}Yatmalıyım.{#232B}{#2332} Kaydet ve yat.{BR} Kaydetmeden yat.{BR},
665,0x1039E,53,0,53,0.849,D6AE8984,Currently {#206D}{#1000}{#206C}.{#232B}Replace with different sun?{BR}{#2332} Yes{BR} No{BR},Şu an {#206D}{#1000}{#206C}.{#232B}Başka güneşle değiştir?{BR}{#2332} Evet{BR} Hayır{BR},
666,0x1040A,64,0,64,0.953,751CC5CC,"Raul's Shop{BR}Open 7:00 AM - 11:00 PM{BR}Closed Fridays, Bazaar Days{#2390}",Raul'un Dükkanı{BR}07:00 - 23:00 açık{BR}Cuma ve Pazar günleri kapalı{#2390},
667,0x1048C,65,1,64,0.938,D28F4AD4,"Zephyr Cafe{BR}Open 10:00 AM - 11:00 PM{BR}Closed Thurs., Bazaar Days{#2390}",Zephyr Kafe 10:00 -{BR}23:00 açık Perşembe ve{BR}Pazar günleri kapalı{#2390},
668,0x10510,47,1,46,0.915,2D16CB2E,Hotel{BR}Open 6:00 AM - 11:00 PM{BR}Open every day!{#2390},Otel 06:00 - 23:00{BR}açık Her gün açık!{#2390},
669,0x10570,33,1,32,0.879,381BE8CC, Open the sluice gate?{BR}{#2332} Yes{BR} No, Savak açılsın mı?{BR}{#2332} Evet{BR} Hayır,
670,0x105B4,25,1,24,0.840,645A59B0,Call your owl?{BR}{#2332} Yes{BR} No,Baykuş?{BR}{#2332} Evet{BR} Hayır,
671,0x105E8,57,2,55,0.930,24D9FFBD, Go to Bluebell Village.{BR} Go to Konohana Village.{BR} Quit,Bluebell Köyüne git.{BR}Konohana Köyüne git. Çık,
672,0x1065C,86,0,86,0.953,83E19DBE,Use the guest book?{#232B}{#2333} Stay here and save.{BR} Stay here without saving.{BR} Don't stay here.,Konuk defterini kullan?{#232B}{#2333} Burada kal ve kaydet.{BR} Kaydetmeden kal.{BR} Burada kalma.,
673,0x1070A,34,1,33,0.882,DC054E7E, Enter the hot springs?{BR}{#2332} Yes{BR} No, Kaplıcaya gir?{BR}{#2332} Evet{BR} Hayır,
674,0x10750,29,1,28,0.862,B0DAD64D, Check your carts?{BR}{#2332} Yes{BR} No, Arabaya bak?{BR}{#2332} Evet{BR} Hayır,
675,0x1078C,421,0,421,0.941,5F5CD483,"This is your farm's {#206D}sign{#206C}.{BR}You can write or draw{BR}anything you want on it.{#232B}You can show the sign to{BR}your friends in Multiplayer{BR}Mode.{#232B}Anything you draw here{BR}may be disclosed to{BR}communication partners,{#232B}and can be modified,{BR}and sent to third parties.{#232B}Please do not draw{BR}anything illegal,{#232B}or that might make people{BR}uncomfortable, infringe{BR}upon copyrights,{#232B}or that include {BR}personal information.{#232B}{#232E}Draw on the sign?{BR}{#2332} Yes{BR} No{BR}","Bu çiftliğinin {#206D}tabelası{#206C}.{BR}Üzerine istediğini yazıp{BR}çizebilirsin.{#232B}Çok Oyunculu Modda tabelayı{BR}arkadaşlarına{BR}gösterebilirsin.{#232B}Buraya çizdiklerin iletişim{BR}kurduğun kişilere{BR}gösterilebilir,{#232B}değiştirilebilir ve üçüncü{BR}kişilere gönderilebilir.{#232B}Yasa dışı, rahatsız edici,{BR}telif hakkını ihlal eden{#232B}veya kişisel bilgi{BR}içeren{#232B}şeyler{BR}çizme.{#232B}{#232E}Tabelaya çiz?{BR}{#2332} Evet{BR} Hayır",
676,0x10AD8,194,0,194,0.938,4C4F35D5,"You can view details on{BR}{#206D}animals and pets{#206C}{BR}you own on this board.{#232B}Be sure to check often to{BR}see if your animals have{BR}eaten, or are stressed out.{#232B}{#2333} Examine animals.{BR} How to raise animals.{BR} Quit.{BR}","Bu panoda sahip olduğun{BR}{#206D}hayvan ve evcillerin{#206C}{BR}ayrıntılarını görebilirsin.{#232B}Yem yediler mi, stresliler{BR}mi diye sık sık kontrol et.{#232B}{#2333} Hayvanları incele.{BR}Hayvan bakımı. Çık.",
677,0x10C5E,178,0,178,0.927,7B1BE791,"This is a {#206D}vase{#206C}. You can{BR}fill it with any flowers{BR}you have.{#232B}However, the flowers will{BR}wilt after a few days, so{BR}you'll need to replace them.{#232B}{#232E}Put flowers in the vase?{BR}{#2332} Yes{BR} No{BR}",Bu bir {#206D}vazo{#206C}. Elindeki{BR}çiçeklerle doldurabilirsin.{#232B}Ama çiçekler birkaç günde{BR}solar; yenilemen gerekir.{#232B}{#232E}Vazoya çiçek koy?{BR}{#2332} Evet{BR} Hayır{BR},
678,0x10DC4,200,0,200,0.925,D928BE4A,"Check your {#206D}assets{#206C} here.{BR}{#232B}You can see how your farm is{BR}doing and how you did in{BR}yearly events.{#232B}There's a lot of useful{BR}information in it, so be{BR}sure to look at it often.{#232B}{#232E}View your assets?{BR}{#2332} Yes{BR} No{BR}",{#206D}Varlıklarını{#206C} buradan gör.{#232B}Çiftliğinin durumunu ve{BR}yıllık etkinlik sonuçlarını{BR}görebilirsin.{#232B}Burada çok yararlı bilgi{BR}var; sık sık bakmayı{BR}unutma.{#232B}{#232E}Varlıkları gör?{BR}{#2332} Evet{BR} Hayır,
679,0x10F56,169,0,169,0.923,094AFAB0,This is the {#206D}calendar{#206C}.{BR}Each year is made up of {BR}four seasons.{#232B}Use it to find out when{BR}there are festivals or{BR}when someone's birthday is.{#232B}{#232E}View the calendar? {BR}{#2332} Yes{BR} No{BR},Bu {#206D}takvim{#206C}.{BR}Her yıl dört mevsimden{BR}oluşur.{#232B}Festivallerin ve doğum{BR}günlerinin tarihini buradan{BR}öğrenebilirsin.{#232B}{#232E}Takvime bak?{BR}{#2332} Evet{BR} Hayır,
680,0x110AA,158,0,158,0.924,F3A23F5A,"This is the {#206D}bath{#206C}. If you{BR}take a bath, you'll recover{BR}some of your Stamina.{#232B}However, some time will pass{BR}while you are in the bath.{#232B}{#232E}Take a bath? {BR}{#2332} Yes{BR} No{BR}",Bu {#206D}banyo{#206C}. Banyo yapınca{BR}biraz enerji yenilersin.{#232B}Ancak banyodayken zaman{BR}geçer.{#232B}{#232E}Banyo yap?{BR}{#2332} Evet{BR} Hayır,
681,0x111E8,156,0,156,0.923,23A6E3DE,"This is the {#206D}restroom{#206C}. If you{BR}use it, you'll recover some{BR}of your Stamina.{#232B}However, some time will pass{BR}while you are inside.{#232B}{#232E}Use the restroom?{BR}{#2332} Yes{BR} No{BR}",Bu {#206D}tuvalet{#206C}. Kullanırsan{BR}biraz enerji yenilersin.{#232B}Ancak içerideyken zaman{BR}geçer.{#232B}{#232E}Tuvaleti kullan?{BR}{#2332} Evet{BR} Hayır,
682,0x11322,575,0,575,0.941,ADAD8BD8,"This is the {#206D}kitchen{#206C}. Use it{BR}when you want to cook.{#232B}{#206D}Cook without recipe{#206C} allows{BR}you to freely choose what{BR}ingredients to cook with.{#232B}However, it might not turn{BR}out well if the mix is bad.{#232B}{#206D}Cook from recipe{#206C}{BR}automatically picks the{BR}ingredients for you.{#232B}When a dish is a success,{BR}you can {#206D}write down the{BR}recipe.{#206C}{#232B}However, you can customize{BR}by adding more ingredients{BR}to the original recipe.{#232B}If the customization is{BR}successful, you can revise{BR}the recipe.{#232B}After you cook a few times,{BR}you can get an inspiration{BR}for a new recipe.{#232B}{#2333} Cook from recipe.{BR} Cook without recipe.{BR} Quit.{BR}",Bu {#206D}mutfak{#206C}. Yemek yapmak{BR}istediğinde kullan.{#232B}{#206D}Tarifsiz pişir{#206C} ile{BR}kullanacağın{BR}malzemeleri kendin seçersin.{#232B}Karışım kötü olursa sonuç da{BR}iyi olmayabilir.{#232B}{#206D}Tariften pişir{#206C} ise{BR}malzemeleri otomatik seçer.{#232B}Yemek başarılı olunca{BR}{#206D}tarifi yazabilirsin.{#206C}{#232B}İstersen asıl tarife ek{BR}malzeme koyup{BR}özelleştirebilirsin.{#232B}Başarılı olursa tarifi{BR}güncelleyebilirsin.{#232B}Birkaç kez yemek yaptıktan{BR}sonra yeni tarif fikri{BR}gelebilir.{#232B}{#2333} Tariften pişir.{BR}Tarifsiz pişir. Çık.,
683,0x117A2,111,0,111,0.919,574ADE25,This is the {#206D}radio{#206C}.{#232B}It will give you the{BR}weather report for{BR}today and tomorrow.{#232B}Listen to the radio?{BR}{#2332} Yes{BR} No,Bu {#206D}radyo{#206C}.{#232B}Bugünün ve yarının hava{BR}durumunu söyler.{#232B}Radyoyu dinle?{BR}{#2332} Evet{BR} Hayır,
684,0x11882,151,0,151,0.921,A04F3126,"This is your {#206D}storage{#206C}.{BR}You can keep all kinds{BR}of items in here.{#232B}When you put an item into{BR}storage, it stays fresh{BR}longer.{#232B}Examine storage? {BR}{#2332} Yes{BR} No{BR}",Bu senin {#206D}depon{#206C}.{BR}Her tür eşyayı burada{BR}saklayabilirsin.{#232B}Depoya koyduğun eşyalar{BR}uzun süre taze kalır.{#232B}Depoya bak?{BR}{#2332} Evet{BR} Hayır{BR},
685,0x119B2,74,0,74,0.946,AD278D74,This is your {#206D}food dish{#206C}.{BR}This is where the food for{BR}your cat or dog goes.,Bu {#206D}yem kabın{#206C}.{BR}Kedi veya köpeğinin{BR}maması buraya konur.,
686,0x11A48,154,0,154,0.935,7EDD5738,Use this {#206D}beehive{#206C}{BR}to make honey.{#232B}Examine the beehive while{BR}holding honeycomb to put{BR}it in the beehive.{#232B}The bees will be happy if{BR}you give them {#206D}perfume{#206C}.,Bal yapmak için bu{BR}{#206D}kovanı{#206C} kullan.{#232B}Petek tutarken kovanı{BR}inceleyip peteği içine koy.{#232B}Arılara {#206D}parfüm{#206C} verirsen{BR}mutlu olurlar.,
687,0x11B7E,228,0,228,0.947,C9EFBC49,"This is the {#206D}pond{#206C} for fish.{#232B}Examine the pond while{BR}holding a fish to{BR}put the fish into the pond.{#232B}You can only put fish of 1{BR}kind in at a time, but you{BR}can put in 10 fish at once.{#232B}Make the fish happy by{BR}feeding them {#206D}fish food{#206C}.",Bu balık {#206D}göleti{#206C}.{#232B}Balık tutarken göleti{BR}inceleyip balığı içine koy.{#232B}Aynı anda yalnız bir tür{BR}balık olabilir; en fazla 10{BR}balık koyabilirsin.{#232B}{#206D}Balık yemi{#206C} vererek{BR}balıkları mutlu et.,
688,0x11D48,125,0,125,0.928,2AD55FFB,This is the {#206D}fermenter{#206C}.{#232B}Use it to make cheese and{BR}other dairy products.{BR}{#232B}You can also use it to make{BR}{#206D}chocolate from cocoa{#206C}.,Bu {#206D}mayalayıcı{#206C}.{#232B}Peynir ve başka süt ürünleri{BR}yapmak için kullan.{BR}{#232B}Ayrıca kakaodan{BR}{#206D}çikolata{#206C} yapabilirsin.,
689,0x11E44,89,0,89,0.899,0262CA2C,This is the {#206D}yarn maker{#206C}.{#232B}Use it to make {#206D}wool{#206C}{BR}from sheep and other{BR}animals into {#206D}yarn{#206C}.,Bu {#206D}iplik makinesi{#206C}.{#232B}Koyun ve başka hayvanların{BR}{#206D}yününü{#206C} {#206D}ipliğe{#206C} çevirir.,
690,0x11EF8,116,0,116,0.905,C9146AC9,"This is the {#206D}drink maker{#206C}.{#232B}Use it to make beer, wine,{BR}and tea.{#232B}You can also make{BR}{#206D}coffee packs{#206C} from{BR}{#206D}coffee beans{#206C}.","Bu {#206D}içecek makinesi{#206C}.{#232B}Bira, şarap{BR}ve çay yapar.{#232B}Ayrıca {#206D}kahve çekirdeğinden{#206C}{BR}{#206D}kahve paketi{#206C} yapar.",
691,0x11FE2,73,0,73,0.932,E9615F01,This is the {#206D}seed maker{#206C}.{#232B}It allows you to extract{BR}2 seeds from 1 plant.{BR},Bu {#206D}tohum makinesi{#206C}.{#232B}Bir bitkiden iki tohum{BR}çıkarmanı sağlar.{BR},
692,0x12076,49,0,49,0.918,16838DA8,This is the {#206D}miller{#206C}.{#232B}It grinds items to powder.{BR},Bu {#206D}değirmen{#206C}.{#232B}Eşyaları öğütüp toz yapar.{BR},
693,0x120DA,53,0,53,0.925,680839A4,This is the {#206D}pickling pot{#206C}.{#232B}Use it to pickle things.{BR},Bu {#206D}turşu kabı{#206C}.{#232B}Turşu yapmak için kullan.{BR},
694,0x12146,70,0,70,0.943,F7A3A1BB,This is {#206D}pet playpen{#206C}.{#232B}Put your pet in here and{BR}it will like you more.,Burası {#206D}evcil oyun alanı{#206C}.{#232B}Evcili buraya koyarsan{BR}seni daha çok sever.,
695,0x121D4,55,0,55,0.927,E1438DDC,This is the {#206D}rice paddy{#206C}.{#232B}This is where you grow rice.{BR},Burası {#206D}çeltik tarlası{#206C}.{#232B}Pirinç burada yetişir.{BR},
696,0x12244,171,0,171,0.924,79D7CE33,"This is the {#206D}sluice gate{#206C}.{#232B}You can open it in spring{BR}to water your rice paddy.{#232B}Once you water your rice{BR}paddy, you can plant{BR}rice plants.{#232B}{#232E}Open the sluice gate?{BR}{#2332} Yes{BR} No{BR}",Bu {#206D}savak{#206C}.{#232B}İlkbaharda açıp çeltik{BR}tarlasını sulayabilirsin.{#232B}Tarlayı suladıktan sonra{BR}pirinç fidelerini{BR}ekebilirsin.{#232B}{#232E}Savağı aç?{BR}{#2332} Evet{BR} Hayır,
