index,label,EU_English,EU_French,EU_German,EU_Italian,EU_Spanish,JP_Japanese,US_English,US_French,US_Spanish,TR_Turkish,QA_Note
36,BestTimeDeleteDialogText2,"This data cannot be
recovered once deleted.
⟦MSBT:0E00000003000400FF4B32FF⟧Are you sure you
want to delete?⟦MSBT:0E00000003000400000000FF⟧","⟦MSBT:0E00000003000400FF4B32FF⟧Voulez-vous vraiment
effacer les données ?
⟦MSBT:0E00000003000400000000FF⟧(Les données effacées ne
peuvent pas être récupérées.)","Gelöschte Daten können nicht
wiederhergestellt werden.
⟦MSBT:0E00000003000400FF4B32FF⟧Bist du sicher, dass du die
Daten löschen willst?⟦MSBT:0E00000003000400000000FF⟧","Una volta eliminati, i dati non
potranno essere recuperati.
⟦MSBT:0E00000003000400FF4B32FF⟧Vuoi davvero eliminarli?⟦MSBT:0E00000003000400000000FF⟧","Los datos borrados no se
pueden recuperar. ⟦MSBT:0E00000003000400FF4B32FF⟧¿Seguro
que quieres continuar?⟦MSBT:0E00000003000400000000FF⟧","けした きろくは もどりません。
⟦MSBT:0E00000003000400FF4B32FF⟧ほんとうに よろしいですか？⟦MSBT:0E00000003000400000000FF⟧","This data cannot be
recovered once deleted.
⟦MSBT:0E00000003000400FF4B32FF⟧Are you sure you
want to delete⟦MSBT:0E00000003000400000000FF⟧?","⟦MSBT:0E00000003000400FF4B32FF⟧Voulez-vous vraiment
effacer les données?
⟦MSBT:0E00000003000400000000FF⟧(Les données effacées ne
peuvent pas être récupérées.)","Los datos borrados no se
pueden recuperar. ⟦MSBT:0E00000003000400FF4B32FF⟧¿Seguro
que quieres continuar?⟦MSBT:0E00000003000400000000FF⟧","Silinen veriler geri alınamaz.
⟦MSBT:0E00000003000400FF4B32FF⟧Yine de silmek istiyor musun?⟦MSBT:0E00000003000400000000FF⟧",
37,GameResultClearTimeBtn,Clear Time,Temps,Benötigte Zeit,Tempo,Ver récords,クリアタイム,Clear Time,Temps,Ver récords,Süre,
38,GameResultEndBtn,End,Fin,Beenden,Fine,Salir,おわる,Quit,Fin,Salir,Bitir,
39,GameResultCloseBtn,Close,Fermer,Zurück,Chiudi,Cerrar,とじる,Back,Fermer,Cerrar,Kapat,
40,GameResultNewRecordText,NEW,NOUV.,NEU,NUOVO,NUEVO,NEW,New,NOUV.,NUEVO,YENİ,
41,GameResultBestTimeText,Best,⟦MSBT:0E000000020002005000⟧Record⟦MSBT:0E000000020002006400⟧,TOP,⟦MSBT:0E000000020002005000⟧Record⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005000⟧Récord⟦MSBT:0E000000020002006400⟧,BEST,Best,⟦MSBT:0E000000020002005000⟧Record⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005000⟧Récord⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005A00⟧Rekor⟦MSBT:0E000000020002006400⟧,
42,ScreenLoPointText,pts,pts,,,p.,pt,pts.,pts,p.,p.,
43,ScreenLoTimeLookText,"View
Time","Voir
temps","Zeit
prüfen","Vedi
tempi","⟦MSBT:0E000000020002005A00⟧Ver
récords⟦MSBT:0E000000020002006400⟧","タイムを
みる","View
Time","Voir
temps","⟦MSBT:0E000000020002005A00⟧Ver
récords⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005500⟧Süreyi
Gör⟦MSBT:0E000000020002006400⟧",
44,ScreenLoPauseText,Pause,Pause,Pause,Pausa,Pausa,ポーズ,Pause,Pause,Pausa,Mola,
45,ScreenLoTimeBackBtn,⟦MSBT:0E000000020002005A00⟧Close⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002004B00⟧Fermer⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002004B00⟧Zurück⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005000⟧Chiudi⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005000⟧Cerrar⟦MSBT:0E000000020002006400⟧,とじる,⟦MSBT:0E000000020002005A00⟧Close⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002004B00⟧Fermer⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005000⟧Cerrar⟦MSBT:0E000000020002006400⟧,Geri,
46,ScreenLoMetaquickText,"Meta
Quick","⟦MSBT:0E000000020002005A00⟧Meta
Vitesse⟦MSBT:0E000000020002006400⟧","Meta-
Turbo","Meta
scatto","Meta
turbo",メタクイック,"Meta
Quick","⟦MSBT:0E000000020002005A00⟧Meta
Vitesse⟦MSBT:0E000000020002006400⟧","Meta
turbo","Meta
Hızı",
47,ScreenLoHealingText,Heal,⟦MSBT:0E000000020002005A00⟧Soins⟦MSBT:0E000000020002006400⟧,Heilen,Cura,Curación,ヒーリング,Healing,⟦MSBT:0E000000020002005A00⟧Soins⟦MSBT:0E000000020002006400⟧,Curación,İyileş,
48,ScreenLoGalaxianText,"Galaxia
Darkness","⟦MSBT:0E000000020002005A00⟧Ténèbres
galactiques⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005F00⟧Schwarzes
Loch⟦MSBT:0E000000020002006400⟧","Oscurità
galattica","Oscuridad
galáctica","ギャラクシア
ダークネス","Galaxia
Darkness","⟦MSBT:0E000000020002005A00⟧Ténèbres
galactiques⟦MSBT:0E000000020002006400⟧","Oscuridad
galáctica","⟦MSBT:0E000000020002005A00⟧Galaxia
Karanlığı⟦MSBT:0E000000020002006400⟧",
49,ScreenLoGoText,"⟦MSBT:0E000000020002005500⟧Meta
Knightmares⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005A00⟧Meta
cauchemars⟦MSBT:0E000000020002006400⟧","Meta-Alb-
träume","Meta
Knight","Meta
secuaces","メタナイツで
ゴー！","⟦MSBT:0E000000020002005500⟧Meta
Knightmares⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005A00⟧Meta
cauchemars⟦MSBT:0E000000020002006400⟧","Meta
secuaces","⟦MSBT:0E000000020002005500⟧Meta
Kabusları⟦MSBT:0E000000020002006400⟧",
50,SaveSwitchDialogText,"Next time you play,
you can start from here
by selecting ⟦MSBT:0E00000003000400FF4B32FF⟧Continue⟦MSBT:0E00000003000400000000FF⟧.","⟦MSBT:0E000000020002005F00⟧Lors de votre prochaine partie,
sélectionnez ⟦MSBT:0E00000003000400FF4B32FF⟧Continuer⟦MSBT:0E00000003000400000000FF⟧ pour
commencer à partir de ce point.⟦MSBT:0E000000020002006400⟧","Beim nächsten Spiel kannst
du von diesem Punkt starten.
Wähle dafür ⟦MSBT:0E00000003000400FF4B32FF⟧Fortsetzen⟦MSBT:0E00000003000400000000FF⟧.","La prossima volta che
giochi, puoi iniziare da qui
selezionando ⟦MSBT:0E00000003000400FF4B32FF⟧Continua⟦MSBT:0E00000003000400000000FF⟧.","⟦MSBT:0E000000020002005A00⟧La próxima vez que juegues,
selecciona ⟦MSBT:0E00000003000400FF4B32FF⟧Continuar ⟦MSBT:0E00000003000400000000FF⟧para
reanudar la partida desde aquí.⟦MSBT:0E000000020002006400⟧","じかい あそぶ⟦MSBT:0E000000000008000200040068304D30⟧時は
⟦MSBT:0E00000003000400FF4B32FF⟧「つづきから」⟦MSBT:0E00000003000400000000FF⟧で ここから
さいかい できます。","Next time you play,
you can start from here
by selecting ⟦MSBT:0E00000003000400FF4B32FF⟧Continue⟦MSBT:0E00000003000400000000FF⟧.","⟦MSBT:0E000000020002005F00⟧Lors de votre prochaine partie,
sélectionnez ⟦MSBT:0E00000003000400FF4B32FF⟧Continuer⟦MSBT:0E00000003000400000000FF⟧ pour
commencer à partir de ce point.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005A00⟧La próxima vez que juegues,
selecciona ⟦MSBT:0E00000003000400FF4B32FF⟧Continuar ⟦MSBT:0E00000003000400000000FF⟧para
reanudar la partida desde aquí.⟦MSBT:0E000000020002006400⟧","Sonraki oyunda buradan
başlamak için ⟦MSBT:0E00000003000400FF4B32FF⟧Devam⟦MSBT:0E00000003000400000000FF⟧
seçeneğini seç.",
