index,label,EU_English,EU_French,EU_German,EU_Italian,EU_Spanish,JP_Japanese,US_English,US_French,US_Spanish,TR_Turkish,QA_Note
80,Sound_00,JUN ISHIKAWA,JUN ISHIKAWA,JUN ISHIKAWA,JUN ISHIKAWA,JUN ISHIKAWA,⟦MSBT:0E00000000000C0004000800443057304B308F30⟧石川 ⟦MSBT:0E00000000000A0002000600583085309330⟧淳,JUN ISHIKAWA,JUN ISHIKAWA,JUN ISHIKAWA,JUN ISHIKAWA,
81,VoiceActor,VOICE,VOICE,VOICE,VOICE,VOICE,ボイス,VOICE,VOICE,VOICE,SESLENDİRME,
82,VoiceActor_00,MAKIKO OHMOTO,MAKIKO OHMOTO,MAKIKO OHMOTO,MAKIKO OHMOTO,MAKIKO OHMOTO,⟦MSBT:0E00000000000C00040008004A304A3082306830⟧大本 ⟦MSBT:0E00000000000A00060006007E304D305330⟧眞基子,MAKIKO OHMOTO,MAKIKO OHMOTO,MAKIKO OHMOTO,MAKIKO OHMOTO,
83,VoiceActor_01,MUGIHITO,MUGIHITO,MUGIHITO,MUGIHITO,MUGIHITO,⟦MSBT:0E000000000008000200040080304E30⟧麦⟦MSBT:0E000000000008000200040072306830⟧人,MUGIHITO,MUGIHITO,MUGIHITO,MUGIHITO,
84,TeamSupport,TEAM SUPPORT,TEAM SUPPORT,TEAM SUPPORT,TEAM SUPPORT,TEAM SUPPORT,チームサポート,TEAM SUPPORT,TEAM SUPPORT,TEAM SUPPORT,EKİP DESTEĞİ,
85,TeamSupport_00,SHIGERU HASHIGUCHI,SHIGERU HASHIGUCHI,SHIGERU HASHIGUCHI,SHIGERU HASHIGUCHI,SHIGERU HASHIGUCHI,⟦MSBT:0E00000000000C00040008006F30573050306130⟧橋口 ⟦MSBT:0E00000000000A0002000600573052308B30⟧茂,SHIGERU HASHIGUCHI,SHIGERU HASHIGUCHI,SHIGERU HASHIGUCHI,SHIGERU HASHIGUCHI,
86,TeamSupport_01,YOSHIMI TAKAHASHI,YOSHIMI TAKAHASHI,YOSHIMI TAKAHASHI,YOSHIMI TAKAHASHI,YOSHIMI TAKAHASHI,⟦MSBT:0E00000000000C00040008005F304B306F305730⟧高橋 ⟦MSBT:0E00000000000A0004000600883057307F30⟧芳美,YOSHIMI TAKAHASHI,YOSHIMI TAKAHASHI,YOSHIMI TAKAHASHI,YOSHIMI TAKAHASHI,
87,TeamSupport_02,SEIJI OTOGURO,SEIJI OTOGURO,SEIJI OTOGURO,SEIJI OTOGURO,SEIJI OTOGURO,⟦MSBT:0E00000000000C00040008004A30683050308D30⟧乙黒 ⟦MSBT:0E00000000000A00040006005B3044305830⟧誠二,SEIJI OTOGURO,SEIJI OTOGURO,SEIJI OTOGURO,SEIJI OTOGURO,
88,TeamSupport_03,SHIGERU HIRAYAMA,SHIGERU HIRAYAMA,SHIGERU HIRAYAMA,SHIGERU HIRAYAMA,SHIGERU HIRAYAMA,⟦MSBT:0E00000000000C00040008007230893084307E30⟧平山 ⟦MSBT:0E00000000000A0002000600573052308B30⟧茂,SHIGERU HIRAYAMA,SHIGERU HIRAYAMA,SHIGERU HIRAYAMA,SHIGERU HIRAYAMA,
89,TeamSupport_04,SAHO MINESHIMA,SAHO MINESHIMA,SAHO MINESHIMA,SAHO MINESHIMA,SAHO MINESHIMA,⟦MSBT:0E00000000000C00040008007F306D3057307E30⟧峯島 ⟦MSBT:0E000000000008000400040055307B30⟧沙穂,SAHO MINESHIMA,SAHO MINESHIMA,SAHO MINESHIMA,SAHO MINESHIMA,
90,PublicRelations,PUBLIC RELATIONS,PUBLIC RELATIONS,PUBLIC RELATIONS,PUBLIC RELATIONS,PUBLIC RELATIONS,パブリックリレーションズ,PUBLIC RELATIONS,PUBLIC RELATIONS,PUBLIC RELATIONS,HALKLA İLİŞKİLER,
91,PublicRelations_00,SATOSHI ISHIDA,SATOSHI ISHIDA,SATOSHI ISHIDA,SATOSHI ISHIDA,SATOSHI ISHIDA,⟦MSBT:0E00000000000A0004000600443057306030⟧石田 ⟦MSBT:0E00000000000A0002000600553068305730⟧聡,SATOSHI ISHIDA,SATOSHI ISHIDA,SATOSHI ISHIDA,SATOSHI ISHIDA,
92,PublicRelations_01,TOMOHIRO MINEMURA,TOMOHIRO MINEMURA,TOMOHIRO MINEMURA,TOMOHIRO MINEMURA,TOMOHIRO MINEMURA,⟦MSBT:0E00000000000C00040008007F306D3080308930⟧峰村 ⟦MSBT:0E00000000000C00040008006830823072308D30⟧智大,TOMOHIRO MINEMURA,TOMOHIRO MINEMURA,TOMOHIRO MINEMURA,TOMOHIRO MINEMURA,
93,ArtWork,ARTWORK,ARTWORK,ARTWORK,ARTWORK,ARTWORK,アートワーク,ARTWORK,ARTWORK,ARTWORK,GÖRSEL ÇALIŞMALAR,
94,ArtWork_00,MASAYO NAKAGAMI,MASAYO NAKAGAMI,MASAYO NAKAGAMI,MASAYO NAKAGAMI,MASAYO NAKAGAMI,⟦MSBT:0E00000000000C00040008006A304B304C307F30⟧仲上 ⟦MSBT:0E00000000000A00040006007E3055308830⟧雅代,MASAYO NAKAGAMI,MASAYO NAKAGAMI,MASAYO NAKAGAMI,MASAYO NAKAGAMI,
95,ArtWork_01,RIEKO KAWAHARA,RIEKO KAWAHARA,RIEKO KAWAHARA,RIEKO KAWAHARA,RIEKO KAWAHARA,⟦MSBT:0E00000000000C00040008004B308F306F308930⟧川原 ⟦MSBT:0E00000000000A00060006008A3048305330⟧理恵子,RIEKO KAWAHARA,RIEKO KAWAHARA,RIEKO KAWAHARA,RIEKO KAWAHARA,
96,ArtWork_02,YUMIKO SANO,YUMIKO SANO,YUMIKO SANO,YUMIKO SANO,YUMIKO SANO,⟦MSBT:0E000000000008000400040055306E30⟧佐野 ⟦MSBT:0E00000000000A000600060086307F305330⟧由美子,YUMIKO SANO,YUMIKO SANO,YUMIKO SANO,YUMIKO SANO,
97,ArtWork_03,YUKI YADA,YUKI YADA,YUKI YADA,YUKI YADA,YUKI YADA,⟦MSBT:0E000000000008000400040084306030⟧矢田 ⟦MSBT:0E00000000000A0004000600863046304D30⟧雄紀,YUKI YADA,YUKI YADA,YUKI YADA,YUKI YADA,
98,ArtWork_04,KUNIHIRO HASUOKA,KUNIHIRO HASUOKA,KUNIHIRO HASUOKA,KUNIHIRO HASUOKA,KUNIHIRO HASUOKA,⟦MSBT:0E00000000000C00040008006F3059304A304B30⟧蓮岡 ⟦MSBT:0E00000000000C00040008004F306B3072308D30⟧匡浩,KUNIHIRO HASUOKA,KUNIHIRO HASUOKA,KUNIHIRO HASUOKA,KUNIHIRO HASUOKA,
99,ArtWork_05,SACHIKO NAKAMICHI,SACHIKO NAKAMICHI,SACHIKO NAKAMICHI,SACHIKO NAKAMICHI,SACHIKO NAKAMICHI,⟦MSBT:0E00000000000C00040008006A304B307F306130⟧中道 ⟦MSBT:0E00000000000A0004000600553061305330⟧幸呼,SACHIKO NAKAMICHI,SACHIKO NAKAMICHI,SACHIKO NAKAMICHI,SACHIKO NAKAMICHI,
100,ManualEditing,MANUAL EDITING,MANUAL EDITING,MANUAL EDITING,MANUAL EDITING,MANUAL EDITING,マニュアルエディティング,MANUAL EDITING,MANUAL EDITING,MANUAL EDITING,KILAVUZ DÜZENLEME,
101,ManualEditing_00,KEISUKE KADOTA,KEISUKE KADOTA,KEISUKE KADOTA,KEISUKE KADOTA,KEISUKE KADOTA,⟦MSBT:0E00000000000A00040006004B3069305F30⟧門田 ⟦MSBT:0E00000000000C00040008005130443059305130⟧啓介,KEISUKE KADOTA,KEISUKE KADOTA,KEISUKE KADOTA,KEISUKE KADOTA,
102,Testing,TESTING,TESTING,TESTING,TESTING,TESTING,テスティング,TESTING,TESTING,TESTING,TEST,
103,Testing_00,MASARU KOBAYASHI,MASARU KOBAYASHI,MASARU KOBAYASHI,MASARU KOBAYASHI,MASARU KOBAYASHI,⟦MSBT:0E00000000000C00040008005330703084305730⟧小林 ⟦MSBT:0E00000000000A00020006007E3055308B30⟧勝,MASARU KOBAYASHI,MASARU KOBAYASHI,MASARU KOBAYASHI,MASARU KOBAYASHI,
104,Testing_01,AKIMITSU USHIKOSHI,AKIMITSU USHIKOSHI,AKIMITSU USHIKOSHI,AKIMITSU USHIKOSHI,AKIMITSU USHIKOSHI,⟦MSBT:0E00000000000C00040008004630573053305730⟧牛越 ⟦MSBT:0E00000000000C000400080042304D307F306430⟧昭光,AKIMITSU USHIKOSHI,AKIMITSU USHIKOSHI,AKIMITSU USHIKOSHI,AKIMITSU USHIKOSHI,
105,Testing_02,DAI SUZUKI,DAI SUZUKI,DAI SUZUKI,DAI SUZUKI,DAI SUZUKI,⟦MSBT:0E00000000000A000400060059305A304D30⟧鈴木 ⟦MSBT:0E000000000008000200040060304430⟧太,DAI SUZUKI,DAI SUZUKI,DAI SUZUKI,DAI SUZUKI,
106,Testing_03,DAISUKE FUJITA,DAISUKE FUJITA,DAISUKE FUJITA,DAISUKE FUJITA,DAISUKE FUJITA,⟦MSBT:0E00000000000A0004000600753058305F30⟧藤田 ⟦MSBT:0E00000000000C00040008006030443059305130⟧大介,DAISUKE FUJITA,DAISUKE FUJITA,DAISUKE FUJITA,DAISUKE FUJITA,
107,Testing_04,NOBUYA SASAKI,NOBUYA SASAKI,NOBUYA SASAKI,NOBUYA SASAKI,NOBUYA SASAKI,⟦MSBT:0E00000000000A0006000600553055304D30⟧佐々木 ⟦MSBT:0E00000000000A00040006006E3076308430⟧暢也,NOBUYA SASAKI,NOBUYA SASAKI,NOBUYA SASAKI,NOBUYA SASAKI,
108,Testing_05,HAL DEBUG TEAM,HAL DEBUG TEAM,HAL DEBUG TEAM,HAL DEBUG TEAM,HAL DEBUG TEAM,ハルデバッグチーム,HAL DEBUG TEAM,HAL DEBUG TEAM,HAL DEBUG TEAM,HAL DEBUG TEAM,
109,Testing_06,Mario Club,Mario Club,Mario Club,Mario Club,Mario Club,マリオクラブ,Mario Club,Mario Club,Mario Club,Mario Club,
110,TechnicalSupport,TECHNICAL SUPPORT,TECHNICAL SUPPORT,TECHNICAL SUPPORT,TECHNICAL SUPPORT,TECHNICAL SUPPORT,テクニカルサポート,TECHNICAL SUPPORT,TECHNICAL SUPPORT,TECHNICAL SUPPORT,TEKNİK DESTEK,
111,TechnicalSupport_00,TOMOKAZU TSURUOKA,TOMOKAZU TSURUOKA,TOMOKAZU TSURUOKA,TOMOKAZU TSURUOKA,TOMOKAZU TSURUOKA,⟦MSBT:0E00000000000C000400080064308B304A304B30⟧鶴岡 ⟦MSBT:0E00000000000C0004000800683082304B305A30⟧友和,TOMOKAZU TSURUOKA,TOMOKAZU TSURUOKA,TOMOKAZU TSURUOKA,TOMOKAZU TSURUOKA,
112,TechnicalSupport_01,SHO TAJIMA,SHO TAJIMA,SHO TAJIMA,SHO TAJIMA,SHO TAJIMA,⟦MSBT:0E00000000000A00040006005F3058307E30⟧田島 ⟦MSBT:0E00000000000A0002000600573087304630⟧章,SHO TAJIMA,SHO TAJIMA,SHO TAJIMA,SHO TAJIMA,
113,TechnicalSupport_02,TATSUYA MURASE,TATSUYA MURASE,TATSUYA MURASE,TATSUYA MURASE,TATSUYA MURASE,⟦MSBT:0E00000000000A0004000600803089305B30⟧村瀨 ⟦MSBT:0E00000000000A00040006005F3064308430⟧達哉,TATSUYA MURASE,TATSUYA MURASE,TATSUYA MURASE,TATSUYA MURASE,
114,TechnicalSupport_03,TAKUYA ABE,TAKUYA ABE,TAKUYA ABE,TAKUYA ABE,TAKUYA ABE,⟦MSBT:0E000000000008000400040042307930⟧安部 ⟦MSBT:0E00000000000A00040006005F304F308430⟧拓也,TAKUYA ABE,TAKUYA ABE,TAKUYA ABE,TAKUYA ABE,
115,TechnicalSupport_04,YUKI YASUHARA,YUKI YASUHARA,YUKI YASUHARA,YUKI YASUHARA,YUKI YASUHARA,⟦MSBT:0E00000000000C0004000800843059306F308930⟧安原 ⟦MSBT:0E000000000008000400040086304D30⟧由貴,YUKI YASUHARA,YUKI YASUHARA,YUKI YASUHARA,YUKI YASUHARA,
116,TechnicalSupport_05,SATORU YOSHIDA,SATORU YOSHIDA,SATORU YOSHIDA,SATORU YOSHIDA,SATORU YOSHIDA,⟦MSBT:0E00000000000A0004000600883057306030⟧吉田 ⟦MSBT:0E00000000000A0002000600553068308B30⟧悟,SATORU YOSHIDA,SATORU YOSHIDA,SATORU YOSHIDA,SATORU YOSHIDA,
117,TechnicalSupport_06,TAKAYUKI SUGANO,TAKAYUKI SUGANO,TAKAYUKI SUGANO,TAKAYUKI SUGANO,TAKAYUKI SUGANO,⟦MSBT:0E00000000000A000400060059304C306E30⟧菅野 ⟦MSBT:0E00000000000C00040008005F304B3086304D30⟧卓行,TAKAYUKI SUGANO,TAKAYUKI SUGANO,TAKAYUKI SUGANO,TAKAYUKI SUGANO,
118,TechnicalSupport_07,TAKESHI MINAGAWA,TAKESHI MINAGAWA,TAKESHI MINAGAWA,TAKESHI MINAGAWA,TAKESHI MINAGAWA,⟦MSBT:0E00000000000C00040008007F306A304C308F30⟧皆川 ⟦MSBT:0E00000000000A00020006005F3051305730⟧健,TAKESHI MINAGAWA,TAKESHI MINAGAWA,TAKESHI MINAGAWA,TAKESHI MINAGAWA,
119,TechnicalSupport_08,TATSUHIRO TANOUE,TATSUHIRO TANOUE,TATSUHIRO TANOUE,TATSUHIRO TANOUE,TATSUHIRO TANOUE,⟦MSBT:0E00000000000C00040008005F306E3046304830⟧田上 ⟦MSBT:0E00000000000C00040008005F30643072308D30⟧達宏,TATSUHIRO TANOUE,TATSUHIRO TANOUE,TATSUHIRO TANOUE,TATSUHIRO TANOUE,
120,TechnicalSupport_09,MUNEMASA KIMURA,MUNEMASA KIMURA,MUNEMASA KIMURA,MUNEMASA KIMURA,MUNEMASA KIMURA,⟦MSBT:0E00000000000A00040006004D3080308930⟧木村 ⟦MSBT:0E00000000000C000400080080306D307E305530⟧宗理,MUNEMASA KIMURA,MUNEMASA KIMURA,MUNEMASA KIMURA,MUNEMASA KIMURA,
121,TechnicalSupport_10,YUTA OGAWA,YUTA OGAWA,YUTA OGAWA,YUTA OGAWA,YUTA OGAWA,⟦MSBT:0E00000000000A00040006004A304C308F30⟧小川 ⟦MSBT:0E00000000000A0004000600863046305F30⟧優太,YUTA OGAWA,YUTA OGAWA,YUTA OGAWA,YUTA OGAWA,
122,SpecialThanks,SPECIAL THANKS,SPECIAL THANKS,SPECIAL THANKS,SPECIAL THANKS,SPECIAL THANKS,スペシャルサンクス,SPECIAL THANKS,SPECIAL THANKS,SPECIAL THANKS,ÖZEL TEŞEKKÜRLER,
123,SpecialThanks_00,MASANOBU YAMAMOTO,MASANOBU YAMAMOTO,MASANOBU YAMAMOTO,MASANOBU YAMAMOTO,MASANOBU YAMAMOTO,⟦MSBT:0E00000000000C000400080084307E3082306830⟧山本 ⟦MSBT:0E00000000000C00040008007E3055306E307630⟧正宣,MASANOBU YAMAMOTO,MASANOBU YAMAMOTO,MASANOBU YAMAMOTO,MASANOBU YAMAMOTO,
124,SpecialThanks_01,HIROSHI FUJIE,HIROSHI FUJIE,HIROSHI FUJIE,HIROSHI FUJIE,HIROSHI FUJIE,⟦MSBT:0E00000000000A0004000600753058304830⟧藤江 ⟦MSBT:0E00000000000A000400060072308D305730⟧宏志,HIROSHI FUJIE,HIROSHI FUJIE,HIROSHI FUJIE,HIROSHI FUJIE,
125,SpecialThanks_02,KEITA TANIFUJI,KEITA TANIFUJI,KEITA TANIFUJI,KEITA TANIFUJI,KEITA TANIFUJI,⟦MSBT:0E00000000000C00040008005F306B3075305830⟧谷藤 ⟦MSBT:0E00000000000A0004000600513044305F30⟧圭太,KEITA TANIFUJI,KEITA TANIFUJI,KEITA TANIFUJI,KEITA TANIFUJI,
126,SpecialThanks_03,HIROAKI NAKANO,HIROAKI NAKANO,HIROAKI NAKANO,HIROAKI NAKANO,HIROAKI NAKANO,⟦MSBT:0E00000000000A00040006006A304B306E30⟧中野 ⟦MSBT:0E00000000000C000400080072308D3042304D30⟧宏晃,HIROAKI NAKANO,HIROAKI NAKANO,HIROAKI NAKANO,HIROAKI NAKANO,
127,SpecialThanks_04,YOUSUKE FUKUNAGA,YOUSUKE FUKUNAGA,YOUSUKE FUKUNAGA,YOUSUKE FUKUNAGA,YOUSUKE FUKUNAGA,⟦MSBT:0E00000000000C000400080075304F306A304C30⟧福永 ⟦MSBT:0E00000000000C00040008008830463059305130⟧洋介,YOUSUKE FUKUNAGA,YOUSUKE FUKUNAGA,YOUSUKE FUKUNAGA,YOUSUKE FUKUNAGA,
128,SpecialThanks_05,KAZUO YAZAWA,KAZUO YAZAWA,KAZUO YAZAWA,KAZUO YAZAWA,KAZUO YAZAWA,⟦MSBT:0E00000000000A0004000600843056308F30⟧谷澤 ⟦MSBT:0E00000000000A00040006004B305A304A30⟧和男,KAZUO YAZAWA,KAZUO YAZAWA,KAZUO YAZAWA,KAZUO YAZAWA,
129,SpecialThanks_06,MASASHI FUJIURA,MASASHI FUJIURA,MASASHI FUJIURA,MASASHI FUJIURA,MASASHI FUJIURA,⟦MSBT:0E00000000000C00040008007530583046308930⟧藤浦 ⟦MSBT:0E00000000000A00020006007E3055305730⟧昌,MASASHI FUJIURA,MASASHI FUJIURA,MASASHI FUJIURA,MASASHI FUJIURA,
130,SpecialThanks_07,RYUSEI MATSUO,RYUSEI MATSUO,RYUSEI MATSUO,RYUSEI MATSUO,RYUSEI MATSUO,⟦MSBT:0E00000000000A00040006007E3064304A30⟧松尾 ⟦MSBT:0E00000000000E0004000A008A30853046305B304430⟧龍星,RYUSEI MATSUO,RYUSEI MATSUO,RYUSEI MATSUO,RYUSEI MATSUO,
131,SpecialThanks_08,HARUKA ABE,HARUKA ABE,HARUKA ABE,HARUKA ABE,HARUKA ABE,⟦MSBT:0E000000000008000400040042307930⟧阿部 ⟦MSBT:0E00000000000A00040006006F308B304B30⟧晴果,HARUKA ABE,HARUKA ABE,HARUKA ABE,HARUKA ABE,
132,SpecialThanks_09,SATO MAMIKO,SATO MAMIKO,SATO MAMIKO,SATO MAMIKO,SATO MAMIKO,⟦MSBT:0E00000000000A0004000600553068304630⟧佐藤 ⟦MSBT:0E00000000000A00060006007E307F305330⟧真美子,SATO MAMIKO,SATO MAMIKO,SATO MAMIKO,SATO MAMIKO,
133,SpecialThanks_10,TADASHI IKEGAMI,TADASHI IKEGAMI,TADASHI IKEGAMI,TADASHI IKEGAMI,TADASHI IKEGAMI,⟦MSBT:0E00000000000C0004000800443051304C307F30⟧池上 ⟦MSBT:0E00000000000A00020006005F3060305730⟧正,TADASHI IKEGAMI,TADASHI IKEGAMI,TADASHI IKEGAMI,TADASHI IKEGAMI,
134,SpecialThanks_11,ISAO TAKAHASHI,ISAO TAKAHASHI,ISAO TAKAHASHI,ISAO TAKAHASHI,ISAO TAKAHASHI,⟦MSBT:0E00000000000C00040008005F304B306F305730⟧高橋 ⟦MSBT:0E00000000000A0002000600443055304A30⟧功,ISAO TAKAHASHI,ISAO TAKAHASHI,ISAO TAKAHASHI,ISAO TAKAHASHI,
135,SpecialThanks_12,YUYA NATSUMI,YUYA NATSUMI,YUYA NATSUMI,YUYA NATSUMI,YUYA NATSUMI,⟦MSBT:0E00000000000A00040006006A3064307F30⟧夏見 ⟦MSBT:0E00000000000A0004000600863046308430⟧勇矢,YUYA NATSUMI,YUYA NATSUMI,YUYA NATSUMI,YUYA NATSUMI,
136,SpecialThanks_13,TSUKASA KIRINOE,TSUKASA KIRINOE,TSUKASA KIRINOE,TSUKASA KIRINOE,TSUKASA KIRINOE,⟦MSBT:0E00000000000C00060008004D308A306E304830⟧桐野江 ⟦MSBT:0E00000000000A000200060064304B305530⟧司,TSUKASA KIRINOE,TSUKASA KIRINOE,TSUKASA KIRINOE,TSUKASA KIRINOE,
137,SpecialThanks_14,SAORI ONO,SAORI ONO,SAORI ONO,SAORI ONO,SAORI ONO,⟦MSBT:0E00000000000800040004004A306E30⟧小野 ⟦MSBT:0E00000000000A000600060055304A308A30⟧早央里,SAORI ONO,SAORI ONO,SAORI ONO,SAORI ONO,
138,SpecialThanks_15,YURIE HATTORI,YURIE HATTORI,YURIE HATTORI,YURIE HATTORI,YURIE HATTORI,⟦MSBT:0E00000000000C00040008006F30633068308A30⟧服部 ⟦MSBT:0E00000000000A000600060086308A304830⟧由里絵,YURIE HATTORI,YURIE HATTORI,YURIE HATTORI,YURIE HATTORI,
139,SpecialThanks_16,AYA BAMBA,AYA BAMBA,AYA BAMBA,AYA BAMBA,AYA BAMBA,,AYA BAMBA,AYA BAMBA,AYA BAMBA,AYA BAMBA,
140,SpecialThanks_17,DARIO DE LEO,DARIO DE LEO,DARIO DE LEO,DARIO DE LEO,DARIO DE LEO,,DARIO DE LEO,DARIO DE LEO,DARIO DE LEO,DARIO DE LEO,
141,SpecialThanks_18,NILS DITTBRENNER,NILS DITTBRENNER,NILS DITTBRENNER,NILS DITTBRENNER,NILS DITTBRENNER,,NILS DITTBRENNER,NILS DITTBRENNER,NILS DITTBRENNER,NILS DITTBRENNER,
142,SpecialThanks_19,HENRIK HADEWIG,HENRIK HADEWIG,HENRIK HADEWIG,HENRIK HADEWIG,HENRIK HADEWIG,,HENRIK HADEWIG,HENRIK HADEWIG,HENRIK HADEWIG,HENRIK HADEWIG,
143,SuperVisor,SUPERVISORS,SUPERVISORS,SUPERVISORS,SUPERVISORS,SUPERVISORS,スーパーバイザー,SUPERVISORS,SUPERVISORS,SUPERVISORS,DENETMENLER,
144,SuperVisor_00,HIROAKI SUGA,HIROAKI SUGA,HIROAKI SUGA,HIROAKI SUGA,HIROAKI SUGA,⟦MSBT:0E000000000008000200040059304C30⟧菅 ⟦MSBT:0E00000000000C000400080072308D3042304D30⟧浩秋,HIROAKI SUGA,HIROAKI SUGA,HIROAKI SUGA,HIROAKI SUGA,
145,SuperVisor_01,SHIGEFUMI KAWASE,SHIGEFUMI KAWASE,SHIGEFUMI KAWASE,SHIGEFUMI KAWASE,SHIGEFUMI KAWASE,⟦MSBT:0E00000000000A00040006004B308F305B30⟧川瀬 ⟦MSBT:0E00000000000C00040008005730523075307F30⟧滋史,SHIGEFUMI KAWASE,SHIGEFUMI KAWASE,SHIGEFUMI KAWASE,SHIGEFUMI KAWASE,
146,ManagingDirector,MANAGING DIRECTOR,MANAGING DIRECTOR,MANAGING DIRECTOR,MANAGING DIRECTOR,MANAGING DIRECTOR,マネージングディレクター,MANAGING DIRECTOR,MANAGING DIRECTOR,MANAGING DIRECTOR,GENEL MÜDÜR,
147,ManagingDirector_00,KEI NINOMIYA,KEI NINOMIYA,KEI NINOMIYA,KEI NINOMIYA,KEI NINOMIYA,⟦MSBT:0E00000000000C00040008006B306E307F308430⟧二宮 ⟦MSBT:0E000000000008000200040051304430⟧啓,KEI NINOMIYA,KEI NINOMIYA,KEI NINOMIYA,KEI NINOMIYA,
148,ProjectManagement,PROJECT MANAGEMENT,PROJECT MANAGEMENT,PROJECT MANAGEMENT,PROJECT MANAGEMENT,PROJECT MANAGEMENT,プロジェクトマネージメント,PROJECT MANAGEMENT,PROJECT MANAGEMENT,PROJECT MANAGEMENT,PROJE YÖNETİMİ,
149,ProjectManagement_00,TETSUYA ABE,TETSUYA ABE,TETSUYA ABE,TETSUYA ABE,TETSUYA ABE,⟦MSBT:0E000000000008000400040042307930⟧阿部 ⟦MSBT:0E00000000000A0004000600663064308430⟧哲也,TETSUYA ABE,TETSUYA ABE,TETSUYA ABE,TETSUYA ABE,
150,ProjectManagement_01,KAZUYUKI NAKAMURA,KAZUYUKI NAKAMURA,KAZUYUKI NAKAMURA,KAZUYUKI NAKAMURA,KAZUYUKI NAKAMURA,⟦MSBT:0E00000000000C00040008006A304B3080308930⟧中村 ⟦MSBT:0E00000000000C00040008004B305A3086304D30⟧和幸,KAZUYUKI NAKAMURA,KAZUYUKI NAKAMURA,KAZUYUKI NAKAMURA,KAZUYUKI NAKAMURA,
151,CoProducer,CO PRODUCER,CO PRODUCER,CO PRODUCER,CO PRODUCER,CO PRODUCER,コ・プロデューサー,CO PRODUCER,CO PRODUCER,CO PRODUCER,ORTAK YAPIMCI,
152,CoProducer_00,TADASHI KAMITAKE,TADASHI KAMITAKE,TADASHI KAMITAKE,TADASHI KAMITAKE,TADASHI KAMITAKE,⟦MSBT:0E00000000000C00040008004B307F305F305130⟧上武 ⟦MSBT:0E00000000000A00040006005F3060305730⟧理志,TADASHI KAMITAKE,TADASHI KAMITAKE,TADASHI KAMITAKE,TADASHI KAMITAKE,
153,Producer,PRODUCERS,PRODUCERS,PRODUCERS,PRODUCERS,PRODUCERS,プロデューサー,PRODUCERS,PRODUCERS,PRODUCERS,YAPIMCILAR,
154,Producer_00,SATOSHI MITSUHARA,SATOSHI MITSUHARA,SATOSHI MITSUHARA,SATOSHI MITSUHARA,SATOSHI MITSUHARA,⟦MSBT:0E00000000000C00060008007F3064306F308930⟧三津原 ⟦MSBT:0E00000000000A0002000600553068305730⟧敏,SATOSHI MITSUHARA,SATOSHI MITSUHARA,SATOSHI MITSUHARA,SATOSHI MITSUHARA,
155,Producer_01,HITOSHI YAMAGAMI,HITOSHI YAMAGAMI,HITOSHI YAMAGAMI,HITOSHI YAMAGAMI,HITOSHI YAMAGAMI,⟦MSBT:0E00000000000C000400080084307E304C307F30⟧山上 ⟦MSBT:0E00000000000A0004000600723068305730⟧仁志,HITOSHI YAMAGAMI,HITOSHI YAMAGAMI,HITOSHI YAMAGAMI,HITOSHI YAMAGAMI,
156,GeneralProducer,GENERAL PRODUCERS,GENERAL PRODUCERS,GENERAL PRODUCERS,GENERAL PRODUCERS,GENERAL PRODUCERS,ゼネラルプロデューサー,GENERAL PRODUCERS,GENERAL PRODUCERS,GENERAL PRODUCERS,GENEL YAPIMCILAR,
157,GeneralProducer_00,MASAYOSHI TANIMURA,MASAYOSHI TANIMURA,MASAYOSHI TANIMURA,MASAYOSHI TANIMURA,MASAYOSHI TANIMURA,⟦MSBT:0E00000000000C00040008005F306B3080308930⟧谷村 ⟦MSBT:0E00000000000C00040008007E30553088305730⟧正仁,MASAYOSHI TANIMURA,MASAYOSHI TANIMURA,MASAYOSHI TANIMURA,MASAYOSHI TANIMURA,
158,GeneralProducer_01,SHINYA TAKAHASHI,SHINYA TAKAHASHI,SHINYA TAKAHASHI,SHINYA TAKAHASHI,SHINYA TAKAHASHI,⟦MSBT:0E00000000000C00040008005F304B306F305730⟧高橋 ⟦MSBT:0E00000000000A0004000600573093308430⟧伸也,SHINYA TAKAHASHI,SHINYA TAKAHASHI,SHINYA TAKAHASHI,SHINYA TAKAHASHI,
159,ExecutiveProducer,EXECUTIVE PRODUCER,EXECUTIVE PRODUCER,EXECUTIVE PRODUCER,EXECUTIVE PRODUCER,EXECUTIVE PRODUCER,エグゼクティブプロデューサー,EXECUTIVE PRODUCER,EXECUTIVE PRODUCER,EXECUTIVE PRODUCER,YÖNETİCİ YAPIMCI,
160,ExecutiveProducer_00,SATORU IWATA,SATORU IWATA,SATORU IWATA,SATORU IWATA,SATORU IWATA,⟦MSBT:0E00000000000A000400060044308F305F30⟧岩田 ⟦MSBT:0E00000000000A0002000600553068308B30⟧聡,SATORU IWATA,SATORU IWATA,SATORU IWATA,SATORU IWATA,
