index,label,English,German,Spanish,French,Italian,Turkish,official_max_lines,official_max_px,turkish_lines,turkish_max_px,fit_ratio,fit_status,control_status,translation_status,translator_note
490,G_Tut1_07_081,"To make it to the top of this Pullblox,","⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF7417FF⟧Zieh⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ diesen ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧Block⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ eine
Stufe oder weiter ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF7417FF⟧raus⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧",⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF7417FF⟧Tira⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ del ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧bloque⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ una o dos veces...,"Pour arriver au sommet de ce Pullblox,","Per raggiungere la cima di
questo Pullblox,","Bu Pullblox’un tepesine ulaşmak için,",2,518,1,496,0.958,OK,OK,REVIEWED,Elle çevrildi; beş resmî dil karşılaştırıldı; yandan çekiş öğretici terminolojisi sabitlendi.
491,G_Tut1_07_082,"you have to ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF7417FF⟧pull⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ a ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧block⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧
out from the side!","und greif ihn dann von der Seite, um
nach oben zu gelangen!",¡y cógelo de lado!,"tu dois ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF7417FF⟧tirer⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ sur un ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧bloc⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧
en le tenant par le côté.","devi afferrare un ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧blocco⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ di lato
e poi ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF7417FF⟧tirarlo⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧!","yandan bir ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF7417FF⟧çekiş⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ yapıp ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧bloğu⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧
dışarı çıkarman gerek!",2,488,2,387,0.793,OK,OK,REVIEWED,Elle çevrildi; beş resmî dil karşılaştırıldı; yandan çekiş öğretici terminolojisi sabitlendi.
492,G_Tut1_07_090,"When you can't ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF7417FF⟧pull out⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ a ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧block⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ from
the front, try a ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF7417FF⟧side pull⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ instead!","Wenn sich ein ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧Block⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ nicht von vorn
⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF7417FF⟧rausziehen⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ lässt, ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF7417FF⟧zieh⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ ihn ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF7417FF⟧seitlich⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧!","Cuando no puedas ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF7417FF⟧tirar⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ de un ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧bloque⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧
desde delante, ¡⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF7417FF⟧tira de lado⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧!","Si tu ne peux pas ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF7417FF⟧tirer⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ vers toi, essaie
donc de ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF7417FF⟧tirer par le côté⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ à la place !","Quando non puoi ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF7417FF⟧tirare⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ un ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧blocco⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧
verso di te, prova a ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF7417FF⟧tirare di lato⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧!","Önden ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF7417FF⟧çekemediğin⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ bir ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧blokta⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧
bunun yerine ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF7417FF⟧yandan çekme⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ dene!",2,505,2,461,0.913,OK,OK,REVIEWED,Elle çevrildi; beş resmî dil karşılaştırıldı; yandan çekiş öğretici terminolojisi sabitlendi.
493,Guide_Tuto_08,,,,,,,1,0,0,0,0.000,EMPTY,OK,EMPTY,
494,G_Tut1_08_000,"The ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF7417FF⟧side pull⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ is very useful.
Be sure to remember it!","Das ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF7417FF⟧seitliche Ziehen⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ ist sehr nützlich.
Vergiss es also besser nicht!","Saber ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF7417FF⟧tirar de lado⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ es muy importante.
¡Que no se te olvide!","La technique de ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF7417FF⟧tirer par le côté⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ est
très utile, pense bien à l'utiliser !","La tecnica per ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF7417FF⟧tirare di lato⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ è molto
importante. Non dimenticartela!","⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF7417FF⟧Yandan çekme⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ çok kullanışlıdır.
Aklında tut!",2,524,2,430,0.821,OK,OK,REVIEWED,Elle çevrildi; EN/DE/ES/FR/IT karşılaştırıldı; öğretici akış ve karakter tonu korundu.
495,Guide_Tuto_09,,,,,,,1,0,0,0,0.000,EMPTY,OK,EMPTY,
496,G_Tut1_09_000,"Let's review the ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF7417FF⟧side pull⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ one last time.
⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF7417FF⟧Pull⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ that first ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧block⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ all the way out.","Letzte Lektion im ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF7417FF⟧seitlichen Ziehen⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧:
⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF7417FF⟧Zieh⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ den ersten ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧Block⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ ganz ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF7417FF⟧raus⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧.","Para ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF7417FF⟧tirar de lado⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧, tienes que
⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF7417FF⟧tirar⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ del primer ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧bloque⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ al máximo.","Il faut encore une fois ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF7417FF⟧tirer par le côté⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧.
D'abord, ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF7417FF⟧tire⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ le premier ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧bloc⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ à fond.","Vediamo come ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF7417FF⟧tirare di lato⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ per l'ultima
volta. ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF7417FF⟧Tira⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ il primo ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧blocco⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ di 3 caselle.","⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF7417FF⟧Yandan çekmeyi⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ son kez tekrarlayalım.
İlk ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF7417FF⟧çekişte⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ şu ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧bloğu⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ sonuna kadar çıkar.",2,540,2,535,0.991,OK,OK,REVIEWED,Elle çevrildi; EN/DE/ES/FR/IT karşılaştırıldı; öğretici akış ve karakter tonu korundu.
497,Guide_Tuto_10,,,,,,,1,0,0,0,0.000,EMPTY,OK,EMPTY,
498,G_Tut1_10_000,"Make stairs going up from left to right,
then try some ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF7417FF⟧diagonal jumps⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧! ","Bau Treppen, die von links nach rechts
nach oben führen, und ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF7417FF⟧spring⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ schräg!","Haz una escalera de izquierda
a derecha ¡y ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF7417FF⟧salta en diagonal⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧!","Crée un escalier de gauche à droite
et grimpe par des ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF7417FF⟧sauts en biais⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ !","Crea una scalinata da sinistra a destra
e sali facendo dei ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF7417FF⟧salti in diagonale⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧!","Soldan sağa yükselen basamaklar
yap, sonra ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF7417FF⟧çapraz zıplayışlar⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ dene!",2,528,2,479,0.907,OK,OK,REVIEWED,Elle çevrildi; EN/DE/ES/FR/IT karşılaştırıldı; öğretici akış ve karakter tonu korundu.
499,Guide_Tuto_11,,,,,,,1,0,0,0,0.000,EMPTY,OK,EMPTY,
500,G_Tut1_11_000,"You need to climb halfway up and then
step down to reach the child's ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧block⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧.","Du musst erst aufwärts und dann hinab,
um den ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧Block⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ des Kindes zu erreichen.","Tienes que subir hasta la mitad,
y bajar hasta el ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧bloque⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ del crío.","Grimpe à mi-hauteur, puis redescends
sur le ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧bloc⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ où se trouve l'enfant.","Quando arrivi a metà, scendi
sul ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧blocco⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ dove si trova il bimbo.","Yarıya kadar çıkıp aşağı inerek
çocuğun ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧bloğuna⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ ulaşmalısın.",2,533,2,430,0.807,OK,OK,REVIEWED,Elle çevrildi; EN/DE/ES/FR/IT karşılaştırıldı; öğretici akış ve karakter tonu korundu.
501,G_Tut1_11_001,"If you make a wrong move,
hold down  to rewind time.","Wenn du einen falschen Zug machst,
spul mit  die Zeit zurück.","Si te equivocas, rebobina
manteniendo pulsado .","Si tu fais une fausse manœuvre, reviens
en arrière en maintenant  enfoncé.","Se sbagli qualcosa, tieni premuto 
per riavvolgere il tempo.","Yanlış bir hamle yaparsan
’ü basılı tutup zamanı geri sar.",2,531,2,437,0.823,OK,OK,REVIEWED,Elle çevrildi; EN/DE/ES/FR/IT karşılaştırıldı; öğretici akış ve karakter tonu korundu.
502,Guide_Tuto_12,,,,,,,1,0,0,0,0.000,EMPTY,OK,EMPTY,
503,G_Tut1_12_000,"You'll need to close your eyes and
dare a ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF7417FF⟧diagonal jump⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ for this one!","Sei bei diesem Pullblox mutig.
Lege einen ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF7417FF⟧schrägen Sprung⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ hin!",Tú cierra los ojos ¡y ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF7417FF⟧salta en diagonal⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧!,"Ici, tu vas devoir fermer les yeux et
faire un audacieux ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF7417FF⟧saut en biais⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ !","Qui dovrai chiudere gli occhi
e fare un bel ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF7417FF⟧salto in diagonale⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧!","Bunda gözlerini kapatıp cesurca
bir ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF7417FF⟧çapraz zıplayış⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ yapman gerek!",2,515,2,462,0.897,OK,OK,REVIEWED,Elle çevrildi; EN/DE/ES/FR/IT karşılaştırıldı; öğretici akış ve karakter tonu korundu.
504,Guide_Tuto_13,,,,,,,1,0,0,0,0.000,EMPTY,OK,EMPTY,
505,G_Tut1_13_000,"To get to the top, you'll have to move
that big ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧block⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF7417FF⟧in and out⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ a few times.","Hier muss der große ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧Block⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ ein paar Mal
⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF7417FF⟧rein- und rausbewegt⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ werden.","Para llegar hasta arriba, ¡tendrás que
⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF7417FF⟧tirar⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ y ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF7417FF⟧empujar⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ varias veces!","Pour arriver en haut, tu devras ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF7417FF⟧tirer⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ et
⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF7417FF⟧repousser⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ ce gros ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧bloc⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ plusieurs fois.","Per arrivare in cima dovrai ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF7417FF⟧tirare⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ e
⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF7417FF⟧spingere⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ quel grosso ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧blocco⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ più volte.","Tepeye çıkmak için o büyük ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧bloğu⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧
birkaç kez ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF7417FF⟧içeri dışarı⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ oynatmalısın.",2,529,2,486,0.919,OK,OK,REVIEWED,Elle çevrildi; EN/DE/ES/FR/IT karşılaştırıldı; öğretici akış ve karakter tonu korundu.
506,Guide_Tuto_14,,,,,,,1,0,0,0,0.000,EMPTY,OK,EMPTY,
507,G_Tut1_14_000,Huh?,Was?,¿Mmmm?...,Eh bien ?,Uh?,Hı?,1,143,1,46,0.322,OK,OK,REVIEWED,Elle çevrildi; EN/DE/ES/FR/IT karşılaştırıldı; öğretici akış ve karakter tonu korundu.
508,G_Tut1_14_010,"Hey, kid!","Hey, Kleiner!","¡Eh, oye!","Hé, gamin !","Ehi, figliolo!","Hey, evlat!",1,179,1,152,0.849,OK,OK,REVIEWED,Elle çevrildi; EN/DE/ES/FR/IT karşılaştırıldı; öğretici akış ve karakter tonu korundu.
509,G_Tut1_14_011,"You can't move the ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧block⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧
you're STANDING on!","Den ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧Block⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧, auf dem du STEHST,
kannst du nicht bewegen!","¡No podrás mover el ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧bloque⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧
sobre el que estás! ¡Olvídate!","Tu ne peux pas déplacer le ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧bloc⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧
sur lequel tu te tiens, voyons !","Non puoi muovere il ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧blocco⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧
su cui ti trovi!","ÜZERİNDE DURDUĞUN ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧bloğu⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧
hareket ettiremezsin!",2,419,2,378,0.902,OK,OK,REVIEWED,Elle çevrildi; EN/DE/ES/FR/IT karşılaştırıldı; öğretici akış ve karakter tonu korundu.
510,G_Tut1_14_012,"⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF7417FF⟧Pull out⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ that ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧block⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ at the back,","⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF7417FF⟧Zieh⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ den inneren ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧Block⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧
im Hintergrund ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF7417FF⟧raus⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧,","⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF7417FF⟧Tira⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ del ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧bloque⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ del medio,
que está al fondo.","⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF7417FF⟧Tire⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ donc plutôt sur le ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧bloc⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧
du milieu, là-bas au fond.","⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF7417FF⟧Tira⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ il ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧blocco⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ interno
che si trova in fondo,","⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF7417FF⟧Çek⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ arkadaki şu ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧bloğu⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧,",2,422,1,305,0.723,OK,OK,REVIEWED,Elle çevrildi; EN/DE/ES/FR/IT karşılaştırıldı; öğretici akış ve karakter tonu korundu.
511,G_Tut1_14_013,"stand on it, then try again!","stell dich drauf und versuch
es dann noch einmal!",Ponte encima ¡y prueba de nuevo!,"Puis grimpe dessus, et réessaie !",salici sopra e riprova!,"üstüne çık, sonra tekrar dene!",2,457,1,408,0.893,OK,OK,REVIEWED,Elle çevrildi; EN/DE/ES/FR/IT karşılaştırıldı; öğretici akış ve karakter tonu korundu.
512,G_Tut1_14_020,That's it!,Genau so!,¡Eeeeso es!,"Voilà, c'est comme ça qu'il faut faire !",Molto bene!,İşte böyle!,1,506,1,138,0.273,OK,OK,REVIEWED,Elle çevrildi; EN/DE/ES/FR/IT karşılaştırıldı; öğretici akış ve karakter tonu korundu.
513,G_Tut1_14_030,"When a ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧block⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ gets in your way,","Wenn dir ein ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧Block⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ im Weg ist,","Cuando un ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧bloque⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ entorpezca
tu camino...","Si un ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧bloc⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ te barre le passage,","Se un ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧blocco⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ ti sbarra la strada,","Bir ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧blok⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ yolunu kapatıyorsa,",2,430,1,383,0.891,OK,OK,REVIEWED,Elle çevrildi; EN/DE/ES/FR/IT karşılaştırıldı; öğretici akış ve karakter tonu korundu.
