index,key,text,prefix_hex
454,shop_1up_purchase:3:OPT,<squish=0.82>Harika seçim!,01
455,shop_3up_comment:0:OPT,<squish=0.82>Bir balondan daha iyi ne var?|Üç balon!,01
456,shop_3up_comment:1:INT,<squish=0.82>Bir maymun bu kadar balonu|nereye sığdırıyor ki?,01
457,shop_3up_comment:2:INT,"<squish=0.82>Helyum, evrenin kütlesinin neredeyse|dörtte birini oluşturur. Vallahi doğru.",01
458,shop_3up_comment:3:CON,<squish=0.82>Şu balonları al da|uça uça git buradan!,01
459,shop_3up_comment:4:CON,<squish=0.82>Üç kişi kalabalıktır!|Bana biri yeter... BEN!,01
460,shop_3up_comment:5:OPT,<squish=0.82>Bunlar bazı zorlu yerlerde|işine yarar.,01
461,shop_3up_purchase:0:OPT,<squish=0.82>Şuna bak! Balonların içinde|yüzüyorsun resmen!,01
462,shop_3up_purchase:1:INT,<squish=0.82>Bunca balonla uçup gitme sakın!,01
463,shop_3up_purchase:2:CON,<squish=0.82>Boşa harcama!,01
464,shop_3up_purchase:3:OPT,<squish=0.82>Harika seçim!,01
465,shop_3up_purchase:4:INT,"<squish=0.82>Neyse, ben yine|balon şişirmeye döneyim.",01
466,shop_3up_purchase:5:OPT,<squish=0.82>Bu macerayı bitirmek istiyorsan|bulabildiğin her balona ihtiyacın olacak.,01
467,shop_7up_comment:0:OPT,"<squish=0.82>Hadi evlat, bunlar dost işi fiyatlar!",01
468,shop_7up_comment:1:CON,"<squish=0.82>Bu balonların hepsini|kendim şişirdim, haberin olsun.",01
469,shop_7up_comment:2:OPT,"<squish=0.82>Yedi balon, Donkey Kong!|Bundan iyi fırsat bulamazsın!",01
470,shop_7up_comment:3:CON,<squish=0.82>Sonsuza dek zıplayabilseydin|bunları benden almak zorunda kalmazdın.,01
471,shop_7up_purchase:0:CON,<squish=0.82>İçimden bir ses bunlara|ihtiyacın olacağını söylüyor.,01
472,shop_7up_purchase:1:CON,<squish=0.82>Bunlarla da bu macerayı bitiremezsen|sana benim de yapabileceğim bir şey yok.,01
473,shop_7up_purchase:2:CON,<squish=0.82>Bunca balonla uçup gitme sakın!,01
474,shop_7up_purchase:3:CON,<squish=0.82>Boşa harcama!,01
475,shop_7up_purchase:4:CON,<squish=0.82>Bu macerayı bitirmek istiyorsan|bulabildiğin her balona ihtiyacın olacak.,01
476,shop_beach_exit:0:OPT,<squish=0.82>Büyük deniz canlılarına dikkat et.|Bazıları biraz... huysuz olabiliyor.,01
477,shop_beach_exit:1:DIS,<squish=0.82>Toplar çok hassastır.|En ufak sarsıntıda ateşlenebilirler.|Eminim gördüğün her birine|güzelce vurursun.,01
478,shop_beach_exit:2:OPT,<squish=0.82>Bana iki kova yengeç getir de|maymunlara yaraşır bir mangal yapalım!,01
479,shop_beach_greeting:0:INT,"<squish=0.82>Sende fazla güneş kremi var mı,|Donkey Kong?",01
480,shop_beach_greeting:1:OPT,<squish=0.82>Su nasıl oralarda?,01
481,shop_beach_greeting:2:INT,"<squish=0.82>Üzgünüm, can yelekleri|az önce tükendi.",01
482,shop_beach_greeting:3:OPT,"<squish=0.82>Vay canına, buraya kadar gelerek|ihtiyar dedeni şaşırttın!",01
483,shop_buy:0:*,\b0013bc9Satın Al,01
484,shop_buy_core:0:*,\e0d1799aSatın Al,01
485,shop_cave_exit:0:OPT,"<squish=0.82>Unutma, seni göremiyor olması|kazmayı kafana fırlatamayacağı|anlamına gelmez.",01
486,shop_cave_greeting:0:DIS,<squish=0.82>Bu rayları nasıl bir deli|yapmış böyle?!,01
487,shop_cave_greeting:1:INT,<squish=0.82>Bu madenlerde ne çıkardıklarını|anlamaya çalışıyorum ama|elime hiçbir şey geçmedi.,01
488,shop_cave_greeting:2:OPT,"<squish=0.82>Vay canına, buraya kadar gelerek|ihtiyar dedeni şaşırttın!",01
489,shop_cliff_exit:0:CON,"<squish=0.82>Katran çukurlarından uzak dur, evlat!|Yahu her şeyi ben mi öğreteceğim sana?",01
490,shop_cliff_greeting:0:INT,<squish=0.82>Bu dinozor iskeletlerinden bazılarının|benden bile uzun süredir bu adada olduğuna|inanabiliyor musun?,01
491,shop_cliff_greeting:1:DIS,<squish=0.82>Katran çukurlarında oynamanın eğlenceli|olduğunu söyleyenler var. Tabii kendileri|artık fosil...,01
492,shop_cliff_greeting:2:OPT,"<squish=0.82>Vay canına, buraya kadar gelerek|ihtiyar dedeni şaşırttın!",01
493,shop_coin:0:*,\77825c98x,01
494,shop_descriptions:0:*,Fazladan bir balon verir.,01
495,shop_descriptions:1:*,Fazladan üç balon verir.,01
496,shop_descriptions:2:*,Fazladan yedi balon verir.,01
497,shop_descriptions:3:*,"Squawks, Yapboz Parçalarını|bulmana yardım eder.",01
498,shop_descriptions:4:*,Kalp sayını bir artırır.,01
499,shop_descriptions:5:*,Seni geçici olarak yenilmez yapar!,01
500,shop_descriptions:6:*,"Bu anahtar, bu dünyadaki|kilitli bir yolu açar.",01
501,shop_dialoguebypass:0:*,\b0013bc9,01
502,shop_dialoguebypass_core:0:*,\e0d1799a,01
503,shop_exit_confirm:0:*,Dükkândan çıkmak istediğinden emin misin?,01
504,shop_factory_exit:0:DIS,<squish=0.82>Bunu bir kez söyleyeceğim.|Basmanı istemeselerdi oraya|kocaman kırmızı bir düğme koymazlardı.,01
505,shop_factory_exit:1:OPT,"<squish=0.82>Dedenden bir tüyo:|Çok düzenli biçimde sıralanmış|üç bölüm görürsen,|biraz kurcalamaya değer.",01
506,shop_factory_greeting:0:DIS,<squish=0.82>Demek madenlerde ne çıkarıyorlarsa|buraya getiriyorlar.|Peki sonra... ne yapıyorlar bununla?,01
507,shop_factory_greeting:1:OPT,<squish=0.82>Burayı seviyorum.|Eski anılarımı canlandırıyor.,01
508,shop_factory_greeting:2:OPT,"<squish=0.82>Vay canına, buraya kadar gelerek|ihtiyar dedeni şaşırttın!",01
509,shop_failed_capacity:0:CON,"<squish=0.82>Bunlardan zaten fazlasıyla var,|seni açgözlü maymun!",01
510,shop_failed_purchase:0:DIS,<squish=0.82>Ne oldu? Bütün paranı|video oyunlarına mı harcadın?,01
511,shop_failed_purchase:1:DIS,<squish=0.82>Bir şey almayacaksan|benim egzersiz yapmam lazım.,01
512,shop_failed_purchase:2:DIS,<squish=0.82>Ayy... zavallı küçük maymunun|parası kalmamış.,01
513,shop_failed_purchase:3:CON,"<squish=0.82>Daha fazla Muz Parası|nerede bulursun, biliyor musun?|HER YERDE.",01
514,shop_failed_purchase:4:DIS,"<squish=0.82>Daha çok paran olunca gel, evlat.",01
515,shop_failed_purchase:5:DIS,<squish=0.82>Yeterli Muz Paran yok mu?|Hiç şaşırmadım.,01
516,shop_first_exit:0:DIS,"<squish=0.82>Haydi, git şimdi!|Bakalım bu macerayı benim yardımım|olmadan bitirebilecek misin!",01
517,shop_first_greeting:0:INT,"<squish=0.82>Nihayet ihtiyar, çelimsiz dedeni|ziyarete geldin!|Şu parlak Muz Paralarından biraz ver de|eski eşyalarımı karıştır.",01
518,shop_forest_exit:0:DIS,<squish=0.82>Şu sallanan koltuğa yedek malzeme|görürsen getir.|Bu artık fena rahatsız ediyor.,01
519,shop_forest_exit:1:DIS,<squish=0.82>Örümcekler! Örümcekler!|Sandalyemde bir tane var! Iyy!,01
520,shop_forest_greeting:0:INT,<squish=0.82>Ormanda dinlendirici bir tatilden|güzeli yok.|Örümceklerle. Etçil bitkilerle.|Ve ölümcül yüksekliklerle.,01
521,shop_forest_greeting:1:OPT,<squish=0.82>Şu mis gibi orman havasını kokla!,01
522,shop_forest_greeting:2:DIS,<squish=0.82>Kapıyı kapat! Şu örümceklerden|hiçbirini içeride istemiyorum.,01
523,shop_forest_greeting:3:OPT,"<squish=0.82>Vay canına, buraya kadar gelerek|ihtiyar dedeni şaşırttın!",01
524,shop_generic_exit:0:CON,"<squish=0.82>Haydi eyvallah, timsah! Hah hah!",01
525,shop_generic_exit:1:CON,<squish=0.82>Çıkarken kapıyı kapatmayı unutma.|Seni ahırda büyütmedim!,01
526,shop_generic_exit:2:DIS,<squish=0.82>Seni tekrar göreceğimi pek sanmıyorum|ama belki şansın yaver gider.,01
527,shop_generic_exit:3:DIS,"<squish=0.82>Bol şans, evlat. Şu hâline bakılırsa|fazlasıyla ihtiyacın olacak.",01
528,shop_generic_exit:4:OPT,<squish=0.82>Dışarıda Rambi'ye rastlarsan|uğramasını söyle.,01
529,shop_generic_exit:5:INT,"<squish=0.82>Dışarıda bol şans, evlat!",01
530,shop_generic_exit:6:DIS,"<squish=0.82>Şimdi çık da şu davulcu ufaklıklara|hadlerini bildir.|Evet, “hadlerini bildir” dedim.|Yaşlıyım, alış buna.",01
531,shop_generic_exit:7:INT,<squish=0.82>Torunuma bu ölümcül sınavı aşmasında|biraz para karşılığında yardım|edebildiğime sevindim.,01
532,shop_generic_exit:8:OPT,<squish=0.82>Dışarıda hem nefis tadı olan|hem de seni başka bir boyuta ışınlayan|bir muz varmış.|Ben derim ki: Getir gelsin!,01
533,shop_generic_exit:9:INT,<squish=0.82>Şüphedeysen yere vur!|Ya da zıpla. Ya da üfle.|Neyse işte. Nasıl olsa çözersin.,01
534,shop_generic_exit:10:CON,"<squish=0.82>Avuç avuç Muz Parasıyla dön,|yoksa hiç dönme!",01
535,shop_generic_exit:11:OPT,<squish=0.82>Dışarısı epey tehlikeli görünüyor.|Görüşürüz!,01
536,shop_generic_exit:12:OPT,<squish=0.82>KONG harflerini gözden kaçırma.|Bir işe yarıyor olabilirler!,01
537,shop_generic_greeting:0:DIS,"<squish=0.82>Ne istiyorsun, ha?|Meşgul bir maymunum ben!",01
538,shop_generic_greeting:1:DIS,<squish=0.82>Beni tıktıkları şu kulübeye bakar mısın?!,01
539,shop_generic_greeting:2:DIS,<squish=0.82>Bahse girerim buradan|pek ileri gidemezsin...,01
540,shop_generic_greeting:3:DIS,<squish=0.82>Yıllar önce emekli maaşımı kestiler.|Şimdi bu eski kulübede|ıvır zıvır satıyorum.,01
541,shop_generic_greeting:4:DIS,<squish=0.82>Kapıyı kapat!|Bütün serin havayı kaçırıyorsun.,01
542,shop_generic_greeting:5:CON,<squish=0.82>Yine mi geldin? Benim yardımım olmadan|başaramayacağını biliyordum.,01
543,shop_generic_greeting:6:DIS,"<squish=0.82>Şu Tikilere biraz sessiz olmalarını söyle!|Ben ihtiyar bir maymunum, dinlenmem lazım.",01
544,shop_generic_greeting:7:CON,"<squish=0.82>Ee, bu saatten sonra muzlarını|çalmayan kim kaldı ki?",01
545,shop_generic_greeting:8:DIS,"<squish=0.82>“Ah Cranky, yardıma ihtiyacım var.|Ah Cranky, bana bir papağan|satar mısın?” Pöh.",01
546,shop_generic_greeting:9:INT,<squish=0.82>Kan sudan koyudur derler;|Muz Parası ondan da koyu. Gir içeri.,01
547,shop_generic_greeting:10:OPT,<squish=0.82>Altın Muzu bulursan bana haber ver!|Muhteşem bir şeymiş!,01
548,shop_generic_greeting:11:OPT,"<squish=0.82>Gel içeri! Ekstra kalpler,|sihirli iksirler ve Diddy'nin|başını döndürecek kadar balon var!",01
549,shop_generic_greeting:12:INT,<squish=0.82>Yuvarlanarak zıplamayı denedin mi?|Biz maymunlara fizik yasaları işlemez!,01
550,shop_generic_greeting:13:CON,<squish=0.82>Şu Muz Paralarından biraz ver.|Ödenecek faturalarım var.,01
551,shop_generic_greeting:14:CON,<squish=0.82>Adayı şu pis Tikilerden kurtarmak|istiyorsan yardımıma ihtiyacın olacak.|Gir içeri!,01
552,shop_generic_greeting:15:INT,<squish=0.82>Şu domuz da kim?|Bir de neden gözlük takıyor?,01
553,shop_generic_greeting:16:DIS,<squish=0.82>Acele et de bir şey al.|O paralar için planlarım var.,01
554,shop_heartboost_comment:0:DIS,"<squish=0.82>Bütün gün bakacak mısın,|yoksa biraz para harcayacak mısın?",01
555,shop_heartboost_comment:1:DIS,"<squish=0.82>Hadi al şunu. Ne kadar yardım alsan|az, evlat.",01
556,shop_heartboost_comment:2:OPT,<squish=0.82>Bunlardan birini alırsan|bir darbeye daha dayanırsın.,01
557,shop_heartboost_comment:3:DIS,<squish=0.82>Benim zamanımda adayı|tek bir darbe bile almadan geçerdim!,01
558,shop_heartboost_comment:4:INT,"<squish=0.82>Yüreğin büyük...|Ama yürek, yetenek demek değildir.",01
559,shop_heartboost_purchase:0:CON,"<squish=0.82>Ne oldu, elindeki kalpler|sana yetmiyor mu?",01
560,shop_heartboost_purchase:1:CON,<squish=0.82>Elinden de tutayım mı?,01
561,shop_heartboost_purchase:2:CON,<squish=0.82>Kalplerin yeter sanmıştım!|Şimdi bir tane daha mı istiyorsun?,01
562,shop_heartboost_purchase:3:OPT,"<squish=0.82>Ayy, ne kadar da yüreklisin, evlat.",01
563,shop_heartboost_purchase:4:DIS,"<squish=0.82>Tamam evlat, ama sonra|seninle dalga geçmedim deme.",01
564,shop_invulnerability_commen:0:DIS,<squish=0.82>Bundan biraz iç; düşmanlar|sana zarar veremez.,01
565,shop_invulnerability_commen:1:INT,<squish=0.82>Bunun etkisi kısa sürer.|Fazla darbe alırsan etkisi biter!,01
566,shop_invulnerability_commen:2:CON,<squish=0.82>Umarım Tikiler bu şeyi|ellerine geçirmez.,01
567,shop_invulnerability_commen:3:OPT,"<squish=0.82>Bu muz suyundan bir yudum al,|seni kimse durduramaz!",01
568,shop_invulnerability_purcha:0:DIS,"<squish=0.82>Vay be. Ne kadar da adil dövüşüyorsun,|Donkey Kong.",01
569,shop_invulnerability_purcha:1:CON,<squish=0.82>Elinden de tutayım mı?,01
570,shop_invulnerability_purcha:2:DIS,<squish=0.82>Bunlarla da bu macerayı bitiremezsen|sana benim de yapabileceğim bir şey yok.,01
571,shop_invulnerability_purcha:3:INT,"<squish=0.82>Unutma, fazla darbe alırsan|etkisi biter!",01
572,shop_item_names:0:*,1 Balon,01
573,shop_item_names:1:*,3 Balon,01
574,shop_item_names:2:*,7 Balon,01
575,shop_item_names:3:*,Squawks,01
576,shop_item_names:4:*,Ekstra Kalp,01
577,shop_item_names:5:*,Muz Suyu,01
578,shop_item_names:6:*,<scale=0.9>Harita Anahtarı,01
579,shop_jungle_exit:0:OPT,"<squish=0.82>Şu tombul muz oburuna|muzları biraz azaltmasını söyle!|Bir baksana şuna, dev gibi olmuş!",01
580,shop_jungle_exit:1:OPT,<squish=0.82>Güzel bir gün batımını kim sevmez ki?,01
581,shop_jungle_greeting:0:OPT,<squish=0.82>Şu taptaze cangıl havasını kokla.|Buradan hiç bıkmıyorum.,01
582,shop_jungle_greeting:1:INT,<squish=0.82>Adanın en tepesine kadar mı çıkacaksın?|Keşke uçağı olan birini tanısaydık...,01
583,shop_purchase_confirm:0:*,Bu eşyayı satın almak|istediğinden emin misin?,01
584,shop_ruins_exit:0:OPT,<squish=0.82>Şu su kemerlerinde dikkatli ol.|Yönetmeliğe uygun yapılmış|gibi görünmüyorlar.,01
585,shop_ruins_greeting:0:DIS,<squish=0.82>Bu harabelerin yüzlerce yıllık|olduğunu söylüyorlar.|Bence sadece kötü yapılmışlar.|Belli ki maymun elinden çıkmamış.,01
586,shop_ruins_greeting:1:OPT,"<squish=0.82>Vay be, harabelere kadar gelmişsin.|Bu kadar huysuz olmasam başını okşardım.",01
587,shop_ruins_greeting:2:OPT,"<squish=0.82>Vay canına, buraya kadar gelerek|ihtiyar dedeni şaşırttın!",01
588,shop_squawk_comment:0:DIS,<squish=0.82>Şu kuşu al da başımdan götür.|Ortalığı birbirine katıyor.,01
589,shop_squawk_comment:1:INT,<squish=0.82>Hem bana arkadaşlık ediyor|hem de anahtarlarımı nereye koyduğumu|hatırlatıyor!,01
590,shop_squawk_comment:2:DIS,"<squish=0.82>Benim bu ufaklığa ihtiyacım yok tabii.|Ama sen ben değilsin, öyle değil mi?",01
591,shop_squawk_comment:3:INT,<squish=0.82>Sırları bulmakta zorlanıyorsan Squawks|tam senin adamın! Şey... kuşun!,01
592,shop_squawk_comment:4:OPT,<squish=0.82>Squawks sırları bulmana yardım eder.|Ne kadar da yardımsever.,01
593,shop_squawk_purchase:0:CON,<squish=0.82>Benim zamanımda sır arayan|kendi bulurdu!,01
594,shop_squawk_purchase:1:CON,<squish=0.82>Şimdi git de birkaç sır bul!,01
595,shop_squawk_purchase:2:INT,"<squish=0.82>Ona iyi bak, duydun mu?!",01
596,shop_squawk_purchase:3:OPT,<squish=0.82>Kulaklarının hemen arkasını|kaşımanı çok sever.,01
597,shop_squawk_purchase:4:OPT,<squish=0.82>Squawks bir sır bulunca haber verir...|tabii dostuna.,01
598,shop_greenballoon_purchase:0:INT,<squish=0.82>Bunlardan birkaç tane alırsan|yenilmez olursun! Neredeyse.,01
599,shop_greenballoon_purchase:1:INT,<squish=0.82>Bu balonlar seni düşmekten kurtarır.|Ama yalnızca bir kez!,01
600,shop_greenballoon_purchase:2:DIS,<squish=0.82>Zaten neden sürekli|çukurlara düşüyorsun ki?,01
601,shop_greenballoon_comment:0:INT,<squish=0.82>Acaba bunların benim için|baston aparatı da var mıdır...,01
602,shop_greenballoon_comment:1:DIS,<squish=0.82>Yalnızca kırmızı balonların olduğu|günleri hatırlıyorum...,01
603,shop_greenballoon_comment:2:DIS,"<squish=0.82>Önce kırmızı, şimdi yeşil.|Dünya nereye gidiyor böyle?",01
604,shop_greenballoon_comment:3:CON,<squish=0.82>Bu yeşil balonları şişirmek|kırmızılardan daha zor.,01
605,shop_crashguard_purchase:0:CON,"<squish=0.82>Sakın bunu dökme, evlat!",01
606,shop_crashguard_purchase:1:DIS,<squish=0.82>İçimden bir ses bunlardan|birden fazlasına ihtiyacın olacağını|söylüyor.,01
607,shop_crashguard_purchase:2:INT,<squish=0.82>Çok fazla şeye çarparsan|bu bile seni kurtaramaz.,01
608,shop_crashguard_purchase:3:CON,<squish=0.82>Bir ara beni de maden vagonuyla|gezdirsene.|Biraz heyecan bana iyi gelir!,01
609,shop_crashguard_comment:0:OPT,<squish=0.82>Bundan bir yudum al; maden vagonunda|veya roket varilinde korunursun.,01
610,shop_crashguard_comment:1:CON,<squish=0.82>Roket variliyle havalanmadan önce|sağına soluna bakmayı unutma!,01
611,shop_crashguard_comment:2:INT,<squish=0.82>Bu iksir yalnızca bazı bölümlerde|işe yarar.,01
612,shop_barrel_purchase:0:CON,<squish=0.82>Demek şimdi bu macerada|Diddy'nin yardımına ihtiyacın var?,01
613,shop_barrel_purchase:1:OPT,<squish=0.82>Bu varil tam sana göre!,01
614,shop_barrel_purchase:2:INT,<squish=0.82>Başın sıkışınca Diddy'nin|yardımı işine yarayabilir.,01
615,shop_barrel_comment:0:DIS,<squish=0.82>Açmak için bunu var gücünle fırlat!,01
616,shop_barrel_comment:1:CON,"<squish=0.82>İyi oynarsan Diddy içeride|sıkıntıdan patlar, evlat!",01
617,shop_barrel_comment:2:OPT,<squish=0.82>Tek başına gitmek tehlikeli.|Bunu satın al!,01
618,shop_orb_purchase:0:OPT,<squish=0.82>Şimdi ihtiyar deden|yeniden uyuyabilir.,01
619,shop_orb_purchase:1:DIS,"<squish=0.82>Kolay yolu tercih ediyorsun, ha evlat?",01
620,shop_orb_purchase:2:DIS,<squish=0.82>Bunları zor yoldan kazanmak|sana fazla mı geliyor?,01
621,shop_orb_purchase:3:INT,<squish=0.82>Altın Tapınak'ın senin için|hangi sırları sakladığını|merak ediyorum...,01
622,shop_orb_comment:0:CON,<squish=0.82>Bunlar kapımın önünde beliriverdi.|Duyduğuma göre ne işe yaradıklarını|bulmuşsun?,01
623,shop_orb_comment:1:INT,"<squish=0.82>Ömrümde bunun gibisini|hiç görmedim, evlat.",01
624,shop_orb_comment:2:INT,<squish=0.82>Bu küreleri adanın dört bir yanındaki|gizli yerlerde de bulabilirsin.,01
625,shop_orb_comment:3:OPT,<squish=0.82>Gözlerimi bu kürelerden|alamıyorum doğrusu.,01
626,shop_volcano_exit:0:OPT,<squish=0.82>Ve unutma! Lav mı?|Katrandan bile beter.,01
627,shop_volcano_greeting:0:INT,"<squish=0.82>Yanında biraz su yoktur, değil mi evlat?|Of, ne sıcak!",01
628,shop_volcano_greeting:1:OPT,<squish=0.82>Volkana kadar gelmişsin!|Demek sende dedenden bir şeyler varmış.,01
629,shop_volcano_greeting:2:INT,"<squish=0.82>Böyle bir maceranın sonuna gelmek|insanda buruk bir his bırakıyor, değil mi?",01
630,shop_volcano_greeting:3:OPT,"<squish=0.82>Vay canına, buraya kadar gelerek|ihtiyar dedeni şaşırttın!",01
631,shop_worldkey_comment:0:DIS,<squish=0.82>Bu yollar neden kilitli? Bana sorma.|Ben sadece anahtarları satıyorum.,01
632,shop_worldkey_comment:1:OPT,<squish=0.82>Her bölgede yalnızca bir kilit|ve onu açan bir anahtar var.,01
633,shop_worldkey_comment:2:CON,<squish=0.82>Bu anahtarı kendim kullanırdım|ama o zaman sandalyemden|kalkmam gerekirdi.,01
634,shop_worldkey_comment:3:INT,<squish=0.82>Bu anahtarı almazsan|her şeyi asla bulamazsın!,01
635,shop_worldkey_comment:4:OPT,<squish=0.82>Bu anahtarın dev gibi olduğunu biliyorum|ama sen de iri bir maymunsun. Taşırsın.,01
636,shop_worldkey_purchase:0:CON,"<squish=0.82>Tabii tabii, sen kolay yolu seç.",01
637,shop_worldkey_purchase:1:CON,"<squish=0.82>Ne yani, şu uyduruk kilidi aşmak için|anahtara mı ihtiyacın var?",01
638,shop_worldkey_purchase:2:OPT,"<squish=0.82>Haydi, adanın bütün sırlarını keşfet!",01
639,shop_worldkey_purchase:3:OPT,<squish=0.82>Git ve yeni bir şey keşfet!,01
640,shop_worldkey_purchase:4:OPT,<squish=0.82>Tüm KONG harflerini bulursan|heyecan verici bir şey olabilir!,01
641,shop_worldkey_purchase:5:DIS,"<squish=0.82>Adanın bütün sırlarını mı arıyorsun,|yoksa sadece kolay yolu mu seçiyorsun?",01
642,shop_worldkey_purchasefail:0:CON,"<squish=0.82>Bu anahtarı zaten aldın, evlat!",01
643,standard:0:GroundPound,\ea0fce93,01
644,standard:1:GroundPound_Small,\lr_btn,01
645,standard:2:Grab,\27b05a76,01
646,standard:3:Up,\0a93edb9,01
647,standard:4:Blow,\7f8540b5\xy_btn,01
648,startgame_extras:0:*,Ekstralar,01
649,startgame_options:0:*,Seçenekler,01
650,startgame_start1player:0:*,1 Oyuncu,01
651,startgame_start2player:0:*,2 Oyuncu,01
652,startgame_title:0:*,Başla,01
653,superguide_banner:0:*,Süper Rehber,01
654,superguide_exit:0:*,\7dfbfc47Çık,01
655,temple_confirm:0:Core,\b0013bc9,01
656,temple_confirm:1:Standard,\b0013bc9,01
657,temple_somekeys:0:*,Altın Tapınak'ın sırlarını|açmak için sekiz nadir|küre toplamalısın.||Küreleri bulmakta zorlanıyorsan|belki Cranky yardım edebilir.,01
658,timeattackreplay_banner:0:*,Tekrar,01
659,timeattack_count_1:0:*,1,01
660,timeattack_count_2:0:*,2,01
661,timeattack_count_3:0:*,3,01
662,timeattack_eol_retryconfirm:0:*,Bölümü yeniden denemek|istediğinden emin misin?,01
663,title_copyright:0:*,© 2010-2013 Nintendo,01
664,title_screen_core:0:*,Oynamak için \e0d1799a|tuşuna bas,01
665,title_screen_nocontroller:0:*,W** Kumandasında herhangi bir tuşa bas,01
666,title_screen_nunchuk:0:*,Oynamak için \b0013bc9|tuşuna bas,01
667,title_screen_unsupported:0:*,Desteklenmeyen ek kumandayı çıkar,01
668,w00_trophy_blast:0:*,<squish=0.87>5-K Patla ve Zıpla,01
669,w00_trophy_challenge:0:*,<squish=0.87>8-K Beş Maymun Sınavı,01
670,w00_trophy_collapse:0:*,<squish=0.87>2-K Çöken Tapınak,01
671,w00_trophy_equalizer:0:*,<squish=0.87>1-K Platform Paniği,01
672,w00_trophy_ride:0:*,<squish=0.87>7-K Hain Raylar,01
673,w00_trophy_shift:0:*,<squish=0.87>3-K Kayan Eziciler,01
674,w00_trophy_shift_inlevelhac:0:*,<squish=0.87>3-K Kayan Eziciler,01
675,w00_trophy_spikes:0:*,<squish=0.87>4-K Sivri Mücevherler,01
676,w00_trophy_temple:0:*,Altın Tapınak,01
677,w00_trophy_vertical:0:*,<squish=0.87>6-K Tehlikeli Geçit,01
678,w01_areaname_jungle:0:*,Cangıl,01
679,w01_l01_jungle:0:*,<squish=0.87>1-1 Cangıl Curcunası,01
680,w01_l02_jungle:0:*,<squish=0.87>1-2 Tırmanış Kralı,01
681,w01_l03_jungle:0:*,<squish=0.87>1-3 Ağaç Tepesi Dansı,01
682,w01_l04_jungle:0:*,<squish=0.87>1-4 Gün Batımı Sahili,01
683,w01_l05_jungle:0:*,<squish=0.87>1-5 Ağaç Tepesi Topları,01
684,w01_l06_jungle:0:*,<squish=0.87>1-6 Çılgın Vagon,01
685,w01_l07_jungle:0:*,<squish=0.87>1-B Çirko'nun Tepesi,01
686,w01_shop_jungle:0:*,<squish=0.87>1-D Cranky Kong'un Dükkânı,01
687,w02_areaname_beach:0:*,Sahil,01
688,w02_l01_beach:0:*,<squish=0.87>2-1 Zıplayan Kalaslar,01
689,w02_l02_beach:0:*,<squish=0.87>2-2 Kaygan Kumlar,01
690,w02_l03_beach:0:*,<squish=0.87>2-3 Sakin İskele,01
691,w02_l04_beach:0:*,<squish=0.87>2-4 Top Yağmuru,01
692,w02_l05_beach:0:*,<squish=0.87>2-5 Fırtınalı Sahil,01
693,w02_l06_beach:0:*,<squish=0.87>2-6 Balina Yolculuğu,01
694,w02_l07_beach:0:*,<squish=0.87>2-7 Azgın Dalgalar,01
695,w02_l08_beach:0:*,<squish=0.87>2-B Kıskaçlı Korsanlar,01
696,w02_shop_beach:0:*,<squish=0.87>2-D Cranky Kong'un Dükkânı,01
697,w03_areaname_ruins:0:*,Harabeler,01
698,w03_l01_ruins:0:*,<squish=0.87>3-1 Çarpık Su Yolu,01
699,w03_l02_ruins:0:*,<squish=0.87>3-2 Düğme Patırtısı,01
700,w03_l03_ruins:0:*,<squish=0.87>3-3 Yelkenler ve Toplar,01
701,w03_l04_ruins:0:*,<squish=0.87>3-4 Nemli Zindan,01
702,w03_l04_ruins_inlevelhack:0:*,<squish=0.87>3-4 Nemli Zindan,01
703,w03_l05_ruins:0:*,<squish=0.87>3-6 Devrilen Tapınak,01
704,w03_l06_ruins:0:*,<squish=0.87>3-5 Minik Isırıkçılar,01
705,w03_l07_ruins:0:*,<squish=0.87>3-B Harabe Yuvası,01
706,w03_shop_ruins_:0:*,<squish=0.87>3-D Cranky Kong'un Dükkânı,01
707,w04_areaname_cave:0:*,Mağara,01
708,w04_l01_cave:0:*,<squish=0.87>4-1 Gıcırdayan Raylar,01
709,w04_l02_cave:0:*,<squish=0.87>4-5 Kalabalık Mağara,01
710,w04_l03_cave:0:*,<squish=0.87>4-4 Köstebek Devriyesi,01
711,w04_l04_cave:0:*,<squish=0.87>4-2 Tutun ve Yuvarlan,01
712,w04_l05_cave:0:*,<squish=0.87>4-3 Bombalar Geliyor!,01
713,w04_l06_cave_:0:*,<squish=0.87>4-B Köstebek Treni,01
714,w04_shop_cave:0:*,<squish=0.87>4-D Cranky Kong'un Dükkânı,01
715,w05_areaname_forest_:0:*,Orman,01
716,w05_l01_forest:0:*,<squish=0.87>5-1 Sarmaşık Vadisi,01
717,w05_l02_forest:0:*,<squish=0.87>5-3 Uçan Platformlar,01
718,w05_l03_forest:0:*,<squish=0.87>5-6 Zıplayan Sporlar,01
719,w05_l04_forest:0:*,<squish=0.87>5-5 Uzak Atış,01
720,w05_l05_forest:0:*,<squish=0.87>5-7 Kıvrak Sarmaşıklar,01
721,w05_l06_forest:0:*,<squish=0.87>5-8 Oburlar Maratonu,01
722,w05_l07_forest:0:*,<squish=0.87>5-2 Tutun ve Sallan,01
723,w05_l08_forest:0:*,<squish=0.87>5-4 Devrilen Totemler,01
