index,id,English,French,Japanese,German,Spanish,Italian,Turkish
95,496,"Grenda is working on her own line of fitness products, including the Neckalizer, which eliminates pencil necks.","Grenda travaille sur ses propres produits de remise en forme, incluant le Réducto-cou pour tous ceux attrapant le gros cou !","[!TR] Grenda is working on her own line of fitness products, including the Neckalizer, which eliminates pencil necks.","Grenda entwickelt ihre eigene Sportgerätlinie, wozu auch der Halsinator gehört. Schluss mit dünnen Nacken!","Grenda tiene su propia línea de productos de fitness como el Empollonizador, que previene el dolor de codos.","Grenda ha una sua linea di prodotti per il fitness, come il Collotron, per i colli sottili.","Grenda kendi spor ürünlerini geliştiriyor. Bunlardan Neckalizer, çöp gibi ince boyunları ortadan kaldırıyor."
96,498,Find and collect Pacifica's dad's lost hunting trophies.,Trouve les trophées de finaliste que Pacifica a perdus et récupère-les.,[!TR] Find and collect Pacifica's dad's lost hunting trophies.,"Finde und sammle Pacificas verlorene Vizemeister-
Trophäen.",Encuentra y recoge los trofeos de segundo premio perdidos de Pacífica.,Trova e raccogli i trofei per il secondo posto che Pacifica ha perduto.,Pacifica'nın babasına ait kayıp av kupalarını bul ve topla.
97,499,Talk with Gravity Falls citizens to discover the owner of these trophies.,Parle aux habitants de Gravity Falls pour découvrir à qui appartiennent ces trophées.,[!TR] Talk with Gravity Falls citizens to discover the owner of these trophies.,"Sprich mit Einwohnern von Gravity Falls, um herauszufinden, wem diese Trophäen gehören.",Habla con los habitantes de Gravity Falls para encontrar al dueño de estos trofeos.,Parla con gli abitanti di Gravity Falls per scoprire il proprietario di questi trofei.,Bu kupaların sahibini bulmak için Esrarengiz Kasaba sakinleriyle konuş.
98,500,Pacifica lost her dad's hunting trophies while she was redecorating her room with more mirrors.,Pacifica a perdu le trophée de chasse de son père en redécorant sa chambre avec des miroirs.,[!TR] Pacifica lost her dad's hunting trophies while she was redecorating her room with more mirrors.,"Pacifica hat die Jagdtrophäen ihres Vaters verloren, während sie ihr Zimmer dekoriert hatte.",Pacífica perdió los trofeos de caza de su padre mientras decoraba su habitación con más espejos.,Pacifica ha perso i trofei di caccia di suo padre mentre aggiungeva altri specchi alla sua stanza.,"Pacifica, odasına daha fazla ayna koyarken babasının av kupalarını kaybetmiş."
99,504,Find and collect Jeff's lost diary pages.,Trouve les pages perdues du journal intime de Jeff et récupère-les.,[!TR] Find and collect Jeff's lost diary pages.,Finde und sammle Jeffs verlorene Tagebuchseiten.,Encuentra y recoge las páginas de diario perdidas de Jeff.,Trova e raccogli le pagine del diario che Jeff ha perduto.,Jeff'in kayıp günlük sayfalarını bul ve topla.
100,505,Talk with Gravity Falls citizens to discover the owner of these diary pages.,Parle aux habitants de Gravity Falls pour découvrir à qui appartiennent ces pages de journal intime.,[!TR] Talk with Gravity Falls citizens to discover the owner of these diary pages.,"Sprich mit Einwohnern von Gravity Falls, um herauszufinden, wem diese Tagebuchseiten gehören.",Habla con los habitantes de Gravity Falls para encontrar al dueño de estas páginas de diario.,Parla con gli abitanti di Gravity Falls per scoprire il proprietario di queste pagine del diario.,Bu günlük sayfalarının sahibini bulmak için Esrarengiz Kasaba sakinleriyle konuş.
101,506,"According to his diary pages, Jeff thinks Pacifica Northwest may be the next potential Gnome Queen.","Dans son journal, Jeff dit que Pacifica Northwest pourrait être la prochaine reine des gnomes. ","[!TR] According to his diary pages, Jeff thinks Pacifica Northwest may be the next potential Gnome Queen.","Laut seinen Tagebuchseiten glaubt Jeff, Pacifica Northwest könnte die nächste Zwergenkönigin sein.","Según las páginas de su diario, Jeff cree que Pacífica Northwest puede ser la próxima Reina Gnomo.","Stando al suo diario, Jeff pensa che Pacifica Northwest sarà la prossima Regina degli gnomi.","Günlük sayfalarına göre Jeff, Pacifica Northwest'in sıradaki Cüce Kraliçesi olabileceğini düşünüyor."
102,512,Find and collect Shmebulock's lost philosophy books.,Trouve les livres de philosophie que Shmebulock a perdus et récupère-les.,[!TR] Find and collect Shmebulock's lost philosophy books.,Finde und sammle Shmebulocks verlorene Philosophie-Bücher.,Encuentra y recoge los libros de filosofía de Shmebulock.,Trova e raccogli i libri di filosofia perduti di Shmebulock.,Shmebulock'un kayıp felsefe kitaplarını bul ve topla.
103,513,Talk with Gravity Falls citizens to discover the owner of these philosophy books.,Parle aux habitants de Gravity Falls pour découvrir à qui appartiennent ces livres de philosophie.,[!TR] Talk with Gravity Falls citizens to discover the owner of these philosophy books.,"Sprich mit Einwohnern von Gravity Falls, um herauszufinden, wem diese Philosophie-Bücher gehören.",Habla con los habitantes de Gravity Falls para encontrar al dueño de estos libros de filosofía.,Parla con gli abitanti di Gravity Falls per scoprire il proprietario di questi libri di filosofia.,Bu felsefe kitaplarının sahibini bulmak için Esrarengiz Kasaba sakinleriyle konuş.
104,514,Shmebulock builds imaginary friends from stacks of philosophy books.,Shmebulock se crée des amis imaginaires à partir de piles de livres de philosophie.,[!TR] Shmebulock builds imaginary friends from stacks of philosophy books.,Shmebulock baut Fantasiefreunde aus Stapeln von Philosophie-Büchern.,Shmebulock crea amigos imaginarios a partir de montañas de libros de filosofía.,Shmebulock costruisce amici immaginari con cataste di libri di filosofia.,"Shmebulock, felsefe kitaplarını üst üste dizip hayalî arkadaşlar yapıyor."
105,516,Crystal Battery,Pile de cristal,[!TR] Crystal Battery,Kristallbatterie,Pila de Cristal,Batteria cristallina,Kristal Pil
106,517,"Ancient power cell, origin unknown. The crystal inside seems to have regenerative properties.","Pile ancienne, origine inconnue. Son cristal semble avoir des propriétés régénératrices.","[!TR] Ancient power cell, origin unknown. The crystal inside seems to have regenerative properties.",Uralte Energiezelle. Der Kristall darin scheint regenerative Eigenschaften zu haben.,"Antigua pila, origen desconocido. El cristal de dentro parece tener propiedades regenerativas.",Antica fonte d'energia di origine ignota. Il cristallo all'interno sembra avere proprietà rigenerative.,Kökeni bilinmeyen eski bir güç hücresi. İçindeki kristalin yenileyici özellikleri var gibi.
107,518,Azure Lodestone,Magnétite azur,[!TR] Azure Lodestone,Himmelblauer Magnetstein,Imán Celeste,Magnetite azzurra,Gök Mavisi Mıknatıs Taşı
108,519,This rock is naturally magnetic!,Cette pierre est naturellement magnétique !,[!TR] This rock is naturally magnetic!,Ein von Natur aus magnetischer Stein!,¡Esta piedra es magnética de forma natural!,Questa roccia è dotata di un magnetismo naturale!,Bu taş doğuştan manyetik!
109,520,Green Lodestone,Magnétite verte,[!TR] Green Lodestone,Grüner Magnetstein,Imán Verde,Magnetite verde,Yeşil Mıknatıs Taşı
110,521,Another magnetic rock. Use with caution around Mabel's braces.,Une autre pierre magnétique. Ne l'approche pas trop de l'appareil dentaire de Mabel !,[!TR] Another magnetic rock. Use with caution around Mabel's braces.,Noch ein magnetischer Stein. In Gegenwart von Mabels Zahnspange vorsichtig verwenden.,Otra piedra magnética. Úsala con cuidado alrededor de la ortodoncia de Mabel.,Un'altra roccia magnetica. Da usare con cautela nelle vicinanze dell'apparecchio ortodontico di Mabel.,Bir manyetik taş daha. Mabel'ın diş tellerinin yanında dikkatli kullan.
111,522,Impervious Twine,Ficelle résistante,[!TR] Impervious Twine,Unzerreißbarer Zwirn,Cordel Inmune,Spago superforte,Kopmaz Sicim
112,523,"Thin, strangely unbreakable twine. Origin unknown.",Ficelle fine mais étonnamment incassable. Origine inconnue.,"[!TR] Thin, strangely unbreakable twine. Origin unknown.","Dünnes, seltsamerweise unzerstörbares Garn. Ursprung unbekannt.",Fino cordel extrañamente irrompible. Origen desconocido.,"Uno spago sottile, stranamente indistruttibile. Origine ignota.",İnce ama tuhaf biçimde kopmayan bir sicim. Kökeni bilinmiyor.
113,524,Bird Idol,Idole oiseau,[!TR] Bird Idol,Vogel-Götzenbild,Ídolo Pájaro,Idolo volatile,Kuş İdolü
114,525,Odd little stuffed birds carrying spears. Did ancient cave dwellers worship this?,Vieux oiseaux en peluche portant des lances. Les hommes des cavernes vénéraient vraiment ces choses ?,[!TR] Odd little stuffed birds carrying spears. Did ancient cave dwellers worship this?,"Seltsame, kleine, ausgestopfte Vögel mit Speeren. Ob Höhlenbewohner sie angebetet haben?",Extraños pajaritos de peluche con lanzas. ¿Los antiguos cavernícolas adoraban esto?,Strani uccellini impagliati che reggono lance. Forse erano venerati da antichi cavernicoli?,"Mızrak taşıyan tuhaf, küçük doldurulmuş kuşlar. Eski mağara insanları buna mı tapıyordu?"
115,526,Prehistoric Crossbow,Arbalète préhistorique,[!TR] Prehistoric Crossbow,Prähistorische Armbrust,Ballesta Prehistórica,Balestra preistorica,Tarih Öncesi Arbalet
116,527,It’s already been mounted for display. Was this a ceremonial weapon?,Elle est déjà prête à être exposée. S'agissait-il d'une arme de cérémonie ?,[!TR] It’s already been mounted for display. Was this a ceremonial weapon?,Sie wurde zur Ausstellung präpariert. Vielleicht eine zeremonielle Waffe?,Ya está preparada para ser expuesta. ¿Era un arma ceremonial?,È già stata predisposta per l'esposizione. Si trattava forse di un'arma cerimoniale?,Sergilenmeye hazır biçimde monte edilmiş. Törensel bir silah mıydı?
117,528,Bronze Butterfly,Papillon de bronze,[!TR] Bronze Butterfly,Bronze-Schmetterling,Mariposa de Bronce,Farfalla di bronzo,Bronz Kelebek
118,529,Would probably fetch a fancy price at the swap meet. Stan can fill in the backstory.,On en tirerait un bon prix dans une brocante. Stan connaît son histoire par cœur.,[!TR] Would probably fetch a fancy price at the swap meet. Stan can fill in the backstory.,Würde bei der Tauschbörse sicher einen netten Preis erzielen. Stan weiß mehr über die Vorgeschichte.,Se le podría sacar un buen precio en el encuentro de trueques. Stan puede inventarse su historia.,Avrebbe un bel prezzo al mercato delle pulci. Stan può inventare qualche storia sulle sue origini.,Bit pazarında iyi para eder. Geçmiş hikâyesini Stan uydurur.
119,530,Switch,Interrupteur,[!TR] Switch,Schalter,Interruptor,Interruttore,Anahtar
120,531,The module on the bottom appears intact.,Le module sur la partie inférieure a l'air intact.,[!TR] The module on the bottom appears intact.,Das Modul an der Unterseite scheint intakt zu sein.,El módulo de abajo parece intacto.,Il modulo sul fondo appare intatto.,Altındaki modül sağlam görünüyor.
121,532,Socket,Prise,[!TR] Socket,Steckdose,Enchufe,Presa,Yuva
122,533,"It's not wired for electricity, but it may work with another power source.",Pas reliée à l'électricité. Elle peut fonctionner avec une autre source d'énergie.,"[!TR] It's not wired for electricity, but it may work with another power source.","Nicht elektrisch verkabelt, funktioniert aber vielleicht mit anderen Energiequellen.",No está conectado a la electricidad pero puede que funcione con otra fuente de energía.,Non è collegata alla rete elettrica ma potrebbe funzionare con un'altra fonte di energia.,Elektriğe bağlı değil ama başka bir güç kaynağıyla çalışabilir.
123,534,Prism Spring,Ressort prismoïde,[!TR] Prism Spring,Prisma-Feder,Muelle de Prisma,Molla prismatica,Prizma Yayı
124,535,"Bends light as it contracts, perhaps giving it a magical strength.","Courbe la lumière lorsqu'il se contracte, pouvant lui octroyer une force magique.","[!TR] Bends light as it contracts, perhaps giving it a magical strength.","Biegt sich leicht beim Zusammenziehen, was ihr vielleicht magische Stärke verleiht.","Curva la luz conforme se contrae, quizás dándole fuerza mágica.","Piega la luce quando si contrae, e forse questo le dona una forza magica.",Sıkışırken ışığı büküyor; belki de gücünü bundan alıyor.
125,536,Ancient Gear,Équipement ancien,[!TR] Ancient Gear,Uraltes Zahnrad,Engranaje Antiguo,Ingranaggio antico,Antik Dişli
126,537,The inscription is obscured by years of corrosion.,L'inscription est illisible à cause des années de corrosion.,[!TR] The inscription is obscured by years of corrosion.,Durch Jahre der Verwitterung wurde die Inschrift unleserlich.,La inscripción está tapada por años de corrosión.,L'iscrizione è resa illeggibile da anni di corrosione.,Yılların aşındırması yazıyı okunmaz hâle getirmiş.
127,540,Tri-Wing Screw,Vis à trois branches,[!TR] Tri-Wing Screw,Tri-Wing-Schraube,Tornillo Trialado,Vite Tri-alata,Üç Kanatlı Vida
128,541,"Made of strange bluish metal, with a curious pattern on its head.",D'une étrange couleur bleue métallisée et dotée d'un symbole curieux sur sa partie supérieure.,"[!TR] Made of strange bluish metal, with a curious pattern on its head.",Aus seltsam bläulichem Metall mit einem eigentümlichen Muster auf dem Kopf.,"Hecho con un extraño metal azulado, con un curioso adorno en su cabeza.","Realizzata con uno strano metallo bluastro, sfoggia un curioso motivo sulla testa.","Tuhaf, mavimsi bir metalden yapılmış; başında ilginç bir desen var."
129,542,Fossilized Fungus,Champignon fossilisé,[!TR] Fossilized Fungus,Versteinerter Pilz,Hongo Fosilizado,Fungo fossilizzato,Fosilleşmiş Mantar
130,543,"Giant mushroom with a weird striped pattern. It's so old, the roots have petrified.",Champignon géant étrange avec ses rayures. Il est si ancien que ses racines sont pétrifiées.,"[!TR] Giant mushroom with a weird striped pattern. It's so old, the roots have petrified.","Riesiger Pilz mit merkwürdigem Streifenmuster. Er ist so alt, dass die Wurzeln versteinert sind.",Champiñón gigante con un raro adorno a rayas. Es tan antiguo que las raíces se han petrificado.,Fungo gigante con una curiosa striatura. È così vecchio che le sue radici si sono pietrificate.,Garip çizgili dev bir mantar. O kadar eski ki kökleri taşlaşmış.
131,544,Mystery Hybrid,Hybride mystérieux,[!TR] Mystery Hybrid,Komische Kreuzung,Híbrido Misterioso,Ibrido misterioso,Gizemli Melez
132,545,Part duck? Part beaver? Hard to say. Stan might have thrown this out and forgot about it.,"Moitié canard, moitié castor ? Stan l'a sans doute jeté avant d'oublier son existence.",[!TR] Part duck? Part beaver? Hard to say. Stan might have thrown this out and forgot about it.,"Halb Ente, halb Biber? Schwer zu sagen. Vielleicht hat Stan sie weggeworfen und vergessen.",¿Mitad pato? ¿Mitad castor? Difícil de decir. Stan debe de haber tirado esto y se le ha olvidado.,È un'anatra? È un castoro? Chi lo sa! Forse Stan l'ha gettato via e se n'è dimenticato.,"Biraz ördek, biraz kunduz mu? Belli değil. Stan atıp sonra unutmuş olabilir."
133,548,Beastly Claw,Griffe animale,[!TR] Beastly Claw,Bestienklaue,Garra Bestial,Artiglio bestiale,Yaratık Pençesi
134,549,Did this belong to a majestic beast that roamed Gravity Falls long ago?,Aurait-elle appartenu à une bête majestueuse qui errait dans Gravity Falls il y a bien longtemps ?,[!TR] Did this belong to a majestic beast that roamed Gravity Falls long ago?,"Gehörte sie einmal zu einer Bestie, die vor langer Zeit in Gravity Falls lebte?",¿Esto pertenecía a una bestia majestuosa que deambulaba por Gravity Falls hace mucho?,Forse apparteneva a una maestosa creatura che abitava Gravity Falls secoli fa?,"Bu, çok eskiden Esrarengiz Kasaba'da dolaşan görkemli bir yaratığa mı aitti?"
135,550,Cloud in a Jar,Nuage en pot,[!TR] Cloud in a Jar,Wolke im Glas,Nube en un Bote,Nuvola in un barattolo,Kavanozda Bulut
136,551,"Was this tiny cloud extracted from a real one, or grown by alchemic means?",Ce mini-nuage aurait-il été extrait d'un vrai nuage ou a-t-il été créé chimiquement ?,"[!TR] Was this tiny cloud extracted from a real one, or grown by alchemic means?",Stammt diese winzige Wolke aus einer echten oder wurde sie alchemistisch erschaffen?,¿Esta nubecita fue extraída de una de verdad o creada por medios químicos?,Sarà stata ricavata da una nuvola reale o creata con l'alchimia?,"Bu minik bulut gerçek bir buluttan mı alındı, yoksa simyayla mı üretildi?"
137,552,Jeweled Helmet,Casque serti de bijoux,[!TR] Jeweled Helmet,Juwelenhelm,Casco con Piedras Preciosas,Elmo ingioiellato,Mücevherli Miğfer
138,553,"Far too fancy for real fighting, this helmet must have been used only for show.","Bien trop joli pour combattre réellement, ce casque ne devait servir qu'à décorer.","[!TR] Far too fancy for real fighting, this helmet must have been used only for show.",Viel zu chic für den Kampf. Er muss nur zur Schau getragen worden sein.,Demasiado sofisticado para peleas de verdad. Este casco debe de haber sido solo de exposición.,Troppo chic per la guerra. Probabilmente aveva soltanto una funzione decorativa.,Gerçek dövüş için fazlasıyla süslü. Herhâlde yalnızca gösteriş içindi.
139,554,Creepy Vase,Vase de la terreur,[!TR] Creepy Vase,Unheimliche Vase,Vasija Espeluznante,Vaso inquietante,Ürpertici Vazo
140,555,"Something about this vase creeps me out. Every time I look at it, I hear voices!","Ce vase me donne la chair de poule. Chaque fois que je le regarde, j'entends des voix !","[!TR] Something about this vase creeps me out. Every time I look at it, I hear voices!","Irgendwas an dieser Vase macht mir Angst. Wenn ich sie anschaue, höre ich Stimmen!","Algo de esta vasija me da yuyu. ¡Cada vez que la miro, escucho voces!",Questo vaso ha qualcosa che mi inquieta. Ogni volta che lo guardo sento delle voci!,Bu vazoda beni ürküten bir şey var. Ne zaman baksam sesler duyuyorum!
141,558,Glowing Tube,Tube scintillant,[!TR] Glowing Tube,Leuchtröhrchen,Tubo Brillante,Tubo luminescente,Parlayan Tüp
142,559,"Hard to say what's making it shine, but it glows even in pure daylight.","Difficile de savoir ce qui le fait briller, mais il scintille même en plein jour.","[!TR] Hard to say what's making it shine, but it glows even in pure daylight.","Schwer zu sagen, was es zum Strahlen bringt, aber es leuchtet sogar im Tageslicht.","Es difícil decir lo que lo hace brillar, pero resplandece a plena luz del día.","Non si sa cosa lo faccia brillare, ma la sua luce è visibile anche di giorno.",Neden parladığı belli değil ama gün ışığında bile ışıldıyor.
143,560,Pod Plant,Plante-capsule,[!TR] Pod Plant,Hülsenpflanze,Planta de Vaina,Baccello vegetale,Kapsül Bitkisi
144,561,"Its tough, sack-like pod is filled with an unknown liquid. Is it a nutrient or a poison?","En forme de sac, elle est remplie d'un liquide inconnu : substance nutritive ou poison ?","[!TR] Its tough, sack-like pod is filled with an unknown liquid. Is it a nutrient or a poison?","Die harte, sackartige Hülse enthält eine unbekannte Flüssigkeit.",Su resistente vaina en forma de saco está llena de un líquido desconocido. ¿Es un nutriente o un veneno?,Questo duro baccello a forma di sacco è pieno di un liquido ignoto: sostanza nutritiva o veleno?,"Sert, kese gibi kapsülü bilinmeyen bir sıvıyla dolu. Besin mi, zehir mi?"
145,562,Clay Skates,Patin d'argile,[!TR] Clay Skates,Ton-Skates,Patines de Barro,Pattini d'argilla,Kil Patenler
146,563,"Either an ancient artifact, or someone's project from Ceramics class.","Ancien artéfact, ou projet d'un élève du cours de céramique.","[!TR] Either an ancient artifact, or someone's project from Ceramics class.",Entweder ein historisches Artefakt oder ein Projekt aus dem Töpferkurs.,O un artefacto antiguo o el proyecto de la clase de cerámica de alguien.,Saranno un antico manufatto o il prodotto di un corso di ceramica?,Ya antik bir eser ya da birinin seramik dersi projesi.
147,564,Glyph Wheel,Roue à glyphes,[!TR] Glyph Wheel,Glyphenrad,Rueda de Jeroglíficos,Ruota con glifi,Glif Çarkı
148,565,Vaguely smells like chocolate. Don't attempt decoding on an empty stomach.,Rappelle vaguement l'odeur du chocolat. Mieux vaut avoir mangé avant d'essayer de les décoder.,[!TR] Vaguely smells like chocolate. Don't attempt decoding on an empty stomach.,Riecht dezent nach Schokolade. Nicht auf leeren Magen entziffern.,Huele un poco a chocolate. No intentes descifrarla con el estómago vacío.,Ha un vago odore di cioccolato. Non provare a decifrarla a stomaco vuoto.,Hafiften çikolata kokuyor. Aç karnına çözmeye çalışma.
149,566,Wind Gemulet,Gemulette du vent,[!TR] Wind Gemulet,Wind-Juwulett,Gemuleto de Viento,Gemuleto del Vento,Rüzgâr Gemuleti
150,567,"Legendary gem-amulet thing, said to channel the elemental powers of wind!","Amulette avec gemme légendaire qui diffuse, dit-on, les forces élémentaires du vent !","[!TR] Legendary gem-amulet thing, said to channel the elemental powers of wind!",Legendäres Juwelen-Amulett-Ding. Kanalisiert angeblich die Elementarkräfte des Windes!,Especie de gema-amuleto legendario. ¡Se dice que conduce los poderes del viento!,Una gemma-amuleto leggendaria o giù di lì. Pare che convogli i poteri elementali del vento!,Rüzgârın element gücünü yönlendirdiği söylenen efsanevi bir mücevher-muska şeyi!
151,568,Water Gemulet,Gemulette de l'eau,[!TR] Water Gemulet,Wasser-Juwulett,Gemuleto de Agua,Gemuleto dell'Acqua,Su Gemuleti
152,569,Obtained by defeating a giant beast we had no business fighting!,Obtenue après avoir vaincu une bête géante qui ne nous avait pourtant rien fait !,[!TR] Obtained by defeating a giant beast we had no business fighting!,"Nach dem Sieg über eine riesige Bestie erhalten, die wir nicht hätten bekämpfen sollen!",¡Obtenido por derrotar a una bestia gigante que no debíamos atacar!,Ottenuto sconfiggendo una belva gigante che non avremmo dovuto affrontare!,Hiç bulaşmamamız gereken dev bir yaratığı yenerek aldık!
153,570,Earth Gemulet,Gemulette de la terre,[!TR] Earth Gemulet,Erd-Juwulett,Gemuleto de Tierra,Gemuleto della Terra,Toprak Gemuleti
154,571,Ripped from a boulder-throwing beast. Said to harness the energies of the earth itself!,Extraite d'une bête lanceuse de rochers. On dit qu'elle exploiterait les énergies de la terre !,[!TR] Ripped from a boulder-throwing beast. Said to harness the energies of the earth itself!,Einer Felsen werfenden Bestie abgenommen. Soll die Energien der Erde selbst kanalisieren!,Arrebatado a una bestia lanzadora de piedras. ¡Se dice que emplea las propias energías de la tierra!,Strappato a una belva lancia-massi. Si dice che contenga l'energia della terra stessa!,Kaya fırlatan bir yaratıktan söküldü. Dünyanın enerjisini kullandığı söyleniyor!
155,572,Fire Gemulet,Gemulette du feu,[!TR] Fire Gemulet,Feuer-Juwulett,Gemuleto de Fuego,Gemuleto del Fuoco,Ateş Gemuleti
156,573,"The final Gemulet to complete the set, retrieved by smacking down a fire-flinging beast.",Dernière Gemulette qui vient compléter le lot. Récupérée après avoir battu une bête lançant du feu.,"[!TR] The final Gemulet to complete the set, retrieved by smacking down a fire-flinging beast.",Das letzte Juwulett im Set. Erhalten nach dem Sieg über eine Feuer schleudernde Bestie.,"Gemuleto final que completa la serie, recuperado tras vencer a una bestia lanzadora de fuego.","L'ultimo gemuleto della serie, ottenuto mettendo KO una belva fiammeggiante.",Seti tamamlayan son Gemulet. Ateş saçan bir yaratığı pataklayınca ele geçti.
157,574,Wind Shard,Fragment du vent,[!TR] Wind Shard,Windscherbe,Esquirla de Viento,Frammento del Vento,Rüzgâr Parçası
158,575,Clove from the Wind Gemulet by Dark Jeff to power his Waddles clone station.,Extrait de la Gemulette du vent pour alimenter la station de clonage de Waddles.,[!TR] Clove from the Wind Gemulet by Dark Jeff to power his Waddles clone station.,Splitter aus dem Wind-Juwulett vom Dunklen Jeff für den Betrieb seiner Schwabbel-Klonstation.,"Fragmento del Gemuleto de Viento de Jeff Oscuro, da energía a su estación de clones de Bamboleos.",Ricavato dal Gemuleto del Vento dal Jeff Oscuro per caricare la stazione clona-Dondolo.,Karanlık Jeff'in Paytak klonlama istasyonuna güç vermek için Rüzgâr Gemuleti'nden kopardığı parça.
159,576,Auto Hook,Crochet auto,[!TR] Auto Hook,Auto-Haken,Gancho Automático,Arpione automatico,Otomatik Kanca
160,577,Seeks out most hook-shaped objects and latches on to them.,Recherche les objets en forme de crochet et s'accroche à eux.,[!TR] Seeks out most hook-shaped objects and latches on to them.,Erkennt die meisten hakenförmigen Objekte und hängt sich an sie.,Busca los objetos más parecidos a un gancho y se engancha a ellos.,Cerca oggetti a forma di gancio e vi si aggancia automaticamente.,Kanca biçimli nesneleri bulup çoğuna otomatik olarak tutunur.
161,578,Power Hook,Crochet puissant,[!TR] Power Hook,Krafthaken,Gancho de Energía,Arpione potenziato,Güç Kancası
162,579,Easily yanks heavy objects aside using a powerful motor.,"Grâce à son moteur puissant, il tracte facilement d'un coup sec les objets lourds.",[!TR] Easily yanks heavy objects aside using a powerful motor.,Zieht mit einem kraftvollen Motor schwere Objekte spielend leicht zur Seite.,Aparta objetos pesados fácilmente utilizando un potente motor.,Sposta facilmente gli oggetti pesanti grazie a un potente motore.,Güçlü motoruyla ağır nesneleri kolayca kenara çeker.
163,580,Sky Hook,Crochet céleste,[!TR] Sky Hook,Himmelhaken,Gancho de Cielo,Arpione celeste,Gökyüzü Kancası
164,581,"Magically latches onto odd, hook shaped clouds floating around town.",S'accroche comme par magie aux nuages en forme de crochet qui flottent sur la ville.,"[!TR] Magically latches onto odd, hook shaped clouds floating around town.",Hängt sich magisch an seltsame hakenförmige Wolken in der Stadt.,Mágicamente se engancha a extrañas nubes en forma de gancho que flotan por la ciudad.,Si aggancia magicamente a strane nuvole a forma di gancio che fluttuano sopra la città.,Kasabanın üstünde süzülen kanca biçimli tuhaf bulutlara sihirli biçimde tutunur.
165,582,Blast Light,Lumière explosive,[!TR] Blast Light,Wuchtlicht,Luz Explosiva,Torcia faro,Patlama Işığı
166,583,Its high-powered beam is amplified when aimed through crystal deposits.,Son rayon puissant est amplifié lorsqu'il est orienté sur des dépôts de cristaux.,[!TR] Its high-powered beam is amplified when aimed through crystal deposits.,"Sein extrem starker Strahl wird noch heftiger, wenn er auf Kristallvorkommen gerichtet wird.",Su rayo de alta potencia se amplifica cuando se apunta hacia depósitos de cristales.,Il suo raggio potenziato si amplifica quando attraversa depositi di cristallo.,Yüksek güçlü ışını kristal yataklarından geçerken daha da güçlenir.
167,584,Shrink Light,Lumière rétrécissante,[!TR] Shrink Light,Schrumpflicht,Luz Encogedora,Torcia restringente,Küçültme Işığı
168,585,Precisely tuned to shrink me down to mouse size and grow me back!,Réglée avec précision pour me réduire à la taille d'une souris avant de retrouver ma taille initiale !,[!TR] Precisely tuned to shrink me down to mouse size and grow me back!,"Genau eingestellt, mich zur Größe einer Maus zu schrumpfen und wieder wachsen zu lassen!",¡Ajustada con precisión para encogerme hasta el tamaño de un ratón y volver a crecer de nuevo!,Calibrata per ridurmi alle dimensioni di un topo e poi farmi tornare normale!,Beni fare boyuna küçültüp sonra eski hâlime döndürmek için hassas ayarlı!
169,586,Magic Light,Lumière magique,[!TR] Magic Light,Magielicht,Luz Mágica,Torcia magica,Sihirli Işık
170,587,Highly experimental. Use with caution!,Hautement expérimentale. À manier avec précaution !,[!TR] Highly experimental. Use with caution!,Hoch experimentell. Mit Vorsicht verwenden!,¡Altamente experimental! ¡Úsala con cuidado!,In via di sperimentazione. Da usare con cautela!,Son derece deneysel. Dikkatli kullan!
171,588,Feral Gnome,Gnome sauvage,[!TR] Feral Gnome,Wilder Zwerg,Gnomo Salvaje,Gnomo selvaggio,Yabani Cüce
172,589,"Outcasts from gnome society, these gnomes are ferocious, but can be defeated with a few solid hits.","Marginaux, ces gnomes sont féroces mais quelques frappes solides peuvent venir à bout d'eux.","[!TR] Outcasts from gnome society, these gnomes are ferocious, but can be defeated with a few solid hits.","Bösartige Zwerge, die mit ein paar gut sitzenden Hieben besiegt werden können.","Estos gnomos, marginados de la sociedad de los gnomos,  se pueden derrotar con unos pocos golpes firmes.","Questi ferocissimi gnomi, reietti della loro società, possono essere sconfitti con pochi colpi ben piazzati.",Cüce toplumundan dışlanan bu vahşi cüceleri birkaç sağlam darbeyle yenebilirsin.
173,590,Dark Gnome,Gnome obscur,[!TR] Dark Gnome,Dunkler Zwerg,Gnomo Oscuro,Gnomo Oscuro,Karanlık Cüce
174,591,"Dark Jeff's mindless thralls, Dark Gnomes attack with blinding rage. Charge Whip their auras, then jump on their heads to slow them down.",Ils sont aveuglés par la colère. Un Coup de fouet sur l'aura et un saut sur la tête les ralentiront.,"[!TR] Dark Jeff's mindless thralls, Dark Gnomes attack with blinding rage. Charge Whip their auras, then jump on their heads to slow them down.","Willenlose Schergen des Dunklen Jeff. Brich ihre Aura und spring dann auf die Köpfe, um sie zu verlangsamen.",Los Gnomos Oscuros atacan con rabia. Azota auras y salta sobre cabezas para ralentizarlos.,Schiavi del Jeff Oscuro. Usa la frusta caricata sulle aure e saltagli in testa per rallentarli.,"Karanlık Jeff'in iradesiz köleleri olan Karanlık Cüceler kör bir öfkeyle saldırır. Auralarına Yüklü Kırbaç vur, sonra yavaşlatmak için kafalarına zıpla."
175,592,Dark Stan,Stan obscur,[!TR] Dark Stan,Dunkler Stan,Stan Oscuro,Stan Oscuro,Karanlık Stan
