index,codepoint,char,page,x,y,width,height,byte10,byte11,byte12,tail_hex
530,12424,よ,0,224,868,12,13,1,9,12,000000
531,12425,ら,0,238,854,12,13,0,9,12,000000
532,12426,り,0,952,140,11,13,1,9,12,000000
533,12427,る,0,252,840,12,13,0,9,12,000000
534,12428,れ,0,127,14,13,13,0,9,12,000000
535,12429,ろ,0,266,826,12,13,0,9,12,000000
536,12430,ゎ,0,756,336,12,12,0,8,12,000000
537,12431,わ,0,14,127,13,13,0,9,12,000000
538,12432,ゐ,0,28,113,13,13,0,9,12,000000
539,12433,ゑ,0,142,0,13,13,0,9,12,000000
540,12434,を,0,0,143,13,13,0,9,12,000000
541,12435,ん,0,42,112,13,13,0,9,12,000000
542,12443,゛,0,640,525,6,5,0,9,12,000000
543,12444,゜,0,874,288,5,5,0,9,12,000000
544,12445,ゝ,0,452,710,7,8,3,7,12,000000
545,12446,ゞ,0,646,503,9,9,2,7,12,000000
546,12449,ァ,0,501,616,11,11,1,7,12,000000
547,12450,ア,0,280,812,13,12,0,8,12,000000
548,12451,ィ,0,543,574,11,11,1,7,12,000000
549,12452,イ,0,294,798,12,13,0,9,12,000000
550,12453,ゥ,0,529,588,10,12,1,8,12,000000
551,12454,ウ,0,965,139,11,13,1,9,12,000000
552,12455,ェ,0,222,907,11,10,1,7,12,000000
553,12456,エ,0,993,111,13,11,0,8,12,000000
554,12457,ォ,0,699,406,11,12,1,8,12,000000
555,12458,オ,0,56,98,13,13,0,9,12,000000
556,12459,カ,0,308,784,12,13,0,9,12,000000
557,12460,ガ,0,70,84,13,13,0,9,12,000000
558,12461,キ,0,84,70,13,13,0,9,12,000000
559,12462,ギ,0,99,56,13,13,0,9,12,000000
560,12463,ク,0,322,770,12,13,0,9,12,000000
561,12464,グ,0,113,42,13,13,0,9,12,000000
562,12465,ケ,0,127,28,13,13,0,9,12,000000
563,12466,ゲ,0,141,14,13,13,0,9,12,000000
564,12467,コ,0,770,322,12,12,0,8,12,000000
565,12468,ゴ,0,14,141,13,13,0,9,12,000000
566,12469,サ,0,28,127,13,13,0,9,12,000000
567,12470,ザ,0,156,0,13,13,0,9,12,000000
568,12471,シ,0,336,756,13,12,0,8,12,000000
569,12472,ジ,0,0,157,13,13,0,9,12,000000
570,12473,ス,0,350,742,13,12,0,8,12,000000
571,12474,ズ,0,42,126,13,13,0,9,12,000000
572,12475,セ,0,56,112,13,13,0,9,12,000000
573,12476,ゼ,0,70,98,13,13,0,9,12,000000
574,12477,ソ,0,784,308,12,12,0,8,12,000000
575,12478,ゾ,0,84,84,13,13,0,9,12,000000
576,12479,タ,0,364,728,12,13,0,9,12,000000
577,12480,ダ,0,98,70,13,13,0,9,12,000000
578,12481,チ,0,378,714,13,12,0,8,12,000000
579,12482,ヂ,0,113,56,13,13,0,9,12,000000
580,12483,ッ,0,571,546,11,11,0,7,12,000000
581,12484,ツ,0,392,700,13,12,0,8,12,000000
582,12485,ヅ,0,127,42,13,13,0,9,12,000000
583,12486,テ,0,406,686,13,12,0,8,12,000000
584,12487,デ,0,141,28,13,13,0,9,12,000000
585,12488,ト,0,518,588,10,13,2,9,12,000000
586,12489,ド,0,546,560,10,13,2,9,12,000000
587,12490,ナ,0,155,14,13,13,0,9,12,000000
588,12491,ニ,0,952,154,13,10,0,7,12,000000
589,12492,ヌ,0,798,294,12,12,0,8,12,000000
590,12493,ネ,0,14,155,13,13,0,9,12,000000
591,12494,ノ,0,713,392,11,12,0,8,12,000000
592,12495,ハ,0,420,672,13,12,0,8,12,000000
593,12496,バ,0,28,141,13,13,0,9,12,000000
594,12497,パ,0,170,0,13,13,0,9,12,000000
595,12498,ヒ,0,908,196,11,13,1,9,12,000000
596,12499,ビ,0,434,658,12,13,1,9,12,000000
597,12500,ピ,0,448,644,12,13,1,9,12,000000
598,12501,フ,0,812,280,12,12,0,8,12,000000
599,12502,ブ,0,0,171,13,13,0,9,12,000000
600,12503,プ,0,42,140,13,13,0,9,12,000000
601,12504,ヘ,0,736,390,13,9,0,7,12,000000
602,12505,ベ,0,977,139,13,10,0,8,12,000000
603,12506,ペ,0,993,123,13,10,0,8,12,000000
604,12507,ホ,0,56,126,13,13,0,9,12,000000
605,12508,ボ,0,70,112,13,13,0,9,12,000000
606,12509,ポ,0,84,98,13,13,0,9,12,000000
607,12510,マ,0,462,630,13,12,0,8,12,000000
608,12511,ミ,0,476,616,12,13,0,9,12,000000
609,12512,ム,0,98,84,13,13,0,9,12,000000
610,12513,メ,0,490,602,12,13,0,9,12,000000
611,12514,モ,0,504,588,13,12,0,8,12,000000
612,12515,ャ,0,585,532,11,11,1,7,12,000000
613,12516,ヤ,0,112,70,13,13,0,9,12,000000
614,12517,ュ,0,557,560,12,10,0,7,12,000000
615,12518,ユ,0,922,182,13,11,0,8,12,000000
616,12519,ョ,0,158,989,9,10,2,7,12,000000
617,12520,ヨ,0,601,516,11,11,1,8,12,000000
618,12521,ラ,0,518,574,12,13,0,9,12,000000
619,12522,リ,0,936,168,11,13,1,9,12,000000
620,12523,ル,0,127,56,13,13,0,9,12,000000
621,12524,レ,0,979,125,11,13,1,9,12,000000
622,12525,ロ,0,826,266,12,12,0,8,12,000000
623,12526,ヮ,0,234,894,10,11,1,7,12,000000
624,12527,ワ,0,840,252,12,12,0,8,12,000000
625,12528,ヰ,0,141,42,13,13,0,9,12,000000
626,12529,ヱ,0,1008,97,13,11,0,8,12,000000
627,12530,ヲ,0,854,238,12,12,0,8,12,000000
628,12531,ン,0,868,224,12,12,0,8,12,000000
629,12532,ヴ,0,155,28,13,13,0,9,12,000000
630,12533,ヵ,0,249,880,10,11,1,7,12,000000
631,12534,ヶ,0,615,502,11,11,1,7,12,000000
632,12539,・,0,517,655,4,4,4,5,12,000000
633,12540,ー,0,565,598,11,4,1,5,12,000000
634,12541,ヽ,0,925,235,7,7,3,6,12,000000
635,12542,ヾ,0,894,263,9,8,2,7,12,000000
636,19968,一,0,204,960,13,3,0,4,12,000000
637,19969,丁,0,169,14,13,13,0,9,12,000000
638,19971,七,0,14,169,13,13,0,9,12,000000
639,19975,万,0,28,155,13,13,0,9,12,000000
640,19976,丈,0,184,0,13,13,0,9,12,000000
641,19977,三,0,532,560,13,12,0,8,12,000000
642,19978,上,0,0,185,13,13,0,9,12,000000
643,19979,下,0,42,154,13,13,0,9,12,000000
644,19981,不,0,56,140,13,13,0,9,12,000000
645,19982,与,0,70,126,13,13,0,9,12,000000
646,19985,丑,0,84,112,13,13,0,9,12,000000
647,19988,且,0,98,98,13,13,0,9,12,000000
648,19990,世,0,112,84,13,13,0,9,12,000000
649,19992,丘,0,126,70,13,13,0,9,12,000000
650,19993,丙,0,141,56,13,13,0,9,12,000000
651,19998,丞,0,155,42,13,13,0,9,12,000000
652,20001,両,0,169,28,13,13,0,9,12,000000
653,20006,並,0,183,14,13,13,0,9,12,000000
654,20013,中,0,14,183,13,13,0,9,12,000000
655,20018,串,0,28,169,13,13,0,9,12,000000
656,20024,丸,0,198,0,13,13,0,9,12,000000
657,20025,丹,0,0,199,13,13,0,9,12,000000
658,20027,主,0,42,168,13,13,0,9,12,000000
659,20035,乃,0,56,154,13,13,0,9,12,000000
660,20037,久,0,70,140,13,13,0,9,12,000000
661,20043,之,0,84,126,13,13,0,9,12,000000
662,20045,乍,0,98,112,13,13,0,9,12,000000
663,20046,乎,0,112,98,13,13,0,9,12,000000
664,20047,乏,0,126,84,13,13,0,9,12,000000
665,20055,乗,0,140,70,13,13,0,9,12,000000
666,20057,乙,0,155,56,13,13,0,9,12,000000
667,20061,九,0,169,42,13,13,0,9,12,000000
668,20062,乞,0,183,28,13,13,0,9,12,000000
669,20063,也,0,197,14,13,13,0,9,12,000000
670,20081,乱,0,14,197,13,13,0,9,12,000000
671,20083,乳,0,28,183,13,13,0,9,12,000000
672,20094,乾,0,212,0,13,13,0,9,12,000000
673,20096,亀,0,0,213,13,13,0,9,12,000000
674,20102,了,0,546,546,12,13,0,9,12,000000
675,20104,予,0,42,182,13,13,0,9,12,000000
676,20105,争,0,56,168,13,13,0,9,12,000000
677,20107,事,0,70,154,13,13,0,9,12,000000
678,20108,二,0,97,1008,13,11,0,8,12,000000
679,20113,云,0,84,140,13,13,0,9,12,000000
680,20114,互,0,98,126,13,13,0,9,12,000000
681,20116,五,0,112,112,13,13,0,9,12,000000
682,20117,井,0,126,98,13,13,0,9,12,000000
683,20120,亘,0,140,84,13,13,0,9,12,000000
684,20121,亙,0,154,70,13,13,0,9,12,000000
685,20123,些,0,169,56,13,13,0,9,12,000000
686,20124,亜,0,183,42,13,13,0,9,12,000000
687,20129,亡,0,197,28,13,13,0,9,12,000000
688,20132,交,0,211,14,13,13,0,9,12,000000
689,20133,亥,0,14,211,13,13,0,9,12,000000
690,20134,亦,0,28,197,13,13,0,9,12,000000
691,20136,亨,0,226,0,13,13,0,9,12,000000
692,20139,享,0,0,227,13,13,0,9,12,000000
693,20140,京,0,42,196,13,13,0,9,12,000000
694,20141,亭,0,56,182,13,13,0,9,12,000000
695,20142,亮,0,70,168,13,13,0,9,12,000000
696,20154,人,0,84,154,13,13,0,9,12,000000
697,20160,什,0,98,140,13,13,0,9,12,000000
698,20161,仁,0,112,126,13,13,0,9,12,000000
699,20167,仇,0,126,112,13,13,0,9,12,000000
700,20170,今,0,140,98,13,13,0,9,12,000000
701,20171,介,0,154,84,13,13,0,9,12,000000
702,20175,仏,0,168,70,13,13,0,9,12,000000
703,20180,仔,0,183,56,13,13,0,9,12,000000
704,20181,仕,0,197,42,13,13,0,9,12,000000
705,20182,他,0,211,28,13,13,0,9,12,000000
706,20184,付,0,225,14,13,13,0,9,12,000000
707,20185,仙,0,14,225,13,13,0,9,12,000000
708,20189,仝,0,28,211,13,13,0,9,12,000000
709,20195,代,0,240,0,13,13,0,9,12,000000
710,20196,令,0,0,241,13,13,0,9,12,000000
711,20197,以,0,42,210,13,13,0,9,12,000000
712,20206,仮,0,56,196,13,13,0,9,12,000000
713,20208,仰,0,70,182,13,13,0,9,12,000000
714,20210,仲,0,84,168,13,13,0,9,12,000000
715,20214,件,0,98,154,13,13,0,9,12,000000
716,20219,任,0,112,140,13,13,0,9,12,000000
717,20225,企,0,126,126,13,13,0,9,12,000000
718,20234,伊,0,140,112,13,13,0,9,12,000000
719,20237,伍,0,154,98,13,13,0,9,12,000000
720,20238,伎,0,168,84,13,13,0,9,12,000000
721,20239,伏,0,182,70,13,13,0,9,12,000000
722,20240,伐,0,197,56,13,13,0,9,12,000000
723,20241,休,0,211,42,13,13,0,9,12,000000
724,20250,会,0,225,28,13,13,0,9,12,000000
725,20253,伝,0,239,14,13,13,0,9,12,000000
726,20271,伯,0,14,239,13,13,0,9,12,000000
727,20276,伴,0,28,225,13,13,0,9,12,000000
728,20278,伶,0,254,0,13,13,0,9,12,000000
729,20280,伸,0,0,255,13,13,0,9,12,000000
730,20282,伺,0,42,224,13,13,0,9,12,000000
731,20284,似,0,56,210,13,13,0,9,12,000000
732,20285,伽,0,70,196,13,13,0,9,12,000000
733,20291,佃,0,84,182,13,13,0,9,12,000000
734,20294,但,0,98,168,13,13,0,9,12,000000
735,20301,位,0,112,154,13,13,0,9,12,000000
736,20302,低,0,126,140,13,13,0,9,12,000000
737,20303,住,0,140,126,13,13,0,9,12,000000
738,20304,佐,0,154,112,13,13,0,9,12,000000
739,20305,佑,0,168,98,13,13,0,9,12,000000
740,20307,体,0,182,84,13,13,0,9,12,000000
741,20309,何,0,196,70,13,13,0,9,12,000000
742,20313,余,0,211,56,13,13,0,9,12,000000
743,20316,作,0,225,42,13,13,0,9,12,000000
744,20339,佳,0,239,28,13,13,0,9,12,000000
745,20341,併,0,253,14,13,13,0,9,12,000000
746,20348,佼,0,14,253,13,13,0,9,12,000000
747,20351,使,0,28,239,13,13,0,9,12,000000
748,20355,侃,0,268,0,13,13,0,9,12,000000
749,20363,例,0,0,269,13,13,0,9,12,000000
750,20365,侍,0,42,238,13,13,0,9,12,000000
751,20379,供,0,56,224,13,13,0,9,12,000000
752,20381,依,0,70,210,13,13,0,9,12,000000
753,20384,侠,0,84,196,13,13,0,9,12,000000
754,20385,価,0,98,182,13,13,0,9,12,000000
755,20397,侭,0,112,168,13,13,0,9,12,000000
756,20398,侮,0,126,154,13,13,0,9,12,000000
757,20399,侯,0,140,140,13,13,0,9,12,000000
758,20405,侵,0,154,126,13,13,0,9,12,000000
759,20406,侶,0,168,112,13,13,0,9,12,000000
760,20415,便,0,182,98,13,13,0,9,12,000000
761,20418,係,0,196,84,13,13,0,9,12,000000
762,20419,促,0,210,70,13,13,0,9,12,000000
763,20420,俄,0,225,56,13,13,0,9,12,000000
764,20426,俊,0,239,42,13,13,0,9,12,000000
765,20439,俗,0,253,28,13,13,0,9,12,000000
766,20445,保,0,267,14,13,13,0,9,12,000000
767,20449,信,0,14,267,13,13,0,9,12,000000
768,20451,俣,0,28,253,13,13,0,9,12,000000
769,20462,修,0,282,0,13,13,0,9,12,000000
770,20467,俳,0,0,283,13,13,0,9,12,000000
771,20469,俵,0,42,252,13,13,0,9,12,000000
772,20472,俸,0,56,238,13,13,0,9,12,000000
773,20474,俺,0,70,224,13,13,0,9,12,000000
774,20489,倉,0,84,210,13,13,0,9,12,000000
775,20491,個,0,98,196,13,13,0,9,12,000000
776,20493,倍,0,112,182,13,13,0,9,12,000000
777,20498,倒,0,126,168,13,13,0,9,12,000000
778,20502,倖,0,140,154,13,13,0,9,12,000000
779,20505,候,0,154,140,13,13,0,9,12,000000
780,20511,借,0,168,126,13,13,0,9,12,000000
781,20515,倣,0,182,112,13,13,0,9,12,000000
782,20516,値,0,196,98,13,13,0,9,12,000000
783,20518,倦,0,210,84,13,13,0,9,12,000000
784,20523,倫,0,224,70,13,13,0,9,12,000000
785,20525,倭,0,239,56,13,13,0,9,12,000000
786,20534,倶,0,253,42,13,13,0,9,12,000000
787,20537,倹,0,267,28,13,13,0,9,12,000000
788,20553,偉,0,281,14,13,13,0,9,12,000000
789,20559,偏,0,14,281,13,13,0,9,12,000000
790,20572,停,0,28,267,13,13,0,9,12,000000
791,20581,健,0,296,0,13,13,0,9,12,000000
792,20594,偲,0,0,297,13,13,0,9,12,000000
793,20596,側,0,42,266,13,13,0,9,12,000000
794,20597,偵,0,56,252,13,13,0,9,12,000000
795,20598,偶,0,70,238,13,13,0,9,12,000000
796,20605,偽,0,84,224,13,13,0,9,12,000000
797,20621,傍,0,98,210,13,13,0,9,12,000000
798,20625,傑,0,112,196,13,13,0,9,12,000000
799,20632,傘,0,126,182,13,13,0,9,12,000000
800,20633,備,0,140,168,13,13,0,9,12,000000
801,20652,催,0,154,154,13,13,0,9,12,000000
802,20653,傭,0,168,140,13,13,0,9,12,000000
803,20661,債,0,182,126,13,13,0,9,12,000000
804,20663,傷,0,196,112,13,13,0,9,12,000000
805,20670,傾,0,210,98,13,13,0,9,12,000000
806,20677,僅,0,224,84,13,13,0,9,12,000000
807,20685,働,0,238,70,13,13,0,9,12,000000
808,20687,像,0,253,56,13,13,0,9,12,000000
809,20689,僑,0,267,42,13,13,0,9,12,000000
810,20693,僕,0,281,28,13,13,0,9,12,000000
811,20698,僚,0,295,14,13,13,0,9,12,000000
812,20711,僧,0,14,295,13,13,0,9,12,000000
813,20731,僻,0,28,281,13,13,0,9,12,000000
814,20736,儀,0,310,0,13,13,0,9,12,000000
815,20740,億,0,0,311,13,13,0,9,12,000000
816,20754,儒,0,42,280,13,13,0,9,12,000000
817,20767,償,0,56,266,13,13,0,9,12,000000
818,20778,優,0,70,252,13,13,0,9,12,000000
819,20786,儲,0,84,238,13,13,0,9,12,000000
820,20801,允,0,98,224,13,13,0,9,12,000000
821,20803,元,0,112,210,13,13,0,9,12,000000
822,20804,兄,0,126,196,13,13,0,9,12,000000
823,20805,充,0,140,182,13,13,0,9,12,000000
824,20806,兆,0,154,168,13,13,0,9,12,000000
825,20807,兇,0,168,154,13,13,0,9,12,000000
826,20808,先,0,182,140,13,13,0,9,12,000000
827,20809,光,0,196,126,13,13,0,9,12,000000
828,20811,克,0,210,112,13,13,0,9,12,000000
829,20813,免,0,224,98,13,13,0,9,12,000000
830,20814,兎,0,238,84,13,13,0,9,12,000000
831,20816,児,0,252,70,13,13,0,9,12,000000
832,20826,党,0,267,56,13,13,0,9,12,000000
833,20828,兜,0,281,42,13,13,0,9,12,000000
834,20837,入,0,295,28,13,13,0,9,12,000000
835,20840,全,0,309,14,13,13,0,9,12,000000
836,20843,八,0,14,309,13,13,0,9,12,000000
837,20844,公,0,28,295,13,13,0,9,12,000000
838,20845,六,0,324,0,13,13,0,9,12,000000
839,20849,共,0,0,325,13,13,0,9,12,000000
840,20853,兵,0,42,294,13,13,0,9,12,000000
841,20854,其,0,56,280,13,13,0,9,12,000000
842,20855,具,0,70,266,13,13,0,9,12,000000
843,20856,典,0,84,252,13,13,0,9,12,000000
844,20860,兼,0,98,238,13,13,0,9,12,000000
845,20869,内,0,112,224,13,13,0,9,12,000000
846,20870,円,0,126,210,13,13,0,9,12,000000
847,20874,冊,0,140,196,13,13,0,9,12,000000
848,20877,再,0,154,182,13,13,0,9,12,000000
849,20882,冒,0,168,168,13,13,0,9,12,000000
850,20887,冗,0,182,154,13,13,0,9,12,000000
851,20889,写,0,196,140,13,13,0,9,12,000000
852,20896,冠,0,210,126,13,13,0,9,12,000000
853,20901,冥,0,224,112,13,13,0,9,12,000000
854,20904,冨,0,238,98,13,13,0,9,12,000000
855,20908,冬,0,252,84,13,13,0,9,12,000000
856,20916,冴,0,266,70,13,13,0,9,12,000000
857,20918,冶,0,281,56,13,13,0,9,12,000000
858,20919,冷,0,295,42,13,13,0,9,12,000000
859,20932,凄,0,309,28,13,13,0,9,12,000000
860,20934,准,0,323,14,13,13,0,9,12,000000
861,20939,凋,0,14,323,13,13,0,9,12,000000
862,20940,凌,0,28,309,13,13,0,9,12,000000
863,20941,凍,0,338,0,13,13,0,9,12,000000
864,20957,凝,0,0,339,13,13,0,9,12,000000
865,20961,凡,0,42,308,13,13,0,9,12,000000
866,20966,処,0,56,294,13,13,0,9,12,000000
867,20967,凧,0,70,280,13,13,0,9,12,000000
868,20970,凪,0,84,266,13,13,0,9,12,000000
869,20977,凱,0,98,252,13,13,0,9,12,000000
870,20982,凶,0,112,238,13,13,0,9,12,000000
871,20984,凸,0,126,224,13,13,0,9,12,000000
872,20985,凹,0,140,210,13,13,0,9,12,000000
873,20986,出,0,111,994,11,13,1,9,12,000000
874,20989,函,0,154,196,13,13,0,9,12,000000
875,20992,刀,0,168,182,13,13,0,9,12,000000
876,20995,刃,0,182,168,13,13,0,9,12,000000
877,20998,分,0,196,154,13,13,0,9,12,000000
878,20999,切,0,210,140,13,13,0,9,12,000000
879,21000,刈,0,224,126,13,13,0,9,12,000000
880,21002,刊,0,238,112,13,13,0,9,12,000000
881,21009,刑,0,252,98,13,13,0,9,12,000000
882,21015,列,0,266,84,13,13,0,9,12,000000
883,21021,初,0,280,70,13,13,0,9,12,000000
884,21028,判,0,295,56,13,13,0,9,12,000000
885,21029,別,0,309,42,13,13,0,9,12,000000
886,21033,利,0,323,28,13,13,0,9,12,000000
887,21040,到,0,337,14,13,13,0,9,12,000000
888,21046,制,0,14,337,13,13,0,9,12,000000
889,21047,刷,0,28,323,13,13,0,9,12,000000
890,21048,券,0,352,0,13,13,0,9,12,000000
891,21050,刺,0,0,353,13,13,0,9,12,000000
892,21051,刻,0,42,322,13,13,0,9,12,000000
893,21059,剃,0,56,308,13,13,0,9,12,000000
894,21063,則,0,70,294,13,13,0,9,12,000000
895,21066,削,0,84,280,13,13,0,9,12,000000
896,21069,前,0,98,266,13,13,0,9,12,000000
897,21078,剖,0,112,252,13,13,0,9,12,000000
898,21083,剛,0,126,238,13,13,0,9,12,000000
899,21091,剣,0,140,224,13,13,0,9,12,000000
900,21092,剤,0,154,210,13,13,0,9,12,000000
901,21093,剥,0,168,196,13,13,0,9,12,000000
902,21103,副,0,182,182,13,13,0,9,12,000000
903,21104,剰,0,196,168,13,13,0,9,12,000000
904,21106,割,0,210,154,13,13,0,9,12,000000
905,21109,創,0,224,140,13,13,0,9,12,000000
906,21123,劃,0,238,126,13,13,0,9,12,000000
907,21127,劇,0,252,112,13,13,0,9,12,000000
908,21129,劉,0,266,98,13,13,0,9,12,000000
909,21147,力,0,280,84,13,13,0,9,12,000000
910,21151,功,0,294,70,13,13,0,9,12,000000
911,21152,加,0,309,56,13,13,0,9,12,000000
912,21155,劣,0,323,42,13,13,0,9,12,000000
913,21161,助,0,337,28,13,13,0,9,12,000000
914,21162,努,0,351,14,13,13,0,9,12,000000
915,21163,劫,0,14,351,13,13,0,9,12,000000
916,21169,励,0,28,337,13,13,0,9,12,000000
917,21172,労,0,366,0,13,13,0,9,12,000000
918,21177,効,0,0,367,13,13,0,9,12,000000
919,21182,劾,0,42,336,13,13,0,9,12,000000
920,21187,勃,0,56,322,13,13,0,9,12,000000
921,21189,勅,0,70,308,13,13,0,9,12,000000
922,21191,勇,0,84,294,13,13,0,9,12,000000
923,21193,勉,0,98,280,13,13,0,9,12,000000
924,21205,動,0,112,266,13,13,0,9,12,000000
925,21208,勘,0,126,252,13,13,0,9,12,000000
926,21209,務,0,140,238,13,13,0,9,12,000000
927,21213,勝,0,154,224,13,13,0,9,12,000000
928,21215,募,0,168,210,13,13,0,9,12,000000
929,21218,勢,0,182,196,13,13,0,9,12,000000
930,21220,勤,0,196,182,13,13,0,9,12,000000
931,21223,勧,0,210,168,13,13,0,9,12,000000
932,21234,勲,0,224,154,13,13,0,9,12,000000
933,21242,勺,0,238,140,13,13,0,9,12,000000
934,21246,勾,0,252,126,13,13,0,9,12,000000
935,21247,勿,0,266,112,13,13,0,9,12,000000
936,21249,匁,0,280,98,13,13,0,9,12,000000
937,21250,匂,0,294,84,13,13,0,9,12,000000
938,21253,包,0,308,70,13,13,0,9,12,000000
939,21270,化,0,323,56,13,13,0,9,12,000000
940,21271,北,0,337,42,13,13,0,9,12,000000
941,21273,匙,0,351,28,13,13,0,9,12,000000
942,21277,匝,0,365,14,13,13,0,9,12,000000
943,21280,匠,0,14,365,13,13,0,9,12,000000
944,21281,匡,0,28,351,13,13,0,9,12,000000
945,21290,匪,0,380,0,13,13,0,9,12,000000
946,21305,匹,0,0,381,13,13,0,9,12,000000
947,21306,区,0,42,350,13,13,0,9,12,000000
948,21307,医,0,56,336,13,13,0,9,12,000000
949,21311,匿,0,70,322,13,13,0,9,12,000000
950,21313,十,0,84,308,13,13,0,9,12,000000
951,21315,千,0,98,294,13,13,0,9,12,000000
952,21319,升,0,112,280,13,13,0,9,12,000000
953,21320,午,0,126,266,13,13,0,9,12,000000
954,21322,半,0,140,252,13,13,0,9,12,000000
955,21329,卑,0,154,238,13,13,0,9,12,000000
956,21330,卒,0,168,224,13,13,0,9,12,000000
957,21331,卓,0,182,210,13,13,0,9,12,000000
958,21332,協,0,196,196,13,13,0,9,12,000000
959,21335,南,0,210,182,13,13,0,9,12,000000
960,21336,単,0,224,168,13,13,0,9,12,000000
961,21338,博,0,238,154,13,13,0,9,12,000000
962,21340,卜,0,764,363,9,13,4,9,12,000000
963,21344,占,0,560,532,12,13,1,9,12,000000
964,21350,卦,0,252,140,13,13,0,9,12,000000
965,21359,卯,0,266,126,13,13,0,9,12,000000
966,21360,印,0,280,112,13,13,0,9,12,000000
967,21361,危,0,294,98,13,13,0,9,12,000000
968,21363,即,0,308,84,13,13,0,9,12,000000
969,21364,却,0,322,70,13,13,0,9,12,000000
970,21365,卵,0,337,56,13,13,0,9,12,000000
971,21368,卸,0,351,42,13,13,0,9,12,000000
972,21375,卿,0,365,28,13,13,0,9,12,000000
973,21380,厄,0,379,14,13,13,0,9,12,000000
974,21400,厘,0,14,379,13,13,0,9,12,000000
975,21402,厚,0,28,365,13,13,0,9,12,000000
976,21407,原,0,394,0,13,13,0,9,12,000000
977,21416,厨,0,0,395,13,13,0,9,12,000000
978,21417,厩,0,42,364,13,13,0,9,12,000000
979,21421,厭,0,56,350,13,13,0,9,12,000000
980,21427,厳,0,70,336,13,13,0,9,12,000000
981,21435,去,0,84,322,13,13,0,9,12,000000
982,21442,参,0,98,308,13,13,0,9,12,000000
983,21448,又,0,112,294,13,13,0,9,12,000000
984,21449,叉,0,126,280,13,13,0,9,12,000000
985,21450,及,0,140,266,13,13,0,9,12,000000
986,21451,友,0,154,252,13,13,0,9,12,000000
987,21452,双,0,168,238,13,13,0,9,12,000000
988,21453,反,0,182,224,13,13,0,9,12,000000
989,21454,収,0,196,210,13,13,0,9,12,000000
990,21460,叔,0,210,196,13,13,0,9,12,000000
991,21462,取,0,224,182,13,13,0,9,12,000000
992,21463,受,0,238,168,13,13,0,9,12,000000
993,21465,叙,0,252,154,13,13,0,9,12,000000
994,21467,叛,0,266,140,13,13,0,9,12,000000
995,21473,叡,0,280,126,13,13,0,9,12,000000
996,21474,叢,0,294,112,13,13,0,9,12,000000
997,21475,口,0,727,378,12,11,0,8,12,000000
998,21476,古,0,308,98,13,13,0,9,12,000000
999,21477,句,0,322,84,13,13,0,9,12,000000
1000,21481,叩,0,336,70,13,13,0,9,12,000000
1001,21482,只,0,351,56,13,13,0,9,12,000000
1002,21483,叫,0,365,42,13,13,0,9,12,000000
1003,21484,召,0,379,28,13,13,0,9,12,000000
1004,21487,可,0,393,14,13,13,0,9,12,000000
1005,21488,台,0,14,393,13,13,0,9,12,000000
1006,21489,叱,0,28,379,13,13,0,9,12,000000
1007,21490,史,0,408,0,13,13,0,9,12,000000
1008,21491,右,0,0,409,13,13,0,9,12,000000
1009,21494,叶,0,42,378,13,13,0,9,12,000000
1010,21495,号,0,56,364,13,13,0,9,12,000000
1011,21496,司,0,70,350,13,13,0,9,12,000000
1012,21507,吃,0,84,336,13,13,0,9,12,000000
1013,21508,各,0,98,322,13,13,0,9,12,000000
1014,21512,合,0,112,308,13,13,0,9,12,000000
1015,21513,吉,0,126,294,13,13,0,9,12,000000
1016,21514,吊,0,140,280,13,13,0,9,12,000000
1017,21515,吋,0,154,266,13,13,0,9,12,000000
1018,21516,同,0,168,252,13,13,0,9,12,000000
1019,21517,名,0,574,518,12,13,0,9,12,000000
1020,21518,后,0,182,238,13,13,0,9,12,000000
1021,21519,吏,0,196,224,13,13,0,9,12,000000
1022,21520,吐,0,210,210,13,13,0,9,12,000000
1023,21521,向,0,224,196,13,13,0,9,12,000000
1024,21531,君,0,238,182,13,13,0,9,12,000000
1025,21535,吟,0,252,168,13,13,0,9,12,000000
1026,21536,吠,0,266,154,13,13,0,9,12,000000
1027,21542,否,0,280,140,13,13,0,9,12,000000
1028,21547,含,0,294,126,13,13,0,9,12,000000
1029,21560,吸,0,308,112,13,13,0,9,12,000000
1030,21561,吹,0,322,98,13,13,0,9,12,000000
1031,21563,吻,0,336,84,13,13,0,9,12,000000
1032,21566,吾,0,350,70,13,13,0,9,12,000000
1033,21570,呂,0,588,504,12,13,0,9,12,000000
1034,21574,呆,0,365,56,13,13,0,9,12,000000
1035,21576,呈,0,379,42,13,13,0,9,12,000000
1036,21577,呉,0,393,28,13,13,0,9,12,000000
1037,21578,告,0,407,14,13,13,0,9,12,000000
1038,21585,呑,0,14,407,13,13,0,9,12,000000
1039,21608,周,0,28,393,13,13,0,9,12,000000
1040,21610,呪,0,422,0,13,13,0,9,12,000000
1041,21619,味,0,0,423,13,13,0,9,12,000000
1042,21628,呼,0,42,392,13,13,0,9,12,000000
1043,21629,命,0,56,378,13,13,0,9,12,000000
1044,21643,咋,0,70,364,13,13,0,9,12,000000
1045,21644,和,0,84,350,13,13,0,9,12,000000
1046,21682,咲,0,98,336,13,13,0,9,12,000000
1047,21683,咳,0,112,322,13,13,0,9,12,000000
1048,21693,咽,0,126,308,13,13,0,9,12,000000
