"Label","TR","EUen","USen","EUfr","USfr","EUde","EUit","EUes","USes","JPja"
"Afreco_title_Eighteenvolt","18-Volt - Rap Zamanı","18-Volt - Game to Rap","18-Volt - Game to Rap","18-Volt – Bataille de rap","18-Volt – Bataille de rap","18-Volt: Rap-Battle","18-Volt: Giochi da rapper","18-Volt: Rapea y vencerás","18-Volt: Rapea y vencerás","エイティーンボルト『ラッパーゲーマー』"
"Afreco_title_Cricket","Cricket ve Mantis - Narin Dansçılar","Cricket & Mantis - Precious Prancers","Cricket & Mantis - Precious Prancers","Cricket & Mantis – Épreuve des étalons","Cricket & Mantis – Épreuve des étalons","Cricket: Die Prüfung d. wilden Hengste","Cricket e Mantis: Ferrea disciplina","Cricket: Los corceles adorables","Cricket y Mantis: Potros salvajes","クリケット＆マンティス『きびしいしゅぎょう』"
"Afreco_title_Fivewatt","5-Volt - Parlama Zamanı","5-Volt - Time to Sparkle","5-Volt - Time to Sparkle","5-Volt – Diamantville Téléachat","5-Volt – Diamantville Téléachat","5-Volt: Zeit für Muckis","5-Volt: Fuori i muscoli!","5-Volt: Levantamiento de sartenes","5-Volt: Levantamiento de sartén","ファイブワット『マッスルたいそう』"
"Afreco_title_Penny","Penny - Yıldız Bilim İnsanı","Penny - Star Scientist","Penny - Star Scientist","Penny – Star de la science","Penny – Star de la science","Penny: Für die Wissenschaft!","Penny: Stella della scienza","Penny: Científica estrella","Penny: Científica estrella","ペニー『アイドルへのみち』"
"Afreco_title_Orbulon","Orbulon - Devasaburger","Orbulon - Gigantaburger ","Orbulon - Gigantaburger ","Orbulon – Monstroburger","Orbulon – Monstroburger","Orbulon: Diamantburger","Orbulon: Megaburger ","Orbulon: Hamburguesas Diamante","Orbulon: Alimento terrícola","オービュロン『ダイヤモンドダブルバーガー』"
"Afreco_title_Wario1","Wario - Altına Bayılırım!","Wario - I Love Gold!","Wario - I Love Gold!","Wario – Soif de richesses","Wario – Soif de richesses","Wario: Der Duft des Luxus","Wario: Adoro l'oro!","Wario: ¡Oro, oro y más oro!","Wario: ¡Dinero!","ワリオ『ウンがついてるぜ！』"
"Afreco_title_Wario2","Wario - Şekerleme Vakti","Wario - Nap Time","Wario - Nap Time","Wario – Sieste apaisante","Wario – Sieste apaisante","Wario: Schnarchnase","Wario: Pisolino","Wario: Una cabezadita","Wario: Siesta","ワリオ『ひるね』"
"Afreco_title_Wario3","Wario - Ultra!","Wario - Ultra!","Wario - Ultra!","Wario – Ligue ultra !","Wario – Ligue ultra!","Wario: Die Ultra-Liga","Wario: Ultra!","Wario: ¡Empieza la liga ultra!","Wario: ¡Liga ultra!","ワリオ『ウルトラリーグ スタートだ！』"
"Afreco_title_Lulu1","Lulu - Pratik Ustalaştırır","Lulu - Practice Makes Perfect","Lulu - Practice Makes Perfect","Lulu – Question d'entraînement","Lulu – Question d'entraînement","Lulu: Übung macht den Meister","Lulu: Questione di pratica","Lulú: Cuestión de práctica ","Lulú: La práctica hace a la heroína","ルールー『みずてっぽう』"
"Afreco_title_Lulu2","Lulu - Atıştırma Vakti","Lulu - Snack Time","Lulu - Snack Time","Lulu – Pause casse-croûte","Lulu – Pause casse-croûte","Lulu: Zeit für einen kleinen Imbiss","Lulu: Ora della merenda","Lulú: Hora de la merienda","Lulú: Fuerzas","ルールー『はらごしらえ』"
"Afreco_title_Lulu3","Lulu - Uyan Artık!","Lulu - Wakey Wakey!","Lulu - Wakey Wakey!","Lulu – Faut que j'y aille !","Lulu – Faut que j'y aille!","Lulu: Aufwachen!","Lulu: Sveglia!","Lulú: ¡A levantarse!","Lulú: ¡A levantarse!","ルールー『いそがなきゃ！』"
"Afreco_title_WarioDeluxe","Wario Deluxe - Wario Deluxe Kimdir?","Wario Deluxe - Who Is Wario Deluxe?","Wario Deluxe - Who Is Wario Deluxe?","Wario Deluxe – Voilà Wario Deluxe !","Wario Deluxe – Voilà Wario Deluxe!","Wario Deluxe? Wer ist das denn?","Wario Deluxe: Chi è Wario Deluxe?","Wario Deluxe: ¡Wario Deluxe la lía!","Wario Deluxe: ¿Quién es Wario Deluxe?","ワリオデラックス『さいしゅうけっせん』"
"Afreco_title_Extra","Sonsöz - Bir Kahramanın Yolculuğu","Epilogue - A Hero's Journey","Epilogue - A Hero's Journey","Épilogue – Fin d'odyssée","Épilogue – Fin d'odyssée","Epilog: Am Ende der Reise","Epilogo: Un viaggio eroico","Epílogo: Un viaje heroico","Epílogo: La heroína regresa","おまけ『おまる』"
"Love00","Tüm 10 bilinmeyen bileşeni\ntopladıktan sonra geri gel...","Come back after you've collected\nall 10 unknown components...","Come back after you've collected\nall 10 unknown components...","Reviens quand tu auras obtenu\nles 10 <MSBT:0000:0003:010000FF00FF>composants inconnus<MSBT:0000:0003:FF00000000FF>...","Reviens quand tu auras obtenu\nles 10 composants inconnus...","Komm wieder, wenn du alle 10\nunbekannten Fragmente hast.","Torna quando avrai i dieci\n<MSBT:0000:0003:010000FF00FF>componenti misteriosi<MSBT:0000:0003:FF00000000FF>.","Vuelve cuando tengas los diez\n<MSBT:0000:0003:010000FF00FF>componentes desconocidos<MSBT:0000:0003:FF00000000FF>.","Vuelve cuando tengas los diez\n<MSBT:0000:0003:010000FF00FF>componentes desconocidos<MSBT:0000:0003:FF00000000FF>.","<MSBT:0000:0003:010000FF00FF>あいのかけら <MSBT:0000:0003:FF00000000FF>を １０こ あつめて\nもういちど ここにくると…？"
"Love01","Bilinmeyen Bileşen 1","Unknown Component 1","Unknown Component 1","Composant mystérieux 1","Composant mystérieux 1","Unbekanntes Fragment 1","Componente misterioso 1","Componente desconocido 1","Componente desconocido 1","あいのかけら１"
"Love01_text","Bir işe yarıyormuş gibi görünen\nilginç bir ekran.","An intriguing screen that seems\nto have some sort of use.","An intriguing screen that seems\nto have some sort of use.","Un drôle d'écran qui doit servir\nà afficher quelque chose.","Un drôle d'écran qui doit servir\nà afficher quelque chose.","Ein faszinierender Bildschirm, der\nnützlich zu sein scheint.","Uno schermo strano che\nemana onde romantiche.","Una curiosa pantalla que\ndebe de servir para algo.","Una curiosa pantalla que\ndebe de servir para algo.","あいを うつす、\nなにかの うえがめんです。"
"Love02","Bilinmeyen Bileşen 2","Unknown Component 2","Unknown Component 2","Composant mystérieux 2","Composant mystérieux 2","Unbekanntes Fragment 2","Componente misterioso 2","Componente desconocido 2","Componente desconocido 2","あいのかけら２"
"Love02_text","Romantik bir hava veren\nbir ekran.","A screen that gives off\nsomething of a romantic vibe.","A screen that gives off\nsomething of a romantic vibe.","Un écran qui semble diffuser\ndes ondes romantiques.","Un écran qui semble diffuser\ndes ondes romantiques.","Ein Bildschirm, von dem roman-\ntische Schwingungen ausgehen.","Uno schermo strano che\nemana onde romantiche.","Una pantalla que tiene\nun toque romántico.","Una pantalla que tiene\nun aire romántico.","あいを うつす、\nなにかの したがめんです。"
"Love03","Bilinmeyen Bileşen 3","Unknown Component 3","Unknown Component 3","Composant mystérieux 3","Composant mystérieux 3","Unbekanntes Fragment 3","Componente misterioso 3","Componente desconocido 3","Componente desconocido 3","あいのかけら３"
"Love03_text","Büyük ihtimalle pek olası olmayan\nbağlantılar kurmaya yarayan bir kablo.","A cord that is most likely used\nto forge unlikely connections.","A cord that is most likely used\nto forge unlikely connections.","Un câble qui pourrait servir\nà créer des liens improbables.","Un câble qui pourrait servir\nà créer des liens improbables.","Eine Schnur, mit der seltsame\nVerbindungen geknüpft werden.","Un cavo che potrebbe servire\nper intrecciare relazioni.","Un cable que debe de servir\npara crear conexiones inusitadas.","Un cable que debe de servir\npara crear conexiones inusitadas.","あいを つなぐ、\nなにかの コードです。"
"Love04","Bilinmeyen Bileşen 4","Unknown Component 4","Unknown Component 4","Composant mystérieux 4","Composant mystérieux 4","Unbekanntes Fragment 4","Componente misterioso 4","Componente desconocido 4","Componente desconocido 4","あいのかけら４"
"Love04_text","Aşkı hesaplayan... bir şeyin\nişlem kartı mı?","A processing board for\nsomething that computes...love?","A processing board for\nsomething that computes...love?","Un circuit imprimé pour une\nchose qui... calcule l'amour ?","Un circuit imprimé pour une\nchose qui... calcule l'amour?","Ein Prozessor, der... Liebe\nverarbeitet?","Una tastiera che serve\nper calcolare... l'amore?","Un procesador para una máquina\nque mide... ¿el amor?","Un procesador para una máquina\nque mide... ¿el amor?","あいを けいさんする、\nなにかの きばんです。"
"Love05","Bilinmeyen Bileşen 5","Unknown Component 5","Unknown Component 5","Composant mystérieux 5","Composant mystérieux 5","Unbekanntes Fragment 5","Componente misterioso 5","Componente desconocido 5","Componente desconocido 5","あいのかけら５"
"Love05_text","Romantik duyguları ""şarjlı"" tutabilecek\nbir tür pil.","Some type of battery that could\nkeep romantic feelings charged.","Some type of battery that could\nkeep romantic feelings charged.","Une sorte de batterie qui peut\nalimenter le sentiment amoureux.","Une sorte de batterie qui peut\nalimenter le sentiment amoureux.","Eine Art Batterie, die romantische\nGefühle aufladen kann.","Una batteria per mantenere\nsempre carico il cuore.","Una batería para mantener\nel amor cargado a tope.","Una batería para mantener\nel amor cargado al máximo.","あいを あたためる、\nなにかの バッテリーです。"
"Love06","Bilinmeyen Bileşen 6","Unknown Component 6","Unknown Component 6","Composant mystérieux 6","Composant mystérieux 6","Unbekanntes Fragment 6","Componente misterioso 6","Componente desconocido 6","Componente desconocido 6","あいのかけら６"
"Love06_text","Şeyleri büyük bir tutkuyla\nhareket ettiren bir motor!","A motor that moves things\nwith great passion!","A motor that moves things\nwith great passion!","Un moteur qui anime les choses\navec une grande passion.","Un moteur qui anime les choses\navec une grande passion.","Ein Motor, der mit großer Leiden-\nschaft Dinge in Bewegung setzt!","Un motore che muove le cose\ncon grande passione.","¡Un motor que mueve cosas\ncon mucha pasión!","¡Un motor que mueve cosas\ncon mucha pasión!","あいを うごかす、\nなにかの モーターです。"
"Love07","Bilinmeyen Bileşen 7","Unknown Component 7","Unknown Component 7","Composant mystérieux 7","Composant mystérieux 7","Unbekanntes Fragment 7","Componente misterioso 7","Componente desconocido 7","Componente desconocido 7","あいのかけら７"
"Love07_text","Duyguları kıpırdatabilecek\ntılsım gibi bir nesne.","A charm-like object that might\njust stir some feelings.","A charm-like object that might\njust stir some feelings.","Une sorte d'amulette qui pourrait\nstimuler certains sentiments.","Une sorte d'amulette qui pourrait\nstimuler certains sentiments.","Ein amulettartiges Objekt, das\nvielleicht einige Gefühle weckt.","Uno stano oggetto che evoca\nsentimenti d'amore.","Un extraño objeto que puede\navivar ciertos sentimientos.","Un extraño objeto que puede\navivar ciertos sentimientos.","あいを ゆらす、\nなにかの チャームです。"
"Love08","Bilinmeyen Bileşen 8","Unknown Component 8","Unknown Component 8","Composant mystérieux 8","Composant mystérieux 8","Unbekanntes Fragment 8","Componente misterioso 8","Componente desconocido 8","Componente desconocido 8","あいのかけら８"
"Love08_text","Bu düğme, bir şeyi\nbaşlatmak için kullanılabilir.","This button could be used\nto start something.","This button could be used\nto start something.","Un bouton qui semble permettre\nde démarrer quelque chose.","Un bouton qui semble permettre\nde démarrer quelque chose.","Dieser Knopf kann der Anfang\nvon etwas sein.","Un pulsante che potrebbe\ndare inizio a un amore.","Quizá ocurra algo si pulsas\neste botón.","Quizá ocurra algo si oprimes\neste botón.","あいを はじめる、\nなにかの でんげんボタンです。"
"Love09","Bilinmeyen Bileşen 9","Unknown Component 9","Unknown Component 9","Composant mystérieux 9","Composant mystérieux 9","Unbekanntes Fragment 9","Componente misterioso 9","Componente desconocido 9","Componente desconocido 9","あいのかけら９"
"Love09_text","İşin ""tamam""a ermesini sağlayan\nbir bağlantı elemanı seti.","A set of fasteners designed\nto seal the deal.","A set of fasteners designed\nto seal the deal.","Des sortes de vis conçues pour\nattacher deux âmes en peine.","Des sortes de vis conçues pour\nattacher deux âmes en peine.","Befestigungen, mit denen alles\nbesiegelt werden kann.","Un set di viti che collega\ni sentimenti d'amore.","Cierres diseñados\ncomo remate final.","Cierres diseñados\ncomo remate final.","あいを つなぐ、\nなにかの ネジです。"
"Love10","Bilinmeyen Bileşen 10","Unknown Component 10","Unknown Component 10","Composant mystérieux 10","Composant mystérieux 10","Unbekanntes Fragment 10","Componente misterioso 10","Componente desconocido 10","Componente desconocido 10","あいのかけら１０"
"Love10_text","Yıldızlara yazılanları kaydeden\nkalem gibi bir nesne.","A pen-like item that records\nwhat's written in the stars.","A pen-like item that records\nwhat's written in the stars.","Une sorte de crayon pour noter\nce qui est tracé dans les étoiles.","Une sorte de crayon pour noter\nce qui est tracé dans les étoiles.","Eine Art Stift, der aufzeichnet,\nwas in den Sternen steht.","Una penna per descrivere\nil proprio amore.","Un instrumento con forma de\nlápiz para escribir el destino.","Un instrumento con forma de\nlápiz para escribir el destino.","あいを えがく、\nなにかの ペンです。"
"Love11_text","Birleştir","Assemble","Assemble","Assembler","Assembler","Montieren","Monta","Montar","Montar","がったい"
"Love12_text","<MSBT:0000:0003:010046E600FF>Love Tester 2.0<MSBT:0000:0003:FF00000000FF> tamamlandı!","<MSBT:0000:0003:010046E600FF>Love Tester 2.0<MSBT:0000:0003:FF00000000FF> is complete!","<MSBT:0000:0003:010046E600FF>Love Tester 2.0<MSBT:0000:0003:FF00000000FF> is complete!","Le <MSBT:0000:0003:010000FF00FF>Love Tester 2.0<MSBT:0000:0003:FF00000000FF>\nest assemblé !","Le <MSBT:0000:0003:010000FF00FF>Love Tester 2.0<MSBT:0000:0003:FF00000000FF>\nest assemblé!","Der <MSBT:0000:0003:010046E600FF>Love Tester 2.0<MSBT:0000:0003:FF00000000FF> ist jetzt\nkomplett!","Il <MSBT:0000:0003:010000FF00FF>Love Tester 2.0\n<MSBT:0000:0003:FF00000000FF>è completo!","¡El <MSBT:0000:0003:010000FF00FF>Love Tester 2.0<MSBT:0000:0003:FF00000000FF>\nestá completo!","¡El <MSBT:0000:0003:010000FF00FF>Love Tester 2.0<MSBT:0000:0003:FF00000000FF>\nestá completo!","『<MSBT:0000:0003:010000FF00FF>ニューラブテスター<MSBT:0000:0003:FF00000000FF>』が かんせいした！"
"Lovetester_00","Sonraki","Next","Next","Suivant","Suivant","Weiter","Avanti","Siguiente","Siguiente","つぎへ"
"Lovetester_01","1. ve 2. oyuncu\ntam olarak böyle hizalanmalı.","Player 1 and Player 2 should\nline up just like this.","Player 1 and Player 2 should\nline up just like this.","Les deux joueurs doivent se\nplacer côte à côte, comme ceci.","Les deux joueurs doivent se\nplacer côte à côte, comme ceci.","So solltet ihr stehen.","Mettiti di fianco all'altra persona\ncome illustrato.","Colócate al lado de la otra\npersona de esta manera.","Colócate al lado de la otra\npersona de esta manera.","はじめに ふたりで\nこのように ならんでね。"
"Lovetester_02","Uyumunuzu ölçmek için ikiniz de bir kalbin\nyarısını çizeceksiniz.","To test your compatibility, you'll\nboth have to draw half of a heart.","To test your compatibility, you'll\nboth have to draw half of a heart.","Chacun va à présent devoir\ndessiner la moitié d'un cœur.","Chacun va à présent devoir\ndessiner la moitié d'un cœur.","Nun zieht jeder von euch ein\nhalbes Herz.","Ora ognuno di voi deve disegnare\nla metà di un cuore a turno.","Ahora deberéis turnaros y dibujar\nla mitad de un corazón cada uno.","Ahora cada participante deberá\ndibujar la mitad de un corazón.","ふたりで はんぶんずつ\nハートを かいてもらいます。"
"Lovetester_03","Hazır olduğunuzda kalbinize dokunun.","Tap your heart when you're ready.","Tap your heart when you're ready.","Touchez votre cœur !","Touchez votre cœur!","Bereit? Dann berührt euer Herz.","Toccate il vostro cuore.","Tocad vuestro corazón.","Toquen su corazón.","じゅんび OK?"
"Lovetester_04","O1","P1","P1","J1","J1","S1","G1","J1","J1","1P"
"Lovetester_05","O2","P2","P2","J2","J2","S2","G2","J2","J2","2P"
"Lovetester_06","1. oyuncu çizerken,\n2. oyuncu ekrana bakmadan\n1. oyuncuyu izlesin.","While Player 1 draws, Player 2\nwatches Player 1 without\nlooking at the screen.","While Player 1 draws, Player 2\nwatches Player 1 without\nlooking at the screen.","Pendant que le joueur 1 dessine,\nle joueur 2 doit le regarder et\nne pas observer l'écran.","Pendant que le joueur 1 dessine,\nle joueur 2 doit le regarder et\nne pas observer l'écran.","Zuerst zieht Spieler 1. Spieler 2\nsieht Spieler 1 an, ohne auf den\nBildschirm zu sehen.","Mentre G1 sta disegnando, G2\ndeve distogliere lo sguardo dallo\nschermo e guardare solo G1.","Mientras el jugador 1 dibuja, el\njugador 2 tiene que mirar al\njugador 1, y no la pantalla.","Mientras el jugador 1 dibuje, el\njugador 2 debe mirar únicamente\nal jugador 1, y no a la pantalla.","まず1Pから かいてください。\n2Pは がめんをみず\n1Pのことを みつめてください。"
"Lovetester_07","Sıra 1. oyuncuda.","Player 1's turn.","Player 1's turn.","Le joueur 1 commence.","Le joueur 1 commence.","Spieler 1 ist dran!","Inizia il giocatore 1","Es el turno del jugador 1.","Es el turno del jugador 1.","1Pのかた どうぞ。"
"Lovetester_08","Bir renk seçip Tamam'a bas.","Select a color and press OK.","Select a color and press OK.","Sélectionne une couleur, puis OK.","Sélectionne une couleur, puis OK.","Wähle eine Farbe, dann „OK"".","Scegli un colore e tocca OK.","Elige un color y toca ""Aceptar"".","Elige un color y toca ""Aceptar"".","いろを えらんで 「OK」ボタン。"
"Lovetester_09","Şimdi kalbin yarısını çiz!","Now draw half a heart!","Now draw half a heart!","Dessine à présent un demi-cœur.","Dessine à présent un demi-cœur.","Ziehe nun ein halbes Herz.","Ora disegna la metà di un cuore.","Dibuja la mitad de un corazón.","Dibuja la mitad de un corazón.","ハートを はんぶん かいてね。"
"Lovetester_10","Başla","Start","Start","Point de départ","Point de départ","Startpunkt","Inizio","Comienzo","Comienzo","かきはじめ"
"Lovetester_11","Bitiş","End","End","Point d'arrivée","Point d'arrivée","Endpunkt","Fine","Final","Final","かきおわり"
"Lovetester_12","Şimdi sıra 2. oyuncuda!\n1. oyuncu, 2. oyuncuyu\ndikkatle izle ama ekrana bakma!","Now it's Player 2's turn! Player 1,\nwatch Player 2 closely, but don't\ngo looking at the screen!","Now it's Player 2's turn! Player 1,\nwatch Player 2 closely, but don't\ngo looking at the screen!","C'est à présent au joueur 2 de\ndessiner, pendant que le joueur 1\nle regardera, sans voir l'écran.","C'est à présent au joueur 2 de\ndessiner, pendant que le joueur 1\nle regardera, sans voir l'écran.","Jetzt Spieler 2. Spieler 1 sieht\nSpieler 2 an, ohne auf den\nBildschirm zu sehen.","Ora tocca a G2 disegnare. G1\ndeve distogliere lo sguardo dallo\nschermo e guardare solo G2.","Le toca al jugador 2. Mientras,\nel jugador 1 tiene que apartar la\nvista de la pantalla y mirarlo.","Le toca al jugador 2. El jugador 1\ndebe apartar la vista de la\npantalla y solo mirar al jugador 2.","つぎは 2Pです。\n1Pは がめんをみず\n2Pのことを みつめてください。"
"Lovetester_13","Sıra 2. oyuncuda.","Player 2's turn.","Player 2's turn.","Au tour du joueur 2.","Au tour du joueur 2.","Spieler 2 ist dran!","Ora tocca al giocatore 2.","Es el turno del jugador 2.","Es el turno del jugador 2.","2Pのかた どうぞ。"
"Lovetester_14","Harika! Şimdi geriye\nsadece sonuçlara bakmak kaldı.","Excellent! Now all that's left to\ndo is check out the results.","Excellent! Now all that's left to\ndo is check out the results.","Excellent ! Observons le résultat !","Excellent! Observons le résultat!","Ausgezeichnet!\nSehen wir uns das Ergebnis an!","Perfetto! Ora vediamo il risultato.","¡Perfecto! Veamos el resultado.","¡Perfecto! Veamos el resultado.","おつかれさまでした。\nけっかを はっぴょうします。"
"Lovetester_15","Uyum hesaplanıyor...","Calculating compatibility...","Calculating compatibility...","Calcul du niveau d'amour\nentre les joueurs 1 et 2...","Calcul du niveau d'amour\nentre les joueurs 1 et 2...","Liebe wird berechnet...","Calcolo livello di affetto in corso...","Calculando el nivel de afecto\nentre el jugador 1 y el jugador 2...","Calculando el nivel de afecto\nentre el jugador 1 y el jugador 2...","ふたりの あいじょうどは…"
"Lovetester_16","Test ettiğiniz için teşekkürler!","Thanks for testing!","Thanks for testing!","Bonne chance !","Bonne chance!","Viel Glück!","Buona fortuna!","¡Buena suerte!","¡Gracias por jugar!","おしあわせに！"
"Lovetester_17","Tamam","OK","OK","OK","OK","OK","OK","Aceptar","Aceptar","OK"
"Lovetester_18","BAŞLA","START","START","Commencer","Commencer","START","Inizia","EMPEZAR","EMPEZAR","START"
"Lovetester_result01_red","1. oyuncunun tutkulu bir ruhu var,","Player 1 has a passionate spirit,","Player 1 has a passionate spirit,","Le J1 a un esprit passionné,","Le J1 a un esprit passionné,","S1 ist ein leidenschaftlicher Typ,","G1 ha uno spirito passionale","El jugador 1 es muy apasionado","El jugador 1 es muy apasionado","じょうねつてきな1Pは"
"Lovetester_result01_pink","1. oyuncu tatlı bir hayalperest,","Player 1 is a sweet dreamer,","Player 1 is a sweet dreamer,","Le J1 est un doux rêveur,","Le J1 est un doux rêveur,","S1 träumt süß vor sich hin,","G1 è un tipo sognatore","El jugador 1 es un soñador","El jugador 1 es un soñador","ゆめみがちな1Pは"
"Lovetester_result01_blue","1. oyuncu soğukkanlı ve derli toplu,","Player 1 is cool and collected,","Player 1 is cool and collected,","Le J1 est calme et posé,","Le J1 est calme et posé,","S1 ist kühl und gefasst,","G1 è un tipo tranquillo","El jugador 1 es muy tranquilo","El jugador 1 es muy tranquilo","クールな1Pは"
"Lovetester_result01_yellow","1. oyuncu etrafa aydınlık saçar,","Player 1 exudes brightness,","Player 1 exudes brightness,","Le J1 respire la joie,","Le J1 respire la joie,","S1 strahlt Heiterkeit aus,","G1 è un tipo allegro","El jugador 1 es muy alegre","El jugador 1 es muy alegre","あかるい1Pは"
"Lovetester_result01_green","1. oyuncunun huzur veren bir havası var,","Player 1 has a soothing presence,","Player 1 has a soothing presence,","Le J1 a une présence apaisante,","Le J1 a une présence apaisante,","S1 hat eine beruhigende Art,","G1 è molto rilassante","El jugador 1 es conciliador","El jugador 1 es conciliador","いやしけいの1Pは"
"Lovetester_result01_purple","1. oyuncunun gizemli bir havası var,","Player 1 has an air of mystery,","Player 1 has an air of mystery,","Le J1 a une aura de mystère,","Le J1 a une aura de mystère,","S1 umweht Geheimnisvolles.","G1 ha un'aria misteriosa","El jugador 1 es misterioso","El jugador 1 es misterioso","ミステリアスな1Pは"
"Lovetester_result01_brown","1. oyuncu nazik ve affedici,","Player 1 is gentle and forgiving,","Player 1 is gentle and forgiving,","Le J1 est bon et clément,","Le J1 est bon et clément,","S1 ist nett und nachsichtig,","G1 è un tipo molto educato","El jugador 1 es muy amable","El jugador 1 es muy amable","おっとりな1Pは"
"Lovetester_result01_black","1. oyuncu her şeyi ciddiye alır,","Player 1 takes things seriously,","Player 1 takes things seriously,","Le J1 prend tout au sérieux,","Le J1 prend tout au sérieux,","S1 nimmt alles ernst,","G1 è una persona seria","El jugador 1 es muy cumplidor","El jugador 1 es muy cumplidor","まじめな1Pは"
"Lovetester_result01_white","1. oyuncu ruhen hâlâ bir çocuk,","Player 1 is a child at heart,","Player 1 is a child at heart,","Le J1 a une âme d'enfant,","Le J1 a une âme d'enfant,","S1 ist im Herzen Kind geblieben,","G1 ha un cuore puro","El jugador 1 es muy inocente","El jugador 1 es muy inocente","じゅんすいな1Pは"
"Lovetester_result02_red","ve 2. oyuncu tutku dolu!","and Player 2 is full of passion!","and Player 2 is full of passion!","et le J2, lui, est plein de passion.","et le J2, lui, est plein de passion.","S2 ist voller Leidenschaft!","e il G2 è un tipo focoso.","¡y el jugador 2 destila pasión!","¡y el jugador 2 destila pasión!","じょうねつてきな2Pと、"
"Lovetester_result02_pink","ve 2. oyuncu hep hayal kurar.","and Player 2 is always dreaming.","and Player 2 is always dreaming.","et le J2, lui, est un doux rêveur.","et le J2, lui, est un doux rêveur.","S2 ist in Träumen versunken.","e il G2 sogna ad occhi aperti.","y el jugador 2 es un idealista.","y el jugador 2 es un idealista.","ゆめみがちな2Pと、"
"Lovetester_result02_blue","ve 2. oyuncu sakin ve dengeli.","and Player 2 is calm and steady.","and Player 2 is calm and steady.","et le J2, lui, est calme et posé.","et le J2, lui, est calme et posé.","S2 ist ruhig und ausgeglichen.","e il G2 è la calma in persona.","y el jugador 2 es apacible.","y el jugador 2 es apacible.","クールな2Pと、"
"Lovetester_result02_yellow","ve 2. oyuncu girdiği her odayı aydınlatır!","and Player 2 lights up any room!","and Player 2 lights up any room!","et le J2, lui, respire la joie.","et le J2, lui, respire la joie.","S2 erhellt jeden Raum.","e il G2 è sempre di buonumore.","¡y el jugador 2 es muy animado!","¡y el jugador 2 es muy animado!","あかるい2Pと、"
"Lovetester_result02_green","ve 2. oyuncu derinden önemser.","and Player 2 cares deeply.","and Player 2 cares deeply.","et le J2, lui, a un effet apaisant.","et le J2, lui, a un effet apaisant.","S2 hat eine tiefe Zuneigung.","e il G2 trasmette serenità.","y el jugador 2 es considerado.","y el jugador 2 es considerado.","いやしけいの2Pと、"
"Lovetester_result02_purple","ve 2. oyuncuyu okumak zor.","and Player 2 is hard to read.","and Player 2 is hard to read.","et le J2, lui, a un air mystérieux.","et le J2, lui, a un air mystérieux.","S2 ist schwer zu lesen.","e il G2 è un tipo impenetrabile.","y el jugador 2 es enigmático.","y el jugador 2 es enigmático.","ミステリアスな2Pと、"
"Lovetester_result02_brown","ve 2. oyuncu iyi kalpli.","and Player 2 is kindhearted.","and Player 2 is kindhearted.","et le J2, lui, est bon et clément.","et le J2, lui, est bon et clément.","S2 ist herzensgut.","e il G2 è sempre gentile.","y el jugador 2 es afectuoso.","y el jugador 2 es afectuoso.","おっとりな2Pと、"
"Lovetester_result02_black","ve 2. oyuncu fazlasıyla ciddi!","and Player 2 is oh so serious!","and Player 2 is oh so serious!","et le J2 prend tout au sérieux.","et le J2 prend tout au sérieux.","S2 ist ach-so-ernsthaft!","e il G2 è un tipo coscienzioso.","¡y el jugador 2 es muy serio!","¡y el jugador 2 es muy serio!","まじめな2Pと、"
"Lovetester_result02_white","ve 2. oyuncu adeta ışıldıyor!","and Player 2 simply glows!","and Player 2 simply glows!","et le J2 a une âme d'enfant.","et le J2 a une âme d'enfant.","S2 strahlt förmlich!","e il G2 è una persona per bene.","¡y el jugador 2 es pura bondad!","¡y el jugador 2 es pura bondad!","じゅんすいな2Pと、"
"Lovetester_result03_red","İkiniz de tutku ve\nmacera isteğiyle dolusunuz!","Both of you are full of passion\nand a thirst for adventure!","Both of you are full of passion\nand a thirst for adventure!","Vous êtes tous deux pleins de\npassion et de soif d'aventure !","Vous êtes tous deux pleins de\npassion et de soif d'aventure!","Ihr beide seid voller Leidenschaft\nund sehnt euch nach Abenteuern!","Provate entrambi forti passioni\ne siete tipi avventurosi.","¡Sois una pareja apasionada\ny os chifla la aventura!","¡Son una pareja apasionada\ny les encanta la aventura!","じょうねつてきで\nにたものどうしのふたりは、"
"Lovetester_result03_pink","İkiniz de kalben hayalperestsiniz;\naklınız biraz bulutlarda.","You're both dreamers at heart,\nwith your heads in the clouds.","You're both dreamers at heart,\nwith your heads in the clouds.","Vous êtes tous deux des rêveurs,\nla tête toujours dans les nuages.","Vous êtes tous deux des rêveurs,\nla tête toujours dans les nuages.","Ihr seid beide im Herzen Träumer,\nmit Herz und Kopf in den Wolken.","Siete entrambi dei sognatori\ne amate fuggire dalla realtà.","Sois tal para cual: todo el día\ncon la cabeza en las nubes.","Son tal para cual: todo el día\ncon la cabeza en las nubes.","ゆめみがちで\nにたものどうしのふたりは、"
