index,id,en,fr,de,it,es,tr
189,0x40B62613,Rescue sailors being held for ransom in the Deep.,Secourez les marins retenus captifs contre rançon dans les Bas-fonds.,Befreie die in der Tiefe gefangengehaltenen Seeleute.,Salva i marinai tenuti in ostaggio nell'Abisso.,Rescata a los marineros de las Profundidades.,Derinlik'te fidye için tutulan denizcileri kurtar.
190,0x40FA996A,#0xCDC673FF#Ataraxis Revived!#PREVIOUS#,#0xCDC673FF#Ataraxis réveillé !#PREVIOUS#,#0xCDC673FF#Ataraxis wiederbelebt!#PREVIOUS#,#0xCDC673FF#Ataraxis risvegliato!#PREVIOUS#,#0xCDC673FF#¡Ataraxis revivido!#PREVIOUS#,#0xCDC673FF#Ataraxis diriltildi!#PREVIOUS#
191,0x4190FD0D,"Take damage from wolves in the ice cavern of Frosthome, then report to the goblin medic.","Faites-vous attaquer par les Loups de la caverne de glace de l'Arcticamp, puis adressez-vous au médecin gobelin.","Lass dich von den Wölfen in der Eiskaverne in Frostheim verletzen, und melde dich dann beim Goblin-Medicus.","Subisci dei danni dai lupi nella caverna di ghiaccio a Gelanda, quindi recati dal medico dei Goblin.",Recibe daño de los lobos en la caverna de hielo de Casafría; luego informa al goblin médico.,"Ayazyurt'un buz mağarasında kurtlardan hasar al, sonra goblin sıhhiyeciye rapor ver."
192,0x41AA2A85,#0xCDC673FF#Blessing received!#PREVIOUS#,#0xCDC673FF#Bénédiction reçue !#PREVIOUS#,#0xCDC673FF#Segen empfangen!#PREVIOUS#,#0xCDC673FF#Benedizione ricevuta!#PREVIOUS#,#0xCDC673FF#¡Bendición recibida!#PREVIOUS#,#0xCDC673FF#Kutsama alındı!#PREVIOUS#
193,0x41C8F447,#0xCDC673FF#Petals scattered!#PREVIOUS#,#0xCDC673FF#Pétales répandus !#PREVIOUS#,#0xCDC673FF#Blütenblätter verstreut!#PREVIOUS#,#0xCDC673FF#Petali sparsi!#PREVIOUS#,#0xCDC673FF#¡Pétalos echados!#PREVIOUS#,#0xCDC673FF#Yapraklar saçıldı!#PREVIOUS#
194,0x420AC741,Search out the avatar of the Elders in the Tangled Growth to beseech his assistance.,Recherchez l'avatar de l'Ancien dans le Dédale luxuriant pour solliciter son aide.,Suche den Vertreter der Ältesten im Wucherhain und bitte ihn um Hilfe.,Cerca il simulacro degli antichi nella Selva intrecciata per richiedere la sua assistenza.,Busca al avatar de los ancianos en el Vergel Exuberante para rogarle su ayuda.,Dolaşık Çalılık'ta Kadimlerin avatarını bulup yardımını iste.
195,0x4250A125,Raise the living bridge.,Lever le pont vivant,Lebende Brücke herbeirufen,Abbassa il ponte vivente,Alza el puente viviente,Canlı köprüyü yükselt.
196,0x42E81A3E,Recover stolen goods,Retrouver les marchandises volées.,Gestohlene Waren bergen.,Recuperare le merci rubate.,Recuperar los bienes robados.,Çalınan malları geri al
197,0x4351BA13,Return the amber cores to Priscus.,Rapporter les cœurs d'ambre à Priscus,Priscus Bernsteinkerne übergeben,Porta i nuclei d'ambra a Priscus,Lleva los núcleos de ámbar a Priscus,Kehribar çekirdeklerini Priscus'a götür.
198,0x43993E36,#0xCDC673FF#$VALUE of $COMPLETEDVALUE hunters rescued#PREVIOUS#,#0xCDC673FF#Chasseurs : $VALUE sur $COMPLETEDVALUE#PREVIOUS#,#0xCDC673FF#$VALUE von $COMPLETEDVALUE Jägern befreit#PREVIOUS#,#0xCDC673FF#$VALUE di $COMPLETEDVALUE cacciatori in salvo#PREVIOUS#,#0xCDC673FF#$VALUE de $COMPLETEDVALUE cazadores#PREVIOUS#,#0xCDC673FF#$VALUE/$COMPLETEDVALUE avcı kurtarıldı#PREVIOUS#
199,0x4477B263,Find Eckhardt's lab,Retrouver le laboratoire d'Eckhardt,Eckhardts Labor finden,Trova il laboratorio di Eckhardt,Busca el laboratorio de Eckhardt,Eckhardt'ın laboratuvarını bul
200,0x44916627,$VALUE of $COMPLETEDVALUE hunters caught,Chasseurs attrapés : $VALUE sur $COMPLETEDVALUE,$VALUE von $COMPLETEDVALUE Jägern gefangen,$VALUE di $COMPLETEDVALUE cacciatori catturati,$VALUE de $COMPLETEDVALUE cazadores atrapados.,$VALUE/$COMPLETEDVALUE avcı yakalandı
201,0x44A3ACB4,The Prince of Ruin,Le Prince de Ruin,Der Prinz des Ruins,Il principe della rovina,El príncipe de la Ruina,Yıkım Prensi
202,0x44C7426E,Stop the Goblin Chieftain from harvesting the Ruinscar's power in the Frozen North.,Empêchez le Chef gobelin d'exploiter le pouvoir de la Faille de Ruin dans le Grand Nord.,"Verhindere, dass der Goblin-Häuptling die Macht der Ruinennarbe im gefrorenen Norden nutzt.",Impedisci al capotribù Goblin di ottenere il potere della Cicatrice della rovina nel Nord gelato.,Impide que el jefe goblin utilice el poder de la ruinabrecha en el Norte Helado.,Goblin Reisinin Donmuş Kuzey'de Yıkım Yarası'nın gücünü toplamasını engelle.
203,0x451704A1,Capture Alpha Wolf,Capturer le chef de meute,Alphawolf fangen,Cattura il lupo alfa,Captura un lobo alfa,Alfa Kurdu yakala
204,0x4528FFB2,Entrapment,Capture,Fallensteller,In trappola,La caza,Tuzağa Düşürme
205,0x453770B5,#0xCDC673FF#Hippode summoned!#PREVIOUS#,#0xCDC673FF#Hippode débusqué !#PREVIOUS#,#0xCDC673FF#Hippode gerufen!#PREVIOUS#,#0xCDC673FF#Ippodonte richiamato!#PREVIOUS#,#0xCDC673FF#¡Hippode invocado!#PREVIOUS#,#0xCDC673FF#Hippode çağrıldı!#PREVIOUS#
206,0x4615364C,Find and rescue Eckhardt in Marauders' Hideaway!,Retrouvez Eckhardt dans le Repaire du maraudeur et libérez-le !,Finde und befreie Eckhardt aus dem Versteck der Marodeure!,Trova e salva Eckhardt nel Nascondiglio dei predoni!,¡Encuentra y rescata a Eckhardt en el Escondite de los merodeadores!,Yağmacıların Sığınağı'nda Eckhardt'ı bul ve kurtar!
207,0x46D69020,"The crystal thrums with energy. It's taken an incredible amount of work, but the time has come. This is where it ends.","Le cristal vibre, comme s'il peinait à contenir toute cette énergie. Votre quête aura été longue et difficile, mais le moment tant attendu est enfin arrivé. C'est maintenant que tout va se jouer.","Der Kristall beginnt zu surren. Es war unglaublich aufwendig, aber nun ist die Zeit gekommen. Hier endet es.","Il cristallo pulsa di energia. Non è stato per niente facile, ma finalmente è arrivato il momento decisivo.","El cristal vibra con energía. Ha hecho falta una cantidad increíble de esfuerzo, pero ha llegado el momento. Esto acaba aquí.",Kristal enerjiyle uğulduyor. İnanılmaz bir çaba harcandı ama artık vakit geldi. Her şey burada bitecek.
208,0x46EAA58A,Gather Mia's ashes,Rassembler les cendres de Mia,Mias Asche einsammeln,Raccogli le ceneri di Mia,Recoge las cenizas de Mia,Mia'nın küllerini topla
209,0x487D4684,#0xCDC673FF#Spoke to scientist!#PREVIOUS#,#0xCDC673FF#Parlé au scientifique !#PREVIOUS#,#0xCDC673FF#Mit dem Forscher gesprochen!#PREVIOUS#,#0xCDC673FF#Hai parlato con lo scienziato!#PREVIOUS#,#0xCDC673FF#¡Hablaste con el científico!#PREVIOUS#,#0xCDC673FF#Bilim insanıyla konuşuldu!#PREVIOUS#
210,0x487FE46A,#0xCDC673FF#Adrian rescued!#PREVIOUS#,#0xCDC673FF#Adrian sauvé !#PREVIOUS#,#0xCDC673FF#Adrian gerettet!#PREVIOUS#,#0xCDC673FF#Hai salvato Adrian!#PREVIOUS#,#0xCDC673FF#¡Adrian rescatado!#PREVIOUS#,#0xCDC673FF#Adrian kurtarıldı!#PREVIOUS#
211,0x48ACC752,Find a way in,Trouver une entrée,Eingang finden,Trova una via d'accesso,Busca un modo de entrar,İçeri girmenin bir yolunu bul
212,0x48C05114,#0xCDC673FF#2nd key found!#PREVIOUS#,#0xCDC673FF#2ème clef trouvée !#PREVIOUS#,#0xCDC673FF#2. Schlüssel gefunden!#PREVIOUS#,#0xCDC673FF#Seconda chiave trovata!#PREVIOUS#,#0xCDC673FF#¡Segunda llave!#PREVIOUS#,#0xCDC673FF#2. anahtar bulundu!#PREVIOUS#
213,0x49C9AECD,Ruinscar of the Forest,Faille de la forêt,Ruinennarbe des Waldes,Cicatrice della foresta,Ruinabrecha del bosque,Ormanın Yıkım Yarası
214,0x49FE373F,#0xCDC673FF#Creation destroyed!#PREVIOUS#,#0xCDC673FF#Création détruite !#PREVIOUS#,#0xCDC673FF#Kreation zerstört!#PREVIOUS#,#0xCDC673FF#Creazione distrutta!#PREVIOUS#,#0xCDC673FF#¡Creación destruida!#PREVIOUS#,#0xCDC673FF#Yaratım yok edildi!#PREVIOUS#
215,0x4AAEBFE5,Deliver the tome,Remettre le grimoire,Folianten überbringen,Consegna il tomo,Entrega el libro,Kitabı teslim et
216,0x4B222692,Travel to the Deep and put an end to the Leviathan once and for all.,Rendez-vous jusqu'aux Bas-fonds et éliminez le Léviathan une fois pour toutes.,Reise in die Tiefe und mache dem Leviathan ein für alle Mal eine Ende.,Raggiungi l'Abisso e sconfiggi una volta per tutte il leviatano.,Viaja a las Profundidades para acabar con el leviatán de una vez por todas.,Derinlik'e git ve Leviathan'a sonsuza dek son ver.
217,0x4B44B0F6,#0xCDC673FF#Driftwood delivered!#PREVIOUS#,#0xCDC673FF#Bois flotté donné !#PREVIOUS#,#0xCDC673FF#Treibholz abgeliefert!#PREVIOUS#,#0xCDC673FF#Pezzi di legno consegnati!#PREVIOUS#,#0xCDC673FF#¡Tablas entregadas!#PREVIOUS#,#0xCDC673FF#Sürüklenmiş odun teslim edildi!#PREVIOUS#
218,0x4BF79230,Go into Eckhardt's lab in the Spawning Pools and find the lost crate of potions.,Rendez-vous au laboratoire d'Eckhardt dans les Frayères et retrouvez la caisse de potions perdue.,Finde in Eckhardts Labor in den Brutbecken die fehlende Kiste mit Tränken.,"Entra nel laboratorio di Eckhardt, nelle Pozze della procreazione, e trova la cassa di pozioni smarrita.",Ve al laboratorio de Eckhardt en los Estanques de Reproducción y encuentra la caja perdida de pociones.,Üreme Havuzları'ndaki Eckhardt'ın laboratuvarına gir ve kayıp iksir sandığını bul.
219,0x4C177F27,Tactical Withdrawl,Repli tactique,Taktischer Rückzug,Ritirata tattica,Retirada táctica,Taktik Geri Çekilme
220,0x4C25B008,#0xCDC673FF#Crystal activated!#PREVIOUS#,#0xCDC673FF#Cristal activé !#PREVIOUS#,#0xCDC673FF#Kristall aktiviert!#PREVIOUS#,#0xCDC673FF#Cristallo attivato!#PREVIOUS#,#0xCDC673FF#¡Cristal activado!#PREVIOUS#,#0xCDC673FF#Kristal etkinleştirildi!#PREVIOUS#
221,0x4C9AEAA4,#0xCDC673FF#Chest examined#PREVIOUS#,#0xCDC673FF#Coffre examiné#PREVIOUS#,#0xCDC673FF#Truhe durchsucht!#PREVIOUS#,#0xCDC673FF#Scrigno esaminato#PREVIOUS#,#0xCDC673FF#Cofre examinado#PREVIOUS#,#0xCDC673FF#Sandık incelendi#PREVIOUS#
222,0x4CA20D8C,$VALUE Tech found,Équipements technologiques trouvés : $VALUE,$VALUE Technologien gefunden,$VALUE pezzo/i di tecnologia,$VALUE tecnologías encontradas,$VALUE teknoloji bulundu
223,0x4CB4CEF5,#0xCDC673FF#Ears delivered!#PREVIOUS#,#0xCDC673FF#Oreilles données !#PREVIOUS#,#0xCDC673FF#Ohren abgeliefert!#PREVIOUS#,#0xCDC673FF#Orecchie consegnate!#PREVIOUS#,#0xCDC673FF#¡Orejas entregadas!#PREVIOUS#,#0xCDC673FF#Kulaklar teslim edildi!#PREVIOUS#
224,0x4CBE243F,Use the key to unlock the chest,Utiliser la clef pour ouvrir le coffre,"Schlüssel benutzen, um Truhe zu öffnen",Usa la chiave per aprire lo scrigno,Usa la llave para desbloquear el cofre,Sandığı açmak için anahtarı kullan
225,0x4CC026BC,#0xCDC673FF#$VALUE of $COMPLETEDVALUE driftwood#PREVIOUS#,#0xCDC673FF#Bois flotté : $VALUE sur $COMPLETEDVALUE#PREVIOUS#,#0xCDC673FF#$VALUE von $COMPLETEDVALUE Treibholz besorgt#PREVIOUS#,#0xCDC673FF#$VALUE di $COMPLETEDVALUE pezzi di legno#PREVIOUS#,#0xCDC673FF#$VALUE de $COMPLETEDVALUE tablas#PREVIOUS#,#0xCDC673FF#$VALUE/$COMPLETEDVALUE sürüklenmiş odun#PREVIOUS#
226,0x4D1C2E27,#0xCDC673FF#Royals found!#PREVIOUS#,#0xCDC673FF#Famille royale trouvée !#PREVIOUS#,#0xCDC673FF#Königsfamilie gefunden!#PREVIOUS#,#0xCDC673FF#Reali trovati!#PREVIOUS#,#0xCDC673FF#¡Familia real hallada!#PREVIOUS#,#0xCDC673FF#Kraliyet üyeleri bulundu!#PREVIOUS#
227,0x4EA51EBA,Defeat Fironel,Vaincre Fironelle,Fironel besiegen,Sconfiggi Fironel,Derrota a Fironel,Fironel'i yen
228,0x4F1F5F8E,Activate the crystal,Activer le cristal,Kristall aktivieren,Attiva il cristallo,Activa el cristal,Kristali etkinleştir
229,0x4F320AD1,Poison Cure,Antidote,Gegengift,Antidoto,Cura del veneno,Zehir Panzehiri
230,0x4F468D39,Find three relics in the Shadow's Depths for Taskmaster Rowe.,"Trouvez trois reliques dans les Abîmes de l'ombre pour Rowe, le maître des quêtes.",Finde in den Schattentiefen die drei Relikte für Aufseher Rowe.,Trova tre reliquie negli Abissi dell'ombra per conto del sovrintendente Rowe.,Encuentra tres reliquias en las Profundidades Sombrías para el capataz Rowe.,Görev Ustası Rowe için Gölge Derinlikleri'nde üç kalıntı bul.
231,0x4F48C6DB,Powering the Portal,Alimentation du portail,Aktivierung des Portals,Alimentare il portale,Potenciando el portal,Portala Güç Vermek
232,0x4F9D6C6B,Find the Spider Lair.,Trouver le repaire de l'Araignée,Spinnennest finden,Trova la tana del ragno,Busca la guarida de la araña,Örümcek İnini bul.
233,0x4FC84B70,$VALUE of $COMPLETEDVALUE clues found,Indices trouvés : $VALUE sur $COMPLETEDVALUE,$VALUE von $COMPLETEDVALUE Spuren gefunden,$VALUE di $COMPLETEDVALUE indizi trovati,$VALUE de $COMPLETEDVALUE pistas encontradas,$VALUE/$COMPLETEDVALUE ipucu bulundu
234,0x50565988,Use the portal to escape back to Nexus,Utiliser le portail pour fuir vers Nexus,"Portal benutzen, um nach Nexus zu entkommen",Usa il portale per tornare a Nexus,Usa el portal para escapar a Nexus,Nexus'a kaçmak için portalı kullan
235,0x508E604A,Defeat White Eye,Éliminer Pâlœil,Weißauge besiegen,Sconfiggi Occhiobianco,Derrota a Ojo Blanco,Ak Göz’ü yen
236,0x514E86CC,Travel to the Heart of the Void and finish the crystal's empowerment!,Rendez-vous dans l'Œil du Néant et terminez le chargement du cristal !,Reise zum Herz des Nichts und vollende die Aufladung des Kristalls.,Raggiungi il Cuore del Vuoto e porta a piena potenza il cristallo!,¡Viaja al Corazón del Vacío y completa la energización del cristal!,Boşluğun Kalbi'ne git ve kristalin güçlendirilmesini tamamla!
237,0x51590070,Detached Devotion,Amour ou indifférence,Ende einer Liebe,Dedizione distante,Devoción distante,Kopuk Adanmışlık
238,0x51B350B7,#0xCDC673FF#Chieftain met!#PREVIOUS#,#0xCDC673FF#Chef rencontré !#PREVIOUS#,#0xCDC673FF#Häuptling getroffen!#PREVIOUS#,#0xCDC673FF#Capotribù incontrato!#PREVIOUS#,#0xCDC673FF#¡Jefe encontrado!#PREVIOUS#,#0xCDC673FF#Reisle buluşuldu!#PREVIOUS#
239,0x521006DE,Cleanse the temple,Purifier le temple,Tempel reinigen,Ripulisci il tempio,Purifica el templo,Tapınağı arındır
240,0x5218D144,$VALUE of $COMPLETEDVALUE driftwood,Morceaux de bois flotté : $VALUE sur $COMPLETEDVALUE,$VALUE von $COMPLETEDVALUE Treibholz besorgt,$VALUE di $COMPLETEDVALUE pezzi di legno,$VALUE de $COMPLETEDVALUE tablas,$VALUE/$COMPLETEDVALUE sürüklenmiş odun
241,0x52AC4D2E,Examine work bench,Examiner l'établi,Werkbank durchsuchen,Esamina il banco da lavoro,Examina la mesa de trabajo,Çalışma tezgâhını incele
242,0x52EDAD2C,"Search the Beastlands for some trace the council member, Michadele.",Parcourez les Terres sauvages pour retrouver la trace de Michadèle du Conseil salvéran.,Suche in den Bestienlanden nach einer Spur des Ratsmitglieds Michadele.,"Esplora le Terre bestiali in cerca di tracce di Michadele, il membro del consiglio.","Registra Bestialandia y busca una pista sobre Michadele, la miembro del consejo.",Canavar Diyarı'nda konsey üyesi Michadele'den bir iz ara.
243,0x52F22926,General Location,Localisation générale,Ratsmitgliedssuche,Ubicazione ignota,Ubicación general,Genel Konum
244,0x53896DB6,#0xCDC673FF#Potions delivered!#PREVIOUS#,#0xCDC673FF#Potions données !#PREVIOUS#,#0xCDC673FF#Tränke abgeliefert!#PREVIOUS#,#0xCDC673FF#Pozioni consegnate!#PREVIOUS#,#0xCDC673FF#¡Pociones entregadas!#PREVIOUS#,#0xCDC673FF#İksirler teslim edildi!#PREVIOUS#
245,0x53E177FA,Disable the wards surrounding the Heart of the Void,Désactivez les champs de force protégeant l'Œil du Néant.,Deaktiviere die Schutzvorrichtungen um das Herz des Nichts.,Disattiva le difese a protezione del Cuore del Vuoto.,Desactiva los sellos encantados que rodean el Corazón del Vacío.,Boşluğun Kalbi'ni çevreleyen mühürleri devre dışı bırak
246,0x546E0182,#0xCDC673FF#Ashes found!#PREVIOUS#,#0xCDC673FF#Cendres récupérées !#PREVIOUS#,#0xCDC673FF#Asche gefunden!#PREVIOUS#,#0xCDC673FF#Ceneri raccolte!#PREVIOUS#,#0xCDC673FF#¡Cenizas encontradas!#PREVIOUS#,#0xCDC673FF#Küller bulundu!#PREVIOUS#
247,0x54AE67EF,Dust To Dust,Tout redeviendra poussière,Staub zu Staub,Polvere alla polvere,Polvo al polvo,Külden Küle
248,0x54DF779C,Triumph,Victoire,Triumph,Trionfo,Triunfo,Zafer
249,0x550459FB,You Had This Coming,Tel est pris qui croyait prendre,Du wolltest es so,Te la sei cercata,Tú te lo has buscado,Bunu Hak Ettin
250,0x553CA5C5,Travel to Kingdom's Grave,Se rendre jusqu'au Tombeau des rois,Nach Königsgrab reisen,Raggiungi Tomba del Reame,Viaja a la Tumba del Reino,Krallık Mezarı'na git
251,0x55756B61,#0xCDC673FF#Talked to Eckhardt!#PREVIOUS#,#0xCDC673FF#Parlé à Eckhardt !#PREVIOUS#,#0xCDC673FF#Mit Eckhardt geredet!#PREVIOUS#,#0xCDC673FF#Hai parlato con Eckhardt!#PREVIOUS#,#0xCDC673FF#¡Hablaste con Eckhardt!#PREVIOUS#,#0xCDC673FF#Eckhardt ile konuşuldu!#PREVIOUS#
252,0x55AAC8A9,Destroy the Leviathan,Éliminer le Léviathan,Leviathan vernichten,Distruggi il leviatano,Destruye al leviatán,Leviathan'ı yok et
253,0x56DB483E,Defeat the Ashura of Pain in order to use the portal and gain entry into Rigel's lab.,Terrassez l'Asura de la douleur afin d'utiliser le portail et accéder au laboratoire de Rigel.,"Besiege den Ashura des Schmerzes, um das Portal zu benutzen und Rigels Labor zu betreten.",Sconfiggi l'Ashura del dolore per usare il portale ed entrare nel laboratorio di Rigel.,Derrota al ashura del dolor para usar el portal y entrar al laboratorio de Rigel.,Portalı kullanıp Rigel'in laboratuvarına girmek için Acının Ashurası’nı yen.
254,0x576EEEB2,#0xCDC673FF#Fironel defeated!#PREVIOUS#,#0xCDC673FF#Fironelle vaincue !#PREVIOUS#,#0xCDC673FF#Fironel besiegt!#PREVIOUS#,#0xCDC673FF#Fironel sconfitta!#PREVIOUS#,#0xCDC673FF#¡Fironel derrotada!#PREVIOUS#,#0xCDC673FF#Fironel yenildi!#PREVIOUS#
255,0x5783E875,#0xCDC673FF#Reaper slain!#PREVIOUS#,#0xCDC673FF#Faucheur éliminé !#PREVIOUS#,#0xCDC673FF#Schattenschnitter besiegt!#PREVIOUS#,#0xCDC673FF#Mietitore sconfitto!#PREVIOUS#,#0xCDC673FF#¡Segador derrotado!#PREVIOUS#,#0xCDC673FF#Gölge Biçici yenildi!#PREVIOUS#
256,0x57F85D46,$VALUE of $COMPLETEDVALUE hunters saved.,Chasseurs sauvés : $VALUE sur $COMPLETEDVALUE,$VALUE von $COMPLETEDVALUE Jägern gerettet,$VALUE di $COMPLETEDVALUE cacciatori salvati,$VALUE de $COMPLETEDVALUE grupos de cazadores salvados,$VALUE/$COMPLETEDVALUE avcı kurtarıldı.
257,0x5886CE64,#0xCDC673FF#Queen lured!#PREVIOUS#,#0xCDC673FF#Reine débusquée !#PREVIOUS#,#0xCDC673FF#Königin angelockt!#PREVIOUS#,#0xCDC673FF#Regina attirata!#PREVIOUS#,#0xCDC673FF#¡Has hecho salir a la reina!#PREVIOUS#,#0xCDC673FF#Kraliçe tuzağa çekildi!#PREVIOUS#
258,0x58EBCB56,Enter the portal.,Franchir le portail,Portal betreten,Entra nel portale,Entra en el portal,Portala gir.
259,0x58ECBA3E,#0xCDC673FF#$VALUE of $COMPLETEDVALUE hunters saved#PREVIOUS#,#0xCDC673FF#Chasseurs : $VALUE sur $COMPLETEDVALUE#PREVIOUS#,#0xCDC673FF#$VALUE von $COMPLETEDVALUE Jägern gerettet#PREVIOUS#,#0xCDC673FF#$VALUE di $COMPLETEDVALUE cacciatori salvati#PREVIOUS#,#0xCDC673FF#$VALUE de $COMPLETEDVALUE cazadores salvad.#PREVIOUS#,#0xCDC673FF#$VALUE/$COMPLETEDVALUE avcı kurtarıldı#PREVIOUS#
260,0x5A2900D3,#0xCDC673FF#Incantation tested!#PREVIOUS#,#0xCDC673FF#Incantation essayée !#PREVIOUS#,#0xCDC673FF#Zauberformel getestet#PREVIOUS#,#0xCDC673FF#Incantesimo provato!#PREVIOUS#,#0xCDC673FF#¡Hechizo probado!#PREVIOUS#,#0xCDC673FF#Büyü sözü denendi!#PREVIOUS#
261,0x5A416016,Ironfist,Féros,Eisenfaust,Pugno di ferro,Puño de Hierro,Demiryumruk
262,0x5AB04DBB,#0xCDC673FF#$VALUE of $COMPLETEDVALUE Wood Found#PREVIOUS#,#0xCDC673FF#Bois vif : $VALUE sur $COMPLETEDVALUE#PREVIOUS#,#0xCDC673FF#$VALUE von $COMPLETEDVALUE Holz gefunden#PREVIOUS#,#0xCDC673FF#$VALUE di $COMPLETEDVALUE pezzi di legno#PREVIOUS#,#0xCDC673FF#$VALUE de $COMPLETEDVALUE maderas obtenidas#PREVIOUS#,#0xCDC673FF#$VALUE/$COMPLETEDVALUE odun bulundu#PREVIOUS#
263,0x5B52286A,Find the royal family within %Name_VD01%,Retrouvez la famille royale dans les Laboratoires dévastés.,Finde die königliche Familie in den zerschmetterten Laboren.,Trova la famiglia reale nei Laboratori devastati.,Busca a la familia real en %Name_VD01%.,%Name_VD01% içinde kraliyet ailesini bul
264,0x5BD01CB1,Spirit of Madness,Esprit possédé,Geist des Wahnsinns,Spirito folle,Espíritu de la locura,Delilik Ruhu
265,0x5C3F9D2F,Get the jail key,Récupérer la clef de la prison,Gefängnisschlüssel besorgen,Prendi la chiave della prigione,Consigue la llave de la cárcel,Hapishane anahtarını al
266,0x5C67EF83,Light the four pedestals,Activer les quatre plates-formes,Die vier Podeste erleuchten,Illumina i quattro piedistalli,Enciende los cuatro pedestales,Dört kaideyi yak
267,0x5C86AC90,#0xCDC673FF#Fire!#PREVIOUS#,#0xCDC673FF#Feu !#PREVIOUS#,#0xCDC673FF#Feuer!#PREVIOUS#,#0xCDC673FF#Fuoco!#PREVIOUS#,#0xCDC673FF#¡Fuego!#PREVIOUS#,#0xCDC673FF#Ateş!#PREVIOUS#
268,0x5CE9C0BD,Ghostly Herb,Flore spectrale,Geisterhafte Kräuter,Erba spettrale,Hierba fantasmal,Hayalet Otu
269,0x5D063495,Confront Adrian within Ruin's End and retrieve the crystal.,Affrontez Adrian dans l'Oméga et récupérez le cristal.,Stelle dich Adrian in Ruins Ende und nimm den Kristall an dich.,Affronta Adrian nella Fine della rovina e recupera il cristallo.,Enfréntate a Adrian en Fin de la Ruina y recupera el cristal.,Yıkımın Sonu'nda Adrian'la yüzleş ve kristali geri al.
270,0x5E15B76F,Find the royals,Retrouver la famille royale,Königsfamilie finden,Trova i reali,Busca a los miembros de la familia real,Kraliyet ailesini bul
271,0x5E7A855E,#0xCDC673FF#Colossus defeated!#PREVIOUS#,#0xCDC673FF#Colosse vaincu !#PREVIOUS#,#0xCDC673FF#Koloss besiegt!#PREVIOUS#,#0xCDC673FF#Colosso sconfitto!#PREVIOUS#,#0xCDC673FF#¡Coloso derrotado!#PREVIOUS#,#0xCDC673FF#Dev yenildi!#PREVIOUS#
272,0x5E87C2D3,#0xCDC673FF#Attack survived!#PREVIOUS#,#0xCDC673FF#Attaque survécue !#PREVIOUS#,#0xCDC673FF#Angriff überlebt!#PREVIOUS#,#0xCDC673FF#Attacco superato!#PREVIOUS#,#0xCDC673FF#¡Has sobrevivido al ataque!#PREVIOUS#,#0xCDC673FF#Saldırı atlatıldı!#PREVIOUS#
273,0x5F8EE92D,Deliver the ears to Mia,Apporter les oreilles à Mia,Ohren zu Mia bringen,Consegna le orecchie a Mia,Entrégale las orejas a Mia,Kulakları Mia'ya götür
274,0x6058179F,Speak with King Keltas,S'adresser au roi Keltas,Mit König Keltas reden,Parla con Re Keltas,Habla con el rey Keltas,Kral Keltas ile konuş
275,0x6208BEC6,Recover a fallen father's rifle at the cabin on the Crystal Path.,Récupérez le fusil du père disparu de James dans la cabane sur la Voie cristalline.,Birg bei der Hütte am Kristallpfad das Gewehr eines gefallenen Vaters.,Recupera il fucile di un padre morto presso il capanno sul Sentiero di cristallo.,Recupera el fusil perdido del padre en la cabaña en el Camino de Cristal.,Kristal Yolu'ndaki kulübede düşmüş bir babanın tüfeğini geri al.
276,0x62FED1C2,Speak with Celdria,S'adresser à Celdria,Mit Celdria reden,Parla con Celdria,Habla con Celdria,Celdria ile konuş
277,0x631BF1C2,Find gland,Trouver une glande odoriférante,Drüse finden,Trova la ghiandola,Busca una glándula,Bezi bul
278,0x63219BDC,#0xCDC673FF#Chamber activated!#PREVIOUS#,#0xCDC673FF#Chambre activée !#PREVIOUS#,#0xCDC673FF#Kammer aktiviert!#PREVIOUS#,#0xCDC673FF#Camera attivata!#PREVIOUS#,#0xCDC673FF#¡Cámara activada!#PREVIOUS#,#0xCDC673FF#Oda etkinleştirildi!#PREVIOUS#
279,0x638B88B8,Disembodied and Distressed,À corps perdu,Entleibt und betrübt,Né corpo né pace,Sin cuerpo y sin seguridad,Bedensiz ve Perişan
280,0x6407FDE5,#0xCDC673FF#Met with Marliel!#PREVIOUS#,#0xCDC673FF#Marliel rencontré !#PREVIOUS#,#0xCDC673FF#Mit Marliel getroffen!#PREVIOUS#,#0xCDC673FF#Hai incontrato Marliel!#PREVIOUS#,#0xCDC673FF#¡Te has reunido con Marliel!#PREVIOUS#,#0xCDC673FF#Marliel ile buluşuldu!#PREVIOUS#
281,0x641DBC9E,Defeat the Hellmouth in heart of the Spawning Pools!,Éliminez le Dévorace au cœur des Frayères !,Besiege den Höllenmund im Herzen der Brutbecken!,"Sconfiggi la bocca infernale, al centro delle Pozze della procreazione!",¡Derrota a la boca infernal en el centro de los Estanques de Reproducción!,Üreme Havuzları’nın kalbindeki Cehennem Ağzı’nı yen!
282,0x643FBC73,#0xCDC673FF#Eckhardt saved!#PREVIOUS#,#0xCDC673FF#Eckhardt libéré !#PREVIOUS#,#0xCDC673FF#Eckhardt gerettet!#PREVIOUS#,#0xCDC673FF#Eckhardt salvato!#PREVIOUS#,#0xCDC673FF#¡Eckhardt salvado!#PREVIOUS#,#0xCDC673FF#Eckhardt kurtarıldı!#PREVIOUS#
