index,id,en,fr,de,it,es,tr
176,0x28981672,"Bladejaw, Dire Rexaur","Maxilam, le sinistre Rexaure","Klingenrachen, Düster-Rexaur","Bladejaw, Rexauro spaventoso","Colmillocuchilla, rexaurio terrible","Kılıç Çene, Korkunç Rexaur"
177,0x28981673,"Icescale, Dire Rexaur","Écaille-de-givre, le sinistre Rexaure","Eisschuppe, Düster-Rexaur","Icescale, Rexauro spaventoso","Escamahielo, rexaurio terrible","Buzpul, Korkunç Rexaur"
178,0x28981674,"Terrorjaw, Dire Rexaur","Panicro, le sinistre Rexaure","Schreckensschlund, Düster-Rexaur","Terrorjaw, Rexauro spaventoso","Mandibulaterror, rexaurio terrible","Dehşet Çene, Korkunç Rexaur"
179,0x28981675,"Grimtooth, Dire Rexaur","Sombre-givre, le sinistre Rexaure","Grimmzahn, Düster-Rexaur","Grimtooth, Rexauro spaventoso","Dientetenebroso, rexaurio terrible","Kasvet Diş, Korkunç Rexaur"
180,0x28981676,"Thundermaw, Dire Rexaur","Grogne-tonnerre, le sinistre Rexaure","Donnerschlund, Düster-Rexaur","Thundermaw, Rexauro spaventoso","Mandíbulatrueno, rexaurio terrible","Gök Gürültüsü Çenesi, Korkunç Rexaur"
181,0x28981677,"Goretalon, Dire Rexaur","Griffe-de-sang, le sinistre Rexaure","Blutkralle, Düster-Rexaur","Goretalon, Rexauro spaventoso","Garravoraz, rexaurio terrible","Kan Tırnağı, Korkunç Rexaur"
182,0x2898168D,"Rimeblood, Dire Rexaur","Givresang, le sinistre Rexaure","Reifblut, Düster-Rexaur","Rimeblood, Rexauro spaventoso","Escarchasangre, rexaurio terrible","Kırağıkan, Korkunç Rexaur"
183,0x2898168E,"Dreadstomp, Dire Rexaur","Martelmort, le sinistre Rexaure","Schreckenstrampler, Düster-Rexaur","Dreadstomp, Rexauro spaventoso","Terrorpisada, rexaurio terrible","Dehşet Ezici, Korkunç Rexaur"
184,0x2898168F,"Hatemaw, Dire Rexaur","Givrefiel, le sinistre Rexaure","Hassschlund, Düster-Rexaur","Hatemaw, Rexauro spaventoso","Bocaodio, rexaurio terrible","Nefret Çenesi, Korkunç Rexaur"
185,0x28A60AE0,Dunelord Crab,Crabe-seigneur des dunes,Dünenfürst-Krabbe,Granchio delle dune,Cangrejo señor de las dunas,Kum Lordu Yengeci
186,0x2A1EEC3D,Curious Obelisk,Étrange obélisque,Seltsamer Obelisk,Strano obelisco,Curioso obelisco,Esrarengiz Dikilitaş
187,0x2B030E45,Razor Devil,Diable tranchant,Messerteufel,Diavolo del rasoio,Diablo navaja,Jilet İblis
188,0x2B0E24A0,Nexus Portal,Portail de Nexus,Nexusportal,Portale di Nexus,Portal de Nexus,Nexus Geçidi
189,0x2B696106,Ancient Artifact,Artefact ancien,Altes Artefakt,Manufatto antico,Artefacto antiguo,Kadim Eser
190,0x2C317E4B,Winter Wolf Alpha,Chef de meute des neiges,Winterwolf-Anführer,Lupo invernale alfa,Lobo invernal alfa,Kış Kurdu Alfası
191,0x2C73F663,Locked Chest,Coffre verrouillé,Verschlossene Truhe,Forziere chiuso,Cofre cerrado,Kilitli Sandık
192,0x2C89A4B9,Spell Reaver,Psychomancien,Zauberplünderer,Scheletro magico,Esqueleto lanzahechizos,Büyü Yağmacısı
193,0x2D3046EA,Eckhardt,Eckhardt,Eckhardt,Eckhardt,Eckhardt,Eckhardt
194,0x2E01D414,Sovereign Skull,Crâne souverain,Herrscherschädel,Teschio supremo,Calavera soberana,Hükümdar Kafatası
195,0x2E08FFE0,Young Girl,Jeune fille,Kleines Mädchen,Ragazzina,Jovencita,Genç Kız
196,0x2F29971A,???,???,???,???,¿?,???
197,0x2F3062A5,Icefang Pack Leader,Chef de meute croc-blanc,Eisfang-Rudelführer,Lupo zanna gelida alfa,Líder de la manada colmillo de hielo,Buzdiş Sürü Lideri
198,0x2F6331C8,Sailor,Marin,Seemann,Marinaio,Marinero,Denizci
199,0x2FBE2F3B,Shambling Ghoul,Goule anarchique,Watschelnder Ghul,Ghoul dinoccolato,Necrófago desgarbado,Sendeleyen Gulyabani
200,0x2FC5412F,Activated Crystal,Cristal activé,Aktivierter Kristall,Cristallo attivato,Cristal activado,Etkinleşmiş Kristal
201,0x305374AC,Map of Ruins,Carte des ruines,Ruinenkarte,Mappa delle rovine,Mapa de ruinas,Harabeler Haritası
202,0x306B6C18,Ancient Statue,Statue ancienne,Alte Statue,Antica statua,Estatua antigua,Kadim Heykel
203,0x32059F14,Treant,Tréant,Treant,Treant,Trent,Treant
204,0x32361570,Snapper,Claquebec,Schnapper,Morditore,Tortuga,Isırgan
205,0x323926D2,Ashura of Terror,Asura de la terreur,Ashura des Schreckens,Ashura del terrore,Ashura del terror,Dehşetin Ashurası
206,0x3331D29A,Scorch Marks,Marques de brûlures,Brandspuren,Bruciature,Marcas de quemado,Yanık İzleri
207,0x333568F1,Goblin Farblaster,Canonnier gobelin,Goblin-Weitschütze,Goblin combattente a distanza,Goblin con cañón,Goblin Uzak Nişancısı
208,0x33C8B3AC,Locked Gate - Press {{0xE004}} to Use Key,Porte verrouillée : appuyez sur {{0xE004}} pour utiliser la clef.,"Versperrtes Tor - {{0xE004}} drücken, um Schlüssel zu benutzen",Cancello chiuso - Premi {{0xE004}} per usare la chiave,Puerta cerrada: pulsa {{0xE004}} para usar llave,Kilitli Kapı - Anahtarı kullanmak için {{0xE004}} tuşuna bas
209,0x33E059F4,Hedge Ghoul,Goule des fourrés,Stachelghul,Ghoul delle siepi,Necrófago de la floresta,Çalılık Gulyabani
210,0x346136EB,Ether Imp,Diablotin éthéré,Ätherkobold,Folletto etereo,Diablillo del éter,Eter Şeytancığı
211,0x3526E2E0,Blackfin,Lamenoir,Schwarzflosse,Pinnanera,Aleta Negra,Karayüzgeç
212,0x355104F2,Goblin Automatron,Automatron gobelin,Goblin-Automatron,Automatrone goblin,Automatrón goblin,Goblin Otomatronu
213,0x36ABE9D0,Beguiling Wisp,Feu follet captivant,Betörendes Irrlicht,Fuoco fatuo ingannevole,Fatuo cautivador,Baştan Çıkaran Işık Ruhu
214,0x37B0DB1F,Boneburst Skeleton,Squelette déchaîné,Knochenstaub-Skelett,Scheletro esplosivo,Esqueleto huesón,Kemikpatlatan İskelet
215,0x37BF11DE,Weakened Support Pillar,Pilier de soutien abîmé,Geschwächte Stützsäule,Pilastro di supporto indebolito,Pilar de apoyo debilitado,Zayıflamış Destek Sütunu
216,0x38FA1625,Taunting Wraith,Spectre amer,Hohngeist,Presenza insultante,Espectro burlesco,Alaycı Tayf
217,0x38FA3066,Thoughtful Nobleman,Noble pensif,Nachdenklicher Edelmann,Nobiluomo pensieroso,Noble pensativo,Düşünceli Soylu
218,0x39215438,Enraged Spitewing Gargoyle,Gargouille méprisaile enragée,Wütender Hassflügel-Gargyl,Gargoyle ala maligna infuriato,Gárgola alaodio enfurecida,Öfkeli Nefretkanat Gargoyle
219,0x39AF9EA5,Ashura of Fury,Asura de la fureur,Ashura der Raserei,Ashura della furia,Ashura de la furia,Öfkenin Ashurası
220,0x39AFB497,Goblin Shaman,Shaman gobelin,Goblin-Schamane,Goblin sciamano,Goblin chamán,Goblin Şamanı
221,0x3A69D318,Pilot-Major Biggs,Lieutenant Biggs,Pilot-Major Biggs,Capo timoniere Biggs,Navegante Biggs,Pilot-Binbaşı Biggs
222,0x3A90A176,Earth,Terre,Erde,Terra,Tierra,Toprak
223,0x3AABE0C4,Goblin Skirmisher,Escarmoucheur gobelin,Goblin-Plänkler,Goblin schermagliatore,Goblin escaramuzador,Goblin Akıncısı
224,0x3AC59C0E,Hydra,Hydre,Hydra,Idra,Hidra,Hidra
225,0x3AD70270,James,James,James,James,James,James
226,0x3B3443D9,Goblin Scavenger,Voleur gobelin,Goblin-Plünderer,Goblin predatore,Goblin carroñero,Goblin Yağmacısı
227,0x3B3F4509,Locked Gate,Porte verrouillée,Versperrtes Tor,Cancello chiuso,Puerta cerrada,Kilitli Kapı
228,0x3B4B4AE3,Rigel,Rigel,Rigel,Rigel,Rigel,Rigel
229,0x3B55BA41,Priscus the Artificer,Priscus le mécanicien,Priscus der Werkmeister,Priscus l'artificiere,Priscus el artificiero,Zanaatkâr Priscus
230,0x3B5C309B,Prince Solon,Prince Solon,Prinz Solon,Principe Solon,Príncipe Solon,Prens Solon
231,0x3B676916,Tibur Marauder,Maraudeur tiburien,Tibur-Marodeur,Tibur predone,Tibur merodeador,Tibur Yağmacısı
232,0x3B8E4E43,Water,Eau,Wasser,Acqua,Agua,Su
233,0x3B8FE3E0,Helmsman Wedge,"Wedge, le timonier",Steuermann Wedge,Timoniere Wedge,Timonel Wedge,Dümenci Wedge
234,0x3C26513F,Alchitect,Alchitecte,Alchitektin,Alchitect,Alquitecto,Alkimimar
235,0x3C34C211,Rexaur Terrorclaw,Rexaure Griffe-de-mort,Rexaur Schreckensklaue,Rexauro terrificante,Rexaurio garraterror,Rexaur Dehşetpençe
236,0x3D28A416,The key to Eckhardt's prison cage.,Clef de la cage d'Eckhardt.,Der Schlüssel für Eckhardts Gefängniskäfig.,La chiave per aprire la gabbia di Eckhardt,La llave de la prisión de Eckhardt.,Eckhardt'ın kafesinin anahtarı.
237,0x3D2D2010,Jailor Key,Clef du geôlier,Kerkermeister-Schlüssel,Chiave del carceriere,Llave del carcelero,Gardiyan Anahtarı
238,0x3DC56857,Shiverbone Skeleton,Squelette os-glacés,Zitterknochen-Skelett,Scheletro dei brividi,Esqueleto tembleque,Ürpertikemik İskelet
239,0x3E0BC981,Callous Wizard,Magicien insensible,Hartherziger Zauberer,Mago insensibile,Mago desaprensivo,Duygusuz Büyücü
240,0x3E6AAE39,Savvy Traveller,Voyageur futé,Gerissener Reisender,Viaggiatore saggio,Viajero espabilado,Tecrübeli Gezgin
241,0x3E7906C7,Tundra Wolf Alpha,Chef de meute de la toundra,Tundrawolf-Alpha,Lupo della tundra alfa,Lobo de la tundra alfa,Tundra Kurdu Alfası
242,0x3ED91D83,Haughty Noble Boy,Jeune noble hautain,Eingebildeter Adelsjunge,Ragazzo nobile orgoglioso,Chico noble arrogante,Kibirli Soylu Çocuk
243,0x3EFB6840,Energized Crystal,Cristal activé,Aufgeladener Kristall,Cristallo energizzato,Cristal energizado,Yüklü Kristal
244,0x3F4E543A,Torn Journal Page,Page de journal déchirée,Herausgerissene Tagebuchseite,Pagina di diario strappata,Página del diario,Yırtık Günlük Sayfası
245,0x40A5FFC7,"Saragar Maulskull, the Bandit King","Saragar Maulskull, le Roi brigand","Saragar Maulskull, der Banditenkönig","Saragar Maulskull, Re dei banditi","Saragar Craneopaliza, el Rey Bandido","Saragar Maulskull, Haydutlar Kralı"
246,0x410FF560,Icy Wraith,Spectre de glace,Eisiger Geist,Presenza ghiacciata,Espectro de hielo,Buz Tayfı
247,0x417C1676,Wyvern,Guivre,Wyvern,Viverna,Wivern,Wyvern
248,0x41A16AB4,Gargoyle Drone,Simple gargouille,Gargylen-Drohne,Gargoyle drone,Gárgola zángano,Gargoyle İşçisi
249,0x41C9DCF0,Mantid Slayer,Mante tueuse,Mantid-Schlächter,Mantide assassina,Mántido asesino,Mantid Katili
250,0x4267AD57,Vigilant Angel,Ange protecteur,Wachsamer Engel,Angelo vigilante,Ángel vigilante,Gözcü Melek
251,0x432738B9,Hellmouth,Dévorace,Höllenmund,Bocca infernale,Boca infernal,Cehennem Ağzı
252,0x435B73DC,Skeleton Warrior,Guerrier squelette,Skelett-Krieger,Scheletro guerriero,Esqueleto guerrero,İskelet Savaşçı
253,0x436137E6,Saber Devil,Diable des sabres,Säbelteufel,Diavolo della sciabola,Diablo sable,Pala İblisi
254,0x43D099CE,Enthusiastic Noble Boy,Jeune noble enthousiaste,Enthusiastischer Adelsjunge,Ragazzo nobile entusiasta,Chico noble entusiasta,Hevesli Soylu Çocuk
255,0x44969077,Luke's Assorted Accessories,Luke - Boutique d'accessoires,Lukes Ausrüstungsparadies,Accessori assortiti da Luke,Accesorios variados de Luke,Luke'un Aksesuar Çeşitleri
256,0x452B3B39,Living Weapon,Arme vivante,Lebende Waffe,Arma vivente,Arma viviente,Canlı Silah
257,0x4546422F,Fossil Sample,Échantillon fossilisé,Fossilienprobe,Campione di fossile,Ejemplo de fósil,Fosil Örneği
258,0x4551FD86,Use the tome,Utiliser le manuscrit,Folianten benutzen,Usa il tomo,Usar el libro,Kitabı kullan
259,0x457C5D93,Helljaw,Croquenfer,Höllenkiefer,Mascella infernale,Fauce infernal,Cehennem Çenesi
260,0x45AFD196,Love-struck Noblewoman,Noble amoureuse,Verliebte Adelige,Nobildonna innamorata,Noble enamorada,Âşık Soylu Kadın
261,0x471B5654,Spider Hatchling,Jeune araignée,Spinnenbrut,Piccolo di ragno,Cría de araña,Yavru Örümcek
262,0x47C33BF7,Magma Fiend,Démon du magma,Magma-Unhold,Spirito maligno di zolfo,Demonio de magma,Magma İblisi
263,0x480740F4,Null Imp,Diablotin du chaos,Null-Kobold,Folletto del nulla,Diablillo nulo,Hiçlik Şeytancığı
264,0x482050DD,Thanatos Fiend,Démon de Thanatos,Thanatos-Unhold,"Thanatos, spirito maligno",Demonio Thanatos,Thanatos İblisi
265,0x482050DE,Nox Fiend,Démon de Nyx,Nox-Unhold,"Nox, spirito maligno",Demonio Nox,Nox İblisi
266,0x482050DF,Erebus Fiend,Démon d'Érèbe,Erebus-Unhold,"Erebus, spirito maligno",Demonio Erebus,Erebus İblisi
267,0x482050E0,Moros Fiend,Démon de Moros,Moros-Unhold,"Moros, spirito maligno",Demonio Moros,Moros İblisi
268,0x482050E1,Nibel Fiend,Démon de Nibelheim,Nibel-Unhold,"Nibel, spirito maligno",Demonio Nibel,Nibel İblisi
269,0x482050E2,Cocytus Fiend,Démon du Cocyte,Cocytus-Unhold,"Cocytus, spirito maligno",Demonio Cocito,Cocytus İblisi
270,0x482050E3,Stygian Fiend,Démon du Styx,Stygischer Unhold,"Stygian, spirito maligno",Demonio Estigio,Styx İblisi
271,0x482050E4,Phlegethon Fiend,Démon du Phlégéthon,Phlegethon-Unhold,"Phlegethon, spirito maligno",Demonio Flegethon,Phlegethon İblisi
272,0x482050E5,Lethen Fiend,Démon du Léthé,Lethen-Unhold,"Lethen, spirito maligno",Demonio Lethen,Lethe İblisi
273,0x482050E6,Acheron Fiend,Démon de l'Achéron,Acheron-Unhold,"Acheron, spirito maligno",Demonio Aqueronte,Acheron İblisi
274,0x482050FC,Nerus Fiend,Démon de Nérée,Nerus-Unhold,"Nerus, spirito maligno",Demonio Nerus,Nerus İblisi
275,0x482050FD,Geddon Fiend,Démon de Gédéon,Geddon-Unhold,"Geddon, spirito maligno",Demonio Geddon,Geddon İblisi
276,0x482050FE,Abydon Fiend,Démon d'Abydon,Abydon-Unhold,"Abydon, spirito maligno",Demonio Abydon,Abydon İblisi
277,0x49F7B09E,Horror Ghoul,Goule de l'horreur,Schreckensghul,Ghoul dell'orrore,Necrófago horrible,Dehşet Gulyabanisi
278,0x4A001B3F,Beguiling Wisp,Feu follet captivant,Betörendes Irrlicht,Fuoco fatuo ingannevole,Fatuo cautivador,Baştan Çıkaran Işık Ruhu
279,0x4A3565D7,Goblin Trailblazer,Pyromane gobelin,Goblin-Pionier,Goblin pioniere,Goblin pionero,Goblin Öncüsü
280,0x4A3B6121,Goblin Technology,Technologie des Gobelins,Goblin-Technologie,Tecnologia dei Goblin,Tecnología goblin,Goblin Teknolojisi
281,0x4B503647,Gargoyle Warlord,Seigneur de guerre gargouille,Gargylen-Kriegsherr,Gargoyle signore della guerra,Gárgola señor de la guerra,Gargoyle Savaş Lordu
282,0x4B715E47,Ponderous Common Man,Citoyen sérieux,Behäbiger Mann,Uomo comune riflessivo,Hombre reflexivo,Ağırbaşlı Halktan Adam
283,0x4C317E39,Sawtooth Tibur,Tiburien dents-de-scie,Sägezahn-Tibur,Tibur dente di sega,Tibur dientes de sierra,Testere Dişli Tibur
284,0x4C8A029F,Hippode Guardian,Gardien hippode,Hippoden-Wächter,Guardiano ippodonte,Guardián Hippode,Hippode Koruyucusu
285,0x4CA2566D,Daggerbeak Snapper,Claquebec tranchant,Dolchschnabel-Schnapper,Morditore beccopugnale,Tortuga pico de daga,Hançergaga Isırgan
286,0x4CAA4AD1,Avalanche Golem,Golem des avalanches,Lawinengolem,Golem valanga,Gólem avalancha,Çığ Golemi
287,0x4CB9083A,Spitewing Gargoyle,Gargouille méprisaile,Hassflügel-Gargyl,Gargoyle ala maligna,Gárgola alaodio,Nefretkanat Gargoyle
288,0x4CBFB0DE,Battleroot Treant,Tréant guerrier,Kampfwurzel Treant,Treant della battaglia,Trent de batalla,Savaşkök Treant
289,0x4CFA636A,Legally 'Acquired' Ancient Statue,"Statue ancienne légalement ""acquise""","Legal ""erworbene"" alte Statue","Statua antica ""ottenuta"" legalmente",Estatua antigua legalmente adquirida,"Yasal Yoldan ""Edinilmiş"" Kadim Heykel"
290,0x4D861113,Hardened Nobleman,Noble endurci,Hartgesottener Adeliger,Nobiluomo temprato,Noble endurecido,Çetin Soylu
291,0x4D864E34,Webscyther,Faucharantèle,Netzsenser,Falciatele,Guadañatela,Ağtırpan
292,0x4D899E96,Webdancer,Dansarantèle,Netztänzer,Ballatele,Bailatelas,Ağdansçısı
293,0x4E658E6E,Ickthid Scavenger,Charognard poissard,Ickthid-Plünderer,Ickthide predatore,Ickthid carroñero,Ickthid Yağmacısı
294,0x4E692E01,Ruin Wisp,Feu follet de Ruin,Ruin-Irrlicht,Fuoco fatuo della rovina,Fatuo de la Ruina,Yıkım Işık Ruhu
295,0x4EA010B8,Tibur Hornblower,Corniste tiburien,Tibur-Hornbläser,Tibur soffiacorno,Tibur corneta,Tibur Borazancısı
296,0x4F1AC016,Telescope,Télescope,Teleskop,Telescopio,Telescopio,Teleskop
297,0x4F2BADB4,Adrian,Adrian,Adrian,Adrian,Adrian,Adrian
298,0x4F3B5CEC,Fironel,Fironelle,Fironel,Fironel,Fironel,Fironel
299,0x4F5C1BB3,Mantid Annhilator,Mante annihilatrice,Mantid-Vernichter,Mantide annichilatrice,Mántido aniquilador,Mantid Yok Edici
300,0x505B5D33,Ashura of Ire,Asura de l'ire,Ashura des Zorns,Ashura dell'ira,Ashura de la ira,Gazabın Ashurası
301,0x5085A962,Summoning Circle,Cercle d'invocation,Beschwörungskreis,Cerchio dell'evocazione,Círculo invocador,Çağırma Çemberi
302,0x51C333A1,Hidden Key,Clef cachée,Versteckter Schlüssel,Chiave nascosta,Llave oculta,Gizli Anahtar
303,0x51F14163,Book: Fauna of the Elder Forest,Livre : Faune de la Forêt ancestrale,Buch: Fauna des Ältestenwaldes,Libro: Fauna della Foresta degli Antichi,Libro: Fauna del Bosque Antiguo,Kitap: Kadim Orman Faunası
304,0x51F14164,Guide: The Dead Kingdom of Salvera,Guide : Le Royaume de Salvéra,Führer: Das tote Königreich Salvera,Guida: Il regno dei morti di Salvera,Guía: El reino muerto de Salvera,Rehber: Salvera'nın Ölü Krallığı
305,0x51F14165,Guide: The Frost Reaches,Guide : Les Domaines de glace,Führer: Die Frostweiten,Guida: Le Vette gelide,Guía: La Extensión Helada,Rehber: Ayaz Diyarları
306,0x51F14166,Book: The Ruins of Veil,Livre : Les Ruines de Veil,Buch: Die Ruinen von Veil,Libro: Le rovine del Velo,Libro: Las ruinas del Velo,Kitap: Veil Harabeleri
307,0x51F14167,"Guide: Nexus, City of Sorcery","Guide : Nexus, cité de la sorcellerie","Führer: Nexus, Stadt der Zauberei","Guida: Nexus, città della magia","Guía: Nexus, ciudad de la hechicería","Rehber: Nexus, Büyücülük Şehri"
308,0x51F14168,"Guide: Ashthrone, City of Cinders","Guide : Cendreval, cité des cendres","Führer: Aschenthron, Stadt der Schlacke","Guida: Ashthrone, città delle ceneri","Guía: Tronoceniza, ciudad de las cenizas","Rehber: Ashthrone, Kül Şehri"
309,0x51F14169,"Guide: Requiem, City of Secrets","Guide : Requiem, cité des secrets","Führer: Requiem, Stadt der Geheimnisse","Guida: Requiem, città dei segreti","Guía: Requiem, ciudad de los secretos","Rehber: Requiem, Sırlar Şehri"
310,0x51F1416A,"Guide: Sanctum, City of Swords","Guide : Sanctum, cité des épées","Führer: Sanctum, Stadt der Schwerter","Guida: Sanctum, città delle spade","Guía: Sanctum, ciudad de las espadas","Rehber: Sanctum, Kılıçlar Şehri"
311,0x51F1416B,"Guide: Dwelling, City of the Steppes","Guide : Khan, cité des steppes","Führer: Dwelling, Stadt der Steppen","Guida: Dwelling, città delle steppe","Guía: Morada, ciudad de las estepas","Rehber: Dwelling, Bozkır Şehri"
312,0x51F14181,"Guide: Nocturne, City of Song","Guide : Nocturne, cité du chant","Führer: Nocturne, Stadt der Lieder","Guida: Nocturne, città della melodia","Guía: Nocturna, ciudad de las canciones","Rehber: Nocturne, Ezgiler Şehri"
313,0x51F14182,"Guide: Deephaven, City of Stone","Guide : Hypogée, cité de pierre","Führer: Tiefhafen, Stadt des Steins","Guida: Deephaven, città della pietra","Guía: Refugio Profundo, ciudad de piedra","Rehber: Deephaven, Taş Şehri"
314,0x51F14183,Book: The History of The Leomar,Livre : Histoire des Léomars,Buch: Die Geschichte der Leomar,Libro: La storia dei Leomar,Libro: La historia de los leomars,Kitap: Leomarların Tarihi
315,0x51F14184,Book: The History of The Elves,Livre : Histoire des Elfes,Buch: Die Geschichte der Elfen,Libro: La storia degli Elfi,Libro: La historia de los elfos,Kitap: Elflerin Tarihi
316,0x51F14185,Book: The History of The Tibur,Livre : Histoire des Tiburiens,Buch: Die Geschichte der Tibur,Libro: La storia dei Tibur,Libro: La historia de los tiburs,Kitap: Tiburların Tarihi
317,0x51F14186,Book: The History of The Ickthids,Livre : Histoire des Poissards,Buch: Die Geschichte der Ickthids,Libro: La storia degli Ickthidi,Libro: La historia de los ickthids,Kitap: Ickthidlerin Tarihi
318,0x51F14187,Book: The History of The Savages,Livre : Histoire des Sauvages,Buch: Die Geschichte der Barbaren,Libro: La storia dei Selvaggi,Libro: La historia de los salvajes,Kitap: Vahşilerin Tarihi
319,0x51F14188,Book: The History of The Goblins,Livre : Histoire des Gobelins,Buch: Die Geschichte der Goblins,Libro: La storia dei Goblin,Libro: La historia de los goblins,Kitap: Goblinlerin Tarihi
320,0x51F14189,Tome: Mages and Alchitects,Grimoire : Mages et Alchitectes,Foliant: Magier und Alchitekten,Tomo: Maghi e Alchitect,Libro: Magos y alquitectos,Kitap: Büyücüler ve Alkimimarlar
321,0x51F1418A,Manual: Guns - Relics of the Past,Manuel : Armes à feu,Handbuch: Schusswaffen,Manuale: Armi - Reliquie del passato,"Manual: Pistolas, reliquias del pasado",Kılavuz: Silahlar - Geçmişin Kalıntıları
322,0x51F141A0,Tome: The Mystery of the Ruinlords,Grimoire : Seigneurs de Ruin,Foliant: Das Geheimnis der Ruinlords,Tomo: Il mistero dei Signori della rovina,Libro: El misterio de los Señores de la Ruina,Kitap: Yıkım Lordlarının Gizemi
323,0x51F141A1,Tome: Echoes of the War of Ruin,Grimoire : Guerre de Ruin,Foliant: Echos des Untergangskrieges,Tomo: Eco della Guerra della rovina,Libro: Ecos de la Guerra de la Ruina,Kitap: Yıkım Savaşı’nın Yankıları
324,0x51F141A2,Book: The Pirates of the Southern Seas,Livre : Pirates des mers du sud,Buch: Die Piraten der südlichen See,Libro: I pirati dei mari del sud,Libro: Los piratas del mar del sur,Kitap: Güney Denizlerinin Korsanları
325,0x51F141A3,Tome: The Soul Void,Grimoire : Le Néant des âmes,Foliant: Das Nichts,Tomo: Il Vuoto dell'anima,Libro: Vacío de las Almas,Kitap: Ruh Boşluğu
326,0x51F141A4,Guide: Dangers of the Void,Guide : Les Dangers du Néant,Führer: Gefahren des Nichts,Guida: Pericoli del Vuoto,Guía: Peligros del Vacío,Rehber: Boşluğun Tehlikeleri
327,0x52F46955,Lord Demon,Seigneur démon,Dämonenlord,Signore dei demoni,Señor demonio,İblis Lordu
328,0x53061C8B,Revenant Wraith,Spectre revenant,Wiedergänger-Geist,Presenza ritornante,Espectro aparecido,Dirilmiş Tayf
329,0x5354229F,Spectre Root,Racine spectrale,Schemenwurzel,Radice spettrale,Raíz espectral,Hayalet Kök
330,0x53890B5A,Lagoon Crab,Crabe des lagunes,Lagunenkrabbe,Granchio della laguna,Cangrejo del lago,Lagün Yengeci
331,0x53E4A6D6,Sentry Angel,Ange sentinelle,Wachengel,Angelo sentinella,Ángel centinela,Nöbetçi Melek
332,0x540F2BD1,Scribbled Notes,Notes griffonnées,Gekritzelte Notizen,Appunti scarabocchiati,Notas garabateadas,Karalanmış Notlar
333,0x5431A3D1,Lightly Damaged Catalyst,Catalyseur légèrement endommagé,Leicht beschädigter Katalysator,Catalizzatore lievemente danneggiato,Catalizador ligeramente dañado,Hafif Hasarlı Katalizör
334,0x5431A3D2,Damaged Catalyst,Catalyseur endommagé,Beschädigter Katalysator,Catalizzatore danneggiato,Catalizador dañado,Hasarlı Katalizör
335,0x5431A3D3,Severely Damaged Catalyst,Catalyseur très endommagé,Stark beschädigter Katalysator,Catalizzatore gravemente danneggiato,Catalizador gravemente dañado,Ağır Hasarlı Katalizör
336,0x5431A3D4,Unstable Catalyst,Catalyseur instable,Instabiler Katalysator,Catalizzatore instabile,Catalizador inestable,Kararsız Katalizör
337,0x5448BEE2,Smug Common Man,Citoyen suffisant,Blasierter Mann,Uomo comune compiaciuto,Hombre petulante,Kendini Beğenmiş Halktan Adam
338,0x5496D15F,Hedge Ghoul,Goule des fourrés,Stachelghul,Ghoul delle siepi,Necrófago de la floresta,Çalılık Gulyabani
339,0x54CDB7A1,Nervous Nobleman,Noble nerveux,Nervöser Adeliger,Nobiluomo nervoso,Noble nervioso,Gergin Soylu
340,0x551055C8,Ancient Statue,Statue ancienne,Alte Statue,Antica statua,Estatua antigua,Kadim Heykel
341,0x56BCD846,Cursed Vision,Vision maudite,Verfluchte Vision,Vista maledetta,Visión maldita,Lanetli Görü
342,0x571D4040,Miserly Merchant,Marchand avare,Geiziger Händler,Mercante avaro,Mercante tacaño,Cimri Tüccar
343,0x579BBEE9,Silverback Wendigo,Yéti à dos argenté,Silberrücken-Yeti,Yeti dal dorso argenteo,Yeti de espalda plateada,Gümüşsırt Yeti
344,0x57C4C62D,Gargoyle Bolter,Tirailleur gargouille,Gargylen-Durchgänger,Gargoyle dardeggiante,Gárgola disparadora,Gargoyle Nişancısı
345,0x57D1D506,Ashura of Rage,Asura de la colère,Ashura der Rage,Ashura della furia,Ashura de la cólera,Hiddetin Ashurası
346,0x5842AD02,Primal Pathfinder,Baroudeur archéen,Ur-Pfadfinder,Primeva esploratore,Primario rastreador,Kadim İzci
347,0x59136BE5,Scourging Angel,Ange flagelleur,Geißelnder Engel,Angelo flagellante,Ángel castigador,Kırbaçlayan Melek
348,0x59D049BC,Blackfin,Lamenoir,Schwarzflosse,Pinnanera,Aleta Negra,Karayüzgeç
349,0x59E618FE,Remy's Gunslinger Emporium,Rémy - Bazar des Pistoleros,Remys Revolverhelden-Bedarf,Emporio del Pistolero di Remy,Emporio de pistolero de Remy,Remy'nin Silahşor Dükkânı
350,0x5A59DDAF,Gnawing Skeleton,Squelette ruminant,Quälendes Skelett,Scheletro digrignante,Esqueleto mordedor,Kemiren İskelet
351,0x5AD3CC2B,Shadow of Dread,Ombre de l'effroi,Todesschatten,Ombra del terrore,Sombra del terror,Dehşetin Gölgesi
352,0x5B7C9A88,Bull Hippode,Hippode-taureau,Hippoden-Bulle,Ippodonte-toro,Hippode toro,Boğa Hippode
353,0x5BBA8BDF,Obsessive Noblewoman,Noble obsessionnelle,Besessene Adelige,Nobildonna ossessiva,Noble obsesiva,Takıntılı Soylu Kadın
354,0x5BBF6187,Sword Devil,Diable aux épées,Schwertteufel,Diavolo della spada,Diablo espada,Kılıç İblisi
