index,id,en,fr,de,it,es,tr
561,0x47DBFE56,"Unlikely. The Ruinscars are enormously powerful. I suspect they will outlast both of us, $Player_Class$.","J'en doute fortement. Les Failles de Ruin sont des sources d'énergie presque inépuisables. Nous aurons sûrement tous deux disparu avant qu'elles n'aient tari, $Player_Class$.","Wohl kaum. Die Ruinennarben sind überaus mächtig. Ich denke, sie werden uns beide überleben, $Player_Class$.","È difficile. Le Cicatrici della rovina hanno un potere incredibile. Ho il sospetto che durerà più a lungo di noi due, $Player_Class$.","Es poco probable. Las ruinabrechas tienen un poder tremendo. Creo que nos sobrevivirán a los dos, $Player_Class$.","Sanmıyorum. Yıkım Yaraları muazzam güçlüdür. İkimizden de uzun yaşayacaklarına eminim, $Player_Class$."
562,0x47F59F1A,The ground beneath you begins to stir. You have a feeling the incantation was incorrect.,Le sol commence à trembler sous vos pieds. Il semblerait que vous n'ayez pas prononcé la bonne incantation...,Der Boden unter deinen Füßen beginnt zu beben. Offenbar war die Zauberformel nicht ganz richtig.,Comincia a tremarti la terra sotto i piedi. Hai la sensazione di aver sbagliato incantesimo.,El suelo bajo tus pies comienza a agitarse. Tienes la sensación de que el hechizo no ha funcionado.,Ayağının altındaki toprak kıpırdamaya başlıyor. Büyü sözünü yanlış söylediğin hissine kapılıyorsun.
563,0x482BF345,You'll know when you break the right amount. The primals will not tolerate such an act for long.,Vous le saurez bien assez tôt : les Archéens ne supporteront pas longtemps une telle provocation.,"Ihr werdet merken, wann Ihr genug zerschlagen habt. Die Urbestien werden nicht lange untätig bleiben.",Lo scoprirai. Le primeve non tollereranno a lungo un simile scempio.,Lo sabrás cuando rompas las suficientes. Los primarios no tolerarán eso mucho tiempo.,Doğru miktarı kırınca anlarsın. Kadimler buna uzun süre tahammül etmeyecektir.
564,0x482BF346,"Michadele's prison will appear—a #0x98B7D4FF#primal matriarch#PREVIOUS#, determined to protect her nest. A challenging foe.","La gardienne de Michadèle apparaîtra alors, une #0x98B7D4FF#Matriarche archéenne#PREVIOUS#, bien déterminée à protéger son nid. Attendez-vous à un combat difficile.","Michadeles Gefängnis wird kommen, um das Nest zu verteidigen ... eine #0x98B7D4FF#Urbestien-Matriarchin#PREVIOUS# ... eine starke Gegnerin.","La creatura nella quale è imprigionata Michadele apparirà... una #0x98B7D4FF#matriarca primeva#PREVIOUS#, determinata a proteggere il suo nido. Un nemico agguerrito.",Aparecerá la prisión de Michadele: una #0x98B7D4FF#primaria matriarca#PREVIOUS# que saldrá a proteger su nido. Será una peligrosa enemiga.,Michadele'nin hapishanesi ortaya çıkacak: yuvasını korumaya kararlı bir #0x98B7D4FF#kadim ana#PREVIOUS#. Zorlu bir düşman.
565,0x483B0BC4,"You are not insane! I once was a man—a powerful psychic! But I stumbled across the #0x98B7D4FF#Krakenspawn#PREVIOUS#! Help me, friend, and I will help you!",Votre tête va très bien ! J'étais jadis un puissant télépathe ! Mais j'ai un jour croisé la route des #0x98B7D4FF#Krakenards#PREVIOUS# ! Aidez-moi et je vous aiderai moi aussi !,"Ihr seid nicht verrückt! Einst war ich ein Mensch ... ein mächtiger Hellseher! Bis ich über diese #0x98B7D4FF#Krakenbrut#PREVIOUS# stolperte. Helft mir, dann helfe ich Euch.",Non stai impazzendo! Una volta ero un uomo... un potente psichico! Poi mi sono imbattuto nei #0x98B7D4FF#Krakeniani#PREVIOUS#! Aiutami e in cambio ti darò una mano!,"¡No estás perdiendo la razón! Antaño yo era humano, ¡un poderoso telépata! Pero me topé con los #0x98B7D4FF#krakenianos#PREVIOUS#, ¡Ayúdame y te ayudaré!","Deli değilsin! Ben bir zamanlar insandım, güçlü bir medyum! Ama #0x98B7D4FF#Krakenli#PREVIOUS# ile karşılaştım! Bana yardım et dostum, ben de sana yardım edeceğim!"
566,0x4846ADB8,"Thanks again, hero—your shining example will be well replicated in our test subject!",Merci encore. Vous êtes un vrai modèle de bravoure et notre prototype saura vous rendre justice !,Danke noch einmal. Unser Testsubjekt wird Eurem strahlenden Beispiel folgen.,Grazie ancora... applicheremo il tuo brillante esempio al nostro prototipo!,Gracias de nuevo. ¡Tu brillante ejemplo se replicará bien en nuestro sujeto de pruebas!,"Tekrar teşekkürler, kahraman. Parlak örneğin deneğimizde başarıyla kopyalanacak!"
567,0x485459D7,Fironel will not wait. Speak quickly.,Fironelle n'attendra pas bien longtemps. Dépêchez-vous d'en finir.,Fironel wird nicht warten. Sprecht schnell.,Fa' in fretta. Fironel non aspetterà.,Fironel no esperará. Habla rápido.,Fironel beklemez. Çabuk konuş.
568,0x485DCE63,I'm working on it. The forest is a big place.,"J'y travaille, mais la forêt est vaste...",Ich arbeite daran. Der Wald ist groß.,Ci sto lavorando. La foresta è un posto enorme.,Estoy en ello. El bosque es enorme.,Üzerinde çalışıyorum. Orman büyük bir yer.
569,0x485DCE64,I'm doing my best.,Je fais de mon mieux.,"Ich tue, was ich kann.",Sto facendo del mio meglio.,Hago lo que puedo.,Elimden geleni yapıyorum.
570,0x48EF205E,"I hear you, but I am engaged in other tasks. I'm sorry.","J'entends bien, mais j'ai déjà d'autres engagements.","Verstehe, aber leider habe ich gerade andere Pflichten. Tut mir leid.","Mi dispiace, ma ho già altri impegni.","Ya, pero es que tengo otras cosas que hacer. Lo siento.",Seni duyuyorum ama başka görevlerle uğraşıyorum. Üzgünüm.
571,0x49117027,"As the skull is lifted, it starts to tremble. The air begins to stir, and an eerie blue glow seeps forth from beneath the swampy waters.","En saisissant le crâne, vous remarquez qu'il se met à vibrer. Vous ressentez une certaine agitation dans l'air et une mystérieuse lueur bleue se diffuse au fond des eaux marécageuses.","Als du den Schädel hochhebst, beginnt er zu zittern. Die Luft gerät in Bewegung und ein unheimliches blaues Leuchten steigt aus den Tümpeln empor.","Non appena prendi il teschio, questo comincia a tremare. L'aria si fa pesante e noti uno strano bagliore proveniente da sotto le acque melmose.","Cuando levantas la calavera, comienza a temblar. El aire empieza a agitarse y un espeluznante resplandor azul se filtra por entre las aguas cenagosas.",Kafatasını kaldırınca titremeye başlıyor. Hava hareketleniyor ve bataklık suyunun altından ürpertici mavi bir parıltı sızıyor.
572,0x4949F113,"I've created a spell. I haven't actually tried it myself, but I'm almost positive it'll work. In fact, you'll be the first person to use it!","J'ai inventé un nouveau sort. Je ne l'ai pas encore vraiment essayé, mais je suis presque sûr qu'il va fonctionner. En fait, c'est vous qui allez l'étrenner !","Ich habe einen Zauber entwickelt. Ich habe ihn zwar noch nicht ausprobiert, aber ich bin mir recht sicher, dass er funktioniert. Ihr wärt die erste Person, die ihn wirkt.","Ho creato un incantesimo. Devo ancora provarlo, ma sono convinto che funzionerà. In effetti, tu sei la prima persona che lo usa!","He creado un hechizo. No lo he probado todavía, pero estoy seguro de que funcionará. ¡De hecho, serás la primera persona que lo use!",Bir büyü yaptım. Kendim hiç denemedim ama işe yarayacağından neredeyse eminim. Hatta onu kullanan ilk kişi sen olacaksın!
573,0x4964E34C,"No! A good scientist never interferes with the experiment! Or something. Don't worry, #0x98B7D4FF#you can fight back#PREVIOUS#, but if you kill all of them, it'll be tough to get results! Try #0x98B7D4FF#staying on the defensive#PREVIOUS#!","Sûrement pas ! Un vrai scientifique n'interfère jamais dans ses propres expériences ! ...ou quelque chose du genre. Rassurez-vous, #0x98B7D4FF#vous pouvez riposter#PREVIOUS#, mais si vous les tuez tous, on n'y arrivera jamais... Essayez de #0x98B7D4FF#rester en position de défense#PREVIOUS# !","Nein! Ein guter Wissenschaftler greift nie in das Experiment ein. Oder so. Keine Sorge, #0x98B7D4FF#Ihr dürft Euch wehren#PREVIOUS#, aber wenn Ihr sie alle tötet, wird es schwierig, Ergebnisse zu erhalten! Versucht #0x98B7D4FF#in der Defensive zu bleiben#PREVIOUS#!","No! Un bravo scienziato non interferisce mai con l'esperimento! Non preoccuparti, #0x98B7D4FF#puoi difenderti#PREVIOUS#, basta che non li uccidi tutti, altrimenti sarà difficile ottenere dei risultati! Prova a #0x98B7D4FF#rimanere sulla difensiva#PREVIOUS#!","¡No! ¡Un buen científico nunca interfiere! O algo así. No te preocupes, #0x98B7D4FF#puedes defenderte#PREVIOUS#, ¡pero si los matas a todos, será difícil conseguir los resultados! ¡Trata de #0x98B7D4FF#matarlos a la defensiva#PREVIOUS#!","Hayır! İyi bilim insanı deneye müdahale etmez! Ya da öyle bir şey. Merak etme, #0x98B7D4FF#karşılık verebilirsin#PREVIOUS#, ama hepsini öldürürsen sonuç almak zorlaşır! #0x98B7D4FF#Savunmada kalmaya#PREVIOUS# çalış!"
574,0x4964E34D,Just stick these little diodes...here...here...and here! You're ready! Get out there and get beat on!,Je n'ai plus qu'à mettre ces petits capteurs ici... ici... et ici ! Et c'est parti : que le spectacle commence !,"Befestigt diese kleinen Dioden ... hier ... hier ... und hier! Ihr seid bereit! Zeigt ihnen, was eine Harke ist.","Mettiti questi piccoli sensori qui... qui...e qui! Bene, ora vai là fuori e lasciati colpire!",Tan solo ponte estos diodos aquí... aquí... ¡y aquí! ¡Ya está! ¡Sal ahí fuera a que te zurren bien!,Şu küçük diyotları… buraya… buraya… bir de buraya takalım! Hazırsın! Hadi çık ve biraz dayak ye!
575,0x49651855,"Welcome, hero, and thanks for helping us out! There's the #0x98B7D4FF#wolves#PREVIOUS#—go let 'em knock you around for a bit. I'll #0x98B7D4FF#whistle when you're all done#PREVIOUS#!",Bienvenue et merci d'avoir accepté de nous aider ! Les #0x98B7D4FF#Loups#PREVIOUS# sont juste ici. Laissez-les vous mettre une bonne raclée. Je #0x98B7D4FF#sifflerai un coup#PREVIOUS# quand vous pourrez arrêter !,"Willkommen, und danke für Eure Hilfe. Da sind die #0x98B7D4FF#Wölfe#PREVIOUS#. Lasst Euch ein bisschen von ihnen bearbeiten. Ich #0x98B7D4FF#pfeife, wenn es reicht#PREVIOUS#!",Lieto di vederti e grazie per aver accettato di aiutarci! Va' dai #0x98B7D4FF#lupi#PREVIOUS# e lasciati colpire per un po'. Ti farò un #0x98B7D4FF#fischio quando basta#PREVIOUS#!,"Te doy la bienvenida, ¡y gracias por ayudarnos! Ahí están los #0x98B7D4FF#lobos#PREVIOUS#. Ve y deja que te den unos mordiscos. ¡Te #0x98B7D4FF#silbaré cuando hayas acabado#PREVIOUS#!","Hoş geldin, kahraman, yardımın için sağ ol! İşte #0x98B7D4FF#kurtlar#PREVIOUS#; git, biraz seni hırpalasınlar. İşin bitince #0x98B7D4FF#ıslık çalacağım#PREVIOUS#!"
576,0x49ACFEFB,Have you located Katrina? Please be quick!,"Avez-vous retrouvé Katrina ? Je vous en prie, faites vite !",Habt Ihr Katrina gefunden? Bitte beeilt Euch!,"Hai trovato Katrina? Fa' presto, ti prego!",¿Has encontrado a Katrina? ¡Date prisa!,Katrina'yı buldun mu? Lütfen acele et!
577,0x49C444B7,"$Player_Class$, will you spare a moment? I have an idea!","$Player_Class$, vous avez un instant ? J'ai une idée !","$Player_Class$, habt Ihr kurz Zeit? Mir ist etwas eingefallen!","$Player_Class$, hai un attimo? Mi è venuta un'idea!","$Player_Class$, ¿tienes un momento? ¡Tengo una idea!","$Player_Class$, bir dakikan var mı? Bir fikrim var!"
578,0x4A17163B,"Thank you, $PlayerName$. The undead have settled slightly. It should be easier for us to calm them now.","Merci, $PlayerName$. Les Morts-vivants semblent s'être apaisés. Nous devrions avoir moins de difficultés à les contenir désormais.","Vielen Dank, $PlayerName$. Die Untoten haben sich etwas beruhigt. Es dürfte jetzt leichter sein, sie zu besänftigen.","Grazie, $PlayerName$. I non morti si sono placati un po'. Ora dovrebbe essere più semplice tenerli sotto controllo.","Gracias, $PlayerName$. Los no muertos se han tranquilizado un poco. Ahora nos debería ser más fácil controlarlos.","Teşekkürler, $PlayerName$. Hortlaklar biraz sakinleşti. Artık onları yatıştırmamız daha kolay olmalı."
579,0x4A29E35C,I'll keep looking.,Je vais continuer à chercher.,Ich suche noch.,Continuerò a cercare.,Seguiré buscando.,Aramaya devam edeceğim.
580,0x4A37F72D,"If what Fironel says is true, then Michadele must be trapped in one of the primals! But I'm certain that no matter what magic Fironel has used, you can lure Michadele into a fight. Try smashing the #0x98B7D4FF#skulls#PREVIOUS# found in the #0x98B7D4FF#primals' nest#PREVIOUS#.","Si Fironelle dit vrai, Michadèle est emprisonnée dans le corps d'un Archéen ! Mais vous devriez pouvoir la provoquer. Essayez de briser les #0x98B7D4FF#crânes#PREVIOUS# qui jonchent le #0x98B7D4FF#nid des Archéens#PREVIOUS#.","Wenn Fironel die Wahrheit sagt, muss Michadele in einer der Urbestien gefangen sein! Aber ich bin sicher, dass Ihr Michadele zu einem Kampf verleiten könnt. Zerschlagt die #0x98B7D4FF#Schädel#PREVIOUS# im #0x98B7D4FF#Nest der Urbestien#PREVIOUS#.","Se quello che dice Fironel è vero, allora Michadele deve essere imprigionata in una delle primeve! Sono sicura che puoi sfidarla in combattimento. Prova a distruggere i #0x98B7D4FF#teschi#PREVIOUS# nel #0x98B7D4FF#nido delle primeve#PREVIOUS#.","¡Si lo que Fironel dice es cierto, entonces Michadele debe de estar atrapada en uno de los primarios! Pero puedes obligar a Michadele a salir y pelear. Prueba a romper las #0x98B7D4FF#calaveras#PREVIOUS# que hay en el #0x98B7D4FF#nido de los primarios#PREVIOUS#.",Fironel doğru söylüyorsa Michadele kadimlerden birine hapsolmuş olmalı! Ama Fironel hangi büyüyü kullanmış olursa olsun Michadele'yi dövüşe çekebileceğine eminim. #0x98B7D4FF#Kadimlerin yuvasındaki#PREVIOUS# #0x98B7D4FF#kafataslarını#PREVIOUS# parçalamayı dene.
581,0x4A3CEB0A,I must depart for now.,Je dois m'absenter pour le moment.,Ich muss jetzt gehen.,Ora devo andare.,Tengo que irme.,Şimdilik ayrılmalıyım.
582,0x4A63BEE7,"The lab seems to hold no further clues, but you still have no idea where Eckhardt has gone to. As you ponder this, a loud scream of pain rings out from #0x98B7D4FF#the depths of the caves#PREVIOUS#. Could it have been him?","Le laboratoire ne semble pas contenir d'autres indices, mais vous n'avez toujours aucune idée de l'endroit où Eckhardt peut se trouver. Alors que vous vous rendez à cette évidence, vous entendez un hurlement de douleur provenant des #0x98B7D4FF#profondeurs de la grotte#PREVIOUS#. Pourrait-il s'agir d'Eckhardt ?","Du findest im Labor keine weiteren Hinweise und keine Spur zu Eckhardts Aufenthaltsort. Während du darüber nachgrübelst, hörst du einen lauten Schmerzensschrei aus #0x98B7D4FF#den Tiefen der Höhle#PREVIOUS#. Könnte er das gewesen sein?","Il laboratorio sembra non contenere ulteriori indizi su ciò che è successo a Eckhardt. Mentre rifletti, avverti un forte urlo di dolore proveniente dalle #0x98B7D4FF#profondità delle caverne#PREVIOUS#. Possibile che sia lui?","Parece que en el laboratorio no hay más pruebas, pero todavía no sabes dónde se ha metido Eckhardt. Mientras reflexionas al respecto, se oye un grito de dolor desde #0x98B7D4FF#las profundidades de las cuevas#PREVIOUS#. ¿Será él?",Laboratuvarda başka ipucu görünmüyor ama Eckhardt'ın nereye gittiğini hâlâ bilmiyorsun. Bunu düşünürken #0x98B7D4FF#mağaraların derinliklerinden#PREVIOUS# acı dolu bir çığlık yankılanıyor. O olabilir mi?
583,0x4AE8BB59,"Hey, adventurer! I need your help again, if you can spare it.","Hé ! Si vous avez un peu de temps à m'accorder, j'aurais à nouveau besoin de votre aide.","He, Ihr da! Ich könnte noch einmal Eure Hilfe gebrauchen, wenn es Euch nichts ausmacht.","Ehi, ho bisogno ancora una volta del tuo aiuto, se puoi.","¡Eh, valiente! Necesito tu ayuda de nuevo, si puede ser.",Hey maceracı! Vaktin varsa yine yardımına ihtiyacım var.
584,0x4B3A1969,Leave it alone.,Ne pas y toucher.,Lass es liegen.,Lasci stare.,No lo toques.,Dokunma.
585,0x4B3FB9E1,Read the journal entries.,Lire le journal.,Lies das Tagebuch.,Leggi le annotazioni del diario.,Lee las entradas del diario.,Günlük kayıtlarını oku.
586,0x4B5C6DCF,Yes. My apologies. But the #0x98B7D4FF#undead#PREVIOUS# Michadele controlled are running amok. They've gone wild and their numbers are growing! Please take them on!,"Veuillez me pardonner, mais les #0x98B7D4FF#Morts-vivants#PREVIOUS# qui obéissaient à Michadèle sont devenus incontrôlables et leur nombre ne fait qu'augmenter ! Je vous en prie, éliminez-les !","Ja. Verzeiht. Aber die #0x98B7D4FF#Untoten#PREVIOUS#, die Michadele kontrollierte, laufen Amok. Sie sind völlig außer Kontrolle und werden immer zahlreicher! Bitte, tut etwas!","Sì... ti chiedo scusa, ma i #0x98B7D4FF#non morti#PREVIOUS# controllati da Michadele sono impazziti. Il loro numero è in continuo aumento. Devi fare qualcosa!","Sí. Perdona. Es que los #0x98B7D4FF#no muertos#PREVIOUS# que Michadele controlaba están desatados. ¡Se han vuelto salvajes y cada vez hay más! ¡Por favor, enfréntate a ellos!",Evet. Özür dilerim. Ama Michadele'nin kontrol ettiği #0x98B7D4FF#hortlaklar#PREVIOUS# kontrolden çıktı. Vahşileştiler ve sayıları artıyor! Lütfen onlarla savaş!
587,0x4B5E9248,"Thanks, hero! With these, we'll be able to infuse our own hero with fighting spirit...or blinding rage, depending on how you look it. They're mathematically almost the same thing!","Merci ! Grâce à ces gemmes, nous allons pouvoir insuffler à notre héros l'amour du combat... ou une rage dévastatrice, suivant comment on voit les choses. D'un point de vue scientifique, c'est quasiment pareil de toute façon !","Ich danke Euch! Damit können wir unserem eigenen Helden Kampfgeist verleihen ... oder blinde Wut, das liegt ganz im Auge des Betrachters. Mathematisch gesehen ist es fast das gleiche.","Grazie! Con questi potremo infondere nel nostro eroe lo spirito combattivo, o l'ira accecante che dir si voglia, tanto sono la stessa cosa!","¡Gracias! Con esto podré imbuir a nuestro propio héroe con espíritu de combate... o con una furia ciega, depende de cómo lo interpretes. ¡Matemáticamente son casi lo mismo!","Sağ ol, kahraman! Bunlarla kendi kahramanımıza savaşçı ruhu aşılayabiliriz… ya da kör edici öfke; nasıl baktığına bağlı. Matematiksel olarak neredeyse aynı şey!"
588,0x4B725B11,Celdria?,Celdria ?,Celdria?,Celdria?,¿Celdria?,Celdria?
589,0x4B81B72C,Father!,Père !,Vater!,Padre!,¡Padre!,Baba!
590,0x4B81B72D,"Easy, girl! These old bones are still sore!","Doucement, ma belle ! Mes vieux os me font encore un peu mal !","Langsam, Mädchen! Meine alten Knochen schmerzen noch!","Piano, ragazza! Queste vecchie ossa sono ancora doloranti!","¡Tranquila, niña! ¡Estos viejos huesos todavía están doloridos!",Sakin ol kızım! Bu yaşlı kemikler hâlâ ağrıyor!
591,0x4B81B72E,"My prince, I... I’m...","Votre Altesse, je... Je suis...","Mein Prinz, ich ... ich bin ...","Mio principe, io... sono...","Mi príncipe, yo... yo...","Prensim, ben… ben…"
592,0x4B81B72F,"I’m glad you’re safe, Katrina.",Je suis heureux de vous voir saine et sauve.,"Oh schön, Ihr seid in Sicherheit Katrina.","Sono felice che tu stia bene, Katrina.","Me alegro de que estés bien, Katrina.","Güvende olmana sevindim, Katrina."
593,0x4B81B730,"So are we all, my son.","Comme nous tous, mon fils.","Das sind wir alle, mein Sohn.","Tutti lo siamo, figlio mio.","Todos lo estamos, hijo.","Hepimiz sevindik, oğlum."
594,0x4B81B731,"Forgive my absence, your Highness.","Majesté, veuillez pardonner mon absence.","Verzeiht mein Fernbleiben, Hoheit.","Perdonate la mia assenza, Vostra Altezza.","Perdón por mi ausencia, alteza.","Yokluğumu bağışlayın, Majesteleri."
595,0x4B81B732,"I’m simply glad to see you alive, old friend, as I’m sure Ataraxis will be. Now, who do we have to thank for your rescue?","Je me réjouis de vous revoir vivant et je suis sûr qu'Ataraxis le sera lui aussi. Alors, à qui devons-nous votre retour parmi nous ?","Ich bin nur froh, Euch am Leben zu sehen, alter Freund. Und Ataraxis ergeht es gewiss ebenso. Also, wem müssen wir für Eure Rettung danken?","Sono felice di vederti ancora in vita, mio vecchio amico, e anche Ataraxis lo sarà. Chi dobbiamo ringraziare per la tua salvezza?","Con verte vivo me basta, viejo amigo. Seguro que Ataraxis se recuperará. A ver, ¿a quién hay que agradecer por tu rescate?","Seni hayatta gördüğüme sevindim eski dostum; Ataraxis de sevinecektir. Şimdi, kurtuluşunu kime borçluyuz?"
596,0x4B81B733,This brave hero here.,À ce brave mercenaire.,Diesem mutigen Helden hier.,Il merito va a questo eroe.,A esta persona tan valiente.,Şu cesur kahramana.
597,0x4B81B734,"This is Marcus, King of Nexus.","Je vous présente Marcus, roi de Nexus.","Das ist Marcus, König von Nexus.","Costui è Marcus, re di Nexus.","Te presento a Marcus, rey de Nexus.","Bu, Nexus Kralı Marcus."
598,0x4B81B74A,"'Hero,' eh? Solon has already told me of your exploits. I hope that you will continue to aid us in the quest to save Lord Ataraxis.","Vous êtes donc ""mercenaire""...? Solon m'a déjà narré vos exploits. J'espère que vous continuerez de nous aider dans notre quête pour sauver Ataraxis.","Sieh an. Solon hat mir schon von Euren Taten berichtet. Ich hoffe, Ihr werdet uns auch dabei helfen, Lord Ataraxis zu retten.","Eroe, eh? Solon mi ha già parlato delle tue imprese. Spero che sarai ancora al nostro fianco, nel tentativo di salvare Lord Ataraxis.","Valiente, ¿eh? Solon ya me ha contado todas tus hazañas. Espero que sigas ayudándonos en nuestra misión de salvar a lord Ataraxis.",“Kahraman” demek? Solon yaptıklarını bana çoktan anlattı. Lord Ataraxis'i kurtarma çabamızda bize yardım etmeye devam etmeni umuyorum.
599,0x4B81B74B,"If I may, Highness, a greater threat still remains to us ...","Si je puis me permettre, Majesté, une menace bien plus pressante pèse sur nous...","Verzeiht, Hoheit, aber es droht noch eine weit größere Gefahr ...","Altezza, se posso... Un gravissimo pericolo incombe ancora su di noi...","Si me permites, alteza, aún queda la mayor amenaza.","İzninizle, Majesteleri, bizi bekleyen daha büyük bir tehdit var…"
600,0x4B81B74C,#0x98B7D4FF#The leviathan#PREVIOUS#. The creature that sank our ship!,Le #0x98B7D4FF#Léviathan#PREVIOUS#. Cette créature a détruit notre bateau !,"#0x98B7D4FF#Der Leviathan#PREVIOUS#. Die Kreatur, die unser Schiff versenkte.",#0x98B7D4FF#Il leviatano#PREVIOUS#. La creatura che ha affondato la nostra nave!,Se trata del #0x98B7D4FF#leviatán#PREVIOUS#. ¡La criatura que hundió nuestro barco!,#0x98B7D4FF#Leviathan#PREVIOUS#. Gemimizi batıran yaratık!
601,0x4B81B74D,"Indeed—such a threat must be dealt with. I will leave the details to you, Solon—I must return to the castle.","En effet, une telle menace doit être éliminée au plus vite. Solon, je vous donnerai tous les détails. Je dois retourner au château.","In der Tat ... wir müssen diese Gefahr beseitigen. Die Einzelheiten überlasse ich dir, Solon. Ich muss zurück ins Schloss.","Bisogna porre rimedio a questo rischio, in effetti. Lascerò fare a te, Solon; io devo tornare al castello.","Es cierto, hay que acabar con esa amenaza. Ocúpate tú de todo, Solon. Tengo que volver al castillo.",Gerçekten de böyle bir tehdit ortadan kaldırılmalı. Ayrıntıları sana bırakıyorum Solon; benim kaleye dönmem gerek.
602,0x4B81B74E,"I’m already planning something, father!","J'ai déjà prévu une opération, père !","Ich arbeite schon an einem Plan, Vater!","Ho già in mente un progetto, padre!","¡Ya estoy planeando algo, padre!","Ben şimdiden bir şey planlıyorum, baba!"
603,0x4B81B74F,"Come, friend—we have much to talk about.",Venez. Nous devons parler des détails de notre plan.,Kommt ... wir haben viel zu bereden.,"Vieni amico, abbiamo molto di cui parlare.",Vamos. Tenemos mucho de qué hablar.,"Gel dostum, konuşacak çok şeyimiz var."
604,0x4BA4B612,"I'm want to instill our homemade hero with the same kind of drive for glory and success that a real hero would have. My team will observe as you #0x98B7D4FF#slay the giant#PREVIOUS#, and use that information to put together a personality profile for our own hero!","Je souhaite insuffler à notre prototype le même désir de gloire et de victoire que celle d'un vrai héros. Mon équipe vous observera pendant que vous #0x98B7D4FF#combattrez le géant#PREVIOUS#, et utilisera les informations collectées pour créer la personnalité de notre prototype !","Ich möchte unseren selbstgemachten Helden mit demselben Hunger nach Ruhm und Erfolg beseelen, der jeden wahren Helden auszeichnet. Mein Team wird Euch beobachten, während Ihr #0x98B7D4FF#den Riesen tötet#PREVIOUS#, und aus den gewonnenen Daten ein Persönlichkeitsprofil für unseren eigenen Helden erstellen.",Voglio infondere nel nostro prototipo lo stesso desiderio di gloria e di successo tipico di un vero eroe. La mia squadra ti osserverà mentre #0x98B7D4FF#uccidi il gigante#PREVIOUS# e userà quelle informazioni per stilare un profilo sulla personalità del nostro eroe!,Quiero imbuir a nuestro héroe casero con el mismo tipo de hambre de gloria y de éxito que tendría un héroe de verdad. ¡Mi equipo te observará mientras #0x98B7D4FF#matas al gigante#PREVIOUS# y usará esa información para componer un perfil de personalidad para nuestro propio héroe!,Kendi yaptığımız kahramana gerçek bir kahramanın şan ve başarı arzusunu aşılamak istiyorum. Ekibim sen #0x98B7D4FF#devi öldürürken#PREVIOUS# gözlem yapacak; bu bilgilerle kahramanımıza bir kişilik profili oluşturacağız!
605,0x4BCAE55E,"Treasure, eh? I'm in.","Un trésor, vous dites ? Très bien, marché conclu.",Schätze? Ich bin dabei.,Hai detto tesoro? Accetto.,"Tesoros, ¿eh? Me apunto.",Hazine mi? Ben varım.
606,0x4BD7E3D8,A boy!?,Un enfant ?,Ein Junge?!,Un ragazzino?,¡¿Un muchacho?!,Bir çocuk mu!?
607,0x4C0013D9,Calm down. I just want to know what happened to you.,Calmez-vous. Je souhaite simplement savoir ce qui vous est arrivé.,"Beruhigt Euch. Ich will nur wissen, was mit Euch geschehen ist.",Rilassati. Voglio solo sapere che cosa ti è successo.,Cálmate. Solo quiero saber lo que te ha pasado.,Sakin ol. Sadece sana ne olduğunu bilmek istiyorum.
608,0x4C242A1C,"That'll be ghosts. They are called the Haunted Woods, after all.","Ce sont sûrement des fantômes. Il s'agit des Bois hantés, après tout.",Das werden Geister gewesen sein. Immerhin sind das hier die verwunschenen Wälder.,Saranno stati fantasmi. Non per niente si chiamano Boschi maledetti.,Deben de ser fantasmas. Por algo la llaman la Floresta Embrujada.,Hayaletlerdir. Sonuçta buranın adı Perili Orman.
609,0x4D080852,"How powerful is King Keltas? As a bear, I mean?","Le roi Keltas est-il vraiment puissant ? Sous la forme de cet Ours, je veux dire...",Wie mächtig ist König Keltas? Ich meine als Bär?,Quant'è potente Re Keltas? Come orso intendo...,"¿Cómo de poderoso es el rey Keltas? O sea, en su forma de oso.",Kral Keltas ne kadar güçlü? Ayı hâlindeyken yani?
610,0x4D080853,Is there any way to release your King without confronting the bear?,Existe-t-il un moyen de libérer le roi sans affronter cet Ours ?,"Kann man den König irgendwie befreien, ohne gegen den Bären zu kämpfen?",Esiste un modo per liberare il tuo re senza dover affrontare l'orso?,¿Hay algún modo de liberar a tu rey sin tener que luchar contra el oso?,Ayıyla yüzleşmeden kralınızı kurtarmanın bir yolu yok mu?
611,0x4D778677,He did it for his family. Surely even a monster like you can see that?,"Il l'a fait pour sa famille. Même un monstre comme vous peut comprendre ça, non ?",Er hat es für seine Familie getan. Das muss doch sogar ein Monster erkennen?,Lo ha fatto per la sua famiglia. Persino un mostro come te dovrebbe rendersene conto!,Lo hizo por su familia. Seguramente incluso un monstruo como tú puede ver eso.,"Bunu ailesi için yaptı. Senin gibi bir canavar bile bunu anlayabilir, değil mi?"
612,0x4DA4E2D2,I can't spare the time for this now.,Je n'ai pas le temps pour le moment.,Dafür habe ich jetzt keine Zeit.,Ora non ho tempo.,Ahora no tengo tiempo para esto.,Şimdi buna vakit ayıramam.
