index,key,F,G,I,S,U,TR
168,MID_H_MENU_持ち物_スキルの書_確認,"$aApprendre $a0 ?
(Si l'unité n'a pas de place, la
technique sera ajoutée à votre
liste de techniques disponibles.)","$a$a0 lernen?
(Wird zur Liste der verfügbaren
Fähigkeiten hinzugefügt, falls
kein Platz vorhanden ist.)","$aVuoi attivare $a0?
(Se non hai slot abilità liberi,
sarà aggiunta alla lista delle
abilità disponibili.)","$a¿Aprender $a0?
(Si no te quedan ranuras libres,
se añadirá a la lista de
habilidades disponibles.)","$aLearn $a0?
(If you have no skill slots
available, it will be added to
your available skills list.)","$a$a0 öğrenilsin mi?
(Beceri yuvası yoksa kullanılabilir
beceriler listesine eklenir.)"
169,MID_MENU_持ち物_交換,Échange,Tausch,Scambia,Interc.,Trade,Takas
170,MID_H_MENU_持ち物_交換,"Échanger des objets avec
une unité adjacente.","Items mit benachbarter
Einheit tauschen.","Scambia strumenti con
un'unità adiacente.","Intercambiar objetos con
una unidad adyacente.","Trade items with an
adjacent unit.","Bitişik bir birimle
eşya ticareti yap."
171,MID_MENU_持ち物_交換_持ち物整理,Échange,Tausch,Scambia,Interc.,Trade,Takas
172,MID_H_MENU_持ち物_交換_持ち物整理,Échange,Tausch,Scambia,Interc.,Trade,Takas
173,MID_MENU_持ち物_捨てる,Jeter,Wegwerfen,Elimina,Tirar,Discard,At
174,MID_H_MENU_持ち物_捨てる,"Jeter l'objet sélectionné. Cet
objet sera définitivement perdu.","Ausgewähltes Item wegwerfen.
Das Item geht verloren.","Elimina lo strumento scelto.
Non potrà essere recuperato.","Tirar el objeto seleccionado.
Ojo: no podrás recuperarlo.","Discard the selected item.
The item cannot be recovered.","Seçili eşyayı at.
Bu eşya geri alınamaz."
175,MID_MENU_持ち物_捨てる説明,"Votre inventaire est
plein. Jetez d'abord
un autre objet.","Inventar ist voll.
Wähle ein Item zum
Wegwerfen aus.","Hai troppi
strumenti. Devi
eliminarne uno.","Tu inventario está
lleno. Deshazte de
algún objeto.","Your inventory is
full. Choose one
item to discard.","Envanteriniz
dolu. Atılacak
bir ögeyi seç."
176,MID_MENU_持ち物_送る説明,"Vous ne pouvez plus
rien porter. Envoyez
un objet au convoi.","Zu viele Items.
Schicke eines zum
Vorrat.","Hai troppi
strumenti. Inviane
uno ai rifornimenti.","No puedes llevar
más objetos. Envía
alguno al carro.","You cannot carry
any more. Send one
item to the convoy.","Daha fazlasını
taşıyamazsın.
Konvoya bir öge gönder."
177,MID_MENU_持ち物_捨てる確認,$aJeter $a0 ?,$a$a0 wegwerfen?,$aVuoi eliminare $a0?,$a¿Tirar $a0?,$aDiscard $a0?,$a$a0 silinsin mi?
178,MID_MENU_持ち物_送る確認,$aEnvoyer $a0 au convoi ?,$a$a0 zum Vorrat schicken?,$aVuoi inviare $a0 ai rifornimenti?,$a¿Enviar $a0 al carro?,$aSend $a0 to the convoy?,$a$a0 konvoya gönderilsin mi?
179,MID_MENU_スキル_忘却確認,$aRetirer $a0 ?,$a$a0 entfernen?,$aVuoi disattivare $a0?,$a¿Olvidar $a0?,$aUnequip $a0?,$a$a0 çıkarılsın mı?
180,MID_MENU_スキル_忘却,"Vous ne pouvez pas
équiper d'autre
technique. Veuillez
en retirer une.","Keine weiteren
Fähigkeiten
erlernbar. Entferne
erst eine Fähigkeit.","Non puoi attivare
altre abilità. Devi
disattivarne una.","No puedes aprender
más habilidades.
Elige una para
olvidarla.","You cannot equip
any more skills.
Select one skill to
unequip.","Daha fazla beceri
donatamazsın.
Çıkarmak için bir
beceri seç."
181,MID_MENU_クラスチェンジ_確認,$aAffecter l'unité à la classe $a0 ?,$aZu dieser Klasse ändern: $a0?,$aVuoi passare alla classe $a0?,$a¿Cambiar esta clase a $a0?,$aChange to the $a0 class?,$a$a0 sınıfına geçilsin mi?
182,MID_MENU_輸送隊_預ける,Stocker,Lagern,Dai,Depos.,Store,Sakla
183,MID_H_MENU_輸送隊_預ける,Mettre des objets dans le convoi.,Items zum Vorrat schicken.,Invia strumenti ai rifornimenti.,Depositar objetos en el carro.,Store items with the convoy.,Eşyaları konvoyla birlikte sakla.
184,MID_MENU_輸送隊_受け取る,Prendre,Nehmen,Prendi,Coger,Take,Al
185,MID_H_MENU_輸送隊_受け取る,Récupérer un objet en provenance du convoi.,Items aus dem Vorrat entnehmen.,Preleva strumenti dai rifornimenti.,Coger objetos del carro.,Retrieve items from the convoy.,Konvoydaki eşyaları al.
186,MID_MENU_輸送隊_補充,Recharger,Aufladen,Ripara,Reponer,Restock,Eksikleri tamamla
187,MID_H_MENU_輸送隊_補充,"Utiliser le stock du convoi et
recharger au max. le nombre
d'utilisations de cet objet.","Verwende überschüssige
Vorräte, um dieses Item
wieder voll aufzuladen.","Usa le eccedenze dei
rifornimenti per ripristinare
gli usi di questo strumento.","Restaurar el número máximo
de usos de un objeto con el
material excedente del carro.","Use surplus in the convoy to
restore this item up to its
maximum number of uses.","Bu ögeyi maksimum kullanım
sayısına kadar yenilemek için
konvoydaki fazlalığı kullan."
188,MID_MENU_輸送隊_全補充,Recharger tout,Alle aufladen,Rip. tutto,Reponer todo,Restock All,Tümünü Yeniden Stokla
189,MID_H_MENU_輸送隊_全補充,"Utiliser le stock du convoi et
recharger au max. le nombre
d'utilisations de tous les objets.","Verwende überschüssige
Vorräte, um alle Items wieder
voll aufzuladen.","Usa le eccedenze dei
rifornimenti per ripristinare
gli usi di tutti gli strumenti.","Restaurar el número máximo
de usos de los objetos con el
material excedente del carro.","Use surplus in the convoy to
restore all items up to their
maximum number of uses.","Tüm eşyaları maksimum kullanım
sayısına kadar geri yüklemek için
konvoydaki fazlalıkları kullan."
190,MID_MENU_輸送隊_全補充確認,Recharger tous les objets ?,Alle Items aufladen?,Ripari tutti gli strumenti?,¿Reponer todos los objetos?,Restock all items?,Tüm eşyalar yeniden stoklansın mı?
191,MID_MENU_輸送隊_無し,(Pas d'objets),(Keine Items),Nessuno strumento,No hay objetos,(No items),(Öge yok)
192,MID_MENU_輸送隊_輸送隊,Convoi,Vorrat,Rifornimenti,Carro,Convoy,Konvoy
193,MID_MENU_輸送隊_在庫,Quant.,Anz.,Quantità,Cant.,Qty,Adet
194,MID_MENU_輸送隊_所有者,Poss.,Eigner,Possessore,Dueño,Owner,Mal sahibi
195,MID_CONFIG_オフ,Non,Aus,No,No,Off,Kapalı
196,MID_CONFIG_オン,Oui,Ein,Sì,Sí,On,Açık
197,MID_CONFIG_字幕,Sous-titres,Untertitel,Sottotitoli,Subtítulos,Movie Subtitles,Film Altyazıları
198,MID_CONFIG_戦闘アニメ,Anim. combat,Kampfanimationen,Anim. combatt.,Animac. combate,Combat Animations,Savaş Animasyonları
199,MID_CONFIG_戦闘アニメ_オフ,Non,Aus,No,No,Off,Kapalı
200,MID_CONFIG_戦闘アニメ_オン,Oui,Ein,Sì,Sí,On,Açık
201,MID_CONFIG_戦闘アニメ_人間ユニット,Unités,Eig. Einh.,Tue unità,Tus unids.,Your Units,Birimleriniz
202,MID_CONFIG_戦闘アニメ_人間ターン,Tour,Eig. Zug,Tuo turno,Tu turno,Your Turn,Sıra sende
203,MID_CONFIG_戦闘アニメ_個別,Pers.,Eigene,Pers.,Pers.,Custom,Özel
204,MID_H_CONFIG_戦闘アニメ_オフ,Ne pas voir les animations de combat.,Keine Kampfanimationen anzeigen.,Non mostrare alcuna animazione.,Desactivar las animaciones de combate.,Do not show any combat animations.,Herhangi bir dövüş animasyonu gösterme.
205,MID_H_CONFIG_戦闘アニメ_オン,Voir toutes les animations de combat.,Alle Kampfanimationen anzeigen.,Mostra tutte le animazioni.,Activar las animaciones de combate.,Show all combat animations.,Tüm dövüş animasyonlarını göster.
206,MID_H_CONFIG_戦闘アニメ_人間ユニット,Ne voir que les animations de vos unités.,Nur Animationen mit deinen Einheiten anzeigen.,Mostra solo le animazioni delle tue unità.,Activar solo las animaciones de tus personajes.,Only show animations involving your units.,Yalnız kendi birim animasyonlarını göster.
207,MID_H_CONFIG_戦闘アニメ_人間ターン,Ne voir les animations que pendant votre tour.,Animationen nur in deiner Runde anzeigen.,Mostra le animazioni solo durante il tuo turno.,Activar las animaciones solo durante tu turno.,Only show animations during your turn.,Animasyonları yalnız kendi turunda göster.
208,MID_H_CONFIG_戦闘アニメ_個別,Paramétrer les animations pour chaque unité.,Animationseinst. für jede Einheit erstellen.,Personalizza le animazioni di ciascuna unità.,Personalizar las animaciones para cada unidad.,Customise animation options for each unit.,Her birimin animasyon ayarını özelleştir.
209,MID_CONFIG_補助アニメ,Autres animations,Sonst. Animationen,Altre animazioni,Otras animaciones,Other Animations,Diğer Animasyonlar
210,MID_CONFIG_補助アニメ_オフ,Non,Aus,No,No,Off,Kapalı
211,MID_CONFIG_補助アニメ_オン,Oui,Ein,Sì,Sí,On,Açık
212,MID_H_CONFIG_補助アニメ_オン,Voir les animations des bâtons et des danses.,Stab- und Tanzanimationen anzeigen.,Mostra le animazioni di bastoni e danza.,Activar las animaciones de bastones y baile.,Show staff and dance animations.,Asa ve dans animasyonlarını göster.
213,MID_H_CONFIG_補助アニメ_オフ,Ne pas voir les animations de bâtons et danses.,Stab- und Tanzanimationen nicht anzeigen.,Non mostrare le animazioni di bastoni e danza.,Desactivar las animaciones de bastones y baile.,Do not show staff and dance animations.,Asa ve dans animasyonlarını gösterme.
214,MID_CONFIG_ゲームスピード,Vitesse du jeu,Spielgeschw.,Velocità,Vel. del juego,Game Speed,Oyun Hızı
215,MID_CONFIG_ゲームスピード_普通,Normale,Normal,Normale,Normal,Normal,Normal
216,MID_CONFIG_ゲームスピード_速い,Rapide,Schnell,Veloce,Rápida,Fast,Hızlı
217,MID_CONFIG_ゲームスピード_手動,Manuelle,Manuell,Manuale,Manual,Manual,Manuel
218,MID_H_CONFIG_ゲームスピード_普通,"Choisir une vitesse de jeu (mouvements, etc.) normale.","Spielablauf (Bewegungen, usw.) auf Normal setzen.",Imposta la velocità di gioco su normale.,El juego se desarrolla a velocidad normal.,"Set game flow (movement, etc.) to normal.",Oyun akışını (hareket vb.) normale ayarla.
219,MID_H_CONFIG_ゲームスピード_速い,"Choisir une vitesse de jeu (mouvements, etc.) rapide.","Spielablauf (Bewegungen, usw.) auf Schnell setzen.",Imposta la velocità di gioco su veloce.,El juego se desarrolla más rápido.,"Set game flow (movement, etc.) to fast.",Oyun akışını (hareket vb.) hızlıya ayarla.
220,MID_H_CONFIG_ゲームスピード_手動,Maintenir le bouton A enfoncé pour accélérer le jeu.,"Halte A-Knopf, um Spielablauf zu beschleunigen.",Premi il pulsante A per accelerare il gioco.,Mantén pulsado el botón A para ir más rápido.,Hold the A Button to speed up game flow.,Oyunu hızlandırmak için A'ya basılı tut.
221,MID_CONFIG_メッセージスピード,,,,,,
222,MID_CONFIG_メッセージスピード_遅い,,,,,,
223,MID_CONFIG_メッセージスピード_普通,,,,,,
224,MID_CONFIG_メッセージスピード_速い,,,,,,
225,MID_CONFIG_メッセージスピード_最速,,,,,,
226,MID_H_CONFIG_メッセージスピード_遅い,,,,,,
227,MID_H_CONFIG_メッセージスピード_普通,,,,,,
228,MID_H_CONFIG_メッセージスピード_速い,,,,,,
229,MID_H_CONFIG_メッセージスピード_最速,,,,,,
230,MID_CONFIG_カメラ距離,Positions caméra,Kameraposition,Modifica visuale,Cámaras,Camera Positions,Kamera Mesafesi
231,MID_CONFIG_カメラ距離_近中遠,Toutes,Alle,Tutte,Todas,All,Tüm
232,MID_CONFIG_カメラ距離_近中,Pro./Moy.,Nah/Mit.,V/M,C/M,Near/Mid,Yakın/Orta
233,MID_CONFIG_カメラ距離_近遠,Pro./Loi.,Nah/Fern,V/L,C/L,Near/Far,Yakın/Uzak
234,MID_CONFIG_カメラ距離_中遠,Moy./Loi.,Mit./Fern,M/L,M/L,Mid/Far,Orta/Uzak
235,MID_H_CONFIG_カメラ距離_近中遠,"Choix entre vue proche, lointaine ou moyenne.","Zwischen Nah-, Mittel- und Fernansicht wählen.","Scegli tra una visuale vicina, media e lontana.","Alternar las cámaras cercana, media y lejana.","Toggle between a near, middle, and far view.","Yakın, orta ve uzak görünüm arasında geç."
236,MID_H_CONFIG_カメラ距離_近中,Choix entre vue proche ou moyenne.,Zwischen Nah- und Mittelansicht wählen.,Scegli tra una visuale vicina e media.,Alternar entre las cámaras cercana y media.,Toggle between a near and middle view.,Yakın ve orta görünüm arasında geçiş yap.
237,MID_H_CONFIG_カメラ距離_近遠,Choix entre vue proche ou lointaine.,Zwischen Nah- und Fernansicht wählen.,Scegli tra una visuale vicina e lontana.,Alternar entre las cámaras cercana y lejana.,Toggle between a near and far view.,Yakın ve uzak görünüm arasında geçiş yap.
238,MID_H_CONFIG_カメラ距離_中遠,Choix entre vue moyenne ou lointaine.,Zwischen Mittel- und Fernansicht wählen.,Scegli tra una visuale media e lontana.,Alternar entre las cámaras media y lejana.,Toggle between a middle and far view.,Orta ve uzak görünüm arasında geçiş yap.
239,MID_CONFIG_カメラ角度,Angle de la caméra,Kamerawinkel,Angolaz. visuale,Ángulo,Camera Angle,Kamera Açısı
240,MID_CONFIG_カメラ角度_低い,Bas,Flach,Bassa,Bajo,Low,Düşük
241,MID_CONFIG_カメラ角度_普通,Moyen,Mittel,Media,Medio,Medium,Orta
242,MID_CONFIG_カメラ角度_高い,Haut,Steil,Alta,Alto,High,Yüksek
243,MID_CONFIG_カメラ角度_真上,Aérien,Draufsicht,Aerea,Cenital,Overhead,Kuşbakışı
244,MID_H_CONFIG_カメラ角度_低い,Voir la carte avec un angle proche du sol.,Karte aus flachem Winkel anzeigen.,Guarda la mappa da un'angolazione bassa.,Ver el mapa desde un ángulo cercano al suelo.,View the map from an angle low to the ground.,Haritayı yere alçak bir açıdan görüntüle.
245,MID_H_CONFIG_カメラ角度_普通,Voir la carte avec un angle moyen.,Karte aus mittlerem Winkel anzeigen.,Guarda la mappa da un'angolazione media.,Ver el mapa desde un ángulo medio.,View the map from a medium angle.,Haritayı orta açıdan görüntüle.
246,MID_H_CONFIG_カメラ角度_高い,Voir la carte avec un angle haut.,Karte aus steilem Winkel anzeigen.,Guarda la mappa da un'angolazione alta.,Ver el mapa desde un ángulo alto.,View the map from a high angle.,Haritayı yüksek açıdan görüntüle.
247,MID_H_CONFIG_カメラ角度_真上,Voir la carte avec une vue aérienne.,Karte aus direkter Draufsicht anzeigen.,Guarda la mappa a volo d'uccello.,Ver el mapa desde un ángulo cenital.,View the map from directly overhead.,Haritayı doğrudan kuşbakışı görüntüle.
248,MID_CONFIG_ＡＩ,Passer actions,Aktion überspr.,Salta azioni,Omitir acciones,Skip Actions,Eylemleri Atla
249,MID_CONFIG_ＡＩ_オフ,Désactiv.,Aus,No,No,Off,Kapalı
250,MID_CONFIG_ＡＩ_移動,Dépl.,Bewegung,Movimenti,Movim.,Movement,Hareket
251,MID_CONFIG_ＡＩ_すべて,Toutes,Alle,Tutte,Todas,All,Tüm
252,MID_H_CONFIG_ＡＩ_オフ,Montrer les actions des unités non contrôlées par vous.,Aktionen der nicht von dir kontr. Einh. zeigen.,Mostra le azioni delle unità che non controlli.,Ver las acciones de las unidades no controladas.,Show all actions for units you don't control.,Kontrol dışı tüm birim eylemlerini göster.
253,MID_H_CONFIG_ＡＩ_移動,Passer les dépl. des unités non contrôlées par vous.,Beweg. der nicht von dir kontr. Einh. überspr.,Salta i movimenti delle unità che non controlli.,Omitir el movimiento de las unidades no controladas.,Skip walk animations for units you don't control.,Kontrol dışı birimlerin yürüyüşünü atla.
254,MID_H_CONFIG_ＡＩ_すべて,Passer les actions des unités non contrôlées par vous.,Alle Aktionen der nicht von dir kontr. Einh. überspr.,Salta tutte le azioni delle unità non controllate.,Omitir las acciones de las unidades no controladas.,Skip all actions for units you don't control.,Kontrol dışı tüm birim eylemlerini atla.
255,MID_CONFIG_敵範囲,Zone de danger,Gefahrenzone,Area di pericolo,Zona de peligro,Danger Area,Tehlikeli Bölge
256,MID_CONFIG_敵範囲_すべて,Toutes,Alle,Tutta,Todo,All,Tüm
257,MID_CONFIG_敵範囲_攻撃のみ,Attaques,Angriffe,Solo armi,Ataques,Attacks,Saldırılar
258,MID_CONFIG_敵範囲_杖のみ,Bâtons,Stäbe,Solo bast.,Bastones,Staves,Asalar
259,MID_H_CONFIG_敵範囲_すべて,Afficher la portée des attaques et des bâtons ennemis.,Reichw. der gegn. Stäbe und Angriffe anzeigen.,Mostra la portata di armi e bastoni nemici.,Ver el alcance de armas y bastones enemigos.,Display enemy attack and staff ranges.,Düşman saldırı ve asa menzillerini göster.
260,MID_H_CONFIG_敵範囲_攻撃のみ,Afficher uniquement la portée d'attaque des ennemis.,Nur Reichweite gegnerischer Angriffe anzeigen.,Mostra solo la portata delle armi nemiche.,Ver solo el área de ataque del enemigo.,Display only enemy attack ranges.,Yalnız düşman saldırı menzillerini göster.
261,MID_H_CONFIG_敵範囲_杖のみ,Afficher uniquement la portée des bâtons ennemis.,Nur Reichweite gegnerischer Stäbe anzeigen.,Mostra solo la portata dei bastoni nemici.,Ver solo el alcance de los bastones enemigos.,Display only enemy staff ranges.,Yalnızca düşman asa menzillerini göster.
262,MID_CONFIG_攻撃操作,Ordre d'attaque,Angriffsmodus,Ordine di attacco,Modo de ataque,Attack Flow,Saldırı Akışı
263,MID_CONFIG_攻撃操作_クラシック,Classique,Klassisch,Classico,Clásico,Classic,Klasik
264,MID_CONFIG_攻撃操作_アドバンス,Avancé,Neu,Avanzato,Avanzado,Evolved,Gelişmiş
265,MID_H_CONFIG_攻撃操作_クラシック,"Choisir une arme, puis un ennemi.","Erst die Waffe, dann den Gegner auswählen.",Seleziona prima un'arma e quindi un avversario.,Elegir primero el arma y después el enemigo.,"Select a weapon first, then an opponent.","Önce bir silah seç, ardından bir rakip."
266,MID_H_CONFIG_攻撃操作_アドバンス,"Choisir un ennemi, puis une arme.","Erst den Gegner, dann die Waffe auswählen.",Seleziona prima un avversario e quindi un'arma.,Elegir primero el enemigo y luego el arma.,"Select an opponent first, then a weapon.","Önce bir rakip, sonra bir silah seç."
267,MID_CONFIG_かんたんＵＩ,Interface,Interface,Interfaccia,Interfaz,Interface,Arayüz
268,MID_CONFIG_かんたんＵＩ_オフ,Détaillée,Komplex,Dettagli,Completa,Full,Tam
269,MID_CONFIG_かんたんＵＩ_オン,Simple,Einfach,Semplice,Simple,Simplified,Basitleştirilmiş
270,MID_H_CONFIG_かんたんＵＩ_オフ,Afficher autant d'informations que possible.,Informationen möglichst ausführlich darstellen.,Visualizza tutte le informazioni possibili.,Ver toda la información disponible.,Display as much information as possible.,Mümkün olduğunca fazla bilgi görüntüle.
271,MID_H_CONFIG_かんたんＵＩ_オン,Simplifier les informations si cela est possible.,Informationen möglichst einfach darstellen.,Semplifica le informazioni laddove possibile.,Resumir la información cuando sea posible.,Streamline information wherever possible.,Bilgileri mümkün olduğunca sadeleştir.
272,MID_CONFIG_スライドパッド,Pad circulaire,Schiebepad,Pad scorrevole,Botón deslizante,Circle Pad,Dairesel Ped
273,MID_CONFIG_スライドパッド_アナログ,Analog.,Analog,Analogico,Analógico,Analogue,Analog
274,MID_CONFIG_スライドパッド_デジタル,Digital,Digital,Digitale,Digital,Digital,Dijital
275,MID_H_CONFIG_スライドパッド_アナログ,Déplacer le curseur avec liberté et fluidité.,"Freie, flüssige Cursor-Bewegungen.",Muovi il cursore liberamente e in modo fluido.,Mover el cursor con libertad y fluidez.,Move the cursor freely and smoothly.,İmleci serbest ve akıcı hareket ettir.
276,MID_H_CONFIG_スライドパッド_デジタル,Déplacer le curseur de façon rigide mais précise.,"Starre, präzise Cursor-Bewegungen.",Limita il cursore a movimenti netti e precisi.,"Mover el cursor de forma rígida, pero precisa.","Limit the cursor to rigid, precise movement.","İmleci kesin, kademeli harekete sınırla."
277,MID_CONFIG_チュートリアル,Guides,Tutorials,Guida,Guías,Slide Guides,Yardım Sayfaları
278,MID_CONFIG_チュートリアル_オフ,Non,Aus,No,No,Off,Kapalı
279,MID_CONFIG_チュートリアル_オン,Oui,Ein,Sì,Sí,On,Açık
280,MID_H_CONFIG_チュートリアル_オフ,Ne pas afficher les tutoriels.,Tutorials nicht anzeigen.,Non visualizzare i messaggi della guida.,Desactivar las guías.,Do not display tutorial messages.,Öğretici mesajları görüntüleme.
281,MID_H_CONFIG_チュートリアル_オン,Afficher les tutoriels.,Tutorials anzeigen.,Visualizza i messaggi della guida.,Activar las guías.,Display tutorial messages.,Öğretici mesajları görüntüle.
282,MID_CONFIG_オートカーソル,Curseur auto,Cursor-Position,Memoria cursore,Guardar cursor,Cursor Memory,İmleç Belleği
283,MID_CONFIG_オートカーソル_オフ,Oui,Ein,Sì,Sí,On,Açık
284,MID_CONFIG_オートカーソル_オン,Non,Aus,No,No,Off,Kapalı
285,MID_H_CONFIG_オートカーソル_オフ,Débuter le tour avec le curseur là où vous l'aviez laissé.,Zug mit Cursor auf letzter Position beginnen.,Inizia il turno con il cursore dove lo hai lasciato.,Empezar el turno con el cursor donde se quedó.,Start each turn with the cursor where you left it.,Her tura imleci bıraktığın yerden başla.
286,MID_H_CONFIG_オートカーソル_オン,Débuter le tour avec le curseur sur votre chef.,Zug mit Cursor über Anführer beginnen.,Inizia il turno con il cursore sul tuo condottiero.,Empezar el turno con el cursor sobre el líder.,Start each turn with the cursor on your leader.,Her tura imleç liderindeyken başla.
287,MID_CONFIG_オートターンエンド,Fin de tour auto,Autom. Ende,Fine turno aut.,Turno autom.,Smart End,Otomatik Tur Sonu
288,MID_CONFIG_オートターンエンド_オフ,Non,Aus,No,No,Off,Kapalı
289,MID_CONFIG_オートターンエンド_オン,Oui,Ein,Sì,Sí,On,Açık
290,MID_H_CONFIG_オートターンエンド_オフ,Le tour se termine seulement si vous sélectionnez Fin.,"Zug endet erst bei Auswahl von ""Ende"".",Il turno termina dopo avere selezionato Fine.,"El turno acaba cuando elijas la opción ""Fin"".","Turn does not end until ""End"" is selected.","""Turu Bitir"" seçilene kadar tur bitmez."
291,MID_H_CONFIG_オートターンエンド_オン,Le tour se termine quand chaque unité a été déplacée.,"Zug endet, wenn alle Einheiten aktiv waren.",Il turno termina quando ogni unità ha mosso.,El turno acaba al mover todas tus unidades.,Turn ends after all your units have taken action.,Tüm birimler harekete geçince tur biter.
292,MID_CONFIG_お任せ上級機能,Tactique auto,Erw. Auto,Auto avanzato,Elegir táctica,Advanced Auto,Gelişmiş Otomatik
293,MID_CONFIG_お任せ上級機能_オフ,Non,Aus,No,No,Off,Kapalı
294,MID_CONFIG_お任せ上級機能_オン,Oui,Ein,Sì,Sí,On,Açık
295,MID_H_CONFIG_お任せ上級機能_オフ,Utiliser la tactique par défaut en combat auto.,Auto-Kampftakt. ausschalten und Standard verw.,Disattiva le tattiche di battaglia automatica.,Usar táctica predefinida para bat. automáticas.,Turn off auto-battle tactics and use the default.,Oto-savaş taktiklerini varsayılana döndür.
296,MID_H_CONFIG_お任せ上級機能_オン,Choisir la tactique à utiliser en combat auto.,Eigene Auto-Kampftaktiken auswählen.,Scegli le tue tattiche di battaglia automatica.,Elegir táctica para batallas automáticas.,Choose your own auto-battle tactics.,Kendi otomatik savaş taktiklerinizi seç.
297,MID_CONFIG_お任せ確認,Confirmer AUTO,Auto bestätigen,Conferma Auto,"Confirmar ""Auto.""",Confirm Auto,Otomatik Onayla
298,MID_CONFIG_お任せ確認_オフ,Non,Nein,No,No,No,Hayır
299,MID_CONFIG_お任せ確認_オン,Oui,Ja,Sì,Sí,Yes,Evet
300,MID_H_CONFIG_お任せ確認_オフ,Commencer le combat auto en sélectionnant AUTO.,Auto-Kampf ohne Bestätigung starten.,Avvia la battaglia automatica senza confermare.,Empezar la batalla automática sin confirmar.,"Begin auto-battle as soon as you select ""Auto"".","""Otomatik""i seçince oto-savaşı başlat."
301,MID_H_CONFIG_お任せ確認_オン,Demander confirmation si vous sélectionnez AUTO.,"Auswahl von ""Auto"" bestätigen lassen.",Conferma dopo aver selezionato Auto.,"Pedir confirmación cuando elijas ""Auto."".","Ask for confirmation when you select ""Auto"".","""Otomatik"" seçildiğinde onay iste."
302,MID_CONFIG_ターン終了確認,Confirmer Fin,Ende bestätigen,Conferma Fine,"Confirmar ""Fin""",Confirm End,Tur Sonunu Onayla
303,MID_CONFIG_ターン終了確認_オフ,Non,Nein,No,No,No,Hayır
304,MID_CONFIG_ターン終了確認_オン,Oui,Ja,Sì,Sí,Yes,Evet
305,MID_H_CONFIG_ターン終了確認_オフ,Terminer le tour quand vous sélectionnez Fin.,"Zug bei Auswahl von ""Ende"" sofort beenden.",Finisci il turno appena selezioni Fine.,"Terminar tu turno cuando elijas ""Fin"".","End your turn as soon as you select ""End"".","""Turu Bitir"" seçilince turu hemen bitir."
306,MID_H_CONFIG_ターン終了確認_オン,Demander confirmation quand vous sélectionnez Fin.,"Auswahl von ""Ende"" bestätigen lassen.",Conferma dopo aver selezionato Fine.,"Pedir confirmación cuando elijas ""Fin"".","Ask for confirmation when you select ""End"".","""Turu Bitir"" seçildiğinde onay iste."
307,MID_CONFIG_ＨＰゲージ,Jauges de PV,KP-Balken,Barra PS,Barras de PV,HP Gauges,HP Göstergeleri
308,MID_CONFIG_ＨＰゲージ_オフ,Désact.,Aus,No,Ocultar,Off,Kapalı
309,MID_CONFIG_ＨＰゲージ_簡易,Simples,Normal,Base,Básico,Basic,Temel
310,MID_CONFIG_ＨＰゲージ_詳細,Détaillées,Komplex,Avanzata,Avanzado,Advanced,Gelişmiş
311,MID_H_CONFIG_ＨＰゲージ_オフ,Ne pas afficher les jauges de PV.,Keine KP-Balken anzeigen.,Non visualizzare la barra dei PS.,Ocultar las barras de PV.,Do not display HP gauges.,HP göstergelerini görüntüleme.
312,MID_H_CONFIG_ＨＰゲージ_簡易,Afficher les jauges de PV simples.,Normale KP-Balken anzeigen.,Visualizza una barra dei PS semplificata.,Mostrar las barras de PV básicas.,Display basic HP gauges.,Temel HP göstergelerini görüntüle.
313,MID_H_CONFIG_ＨＰゲージ_詳細,Afficher les jauges de PV détaillées.,Komplexe KP-Balken anzeigen.,Visualizza una barra dei PS avanzata.,Mostrar las barras de PV avanzadas.,Display advanced HP gauges.,Gelişmiş HP göstergelerini görüntüle.
314,MID_CONFIG_ユニット情報,Infos simplifiées,Einfache Einheit,Info semplici,Unidad simplificada,Unit Simplified,Basitleştirilmiş Birim
315,MID_H_CONFIG_ユニット情報_オフ,Montrer toutes les infos de l'unité sur l'écran 3D.,Komplette Einheiteninfo auf dem 3D-Bildschirm.,Non semplificare info unità sullo schermo 3D.,Ver información completa de la unidad en la pantalla 3D.,Do not streamline unit info on the 3D Screen.,3D Ekran'da birim bilgisini sadeleştirme.
316,MID_H_CONFIG_ユニット情報_オン,Simplifier les infos de l'unité sur l'écran 3D.,Einfache Einheiteninfo auf dem 3D-Bildschirm.,Semplifica info unità sullo schermo 3D.,Información básica de la unidad en la pantalla 3D.,Streamline unit info on the 3D Screen.,3D ekrandaki birim bilgilerini sadeleştir.
317,MID_CONFIG_グリッド,Grille,Gitter,Griglia,Cuadrícula,Grid,Izgara
318,MID_H_CONFIG_グリッド,Ajuster l'opacité de la grille.,Sichtbarkeit des Kartengitters einstellen.,Modifica l'opacità della griglia sulla mappa.,Regular la opacidad de la cuadrícula.,Adjust opacity of the map grid.,Harita ızgarasının opaklığını ayarla.
319,MID_CONFIG_ズーム,Zoom auto,Autom. Zoom,Zoom aut.,Autozoom,Smart Zoom,Akıllı Yakınlaştırma
320,MID_H_CONFIG_ズーム_オフ,Désactiver le zoom automatique de la caméra.,Automatischen Kamerazoom deaktivieren.,Disattiva lo zoom automatico della visuale.,Desactivar el zoom automático de la cámara.,Do not allow the camera to automatically zoom.,Kameranın otomatik yakınlaşmasını kapat.
