file,index,label,TR_Turkish
FightVs.msbt,35,DialogErrorDefaultDLP,"⟦MSBT:0E000000020002006400⟧Bir iletişim
hatası oluştu.
HOME Menüsüne dönmek için
⟦MSBT:0E0001000F000000⟧ tuşuna basın. ⟦MSBT:0E000000020002006400⟧"
FightVs.msbt,36,DialogErrorWirelessOff,"⟦MSBT:0E000000020002005500⟧Kablosuz iletişimi açmak için
⟦MSBT:0E00000003000400FF4B32FF⟧kablosuz anahtarını⟦MSBT:0E00000003000400000000FF⟧ yukarı itin.⟦MSBT:0E000000020002006400⟧"
FightVs.msbt,37,AddLabel,⟦MSBT:0E000000020002006400⟧Ekle⟦MSBT:0E000000020002006400⟧
FightVs.msbt,38,NoneLabel,Yok
FightVs.msbt,39,AILevelLabel,Güç
FightVs.msbt,40,HandiLevelSelectLabel,Handikap
FightVs.msbt,41,HandiLevelSelectValueOverSweet,⟦MSBT:0E000000020002005A00⟧Çok Kolay⟦MSBT:0E000000020002006400⟧
FightVs.msbt,42,HandiLevelSelectValueSweet,⟦MSBT:0E000000020002005A00⟧Kolay⟦MSBT:0E000000020002006400⟧
FightVs.msbt,43,HandiLevelSelectValueNormal,⟦MSBT:0E000000020002005A00⟧Normal⟦MSBT:0E000000020002006400⟧
FightVs.msbt,44,HandiLevelSelectValueHot,⟦MSBT:0E000000020002005A00⟧Zor⟦MSBT:0E000000020002006400⟧
FightVs.msbt,45,HandiLevelSelectValueOverHot,⟦MSBT:0E000000020002005A00⟧Çok Zor⟦MSBT:0E000000020002006400⟧
FightVs.msbt,46,HandiLevelSelectValueAuto,Otomatik
FightVs.msbt,47,HandiHeroBtnValueOverSweet,⟦MSBT:0E000000020002005700⟧Çok Kolay⟦MSBT:0E000000020002006400⟧
FightVs.msbt,48,HandiHeroBtnValueSweet,Kolay
FightVs.msbt,49,HandiHeroBtnValueNormal,Normal
FightVs.msbt,50,HandiHeroBtnValueHot,Zor
FightVs.msbt,51,HandiHeroBtnValueOverHot,⟦MSBT:0E000000020002005900⟧Çok Zor⟦MSBT:0E000000020002006400⟧
FightVs.msbt,52,ComRemoveLabel,⟦MSBT:0E000000020002005F00⟧Kaldır⟦MSBT:0E000000020002006400⟧
FightVs.msbt,53,AbilitySelectTitle,⟦MSBT:0E000000020002006400⟧Yetenek Seç⟦MSBT:0E000000020002006400⟧
FightVs.msbt,54,HeroSelectTitle,Oyuncu Ayarları
FightVs.msbt,55,MapSelectTitle,Bölüm Seç
FightVs.msbt,56,BackButtonTitle,Geri
FightVs.msbt,57,EndButtonTitle,⟦MSBT:0E000000020002005000⟧Bitir⟦MSBT:0E000000020002006400⟧
FightVs.msbt,58,NextButtonTitle,İleri
FightVs.msbt,59,StartButtonTitle,Başlat
FightVs.msbt,60,CreateGroupButtonTitle,Grup Oluştur
FightVs.msbt,61,EntryCloseButtonTitle,Başlat
FightVs.msbt,62,PlayerDecidedButtonTitle,⟦MSBT:0E000000020002003C00⟧Tamam⟦MSBT:0E000000020002006400⟧
FightVs.msbt,63,AbilityDecidedButtonTitle,⟦MSBT:0E000000020002003C00⟧Tamam⟦MSBT:0E000000020002006400⟧
FightVs.msbt,64,OptionTitle,Ayarlar
FightVs.msbt,65,OptionWait,"Ayarlar değiştiriliyor.
Lütfen bekleyin."
FightVs.msbt,66,OptionOkButtonTitle,⟦MSBT:0E000000020002003C00⟧Tamam⟦MSBT:0E000000020002006400⟧
FightVs.msbt,67,OptionItemTitle,Eşyalar
FightVs.msbt,68,OptionItemValue0,Yok
FightVs.msbt,69,OptionItemValue1,Normal
FightVs.msbt,70,OptionItemValue2,Çok
FightVs.msbt,71,OptionGimmickTitle,Tehlikeler
FightVs.msbt,72,OptionGimmickValue0,Kapalı
FightVs.msbt,73,OptionGimmickValue1,Açık
FightVs.msbt,74,OptionGimmickValue2,
FightVs.msbt,75,OptionGhostTitle,Hayaletler
FightVs.msbt,76,OptionGhostValue0,Kapalı
FightVs.msbt,77,OptionGhostValue1,Açık
FightVs.msbt,78,OptionHandiTitle,Handikap
FightVs.msbt,79,OptionHandiValue0,Manuel
FightVs.msbt,80,OptionHandiValue1,Otomatik
FightVs.msbt,81,MapSelecting,Seçiliyor
FightVs.msbt,82,MapNameRandom,Rastgele
FightVs.msbt,83,MapNameBtnRandom,Rastgele
FightVs.msbt,84,MapNameBtnNoRubyRandom,Rastgele
FightVs.msbt,85,MapNameBattlefield,Çiçek Diyarı
FightVs.msbt,86,MapNameBtnBattlefield,"Çiçek
Diyarı"
FightVs.msbt,87,MapNameBtnNoRubyBattlefield,"Çiçek
Diyarı"
FightVs.msbt,88,MapNameCastleLololo,Lololo Kalesi
FightVs.msbt,89,MapNameBtnCastleLololo,"Lololo
Kalesi"
FightVs.msbt,90,MapNameBtnNoRubyCastleLololo,"Lololo 
Kalesi"
FightVs.msbt,91,MapNameDededeRing,Dedede Arenası
FightVs.msbt,92,MapNameBtnDededeRing,"Dedede
Arenası"
FightVs.msbt,93,MapNameBtnNoRubyDededeRing,"Dedede
Arenası"
FightVs.msbt,94,MapNameBubblyClouds,Pofuduk Bulutlar
FightVs.msbt,95,MapNameBtnBubblyClouds,"Pofuduk 
Bulutlar"
FightVs.msbt,96,MapNameBtnNoRubyBubblyClouds,"Pofuduk 
Bulutlar"
FightVs.msbt,97,MapNameFactory,Fabrika Turu
FightVs.msbt,98,MapNameBtnFactory,"Fabrika 
Turu"
FightVs.msbt,99,MapNameBtnNoRubyFactory,"Fabrika 
Turu"
FightVs.msbt,100,MapNameForestCoo,Coo'nun Ormanı
FightVs.msbt,101,MapNameBtnForestCoo,"Coo'nun
Ormanı"
FightVs.msbt,102,MapNameBtnNoRubyForestCoo,"Coo'nun
Ormanı"
FightVs.msbt,103,MapNameLastStage,⟦MSBT:0E000000020002006300⟧Başka Bir Boyut⟦MSBT:0E000000020002006400⟧
FightVs.msbt,104,MapNameBtnLastStage,"Başka Bir 
Boyut"
FightVs.msbt,105,MapNameBtnNoRubyLastStage,"Başka Bir 
Boyut"
FightVs.msbt,106,TipsAboutOption,"⟦MSBT:0E000000020002005A00⟧Oyuncu Ayarları ekranında
⟦MSBT:0E00000003000400FFFF00FF⟧⟦MSBT:0E00010003000000⟧⟦MSBT:0E00000003000400000000FF⟧ ile ⟦MSBT:0E00000003000400FFFF00FF⟧Ayarlar⟦MSBT:0E00000003000400000000FF⟧ menüsünü aç.⟦MSBT:0E000000020002006400⟧"
FightVs.msbt,107,TipsAboutOptionForChild,"⟦MSBT:0E000000020002005400⟧Ev sahibi, ⟦MSBT:0E00000003000400FFFF00FF⟧Oyuncu Ayarları⟦MSBT:0E00000003000400000000FF⟧ ekranında
⟦MSBT:0E00010003000000⟧ ile ⟦MSBT:0E00000003000400FFFF00FF⟧Ayarları⟦MSBT:0E00000003000400000000FF⟧ değiştirebilir.⟦MSBT:0E000000020002006400⟧"
FightVs.msbt,108,TipsAboutAutoHandicap,"Ayarlar menüsünde ⟦MSBT:0E00000003000400FFFF00FF⟧Handikap
⟦MSBT:0E00000003000400000000FF⟧ayarını ⟦MSBT:0E00000003000400FFFF00FF⟧Otomatik⟦MSBT:0E00000003000400000000FF⟧ yapabilirsin."
FightVs.msbt,109,TipsAboutHandicapSweet,"⟦MSBT:0E000000020002005A00⟧Handikabı ⟦MSBT:0E00000003000400FFFF00FF⟧Kolay⟦MSBT:0E00000003000400000000FF⟧ yaparsan,
bazen ⟦MSBT:0E00000003000400FFFF00FF⟧otomatik savunma⟦MSBT:0E00000003000400000000FF⟧ devreye girer.⟦MSBT:0E000000020002006400⟧"
FightVs.msbt,110,TipsAboutHandicapHot,"⟦MSBT:0E000000020002005700⟧Handikap ayarı şunları etkiler:
⟦MSBT:0E00000003000400FFFF00FF⟧can⟦MSBT:0E00000003000400000000FF⟧, ⟦MSBT:0E00000003000400FFFF00FF⟧hasar⟦MSBT:0E00000003000400000000FF⟧, ⟦MSBT:0E00000003000400FFFF00FF⟧iyileşme⟦MSBT:0E00000003000400000000FF⟧ ve daha fazlası!⟦MSBT:0E000000020002006400⟧"
FightVs.msbt,111,TipsAboutGhost,"⟦MSBT:0E000000020002005500⟧⟦MSBT:0E00000003000400FFFF00FF⟧Hayalet Kirby⟦MSBT:0E00000003000400000000FF⟧ olursan, rakiplerine
saldırıp kendini ⟦MSBT:0E00000003000400FFFF00FF⟧diriltebilirsin⟦MSBT:0E00000003000400000000FF⟧!⟦MSBT:0E000000020002006400⟧"
FightVs.msbt,112,TipsAboutGuard,"⟦MSBT:0E00000003000400FFFF00FF⟧Savunmak ⟦MSBT:0E00000003000400000000FF⟧için ⟦MSBT:0E00010004000000⟧ veya ⟦MSBT:0E00010005000000⟧ kullan;
tüm hasarı engellersin!"
FightVs.msbt,113,TipsAboutJustGuard,"⟦MSBT:0E000000020002005A00⟧Saldırıdan hemen önce savunup
⟦MSBT:0E00000003000400FFFF00FF⟧kusursuz savunma⟦MSBT:0E00000003000400000000FF⟧ yap!⟦MSBT:0E000000020002006400⟧"
FightVs.msbt,114,TipsAboutHappningStar,"⟦MSBT:0E000000020002005800⟧⟦MSBT:0E00000003000400FFFF00FF⟧Aksiyon Yıldızı⟦MSBT:0E00000003000400000000FF⟧'na vur;
etkinleşince ortalık karışır!⟦MSBT:0E000000020002006400⟧"
FightVs.msbt,115,AbilityWhip,Kırbaç
FightVs.msbt,116,AbilityCutter,Kesici
FightVs.msbt,117,AbilitySword,Kılıç
FightVs.msbt,118,AbilityNinja,Ninja
FightVs.msbt,119,AbilityParasol,Şemsiye
FightVs.msbt,120,AbilityHammer,Çekiç
FightVs.msbt,121,AbilityBeam,Işın
FightVs.msbt,122,AbilityFighter,Dövüşçü
FightVs.msbt,123,AbilityBomb,Bomba
FightVs.msbt,124,AbilitySniper,Okçu
FightVs.msbt,125,AbilityNormalHeroPanel,Kirby
FightVs.msbt,126,AbilityWhipHeroPanel,Kırbaç
FightVs.msbt,127,AbilityCutterHeroPanel,Kesici
FightVs.msbt,128,AbilitySwordHeroPanel,Kılıç
FightVs.msbt,129,AbilityNinjaHeroPanel,Ninja
FightVs.msbt,130,AbilityParasolHeroPanel,Şemsiye
FightVs.msbt,131,AbilityHammerHeroPanel,Çekiç
FightVs.msbt,132,AbilityBeamHeroPanel,Işın
FightVs.msbt,133,AbilityFighterHeroPanel,Dövüşçü
FightVs.msbt,134,AbilityBombHeroPanel,Bomba
FightVs.msbt,135,AbilitySniperHeroPanel,Okçu
GameInfo.msbt,0,AbilityDropButtonTitle,"Yeteneği
Bırak"
GameInfo.msbt,1,PauseButtonTitle,Mola
GameInfo.msbt,2,TiltResetButtonTitle,⟦MSBT:0E000000020002006200⟧Eğimi Sıfırla⟦MSBT:0E000000020002006400⟧
GameInfo.msbt,3,GuideBoardFirstSunStone,"İçinde ⟦MSBT:0E00000003000400FF4600FF⟧güneşin gücü⟦MSBT:0E00000003000400000000FF⟧ var!
Bulabildiğin kadar topla ve
patrona giden yolu aç!"
GameInfo.msbt,4,AssistStarWindowItemTitle,⟦MSBT:0E000000020002005700⟧Bandanalı Waddle Dee sana eşya verdi!⟦MSBT:0E000000020002006400⟧
GameInfo.msbt,5,AssistStarWindowItemText,"⟦MSBT:0E000000020002005A00⟧⟦MSBT:0E00000003000400FFDE00FF⟧Bandanalı
Waddle Dee⟦MSBT:0E00000003000400000000FF⟧'den daha iyi
eşyalar almak için
⟦MSBT:0E00000003000400FFDE00FF⟧StreetPass⟦MSBT:0E00000003000400000000FF⟧ kullan!⟦MSBT:0E000000020002006400⟧"
GameInfo.msbt,6,AssistStarWindowTouchTitle,Yardım Yıldızı bir destek eşyasıdır!
GameInfo.msbt,7,AssistStarWindowTouchText,"⟦MSBT:0E000000020002005A00⟧⟦MSBT:0E00000003000400FFDE00FF⟧Yardım Yıldızları⟦MSBT:0E00000003000400000000FF⟧
alt ekrana ⟦MSBT:0E00000003000400FFDE00FF⟧dokunarak
⟦MSBT:0E00000003000400000000FF⟧veya ⟦MSBT:0E00010003000000⟧ tuşuna basarak
kullanılabilir.⟦MSBT:0E000000020002006400⟧"
GameInfo.msbt,8,BossNameWhispyflowers,Çiçekli Ağaç
GameInfo.msbt,9,BossNameWhispyflowersEx,Çiçekli Ağaç DX
GameInfo.msbt,10,BossNameMisterfrosty,Bay Ayaz
GameInfo.msbt,11,BossNameMisterfrostyEx,Bay Ayaz DX
GameInfo.msbt,12,BossNameGigantedge,Kılıç Devi
GameInfo.msbt,13,BossNameGigantedgeEx,Kılıç Devi DX
GameInfo.msbt,14,BossNameGrandwheelie,Büyük Teker
GameInfo.msbt,15,BossNameGrandwheelieEx,Büyük Teker DX
GameInfo.msbt,16,BossNamePaincia,Boyatra
GameInfo.msbt,17,BossNamePainciaEx,Boyatra DX
GameInfo.msbt,18,BossNameKracko,Kracko
GameInfo.msbt,19,BossNameKrackoEx,Kracko DX
GameInfo.msbt,20,BossNameTogurogaraga,Kıvrak Çıngırak
GameInfo.msbt,21,BossNameTogurogaragaEx,Kıvrak Çıngırak DX
GameInfo.msbt,22,BossNameFlamegalboros,Alev Galboros
GameInfo.msbt,23,BossNameFlamegalborosEx,Alev Galboros DX
GameInfo.msbt,24,BossNameHelmehorn,Boynuzkafa
GameInfo.msbt,25,BossNameHelmehornEx,Boynuzkafa DX
GameInfo.msbt,26,BossNameBonkers,Bonkers
GameInfo.msbt,27,BossNameBonkersEx,Bonkers DX
GameInfo.msbt,28,BossNameMaskeddedede,Maskeli Dedede
GameInfo.msbt,29,BossNameSectniavine,Sectonia Sarmaşığı
GameInfo.msbt,30,BossNameQueensectnia,Kraliçe Sectonia
GameInfo.msbt,31,BossNameQueensectniaEx,Kraliçe Sectonia DX
GameInfo.msbt,32,BossNameVolgerom,Pirovrak
GameInfo.msbt,33,BossNameVolgeromEx,Pirovrak DX
GameInfo.msbt,34,BossNameSectniaflower,Sectonia'nın Çiçeği
GameInfo.msbt,35,BossNameMaskeddedede2,⟦MSBT:0E000000020002005300⟧Maskeli Dedede'nin İntikamı⟦MSBT:0E000000020002006400⟧
GameInfo.msbt,36,BossNameBlocky,Blocky
GameInfo.msbt,37,BossNameBlockyEx,Blocky DX
GameInfo.msbt,38,BossNameBlackdedede,Gölge Dedede
GameInfo.msbt,39,BossNameDarkmetaknight,⟦MSBT:0E000000020002004E00⟧Karanlık Meta Knight'ın İntikamı⟦MSBT:0E000000020002006400⟧
GameInfo.msbt,40,BossNameSectniasoul,Sectonia'nın Ruhu
GameOver.msbt,0,ButtonContinue,Devam Et
GameOver.msbt,1,ButtonExit,Çık
GoalGame.msbt,0,SpecialBonus,Özel Bonus
GoalGame.msbt,1,PushBtnText,Bas
KeyChain.msbt,0,Title,"Anahtarlık
Koleksiyonu"
KeyChain.msbt,1,BtnEnd,Geri
KeyChain.msbt,2,BtnGameCoin,Oyun Paraları
KeyChain.msbt,3,RotateKey,⟦MSBT:0E00010004000000⟧⟦MSBT:0E00010005000000⟧
KeyChain.msbt,4,RotateText,Döndür
KeyChain.msbt,5,ZoomKey,⟦MSBT:0E00010000000000⟧
KeyChain.msbt,6,ZoomTextLarge,⟦MSBT:0E000000020002006400⟧Büyüt +⟦MSBT:0E000000020002006400⟧
KeyChain.msbt,7,ZoomTextSmall,⟦MSBT:0E000000020002004B00⟧Küçült -⟦MSBT:0E000000020002006400⟧
KeyChain.msbt,8,NoDataText,Bu anahtarlık sende yok.
KeyChain.msbt,9,RestExchangeCount,⟦MSBT:0E000000020002005A00⟧Kalan ⟦MSBT:0E00020001000000⟧⟦MSBT:0E000000020002006400⟧
KeyChain.msbt,10,Numeral,ad.
KeyChain.msbt,11,DialogGameCoinMain,"Üç ⟦MSBT:0E00000003000400FF4B32FF⟧Oyun Parası⟦MSBT:0E00000003000400000000FF⟧ karşılığında
bir ⟦MSBT:0E00000003000400FF4B32FF⟧anahtarlık⟦MSBT:0E00000003000400000000FF⟧ alabilirsin.
Bir tane almak ister misin?"
KeyChain.msbt,12,DialogGameCoinNotEnough,"Yeterli ⟦MSBT:0E00000003000400FF4B32FF⟧Oyun Paran⟦MSBT:0E00000003000400000000FF⟧ yok.
Bir ⟦MSBT:0E00000003000400FF4B32FF⟧anahtarlık⟦MSBT:0E00000003000400000000FF⟧ için
⟦MSBT:0E00000003000400FF4B32FF⟧üç Oyun Parası⟦MSBT:0E00000003000400000000FF⟧ gerekir."
KeyChain.msbt,13,DialogGameCoinAlreadyExchanged,"Bir seferde ⟦MSBT:0E00000003000400FF4B32FF⟧beş anahtarlık⟦MSBT:0E00000003000400000000FF⟧
alabilirsin. Daha fazlası için
⟦MSBT:0E00000003000400FF4B32FF⟧bir bölümü tamamla⟦MSBT:0E00000003000400000000FF⟧."
KeyChain.msbt,14,DialogEmpty,"⟦MSBT:0E00000003000400FF4B32FF⟧Henüz hiç anahtarlığın yok.⟦MSBT:0E00000003000400000000FF⟧
Bölümlerde onları ara!"
KeyChain.msbt,15,DialogEmptyButton,⟦MSBT:0E000000020002003C00⟧Tamam⟦MSBT:0E000000020002006400⟧
KeyChain.msbt,16,DialogUse,Al
KeyChain.msbt,17,DialogCancel,İptal
KeyChain.msbt,18,DialogClose,⟦MSBT:0E000000020002003C00⟧Tamam⟦MSBT:0E000000020002006400⟧
KeyChain.msbt,19,MessageWindowGetNormal,"Yeni anahtarlık:
⟦MSBT:0E00000003000400FF4600FF⟧⟦MSBT:0E00020002000000⟧⟦MSBT:0E00000003000400000000FF⟧!"
KeyChain.msbt,20,MessageWindowGetRare,"Nadir anahtarlık:
⟦MSBT:0E00000003000400FF4600FF⟧⟦MSBT:0E00020002000000⟧⟦MSBT:0E00000003000400000000FF⟧!"
KeyChain.msbt,21,MessageWindowGetSunStoneComplete,"⟦MSBT:0E000000020002006200⟧Tüm Güneş Taşlarını topladığın için
⟦MSBT:0E00000003000400FF4600FF⟧Kraliçe Sectonia ⟦MSBT:0E00000003000400000000FF⟧anahtarlığını aldın!⟦MSBT:0E000000020002006400⟧"
KeyChain.msbt,22,MessageWindowCollectorLvUp,"⟦MSBT:0E000000020002006000⟧⟦MSBT:0E00000003000400FF4600FF⟧⟦MSBT:0E00020001000000⟧⟦MSBT:0E00000003000400000000FF⟧ tür anahtarlık topladın
ve ⟦MSBT:0E00000003000400FF4600FF⟧⟦MSBT:0E00020002000000⟧ ⟦MSBT:0E00000003000400000000FF⟧rütbesine ulaştın!⟦MSBT:0E000000020002006400⟧"
KeyChain.msbt,23,MessageWindowCollectorLvUpMax,"⟦MSBT:0E000000020002005A00⟧Anahtarlık Koleksiyonunu
⟦MSBT:0E00000003000400FF4600FF⟧tamamladın⟦MSBT:0E00000003000400000000FF⟧! Artık bir
⟦MSBT:0E00000003000400FF4600FF⟧anahtarlık ustasısın⟦MSBT:0E00000003000400000000FF⟧!⟦MSBT:0E000000020002006400⟧"
KeyChain.msbt,24,CollectorLv1Name,⟦MSBT:0E000000020002005F00⟧Acemi Toplayıcı⟦MSBT:0E000000020002006400⟧
KeyChain.msbt,25,CollectorLv2Name,⟦MSBT:0E000000020002005200⟧Hevesli Toplayıcı⟦MSBT:0E000000020002006400⟧
KeyChain.msbt,26,CollectorLv3Name,Anahtarlık Avcısı
KeyChain.msbt,27,CollectorLv4Name,⟦MSBT:0E000000020002005E00⟧Rüya Diyarı Haydudu⟦MSBT:0E000000020002006400⟧
KeyChain.msbt,28,CollectorLv5Name,Kirby Delisi
KeyChain.msbt,29,CollectorLv6Name,⟦MSBT:0E000000020002005A00⟧Efsane Toplayıcı⟦MSBT:0E000000020002006400⟧
KeyChain.msbt,30,CollectorLv7Name,⟦MSBT:0E000000020002005C00⟧Süperstar Toplayıcı⟦MSBT:0E000000020002006400⟧
KeyChain.msbt,31,CollectorLv8Name,Anahtarlık Ustası
KeyChain.msbt,32,#Name,
KeyChain.msbt,33,NameK1000,Kirby
KeyChain.msbt,34,NameK1001,Süzülen Kirby
KeyChain.msbt,35,NameK1002,Warp Yıldızı
KeyChain.msbt,36,NameK1003,Baygın Kirby
KeyChain.msbt,37,NameK1004,Waddle Dee
KeyChain.msbt,38,NameK1005,Bronto
KeyChain.msbt,39,NameK1006,Cikcik
KeyChain.msbt,40,NameK1007,Boz Ayı
KeyChain.msbt,41,NameK1008,Lololo & Lalala
KeyChain.msbt,42,NameK1009,Bombala
KeyChain.msbt,43,NameK1010,Kral Dedede
KeyChain.msbt,44,NameK1011,Nane Yaprağı
KeyChain.msbt,45,NameK1012,Süper Acı Köri
KeyChain.msbt,46,NameK1013,Whispy Woods
KeyChain.msbt,47,NameK1014,Şaşkın Dedede
KeyChain.msbt,48,NameFck000,Kirby
KeyChain.msbt,49,NameFck001,İçine Çeken Kirby
KeyChain.msbt,50,NameFck002,Topta Kirby
KeyChain.msbt,51,NameFck003,Kılıç Kirby
KeyChain.msbt,52,NameFck004,Taş Kirby
KeyChain.msbt,53,NameFck005,Waddle Doo
KeyChain.msbt,54,NameFck006,Kıvılcım
KeyChain.msbt,55,NameFck007,Alev Kafa
KeyChain.msbt,56,NameFck008,⟦MSBT:0E000000020002005E00⟧Kılıç Şövalyesi⟦MSBT:0E000000020002006400⟧
KeyChain.msbt,57,NameFck009,Büyük Bombacı
KeyChain.msbt,58,NameFck010,Bonkers
KeyChain.msbt,59,NameFck011,Ateş Aslanı
KeyChain.msbt,60,NameFck012,Kracko
KeyChain.msbt,61,NameFck013,Meta Knight
KeyChain.msbt,62,NameFck014,Kral Dedede
KeyChain.msbt,63,NameFck015,Maksi Domates
KeyChain.msbt,64,NameFck016,UFO Kirby
KeyChain.msbt,65,NameFck017,⟦MSBT:0E000000020002005200⟧Kâbus'un Güç Küresi⟦MSBT:0E000000020002006400⟧
KeyChain.msbt,66,NameK2000,Kirby
KeyChain.msbt,67,NameK2001,Kesici Kirby
KeyChain.msbt,68,NameK2002,Rick & Kirby
KeyChain.msbt,69,NameK2003,Coo & Kirby
KeyChain.msbt,70,NameK2004,Kine & Kirby
KeyChain.msbt,71,NameK2005,Sir Keskin
KeyChain.msbt,72,NameK2006,Bouncy
KeyChain.msbt,73,NameK2007,Elieel
KeyChain.msbt,74,NameK2008,Masher
KeyChain.msbt,75,NameK2009,Master Green
KeyChain.msbt,76,NameK2010,İfrit
KeyChain.msbt,77,NameK2011,Bay Ayaz
KeyChain.msbt,78,NameK2012,Nruff & Nelly
KeyChain.msbt,79,NameK2013,Ice Dragon
KeyChain.msbt,80,NameK2014,Kara Madde
KeyChain.msbt,81,NameK2015,Gökkuşağı Damlası
KeyChain.msbt,82,NameSdx000,Kirby
KeyChain.msbt,83,NameSdx001,Yüzen Kirby
KeyChain.msbt,84,NameSdx002,Teker Sürücüsü
KeyChain.msbt,85,NameSdx003,⟦MSBT:0E000000020002005F00⟧Kanatlı Kirby⟦MSBT:0E000000020002006400⟧
KeyChain.msbt,86,NameSdx004,Ayna Kirby
KeyChain.msbt,87,NameSdx005,Jet Kirby
KeyChain.msbt,88,NameSdx006,Yo-Yo Kirby
KeyChain.msbt,89,NameSdx007,Knuckle Joe
KeyChain.msbt,90,NameSdx008,⟦MSBT:0E000000020002005A00⟧Bıçak Şövalyesi⟦MSBT:0E000000020002006400⟧
KeyChain.msbt,91,NameSdx009,⟦MSBT:0E000000020002004B00⟧Biyo Kıvılcım⟦MSBT:0E000000020002006400⟧
KeyChain.msbt,92,NameSdx010,Gim
KeyChain.msbt,93,NameSdx011,Tac
KeyChain.msbt,94,NameSdx012,Plasma Wisp
KeyChain.msbt,95,NameSdx013,⟦MSBT:0E000000020002005600⟧Şemsiyeli Waddle Dee⟦MSBT:0E000000020002006400⟧
KeyChain.msbt,96,NameSdx014,Bronto
KeyChain.msbt,97,NameSdx015,Şapkacık
KeyChain.msbt,98,NameSdx016,Sevimli
KeyChain.msbt,99,NameSdx017,⟦MSBT:0E000000020002005E00⟧Balta Şövalyesi⟦MSBT:0E000000020002006400⟧
KeyChain.msbt,100,NameSdx018,Squishy
KeyChain.msbt,101,NameSdx019,Bonkers
KeyChain.msbt,102,NameSdx020,Bugzzy
KeyChain.msbt,103,NameSdx021,Şef Kawasaki
KeyChain.msbt,104,NameSdx022,Meta Knight
KeyChain.msbt,105,NameSdx023,⟦MSBT:0E000000020002005D00⟧Bukalemun Kolu⟦MSBT:0E000000020002006400⟧
KeyChain.msbt,106,NameSdx024,Kaslı Heykel
KeyChain.msbt,107,NameSdx025,Marx
KeyChain.msbt,108,NameSdx026,Dyna Blade
KeyChain.msbt,109,NameSdx027,Yıldız Gemisi
KeyChain.msbt,110,NameSdx028,Kaptan Vul
KeyChain.msbt,111,NameK3000,Kirby
KeyChain.msbt,112,NameK3001,Temizlikçi Kirby
KeyChain.msbt,113,NameK3002,İğneli Kirby
KeyChain.msbt,114,NameK3003,Şemsiyeli Rick
KeyChain.msbt,115,NameK3004,Kıvılcımlı Kine
KeyChain.msbt,116,NameK3005,İğneli Coo
KeyChain.msbt,117,NameK3006,Temizlikçi Chuchu
KeyChain.msbt,118,NameK3007,Kor
KeyChain.msbt,119,NameK3008,Dikencik
KeyChain.msbt,120,NameK3009,Ağcı
KeyChain.msbt,121,NameK3010,Pacto
KeyChain.msbt,122,NameK3011,Küpruh
KeyChain.msbt,123,NameK3012,Gabon
KeyChain.msbt,124,NameK3013,⟦MSBT:0E000000020002005B00⟧Nruff & Waddle Dee⟦MSBT:0E000000020002006400⟧
KeyChain.msbt,125,NameK3014,Küçük Bombacı
KeyChain.msbt,126,NameK3015,⟦MSBT:0E000000020002005E00⟧Süpürgeli Şapkacı⟦MSBT:0E000000020002006400⟧
KeyChain.msbt,127,NameK3016,Mumbies
KeyChain.msbt,128,NameK3017,Blocky
KeyChain.msbt,129,NameK3018,Pon & Con
KeyChain.msbt,130,NameK3019,Acro
KeyChain.msbt,131,NameK3020,⟦MSBT:0E000000020002005800⟧Tatlı Şey Çizimi⟦MSBT:0E000000020002006400⟧
KeyChain.msbt,132,NameK3021,Kara Madde
KeyChain.msbt,133,NameK3022,Patron Mücadelesi
KeyChain.msbt,134,NameK3023,Aşk-Aşk Çubuğu
KeyChain.msbt,135,NameAgbk000,Kirby
KeyChain.msbt,136,NameAgbk001,Kılıç Kirby
KeyChain.msbt,137,NameAgbk002,Yanan Kirby
KeyChain.msbt,138,NameAgbk003,Buz Kirby
KeyChain.msbt,139,NameAgbk004,Çekiç Kirby
KeyChain.msbt,140,NameAgbk005,⟦MSBT:0E000000020002004F00⟧Yüksek Zıplama Kirby⟦MSBT:0E000000020002006400⟧
KeyChain.msbt,141,NameAgbk006,Alevci
KeyChain.msbt,142,NameAgbk007,Sir Keskin
KeyChain.msbt,143,NameAgbk008,Bombacı
KeyChain.msbt,144,NameAgbk009,Kasırga
KeyChain.msbt,145,NameAgbk010,⟦MSBT:0E000000020002005E00⟧Kılıç Şövalyesi⟦MSBT:0E000000020002006400⟧
KeyChain.msbt,146,NameAgbk011,İğnecik
KeyChain.msbt,147,NameAgbk012,Lazer Topu
KeyChain.msbt,148,NameAgbk013,⟦MSBT:0E000000020002005400⟧Havalı Hayalet⟦MSBT:0E000000020002006400⟧
KeyChain.msbt,149,NameAgbk014,UFO
KeyChain.msbt,150,NameAgbk015,Kaya
KeyChain.msbt,151,NameAgbk016,Yengeç
KeyChain.msbt,152,NameAgbk017,Scarfy
KeyChain.msbt,153,NameAgbk018,Dikentop
KeyChain.msbt,154,NameAgbk019,Topçu
KeyChain.msbt,155,NameAgbk020,Phan Phan
KeyChain.msbt,156,NameAgbk021,Bay Tik-Tak
KeyChain.msbt,157,NameAgbk022,Bay Ayaz
KeyChain.msbt,158,NameAgbk023,⟦MSBT:0E000000020002005000⟧Bay Parıltı & Bay Parlak⟦MSBT:0E000000020002006400⟧
KeyChain.msbt,159,NameAgbk024,⟦MSBT:0E000000020002005C00⟧Ağır Köstebek⟦MSBT:0E000000020002006400⟧
