target_language,target_rbin_indices,target_rbin_hashes,target_message_indices,ctd_name,ctd_file_id,message_id,layout_index,wait_frames,source_fr,source_en,source_de,match_status,target_variant_count,translation
en,20,0x16DD8860,17,ctwm100.ctd,0x16320000,0x16320500,5,0,,,,matched_fr_en_de,1,
en,20,0x16DD8860,18,ctwm100.ctd,0x16320000,0x16320501,5,0,"Ce monde est menacé par les dissonances et les
ténèbres qui s'écoulent d'une partition de musique.","This world has been threatened by the dissonance
and darkness pouring out of a musical score.","Die Welt wurde von der Dissonanz und Dunkelheit 
bedroht, die aus einer Melodie herausströmte.",matched_fr_en_de,1,"Bu dünya, bir müzik notasından taşan
uyumsuzluk ve karanlığın tehdidi altında."
en,20,0x16DD8860,19,ctwm100.ctd,0x16320000,0x16320502,5,0,"En combinant leurs Harmonies, Sora et Riku ont créé
une puissante mélodie qui a dissipé les ténèbres.","Sora and Riku's Sound Ideas combined into a
powerful harmony that drove the darkness away.","Soras und Rikus kraftvolle Klänge haben sich zu
einem mächtigen Akkord vereint, der die Dunkel- 
heit verbannte.",matched_fr_en_de,1,"Sora ile Riku'nun Ses Fikirleri güçlü
bir armonide birleşerek karanlığı kovdu."
en,20,0x16DD8860,20,ctwm100.ctd,0x16320000,0x16320200,6,0,,,,matched_fr_en_de,1,
en,20,0x16DD8860,21,ctwm100.ctd,0x16320000,0x16320201,6,0,"L'HISTOIRE DE LA TOUR MYSTÉRIEUSE
SORA
PARTIE 1","MYSTERIOUS TOWER STORY
SORA
PART 1","DER MYSTISCHE TURM
SORA
TEIL 1",matched_fr_en_de,1,"GİZEMLİ KULE HİKÂYESİ
SORA
BÖLÜM 1"
en,20,0x16DD8860,22,ctwm100.ctd,0x16320000,0x16320202,6,0,"Riku a plongé dans les abysses des rêves de Sora
afin de sortir son ami de son sommeil.","Riku dove into the abyss of dreams and woke Sora
from his slumber.","Riku ist in den Abgrund der Träume getaucht und hat 
Sora aus seinem Schlaf geweckt.",matched_fr_en_de,1,"Riku rüyalar uçurumuna dalıp
Sora'yı uykusundan uyandırdı."
en,20,0x16DD8860,23,ctwm100.ctd,0x16320000,0x16320A00,7,0,,,,matched_fr_en_de,1,
en,20,0x16DD8860,24,ctwm100.ctd,0x16320000,0x16320A01,7,0,"Jadis, l'Organisation régnait sur ce monde.
Et si jamais elle reprennait le contrôle ?","The Organization once ruled this world...
What if they rule it again?","Die Organisation herrschte einst über diese Welt. 
Was, wenn sie ihre Herrschaft wieder aufnimmt?",matched_fr_en_de,1,"Organizasyon bir zamanlar bu dünyaya hükmediyordu...
Ya yeniden hükmederse?"
en,20,0x16DD8860,25,ctwm100.ctd,0x16320000,0x16320A02,7,0,"Maître Xehanort et la véritable Organisation ⑬
affirment que le retour de la χ-blade et leur
triomphe sont écrits dans le livre du destin.","Master Xehanort and the real Organization ⑬ have
insisted that the χ-blade's return, and their
triumph, are both preordained.","Meister Xehanort und die echte Organisation ⑬ haben 
verkündet, dass sowohl die Rückkehr der χ-Klinge 
als auch ihr Sieg vorherbestimmt sind.",matched_fr_en_de,1,"Usta Xehanort ve gerçek Organizasyon ⑬,
χ-kılıcının dönüşünün de zaferlerinin de
kaderde yazılı olduğunu ileri sürdü."
en,21,0x175699D6,0,ct00300.ctd,0x00960000,0x00960000,0,0,,,,matched_fr_en_de,1,
en,21,0x175699D6,1,ct00300.ctd,0x00960000,0x00960001,0,0,Va examiner le Portail d'accès apparu sur l'Île du Destin !,A Link Portal has appeared in the Destiny Islands. Better check it out!,Link-Portal auf den  Inseln des Schicksals!,matched_fr_en_de,1,Destiny Islands'da bir Bağlantı Portalı belirdi. Gidip baksan iyi olur!
en,21,0x175699D6,2,ct00300.ctd,0x00960000,0x00960002,0,0,Va examiner le Portail d'accès apparu à la Tour Mystérieuse !,A Link Portal has appeared in an unknown world.,Link-Portal zu einer unbekannten Welt!,matched_fr_en_de,1,Bilinmeyen bir dünyada bir Bağlantı Portalı belirdi.
en,21,0x175699D6,3,ct00300.ctd,0x00960000,0x00960003,0,0,Va examiner le Portail d'accès apparu dans la Ville de Traverse !,A Link Portal has appeared in Traverse Town. Better check it out!,Link-Portal ist in der Stadt Traverse!,matched_fr_en_de,1,Traverse Town'da bir Bağlantı Portalı belirdi. Gidip baksan iyi olur!
en,21,0x175699D6,4,ct00300.ctd,0x00960000,0x00960004,0,0,Va examiner le Portail d'accès apparu au Pays des Mousquetaires !,A Link Portal has appeared in the Country of the Musketeers. Better check it out!,Link-Portal im Land der Musketiere!,matched_fr_en_de,1,Country of the Musketeers'da bir Bağlantı Portalı belirdi. Gidip baksan iyi olur!
en,21,0x175699D6,5,ct00300.ctd,0x00960000,0x00960005,0,0,Va examiner le Portail d'accès apparu à la Symphonie du Sorcier !,A Link Portal has appeared in Symphony of Sorcery. Better check it out!,Link-Portal in der Simsalabim- Symphonie!,matched_fr_en_de,1,Symphony of Sorcery'de bir Bağlantı Portalı belirdi. Gidip baksan iyi olur!
en,21,0x175699D6,6,ct00300.ctd,0x00960000,0x00960006,0,0,Va examiner le Portail d'accès apparu au Paradis des Garnements !,A Link Portal has appeared in Prankster's Paradise. Better check it out!,Link-Portal im Paradies der bösen Buben!,matched_fr_en_de,1,Prankster's Paradise'da bir Bağlantı Portalı belirdi. Gidip baksan iyi olur!
en,21,0x175699D6,7,ct00300.ctd,0x00960000,0x00960007,0,0,Va examiner le Portail d'accès apparu dans la Cité des Cloches !,A Link Portal has appeared in La Cité des Cloches. Better check it out!,Link-Portal in La Cité des Cloches!,matched_fr_en_de,1,La Cité des Cloches'da bir Bağlantı Portalı belirdi. Gidip baksan iyi olur!
en,21,0x175699D6,8,ct00300.ctd,0x00960000,0x00960008,0,0,Va examiner le Portail d'accès apparu sur la Grille !,A Link Portal has appeared in The Grid. Better check it out!,Link-Portal im Raster!,matched_fr_en_de,1,The Grid'de bir Bağlantı Portalı belirdi. Gidip baksan iyi olur!
en,21,0x175699D6,9,ct00300.ctd,0x00960000,0x00960009,0,0,Va examiner le Portail d'accès apparu à Illusiopolis !,A Link Portal has appeared in The World That Never Was. Better check it out!,"Ein Link-Portal ist in der Welt, die niemals war aufgetaucht. Sieh es dir lieber an!",matched_fr_en_de,1,The World That Never Was'da bir Bağlantı Portalı belirdi. Gidip baksan iyi olur!
en,21,0x175699D6,10,ct00300.ctd,0x00960000,0x0096000A,0,0,Les Esprits que tu as envoyés à un Portail d'accès sont revenus.,The Spirits you assigned to a Link Portal have returned!,Geister vom Link-Portal zurück!,matched_fr_en_de,1,Bir Bağlantı Portalı'na atadığın Ruhlar geri döndü!
en,21,0x175699D6,11,ct00300.ctd,0x00960000,0x0096000B,0,0,Appuie sur  +  pour activer l'Altération du réel !,Press  +  to activate Reality Shift!, + : Realitätswandel aktiv!,matched_fr_en_de,1,Gerçeklik Değişimi'ni etkinleştirmek için  +  düğmelerine bas!
en,21,0x175699D6,12,ct00300.ctd,0x00960000,0x0096000C,0,0,Appuie sur  pour attaquer Guergouille !,Press  to attack Wargoyle!,: Kriegsspeier angreifen!,matched_fr_en_de,1,Wargoyle'a saldırmak için  düğmesine bas!
en,21,0x175699D6,13,ct00300.ctd,0x00960000,0x0096000D,0,0,Touche l'icône de l'Esprit sur l'écran tactile pour fusionner !,Touch the Spirit icon on the Touch Screen to link with it!,"Geistsymbol a. d. Touchscreen berühren, um dich zu verbinden.",matched_fr_en_de,1,Bağ kurmak için Dokunmatik Ekran'daki Ruh simgesine dokun!
en,21,0x175699D6,14,ct00300.ctd,0x00960000,0x0096000E,0,0,Approche-toi de $s et appuie plusieurs fois rapidement sur  !,$s is in trouble! Get close and rapidly tap !,$s in Gefahr! Geh hin und drücke wiederholt !,matched_fr_en_de,1,$s tehlikede! Yaklaş ve  düğmesine hızla art arda bas!
en,21,0x175699D6,15,ct00300.ctd,0x00960000,0x0096000F,0,0,Approche-toi de $s et $s et appuie plusieurs fois rapidement sur  !,$s and $s are in trouble! Get close and rapidly tap !,$s und $s in Gefahr! Geh hin und drücke wiederholt !,matched_fr_en_de,1,$s ve $s tehlikede! Yaklaş ve  düğmesine hızla art arda bas!
en,21,0x175699D6,16,ct00300.ctd,0x00960000,0x00960100,1,0,Poursuis le garçon !,Go after the boy!,Geh dem Jungen hinterher!,matched_fr_en_de,1,Çocuğun peşinden git!
en,21,0x175699D6,17,ct00300.ctd,0x00960000,0x00960101,1,0,Poursuis Neku !,Go after Neku!,Geh Neku hinterher!,matched_fr_en_de,1,Neku'nun peşinden git!
en,21,0x175699D6,18,ct00300.ctd,0x00960000,0x00960102,1,0,Explore la zone !,Investigate the area!,Untersuche diese Gegend!,matched_fr_en_de,1,Bölgeyi araştır!
en,21,0x175699D6,19,ct00300.ctd,0x00960000,0x00960103,1,0,Trouve Neku et sa partenaire de Jeu.,Track down Neku and his Game partner!,Suche Neku samt Spielpartner!,matched_fr_en_de,1,Neku ile Oyun ortağını bul!
en,21,0x175699D6,20,ct00300.ctd,0x00960000,0x00960104,1,0,Trouve Neku !,Track down Neku!,Suche Neku!,matched_fr_en_de,1,Neku'yu bul!
en,21,0x175699D6,21,ct00300.ctd,0x00960000,0x00960200,2,0,Rejoins vite le parvis !,Hurry to the square!,Geh schnell zum Platz!,matched_fr_en_de,1,"Acele et, meydana git!"
en,21,0x175699D6,22,ct00300.ctd,0x00960000,0x00960201,2,0,Poursuis Quasimodo dans la cathédrale !,Track down Quasimodo in the cathedral!,Suche Quasimodo i.d. Kathedrale!,matched_fr_en_de,1,Katedralde Quasimodo'yu bul!
en,21,0x175699D6,23,ct00300.ctd,0x00960000,0x00960202,2,0,Retrouve la trace de Quasimodo !,Find out where Quasimodo went!,Wohin ist Quasimodo gegangen?,matched_fr_en_de,1,Quasimodo'nun nereye gittiğini öğren!
en,21,0x175699D6,24,ct00300.ctd,0x00960000,0x00960203,2,0,Localise Esméralda à la Cour des Miracles !,Track down Esmeralda in the Court of Miracles!,Suche Esmeralda im Hof der Wunder!,matched_fr_en_de,1,Mucizeler Mahkemesi'nde Esmeralda'yı bul!
en,21,0x175699D6,25,ct00300.ctd,0x00960000,0x00960204,2,0,Trouve le passage secret !,Find the secret passage and keep moving!,Finde den geheimen Durchgang!,matched_fr_en_de,1,Gizli geçidi bul ve ilerlemeye devam et!
en,21,0x175699D6,26,ct00300.ctd,0x00960000,0x00960205,2,0,"Au contact du gaz, ton passage se fera plus rapidement. Détruis les pièges pour le dissiper !",Standing in the gas will make you drop faster. Smash the trap to get rid of it!,Das Gas lässt dich schneller fallen. Zerstöre die Fallen und zerstreue es!,matched_fr_en_de,1,Gazın içinde kalırsan daha hızlı düşersin. Gazı yok etmek için tuzağı parçala!
en,21,0x175699D6,27,ct00300.ctd,0x00960000,0x00960300,3,0,Localise Pinocchio !,Track down Pinocchio!,Suche Pinocchio!,matched_fr_en_de,1,Pinokyo'yu bul!
en,21,0x175699D6,28,ct00300.ctd,0x00960000,0x00960301,3,0,Rejoins Pinocchio au sommet de la tour !,Make your way to Pinocchio at the top of the tower!,Geh zu Pinocchio auf dem Turm!,matched_fr_en_de,1,Kulenin tepesindeki Pinokyo'ya ulaş!
en,21,0x175699D6,29,ct00300.ctd,0x00960000,0x00960302,3,0,Localise Pinocchio et Jiminy !,Track down Pinocchio and Jiminy!,Suche Pinocchio und Jiminy!,matched_fr_en_de,1,Pinokyo ile Jiminy'yi bul!
en,21,0x175699D6,30,ct00300.ctd,0x00960000,0x00960303,3,0,Suis Pinocchio et Jiminy jusque dans les fonds marins !,Follow Pinocchio and Jiminy to the bottom of the sea!,Folge Pinocchio und Jiminy zum Meeresgrund!,matched_fr_en_de,1,Pinokyo ile Jiminy'yi denizin dibine kadar takip et!
en,21,0x175699D6,31,ct00300.ctd,0x00960000,0x00960304,3,0,Trouve Pinocchio à l'extérieur du parc d'attractions !,Find Pinocchio outside the amusement park!,Finde Pinocchio vor der Vergnügungsinsel!,matched_fr_en_de,1,Pinokyo'yu eğlence parkının dışında bul!
en,21,0x175699D6,32,ct00300.ctd,0x00960000,0x00960400,4,0,Poursuis l'engin volant !,Go after the flying machine!,Folge der fliegenden Maschine!,matched_fr_en_de,1,Uçan makinenin peşinden git!
en,21,0x175699D6,33,ct00300.ctd,0x00960000,0x00960401,4,0,Échappe aux Gardes !,Escape the guards!,Entkomme der Wache!,matched_fr_en_de,1,Muhafızlardan kaç!
en,21,0x175699D6,34,ct00300.ctd,0x00960000,0x00960402,4,0,Va aux quais en RECONNAISSEUR !,Board the Recognizer and head straight for the docks!,Betritt den Deaktivierer und ab zum Hafen!,matched_fr_en_de,1,Recognizer'a bin ve doğruca rıhtıma git!
en,21,0x175699D6,35,ct00300.ctd,0x00960000,0x00960403,4,0,Rejoins les quais et monte à bord d'un Voilier solaire !,Go down to the docks and board a Solar Sailer!,Geh zum Hafen und steig in einen Solarsegler!,matched_fr_en_de,1,Rıhtıma inip bir Solar Sailer'a bin!
en,21,0x175699D6,36,ct00300.ctd,0x00960000,0x00960404,4,0,Avance jusqu'au premier véhicule !,Make your way to the first car!,Nimm den ersten Wagen!,matched_fr_en_de,1,İlk vagona ulaş!
en,21,0x175699D6,37,ct00300.ctd,0x00960000,0x00960405,4,0,Infiltre le vaisseau-mère et sauve Tron !,Infiltrate the Throneship and rescue Tron!,Rette Tron vom Thronschiff!,matched_fr_en_de,1,Throneship'e sız ve Tron'u kurtar!
en,21,0x175699D6,38,ct00300.ctd,0x00960000,0x00960406,4,0,Monte à bord du Voilier solaire et poursuis le vaisseau de CLU !,Board the Solar Sailer and go after CLU's battleship!,Verfolge CLUs Kampfschiff im Solarsegler!,matched_fr_en_de,1,Solar Sailer'a binip CLU'nun savaş gemisinin peşinden git!
en,21,0x175699D6,39,ct00300.ctd,0x00960000,0x00960500,5,0,Retrouve Neku et Shiki sur la place de la fontaine !,Catch up with Neku and Shiki in the fountain plaza!,Triff Neku + Shiki am Brunnenplatz!,matched_fr_en_de,1,Çeşmeli meydanda Neku ile Shiki'ye yetiş!
en,21,0x175699D6,40,ct00300.ctd,0x00960000,0x00960501,5,0,Piège le Cauchemar dans le Troisième Quartier !,Ambush the Nightmare in the Third District!,Überliste den Albtraum in Traverse Ost!,matched_fr_en_de,1,Third District'te Kâbus'a pusu kur!
en,21,0x175699D6,41,ct00300.ctd,0x00960000,0x00960600,6,0,Parle à Mickey et aide-le à protéger la princesse !,Talk to Mickey and help protect the princess!,"Hilf Micky, die Prinzessin zu beschützen!",matched_fr_en_de,1,Mickey'yle konuş ve prensesi korumasına yardım et!
en,21,0x175699D6,42,ct00300.ctd,0x00960000,0x00960601,6,0,Rends-toi à la tour pour sauver la princesse !,Head for the tower and rescue the princess!,Rette die Prinzessin aus dem Turm!,matched_fr_en_de,1,Kuleye gidip prensesi kurtar!
en,21,0x175699D6,43,ct00300.ctd,0x00960000,0x00960602,6,0,Rends-toi au Mont Saint-Michel pour sauver Mickey !,Head for Mont Saint-Michel and rescue Mickey!,Rette Micky am Mont-Saint-Michel!,matched_fr_en_de,1,Mont Saint-Michel'e gidip Mickey'yi kurtar!
en,21,0x175699D6,44,ct00300.ctd,0x00960000,0x00960603,6,0,Rends-toi à l'opéra pour sauver la princesse !,Head for the opéra and rescue the princess!,Rette d. Prinzessin (Opernhaus)!,matched_fr_en_de,1,Operaya gidip prensesi kurtar!
en,21,0x175699D6,45,ct00300.ctd,0x00960000,0x00960604,6,0,Poursuis les Rapetou !,Go after the Beagle Boys!,Verfolge die Panzerknacker!,matched_fr_en_de,1,Beagle Boys'un peşinden git!
en,21,0x175699D6,46,ct00300.ctd,0x00960000,0x00960700,7,0,Trouve une Harmonie et sauve Mickey !,Find a Sound Idea and save Mickey!,Rette Micky m. e. kraftv. Klang!,matched_fr_en_de,1,Bir Ses Fikri bul ve Mickey'yi kurtar!
en,21,0x175699D6,47,ct00300.ctd,0x00960000,0x00960701,7,0,Trouve une Harmonie !,Track down a Sound Idea!,Suche einen kraftvollen Klang!,matched_fr_en_de,1,Bir Ses Fikri bul!
en,21,0x175699D6,48,ct00300.ctd,0x00960000,0x00960702,7,0,Entre dans la partition pour éliminer le Cauchemar !,Enter the musical score and take out the Nightmare!,Betritt die Welt der Musik und schalte den Albtraum aus!,matched_fr_en_de,1,Müzik notasına girip Kâbus'u alt et!
en,21,0x175699D6,49,ct00300.ctd,0x00960000,0x00960800,8,0,Poursuis Joshua !,Go after Joshua!,Folge Joshua!,matched_fr_en_de,1,Joshua'nın peşinden git!
en,21,0x175699D6,50,ct00300.ctd,0x00960000,0x00960801,8,0,Sauve la fille des Cauchemars !,Rescue the girl from the Dream Eaters!,Rette d. Mäd. v.d. Traumfängern!,matched_fr_en_de,1,Kızı Rüya Yiyenler'den kurtar!
en,21,0x175699D6,51,ct00300.ctd,0x00960000,0x00960802,8,0,Localise Joshua et Beat !,Track down Joshua and Beat!,Spüre Joshua und Beat auf!,matched_fr_en_de,1,Joshua ile Beat'i bul!
en,21,0x175699D6,52,ct00300.ctd,0x00960000,0x00960900,9,0,Renseigne-toi sur Frollo à la cathédrale !,Ask about Frollo at the cathedral!,Frage b.d. Kathedrale nach Frollo!,matched_fr_en_de,1,Katedralde Frollo'yu sor!
en,21,0x175699D6,53,ct00300.ctd,0x00960000,0x00960901,9,0,Trouve Frollo dans le faubourg de la ville !,Find Frollo on the outskirts of the city!,Suche Frollo am Stadtrand!,matched_fr_en_de,1,Frollo'yu şehrin dışında bul!
en,21,0x175699D6,54,ct00300.ctd,0x00960000,0x00960902,9,0,Suis Frollo et le Cauchemar jusqu'au parvis !,Follow Frollo and the Nightmare to the square!,Folge Frollo u.d. Albtraum z. Platz!,matched_fr_en_de,1,Frollo ile Kâbus'u meydana kadar takip et!
en,21,0x175699D6,55,ct00300.ctd,0x00960000,0x00960903,9,0,Suis le Cauchemar sur le toit !,Follow the Nightmare up to the roof!,Folge dem Albtraum zum Dach!,matched_fr_en_de,1,Kâbus'u çatıya kadar takip et!
en,21,0x175699D6,56,ct00300.ctd,0x00960000,0x00960904,9,0,Suis le Cauchemar sur le toit !,Follow the Nightmare up to the roof!,Folge dem Albtraum zum Dach!,matched_fr_en_de,1,Kâbus'u çatıya kadar takip et!
en,21,0x175699D6,57,ct00300.ctd,0x00960000,0x00960A00,10,0,Adresse-toi à Geppetto !,Speak with Geppetto!,Sprich mit Geppetto!,matched_fr_en_de,1,Geppetto'yla konuş!
en,21,0x175699D6,58,ct00300.ctd,0x00960000,0x00960A01,10,0,Aide Jiminy à trouver Pinocchio !,Help Jiminy track down Pinocchio!,"Hilf Jiminy, Pinocchio zu suchen!",matched_fr_en_de,1,Jiminy'nin Pinokyo'yu bulmasına yardım et!
en,21,0x175699D6,59,ct00300.ctd,0x00960000,0x00960A02,10,0,Trouve l'origine du bruit !,Find out where the sound came from!,Woher kam der Klang?,matched_fr_en_de,1,Sesin nereden geldiğini bul!
en,21,0x175699D6,60,ct00300.ctd,0x00960000,0x00960B00,11,0,Va à la ville pour rencontrer le contact de Sam !,Head for the City to meet Sam's contact!,Triff dich m. Sams Kontakt i.d. Stadt!,matched_fr_en_de,1,Sam'in bağlantısıyla buluşmak için Şehir'e git!
en,21,0x175699D6,61,ct00300.ctd,0x00960000,0x00960B01,11,0,Procure-toi un Voilier solaire sur les quais et va au portail !,Take a Solar Sailer from the docks and head for the Portal!,Flieg mit einem Solarsegler vom Hafen zum Portal!,matched_fr_en_de,1,Rıhtımdan bir Solar Sailer'a binip Portal'a git!
en,21,0x175699D6,62,ct00300.ctd,0x00960000,0x00960B02,11,0,Va jusqu'au vaisseau-mère !,Head for the Throneship!,Geh zum Thronschiff!,matched_fr_en_de,1,Throneship'e git!
en,21,0x175699D6,63,ct00300.ctd,0x00960000,0x00960B03,11,0,Rends-toi sur le pont d'envol !,Head for the flight deck!,Geh zum Flugdeck!,matched_fr_en_de,1,Uçuş güvertesine git!
en,21,0x175699D6,64,ct00300.ctd,0x00960000,0x00960B04,11,0,Rends-toi au portail !,Make your way to the Portal!,Geh zum Portal!,matched_fr_en_de,1,Portal'a ulaş!
en,21,0x175699D6,65,ct00300.ctd,0x00960000,0x00960C00,12,0,Rejoins Beat et Rhyme sur la place de la fontaine !,Catch up with Beat and Rhyme in the fountain plaza!,Triff Beat + Rhyme am Brunnenplatz!,matched_fr_en_de,1,Çeşmeli meydanda Beat ile Rhyme'a yetiş!
en,21,0x175699D6,66,ct00300.ctd,0x00960000,0x00960C01,12,0,Ne laisse pas le Cauchemar s'enfuir !,Don't let the Nightmare get away!,Lass den Albtraum nicht fliehen!,matched_fr_en_de,1,Kâbus'un kaçmasına izin verme!
en,21,0x175699D6,67,ct00300.ctd,0x00960000,0x00960C02,12,0,Poursuis le Cauchemar jusque dans le Troisième Quartier !,Chase the Nightmare into the Third District!,Jage d. Albtraum n. Traverse Ost!,matched_fr_en_de,1,Kâbus'u Third District'e kadar kovala!
en,21,0x175699D6,68,ct00300.ctd,0x00960000,0x00960D00,13,0,Suis Pat Hibulaire à l'opéra !,Follow Pete into the opéra!,Folge Karlo ins Opernhaus!,matched_fr_en_de,1,Pete'i operaya kadar takip et!
en,21,0x175699D6,69,ct00300.ctd,0x00960000,0x00960D01,13,0,Poursuis les Rapetou !,Go after the Beagle Boys!,Verfolge die Panzerknacker!,matched_fr_en_de,1,Beagle Boys'un peşinden git!
en,21,0x175699D6,70,ct00300.ctd,0x00960000,0x00960D02,13,0,Tes Esprits ont vu quelque chose.,Your Spirits seem to be onto something...,Deine Geister haben etw. bemerkt.,matched_fr_en_de,1,Ruhların bir şeyin izini bulmuş gibi...
en,21,0x175699D6,71,ct00300.ctd,0x00960000,0x00960E00,14,0,Monte les escaliers !,Head up the stairs!,Geh die Treppe hinauf!,matched_fr_en_de,1,Merdivenlerden yukarı çık!
en,21,0x175699D6,72,ct00300.ctd,0x00960000,0x00960E01,14,0,Trouve une Harmonie et sauve Mickey !,Find a Sound Idea and save Mickey!,Rette Micky mit einem kraftvollen Klang!,matched_fr_en_de,1,Bir Ses Fikri bul ve Mickey'yi kurtar!
en,21,0x175699D6,73,ct00300.ctd,0x00960000,0x00960E02,14,0,Trouve une Harmonie !,Track down a Sound Idea!,Suche einen kraftvollen Klang!,matched_fr_en_de,1,Bir Ses Fikri bul!
en,21,0x175699D6,74,ct00300.ctd,0x00960000,0x00960F00,15,0,Utilise Briseur de cauchemar pour terrasser le Cauchemar de Ventus en armure !,Use Nightmare Clash to defeat the Armored Ventus Nightmare!,Besiege den gepanzerten Venusalbtraum mit einer Albtraum-Attacke!,matched_fr_en_de,1,Zırhlı Ventus Kâbusu'nu yenmek için Kâbus Çarpışması kullan!
en,21,0x175699D6,75,ct00300.ctd,0x00960000,0x00961000,16,0,Continue !,Keep going!,Mach weiter!,matched_fr_en_de,1,Devam et!
en,21,0x175699D6,76,ct00300.ctd,0x00960000,0x00961100,17,0,Continue !,Keep going!,Mach weiter!,matched_fr_en_de,1,Devam et!
en,22,0x1C7601A4,0,cttm200.ctd,0x08640000,0x08648000,0,0,Mais... C'est Pat ?,Isn't that...Pete?,Ist das nicht ... Karlo?,matched_fr_en_de,1,Bu... Pete değil mi?
en,22,0x1C7601A4,1,cttm200.ctd,0x08640000,0x08648100,1,0,"Où est-ce que
j'ai encore atterri ?","What kind of world did I
end up in this time?","In was für einer Welt bin
ich denn diesmal gelandet?",matched_fr_en_de,1,"Bu kez kendimi nasıl bir
dünyada buldum?"
en,22,0x1C7601A4,2,cttm200.ctd,0x08640000,0x08648200,2,0,"En tout cas,
une chose est sûre.","Well, one thing's for sure―that guy
adds up to trouble in any world.","Na, eins ist klar. Dieser Kerl
bedeutet in jeder Welt Ärger.",matched_fr_en_de,1,"Kesin olan bir şey var―o adam
her dünyada bela demek."
en,22,0x1C7601A4,3,cttm200.ctd,0x08640000,0x08648300,3,0,"Quand Pat est là,
les ennuis ne sont pas loin.",,,matched_fr_en_de,1,
en,22,0x1C7601A4,4,cttm200.ctd,0x08640000,0x08650000,4,0,Qu'est-ce que c'est que ça ?,What's all this for?,Was hat's denn damit auf sich?,matched_fr_en_de,1,Bütün bunlar ne için?
en,22,0x1C7601A4,5,cttm200.ctd,0x08640000,0x08650100,5,0,"C'est censé représenter Mickey
et les autres ?","Is that supposed to be Mickey
and the others?","Sollen das Micky
und die anderen sein?",matched_fr_en_de,1,"Bunların Mickey ve diğerleri
olması mı gerekiyor?"
en,22,0x1C7601A4,6,cttm200.ctd,0x08640000,0x08650200,6,0," Oui, on dirait bien. Décidément,
ces trois-là sont inséparables.","Yeesh. Those three are together
even when they're made out of wood.","Mensch.
Die drei sind ja sogar zusammen,",matched_fr_en_de,1,"Hey maşallah. Tahtadan yapılmışken
bile bu üçü bir arada."
en,22,0x1C7601A4,7,cttm200.ctd,0x08640000,0x08650300,7,0,Pat !,Pete!,Karlo!,matched_fr_en_de,1,Pete!
en,22,0x1C7601A4,8,cttm200.ctd,0x08640000,0x08650400,8,0,Attendez !,Wait!,Wartet!,matched_fr_en_de,1,Bekleyin!
en,22,0x1C7601A4,9,cttm200.ctd,0x08640000,0x08650500,9,0,,,,matched_fr_en_de,1,
en,22,0x1C7601A4,10,cttm200.ctd,0x08640000,0x08658000,10,0,,,,matched_fr_en_de,1,
en,22,0x1C7601A4,11,cttm200.ctd,0x08640000,0x08658100,11,0,Il y a quelqu...,Is someone...,Ist da jemand ...,matched_fr_en_de,1,Biri mi...
en,22,0x1C7601A4,12,cttm200.ctd,0x08640000,0x08658200,12,0,Minnie !,Minnie!,Minnie!,matched_fr_en_de,1,Minnie!
en,22,0x1C7601A4,13,cttm200.ctd,0x08640000,0x08658300,13,0,Merci de m'avoir sauvée.,"Oh, thank you for saving me!","Oh, danke, dass du 
mich gerettet hast.",matched_fr_en_de,1,Beni kurtardığın için çok teşekkür ederim!
en,22,0x1C7601A4,14,cttm200.ctd,0x08640000,0x08658400,14,0,Où est-ce que vous allez ?,Where are you going?,Wo gehst du hin?,matched_fr_en_de,1,Nereye gidiyorsunuz?
en,22,0x1C7601A4,15,cttm200.ctd,0x08640000,0x08658500,15,0,Je dois aider les Mousquetaires !,I have to help the Musketeers.,Ich muss den Musketieren helfen!,matched_fr_en_de,1,Silahşörlere yardım etmeliyim.
en,22,0x1C7601A4,16,cttm200.ctd,0x08640000,0x08658600,16,0,"Qu'est-ce qui s'est passé ?
Dites-moi ce que je peux faire !","What happened?
Tell me what I can do.","Was ist passiert? 
Sag mir, was ich tun kann.",matched_fr_en_de,1,"Ne oldu?
Ne yapabileceğimi söyleyin."
en,22,0x1C7601A4,17,cttm200.ctd,0x08640000,0x08658700,17,0,Mais qui es-tu ?,Who are you?,Wer bist du?,matched_fr_en_de,1,Sen kimsin?
en,22,0x1C7601A4,18,cttm200.ctd,0x08640000,0x08658800,18,0,Riku. Mickey est mon ami.,Riku. Mickey's my friend.,Riku. Micky ist mein Freund.,matched_fr_en_de,1,Riku. Mickey benim dostum.
en,22,0x1C7601A4,19,cttm200.ctd,0x08640000,0x08658900,19,0,"Oh Riku, la scène est équipée
d'une machine","Oh, Riku, the stage has been
rigged with a machine","Oh, Riku, die Bühne wurde mit
einem Mechanismus versehen,",matched_fr_en_de,1,"Ah Riku, sahneye bir makine yerleştirilmiş"
en,22,0x1C7601A4,20,cttm200.ctd,0x08640000,0x08658A00,20,0,"conçue pour attirer Mickey
et les autres dans un terrible piège !","to lure Mickey and the others
into a terrible trap.","um Micky und die anderen
in eine schreckliche Falle zu locken!",matched_fr_en_de,1,Mickey ve diğerlerini korkunç bir tuzağa çekmek için.
en,22,0x1C7601A4,21,cttm200.ctd,0x08640000,0x08658B00,21,0,"Nous devons trouver un moyen
de contrôler le dispositif à distance...","If we could only find something
to control the device from here...","Wenn wir nur etwas
finden könnten,",matched_fr_en_de,1,"Keşke aygıtı buradan kontrol edecek
bir şey bulabilsek..."
