file,index,id,en,fr,de,it,es,tr
dialogues.csv,284,0x22A9F149,Take off these chains and we'll see who kneels before who.,Retirez-moi ces chaînes et nous verrons lequel de nous deux se prosternera devant l'autre !,"Nehmt mir die Ketten ab, dann werden wir sehen, wer hier vor wem kniet.",Toglimi queste catene e vedremo chi sarà a inchinarsi.,Quítame estas cadenas y ya veremos quién se inclina.,Şu zincirleri çıkar da kimin kimin önünde diz çökeceğini görelim.
dialogues.csv,285,0x22A9F14A,"Yes, I daresay you would put up a better fight than that fool Eckhardt. But that’s not your destiny.","J'ose en effet imaginer que vous feriez un adversaire plus coriace que ce pauvre Eckhardt, mais là n'est pas votre destinée.","Ja, ich denke, Ihr wärt eine größere Herausforderung als dieser Narr Eckhardt. Aber das ist nicht Eure Bestimmung.","Sì, riconosco che saresti un ostacolo più serio di quello stolto di Eckhardt. Ma questo non è il tuo destino.","Sí, creo que lucharías mejor que ese idiota de Eckhardt. Pero no es ese tu destino.","Evet, o aptal Eckhardt'tan daha iyi dövüşeceğin kesin. Ama kaderin bu değil."
dialogues.csv,286,0x22A9F14B,"I shall consign you to #0x98B7D4FF#a prison#PREVIOUS# that not even a pest like you can wriggle out of. We can’t have you spoiling the beginning of my reign, now can we?","Je vous réserve une #0x98B7D4FF#prison#PREVIOUS# dont même un misérable insecte comme vous ne pourra s'échapper. Il serait dommage que vous veniez gâcher le premier jour de mon règne, n'est-ce pas ?","Ich stecke Euch in #0x98B7D4FF#ein Gefängnis#PREVIOUS#, aus dem nicht einmal ein Quälgeist wie Ihr entkommen kann. Wir wollen schließlich nicht, dass Ihr meine Pläne durchkreuzt, nicht wahr?","Ti rinchiuderò in #0x98B7D4FF#una prigione#PREVIOUS# dalla quale neppure tu riuscirai a scappare. Non vogliamo certo che tu rovini la nascita del mio regno, giusto?","Te voy a meter en una #0x98B7D4FF#prisión#PREVIOUS# de la que ni siquiera una rata como tú podría salir. No queremos que estropees los comienzos de mi reino, ¿verdad?","Seni, senin gibi bir haşerenin bile sıvışamayacağı #0x98B7D4FF#bir hapishaneye#PREVIOUS# göndereceğim. Saltanatımın başlangıcını bozmanı istemeyiz, değil mi?"
dialogues.csv,287,0x22EF07A9,Read on.,Continuer.,Weiterlesen.,Continua a leggere.,Sigue leyendo.,Okumaya devam et.
dialogues.csv,288,0x22EF07AA,Memorize the portal ritual.,Mémoriser le rituel.,Portalritual einprägen.,Memorizza il rituale del portale.,Memoriza el ritual del portal.,Portal ayinini ezberle.
dialogues.csv,289,0x2318C793,"Adrian is a talented sorcerer, but does nothing to help others. He'd rather have fun and make fun of passers–by than anything else.","Adrian est un sorcier de talent, mais il n'aide jamais personne. Il préfère s'amuser et se moquer de tous ceux qu'il croise...","Adrian ist ein talentierter Zauberer, aber er denkt nicht daran, anderen zu helfen. Er hat lieber seinen Spaß und amüsiert sich auf Kosten anderer.","Adrian è un mago capace, ma non fa nulla per aiutare gli altri. Tutto quello che sa fare è divertirsi e prendersi gioco della gente di passaggio.","Adrian es un hechicero de talento, pero no hace nada para ayudar a los demás. Lo que más le gusta es divertirse y burlarse de la gente.",Adrian yetenekli bir büyücü ama başkalarına yardım etmek için hiçbir şey yapmıyor. Eğlenmeyi ve gelip geçenlerle dalga geçmeyi tercih ediyor.
dialogues.csv,290,0x2318C794,"Adrian reminds me of his father in his younger years... Marcus was an adventurer, once. Maybe Adrian wants to follow in his footsteps, but he should realize that he needs to grow up.","Adrian me fait penser à son père lorsqu'il était jeune... Marcus était jadis un aventurier. Si Adrian a l'intention d'avoir le même destin que son père, il a tout intérêt à faire preuve d'un peu plus de maturité.","Adrian erinnert mich an seinen Vater, als er noch jünger war ... Marcus war mal ein Abenteurer. Vielleicht will Adrian in seine Fußstapfen treten, aber dazu sollte er erst einmal erwachsen werden.","Adrian mi ricorda suo padre da giovane... Marcus era un avventuriero, un tempo. Chissà, forse Adrian vuole seguirne le orme... Però deve decidersi a crescere.","Adrian me recuerda a su padre cuando era joven. Marcus fue aventurero en otro tiempo. Puede que Adrian quiera seguir sus pasos, pero tiene que comprender que debe madurar.",Adrian bana babasının gençliğini hatırlatıyor… Marcus da bir zamanlar maceracıydı. Belki Adrian onun izinden gitmek istiyor ama artık büyümesi gerektiğini anlamalı.
dialogues.csv,291,0x2318C795,Adrian seems like he's legitimately trying to help his father. Perhaps he feels some remorse for having been a good for nothing for so long?,Adrian semble avoir sincèrement envie d'aider son père. Il éprouve peut-être des remords à s'être comporté en bon à rien pendant toutes ces années ?,"Adrian scheint seinem Vater ernsthaft helfen zu wollen. Ob er ein schlechtes Gewissen hat, weil er so lange zu nichts nütze war?",Adrian sembra intenzionato ad aiutare suo padre. Che provi del rimorso per non aver combinato nulla per così tanto tempo?,Parece que Adrian está intentado detener a su padre. Puede que tenga remordimientos por haber resultado ser tan inútil hasta ahora.,Adrian gerçekten babasına yardım etmeye çalışıyor gibi. Bunca zaman işe yaramaz biri olduğu için vicdan azabı çekiyor olabilir mi?
dialogues.csv,292,0x2318C796,"Adrian… he's disappointed not only his family, but the whole city. What a shame.","Adrian... Il aura non seulement déçu sa famille, mais la cité tout entière. Quel gâchis...","Adrian ... hat nicht nur seine Familie, sondern die ganze Stadt enttäuscht. Eine Schande ist das.","Adrian... una delusione non solo per la sua famiglia, ma per l'intera città. Che spreco.","Adrian no solo decepcionó a su familia, sino a toda a la ciudad. Es una pena.",Adrian… yalnızca ailesini değil tüm şehri hayal kırıklığına uğrattı. Ne yazık.
dialogues.csv,293,0x234C5283,"Odi Immortuos,' yes. And hold the book out in front of you while you do it.","C'est bien ça, ""Odi Immortuos"". Et tenez bien le grimoire devant vous lorsque vous prononcerez ces mots.","Ja, ""Odi Immortuos"". Und dabei haltet Ihr den Folianten hoch.","""Odi Immortuos"", sì. E tieni il libro di fronte a te mentre le pronunci.","Odi Immortuos, sí. Y sostén el libro delante de ti mientras las dices.","“Odi Immortuos”, evet. Söylerken kitabı önünde açık tut."
dialogues.csv,294,0x234C5284,"They'll flee. I think. Not quite the same, but you'll still be rid of them!","Ils fuiront. Enfin, je crois. Ce n'est pas tout à fait la même chose, mais au moins on en sera débarrassés !","Sie werden fliehen. Glaube ich. Das ist zwar nicht dasselbe, aber wenigstens seid Ihr sie dann los.","Fuggiranno. Credo. Non è proprio la stessa cosa, ma ti sbarazzerai comunque di loro!","Huirán. Creo. ¡No es exactamente lo mismo, pero te librarás de ellos igualmente!",Kaçarlar. Sanırım. Aynı şey değil ama en azından onlardan kurtulursun!
dialogues.csv,295,0x236C4A5A,"Maybe. You know I don't fully trust you, Nolan.",Peut-être. Je ne vous fais pas confiance.,"Vielleicht. Ihr wisst, dass ich Euch nicht traue, Nolan.","Forse. Sai, Nolan, non mi fido completamente di te.","Puede. Ya sabes que no me fío mucho de ti, Nolan.","Belki. Sana tam olarak güvenmediğimi biliyorsun, Nolan."
dialogues.csv,296,0x236C4A5B,"Very convenient. If you trick me again, you know what I'll do?",Bien sûr. Vous savez ce qui vous attend si vous me mentez ?,"Ach was. Falls Ihr mich noch mal reinlegt, wisst Ihr, was dann passiert?",Molto bene. Hai idea di cosa ti farò se mi ingannerai di nuovo?,"Lleva cuidado. Si me vuelves a engañar, ¿sabes lo que haré?","Ne âlâ. Beni yine kandırırsan ne yapacağımı biliyorsun, değil mi?"
dialogues.csv,297,0x237C4960,This data is astounding hero! I'm amazed even you managed to last this long against the wolves.,Ces résultats sont stupéfiants ! Je suis impressionné que vous ayez réussi à tenir aussi longtemps face à ces Loups.,"Diese Daten sind wirklich erstaunlich! Ich hätte nicht gedacht, dass Ihr so lange gegen die Wölfe durchhalten würdet.",Questi dati sono incredibili! Mi stupisce che tu abbia resistito così a lungo contro i lupi.,¡Estos datos son asombrosos! Es increíble que hayas logrado aguantar tanto contra los lobos.,"Bu veriler inanılmaz, kahraman! Kurtlara karşı bu kadar uzun dayanabilmene bile şaşırdım."
dialogues.csv,298,0x23CC0503,Had any luck with the big wolf?,"Alors, vous en êtes où avec ce Loup ?",Hattet Ihr Glück mit dem großen Wolf?,Hai avuto fortuna con il capobranco?,¿Ha habido suerte con el gran lobo?,Büyük kurtta şansın yaver gitti mi?
dialogues.csv,299,0x23D84A75,You know what you have to do. #0x98B7D4FF#Free him#PREVIOUS# just as you freed the Salveran council!,"Vous savez ce qu'il vous reste à faire. #0x98B7D4FF#Libérez-le#PREVIOUS#, comme vous avez libéré le Conseil salvérain !","Ihr wisst, was Ihr zu tun habt. #0x98B7D4FF#Befreit ihn#PREVIOUS#, so wie Ihr auch den salveranischen Rat befreit habt!",Sai cosa devi fare. #0x98B7D4FF#Liberalo#PREVIOUS# come hai fatto con i membri del consiglio di Salvera!,Ya sabes lo que tienes que hacer. ¡#0x98B7D4FF#Libéralo#PREVIOUS# igual que liberaste al consejo de Salvera!,Ne yapman gerektiğini biliyorsun. Salvera konseyini kurtardığın gibi #0x98B7D4FF#onu da özgür bırak#PREVIOUS#!
dialogues.csv,300,0x249D4CF0,Why's that? Guilty conscience?,Pourquoi ? Vous n'avez pas la conscience tranquille ?,Wieso? Schlechtes Gewissen?,Come mai? Hai per caso la coscienza sporca?,¿Y eso por qué? ¿Tienes mala conciencia?,Nedenmiş o? Vicdanın mı rahatsız?
dialogues.csv,301,0x24C96819,"Happy hunting, $PlayerName$.","Bonne chasse, $PlayerName$.","Waidmanns Heil, $PlayerName$.","Buona caccia, $PlayerName$.","Feliz caza, $PlayerName$.","İyi avlar, $PlayerName$."
dialogues.csv,302,0x24CB5D5C,I will set out at once.,Je pars sur-le-champ.,Ich breche sofort auf.,Partirò immediatamente.,Voy a ocuparme ahora mismo.,Hemen yola çıkacağım.
dialogues.csv,303,0x2508E09A,I'm afraid this will have to wait. I'm sorry.,Vous devrez attendre un peu.,"Ich fürchte, das muss warten. Tut mir leid.",Temo che questa faccenda dovrà aspettare.,Me temo que esto tendrá que esperar. Lo siento.,Korkarım bu beklemek zorunda. Üzgünüm.
dialogues.csv,304,0x25184E7E,"I haven't forgotten about that. Where is it, again?",Je ne vous ai pas oubliée. Où cela se trouve-t-il déjà ?,Ich habe es nicht vergessen. Wo war er doch gleich?,Devo ancora farlo. Dov'era di preciso il posto?,Me había olvidado de eso. ¿Dónde decías que está?,"Onu unutmadım. Tekrar söyler misin, nerede?"
dialogues.csv,305,0x25184E7F,Leave it to me.,Je m'en charge.,Verlasst Euch auf mich.,Ci penso io.,Déjalo de mi cuenta.,Bana bırak.
dialogues.csv,306,0x257052D6,Couldn't have said it better myself.,Vous avez dit tout ce qu'il y avait à dire.,Das hätte ich nicht besser sagen können.,Ben detto!,Pues me parece muy bien.,Ben de daha iyi söyleyemezdim.
dialogues.csv,307,0x25E38153,I should go.,Je dois partir.,Ich muss los.,Ora devo andare.,Tengo que irme.,Gitmeliyim.
dialogues.csv,308,0x25FEFCF7,"Remember, you need #0x98B7D4FF#cores#PREVIOUS# from #0x98B7D4FF#enraged gargoyles#PREVIOUS#—just offing the normal ones won't work. Pick a fight with one, knock it down to about half of its health, and then #0x98B7D4FF#let it become enraged#PREVIOUS# before you kill it!","N'oubliez pas, il me faut des #0x98B7D4FF#gemmes#PREVIOUS# prélevées sur des #0x98B7D4FF#Gargouilles folles de rage#PREVIOUS#. Inutile donc de les tuer tant qu'elles sont dans leur état normal. Engagez le combat avec une Gargouille, affaiblissez-la de moitié et attendez qu'elle devienne #0x98B7D4FF#folle de rage#PREVIOUS# pour lui porter le coup de grâce !","Denkt daran, Ihr braucht #0x98B7D4FF#Kerne#PREVIOUS# von #0x98B7D4FF#wütenden Gargylen#PREVIOUS# ... es reicht also nicht, sie einfach zu töten. Kämpft gegen einen Gargyl, schlagt ihn halb tot und #0x98B7D4FF#macht ihn wütend#PREVIOUS#, bevor Ihr ihn tötet!","Ricorda, ti servono i #0x98B7D4FF#nuclei#PREVIOUS# dei #0x98B7D4FF#gargoyle arrabbiati#PREVIOUS#... quelli normali non funzioneranno. Combatti contro uno di essi, riduci la sua salute a circa la metà e poi #0x98B7D4FF#lascia che si arrabbi#PREVIOUS# prima di ucciderlo!","Recuerda, necesitas #0x98B7D4FF#núcleos#PREVIOUS# de #0x98B7D4FF#gárgolas enfurecidas#PREVIOUS#. Matar a una gárgola normal no sirve. ¡Ponte a pelear con una, reduce su salud a la mitad, y luego #0x98B7D4FF#espera a que se enfurezca#PREVIOUS# antes de acabar con ella!","Unutma, #0x98B7D4FF#çekirdekleri#PREVIOUS# #0x98B7D4FF#öfkelenmiş gargoylelerden#PREVIOUS# almalısın; normal olanları öldürmek yetmez. Biriyle dövüş, canını yaklaşık yarıya indir, sonra öldürmeden önce #0x98B7D4FF#öfkelenmesine izin ver#PREVIOUS#!"
dialogues.csv,309,0x2617D3B9,What can you do for me?,Que pouvez-vous faire pour moi ?,Was könnt Ihr für mich tun?,Cosa puoi fare per me?,¿Qué puedes hacer por mí?,Benim için ne yapabilirsin?
dialogues.csv,310,0x2631BC65,"With the lich defeated, you finish empowering the crystal.","Sans le mage pour vous en empêcher, vous pouvez maintenant finir de recharger le cristal.","Nun, da der Lich besiegt ist, ist die Stärkung des Kristalls abgeschlossen.","Una volta sconfitto il lich, finisci di caricare il cristallo.","Una vez derrotado el liche, terminas de imbuir el cristal.",Lich yenilince kristali güçlendirmeyi tamamlıyorsun.
dialogues.csv,311,0x263E5FFF,"My brother is looking after Father, and Nexus besides. The city will be in safe hands...but that means it's up to us to save Ataraxis!","Solon est au chevet de notre père, et a repris les rênes de Nexus par la même occasion. La cité est entre de bonnes mains... mais cela signifie que c'est à nous que revient la charge de sauver Ataraxis !","Mein Bruder passt auf meinen Vater und Nexus auf. Die Stadt ist in guten Händen. Aber das bedeutet auch, dass wir jetzt Ataraxis retten müssen!","Mio fratello si sta prendendo cura di nostro padre, e di Nexus. La città è in mani sicure... ma questo significa che spetta a noi salvare Ataraxis!","Mi hermano cuida de nuestro padre y de Nexus. La ciudad estará en buenas manos, ¡pero eso significa que tenemos que salvar a Ataraxis!",Kardeşim hem Babamla hem Nexus'la ilgileniyor. Şehir emin ellerde olacak… ama bu da Ataraxis'i kurtarmanın bize kaldığı anlamına geliyor!
dialogues.csv,312,0x268DF14F,I have to go.,Je dois partir.,Ich muss gehen.,Devo andare.,Tengo que irme.,Gitmem gerek.
dialogues.csv,313,0x26E17151,Can't you take control of the Ruinscar back from her?,Pourquoi ne reprenez-vous pas le contrôle de la Faille de Ruin ?,Könnt Ihr die Ruinennarbe nicht zurückerobern?,Non puoi sottrarle il controllo della Cicatrice della rovina?,¿Y no se le puede quitar el control de la ruinabrecha?,Yıkım Yarası'nın kontrolünü ondan geri alamaz mısın?
dialogues.csv,314,0x26E17152,Will the Ruinscar's energy be gone? I need a portion of its power myself.,L'énergie de la Faille de Ruin aura-t-elle alors disparu ? J'aurais moi aussi besoin d'en récupérer un peu.,Wird die Energie der Ruinennarbe dadurch zerstört? Ich brauche sie nämlich selbst.,L'energia della Cicatrice della rovina sarà esaurita? Ho bisogno di una parte di quel potere.,¿Desaparecerá el poder de la ruinabrecha? Es que necesito una porción de ese poder.,"Yıkım Yarası'nın enerjisi tamamen tükenmeyecek, değil mi? Gücünden benim de bir miktar almam gerekiyor."
dialogues.csv,315,0x272F718C,The field that was here before is completely dissipated now. Rigel lies just ahead...,Le champ de force a maintenant complètement disparu. Rigel n'est plus très loin...,Das Energiefeld hat sich in Wohlgefallen aufgelöst. Der Weg zu Rigel ist frei ...,Il campo che si parava dinanzi a te è completamente svanito. Rigel è più avanti...,El campo ha desaparecido por completo. Rigel está más adelante.,Az önce burada olan alan tamamen dağıldı. Rigel hemen ileride…
dialogues.csv,316,0x27315548,"It's in the #0x98B7D4FF#Sorcerers' Vault#PREVIOUS#, in the Soul Void. It's ordinarily only for wizards from Nexus...but I don't think anyone will notice, with everything that's going on.","Vous le trouverez dans l'#0x98B7D4FF#Arche des sorciers#PREVIOUS#, au Néant des âmes. Seuls les restes des mages de Nexus y sont normalement déposés... mais avec tout ce qui se passe en ce moment, je doute que quiconque ne le remarque.","Er ist im #0x98B7D4FF#Magiergewölbe#PREVIOUS#, irgendwo im Nichts. Er ist eigentlich Magiern aus Nexus vorbehalten, ... aber ich bezweifle, dass jemand etwas merken wird.","Si trova nella #0x98B7D4FF#Cripta del mago#PREVIOUS#, nel Vuoto dell'anima. Solitamente è riservato ai maghi di Nexus... ma con tutto quello che sta succedendo, dubito che qualcuno ci baderà.","Está en la #0x98B7D4FF#Cámara de los hechiceros#PREVIOUS#, en Vacío de las Almas. Normalmente solo es para los magos de Nexus... pero no creo que nadie lo note, con todo lo que está pasando.",Ruh Boşluğu'ndaki #0x98B7D4FF#Büyücülerin Kasası#PREVIOUS#'nda. Normalde yalnızca Nexus büyücülerine açık… ama bu hengâmede kimsenin fark edeceğini sanmıyorum.
dialogues.csv,317,0x27315549,Thank you again! It means so much to me.,Merci encore ! C'est vraiment très important pour moi.,Danke noch einmal! Das bedeutet mir sehr viel.,Grazie ancora! Per me significa molto.,¡Gracias de nuevo! Significa mucho para mí.,Tekrar teşekkürler! Benim için çok şey ifade ediyor.
dialogues.csv,318,0x275BCC57,Welcome back! How are you getting on in the elven forests?,Content de vous revoir ! Comment les choses se passent-elles dans les forêts elfiques ?,Willkommen zurück! Wie kommt Ihr in den Elfenwäldern voran?,Lieto di rivederti! Come vanno le cose nelle foreste degli Elfi?,¡Te doy la bienvenida otra vez! ¿Qué tal te va por los bosques de los elfos?,Tekrar hoş geldin! Elf ormanlarında işler nasıl gidiyor?
dialogues.csv,319,0x276C7975,I intend to do just that—is there anything you can do to help?,Telle est mon intention. Pensez-vous pouvoir m'aider dans cette tâche ?,Genau das habe ich vor. Könnt Ihr mir irgendwie dabei helfen?,È quello che intendo fare... puoi aiutarmi?,Eso es lo que voy a hacer. ¿Me puedes ayudar?,Tam da bunu yapacağım. Yardım edebileceğin bir şey var mı?
dialogues.csv,320,0x2771B4D4,No. I've more pressing matters to attend to.,Non. J'ai des choses plus urgentes qui m'attendent.,Nein. Ich habe Wichtigeres zu tun!,No. Ho altre faccende più urgenti di cui occuparmi.,No. Tengo cosas más urgentes que hacer.,Hayır. İlgilenmem gereken daha önemli işler var.
dialogues.csv,321,0x2776F4F4,Reserves,Réserve,Reservierungen,Riserva,Reservas,Yedekler
dialogues.csv,322,0x27BD5046,"Move quickly, hero. If Michadele leads the undead of Salvera across Veil, then there is no hope for our world.","Faites vite. Si Michadèle lâche sur Veil l'armée des Morts-vivants de Salvéra, notre monde est perdu.","Und nun sputet Euch. Wenn Michadele die Untoten aus Salvera durch Veil führt, gibt es für unsere Welt keine Hoffnung.","Fa' presto. Se Michadele dovesse condurre i non morti di Salvera attraverso il Velo, non ci sarebbe più alcuna speranza per il nostro mondo.","Date prisa. Si Michadele conduce a los no muertos de Salvera por el Velo, nuestro mundo no tendrá esperanza alguna.","Çabuk ol, kahraman. Michadele Salvera'nın hortlaklarını Veil'e salarsa dünyamız için umut kalmaz."
dialogues.csv,323,0x27E5894C,"Maybe. Probably. I'm not sure. It can't do any harm, at least. But we won't know either way without those books!","Peut-être... C'est possible... Je n'en suis pas sûr... Ça peut toujours valoir le coup d'essayer. Quoi qu'il en soit, on ne le saura que lorsqu'on aura récupéré ces grimoires !",Vielleicht. Vermutlich. Ich bin nicht sicher. Schaden kann es jedenfalls nicht. Aber ohne diese Bücher werden wir es nie erfahren.,"Forse. Probabilmente. Non ne sono sicuro, ma certamente non farà male. Però non potremo mai saperlo, senza quei libri!","Puede ser. Probablemente. No estoy seguro. No hará daño intentarlo, al menos. ¡Pero no lo sabremos sin esos libros!",Belki. Muhtemelen. Emin değilim. En azından zararı olmaz. Ama o kitaplar olmadan ne olacağını bilemeyiz!
dialogues.csv,324,0x28169E99,"That's the idea. Ataraxis needs you. He's been cursed, somehow, and no one can figure out what to do.",Tout juste. Ataraxis a besoin de vous. Il semble avoir été frappé par une malédiction et personne ne sait comment le secourir.,"Das ist der Plan. Ataraxis braucht Euch. Er wurde verflucht und niemand weiß, was zu tun ist.",Sono venuto apposta. Ataraxis ha bisogno del tuo aiuto. È stato colpito da una maledizione e nessuno sa come curarlo.,Esa es la idea. Ataraxis te necesita. Lo han maldecido y nadie sabe qué hacer.,Fikir bu. Ataraxis'in sana ihtiyacı var. Bir şekilde lanetlenmiş ve kimse ne yapacağını çözemiyor.
dialogues.csv,325,0x2833637D,"That's good of you. Now make it snappy. The fresher they are, the better. Head to #0x98B7D4FF#Undersprawl#PREVIOUS#—you'll stand your best chance of getting a few tentacles there!","J'apprécie votre aide. Maintenant, bougez-vous : plus ils sont frais, meilleurs ils sont. Rendez-vous dans #0x98B7D4FF#les Profondeurs#PREVIOUS#, c'est là que vous aurez les meilleures chances de trouver ces tentacules !","Schön für Euch. Und jetzt beeilt Euch. Je frischer sie sind, desto besser. Geht in die #0x98B7D4FF#Tiefenstollen#PREVIOUS#. Dort habt Ihr die größten Chancen, einige Tentakel zu kriegen.",È gentile da parte tua. Ora fa' presto. Più sono freschi e meglio è. Dirigiti #0x98B7D4FF#nel Caos profondo#PREVIOUS#... è il posto migliore dove puoi trovare i tentacoli!,"Me alegro por ti. Ahora date prisa. Cuanto más frescos sean, mejor. Dirígete al #0x98B7D4FF#Bajomundo#PREVIOUS#, ¡es tu mejor opción para conseguir algunos tentáculos!",İyi adamsın. Şimdi çabuk ol. Ne kadar tazelerse o kadar iyi. #0x98B7D4FF#Derin Dehlizler#PREVIOUS#'e git; birkaç dokunaç bulmak için en iyi şansın orada!
dialogues.csv,326,0x28B200F3,"Have you met Marcus, the king? You won't hear a bad word said about him.","Avez-vous rencontré Marcus, notre roi ? Tout le monde ici l'adore.","Kennt Ihr Marcus, den König? Hier verliert niemand ein böses Wort über ihn.",Hai conosciuto re Marcus? È davvero amato da tutti.,"¿Has conocido a Marcus, el rey? No oirás a nadie decir nada malo de él.",Kral Marcus'la tanıştın mı? Onun hakkında kötü söz söyleyen bulamazsın.
dialogues.csv,327,0x28B200F4,There are parts of Veil still unexplored since the end of the war. Have you seen any of them?,"Depuis la fin de la guerre, certaines régions de Veil sont restées inexplorées. Avez-vous eu l'occasion d'en visiter quelques-unes ?",Einige Gegenden in Veil gelten seit dem Ende des Krieges als unerforscht. Habt Ihr sie schon gesehen?,Alcune zone del Velo sono inesplorate sin dalla fine della guerra. Tu ne hai visitata qualcuna?,Hay partes del Velo aún inexploradas desde el fin de la guerra. ¿Has visto alguna?,Savaşın bitişinden beri Veil'in hâlâ keşfedilmemiş yerleri var. Hiçbirini gördün mü?
dialogues.csv,328,0x28B200F5,I heard Marcus was injured in the demon attack on the labs. I hope that he'll be all right!,J'ai appris que Marcus avait été blessé lorsque les démons ont attaqué les laboratoires. J'espère qu'il se remettra vite !,"Es heißt, Marcus wurde bei einem Dämonenangriff auf die Laboratorien verwundet. Hoffentlich wird er wieder gesund.",Pare che Marcus sia rimasto ferito durante l'attacco dei demoni ai laboratori. Spero che se la caverà.,He oído que los demonios hirieron a Marcus en el ataque contra los laboratorios. ¡Espero que esté bien!,Marcus'un laboratuvarlara yapılan iblis saldırısında yaralandığını duydum. Umarım iyi olur!
dialogues.csv,329,0x28B200F6,I'm glad King Marcus is alright. He's the ruler Nexus needs right now!,Je suis rassuré de savoir que Marcus va bien. Il est exactement le souverain dont Nexus a besoin en ce moment !,"Ich bin froh, dass König Marcus wohlauf ist. Er ist der Herrscher, den Nexus jetzt braucht!",Per fortuna il re Marcus sta bene. Nexus ha bisogno di un sovrano come lui!,Me alegro de que el rey Marcus esté bien. ¡Es el gobernante que Nexus necesita!,Kral Marcus'un iyi olmasına sevindim. Nexus'un şu an ihtiyacı olan hükümdar tam da o!
dialogues.csv,330,0x28C808BA,"So Lianelle chose Bainon in the end? Wonderful! Thank you, $PlayerName$! As it happens, the mages forbade me from going anywhere near Ataraxis...after hearing me sing the first few notes of my new piece. Still, I'm sure the rest of the world will enjoy it!","Lianelle a donc fini par choisir Bainon ? Magnifique ! Merci, $PlayerName$ ! Malheureusement, il se trouve que les mages m'ont interdit de m'approcher d'Ataraxis... après m'avoir entendu chanter les premières notes de ma nouvelle composition. Peu importe, je suis sûr que tout le monde va l'adorer !","Lianelle hat sich also für Bainon entschieden? Wunderbar! Vielen Dank, $PlayerName$! Wie es der Zufall will, haben die Zauberer mir allerdings verboten, mich auch nur in die Nähe von Ataraxis zu begeben, ... nachdem sie mich die ersten Noten des neuen Werks singen hörten. Aber der Rest der Welt wird gewiss begeistert sein!","Dunque alla fine Lianelle ha scelto Bainon? Fantastico! Grazie, $PlayerName$! Purtroppo i maghi mi hanno impedito di avvicinarmi ad Ataraxis dopo avermi sentito cantare le prime note del mio ultimo pezzo. Sono sicuro però che il resto del mondo lo apprezzerà!","¿Así que al final Lianelle eligió a Bainon? ¡Maravilloso! ¡Gracias, $PlayerName$! Pero resulta que en cuanto me oyeron cantar las primeras notas de mi nueva composición, los magos me prohibieron acercarme a Ataraxis. ¡Pero seguro que al resto del mundo le gusta!","Demek Lianelle sonunda Bainon'ı seçti? Harika! Teşekkürler, $PlayerName$! Bu arada büyücüler, yeni eserimin ilk birkaç notasını duyduktan sonra Ataraxis'in yanına yaklaşmamı yasakladı… Neyse, eminim dünyanın geri kalanı çok beğenecek!"
dialogues.csv,331,0x28F24168,"Salutations, hero! I'm researching heroic #0x98B7D4FF#glory#PREVIOUS#, that driving force that propels heroes forward! #0x98B7D4FF#Glory#PREVIOUS# is especially valuable when a massive threat with a special name is involved. So, I'd like you to slay #0x98B7D4FF#Ironfist#PREVIOUS#, the undead giant king that lurks in the #0x98B7D4FF#nearby ruins#PREVIOUS#!","Mes recherches portent sur le désir de #0x98B7D4FF#gloire#PREVIOUS# des héros ! Le désir de #0x98B7D4FF#gloire#PREVIOUS# est particulièrement important en présence d'une menace si terrible qu'on lui a donné un nom... J'aimerais donc que vous terrassiez #0x98B7D4FF#Féros#PREVIOUS#, le roi mort-vivant qui hante les #0x98B7D4FF#ruines voisines#PREVIOUS# !","Seid mir gegrüßt! Ich erforsche heldenhaften #0x98B7D4FF#Ruhm#PREVIOUS#, die treibende Kraft in jedem Helden. Deshalb sollt Ihr #0x98B7D4FF#Eisenfaust#PREVIOUS# erschlagen, den untoten König, der in den #0x98B7D4FF#nahegelegenen Ruinen#PREVIOUS# haust!","Salute! Sto cercando la #0x98B7D4FF#gloria imperitura#PREVIOUS#, quella forza che spinge gli eroi ad andare avanti! La #0x98B7D4FF#gloria#PREVIOUS# è un elemento assai prezioso quando c'è da affrontare una minaccia enorme. Vorrei che uccidessi #0x98B7D4FF#Pugno di ferro#PREVIOUS#, il re gigante dei non morti che vive nelle #0x98B7D4FF#rovine vicine#PREVIOUS#!","¡Saludos! Estoy investigando la #0x98B7D4FF#gloria#PREVIOUS# heroica. La #0x98B7D4FF#gloria#PREVIOUS# es especialmente valiosa cuando hay una gran amenaza  con nombre. ¡Así que me gustaría que matases a #0x98B7D4FF#Puño de Hierro#PREVIOUS#, el rey gigante no muerto que acecha en las #0x98B7D4FF#ruinas cercanas#PREVIOUS#!","Selamlar, kahraman! Kahramanları ileri iten güç olan #0x98B7D4FF#şanı#PREVIOUS# araştırıyorum! Özellikle özel adı olan dev bir tehditle karşılaşınca #0x98B7D4FF#şan#PREVIOUS# çok değerlidir. Bu yüzden #0x98B7D4FF#yakındaki harabelerde#PREVIOUS# saklanan hortlak dev kral #0x98B7D4FF#Demiryumruk'u#PREVIOUS# öldürmeni istiyorum!"
dialogues.csv,332,0x292B42EF,I must go.,Je dois partir.,Ich muss los.,Devo andare.,Tengo que irme.,Gitmeliyim.
dialogues.csv,333,0x292B75DA,Walk away.,Rebrousser chemin.,Weggehen.,Te ne vai.,Vete.,Uzaklaş.
