index,id,en,fr,de,it,es,tr
133,0x31CFC358,#0x0EDDF5FF#{{0x2605}}#PREVIOUS# Staff of the Distant North,Bâton des contrées du nord #0x0EDDF5FF#{{0x2605}}#PREVIOUS#,#0x0EDDF5FF#{{0x2605}}#PREVIOUS# Stab des fernen Nordens,Verga del lontano nord #0x0EDDF5FF#{{0x2605}}#PREVIOUS#,Bastón del lejano norte #0x0EDDF5FF#{{0x2605}}#PREVIOUS#,#0x0EDDF5FF#{{0x2605}}#PREVIOUS# Uzak Kuzey Asası
134,0x324F24B5,Fencer's,d'escrime,Fechtende,dello schermitore,del espadachín,Eskrimci
135,0x32609BCF,#0xF5F325FF#{{0x2605}}#PREVIOUS#,#0xF5F325FF#{{0x2605}}#PREVIOUS#,#0xF5F325FF#{{0x2605}}#PREVIOUS#,#0xF5F325FF#{{0x2605}}#PREVIOUS#,#0xF5F325FF#{{0x2605}}#PREVIOUS#,#0xF5F325FF#{{0x2605}}#PREVIOUS#
136,0x326355A8,Footman's,de valet,Dienstbare,del fante,del lacayo,Piyade
137,0x3296C34A,Spitefang,Croc malveillant,Bosfang,Zanna perfida,Colmillodio,Kin Dişi
138,0x32F520F8,#0xF50E0EFF#{{0x2605}}#PREVIOUS# Primordial Ragers,Rageuses primordiales #0xF50E0EFF#{{0x2605}}#PREVIOUS#,#0xF50E0EFF#{{0x2605}}#PREVIOUS# Ursprüngliche Waldläufer,Furie primordiali #0xF50E0EFF#{{0x2605}}#PREVIOUS#,Furias primordiales #0xF50E0EFF#{{0x2605}}#PREVIOUS#,#0xF50E0EFF#{{0x2605}}#PREVIOUS# İlksel Öfkeliler
139,0x338E2890,Apprentice's,d'apprenti,Lehrling-,dell'apprendista,del aprendiz,Çırak
140,0x34351FF4,Warlock's Boots,Bottes du sorcier,Stiefel des Hexers,Stivali dello stregone,Botas de brujo,Kara Büyücü Çizmeleri
141,0x3487994D,Ornate,ornées,Verzierte,con ornamenti,ornamentadas,Süslü
142,0x34A24273,Wanderer's Dusters,Gantelets du vagabond,Klappen des Wanderers,Coprimani del vagabondo,Guantes de vagabundo,Gezgin Eldivenleri
143,0x3532D226,Warlock's Robes,Robe du sorcier,Roben des Hexers,Vesti dello stregone,Túnica de brujo,Kara Büyücü Cübbesi
144,0x35C60AE1,#0x121FCBFF#{{0x2605}}#PREVIOUS# Sword of Courage,Épée du courage #0x121FCBFF#{{0x2605}}#PREVIOUS#,#0x121FCBFF#{{0x2605}}#PREVIOUS# Schwert der Beherztheit,Spada del coraggio #0x121FCBFF#{{0x2605}}#PREVIOUS#,Espada del coraje #0x121FCBFF#{{0x2605}}#PREVIOUS#,#0x121FCBFF#{{0x2605}}#PREVIOUS# Cesaret Kılıcı
145,0x3621E962,Zealot's Shinguards,Solerets du fanatique,Schienbeinschoner des Zeloten,Schinieri dello zelota,Espinilleras de fanático,Fanatik Baldırlıkları
146,0x36E8A941,"#0x121FCBFF#{{0x2605}}Valiant#PREVIOUS#
Chance on hit to create a zone of regenerative power","#0x121FCBFF#{{0x2605}}Bravoure#PREVIOUS#
Possibilité de créer une zone de régénération lorsque vous touchez un ennemi.","#0x121FCBFF#{{0x2605}}Beherzt#PREVIOUS#
Chance, im Falle eines Treffers eine Zone regenerativer Energie zu erzeugen.","#0x121FCBFF#{{0x2605}}Valoroso#PREVIOUS#
Possibilità di creare una zona di energia rigenerante con colpo a segno.","#0x121FCBFF#{{0x2605}}Valiente#PREVIOUS#
Probabilidad al golpear de crear una zona de poder regenerativo.","#0x121FCBFF#{{0x2605}}Yiğit#PREVIOUS#
Vuruşta yenileyici güç alanı oluşturma ihtimali."
147,0x36ED253B,#0x121FCBFF#{{0x2605}}Valiant#PREVIOUS#,#0x121FCBFF#{{0x2605}}Bravoure#PREVIOUS#,#0x121FCBFF#{{0x2605}}Beherzt#PREVIOUS#,#0x121FCBFF#{{0x2605}}Valoroso#PREVIOUS#,#0x121FCBFF#{{0x2605}}Valiente#PREVIOUS#,#0x121FCBFF#{{0x2605}}#PREVIOUS# Yiğit
148,0x371F9B94,Zealot's Breastplate,Plastron du fanatique,Brustplatte des Zeloten,Corazza dello zelota,Peto de fanático,Fanatik Göğüslüğü
149,0x395F3C5E,#0xFFFFFFFF#{{0x2605}}#PREVIOUS# Rod of Tidal Power,Baguette des marées #0xFFFFFFFF#{{0x2605}}#PREVIOUS#,#0xFFFFFFFF#{{0x2605}}#PREVIOUS# Stab der Gezeitenkraft,Asta del potere marino #0xFFFFFFFF#{{0x2605}}#PREVIOUS#,Báculo del poder de la marea #0xFFFFFFFF#{{0x2605}}#PREVIOUS#,#0xFFFFFFFF#{{0x2605}}#PREVIOUS# Gelgit Gücü Asası
150,0x3A1020AF,#0xFFFFFFFF#{{0x25CF}}#PREVIOUS# Ancestral Plate,Armure de plates ancestrale #0xFFFFFFFF#{{0x25CF}}#PREVIOUS#,#0xFFFFFFFF#{{0x25CF}}#PREVIOUS# Plattenpanzer der Ahnen,Piastra ancestrale #0xFFFFFFFF#{{0x25CF}}#PREVIOUS#,Armadura ancestral #0xFFFFFFFF#{{0x25CF}}#PREVIOUS#,#0xFFFFFFFF#{{0x25CF}}#PREVIOUS# Ata Zırhı
151,0x3C304F8F,#0x121FCBFF#{{0x25CF}}#PREVIOUS# Shoulders of the Beastden,Pèlerine de la tanière #0x121FCBFF#{{0x25CF}}#PREVIOUS#,#0x121FCBFF#{{0x25CF}}#PREVIOUS# Schulterschutz des Bestienpferchs,Spallacci del covo della bestia #0x121FCBFF#{{0x25CF}}#PREVIOUS#,Hombreras del Bestiario #0x121FCBFF#{{0x25CF}}#PREVIOUS#,#0x121FCBFF#{{0x25CF}}#PREVIOUS# Canavar İni Omuzlukları
152,0x3C9FB687,Dread,menaçantes,Schreckliche,paurose,terroríficas,Dehşet
153,0x3D2421BB,#0xFFFFFFFF#{{0x25CF}}#PREVIOUS# Knight Errant Pauldrons,Espauliers de chevalier errant #0xFFFFFFFF#{{0x25CF}}#PREVIOUS#,#0xFFFFFFFF#{{0x25CF}}#PREVIOUS# Schulterplatten des fahrenden Ritters,Paraspalle del cavaliere errante #0xFFFFFFFF#{{0x25CF}}#PREVIOUS#,Cubrehombros de caballero errante #0xFFFFFFFF#{{0x25CF}}#PREVIOUS#,#0xFFFFFFFF#{{0x25CF}}#PREVIOUS# Gezgin Şövalye Omuz Plakası
154,0x3E4D522B,Marliel's Signet,Chevalière de Marliel,Marliels Siegel,Sigillo di Marliel,Sello de Marliel,Marliel Mührü
155,0x3FD9EA06,"#0x1EA922FF#{{0x2605}}Fey#PREVIOUS#
Chance on hit to create a zone that impedes enemies with vines","#0x1EA922FF#{{0x2605}}Condamnation#PREVIOUS#
Possiblité de créer une zone entravant vos adversaires lorsque vous touchez un ennemi.","#0x1EA922FF#{{0x2605}}Fee#PREVIOUS#
Chance, im Falle eines Treffers eine Zone zu erschaffen, die den Gegner mit Ranken umschlingt.","#0x1EA922FF#{{0x2605}}Visionario#PREVIOUS#
Possibilità di creare una zona con viticci che bloccano il nemico con colpo a segno.","#0x1EA922FF#{{0x2605}}Feérico#PREVIOUS#
Probabilidad al golpear de crear una zona que detiene al enemigo con lianas.","#0x1EA922FF#{{0x2605}}Peri Gücü#PREVIOUS#
Vuruşta düşmanları sarmaşıklarla engelleyen alan oluşturma ihtimali."
156,0x3FDE6600,#0x1EA922FF#{{0x2605}}Fey#PREVIOUS#,#0x1EA922FF#{{0x2605}}Condamnation#PREVIOUS#,#0x1EA922FF#{{0x2605}}Fee#PREVIOUS#,#0x1EA922FF#{{0x2605}}Visionario#PREVIOUS#,#0x1EA922FF#{{0x2605}}Feérico#PREVIOUS#,#0x1EA922FF#{{0x2605}}#PREVIOUS# Peri Gücü
157,0x42D2C2B1,#0x121FCBFF#{{0x2605}}#PREVIOUS# Celdria's Magestaff,Bâton de magicien de Celdria #0x121FCBFF#{{0x2605}}#PREVIOUS#,#0x121FCBFF#{{0x2605}}#PREVIOUS# Celdrias Zauberstab,Verga del mago di Celdria #0x121FCBFF#{{0x2605}}#PREVIOUS#,Bastón mágico de Celdria #0x121FCBFF#{{0x2605}}#PREVIOUS#,#0x121FCBFF#{{0x2605}}#PREVIOUS# Celdria'nın Büyü Asası
158,0x42D2E20E,#0x1EA922FF#{{0x2605}}#PREVIOUS# Fist of the Ancients,Poings des Patriarches #0x1EA922FF#{{0x2605}}#PREVIOUS#,#0x1EA922FF#{{0x2605}}#PREVIOUS# Faust der Altvorderen,Pugno degli Antichi #0x1EA922FF#{{0x2605}}#PREVIOUS#,Puño de los antiguos #0x1EA922FF#{{0x2605}}#PREVIOUS#,#0x1EA922FF#{{0x2605}}#PREVIOUS# Kadimlerin Yumruğu
159,0x43B7E92A,Apprentice's Gloves,Gants de l'apprenti,Handschuhe des Lehrlings,Guanti dell'apprendista,Guantes de aprendiz,Çırak Eldivenleri
160,0x43E04F27,Soldier's,de soldat,Soldatische,del soldato,del soldado,Asker
161,0x44ADF6AA,#0xEAA319FF#{{0x2605}}#PREVIOUS#,#0xEAA319FF#{{0x2605}}#PREVIOUS#,#0xEAA319FF#{{0x2605}}#PREVIOUS#,#0xEAA319FF#{{0x2605}}#PREVIOUS#,#0xEAA319FF#{{0x2605}}#PREVIOUS#,#0xEAA319FF#{{0x2605}}#PREVIOUS#
162,0x45B13291,#0xEAA319FF#{{0x25CF}}#PREVIOUS# Guantlets of the Executioner,Manicles du bourreau #0xEAA319FF#{{0x25CF}}#PREVIOUS#,#0xEAA319FF#{{0x25CF}}#PREVIOUS# Stulpen des Henkers,Guanti del boia #0xEAA319FF#{{0x25CF}}#PREVIOUS#,Guanteletes del ejecutor #0xEAA319FF#{{0x25CF}}#PREVIOUS#,#0xEAA319FF#{{0x25CF}}#PREVIOUS# Celladın Zırh Eldivenleri
163,0x45D753F1,#0xF5F325FF#{{0x2605}}#PREVIOUS# Gauntlets of the Isle,Brassards de l'île #0xF5F325FF#{{0x2605}}#PREVIOUS#,#0xF5F325FF#{{0x2605}}#PREVIOUS# Stulpen der Insel,Guanti d'arme dell'isola #0xF5F325FF#{{0x2605}}#PREVIOUS#,Guanteletes de la isla #0xF5F325FF#{{0x2605}}#PREVIOUS#,#0xF5F325FF#{{0x2605}}#PREVIOUS# Ada Zırh Eldivenleri
164,0x46CCB513,Pathfinder's Shoulderpads,Épaulières du baroudeur,Schulterpolster des Pfadfinders,Spallacci del ricognitore,Hombreras de rastreador,İz Bulucu Omuzlukları
165,0x473E2524,Rugged,usagées,Robuste,resistenti,bastas,Sağlam
166,0x47429F25,"#0xEAA319FF#{{0x2605}}#PREVIOUS# Faith, the Eternal Warden","Fidèle, le gardien éternel #0xEAA319FF#{{0x2605}}#PREVIOUS#","#0xEAA319FF#{{0x2605}}#PREVIOUS# Glaube, der ewige Wächter","Faith, l'eterno custode #0xEAA319FF#{{0x2605}}#PREVIOUS#","Fe, el custodio eterno #0xEAA319FF#{{0x2605}}#PREVIOUS#","#0xEAA319FF#{{0x2605}}#PREVIOUS# Faith, Ebedî Muhafız"
167,0x485EDB23,#0x1EA922FF#{{0x25CF}}#PREVIOUS# Plunderer's Footpads,Bottes du pillard #0x1EA922FF#{{0x25CF}}#PREVIOUS#,#0x1EA922FF#{{0x25CF}}#PREVIOUS# Einlegesohlen des Plünderers,Calzature del saccheggiatore #0x1EA922FF#{{0x25CF}}#PREVIOUS#,Calzado de saqueador #0x1EA922FF#{{0x25CF}}#PREVIOUS#,#0x1EA922FF#{{0x25CF}}#PREVIOUS# Yağmacı Ayakkabıları
168,0x4A0104B9,#0x0EDDF5FF#{{0x25CF}}#PREVIOUS# Ice Dweller's Jacket,Veste de montagnard #0x0EDDF5FF#{{0x25CF}}#PREVIOUS#,#0x0EDDF5FF#{{0x25CF}}#PREVIOUS# Jacke des Eisbewohners,Giubba dei ghiacci #0x0EDDF5FF#{{0x25CF}}#PREVIOUS#,Chaqueta del morador de los hielos #0x0EDDF5FF#{{0x25CF}}#PREVIOUS#,#0x0EDDF5FF#{{0x25CF}}#PREVIOUS# Buz Sakini Ceketi
169,0x4A31F54A,Ornate,ornées,Verzierte,con ornamenti,ornamentadas,Süslü
170,0x4B698E89,Acolyte's Gloves,Gants de l'acolyte,Handschuhe des Akoluthen,Guanti dell'accolito,Guantes de acólito,Mürit Eldivenleri
171,0x4B916D51,Defender's,de protecteur,Verteidiger-,del difensore,del defensor,Savunucu
172,0x4D482355,Wizard's,de magicien,Zauberer-,del mago,del mago,Büyücü
173,0x4D4DA55D,#0x1EA922FF#{{0x25CF}}#PREVIOUS# Seafarer Grips,Poignets de marin #0x1EA922FF#{{0x25CF}}#PREVIOUS#,#0x1EA922FF#{{0x25CF}}#PREVIOUS# Seefahrer-Grifflinge,Guanti da navigatore #0x1EA922FF#{{0x25CF}}#PREVIOUS#,Mitones de marino #0x1EA922FF#{{0x25CF}}#PREVIOUS#,#0x1EA922FF#{{0x25CF}}#PREVIOUS# Denizci Eldivenleri
174,0x4DE18C06,Juju,de magie noire,Juju-beseelte,Juju,Juju,Juju
175,0x4E0AC77E,Wanderer's,de vagabond,Wanderer-,del viandante,del vagabundo,Gezgin
176,0x4F29AFD6,#0xFFFFFFFF#{{0x2605}}#PREVIOUS#,#0xFFFFFFFF#{{0x2605}}#PREVIOUS#,#0xFFFFFFFF#{{0x2605}}#PREVIOUS#,#0xFFFFFFFF#{{0x2605}}#PREVIOUS#,#0xFFFFFFFF#{{0x2605}}#PREVIOUS#,#0xFFFFFFFF#{{0x2605}}#PREVIOUS#
177,0x4FBFA01D,Trooper's,de cavalier,Trooper-,del milite,de la tropa,Asker
178,0x504998D9,Fake Starting Pauldrons,Justicar_T1_Shoulders not localized.,Justicar_T1_Shoulders not localized.,Justicar_T1_Shoulders not localized.,Justicar_T1_Shoulders not localized.,Sahte Başlangıç Omuz Plakası
179,0x50A606F0,#0xF50E0EFF#{{0x25CF}}#PREVIOUS# Demonwrought Shinguards,Solerets démoniaux #0xF50E0EFF#{{0x25CF}}#PREVIOUS#,#0xF50E0EFF#{{0x25CF}}#PREVIOUS# Dämonische Schienbeinschoner,Schinieri demoniaci #0xF50E0EFF#{{0x25CF}}#PREVIOUS#,Espinilleras demoníacas #0xF50E0EFF#{{0x25CF}}#PREVIOUS#,#0xF50E0EFF#{{0x25CF}}#PREVIOUS# İblis Yapımı Baldırlıklar
180,0x517478BC,Duelist's,de duelliste,Duellierender,del duellante,del duelista,Düellocu
181,0x521843F1,Apprentice's,d'apprenti,Lehrling-,dell'apprendista,del aprendiz,Çırak
182,0x529EED5C,Trooper's,de cavalier,Trooper-,del milite,de la tropa,Asker
183,0x52F74DAC,Durable,résistante,Haltbare,della resistenza,resistente,Dayanıklı
184,0x531B33E8,Invoker's Gloves,Gants de l'invocateur,Handschuhe des Anrufers,Guanti dell'evocatore,Guantes de invocador,Çağırıcı Eldivenleri
185,0x5329515B,Lawman's,de carabinier,Sheriff-,dell'uomo di legge,del agente,Kanun Adamı
186,0x53B3988E,#0xAA35B5FF#{{0x25CF}}#PREVIOUS# Elven Handguards,Manicles elfiques #0xAA35B5FF#{{0x25CF}}#PREVIOUS#,#0xAA35B5FF#{{0x25CF}}#PREVIOUS# Elfen-Handschienen,Paramani elfici #0xAA35B5FF#{{0x25CF}}#PREVIOUS#,Manoplas élficas #0xAA35B5FF#{{0x25CF}}#PREVIOUS#,#0xAA35B5FF#{{0x25CF}}#PREVIOUS# Elf El Koruyucuları
187,0x53DEC65D,#0xF50E0EFF#{{0x2605}}#PREVIOUS#,#0xF50E0EFF#{{0x2605}}#PREVIOUS#,#0xF50E0EFF#{{0x2605}}#PREVIOUS#,#0xF50E0EFF#{{0x2605}}#PREVIOUS#,#0xF50E0EFF#{{0x2605}}#PREVIOUS#,#0xF50E0EFF#{{0x2605}}#PREVIOUS#
188,0x53F9D6B8,Sojourner's Gloves,Gants du pérégrin,Handschuhe des Gastes,Guanti del girovago,Guantes de visitante,Yolcu Eldivenleri
189,0x545EF3D6,Predator's Shoulderpads,Épaulières du prédateur,Schulterpolster des Räubers,Spallacci del predatore,Hombreras de depredador,Avcı Omuzlukları
190,0x54DE29FA,Calvary,crucifiant,Reittauglicher,del calvario,de caballería,Süvari
191,0x555D48A6,Dread,menaçants,Schreckliche,paurosi,terroríficos,Dehşet
192,0x56454FDF,Tribal,tribales,Stämmische,tribali,tribales,Kabile
193,0x56614120,#0xEAA319FF#{{0x25CF}}#PREVIOUS# The Biomancer's Boots,Bottes du biomancien #0xEAA319FF#{{0x25CF}}#PREVIOUS#,#0xEAA319FF#{{0x25CF}}#PREVIOUS# Stiefel des Biomanten,Stivali da biomante #0xEAA319FF#{{0x25CF}}#PREVIOUS#,Botas de biomante #0xEAA319FF#{{0x25CF}}#PREVIOUS#,#0xEAA319FF#{{0x25CF}}#PREVIOUS# Biyobüyücü Çizmeleri
194,0x56930299,Reworked,refaçonné,Bearbeiteter,con elaborazione,remozado,Yenilenmiş
195,0x56FC1C2F,#0x1EA922FF#{{0x25CF}}#PREVIOUS# Corsair's Greaves,Grèves de corsaire #0x1EA922FF#{{0x25CF}}#PREVIOUS#,#0x1EA922FF#{{0x25CF}}#PREVIOUS# Korsaren-Beinschienen,Gambali del corsaro #0x1EA922FF#{{0x25CF}}#PREVIOUS#,Grebas de corsario #0x1EA922FF#{{0x25CF}}#PREVIOUS#,#0x1EA922FF#{{0x25CF}}#PREVIOUS# Korsan Baldır Zırhı
196,0x57C4340D,Spiked,à pointes,Stachelige,a punta,espinosas,Dikenli
197,0x5847DB38,Scoped,de précision,Zielfernrohr-,con mirino,con mira,Dürbünlü
198,0x58C04E01,Pathfinder's Greaves,Grèves du baroudeur,Beinschienen des Pfadfinders,Gambali del ricognitore,Grebas de rastreador,İz Bulucu Baldır Zırhı
199,0x59BE0033,Pathfinder's Harness,Harnais du baroudeur,Harnisch des Pfadfinders,Finimenti del ricognitore,Arnés de rastreador,İz Bulucu Göğüslüğü
200,0x59F5D123,Warrior's,de guerrier,Krieger-,del guerriero,del guerrero,Savaşçı
201,0x59FCB3D7,Ornate,orné,Verzierter,con ornamenti,ornamentado,Süslü
202,0x5A04CDB7,Scoped,de précision,Zielfernrohr-,con mirino,con mira,Dürbünlü
203,0x5A350543,Reliable,fidèles,Verlässliche,affidabili,fiables,Güvenilir
204,0x5ACCD947,Warlock's Gloves,Gants du sorcier,Handschuhe des Hexers,Guanti dello stregone,Guantes de brujo,Kara Büyücü Eldivenleri
205,0x5B26EA9C,Dread,menaçante,Schreckliche,paurosa,terrorífica,Dehşet
206,0x5BB18C76,Plated,cuirassé,Plattierter,con piastre,acorazado,Zırhlı
207,0x5C0456CB,#0x121FCBFF#{{0x25CF}}#PREVIOUS# Gloves of the Seeker,Gants du chercheur #0x121FCBFF#{{0x25CF}}#PREVIOUS#,#0x121FCBFF#{{0x25CF}}#PREVIOUS# Handschuhe des Suchenden,Guanti del cercatore #0x121FCBFF#{{0x25CF}}#PREVIOUS#,Guantes del buscador #0x121FCBFF#{{0x25CF}}#PREVIOUS#,#0x121FCBFF#{{0x25CF}}#PREVIOUS# Arayıcının Eldivenleri
208,0x5F5E8585,Plated,cuirassés,Plattierte,con piastre,acorazados,Zırhlı
209,0x5FAA82B4,Ancient,anciennes,Alte,dell'antichità,antiguas,Kadim
210,0x5FDF9C74,#0x1EA922FF#{{0x25CF}}#PREVIOUS# Eelskin Gloves,Gants en peau d'anguille #0x1EA922FF#{{0x25CF}}#PREVIOUS#,#0x1EA922FF#{{0x25CF}}#PREVIOUS# Aalhaut-Handschuhe,Guanti d'anguilla #0x1EA922FF#{{0x25CF}}#PREVIOUS#,Guantes de piel de anguila #0x1EA922FF#{{0x25CF}}#PREVIOUS#,#0x1EA922FF#{{0x25CF}}#PREVIOUS# Yılanbalığı Derisi Eldivenler
211,0x5FEB4EE4,Templar's Shinguards,Solerets du templier,Schienbeinschoner des Templers,Schinieri del templare,Espinilleras de templario,Tapınakçı Baldırlıkları
212,0x60AB4CDA,Fake Starting Spaulders,Gunslinger_T1_Shoulders not localized.,Gunslinger_T1_Shoulders not localized.,Gunslinger_T1_Shoulders not localized.,Gunslinger_T1_Shoulders not localized.,Sahte Başlangıç Omuzlukları
213,0x60E90116,Templar's Breastplate,Plastron du templier,Brustplatte des Templers,Corazza del templare,Peto de templario,Tapınakçı Göğüslüğü
214,0x615BB17E,Barbarian's,de barbare,Barbarische,del barbaro,del bárbaro,Barbar
215,0x6220F31A,#0x0EDDF5FF#{{0x25CF}}#PREVIOUS# Plate of the Hunter,Armure de plates du chasseur #0x0EDDF5FF#{{0x25CF}}#PREVIOUS#,#0x0EDDF5FF#{{0x25CF}}#PREVIOUS# Plattenpanzer des Jägers,Corazza di piastre del cacciatore #0x0EDDF5FF#{{0x25CF}}#PREVIOUS#,Armadura del cazador #0x0EDDF5FF#{{0x25CF}}#PREVIOUS#,#0x0EDDF5FF#{{0x25CF}}#PREVIOUS# Avcı Zırhı
216,0x628CCAF7,Crested,à armoiries,Verschnörkelte,con stemma,con cresta,Armalı
217,0x63D78EA2,Hunter's,de chasseur,Jäger-,del cacciatore,del cazador,Avcı
218,0x653F26AC,Wayfarer's Spaulders,Pèlerine du voyageur,Schiftungen des Wanderers,Spallacci del viaggiatore,Hombreras de viajero,Yolcu Omuzlukları
219,0x66DA4225,Grim,sinistres,Grimmige,lugubri,lúgubres,Kasvetli
220,0x6875AC74,The Baron's Signet,Chevalière du baron,Siegel des Barons,Sigillo del barone,El sello del barón,Baronun Mührü
221,0x691F22A5,#0x0EDDF5FF#{{0x25CF}}#PREVIOUS# Fae-Wild Robes,Robe des fées #0x0EDDF5FF#{{0x25CF}}#PREVIOUS#,#0x0EDDF5FF#{{0x25CF}}#PREVIOUS# Wildfeen-Roben,Abiti dei fae selvatici #0x0EDDF5FF#{{0x25CF}}#PREVIOUS#,Túnica salvaje de fata #0x0EDDF5FF#{{0x25CF}}#PREVIOUS#,#0x0EDDF5FF#{{0x25CF}}#PREVIOUS# Peri Yabanı Cübbesi
222,0x6A7ABFE4,Reliable,fidèles,Verlässliche,affidabili,fiables,Güvenilir
223,0x6B2204C7,Cavalier's Shinguards,Solerets de cavalier,Schienbeinschoner des Kavaliers,Schinieri del cavaliere,Espinilleras de caballero,Süvari Baldırlıkları
224,0x6BD3D11B,#0xFFFFFFFF#{{0x25CF}}#PREVIOUS# Traitor's Crest,Armoiries du traître #0xFFFFFFFF#{{0x25CF}}#PREVIOUS#,#0xFFFFFFFF#{{0x25CF}}#PREVIOUS# Wappen des Verräters,Paraspalle del traditore #0xFFFFFFFF#{{0x25CF}}#PREVIOUS#,Hombro del traidor #0xFFFFFFFF#{{0x25CF}}#PREVIOUS#,#0xFFFFFFFF#{{0x25CF}}#PREVIOUS# Hain Arması
225,0x6BF3F9D7,#0xF5F325FF#{{0x25CF}}#PREVIOUS# Icewarrior's Shoulderplate,Pèlerine du guerrier des glaces #0xF5F325FF#{{0x25CF}}#PREVIOUS#,#0xF5F325FF#{{0x25CF}}#PREVIOUS# Schulterplatte des Eiskriegers,Spallacci del guerriero gelido #0xF5F325FF#{{0x25CF}}#PREVIOUS#,Hombreras de guerrero del  hielo #0xF5F325FF#{{0x25CF}}#PREVIOUS#,#0xF5F325FF#{{0x25CF}}#PREVIOUS# Buz Savaşçısı Omuz Zırhı
226,0x6BFEE54C,#0x0EDDF5FF#{{0x25CF}}#PREVIOUS# Drifter's Hauberk,Haubert de l'explorateur #0x0EDDF5FF#{{0x25CF}}#PREVIOUS#,#0x0EDDF5FF#{{0x25CF}}#PREVIOUS# Kettenhemd des Herumtreibers,Usbergo del viandante #0x0EDDF5FF#{{0x25CF}}#PREVIOUS#,Cota de errabundo #0x0EDDF5FF#{{0x25CF}}#PREVIOUS#,#0x0EDDF5FF#{{0x25CF}}#PREVIOUS# Avare Zincir Zırhı
227,0x6C1FB6F9,Cavalier's Breastplate,Plastron de cavalier,Brustplatte des Kavaliers,Corazza del cavaliere,Peto de caballero,Süvari Göğüslüğü
228,0x6D3CC177,Durable,résistantes,Haltbares,della resistenza,resistentes,Dayanıklı
229,0x6D934590,#0xAA35B5FF#{{0x25CF}}#PREVIOUS# Sorcerer's Spellgrips,Poignets magiques du sorcier #0xAA35B5FF#{{0x25CF}}#PREVIOUS#,#0xAA35B5FF#{{0x25CF}}#PREVIOUS# Zaubergrifflinge des Beschwörers,Guanti magici dello stregone #0xAA35B5FF#{{0x25CF}}#PREVIOUS#,Mitones mágicos de hechicero #0xAA35B5FF#{{0x25CF}}#PREVIOUS#,#0xAA35B5FF#{{0x25CF}}#PREVIOUS# Büyücünün Tılsım Eldivenleri
230,0x6E436E3A,#0x0EDDF5FF#{{0x25CF}}#PREVIOUS# Wildlord's Harness,Harnais du seigneur du désert #0x0EDDF5FF#{{0x25CF}}#PREVIOUS#,#0x0EDDF5FF#{{0x25CF}}#PREVIOUS# Harnisch des Wildlords,Finimenti del signore selvaggio #0x0EDDF5FF#{{0x25CF}}#PREVIOUS#,Arnés de señor salvaje #0x0EDDF5FF#{{0x25CF}}#PREVIOUS#,#0x0EDDF5FF#{{0x25CF}}#PREVIOUS# Yaban Lordu Göğüslüğü
231,0x70648B87,#0x121FCBFF#{{0x25CF}}#PREVIOUS# Wyvernscale Handguards,Manicles en écailles de guivre #0x121FCBFF#{{0x25CF}}#PREVIOUS#,#0x121FCBFF#{{0x25CF}}#PREVIOUS# Wyvernschuppen-Handschienen,Paramani di scaglie di viverna #0x121FCBFF#{{0x25CF}}#PREVIOUS#,Manoplas de escamas de wivern #0x121FCBFF#{{0x25CF}}#PREVIOUS#,#0x121FCBFF#{{0x25CF}}#PREVIOUS# Wyvern Pulu El Koruyucuları
232,0x70D5741A,Wayfarer's Sabatons,Jambières du voyageur,Sabatons des Wanderers,Calzari del viaggiatore,Escarpes de viajero,Yolcu Zırh Çizmeleri
233,0x70DB7F04,Barbarian's,de barbare,Barbarische,del barbaro,del bárbaro,Barbar
234,0x70F30F1A,#0xFFFFFFFF#{{0x25CF}}#PREVIOUS# Drifter's Spaulders,Pèlerine de l'explorateur #0xFFFFFFFF#{{0x25CF}}#PREVIOUS#,#0xFFFFFFFF#{{0x25CF}}#PREVIOUS# Schiftungen des Herumtreibers,Spallacci del viandante #0xFFFFFFFF#{{0x25CF}}#PREVIOUS#,Hombreras de errabundo #0xFFFFFFFF#{{0x25CF}}#PREVIOUS#,#0xFFFFFFFF#{{0x25CF}}#PREVIOUS# Avare Omuzlukları
235,0x7169CD65,Barbarian's,de barbare,Barbarische,del barbaro,del bárbaro,Barbar
236,0x71D3264C,Wayfarer's Hauberk,Haubert du voyageur,Kettenhemd des Wanderers,Usbergo del viaggiatore,Cota de viajero,Yolcu Zincir Zırhı
237,0x731B2235,Paladin's Pauldrons,Espauliers du paladin,Schulterplatten des Paladins,Paraspalle del paladino,Cubrehombros de paladín,Paladin Omuz Plakası
238,0x733E8608,Duelist's,de duelliste,Duellierende,del duellante,del duelista,Düellocu
239,0x742C3B55,Pendant of the Void,Pendentif du Néant,Anhänger des Nichts,Ciondolo del Vuoto,Pendiente del Vacío,Boşluk Kolyesi
240,0x74B63C8E,#0x1EA922FF#{{0x25CF}}#PREVIOUS# Abysswalker's Boots,Bottes du promeneur des abysses #0x1EA922FF#{{0x25CF}}#PREVIOUS#,#0x1EA922FF#{{0x25CF}}#PREVIOUS# Stiefel des Höllenwanderers,Stivali del traversatore abissale #0x1EA922FF#{{0x25CF}}#PREVIOUS#,Botas de caminante de abismos #0x1EA922FF#{{0x25CF}}#PREVIOUS#,#0x1EA922FF#{{0x25CF}}#PREVIOUS# Uçurumgezer Çizmeleri
