"Index","Label","StyleIndex","RegionWidth","StyleLineLimit","FontIndex","English","Dutch","French","German","Italian","Portuguese","Russian","Spanish","Turkish","SoftMaxChars","SoftMaxLineChars","MaxExistingLines","TurkishChars","TurkishMaxLineChars","LengthStatus","TranslatorNote"
"92","gamesel_coin_expl_2","13","243","5","0","Collect  Play Coins
by walking around
with your system
in Sleep Mode!","Zet je systeem in
slaapstand en neem het
mee om speelmunten
te verzamelen!","Emportez votre console
en mode veille avec vous
pour accumuler des
 pièces de jeu !","Trage dein System im
Standby-Modus bei dir,
um unterwegs  Spiel-
münzen zu sammeln!","Porta con te in giro la
console Nintendo 3DS
in modalità riposo per
collezionare altre monete
di gioco.","Leve a sua consola, em 
Modo de Descanso, para
todo o lado para
reunir .","Носи систему
Nintendo 3DS с собой
в режиме ожидания,
чтобы собирать игровые
монетки !","¡Camina con tu consola
Nintendo 3DS en modo
de espera y consigue
monedas de juego!","Uyku Modundayken
sistemi yanında taşı;
yürüdükçe  Oyun Parası
biriktirirsin!","99","25","5","74","23","OK",""
"93","gamesel_coin_expl_3","13","243","5","0","The  Play Coins you
collect can be used in
other games, too.","De speelmunten die
je verzamelt, kun je
ook in andere spellen
gebruiken!","Les  pièces de jeu que
vous accumulez peuvent
également être utilisées
dans d'autres jeux.","Deine gesammelten
Spielmünzen kannst
du auch in anderen
Spielen eintauschen!","Le monete di gioco
che collezioni possono
essere usate anche in
altri giochi.","As  que reunir também
poderão ser utilizadas
noutros jogos.","Собранные  игровые
монетки можно также
использовать в других
играх.","Las monedas de juego
que consigas también
las podrás utilizar en
otros juegos."," Oyun Paralarını
başka oyunlarda da
kullanabilirsin.","88","24","4","51","18","OK",""
"94","gamesel_anyphoto","139","246","1","0","Free Camera","Vrije camera","Photo libre","Freie Kamera","Foto libere","Câmara Livre","Свободная камера","Fotografía libre","Serbest Kamera","16","16","1","14","14","OK",""
"95","gamesel_price","229","43","1","0","[[C:0001:0000:]]","[[C:0001:0000:]]","[[C:0001:0000:]]","[[C:0001:0000:]]","[[C:0001:0000:]]","[[C:0001:0000:]]","[[C:0001:0000:]]","[[C:0001:0000:]]","[[C:0001:0000:]]","0","0","1","0","0","OK",""
"96","gamesel_coin_a","244","123","1","0"," Buy"," Kopen"," OK"," Kaufen"," Compra"," Comprar"," Купить"," Comprar"," Al","9","9","1","4","4","OK",""
"97","gamesel_coin_a_ok","244","123","1","0"," OK"," Oké"," OK"," Okay"," OK"," OK"," OK"," Aceptar"," Tamam","9","9","1","7","7","OK",""
"98","gamesel_coin_b","242","119","1","0"," Cancel"," Annuleren"," Annuler"," Abbrechen"," Annulla"," Cancelar"," Отмена"," Cancelar"," İptal","11","11","1","7","7","OK",""
"99","gamesel_coin_open","240","251","2","0","Buy [[C:0001:0001:]]
for 1 Play Coin?","Wil je [[C:0001:0001:]]
voor 1 speelmunt kopen?","Acheter [[C:0001:0001:]]
pour 1  pièce de jeu ?","[[C:0001:0001:]] für
eine Spielmünze kaufen?","Compri [[C:0001:0001:]]
per 1 moneta di gioco?","Comprar [[C:0001:0001:]]
por 1 ?","Купить [[C:0001:0001:]]
за 1 игровую монетку?","¿Quieres comprar el minijuego
[[C:0001:0001:]] por 1 ?","[[C:0001:0001:]]
1 Oyun Parasına alınsın mı?","38","29","2","28","28","OK",""
"100","gamesel_coin_open_2","240","251","2","0","Buy [[C:0001:0001:]]
for 3 Play Coins?","Wil je [[C:0001:0001:]]
voor 3 speelmunten kopen?","Acheter [[C:0001:0001:]]
pour 3  pièces de jeu ?","[[C:0001:0001:]] für
drei Spielmünzen kaufen?","Compri [[C:0001:0001:]]
per 3 monete di gioco?","Comprar [[C:0001:0001:]]
por 3 ?","Купить [[C:0001:0001:]]
за 3 игровые монетки?","¿Quieres comprar el minijuego
[[C:0001:0001:]] por 3 ?","[[C:0001:0001:]]
3 Oyun Parasına alınsın mı?","38","29","2","28","28","OK",""
"101","gamesel_mycoin","237","51","1","0","[[C:0001:0000:]]","[[C:0001:0000:]]","[[C:0001:0000:]]","[[C:0001:0000:]]","[[C:0001:0000:]]","[[C:0001:0000:]]","[[C:0001:0000:]]","[[C:0001:0000:]]","[[C:0001:0000:]]","0","0","1","0","0","OK",""
"102","gamesel_nocoin","240","251","2","0","[[C:0000:0003:0000]]You don't have enough
Play Coins![[C:0000:0003:FFFF]]","[[C:0000:0003:0000]]Je hebt niet genoeg
speelmunten![[C:0000:0003:FFFF]]","[[C:0000:0003:0000]]Vous n'avez pas
assez de pièces ![[C:0000:0003:FFFF]]","[[C:0000:0003:0000]]Du besitzt nicht
genügend Spielmünzen![[C:0000:0003:FFFF]]","[[C:0000:0003:0000]]Non hai [[C:0000:0003:0000]]abbastanza
[[C:0000:0003:0000]]monete di gioco![[C:0000:0003:FFFF]]","[[C:0000:0003:0000]]Moedas de Jogo insuficientes![[C:0000:0003:FFFF]]","[[C:0000:0003:0000]]Мало игровых монеток![[C:0000:0003:FFFF]]","[[C:0000:0003:0000]]¡No tienes suficientes[[C:0000:0003:FFFF]]
[[C:0000:0003:0000]]monedas de juego![[C:0000:0003:FFFF]]","[[C:0000:0003:0000]]Yeterli Oyun Paran
yok![[C:0000:0003:FFFF]]","39","29","2","22","18","OK",""
"103","gamesel_soldout","231","108","1","0","Sold out","Uitverkocht","Épuisé","Ausverkauft","Già venduto","Esgotadas","Продано","Agotado","Tükendi","11","11","1","7","7","OK",""
"104","gamesel_coin_open_3","17","252","3","0","Now you can press
+ together to take
photos anywhere!","Druk waar en wanneer
je wilt  en  tegelijk
in om foto's te maken!","Vous pouvez appuyer
sur + pour prendre
des photos !","Du kannst jetzt +
zusammen drücken,
um Fotos zu machen!","Ora puoi premere
 e  insieme per
scattare una foto.","Agora pode premir
+ simultaneamente
para tirar fotos onde
quiser!","Теперь можно нажать
+ одновременно,
чтобы делать фото!","¡Ahora puedes pulsar
 y  a la vez para
sacar fotos!","Artık her yerde fotoğraf
çekmek için +'e
aynı anda bas!","65","23","4","55","24","OK",""
"105","gamesel_anyshot_how","112","259","1","0","Take photos with +!","Maak foto's met +!","+ Prendre des photos","Nimm Fotos mit + auf!","Scatta le foto con  e !","Tire fotos com +!","+ — фото!","¡+ para sacar fotos!","+ ile fotoğraf çek!","25","25","1","21","21","OK",""
"106","main_shoot_","","","","","","","","","","","","","","0","0","1","0","0","BOŞ",""
"107","main_shoot_start","32","232","1","0","Shoot the targets!","Raak de doelen!","Visez les cibles !","Triff die Scheiben!","Colpisci i bersagli!","Destrua os alvos!","Попади в мишени!","¡Dispara!","Hedefleri vur!","20","20","1","14","14","OK",""
"108","main_shoot_statue","32","232","1","0","A statue...?!","Een standbeeld?!","Oh ! Une statue ?","Eine... Statue?","Una... statua?","Uma... estátua?!","Это... статуя?!","¿Y esa estatua?","Bir heykel...?!","17","17","1","15","15","OK",""
"109","main_shoot_hint_front","28","350","1","0","Aim for the front!","Richt op de voorkant!","Tirez de face !","Triff von vorn! ","Colpisci i bersagli tenendoli di fronte!","Aponte à parte da frente!","Целься в упор!","¡Apunta de frente!","Ön tarafa nişan al!","40","40","1","19","19","OK",""
"110","main_shoot_hint_hole","28","350","1","0","What's in the pit?","Wat is dat daar?","Qu'y a-t-il dans ce trou ?","Was ist dort drin?","Guarda nel buco!","O que é isto?","Что это в яме?","¿Qué hay en el foso?","Çukurda ne var?","26","26","1","15","15","OK",""
"111","main_shoot_hint_shoot_all","28","350","1","0","Shoot each part of the dragon!","Raak alle lichaamsdelen van de draak!","Tirez sur chaque segment du dragon !","Triff alle Teile des Drachen!","Colpisci tutte le parti del drago!","Dispare para cada parte do dragão!","Стреляй по всему дракону!","¡Dispárale a cada parte del cuerpo!","Ejderhanın her parçasını vur!","37","37","1","29","29","OK",""
"112","main_shoot_hint_black","28","350","1","0","Shoot each part until it turns black!","Schiet op de draak tot hij zwart wordt!","Feu ! Chaque segment doit s'assombrir.","Schieß, bis er ganz schwarz ist!","Colpisci finché ogni parte diventa nera!","Dispare para cada parte até queimar!","Стреляй, пока он не почернеет!","¡Chamúscalo enterito!","Her parça kararana kadar ateş et!","40","40","1","33","33","OK",""
"113","main_shoot_hint_neck","28","350","1","0","Aim for the neck!","Richt op zijn nek!","Visez la nuque !","Ziele auf den Hals!","Mira al collo!","Aponte ao pescoço!","Целься в шею!","¡Apunta al cuello!","Boynuna nişan al!","19","19","1","17","17","OK",""
"114","main_shoot_hint_body","28","350","1","0","Aim for the body!","Richt op zijn lijf!","Visez le corps !","Ziele auf den Körper!","Mira al corpo!","Aponte ao corpo!","Целься в туловище!","¡Apunta al cuerpo!","Gövdesine nişan al!","21","21","1","19","19","OK",""
"115","main_shoot_hint_head","28","350","1","0","Aim for the head!","Richt op zijn hoofd!","Visez la tête !","Ziele auf den Kopf!","Mira alla testa!","Aponte à cabeça!","Целься в голову!","¡Apunta a la cabeza!","Başına nişan al!","20","20","1","16","16","OK",""
"116","main_shoot_hint_nohit","28","350","1","0","That doesn't seem to be very effective...","Dat werkt niet zo goed...","Ce n'est pas très efficace...","Das ist nicht sehr effektiv...","Sembra che non succeda nulla...","Não está a surtir efeito!","Это не работает!","¡Así no le haces ni cosquillas!","Pek etkili görünmüyor...","41","41","1","24","24","OK",""
"117","main_shoot_hint_rotate","28","350","1","0","Try circling around to find an opening.","Draai om hem heen. Zoek een opening.","Essayez de le prendre à revers !","Finde die Lücke!","Giragli intorno e cerca punti scoperti.","Gire em seu redor!","Обойди кругом, чтобы найти мишень.","¡Gira a su alrededor!","Etrafında dönüp bir açık ara.","39","39","1","29","29","OK",""
"118","main_shoot_rest_tail","7","86","1","0","[[C:0001:0000:]] left!","Nog [[C:0001:0000:]]!","Encore [[C:0001:0000:]]","Noch [[C:0001:0000:]]!","Ancora [[C:0001:0000:]]!","[[C:0001:0000:]] restantes!","Еще [[C:0001:0000:]]!","¡[[C:0001:0000:]]!","[[C:0001:0000:]] kaldı!","11","11","1","7","7","OK",""
"119","main_shoot_retry","7","86","1","0","Again!","Opnieuw!","Encore !","Noch mal!","Ancora!","Repetir!","Еще!","Otra vez","Tekrar!","9","9","1","7","7","OK",""
"120","main_fish_","","","","","","","","","","","","","","0","0","1","0","0","BOŞ",""
"121","main_fish_start","32","232","1","0","2 minutes to fish!","Vis 2 minuten!","Vous avez 2 min !","Angle 2 Minuten!","Hai 2 minuti!","Tem 2 minutos!","У тебя 2 минуты!","¡Tienes 2 minutos!","2 dk balık tut!","18","18","1","15","15","OK",""
"122","main_fish_start_free","32","232","1","0","START","START","C'EST PARTI !","Los geht's!","VIA!","COMEÇAR","СТАРТ","¡A pescar!","BAŞLA","13","13","1","5","5","OK",""
"123","main_fish_Tuna","59","192","1","0","Tuna","Tonijn","Thon","Thunfisch","Tonno","Atum","Тунец","Atún","Ton Balığı","9","9","1","10","10","OK",""
"124","main_fish_Seabream","59","192","1","0","Red Snapper","Rode snapper","Vivaneau","Rotbrasse","Dentice","Pargo","Морской окунь","Pargo rojo","Kırmızı Snapper","13","13","1","15","15","OK","Balık adı evrensel tanınabilirlik için “Kırmızı Snapper” olarak bırakıldı."
"125","main_fish_Salmon","59","192","1","0","Salmon","Zalm","Saumon","Lachs","Salmone","Salmão","Лосось","Salmón","Somon","7","7","1","5","5","OK",""
"126","main_fish_R_Flounder","59","192","1","0","Flounder","Platvis","Sole","Flunder","Sogliola","Linguado","Палтус","Rodaballo","Pisi","9","9","1","4","4","OK",""
"127","main_fish_Mackerel","59","192","1","0","Mackerel","Makreel","Maquereau","Makrele","Sgombro","Cavala","Скумбрия","Caballa","Uskumru","9","9","1","7","7","OK",""
"128","main_fish_Flyingfish","59","192","1","0","Flying Fish","Vliegende vis","Poisson volant","Fliegender Fisch","Pesce volante","Peixe-Voador","Летучая рыба","Pez volador","Uçan Balık","16","16","1","10","10","OK",""
"129","main_fish_Iwasi","59","192","1","0","Sardine","Sardine","Sardine","Sardine","Sardina","Sardinha","Сардина","Sardina","Sardalya","8","8","1","8","8","OK",""
"130","main_fish_Crab","59","192","1","0","Crab","Krab","Crabe","Krabbe","Granchio","Caranguejo","Краб","Cangrejo","Yengeç","10","10","1","6","6","OK",""
"131","main_fish_Porcupinefish","59","192","1","0","Porcupine Fish","Egelvis","Poisson-porc-épic","Kugelfisch","Pesce istrice","Peixe-Balão","Рыба-еж","Pez erizo","Kirpi Balığı","17","17","1","12","12","OK",""
"132","main_fish_Eel","59","192","1","0","Eel","Paling","Anguille","Aal","Anguilla","Enguia","Угорь","Anguila","Yılan Balığı","8","8","1","12","12","KONTROL","UZUNLUK 12>8; SATIR-UZUN 12>8. Çok dilli sınır yumuşak ölçüttür; gerçek piksel taşması cihazda test edilmelidir."
"133","main_fish_Jellyfish","59","192","1","0","Jellyfish","Kwal","Méduse","Qualle","Medusa","Medusa","Медуза","Medusa","Denizanası","9","9","1","10","10","OK",""
"134","main_fish_Blacksnapper","59","192","1","0","Sea Bream","Zeebrasem","Dorade","Seebrasse","Orata","Besugo","Карась-многозуб","Besugo","Çipura","15","15","1","6","6","OK",""
"135","main_fish_Tyoutyouuo","59","192","1","0","Butterfly Fish","Koraalvlinder","Poisson-papillon","Falterfisch","Pesce farfalla","Peixe-Borboleta","Рыба-бабочка","Pez mariposa","Kelebek Balığı","16","16","1","14","14","OK",""
"136","main_fish_Nanyouhagi","59","192","1","0","Regal Tang","Doktersvis","Poisson-chirurgien","Doktorfisch","Pesce chirurgo","Peixe-Barbeiro","Рыба-хирург","Pez cirujano azul","Mavi Cerrah","18","18","1","11","11","OK",""
"137","main_fish_Mongara","59","192","1","0","Clown Triggerfish","Trekkervis","Baliste clown","Drückerfisch","Pesce balestra","Peixe-Porco","Спинорог-клоун","Ballesta payaso","Palyaço Tetik","17","17","1","13","13","OK","Clown Triggerfish için yaygın tanımlayıcı karşılık “Palyaço Tetik Balığı” kullanıldı."
"138","main_fish_Yukatahata","59","192","1","0","Coral Hind","Rode koraalbaars","Mérou rouge","Juwelenbarsch","Cernia puntinata","Mero","Групер","Cherna estrellada","Mercan Orfozu","17","17","1","13","13","OK",""
"139","main_fish_Otomebera","59","192","1","0","Moon Wrasse","Maanlipvis ","Girelle","Mond-Lippfisch","Labride lunare","Bodião-Lua","Губан лунный","Lábrido lunar","Ay Lapinası","14","14","1","11","11","OK",""
"140","main_fish_Cheep_Cheep","59","192","1","0","Cheep Cheep","Cheep Cheep","Cheep Cheep","Cheep-Cheep","Pesce Smack","Cheep Cheep","Чип-чип","Cheep Cheep","Cheep Cheep","11","11","1","11","11","OK",""
"141","main_fish_Blooper","59","192","1","0","Blooper","Blooper","Bloups","Blooper","Calamako","Blooper","Блупер","Blooper","Blooper","8","8","1","7","7","OK",""
"142","main_fish_Greenshell","59","192","1","0","Green Shell","Groen schild","Carapace verte","Grüner Panzer","Guscio verde","Carapaça Verde","Зеленый панцирь","Caparazón verde","Yeşil Kabuk","15","15","1","11","11","OK",""
"143","main_fish_Fishbone","59","192","1","0","Fishbone","Fishbone","Ossec","Skelettfisch","Pesce Lisca","Espinhas","Рыба-скелет","Pezueso","Kılçık","12","12","1","6","6","OK","Mario düşmanı Fishbone için esprili ve kısa “Kılçık” seçildi."
"144","main_fish_Emptycan","59","192","1","0","Can","Leeg blikje","Canette","Büchse","Lattina","Lata","Банка","Lata vacía","Teneke Kutu","11","11","1","11","11","OK",""
"145","main_fish_UFO","59","192","1","0","UFO","Ufo","OVNI","UFO","UFO","Peixe-OVNI","НЛО","OVNI","UFO","10","10","1","3","3","OK",""
"146","main_fish_Sowrdfish","59","192","1","0","Marlin","Marlijn","Espadon","Marlin","Marlin","Marlim","Марлин","Pez espada","Marlin","10","10","1","6","6","OK",""
"147","main_fish_Shark","59","192","1","0","Shark","Haai","Requin","Hai","Squalo","Tubarão","Акула","Tiburón","Köpekbalığı","7","7","1","11","11","KONTROL","UZUNLUK 11>7; SATIR-UZUN 11>7. Çok dilli sınır yumuşak ölçüttür; gerçek piksel taşması cihazda test edilmelidir."
"148","main_fish_Ray","59","192","1","0","Ray","Rog","Raie","Rochen","Manta","Raia","Скат","Raya","Vatoz","6","6","1","5","5","OK",""
"149","main_fish_Footballfish","59","192","1","0","Anglerfish","Zeeduivel","Poisson-lanterne","Anglerfisch","Rana pescatrice","Tamboril","Удильщик","Pez abisal","Fener Balığı","16","16","1","12","12","OK",""
"150","main_fish_Grouper","59","192","1","0","Longtooth Grouper","Grouper","Mérou","Zackenbarsch","Cernia","Garoupa","Каменный окунь","Mero","Dişli Orfoz","17","17","1","11","11","OK",""
"151","main_fish_Gold_Sowrdfish","59","192","1","0","Gold Marlin","Gouden marlijn","Espadon doré","Goldmarlin","Marlin dorato","Dourado","Золотой марлин","Pez espada dorado","Altın Marlin","17","17","1","12","12","OK",""
"152","main_fish_get_dragon","59","192","1","0","Dragon","Draak","Dragon","Drache","Drago","Dragão","Дракон","Dragón","Ejderha","6","6","1","7","7","OK",""
"153","main_fish_hanjitu","59","192","1","0","Mr AR","Mr. AR","Mr AR","Mr. AR","Mr. RA","Mr. RA","Mr. AR","Mr. RA","Bay AR","6","6","1","6","6","OK","Mr AR Türkçede “Bay AR” olarak yerelleştirildi."
"154","main_fish_get","19","228","1","0","[[C:0001:0001:]]","[[C:0001:0001:]]","[[C:0001:0001:]]","[[C:0001:0001:]] geangelt!","[[C:0001:0001:]]","[[C:0001:0001:]]","[[C:0001:0001:]]","[[C:0001:0001:]]","[[C:0001:0001:]]","10","10","1","0","0","OK",""
"155","main_fish_timeup","32","232","1","0","TIME'S UP!","DE TIJD IS OM!","TEMPS ÉCOULÉ !","ZEIT IST UM!","TEMPO SCADUTO!","ACABOU!","ВРЕМЯ ВЫШЛО!","¡Tiempo!","SÜRE BİTTİ!","14","14","1","11","11","OK",""
"156","main_fish_hint_1","130","174","1","0","Tilt the system...","Kantelen...","Inclinez la console...","System neigen...","Inclina la console...","Incline a consola.","Наклони систему","Inclina la consola","Sistemi eğ...","22","22","1","13","13","OK",""
"157","main_fish_hint_2","130","174","1","0","Hook the fish!","Lok de vis!","Attirez-les !","Locke sie an!","Fallo abboccare!","Pesque-o!","Подцепи!","Acércale el cebo","Balığı yakala!","16","16","1","14","14","OK",""
"158","main_fish_hint_3_2","130","174","1","0","Lift the system!","Iets omhoog!","Levez la console !","System anheben!","Alza la console!","Suba a consola!","Подними систему","¡Sube la consola!","Sistemi kaldır!","18","18","1","15","15","OK",""
"159","main_fish_dragon","32","232","1","0","Wear him down!","Versla de draak!","Épuisez-le !","Kämpf ihn nieder!","Sconfiggi il drago!","Desgaste-o!","Победи его!","¡Debilítalo!","Onu yıprat!","19","19","1","11","11","OK",""
"160","main_fish_hint_4","130","174","1","0","Bomb with !"," Bom gooien"," Bombarder"," Bombe werfen","Bombarda con !","Largue bombas com !"," — бомба!"," Tirar bombas"," ile bombala!","20","20","1","14","14","OK",""
"161","main_fish_hint_5","130","174","1","0","Aim for the head!","Mik op zijn hoofd!","Visez sa tête !","Triff den Kopf!","Mira alla testa!","Aponte à cabeça!","Целься в голову!","¡A la cabeza!","Başına nişan al!","18","18","1","16","16","OK",""
"162","main_fish_hint_6","28","350","1","0","Too slow! The fish got away.","Te langzaam! De vis is ontsnapt.","Trop lent ! Le poisson a filé.","Zu langsam! Der Fisch ist entkommen.","Troppo lento! Il pesce è scappato!","Lento demais! O peixe fugiu.","Слишком медленно! Рыба ушла.","¡Demasiado lento! ¡Se te ha escapado!","Çok yavaştın! Balık kaçtı.","37","37","1","26","26","OK",""
"163","main_fish_hint_7","28","350","1","0","Too fast! The fish got away.","Te snel! De vis is ontsnapt.","Pas si vite ! Le poisson a filé.","Zu schnell! Der Fisch ist entkommen.","Troppo veloce! Il pesce è scappato!","Rápido demais! O peixe fugiu.","Слишком быстро! Рыба ушла.","¡Demasiado rápido! ¡Se te ha escapado!","Çok hızlıydın! Balık kaçtı.","38","38","1","27","27","OK",""
"164","main_fish_hint_8","28","350","1","0","The line broke! You took a bit too long.","De lijn is gebroken. Je was iets te traag.","Pas assez rapide ! La ligne s'est cassée.","Die Angelschnur ist gerissen!","Si è rotta la lenza! Ci hai messo troppo!","A linha partiu-se! Demorou demasiado...","Леска порвалась! Слишком долго.","¡Muy lento! ¡Se ha partido el sedal!","Misina koptu! Fazla bekledin.","42","42","1","29","29","OK",""
"165","main_fish_hint_10","114","188","1","0","HELP!","HELP!","AU SECOURS !","Hilfe!","AIUTO!","SOCORRO!","НА ПОМОЩЬ!","¡Socorro!","YARDIM!","12","12","1","7","7","OK",""
"166","main_fish_hint_11","12","243","5","0","Put the AR Card on
a blue surface!","Leg de AR-kaart op
een blauw oppervlak!","Posez la carte RA sur
une surface bleue !","Lege die AR-Karte
auf blauen Grund!","Appoggia su una
superficie blu la
carta RA.","Pouse o Cartão RA
numa superfície azul.","Положи карту AR
на что-нибудь синее!","¡Sitúa la tarjeta RA
sobre algo azul!","AR Kartını
mavi bir zemine koy!","41","21","3","30","20","OK",""
"167","main_fish_hint_13","122","174","1","0","Seems it reacts to red.","Hij houdt van rood!","Il aime le rouge !","Er mag es rot!","Pare ami il rosso...","Reagiu ao vermelho.","Любит красное!","¡Le gusta el rojo!","Kırmızıya tepki verir.","23","23","1","22","22","OK",""
"168","main_fish_hint_14","122","174","1","0","Seems it reacts to blue.","Hij houdt van blauw!","Il aime le bleu !","Er mag es blau!","Pare ami il blu...","Reagiu ao azul.","Любит синее!","¡Le gusta el azul!","Maviye tepki veriyor.","24","24","1","21","21","OK",""
"169","main_fish_hint_15","122","174","1","0","Seems it reacts to yellow.","Hij houdt van geel!","Il aime le jaune !","Er mag es gelb!","Pare ami il giallo...","Reagiu ao amarelo.","Любит желтое!","¡Le gusta el amarillo!","Sarıya tepki veriyor.","26","26","1","21","21","OK",""
"170","main_fish_hint_16","122","174","1","0","Seems it reacts to green.","Hij houdt van groen!","Il aime le vert !","Er mag es grün!","Pare ami il verde...","Reagiu ao verde.","Любит зеленое!","¡Le gusta el verde!","Yeşile tepki veriyor.","25","25","1","21","21","OK",""
"171","main_fish_over_2","67","106","1","0","Pull up!","Binnenhalen!","Ferrez !","Hochziehen!","Tira!","Levante!","Подсекай!","¡Tira!","Yukarı çek!","12","12","1","11","11","OK",""
"172","main_fish_under","69","171","1","0","Cast your line.","Werp je hengel uit.","Lancez la ligne.","Wirf die Schnur aus.","Getta la lenza.","Lance a linha à água.","Опусти леску в воду.","Echa el cebo al agua","Oltanı at.","21","21","1","10","10","OK",""
"173","main_fish_trans_r","71","167","1","0","Move...","Bewegen...","Déplacez-vous...","Bewegen...","Muoviti...","Mova-se...","Двигай удочку...","Mueve el sedal","Hareket et...","16","16","1","13","13","OK",""
"174","main_fish_dragon_2","130","174","1","0","Catch it!","Vang hem!","Attrapez-le !","Fang ihn ein!","Prendilo!","Pesque-o!","Поймай его!","¡Atrápalo!","Yakala!","13","13","1","7","7","OK",""
"175","main_fish_new","8","82","1","0","NEW","Nieuw","Nouv.","NEU","Nuovo","NOVO","УРА!","Nuevo","YENİ","5","5","1","4","4","OK",""
"176","main_zukan_","","","","","","","","","","","","","","0","0","1","0","0","BOŞ",""
"177","main_zukan_all","246","181","2","0","Completed
[[C:0001:0000:]]/[[C:0001:0000:]]","Voltooid:
[[C:0001:0000:]]/[[C:0001:0000:]]","Terminé :
[[C:0001:0000:]]/[[C:0001:0000:]]","Gefangen
[[C:0001:0000:]]/[[C:0001:0000:]]","Pescate [[C:0001:0000:]]
su [[C:0001:0000:]] specie.","Concluído
[[C:0001:0000:]]/[[C:0001:0000:]]","Собрано
[[C:0001:0000:]]/[[C:0001:0000:]]","Completado:
[[C:0001:0000:]]/[[C:0001:0000:]]","Tamamlandı
[[C:0001:0000:]]/[[C:0001:0000:]]","19","11","2","11","10","OK",""
"178","main_zukan_get","57","114","1","0","Caught:","Gevangen:","Prises :","Gefangen:","Pescati:","Pescados:","Поймано:","Atrapados:","Yakalanan:","10","10","1","10","10","OK",""
"179","main_zukan_close","53","66","1","0","Close","Terug","Fermer","Fertig","Chiudi","Fechar","Закрыть","Cerrar","Kapat","7","7","1","5","5","OK",""
"180","main_zukan_open","53","66","1","0","Open","Open","Ouvrir","Öffnen","Apri","Abrir","Открыть","Abrir","Aç","7","7","1","2","2","OK",""
"181","main_zukan_next","54","66","1","0","Next","Verder","Suiv.","Weiter","Avanti","Seguinte","Далее","Seguir","Sonraki","8","8","1","7","7","OK",""
"182","main_zukan_back","54","66","1","0","Back","Vorige","Préc.","Zurück","Dietro","Ant.","Назад","Atrás","Geri","6","6","1","4","4","OK",""
"183","main_zukan_new_2","63","276","3","0","Caught [[C:0001:0000:]] different species!
Congratulations!","[[C:0001:0000:]] vissoorten gevangen!
Gefeliciteerd!","Bravo ! Vous avez pêché
[[C:0001:0000:]] espèces différentes !","Bereits [[C:0001:0000:]] verschiedene Arten
geangelt! Glückwunsch!","Specie pescate: [[C:0001:0000:]]!
Congratulazioni!","Espécies pescadas: [[C:0001:0000:]]
Parabéns!","Поймано разных видов: [[C:0001:0000:]]!
Поздравляем!","Especies conseguidas: [[C:0001:0000:]].
¡Enhorabuena!","[[C:0001:0000:]] farklı tür yakaladın!
Tebrikler!","49","27","2","32","22","OK",""
"184","main_zukan_new_3","63","276","3","0","Nice! A king-sized catch!
You earned a crown!","Je hebt een reuzenvangst
gedaan! Dat levert je een
kroon op!","Vous avez fait une prise
gigantesque ! Vous avez
obtenu une couronne !","Du hast ein Prachtexemplar
gefangen, dafür erhältst 
du eine Krone!","Hai preso un gigante
del mare! Ottieni una
corona!","Que pescaria gigante!
Ganhou uma coroa!","Пойман морской гигант!
Ты получаешь корону!","¡Toma captura gigante! ¡Te
has ganado una corona!","Harika! Dev bir av!
Bir taç kazandın!","68","26","3","36","19","OK",""
"185","main_zukan_new_4","63","276","3","0","Caught 15 different
species! You can now
catch king-sized fish!","15 vissoorten gevangen!
Je kunt nu ook
reuzenvissen vangen!","15 espèces différentes
pêchées ! Poissons
gigantesques débloqués !","15 verschiedene Arten
gefangen! Du kannst jetzt
Prachtexemplare angeln!","Hai pescato 15 specie
diverse! Ora puoi pescare
i giganti del mare!","Pescou 15 espécies
diferentes! Já pode pescar
peixe graúdo!","Поймано 15 разных видов!
Осталось поймать
морских гигантов!","Especies conseguidas: 15.
¡Ya puedes atrapar peces
gigantes!","15 farklı tür yakaladın!
Artık dev balıklar
yakalayabilirsin!","69","26","3","59","24","OK",""
"186","main_zukan_new_5","63","276","3","0","Caught [[C:0001:0000:]] different species!
You've caught them all!","[[C:0001:0000:]] vissoorten gevangen!
Je hebt ze allemaal een
keer gevangen!","Vous avez pêché [[C:0001:0000:]]
espèces différentes ! Votre
livre de pêche est complet !","Bereits [[C:0001:0000:]] verschiedene
Arten geangelt!
Du hast jetzt alle Arten voll.","Specie pescate: [[C:0001:0000:]]!
Le hai prese tutte!","Espécies pescadas: [[C:0001:0000:]]
Pescou-os todos!","Поймано разных видов: [[C:0001:0000:]]!
Пойманы все!","Especies conseguidas: [[C:0001:0000:]].
¡Has conseguido atrapar un
ejemplar de cada especie!","[[C:0001:0000:]] farklı tür yakaladın!
Hepsini yakaladın!","74","30","3","40","22","OK",""
