label,index,deu,eng,esp,fra,ita,nld,tur
homeKoziin_useful_01_00_M,94,"Angriffszauber, wie etwa der \u000E\u0000\u0003\u0004ﾑ＞Sushi-Segen\u000E\u0000\u0003\u0004\u0000＀,\nsind während eines Sushi-Festivals stärker.","Skills for attacking, like \u000E\u0000\u0003\u0004ﾑ＞Sushi Bonanza\u000E\u0000\u0003\u0004\u0000＀,\nare more powerful during a sushi jubilee.","Durante un festival del sushi, las técnicas de\nataque como el \u000E\u0000\u0003\u0004ﾑ＞atracón\u000E\u0000\u0003\u0004\u0000＀ son más potentes.",Les talents offensifs tels \u000E\u0000\u0003\u0004ﾑ＞Sushis à la chaîne\u000E\u0000\u0003\u0004\u0000＀\nsont très utiles pendant un festival de sushis.,Abilità d'attacco come \u000E\u0000\u0003\u0004ﾑ＞Sushi a volontà \u000E\u0000\u0003\u0004\u0000＀sono\npiù efficaci durante un festival del sushi.,"Gaven die je gebruikt om aan te vallen, zijn\nkrachtiger tijdens een \u000E\u0000\u0003\u0004ﾑ＞sushispektakel\u000E\u0000\u0003\u0004\u0000＀.","\u000E\u0000\u0003\u0004ﾑ＞Suşi Bolluğu\u000E\u0000\u0003\u0004\u0000＀ gibi saldırı yetenekleri,\nSuşi Şenliği sırasında daha güçlü olur."
homeKoziin_useful_01_00_F,95,,,,,,,
homeKoziin_useful_01_01_M,96,Für Heilzauber wie das \u000E\u0000\u0003\u0004ﾑ＞Schlaraffenband \u000E\u0000\u0003\u0004\u0000＀ist\ndie Festival-Zeit vielleicht etwas zu kostbar...,But using a healing skill like \u000E\u0000\u0003\u0004ﾑ＞Sweets Paradise\u000E\u0000\u0003\u0004\u0000＀\nduring a sushi jubilee is a bit of a waste.,Pero no merece la pena usar técnicas\nde curación como el \u000E\u0000\u0003\u0004ﾑ＞desfile de postres\u000E\u0000\u0003\u0004\u0000＀.,"Ce qui n'est pas vraiment le cas des talents\nde soin, comme \u000E\u0000\u0003\u0004ﾑ＞Délire de desserts\u000E\u0000\u0003\u0004\u0000＀.","Però, le abilità curative come \u000E\u0000\u0003\u0004ﾑ＞Dolce festa\u000E\u0000\u0003\u0004\u0000＀\nsono sprecate durante un festival del sushi.","Daarom is het zonde om dan een genezende\ngave, zoals \u000E\u0000\u0003\u0004ﾑ＞IJsparadijs\u000E\u0000\u0003\u0004\u0000＀, te gebruiken.",Ama Suşi Şenliği sırasında \u000E\u0000\u0003\u0004ﾑ＞Tatlı Şöleni\u000E\u0000\u0003\u0004\u0000＀\nkullanmak biraz israf.
homeKoziin_useful_01_01_F,97,,,,,,,
homeKoziin_useful_02_00_M,98,"Es spricht ja nichts dagegen, sich Heilzauber\naufzuheben, bis die HP wirklich niedrig sind...",It's fine to save healing skills for when\nyour HP is low.,"Si quieres, puedes reservar las técnicas de\ncuración para cuando te queden pocos PV...",C'est une bonne idée de garder des talents\nde soin au cas où les choses tournent mal...,Conviene risparmiare le abilità curative per\nquando hai pochi PV.,Het is een goed idee om genezende gaven\nte gebruiken als je HP laag is.,Canın azalınca kullanmak üzere\niyileştirme yeteneklerini saklayabilirsin.
homeKoziin_useful_02_00_F,99,,,,,,,
homeKoziin_useful_02_01_M,100,"ZU lange warten ist aber auch nicht richtig,\nsonst kann die Sache richtig schiefgehen!",But I recommend using them before\nyou find yourself in a pinch.,pero te recomiendo que las uses antes\nde meterte en un lío.,... mais ça ne veut pas dire qu'il faut\ns'empêcher de les utiliser.,Ti consiglio di usarle in caso di emergenza.,Maar ik raad je aan om ze te gebruiken\nvoordat je in de problemen zit.,Ama başın sıkışmadan önce\nkullanmanı öneririm.
homeKoziin_useful_02_01_F,101,,,,,,,
homeKoziin_useful_02_02_M,102,"Setzt du sie ein, solange dir noch Zeit bleibt,\nbeginnt sich die Zauberleiste sofort zu füllen.","If you use them while you still have time, then\ntheir gauge will start filling again right away.","Al fin y al cabo, así habrá tiempo para\nque se rellene su barra.","Après tout, si tu les actives assez tôt, leur\njauge aura le temps de se recharger !","Se le usi quando hai ancora tempo, la loro\nbarra comincerà a riempirsi subito.","Als je ze op tijd gebruikt, zal de gavemeter\nzich vanzelf weer beginnen te vullen.","Hâlâ zamanın varken kullanırsan,\ngöstergeleri hemen yeniden dolmaya başlar."
homeKoziin_useful_02_02_F,103,,,,,,,
homeKoziin_useful_03_00_M,104,Bei Zaubern mit festgelegter Wirkungszeit\nwie den \u000E\u0000\u0003\u0004ﾑ＞Extratellern \u000E\u0000\u0003\u0004\u0000＀ist es folgendermaßen...,"For skills that have a set time,\nlike \u000E\u0000\u0003\u0004ﾑ＞Hidden Plates\u000E\u0000\u0003\u0004\u0000＀...","En el caso de las técnicas de duración\nlimitada, como los \u000E\u0000\u0003\u0004ﾑ＞platos extra\u000E\u0000\u0003\u0004\u0000＀...","Les jauges de talents qui ont un effet limité\ndans le temps, comme \u000E\u0000\u0003\u0004ﾑ＞Multiplicassiettes\u000E\u0000\u0003\u0004\u0000＀...","Per le abilità il cui effetto ha una durata,\ncome \u000E\u0000\u0003\u0004ﾑ＞Piatti extra\u000E\u0000\u0003\u0004\u0000＀...",\u000E\u0000\u0003\u0004ﾑ＞Bonusborden\u000E\u0000\u0003\u0004\u0000＀ is een van de gaven die een\ntijdelijk effect hebben.,"Süreli yeteneklerde,\n\u000E\u0000\u0003\u0004ﾑ＞Ekstra Tabaklar\u000E\u0000\u0003\u0004\u0000＀ gibi..."
homeKoziin_useful_03_00_F,105,,,,,,,
homeKoziin_useful_03_01_M,106,"Da füllt sich die Zauberleiste erst, nachdem\nder Zauber vollständig abgelaufen ist.",The sushi gauge won't start filling again\nuntil the skill has completely finished.,las barras no comenzarán a rellenarse\nhasta que terminen sus efectos.,... ne se remplissent plus tant que l'effet du\ntalent est actif.,La barra inizierà a riempirsi solo quando\nsarà finita la durata dell'effetto.,Bij zulke gaven vult de meter zich pas weer\nals de gave niet meer actief is.,"Yetenek tamamen bitmeden,\nsuşi göstergesi yeniden dolmaya başlamaz."
homeKoziin_useful_03_01_F,107,,,,,,,
homeKoziin_useful_03_02_M,108,Bei Zaubern mit sofortiger Wirkung aber füllt\nsich die Leiste gleich nach Einsatz wieder.,"But if it's a skill with an immediate effect,\nthen the gauge will start to refill right away!",Pero las de las técnicas con efectos\ninstantáneos lo harán de inmediato.,Mais les talents dont l'effet est instantané\nvoient leur jauge remonter aussitôt !,"Invece, per le abilità con effetto istantaneo,\ninizierà a riempirsi subito!",Bij gaven met een onmiddellijk effect vult de\nmeter zich meteen opnieuw!,"Ama anında etki eden bir yetenekse,\ngösterge hemen yeniden dolmaya başlar!"
homeKoziin_useful_03_02_F,109,,,,,,,
homeKoziin_useful_04_00_M,110,"Wenn du Sushi-Geister hast, die ähnliches\nSushi bereitstellen, hätte ich einen Tipp...",If you have sushi sprites that produce\nsimilar types of sushi...,¿Sabías que el tipo de sushi\nde los genios es muy importante?,Si tu disposes de sushinités qui créent des\ntypes de sushis similaires...,Lo sapevi che il tipo di sushi dei templi\ncambia a seconda dello spirito del sushi?,"Wist je dat het soort sushi dat uit de\ntempels komt, afhangt van de sushigami?",Benzer türde suşi üreten suşi ruhların varsa...
homeKoziin_useful_04_00_F,111,,,,,,,
homeKoziin_useful_04_01_M,112,"Es ist ziemlich klug, jene gemeinsam\nim selben \u000E\u0000\u0003\u0004ﾑ＞Geister-Team \u000E\u0000\u0003\u0004\u0000＀zu haben!",You should put them next to each\nother on the \u000E\u0000\u0003\u0004ﾑ＞Sprite Order screen\u000E\u0000\u0003\u0004\u0000＀.,"Si tienes genios que produzcan el mismo\nsushi, accede a \u000E\u0000\u0003\u0004ﾑ＞Equipo\u000E\u0000\u0003\u0004\u0000＀ y ponlos juntos.",... tu devrais les placer côte à côte à l'écran\n\u000E\u0000\u0003\u0004ﾑ＞Ordre des esprits\u000E\u0000\u0003\u0004\u0000＀.,"Se hai degli spiriti che creano tipi di sushi\nsimili, affiancali nella sezione \u000E\u0000\u0003\u0004ﾑ＞Ordine spiriti\u000E\u0000\u0003\u0004\u0000＀.",Onder \u000E\u0000\u0003\u0004ﾑ＞TEAMINDELING \u000E\u0000\u0003\u0004\u0000＀kun je sushigami met\ngelijksoortige sushi bij elkaar plaatsen.,Onları \u000E\u0000\u0003\u0004ﾑ＞Ruh Dizilimi ekranında\u000E\u0000\u0003\u0004\u0000＀\nyan yana dizmelisin.
homeKoziin_useful_04_01_F,113,,,,,,,
homeKoziin_useful_04_02_M,114,"...Wieso? Na, dann wird es deutlich\neinfacher, die Sushi-Teller zu verbinden!",That will make the sushi much easier\nto link!,¡Así te resultará más fácil enlazar platos!,... les assiettes de sushis seront alors plus\nfaciles à relier !,In questo modo sarà più facile collegare\nil sushi!,Dit maakt het veel makkelijker om de\nsushigerechten met elkaar te verbinden!,"Bu, suşileri birbirine bağlamayı çok daha\nkolaylaştırır!"
homeKoziin_useful_04_02_F,115,,,,,,,
homeKoziin_useful_05_00_M,116,"Es kann unglaublich nützlich sein, Zauber\ngeschickt miteinander zu kombinieren!",You'll become very powerful if you can\ncombine skills effectively.,"Si eres capaz de combinar las técnicas\ncon eficacia, contarás con una gran ventaja.",Combiner efficacement les talents des\nsushinités peut te donner un grand avantage.,"Se riuscirai a combinare le abilità in modo\nefficiente, diventerai molto forte.",Gaven op een slimme manier met elkaar\ncombineren geeft je een groot voordeel.,Yetenekleri etkili biçimde birleştirebilirsen\nçok güçlenirsin.
homeKoziin_useful_05_00_F,117,,,,,,,
homeKoziin_useful_05_01_M,118,Die Kombination aus \u000E\u0000\u0003\u0004ﾑ＞Sushi-Segen \u000E\u0000\u0003\u0004\u0000＀und\n\u000E\u0000\u0003\u0004ﾑ＞Elektroblitz\u000E\u0000\u0003\u0004\u0000＀ zum Beispiel ist geradezu tödlich!,"For example, if you combine \u000E\u0000\u0003\u0004ﾑ＞Sushi Bonanza\u000E\u0000\u0003\u0004\u0000＀,\nand \u000E\u0000\u0003\u0004ﾑ＞Electrozap\u000E\u0000\u0003\u0004\u0000＀, the effects are lethal!","Por ejemplo, el \u000E\u0000\u0003\u0004ﾑ＞electroataque \u000E\u0000\u0003\u0004\u0000＀y el \u000E\u0000\u0003\u0004ﾑ＞atracón\n\u000E\u0000\u0003\u0004\u0000＀forman un dúo muy poderoso.","Par exemple, \u000E\u0000\u0003\u0004ﾑ＞Sushis à la chaîne\u000E\u0000\u0003\u0004\u0000＀ et \u000E\u0000\u0003\u0004ﾑ＞Tir\nélectrique \u000E\u0000\u0003\u0004\u0000＀sont mortels, utilisés ensemble !","Ad esempio, se abbini \u000E\u0000\u0003\u0004ﾑ＞Sushi a volontà\u000E\u0000\u0003\u0004\u0000＀\ned \u000E\u0000\u0003\u0004ﾑ＞Elettroscossa\u000E\u0000\u0003\u0004\u0000＀, l'effetto sarà letale!",De combinatie van \u000E\u0000\u0003\u0004ﾑ＞Sushibonanza \u000E\u0000\u0003\u0004\u0000＀en\n\u000E\u0000\u0003\u0004ﾑ＞Elektroboost \u000E\u0000\u0003\u0004\u0000＀is bijvoorbeeld erg effectief!,"Örneğin, \u000E\u0000\u0003\u0004ﾑ＞Suşi Bolluğu\u000E\u0000\u0003\u0004\u0000＀ ile \u000E\u0000\u0003\u0004ﾑ＞Elektroşok\u000E\u0000\u0003\u0004\u0000＀'u\nbirleştirirsen, etkileri ölümcül olur!"
homeKoziin_useful_05_01_F,119,,,,,,,
homeKoziin_useful_05_02_M,120,Den \u000E\u0000\u0003\u0004ﾑ＞Sushi-Segen\u000E\u0000\u0003\u0004\u0000＀ und das \u000E\u0000\u0003\u0004ﾑ＞Schlaraffenband \u000E\u0000\u0003\u0004\u0000＀in\nKombination sollte man dagegen vermeiden.,"On the other hand, \u000E\u0000\u0003\u0004ﾑ＞Sushi Bonanza\u000E\u0000\u0003\u0004\u0000＀ and\n\u000E\u0000\u0003\u0004ﾑ＞Sweets Paradise\u000E\u0000\u0003\u0004\u0000＀ don't go too well together.","Por el contrario, el \u000E\u0000\u0003\u0004ﾑ＞atracón \u000E\u0000\u0003\u0004\u0000＀no casa\nbien con el \u000E\u0000\u0003\u0004ﾑ＞desfile de postres\u000E\u0000\u0003\u0004\u0000＀.",Alors que \u000E\u0000\u0003\u0004ﾑ＞Sushis à la chaîne\u000E\u0000\u0003\u0004\u0000＀ et \u000E\u0000\u0003\u0004ﾑ＞Délire de\ndesserts\u000E\u0000\u0003\u0004\u0000＀ ne sont pas efficaces ensemble...,"Invece, \u000E\u0000\u0003\u0004ﾑ＞Sushi a volontà\u000E\u0000\u0003\u0004\u0000＀ e \u000E\u0000\u0003\u0004ﾑ＞Dolce festa\n\u000E\u0000\u0003\u0004\u0000＀non si combinano molto bene.",Maar \u000E\u0000\u0003\u0004ﾑ＞Sushibonanza\u000E\u0000\u0003\u0004\u0000＀ en \u000E\u0000\u0003\u0004ﾑ＞IJsparadijs\u000E\u0000\u0003\u0004\u0000＀ gaan\nniet zo goed samen.,"Öte yandan, \u000E\u0000\u0003\u0004ﾑ＞Suşi Bolluğu\u000E\u0000\u0003\u0004\u0000＀ ile\n\u000E\u0000\u0003\u0004ﾑ＞Tatlı Şöleni\u000E\u0000\u0003\u0004\u0000＀ pek iyi uyuşmaz."
homeKoziin_useful_05_02_F,121,,,,,,,
homeKoziin_useful_06_00_M,122,Die Wirkung eines Zaubers kann in vielen\nFällen die eines anderen verstärken.,All of the sushi sprite skills can be\ncombined for a multiplying effect.,Las técnicas de los genios pueden\ncombinarse para reforzar sus efectos.,Il est possible de cumuler les effets\nde plusieurs talents.,Tutte le abilità degli spiriti del sushi possono\nessere combinate per aumentarne gli effetti.,De effecten van de gaven kunnen ook\ngestapeld worden.,Suşi ruhlarının yeteneklerini birleştirerek\netkilerini katlayabilirsin.
homeKoziin_useful_06_00_F,123,,,,,,,
homeKoziin_useful_06_01_M,124,"Zum Beispiel, wenn du gleichzeitig\nden \u000E\u0000\u0003\u0004ﾑ＞Maxigang \u000E\u0000\u0003\u0004\u0000＀und \u000E\u0000\u0003\u0004ﾑ＞Tempo Total\u000E\u0000\u0003\u0004\u0000＀ einsetzt!","For example, if you use \u000E\u0000\u0003\u0004ﾑ＞Runaway Lanes\u000E\u0000\u0003\u0004\u0000＀\nand \u000E\u0000\u0003\u0004ﾑ＞Double-Edged Lanes\u000E\u0000\u0003\u0004\u0000＀ at the same time...","Por ejemplo, si utilizas la \u000E\u0000\u0003\u0004ﾑ＞cinta desbocada\u000E\u0000\u0003\u0004\u0000＀\ny las \u000E\u0000\u0003\u0004ﾑ＞cintas turbo \u000E\u0000\u0003\u0004\u0000＀al mismo tiempo...","Par exemple, si tu utilises \u000E\u0000\u0003\u0004ﾑ＞Tapis fous \u000E\u0000\u0003\u0004\u0000＀et\n\u000E\u0000\u0003\u0004ﾑ＞Double tapis express\u000E\u0000\u0003\u0004\u0000＀ en même temps...","Per esempio, se usi contemporaneamente\n\u000E\u0000\u0003\u0004ﾑ＞Nastri fugaci \u000E\u0000\u0003\u0004\u0000＀e \u000E\u0000\u0003\u0004ﾑ＞Sushi express\u000E\u0000\u0003\u0004\u0000＀...",Combineer bijvoorbeeld \u000E\u0000\u0003\u0004ﾑ＞Bandenboost \u000E\u0000\u0003\u0004\u0000＀en\n\u000E\u0000\u0003\u0004ﾑ＞Bandenrace \u000E\u0000\u0003\u0004\u0000＀eens.,"Örneğin, \u000E\u0000\u0003\u0004ﾑ＞Çılgın Şeritler\u000E\u0000\u0003\u0004\u0000＀ ile\n\u000E\u0000\u0003\u0004ﾑ＞İki Ucu Hızlı\u000E\u0000\u0003\u0004\u0000＀'u aynı anda kullanırsan..."
homeKoziin_useful_06_01_F,125,,,,,,,
homeKoziin_useful_06_02_M,126,Dann laufen die Bänder des Gegners\nnämlich mit irrsinniger Geschwindigkeit!,Then the resulting effect will cause your\nopponent's lanes to hit an incredible speed!,¡las cintas de tu rival alcanzarán\nvelocidades frenéticas!,... l'effet d'accélération des deux talents sera\ncumulé et ton tapis ira encore plus vite !,Il risultato sarà un incredibile accelerazione\ndei nastri dell'avversario!,Samen versnellen deze gaven de band\nvan je tegenstander ontzettend veel!,"Böylece ortaya çıkan etki, rakibinin\nşeritlerini inanılmaz bir hıza çıkarır!"
homeKoziin_useful_06_02_F,127,,,,,,,
homeKoziin_useful_07_00_M,128,Ich hätte da was zum Thema Obst zu sagen.\nObst ist nämlich doppelt nützlich!,Let's talk fruit for a second.,¿Te has fijado en la fruta que a veces\ncorre por tus cintas?,"Parfois, on trouve des fruits sur les assiettes\nau lieu des sushis.",Parliamo della frutta che a volte vedi passare\nnei piatti...,"Het fruit dat je soms op de band ziet\nliggen, doet eigenlijk dubbel dienst.",Biraz da meyveden konuşalım.
homeKoziin_useful_07_00_F,129,,,,,,,
homeKoziin_useful_07_01_M,130,Nicht nur sind die Obstteller Munition -\ndas Obst selbst heilt sogar ein paar HP!,"It does double duty. Eat it to restore HP,\nthen shoot the plates to deal damage!","Pues cumple una función doble: además de\nrestaurar PV, puedes atacar con los platos.","Non seulement les manger rend des PV, mais\nen plus, on peut empiler leurs assiettes !",Mangia la frutta per ripristinare i PV. Puoi\nimpilare anche i piatti della frutta e lanciarli!,"Het herstelt je HP als je het eet, maar je\nkunt de borden ook gewoon gooien!","İki işe birden yarar: canını yenilemek için ye,\nsonra tabakları fırlatıp hasar ver!"
homeKoziin_useful_07_01_F,131,,,,,,,
homeKoziin_useful_07_02_M,132,"Der Einsatz von Sushi-Geistern, die Obst\nbereitstellen, hat also große Vorteile!",Sushi sprites who produce a lot of fruit have\nan advantage for that reason.,Es la ventaja de usar genios del sushi\nque producen fruta. ¡No los descartes!,"Les sushinités qui produisent beaucoup de\nfruits sont donc intéressantes, elles aussi !",Gli spiriti del sushi che creano molta frutta\nsono più vantaggiosi per questo motivo.,"Sushigami die veel fruit voortbrengen, geven\nje dus een klein voordeel. Denk daaraan!",Çok meyve üreten suşi ruhları bu yüzden\navantajlıdır.
homeKoziin_useful_07_02_F,133,,,,,,,
homeKoziin_useful_08_00_M,134,"Manche Zauber wirken so verwirrend,\ndass dein Gegner zögert und Zeit verliert.","There are skills that make your opponent\npanic, tripping them up in battle.",Algunas técnicas perturban a los rivales\ny les hacen equivocarse.,Certains des talents de sushinités perturbent\nl'adversaire et le ralentissent.,"Tra le varie abilità, alcune mandano nel\npanico l'avversario e lo ostacolano.",Er zijn ook gaven die je tegenstander in de\nwar brengen en in het gevecht vertragen.,Rakibini paniğe sürükleyen ve savaşta\ntökezleten yetenekler var.
homeKoziin_useful_08_00_F,135,,,,,,,
homeKoziin_useful_08_01_M,136,Mit dem \u000E\u0000\u0003\u0004ﾑ＞Maxigang\u000E\u0000\u0003\u0004\u0000＀ kannst du deinen Gegner\nleicht in Panik versetzen. Vorteil für dich!,\u000E\u0000\u0003\u0004ﾑ＞Runaway Lanes\u000E\u0000\u0003\u0004\u0000＀ is an easy one to send your\nopponent into a panic!,"La \u000E\u0000\u0003\u0004ﾑ＞cinta desbocada\u000E\u0000\u0003\u0004\u0000＀, por ejemplo,\n¡los pondrá histéricos!","\u000E\u0000\u0003\u0004ﾑ＞Tapis fous\u000E\u0000\u0003\u0004\u0000＀, par exemple, le fait paniquer !","\u000E\u0000\u0003\u0004ﾑ＞Nastri fugaci\u000E\u0000\u0003\u0004\u0000＀ è una facile da ottenere, che\nmanderà l'avversario nel panico!",\u000E\u0000\u0003\u0004ﾑ＞Bandenboost\u000E\u0000\u0003\u0004\u0000＀ is een voorbeeld. Daarvan kan\nje tegenstander in paniek raken!,"\u000E\u0000\u0003\u0004ﾑ＞Çılgın Şeritler\u000E\u0000\u0003\u0004\u0000＀, rakibini\npaniğe sürüklemenin kolay bir yoludur!"
homeKoziin_useful_08_01_F,137,,,,,,,
homeKoziin_useful_09_00_M,138,Jeder Sushi Striker kündigt den Einsatz\neines Zaubers mit einem Schrei an.,All sushi strikers shout a skill's name\nbefore using it.,"Por algún motivo, los lanzaplatos anuncian\nel nombre de las técnicas antes de usarlas.",On annonce toujours le talent qu'on utilise...\nJe me demande bien pourquoi.,I guerrieri sushi annunciano l'abilità che\nstanno per usare. Chissà perché...,Sushistrikers kondigen hun gave aan vlak\nvoordat ze hem gebruiken.,"Tüm suşi vurucular, bir yeteneği\nkullanmadan önce adını bağırır."
homeKoziin_useful_09_00_F,139,,,,,,,
homeKoziin_useful_09_01_M,140,"Hör genau hin und lies auch den Text dazu,\ndann kannst du dich darauf einstellen!","If you listen closely, you can hear the skill\nbefore your opponent unleashes it.",Tienes que estar muy atento para\ncontrarrestar sus ataques.,"En tout cas, plus besoin de regarder\nl'adversaire pour savoir ce qu'il fait !","Se presti attenzione, potrai sentire il nome\ndell'abilità prima che il tuo nemico la usi.",Daardoor kun je snel reageren op wat er\ngaat komen.,"İyi dinlersen, rakibin yeteneği kullanmadan önce\nadını duyabilirsin."
homeKoziin_useful_09_01_F,141,,,Tienes que estar muy atenta para\ncontrarrestar sus ataques.,,,,
homeKoziin_useful_09_02_M,142,Der \u000E\u0000\u0003\u0004ﾑ＞Maxigang \u000E\u0000\u0003\u0004\u0000＀etwa ist ein gutes Mittel\ngegen ein \u000E\u0000\u0003\u0004ﾑ＞Schlaraffenband \u000E\u0000\u0003\u0004\u0000＀des Gegners!,"For example, if your opponent uses \u000E\u0000\u0003\u0004ﾑ＞Sweets\nParadise\u000E\u0000\u0003\u0004\u0000＀, use \u000E\u0000\u0003\u0004ﾑ＞Runaway Lanes\u000E\u0000\u0003\u0004\u0000＀ to undo it!","Por ejemplo, el \u000E\u0000\u0003\u0004ﾑ＞desfile de postres \u000E\u0000\u0003\u0004\u0000＀se puede\nneutralizar con la \u000E\u0000\u0003\u0004ﾑ＞cinta desbocada\u000E\u0000\u0003\u0004\u0000＀.","Par exemple, si je l'entendais dire \u000E\u0000\u0003\u0004ﾑ＞Délire de\ndessert\u000E\u0000\u0003\u0004\u0000＀, j'utiliserais aussitôt \u000E\u0000\u0003\u0004ﾑ＞Tapis fous\u000E\u0000\u0003\u0004\u0000＀ !","Per esempio, se il nemico usa \u000E\u0000\u0003\u0004ﾑ＞Dolce festa\u000E\u0000\u0003\u0004\u0000＀,\ntu usa \u000E\u0000\u0003\u0004ﾑ＞Nastri fugaci\u000E\u0000\u0003\u0004\u0000＀ per neutralizzarla!",Zo is \u000E\u0000\u0003\u0004ﾑ＞Bandenboost\u000E\u0000\u0003\u0004\u0000＀ een uitstekend middel\ntegen \u000E\u0000\u0003\u0004ﾑ＞IJsparadijs\u000E\u0000\u0003\u0004\u0000＀.,"Örneğin, rakibin \u000E\u0000\u0003\u0004ﾑ＞Tatlı Şöleni\u000E\u0000\u0003\u0004\u0000＀ kullanırsa,\nbunu bozmak için \u000E\u0000\u0003\u0004ﾑ＞Çılgın Şeritler\u000E\u0000\u0003\u0004\u0000＀'i kullan!"
homeKoziin_useful_09_02_F,143,,,,,,,
homeKoziin_useful_10_00_M,144,Einige Sushi-Mächte werden erst\nbeim Einsatz bestimmter Zauber aktiviert.,Some raw powers are activated using\na skill.,Ciertas técnicas activan poderes crudos.,Certains talents activent des bonutriments.,Tra i poteri del sushi ci sono anche quelli\nche si attivano in base a un'abilità.,Er zijn ook sushikrachten die geactiveerd\nworden op basis van gaven.,"Bazı çiğ güçler,\nbir yetenek kullanılarak etkinleşir."
homeKoziin_useful_10_00_F,145,,,,,,,
homeKoziin_useful_10_01_M,146,"Plane voraus und kombiniere geschickt,\ndann wirken deine Zauber noch mehr!",Set up a combination well to make your\nskills even more powerful!,"Con una combinación adecuada,\n¡las técnicas serán aún más poderosas!","En les combinant efficacement, tu peux\nrenforcer les talents des sushinités !","Se combini bene le abilità, potrai renderle\nancora più potenti!","Als je ze goed weet te combineren, kun je\nnog veel sterker worden!",Yeteneklerini daha da güçlendirmek için\nkombonu iyi kur!
homeKoziin_useful_10_01_F,147,,,,,,,
homeKoziin_useful_11_00_M,148,"Jeder Beschreibung eines Zaubers ist zu\nentnehmen, wie lang die Wirkung anhält.",The effect times for skills are noted in\ntheir explanations.,En las descripciones de las técnicas se indica\ncuáles son de duración limitada.,La durée des talents dont l'effet est limité dans\nle temps est indiquée dans leur description...,La durata dell'effetto delle abilità a tempo\nè riportata nella loro spiegazione.,"Als een gave een tijdslimiet heeft, kun je die\nvinden in de beschrijving van de gave.","Yeteneklerin etki süreleri,\naçıklamalarında yazar."
homeKoziin_useful_11_00_F,149,,,,,,,
homeKoziin_useful_11_01_M,150,"Die Zauberleiste zeigt dir dazu klar an,\nwie viel Zeit ein Zauber noch läuft!","But while the skills are active, the skill gauge\nwill show you how long they'll last.","Al activar una de ellas, el tiempo que dura\nel efecto se muestra en la barra.",Mais cela correspond en fait au temps\nque met la jauge à se vider !,"Mentre sono attive, puoi vedere quanto\nancora dureranno nella barra abilità!",De gavemeter laat je zien hoe lang de gave\nnog actief zal zijn.,"Yetenekler etkinken, yetenek göstergesi\nne kadar süreceklerini sana gösterir."
homeKoziin_useful_11_01_F,151,,,,,,,
homeKoziin_useful_11_02_M,152,"Falls dich mal ein Gegnerzauber nervt:\nSeine Zauberleiste zeigt, wann er vorbei ist!",Look at your opponent's gauge to see\nhow much longer an obstacle skill will last.,"Así puedes saber de un vistazo, por ejemplo,\ncuánto tiempo te va a molestar el rival.","Donc, facile de savoir combien de temps le\ntalent d'entrave de l'adversaire t'embêtera !",Osserva la barra di un'abilità dell'avversario\nper controllarne la durata.,Aan de gavemeter van de tegenstander kun\nje zien hoelang zijn of haar gave nog duurt.,Rakibinin göstergesine bakarak engel yeteneğinin\nne kadar daha süreceğini görebilirsin.
homeKoziin_useful_11_02_F,153,,,,,,,
homeKoziin_useful_12_00_M,154,"Laufbandrädchen sind sehr nützlich,\ndenn sie können Laufbänder beschleunigen.",Gears can be powerful tools because they\nmake sushi flow even faster.,Los piñones más potentes aceleran\nla velocidad de las cintas.,Ça peut paraître très pratique d'utiliser des\nrégulateurs rendant les tapis plus rapides...,Le rotelle kaiten sono molto utili perché\nfanno scorrere i nastri più in fretta.,Bandwielen zijn handig als je je sushi sneller\nwilt krijgen.,Dişliler güçlü araçlar olabilir; çünkü\nsuşinin akışını daha da hızlandırırlar.
homeKoziin_useful_12_00_F,155,,,,,,,
homeKoziin_useful_12_01_M,156,"Zu schnell ist allerdings auch nicht gut,\nwie zum Beispiel im Fall des \u000E\u0000\u0003\u0004ﾑ＞Maxigangs\u000E\u0000\u0003\u0004\u0000＀.",But \u000E\u0000\u0003\u0004ﾑ＞Runaway Lanes \u000E\u0000\u0003\u0004\u0000＀might speed things up\ntoo much for you to even make a move!,"Eso suele ser útil, pero no tanto cuando\nte enfrentas a una \u000E\u0000\u0003\u0004ﾑ＞cinta desbocada\u000E\u0000\u0003\u0004\u0000＀.","... mais attention aux talents qui augmentent\naussi leur vitesse, comme \u000E\u0000\u0003\u0004ﾑ＞Tapis fous\u000E\u0000\u0003\u0004\u0000＀ !","Ma se i tuoi nastri sono accelerati da \u000E\u0000\u0003\u0004ﾑ＞Nastri\nfugaci\u000E\u0000\u0003\u0004\u0000＀, potresti non riuscire a fare nulla!",Maar door de gave \u000E\u0000\u0003\u0004ﾑ＞Bandenboost\u000E\u0000\u0003\u0004\u0000＀ gaan de\nbanden misschien weer te snel!,Ama \u000E\u0000\u0003\u0004ﾑ＞Çılgın Şeritler \u000E\u0000\u0003\u0004\u0000＀işleri o kadar\nhızlandırabilir ki hamle bile yapamayabilirsin!
homeKoziin_useful_12_01_F,157,,,,,,,
