label,index,deu,eng,esp,fra,ita,nld,tur
GodInfo_God073,59,Ähnelt dem Feuervogel Phönix.\nNachts ein glühender Wegweiser.,Its glowing body becomes\na signal at twilight.,Emite un brillo especial\ndurante el crepúsculo.,A pris la forme d'un phénix.\nSon corps luit au crépuscule.,Il suo corpo luminoso risalta\nmolto al tramonto.,"Lijkt op een feniks, met een gloeiend\nlijf dat een signaal geeft bij schemer.",Parlayan bedeni\nalacakaranlıkta bir işaret olur.
GodInfo_God074,60,"Straft gnadenlos jene, die Sushi\nohne jegliche Manieren essen.",Punishes without mercy\nany who dare eat sushi\nwith bad manners.,Castiga sin piedad a quienes\nno tratan al sushi con el respeto\nque merece.,Punit ceux qui se tiennent mal et\navalent leurs sushis sans manières.,Punisce chiunque mangi il sushi\ncon maleducazione.,Straft zonder genade eters van\nsushi met slechte manieren.,Görgüsüzce suşi yemeye kalkan\nherkesi\nmerhametsizce cezalandırır.
GodInfo_God076,61,Erinnert an Laub und Lianen.\nKichert manchmal gruselig.,Has a calm personality\nbut a bit of a creepy laugh.,Su carácter tranquilo contrasta\ncon su inquietante sonrisa.,"A pris la forme d'une grue. Doux de\ncaractère, mais son rire est effrayant.","Ha l'aria posata, ma la sua\nrisata inquieta.","Lijkt op een klimplant. Is rustig,\nmaar heeft een wat enge lach.","Sakin bir kişiliği vardır,\nama gülüşü biraz ürperticidir."
GodInfo_God077,62,Stibitzt mit langen Ranken Teller.\nBesonders flink im Sonnenlicht.,Able to steal plates easily thanks\nto its flexible vines. Moves even\nfaster in sunlit environments.,Su flexibilidad le permite robar\nplatos fácilmente. Se desplaza\nmás rápido al sol.,Chipe facilement les assiettes.\nSe déplace plus vite au soleil.,Può rubare piatti con agili mosse\ne la luce del sole lo accelera.,De flexibele stengels stelen makkelijk\nborden. Beweegt sneller in de zon.,Esnek sarmaşıkları sayesinde tabakları\nkolayca çalar. Güneşli ortamlarda\ndaha da hızlı hareket eder.
GodInfo_God079,63,Schneemanngeist. Schont weder\nseine Feinde noch sich selbst.,Tough on itself\nand its opponents.,Es tan riguroso con los rivales\ncomo consigo mismo.,"A pris la forme d'un bonhomme de\nneige. Strict, même avec lui-même.",Duro con sé e con gli avversari.,Lijkt op een sneeuwpop. Maakt het\nvijanden én zichzelf niet makkelijk.,Hem kendine\nhem rakiplerine karşı serttir.
GodInfo_God080,64,"Isst nur Gefrorenes, weshalb er\nsein Sushi meist lutschen muss.","Prefers its food as cold as\npossible, so it flows sushi so\nchilled it's basically frozen.","Detesta la comida caliente.\nDe hecho, ingiere solamente\nalimentos congelados.",Aime manger froid. Congèle ses\nsushis pour qu'ils soient bien frais.,"Ama il cibo freddo, quindi crea il\nsushi a temperatura di frigorifero.","Is dol op koud voedsel, dus eet\ngraag ijskoude sushi.","Yemeğini olabildiğince soğuk sever,\nbu yüzden suşiyi öyle bir soğutur ki\nneredeyse donmuştur."
GodInfo_God082,65,"Schneemanngeist. Schont keine\nFeinde, sich selbst dafür schon.",Easy on itself but\ntough on opponents.,Es tan riguroso con los rivales\ncomo indulgente consigo mismo.,"A pris la forme d'un bonhomme de\nneige. Strict, sauf avec lui-même.",Tenero con sé e duro con gli\navversari.,"Lijkt op een sneeuwpop. Maakt het\nzichzelf makkelijk, maar vijanden niet.","Kendine karşı rahat,\nrakiplerine karşı serttir."
GodInfo_God083,66,Schützt Leib und flinke Finger\nmit liebevoll Selbstgehäkeltem.,Has nimble fingers and knitted\nits scarf and gloves by hand.\nMade lots of spares also.,Domina el arte de tejer.\nEs más: la bufanda y los guantes\nque lleva se los hizo él.,Habile de ses mains. A tricoté lui-\nmême son écharpe et ses gants.,Ha sferruzzato sciarpa e guanti con\nle sue mani. Ha molti ricambi.,Draagt zelfgebreide handschoenen en\nsjaal. Heeft veel reserve-exemplaren.,Becerikli parmakları vardır; atkı ve eldivenini\nelle örmüştür.\nÜstelik bir sürü yedeğini de yapmıştır.
GodInfo_God085,67,"Wölfchengeist, dessen Fell bei\nfeuchter Witterung herabhängt.",In humid environments its\nstanding fur slumps down.,Se le aplasta el pelaje\nen ambientes húmedos.,A pris la forme d'un loup. Sa fourrure\nretombe dans les endroits humides.,"In ambienti umidi, il suo irto\nmanto si affloscia.",Lijkt op een wolf. Van vochtig\nweer gaat de vacht uit model.,Nemli ortamlarda\ndik duran tüyleri sönüp aşağı iner.
GodInfo_God086,68,Schutz spendende Führernatur\nmit lodernder Kämpferseele.,"Built like a leader and cares for\nits companions. Deep in its cold\neyes, a resolute passion burns.",Un líder nato que siempre cuida\nde los suyos. Su expresión fría\ndisimula su carácter fogoso.,"Leader qui s'inquiète pour ses amis.\nPassionné, mais garde la tête froide.","Ha la stoffa del capo e tiene ai\ncompagni. Freddo, ma deciso.",Denkt als een leider en zorgt voor\nbondgenoten. Erg gepassioneerd.,"Doğuştan lider gibidir, yoldaşlarını kollar.\nSoğuk bakışlarının ardında\nsarsılmaz bir tutku yanar."
GodInfo_God088,69,"Ein Chamäleongeist, der Zunge\nund Schwanz synchron bewegt.",Moves its tongue and tail\nat the same time on occasion.,A veces mueve la cola\ny la lengua simultáneamente.,A pris la forme d'un caméléon. Bouge\nsa langue et sa queue simultanément.,Può muovere a tempo coda\ne lingua.,Lijkt op een kameleon. Beweegt\nsoms tegelijkertijd tong en staart.,Bazen dilini ve kuyruğunu\naynı anda oynatır.
GodInfo_God089,70,"Fängt Zauber in seinem bunten\nTuch, um sie selbst einzusetzen.",Absorbs all kinds of powers\nwith its strange rainbow cape\nand makes them its own.,Su extraña capa multicolor\nabsorbe los poderes ajenos\npara apropiárselos.,Absorbe toutes sortes de pouvoirs\navec sa cape arc-en-ciel.,"Assorbe ogni genere di potere con\nil suo drappo, appropriandosene.",De vreemde regenboogcape neemt\nallerlei krachten op en eigent ze toe.,Tuhaf gökkuşağı peleriniyle\nher türlü gücü emer\nve onları kendine mal eder.
GodInfo_God091,71,"Ein Ottergeist. Wirkt handzahm,\nist jedoch ein kleiner Lausbube.",Has a playful face\nbut is a bit wild.,Su aparente simpatía contrasta\ncon su naturaleza indómita.,A pris la forme d'une loutre. Cache une\nnature sauvage derrière son air joueur.,"Ha un muso simpatico, ma\nè un po' irruente.","Lijkt op een rivierotter. Heeft een\nspeels gezicht, maar is wat wild.",Oyuncu bir yüzü vardır\nama biraz da vahşidir.
GodInfo_God094,72,"Es soll Besonderes geschehen,\nwenn er die Froschaugen öffnet.",It's said that something will\nhappen when its eyes open...,Dicen que pasa algo\ncuando abre los ojos.,A pris la forme d'une grenouille.\nAttention s'il ouvre ses yeux...,Accadrà qualcosa quando aprirà\ngli occhi.,Lijkt op een kikker. Er schijnt iets\nte gebeuren als de ogen openen.,Gözleri açıldığında\nbir şeyler olacağı söylenir...
GodInfo_God097,73,Sieht aus wie ein kleiner Stier.\nVon tadellosem Charakter.,Of tremendous moral character.,Tiene un sentido de la ética\nextraordinario.,"A pris la forme d'une vache. Très moral,\nse dit toujours redevable des autres.",Ha un'altissima moralità.,Lijkt op een koe. Heeft een\nontzettend deugdzaam karakter.,Son derece erdemlidir.
GodInfo_God098,74,So wuchtig wie ehrlich. Peitscht\nim Kampfe laut mit dem Schweif.,"Sturdy of body and kind of heart,\nit beats its tail against its body\nfor encouragement in battle.","Una montaña de músculos con\nun corazón de oro. En combate,\nse azuza a sí mismo con la cola.",Une puissance au cœur tendre. Frappe\nsa queue contre son flanc en combat.,"Potente, ma dal cuore tenero. In\nbattaglia si incita con la coda.","Een stevig, krachtig lichaam met een\nwarm hart. Kwispelt ter aanmoediging.","Bedeni sağlam, kalbi yumuşaktır;\nsavaşta cesaretlenmek için\nkuyruğunu bedenine vurur."
GodInfo_God100,75,"Ein Mäuschengeist. Klein, aber\nmit riesigem Selbstvertrauen.",Has a small body but great\nconfidence and attitude.,Su diminuto cuerpo encierra\nuna enorme personalidad.,"A pris la forme d'une souris. Un petit\ncorps, mais une grande personnalité.","Ha il corpo minuto, ma è molto\nsicuro di sé.","Lijkt op een muis. Heeft een klein\nlijf, maar een grote persoonlijkheid.",Bedeni küçük ama özgüveni\nve kişiliği kocaman.
GodInfo_God103,76,"Schildkrötenartig und sehr stolz\ndrauf, härter zu sein als Konkan.",Takes pride in being\nharder than Konkan.,Se jacta de ser más\nduro que Konkan.,A pris la forme d'une tortue. Se\nvante d'être plus dur que Konkan.,Si vanta di essere più resistente\ndi Konkan.,Lijkt op een schildpad. Is harder\ndan Konkan en is daar trots op.,Konkan'dan daha sert\nolmakla gurur duyar.
GodInfo_God104,77,Lässt fröhliche Evergreens\naus dem Ghettoblaster knallen.,"Only jams classic gems from its\nboom box. Firmly believes that,\nin music, passion is everything.","Un fan de los temas clásicos.\nAfirma que, en cuestión de\nmúsica, la pasión lo es todo.","Diffuse des classiques. Répète qu'en\nmusique, tout est affaire de passion.",Dal suo stereo escono solo\nclassici. Ama la musica alla follia.,Speelt echte klassiekers. Zegt\ndat passie alles is in muziek.,Müzik kutusundan yalnızca klasikleşmiş\nparçalar çalar. Müzikte her şeyin\ntutku olduğuna yürekten inanır.
GodInfo_God106,78,"Schildkrötenartig und sehr stolz\ndrauf, härter zu sein als Hakkan.",Takes pride in being\nharder than Hakkan.,Se jacta de ser más\nduro que Hakkan.,A pris la forme d'une tortue. Se\nvante d'être plus dur que Hakkan.,Si vanta di essere più resistente\ndi Hakkan.,Lijkt op een schildpad. Is harder\ndan Hakkan en is daar trots op.,Hakkan'dan daha sert\nolmakla gurur duyar.
GodInfo_God107,79,Lässt knallharten Hip-Hop aus\ndem Ghettoblaster wummern.,"Only jams hip-hop hits from its\nboom box. Firmly believes that,\nin music, popularity is everything.","Solo escucha hip hop comercial\ny afirma que, en cuestión de\nmúsica, la fama lo es todo.","Diffuse du hip-hop. Répète qu'en\nmusique, tout est affaire de popularité.",Il suo stereo trasmette solo musica\nhip hop. Per lui la fama è tutto.,Speelt hiphop. Zegt dat populariteit\nalles is in muziek.,Müzik kutusundan yalnız hip hop hitleri çalar.\nMüzikte tek ölçütün popülerlik\nolduğuna yürekten inanır.
GodInfo_God109,80,"Ein Fabelfrettchengeist, der leise\nwie der Wind Wasabi serviert.",Has the ability to silently\nserve wasabi like the wind.,Tiene la habilidad de servir\nwasabi al vuelo.,A pris la forme d'une belette. Dépose en\ncoup de vent des assiettes de wasabi.,È abilissimo nel servire al volo\nil wasabi.,Lijkt op een mythische wezel.\nVoegt stilletjes borden wasabi toe.,Rüzgâr gibi sessizce\nwasabi servis edebilir.
GodInfo_God112,81,Wölkchenhaft und von allen\nGeistern der sorgenfreieste.,Has the most indifferent\npersonality of all sushi sprites.,Vive la vida sin preocupaciones\nde ningún tipo.,A pris la forme d'un nuage. Sans doute\nla plus indifférente des sushinités.,È il più distaccato di tutti\ngli spiriti.,Lijkt op een wolk. Is de meest\nonverschillige sushigami.,Tüm suşi ruhları içinde\nen umursamaz olanıdır.
GodInfo_God113,82,Beherrscht das Wetter. Lässt es\nfür Freunde im Sommer schneien.,"Can freely control the weather.\nIf you ask nicely, it'll make\nit snow in the summertime.","Puede controlar el clima. Si se lo\npides con educación, es capaz\nde hacer que nieve en verano.",Peut contrôler le temps qu'il fait. Envie\nde neige en été ? Demandez-lui !,"Controlla il clima. Se glielo chiedi,\npuò far nevicare d'estate.",Beheerst het weer. Kan het zelfs\nlaten sneeuwen in de zomer.,"Havayı dilediğince kontrol edebilir.\nGüzelce rica edersen,\nyazın bile kar yağdırır."
GodInfo_God115,83,Ähnelt einem Pilzlein. Versprüht\nbei kleinster Berührung Sporen.,Scatters its spores\nat the slightest impact.,Disemina sus esporas\nal menor impacto.,A pris la forme d'un champignon.\nDissémine ses spores au moindre choc.,Al minimo impatto sparge\nle sue spore.,Lijkt op een paddenstoel. De sporen\nverspreiden zich al bij weinig contact.,En ufak darbede bile\nsporlarını saçar.
GodInfo_God116,84,Hält sich am liebsten klingelnd in\nschattig-feuchten Wäldern auf.,"Prefers places with high humidity,\nlike forests. Its antennas light\nup to the sound of its bell.",Prefiere los ambientes húmedos.\nSe le iluminan las antenas\ncuando toca la campanilla.,"Aime les endroits humides. Quand sa\ncloche sonne, son antenne s'allume.",Le sue antenne si illuminano\nal suono della campana.,"Houdt van vochtige plekken, zoals het\nbos. De antennes geven licht als het\nbelletje klingelt.",Ormanlar gibi nemli yerleri sever.\nZilinin sesini duyunca\nantenleri ışıldar.
GodInfo_God118,85,"Ein Golem-Geist, der sich irre\nlang das Lachen verkneifen kann.",Has never lost in\nthe laughing game.,Jamás se le ha visto sonreír.,A pris la forme d'un golem. Ne rit\njamais au jeu de la barbichette.,Non ride mai.,Lijkt op een golem. Krijg je niet\nsnel ongewild aan het lachen.,Gülmeme oyununda\nhiç yenilmemiştir.
GodInfo_God119,86,Sein Glotzauge soll Freude und\nHoffnung stehlen können. Brrr...,"Stare too long at its weird, open\neye and your happiness, hope,\nand true feelings will be stolen...",Quien osa mirarlo directamente\nal ojo pierde las ganas de vivir.,Laissez-vous happer par son regard\net vous perdrez toute joie de vivre.,"Se guardi troppo il suo occhio,\nperderai la felicità e la speranza.",Kijk te lang in het vreemde oog en je\nverliest elk gevoel van geluk en hoop.,"Tuhaf, açık gözüne çok uzun bakarsan\nmutluluğun, umudun\nve gerçek duyguların çalınır..."
GodInfo_God121,87,Ein... Geistergeist? Jedenfalls\nimmer auf der Suche nach Spaß.,Always on the lookout\nfor something fun to do.,Siempre está buscando\nla manera de entretenerse.,A pris la forme d'un fantôme.\nCherche toujours à s'amuser.,È sempre alla ricerca di cose\ndivertenti da fare.,Lijkt op een spook en is altijd op\nzoek naar leuke dingen.,Her zaman eğlenceli\nbir şeyler yapmanın peşindedir.
GodInfo_God122,88,Stets vergnügt und lebensfroh.\nHüpft umher wie ein Gummiball.,"Always in a good mood,\nit likes to play by bouncing\nalong like a rubber ball.",Siempre está de buen humor\ny le encanta botar como una\npelota.,Toujours de bonne humeur. Aime\njouer à rebondir comme une balle.,"Sempre di ottimo umore, ama\nrimbalzare come una palla.",Heeft altijd een goed humeur en speelt\ndoor te stuiteren als een rubberbal.,Hep keyfi yerindedir;\nlastik top gibi zıplayarak\noynamayı sever.
GodInfo_God124,89,Ein... Geistergeist? Gibt sich oft\nganz stolz als Höllenbote aus.,Proudly lies about being\na messenger from hell.,"Alardea de ser mensajero de la\nmuerte, pero es mentira.",A pris la forme d'un fantôme. Aime se\nfaire passer pour un messager de l'enfer.,Si vanta di essere un\nmessaggero infernale.,Lijkt op een spook. Beweert trots\neen boodschapper uit de hel te zijn.,Cehennemden gelen bir haberci olduğunu\ngururla söyler. Tabii ki yalan.
GodInfo_God125,90,Nimmt nichts ernst und erzählt\ngern wilde Lügengeschichten.,"Behaves like a clown.\nHas several grand, made-up\nstories as part of its act.",Se comporta como un payaso\ny se inventa las historias más\nrocambolescas.,Se prend pour un clown. Raconte\ntoujours les mêmes histoires drôles.,Si comporta come un pagliaccio\ne inventa storie.,Gedraagt zich als een clown. Heeft\neen act met enkele grootse verhalen.,Palyaço gibi davranır. Gösterisinde\nbirbirinden abartılı uydurma\nhikâyeler anlatır.
GodInfo_God127,91,"Ein Wichtelgeist, stets zur Flucht\nunter sein Käppchen bereit.",Its protective hat\nis ever vigilant.,"Está siempre alerta,\nsobre todo si alguien\nle toca el gorro.","A pris la forme d'un gnome. Son bonnet\nest tombant, mais pas sa protection.",Il suo cappello lo protegge\nsempre.,Lijkt op een gnoom. De hoed\nbiedt continu bescherming.,Koruyucu şapkası\nhep tetiktedir.
GodInfo_God128,92,Fliegt auf einem Blatt umher und\npflegt täglich seinen Vollbart.,Can fly through the air on a leaf.\nEver proud of its thick beard\nand takes care of it daily.,Es capaz de volar sobre una\nhoja y se peina la barba\ntodos los días.,Peut voler sur une feuille. Entretient\navec soin la barbe qui fait sa fierté.,"Vola su una foglia, fiero della sua\nbarba che cura ogni giorno.",Vliegt op een blad. Is trots op\nde baard en zorgt er goed voor.,Bir yaprağın üstünde havada uçabilir.\nGür sakalıyla gurur duyar\nve her gün bakım yapar.
GodInfo_God130,93,"Ein Tapirgeist, der im Schlaf mit\nMenschen reden können soll...",Can carry on a conversation\neven when sleeping.,No se calla ni cuando duerme.,A pris la forme d'un tapir. Est capable\nde tenir une conversation en dormant.,Può parlare anche mentre dorme.,Lijkt op een tapir. Kan zelfs\nslapend een gesprek houden.,Uyurken bile\nsohbet etmeyi sürdürebilir.
GodInfo_God131,94,Isst Albträume einfach auf! Und\nmanchmal auch normale Träume.,Can eat peoples' nightmares.\nSometimes eats their old\ndreams too...by mistake.,"Se alimenta de pesadillas, pero\na veces se zampa algún que otro\nsueño divertido.",Mange les cauchemars des gens. Avale\nparfois leurs rêves sans faire exprès.,"Divora gli incubi altrui ma,\na volte, anche i loro sogni.",Kan nachtmerries eten. Eet soms\nook per ongeluk oude dromen.,İnsanların kâbuslarını yiyebilir.\nBazen eski\nrüyalarını da... yanlışlıkla yer.
GodInfo_God133,95,"Ein Plasma-Geist. Legt die Brille\nnur ab, wenn er sich sicher fühlt.",Smoothly slides its sunglasses\ndown when feeling confident.,"Cuando se siente seguro, mira\npor encima de las gafas de sol.",A pris la forme d'un plasma. Baisse ses\nlunettes quand il est sûr de lui-même.,Abbassa gli occhiali da sole\nquando si sente sicuro.,Lijkt op een plasmabal. Gebruikt\nde zonnebril om cool te doen.,Kendine güvenince\ngüneş gözlüğünü havalıca aşağı indirir.
GodInfo_God134,96,"Ein geborener Musiker,\nder gerne mit Konkan jammt.",Has a musician's disposition\nand sometimes has jam\nsessions with Konkan.,Tiene alma de músico y de vez\nen cuando se pone a improvisar\ncon Konkan.,Est doué en musique. Fait parfois\nde l'impro avec Konkan.,Ha talento come musicista e\nogni tanto suona con Konkan.,Heeft het hart van een muzikant.\nJamt soms met Konkan.,Bir müzisyen mizacına sahiptir\nve bazen Konkan'la\ndoğaçlama seansları yapar.
GodInfo_God136,97,Erinnert an einen Löwenzahn.\nSeine Blüte riecht wie die Sonne.,Its petals smell like the sun.,Sus pétalos huelen a sol.,A pris la forme d'un pissenlit.\nSes pétales sentent le soleil.,I suoi petali hanno il profumo\ndel sole.,Lijkt op een paardenbloem. De\nbloembladen geuren als de zon.,Yaprakçıkları güneş gibi kokar.
GodInfo_God137,98,"Legt sich jeden Frühling eine\nrunde, weiche, weiße Frisur zu.","When spring passes,\nits petals get fuzzy\nand make a funky shape...","Cuando acaba la primavera,\nlos pétalos adquieren una\nforma muy divertida.","Après le printemps, ses pétales\nébouriffés lui donnent une forme funky.","A fine primavera, i suoi petali\ndiventano lanuginosi e bizzarri.",Na de lente worden de bloemblaadjes\npluizig en vormen een gekke vorm.,"Bahar geçince,\nyaprakçıkları tüylüleşir\nve tuhaf bir şekil alır..."
GodInfo_God139,99,"Ein kleines Feengeistchen, das\ngern niedliche Streiche spielt.",Its mischievous side\nis quite charming.,Tiene un lado travieso\nque cautiva.,"A pris la forme d'une fée. Malicieux,\nespiègle et absolument charmant.",Il suo carattere birichino\nè affascinate.,Lijkt op een fee. Is ondeugend\nop een charmante manier.,Yaramaz tarafı\noldukça sevimlidir.
GodInfo_God140,100,Versteckt gern Bakuzos Kissen\nund Dollkans Aufziehschlüssel.,Enjoys winding Dollkan's\nkey backward and hiding\nBakuzo's pillow.,Le encanta quitarle cuerda\na Dollkan y esconderle\nla almohada a Bakuzo.,Aime tourner la clé de Dollkan\nà l'envers et cacher l'oreiller de\nBakuzo.,Ama girare al contrario la chiave di\nDollkan e rubare il cuscino di Bakuzo.,Draait Dollkans sleutel de foute kant op\nen verstopt Bakuzo's kussen als spel.,Dollkan'ın anahtarını tersine kurmaya\nve Bakuzo'nun yastığını\nsaklamaya bayılır.
GodInfo_God142,101,"Ein Krokodilgeist, der beim\nEinatmen alles einsaugt.",Creates a vacuum when\nit takes a breath.,Es capaz de aspirar por la boca\ncon mucha potencia.,A pris la forme d'un alligator. Peut créer\nun appel d'air en ouvrant la bouche.,Può creare il vuoto quando\ninspira.,Lijkt op een alligator. Creëert een\nvacuüm als hij door de bek inademt.,Nefes aldığında\nbir vakum oluşturur.
GodInfo_God145,102,"Ein Krähengeist. Etwas zu scheu,\num seine Schläue auszunutzen.","Quite crafty, but lacks the\ncourage to put it to use.","Tiene unas ideas geniales,\npero nunca las lleva a la práctica.",A pris la forme d'un corbeau. N'a pas le\ncourage de réaliser ses mauvaises idées.,È capace ma non sa farsi valere.,"Lijkt op een raaf. Is sluw, maar durft\ndaar geen gebruik van te maken.","Oldukça kurnazdır,\nama bunu kullanacak cesareti yoktur."
GodInfo_God146,103,"Singt abends Liebeslieder, die\njedes Herz schmelzen lassen.","When its close to nightfall,\nit wants to sing love songs\nso passionate they burn.","Al caer la noche, se pone\na cantar baladas como\nun poseso.","Quand la nuit tombe, veut chanter des\nchansons d'amour passionnées.",Al calar della notte ha voglia di\ncantare ardenti canzoni d'amore.,Wil liefdesliedjes zingen als de nacht\nvalt met zoveel passie dat ze branden.,"Gece yaklaşınca,\nateş gibi tutkulu aşk şarkıları\nsöylemek ister."
GodInfo_God148,104,"Ein Unterweltsgeist, dem Mumien-\nbinden besondere Kraft verleihen.","If it's bandaged up,\nit's unstoppable.",Cuando se venda el cuerpo\nno hay quien lo pare.,"A pris la forme du dieu des enfers.\nUne fois bandé, il est imbattable.",Quando è tutto bendato è\ninarrestabile.,Lijkt op de god van de onderwereld.\nMet verband om onverslaanbaar.,"Bandajlanınca,\ndurdurulamaz olur."
