Key,ReferenceIndex,Label,EU_Dutch,EU_English,EU_French,EU_German,EU_Italian,EU_Spanish,US_English,US_French,US_Spanish,TR_Patch
Wmt_Common_message_if_level_SSSS2,165,Wmt_Common_message_if_level_SSSS2,Dat was je vierde poging.,That was your 4th attempt at this level.,C'était la quatrième fois.,Das war das 4. Mal!,È stato il tuo quarto tentativo...,"Este ha sido tu cuarto intento
en este nivel.",This was your fourth attempt at this level.,C'était la quatrième fois.,"Este ha sido tu cuarto intento
en este nivel.","Bu, bu seviyedeki 4. denemenizdi."
Wmt_Common_message_if_level_SSSS3,166,Wmt_Common_message_if_level_SSSS3,Doe je best om geconcentreerd te blijven.,Try hard and keep your focus.,"Continuez sans laisser retomber
votre concentration.",Jetzt nicht nachlassen!,Non scoraggiarti e continua!,"Esfuérzate al máximo
y mantén la concentración.",Try hard and keep your focus.,"Continuez sans perdre
votre concentration.","Esfuérzate al máximo
y mantén la concentración.",Sıkı çalışın ve odağınızı koruyun.
Wmt_Common_message_if_level_SSSUa1,167,Wmt_Common_message_if_level_SSSUa1,Je bent een tijdje op dit niveau gebleven...,After staying still for some time...,Après une longue période au même niveau...,"Nachdem Sie so lange
diese Stufe gehalten haben,","Dopo aver passato un po' di tempo nello
stesso livello,","Después de mucho tiempo estable,","After staying steady for some time,",Après une longue période au même niveau...,"Después de mucho tiempo estable,",Bir süre aynı seviyede kaldıktan sonra...
Wmt_Common_message_if_level_SSSUa2,168,Wmt_Common_message_if_level_SSSUa2,maar nu ga je weer een niveau omhoog!,You're finally going up a level!,vous avez enfin atteint le niveau supérieur !,konnten Sie sie endlich erhöhen!,"finalmente eccoti a un livello più alto,
quando meno te l'aspetti!",¡por fin subes de nivel!,you're finally going up a level!,vous avez enfin atteint le niveau supérieur!,¡por fin subes de nivel!,Sonunda bir seviye yükseliyorsunuz!
Wmt_Common_message_if_level_SSSUa3,169,Wmt_Common_message_if_level_SSSUa3,Kom op! We gaan ervoor!,Show me your fighting spirit!,Donnez tout ce que vous avez !,Und jetzt noch einmal mit Schwung!,Forza e coraggio!,¡Haz el favor de concentrarte!,Keep up the good work!,Donnez tout ce que vous avez!,¡Intenta concentrarte!,Savaşçı ruhunuzu gösterin!
Wmt_Common_message_if_level_SSSUb1,170,Wmt_Common_message_if_level_SSSUb1,"Goed gedaan!
Je hebt een hoger niveau bereikt!","Well done! You've managed to take it up
a level.",Vous avez enfin franchi ce niveau !,"Toll! Sie haben es auf die
nächste Stufe geschafft!","Hai finalmente superato
questo livello!","¡Buen trabajo!
¡Has logrado subir de nivel!","Well done! You've managed to take
it up a level.",Vous avez enfin franchi ce niveau!,"¡Buen trabajo!
¡Has logrado subir de nivel!","Aferin! Bir seviye yükseltmeyi
başardınız."
Wmt_Common_message_if_level_SSSUb2,171,Wmt_Common_message_if_level_SSSUb2,"De volgende oefening wordt
een beetje lastiger.",The next stage is a little trickier.,Le prochain sera plus dur encore.,Die nächste Übung wird schwieriger.,Adesso sarà più difficile!,El siguiente nivel es un poco más difícil.,The next level's a bit trickier.,Le prochain sera plus dur encore.,El siguiente nivel es un poco más difícil.,Bir sonraki aşama biraz daha zor.
Wmt_Common_message_if_level_SSSUb3,172,Wmt_Common_message_if_level_SSSUb3,Ik hoop dat je er klaar voor bent.,I hope you're ready for it.,Préparez-vous !,Machen Sie sich bereit...,Mi raccomando: determinazione!,Espero que estés a la altura.,I hope you're ready for it.,Préparez-vous!,Espero que estés a la altura.,Umarım hazırsınızdır.
Wmt_Common_message_if_level_SSSDa1,173,Wmt_Common_message_if_level_SSSDa1,Je verloor even je concentratie.,You lost your focus a little there.,C'était un petit faux pas.,"Dieses Mal lief es nicht so gut, oder?",Questa volta hai fatto un po' di errori!,"Vaya, te has desconcentrado un poco.",You lost your focus a little there.,C'était un petit faux pas.,"Vaya, te has desconcentrado un poco.",Biraz odağınızı kaybettiniz.
Wmt_Common_message_if_level_SSSDa2,174,Wmt_Common_message_if_level_SSSDa2,"We gaan naar een eenvoudiger niveau.
Misschien kom je dan weer op dreef.","Let's try an easier level. Maybe that will help
you get back into your stride.","Retournons à un niveau plus facile pour
que vous puissiez vous reprendre.","Erholen Sie sich doch etwas
auf einer niedrigeren Stufe.","Proviamo a riprendere il ritmo con
un livello più semplice.","Probemos entonces un nivel más fácil.
Puede que así vuelvas a coger el ritmo.","Let's try an easier level so you
can find your stride.","Retournons à un niveau plus facile pour
que vous puissiez vous reprendre.","Probemos entonces un nivel más fácil.
Puede que así recuperes el ritmo.","Daha kolay bir seviye deneyelim. Belki bu,
yeniden toparlanmanıza yardımcı olur."
Wmt_Common_message_if_level_SSSDb1,175,Wmt_Common_message_if_level_SSSDb1,"Je hebt lang op hetzelfde niveau
getraind...","You were doing so well to stay at the same
level for so long!","Vous avez tenu bon au même
niveau pendant un moment...","Sie haben die ganze
Zeit die Stufe gehalten,","Hai continuato a lungo nello stesso livello,","Llevabas tanto tiempo entrenando duro
en el mismo nivel,","You were doing so well to stay
at the same level for so long!","Vous avez tenu bon au même
niveau pendant un moment...","Llevabas tanto tiempo entrenando duro
en el mismo nivel","Bu kadar uzun süre
aynı seviyede kalmayı iyi başarmıştınız!"
Wmt_Common_message_if_level_SSSDb2,176,Wmt_Common_message_if_level_SSSDb2,"maar het is deze keer helaas niet zo
goed gegaan.","However, it seemed to trip you up this time
round.","mais là, vous avez eu une petite faiblesse.","aber dieses Mal hat es
nicht so gut geklappt...",ma questa volta hai fatto troppi errori.,que aquí te has atascado un poco.,But it seemed to trip you up this time around.,"mais là, vous avez eu une petite faiblesse.",que aquí te has parado un poco.,"Ama bu turda
sizi epey zorladı."
Wmt_Common_message_if_level_SSSDb3,177,Wmt_Common_message_if_level_SSSDb3,"We maken het even iets eenvoudiger, zodat
je je concentratie niet verliest.","Let's make it a bit easier, so you don't lose
your concentration.","Pour éviter de vous faire perdre votre
concentration, diminuons la difficulté.","Machen wir es etwas einfacher, damit
Sie sich besser konzentrieren können.","Non perdere la concentrazione e
passiamo a un livello un po' più semplice.","Mejor vamos a por algo un poco más sencillo,
no quiero que pierdas la concentración.","Let's make it a bit easier
so you don't lose focus.","Pour éviter de vous faire perdre votre
concentration, diminuons la difficulté.","Será mejor que hagamos algo un poco más
sencillo para que no pierdas la concentración.","Odaklanmanızı kaybetmemeniz için
biraz kolaylaştıralım."
Wmt_Common_message_if_level_DDa1,178,Wmt_Common_message_if_level_DDa1,Gaat het even niet zo goed?,You seem to be having a hard time.,C'est une suite de mauvais résultats.,"Sie scheinen immer noch
Schwierigkeiten zu haben...","Mi sembra che sia un po'
troppo dura per te...","Por lo que he podido ver,
te está costando un poco.",You seem to be having a hard time.,C'est une suite de mauvais résultats.,"Por lo que he podido ver,
te está costando un poco.",Görünüşe göre zorlanıyorsunuz.
Wmt_Common_message_if_level_DDa2,179,Wmt_Common_message_if_level_DDa2,We gaan een lager niveau proberen.,Let's try bringing it down another level.,Redescendons encore d'un niveau.,"Machen wir es also
noch ein wenig einfacher.",proviamo con un livello inferiore.,Igual es mejor que bajemos otro nivel.,Let's try bringing it down another level.,Redescendons encore d'un niveau.,Quizá sea mejor que bajemos otro nivel.,Bir seviye daha aşağı çekmeyi deneyelim.
Wmt_Common_message_if_level_DDa3,180,Wmt_Common_message_if_level_DDa3,Je kunt het beter even rustig aan doen.,"It's best to take it a bit easier in these
situations.","Dans un moment comme celui-là,
il faut savoir garder son calme.",Versuchen Sie es dieses Mal ganz ruhig.,Questa volta calma e sangue freddo.,"En estos casos es mejor afrontar
un nivel más asequible.","It's best to take it a bit easier
in these situations.","Dans un moment comme celui-là,
il faut savoir garder son calme.","En estos casos es mejor afrontar
un nivel más asequible.","Bu durumlarda biraz daha sakin ilerlemek
en iyisi."
Wmt_Common_message_if_level_DDb1,181,Wmt_Common_message_if_level_DDb1,Het lijkt niet zo goed te gaan...,You don't seem to be in good form.,"Vous n'êtes pas très en forme, on dirait.",Sie tun sich wohl etwas schwer...,"Oggi sembra che tu non riesca
a dare il meglio,","¡No te ofendas, pero no te veo en plena forma!","Perhaps you're not in top form today,","Vous n'êtes pas très en forme, on dirait.","¡No te ofendas, pero no te veo en plena forma!",Pek formda görünmüyorsunuz.
Wmt_Common_message_if_level_DDb2,182,Wmt_Common_message_if_level_DDb2,maar zit er niet te veel over in!,But don't lose heart!,Mais ne vous découragez pas.,Aber geben Sie deshalb nicht auf.,ma non ti scoraggiare!,"¡Aun así, no hay por qué desanimarse!",but don't lose heart!,"Mais, ne vous découragez pas.","¡Aun así, no hay por qué desanimarse!",Ama moralinizi bozmayın!
Wmt_Common_message_if_level_DDb3,183,Wmt_Common_message_if_level_DDb3,Blijf je uiterste best doen!,Give it your very best at all times!,"Essayez de toujours donner
tout ce que vous pouvez.","Versuchen Sie einfach,
Ihr Bestes zu geben!","Cerca sempre di impegnarti
al massimo!","Tienes que mantener la concentración
en todo momento.",Always give it your best!,"Essayez de toujours donner
tout ce que vous pouvez.","Tienes que mantener la concentración
en todo momento.","Her zaman elinizden gelenin en
iyisini yapın!"
Wmt_Common_message_if_level_DDc1,184,Wmt_Common_message_if_level_DDc1,Je lijkt niet goed op dreef te komen.,"You don't seem to be able to get into the
swing of things.","Ce n'est pas la grande forme, aujourd'hui...","Im Moment scheint es einfach
nicht recht zu klappen...","Sembra proprio che tu non riesca
a tornare in forma...","Tengo la impresión de que
aún no le has cogido el tranquillo.",You don't seem in the swing of things today.,"Ce n'est pas la grande forme, aujourd'hui...","Tengo la impresión de que aún
no te has acostumbrado a esto.","Görünüşe göre bir türlü
ritme giremiyorsunuz."
Wmt_Common_message_if_level_DDc2,185,Wmt_Common_message_if_level_DDc2,"Neem even pauze en haal een
paar keer diep adem.","Maybe you should pause and take a few deep
breaths.",Respirez profondément...,Atmen Sie einmal tief durch...,Fa' un bel respiro profondo,¿Por qué no paras y respiras hondo?,"Maybe you should pause and take
a few deep breaths.",Respirez profondément...,¿Por qué no paras y respiras hondo?,"Belki durup birkaç kez derin
nefes almalısınız."
Wmt_Common_message_if_level_DDc3,186,Wmt_Common_message_if_level_DDc3,Blijf rustig.,Just calm yourself a little.,et reprenez votre calme.,"Und versuchen Sie, ganz ruhig zu sein.",e cerca di calmarti.,Intenta relajarte un poco.,Just relax and find your focus.,et reprenez votre calme.,Intenta relajarte un poco.,Biraz sakinleşin.
Wmt_Common_message_if_level_DDDa1,187,Wmt_Common_message_if_level_DDDa1,Dat viel vast tegen.,That was another disappointing result.,Encore un mauvais résultat.,Das war jetzt kein ganz so gutes Ergebnis.,Ancora un brutto risultato.,"El resultado ha vuelto a ser
un poco decepcionante.","Maybe that wasn't the best result,",Encore un mauvais résultat.,"El resultado ha vuelto a ser
un poco decepcionante.",Yine hayal kırıklığı yaratan bir sonuç.
Wmt_Common_message_if_level_DDDa2,188,Wmt_Common_message_if_level_DDDa2,"Maak je geen zorgen. 
We hebben allemaal wel eens een slechte dag.",Don't worry. We all have bad days.,Il y a des jours comme ça.,"Nun, es gibt auch solche Tage.","Che ci vuoi fare? Ogni
tanto capitano giorni così.","No te preocupes,
un mal día lo tiene cualquiera.",but don't worry—we all have off days.,Il y a des jours comme ça.,"No te preocupes,
un mal día lo tiene cualquiera.",Endişelenmeyin. Hepimizin kötü günleri olur.
Wmt_Common_message_if_level_DDDa3,189,Wmt_Common_message_if_level_DDDa3,"Vergeet de fouten die je hebt gemaakt
en probeer het opnieuw!","Forget about any past mistakes, and try
afresh!","Essayez de vous ressaisir.
Courage !","Versuchen Sie einfach, es beim
nächsten Mal besser zu machen.","Cerca di impegnarti e non
farti scoraggiare!","¡Olvídate de los errores que has cometido
y vuelve al principio!",Forget your past results and start fresh!,"Essayez de vous ressaisir.
Courage!","¡Olvídate de los errores que has cometido
y vuelve al principio!","Geçmiş hataları unutun ve
yeniden deneyin!"
Wmt_Common_message_if_level_DDDb1,190,Wmt_Common_message_if_level_DDDb1,Je lijkt vandaag geen goede dag te hebben.,"Today's not your day, is it?","On dirait qu'aujourd'hui, vous n'êtes
pas dans votre assiette !","Es sieht so aus, als hätten
Sie heute Schwierigkeiten.","Oggi sembra proprio che tu non riesca
a dare il meglio!","Hoy no te están saliendo las cosas
demasiado bien, me temo.","Maybe today's not your day,","On dirait qu'aujourd'hui, vous n'êtes
pas dans votre assiette!","Me temo que hoy no te están saliendo
las cosas demasiado bien.","Bugün pek gününüzde değilsiniz, değil mi?"
Wmt_Common_message_if_level_DDDb2,191,Wmt_Common_message_if_level_DDDb2,"Iedereen heeft wel eens een slechte dag.
Laat je er niet door ontmoedigen.","We all have off-days. Don't let it put you off
Devilish Training.","Les jours où l'entraînement infernal vous
semble trop dur, ne vous forcez pas.","Wenn Ihnen das Training an einem Tag zu
schwer fällt, zwingen Sie sich nicht dazu.","Se è una giornata pesante, non è il caso
di sforzarti con l'Allenamento infernale.","Todos tenemos días malos, pero no dejes
de hacer los ejercicios de Práctica infernal.",but we all have off days—don't let it stop you.,"Les jours où l'entraînement infernal vous
semble trop dur, ne vous forcez pas.","Todos tenemos días malos, pero no dejes
de hacer los ejercicios de Práctica infernal.","Herkesin kötü günleri olur. Bunun Şeytani
Antrenman'dan soğutmasına izin vermeyin."
Wmt_Common_message_if_level_DDDb3,192,Wmt_Common_message_if_level_DDDb3,Je kunt stoppen door op START te drukken...,You can end an exercise by pressing START.,"Vous pouvez arrêter en appuyant
sur le bouton START.","Sie können das Training abbrechen,
indem Sie START drücken.","Puoi interrompere premendo
START.","Para salir del ejercicio, pulsa START.",You can end an exercise by pressing START.,"Vous pouvez arrêter en appuyant
sur le bouton START.","Para salir del ejercicio, oprime
el botón START.","BAŞLAT tuşuna basarak bir alıştırmayı
bitirebilirsiniz."
Wmt_Common_message_if_level_DDDb4,193,Wmt_Common_message_if_level_DDDb4,maar je voortgang wordt dan niet opgeslagen.,"But be aware that your progress won't be
saved.","Mais attention, vos résultats
ne seront pas sauvegardés.","Aber Vorsicht - Ihre Ergebnisse
werden dann nicht gespeichert.","Ma fa' attenzione, perché non resterà
traccia dei risultati.","Pero ten en cuenta que, al hacerlo,
no se guardará tu progreso.","But be aware, your progress won't be saved.","Mais attention, vos résultats
ne seront pas sauvegardés.","Pero ten en cuenta que, al hacerlo,
no se guardará tu progreso.","Ama ilerlemenizin kaydedilmeyeceğini
unutmayın."
Wmt_Common_message_if_level_DDDc1,194,Wmt_Common_message_if_level_DDDc1,"Soms zijn er dagen waarop een eerder
behaald niveau onbereikbaar lijkt.","Some days you'll struggle with levels
you were previously able to do.","Parfois, on n'arrive pas à passer un niveau
qui ne posait aucun problème la veille.","An manchen Tagen schaffen Sie
Ihre vorherige Stufe einfach nicht.","Capitano giorni in cui ti blocchi su un livello
che avevi già superato.","Habrá días en los que se te resista
un nivel que antes sí podías superar.","Some days you'll struggle on levels
you did great at before,","Parfois, on n'arrive pas à passer un niveau
qui ne posait aucun problème la veille.","Habrá días en los que se te resista
un nivel que antes sí podías superar.","Bazı günler, daha önce yapabildiğiniz
seviyelerde bile zorlanabilirsiniz."
Wmt_Common_message_if_level_DDDc2,195,Wmt_Common_message_if_level_DDDc2,Dat is helemaal niet erg!,Not to worry.,Ce n'est pas grave.,Aber das macht gar nichts!,Non c'è da preoccuparsi!,"No te apures, ¿vale?",but don't worry about it.,Ce n'est pas grave.,"No te preocupes, ¿de acuerdo?",Dert etmeyin.
Wmt_Common_message_if_level_DDDc3,196,Wmt_Common_message_if_level_DDDc3,Het belangrijkste is dat je je best doet.,Just give it your all and everything will be fine.,"L'important, c'est de se donner à fond.","Solange Sie nur immer Ihr Bestes
geben, ist alles in Ordnung.","L'importante è metterci il massimo
impegno!","Intenta poner toda la carne en el asador
y las cosas te saldrán bien.",Just stay focused and give it your all.,"L'important, c'est de se donner à fond.","Intenta poner toda la carne en el asador
y verás como todo sale bien.","Elinizden gelenin en iyisini yapın, her şey yoluna
girer."
Wmt_Common_message_if_level_DUa1,197,Wmt_Common_message_if_level_DUa1,"Dat was eenvoudig, toch?","That was easy, eh?",C'était un jeu d'enfant !,"Dieses Mal haben Sie
es ganz leicht geschafft!",Questa è stata una facile vittoria!,"Ha sido fácil, ¿no?","That was easy, huh?",C'était un jeu d'enfant!,"Ha sido fácil, ¿no?","Kolaydı, değil mi?"
Wmt_Common_message_if_level_DUa2,198,Wmt_Common_message_if_level_DUa2,"Het is tijd om een moeilijker niveau
te proberen.",Time to try a more difficult level!,"Vous allez maintenant vous frotter
à un niveau plus difficile !",Stellen Sie sich der nächsten Stufe!,"La prossima sfida sarà a un
livello più difficile!","¡Pues es momento de encarar
un nivel más complicado!",Time to try a more difficult level!,"Vous allez maintenant essayer
un niveau plus difficile!","¡Pues es momento de afrontar
un nivel más complicado!",Daha zor bir seviyeyi deneme zamanı!
Wmt_Common_message_if_level_DUb1,199,Wmt_Common_message_if_level_DUb1,Goed! We gaan een niveau omhoog!,Right! Time to move up a level!,"Bien, passons au niveau supérieur !","Sehr gut, Sie haben es zur
nächsten Stufe geschafft!","Forza, livello più alto!","¡Muy bien!
Es hora de subir de nivel.",All right! Let's move up a level.,"Bien, passons au niveau supérieur!","¡Muy bien!
Es hora de subir de nivel.",Harika! Bir seviye yükselme zamanı!
Wmt_Common_message_if_level_DUb2,200,Wmt_Common_message_if_level_DUb2,We gaan het weer wat moeilijker maken.,Time to heat things up once again!,Le prochain niveau sera encore plus dur !,Jetzt wird es noch schwieriger...,Ora si fa di nuovo più difficile!,"Vamos a darle otra vuelta de tuerca
al ejercicio.",Time to heat things up once again!,Le prochain niveau sera encore plus dur!,"Vamos a darle otra vuelta de tuerca
al ejercicio.",İşi yeniden kızıştırma zamanı!
Wmt_Common_message_if_level_DUc1,201,Wmt_Common_message_if_level_DUc1,Dit niveau was geen enkel probleem voor jou!,That level was no problem for you at all!,Ce niveau ne vous a posé aucun problème !,"Diese Stufe macht
Ihnen ja gar nichts aus!",Questo livello è stato una passeggiata!,"¡Este nivel no te ha planteado
la más mínima dificultad!",That level was no problem for you!,Ce niveau ne vous a posé aucun problème!,"¡Este nivel no te ha planteado
la más mínima dificultad!",Bu seviye sizin için hiç sorun olmadı!
Wmt_Common_message_if_level_DUc2,202,Wmt_Common_message_if_level_DUc2,"Het is tijd om te kijken hoe je op een hoger
niveau presteert.",Let's see how you fare one level higher!,Augmentons encore la difficulté !,"Eine neue Stufe,
eine neue Herausforderung!","Proviamo un livello un po' più alto, allora!","Es hora de volver a subir de nivel,
a ver qué tal te desenvuelves.",Let's see how you fare one level higher!,Augmentons encore la difficulté!,"Es hora de volver a subir de nivel,
a ver qué tal te desenvuelves.",Bir seviye yukarıda nasıl olacağını görelim!
Wmt_Common_message_if_level_UDa1,203,Wmt_Common_message_if_level_UDa1,"Je leek er deze keer wat meer moeite
mee te hebben.","It seems to have been a bit tricky for you this
time.","C'était un peu trop dur, cette fois.","Dieses Mal war es etwas
zu schwierig, finden Sie nicht?","Questa volta è stato
difficile, eh?","Esta vez parece que te ha costado
un poco más.",Seems it was a bit tricky for you this time.,"C'était un peu trop dur, cette fois.","Esta vez parece que te ha costado
un poco más.","Bu sefer sizin için
biraz zorlayıcı olmuş gibi."
Wmt_Common_message_if_level_UDa2,204,Wmt_Common_message_if_level_UDa2,"Laten we het opnieuw proberen op
een eenvoudiger niveau.",Let's start afresh with an easier level.,Recommençons à un niveau un peu plus facile.,"Versuchen Sie es noch einmal
auf einer niedrigeren Stufe.","Proviamo con un livello un
po' più semplice.","Lo mejor va a ser volver a afrontar
un nivel más sencillo.",Let's start fresh with an easier level.,Recommençons à un niveau un peu plus facile.,"Lo mejor será volver a afrontar
un nivel más sencillo.",Daha kolay bir seviyeden yeniden başlayalım.
Wmt_Common_message_if_level_UDb1,205,Wmt_Common_message_if_level_UDb1,We gaan een niveau omlaag.,Let's go down another level.,Redescendons d'un niveau.,Gehen wir noch eine Stufe zurück.,Torniamo indietro di un livello!,Vamos a bajar de nivel.,Let's go down another level.,Redescendons d'un niveau.,Vamos a bajar de nivel.,Bir seviye daha düşelim.
Wmt_Common_message_if_level_UDb2,206,Wmt_Common_message_if_level_UDb2,"Je blijft schommelen tussen hogere en lagere
niveaus.","Up a level, down a level. Up a level, down
a level...","Monter et descendre de
niveau continuellement...","Wenn die Stufe mal steigt und mal sinkt,","Continui a scendere e salire di livello,","Subes y bajas de nivel
con mucha frecuencia.","Up a level, down a level.
Up a level, down a level.","Monter et descendre de
niveau continuellement...","Subes y bajas de nivel
con mucha frecuencia.","Bir seviye yukarı, bir seviye aşağı. Bir
seviye yukarı, bir seviye aşağı..."
Wmt_Common_message_if_level_UDb3,207,Wmt_Common_message_if_level_UDb3,Dat is een goede stimulatie voor je hersenen!,It's great stimulation for your brain!,est une bonne stimulation pour votre cerveau.,wird dadurch das Gehirn stimuliert.,"per il cervello, è un esercizio molto stimolante!",¡Es un estímulo perfecto para el cerebro!,It's great stimulation for your brain!,est une bonne stimulation pour votre cerveau.,¡Es un estímulo perfecto para el cerebro!,Beyniniz için harika bir uyarıcı!
Wmt_Common_message_if_level_UDc1,208,Wmt_Common_message_if_level_UDc1,Je lijkt wat moeite te hebben met dit niveau.,It seems this level is a little difficult for you.,"On dirait que ce niveau
était un peu trop difficile.",Diese Stufe war wohl noch etwas zu viel.,Sembra che questo livello sia stato difficile!,"Tengo la impresión de que
este nivel te cuesta un poco.",Seems like this level is a bit difficult for you.,"On dirait que ce niveau
était un peu trop difficile.","Tengo la impresión de que
este nivel te cuesta un poco.",Bu seviye size biraz zor geliyor gibi.
Wmt_Common_message_if_level_UDc2,209,Wmt_Common_message_if_level_UDc2,"We gaan op een lager niveau verder met
de training.",Let's go back to an easier level.,Exerçons-nous à un niveau un peu plus facile.,"Trainieren Sie auf einer
niedrigeren Stufe weiter.",Prova ancora con un livello più semplice!,"Creo que deberías afrontar
un nivel más sencillo.",Let's go back to an easier level.,Exerçons-nous à un niveau un peu plus facile.,"Creo que deberías afrontar
un nivel más sencillo.",Daha kolay bir seviyeye dönelim.
Wmt_Common_message_if_level_DUDa1,210,Wmt_Common_message_if_level_DUDa1,Dit niveau blijft moeilijk.,This level is still quite difficult.,Ce niveau est encore un peu dur pour vous.,"Diese Stufe scheint noch
zu schwierig für Sie zu sein.",Sembra che anche questo livello sia difficile.,Este nivel sigue siendo complicado para ti.,"This level is certainly tough,",Ce niveau est encore un peu dur pour vous.,Este nivel sigue siendo complicado para ti.,Bu seviye hâlâ oldukça zor.
Wmt_Common_message_if_level_DUDa2,211,Wmt_Common_message_if_level_DUDa2,"Maar als je je blijft concentreren en niet
opgeeft...",But if you keep your focus and persevere,Mais si vous maintenez votre concentration...,"Doch wenn Sie sich weiterhin konzentrieren,","Ma se continui a concentrarti,","Pero si mantienes la concentración
y la constancia,","but if you stay focused,","Mais, si vous maintenez votre concentration...","Pero si mantienes la concentración
y la constancia,",Ama odağınızı korur ve vazgeçmezseniz
Wmt_Common_message_if_level_DUDa3,212,Wmt_Common_message_if_level_DUDa3,gaat het je zeker lukken!,you can definitely succeed!,je suis sûr que vous pourrez le franchir.,"werden Sie auch die ganz
sicher bewältigen können!",sicuramente riuscirai a superarlo!,¡no dudes de que lo superarás!,I know you can succeed!,je suis sûr que vous pourrez le franchir.,¡no tengo duda de que lo superarás!,kesinlikle başarabilirsiniz!
Wmt_Common_message_if_level_DUDb1,213,Wmt_Common_message_if_level_DUDb1,Tijd om het weer fris opnieuw te proberen.,Time to make another fresh start.,Il va encore falloir recommencer.,Noch eine Stufe zurück...,Si riparte da capo!,"Es hora de volver a empezar
desde el principio.",Time for another fresh start.,Il va encore falloir recommencer.,"Es hora de volver a empezar
desde el principio.",Yeni bir başlangıç yapma zamanı.
Wmt_Common_message_if_level_DUDb2,214,Wmt_Common_message_if_level_DUDb2,"Geef het niet op.
Blijf het proberen en proberen!","If at first you don't succeed, try, try again!","Ne vous découragez pas et recommencez
tant qu'il faudra !","Aber geben Sie nicht auf und stellen Sie
sich jedes Mal wieder der Herausforderung!",Non ti abbattere e riprova tante volte!,"¡No tires la toalla!
¡Sigue intentándolo!","If at first you don't succeed—try, try again!","Ne vous découragez pas et recommencez
tant qu'il faudra!","¡No tires la toalla!
¡Sigue intentándolo!","İlk seferde olmazsa, bir daha deneyin!"
Wmt_Common_message_if_level_DUDc1,215,Wmt_Common_message_if_level_DUDc1,Je blijft tussen niveaus schommelen.,"Still experiencing some ups and downs, eh?","Les montées et baisses de
niveau se succèdent.",Ihre Stufe steigt und sinkt.,Continui a salire e scendere di livello.,¡Sigues subiendo y bajando de nivel!,"Still experiencing some ups and downs, eh?","Les montées et baisses de
niveau se succèdent.",¡Sigues subiendo y bajando de nivel!,"Hâlâ iniş çıkışlar yaşıyorsunuz, ha?"
Wmt_Common_message_if_level_DUDc2,216,Wmt_Common_message_if_level_DUDc2,"Maak je niet druk als je naar een lager
niveau gaat.",Don't panic if you end up going down a level.,"Mais même si le niveau baisse,
ne vous en faites pas.","Ärgern Sie sich nicht,
wenn sie einmal sinkt.",Non preoccuparti se il tuo livello scende.,No te obsesiones si bajas de nivel.,Don't stress if you end up going down a level.,"Mais, même si le niveau baisse,
ne vous en faites pas.",No te preocupes si bajas de nivel.,Seviye düşerseniz panik yapmayın.
Wmt_Common_message_if_level_DUDd1,217,Wmt_Common_message_if_level_DUDd1,Het is prima als je tussen niveaus schommelt.,Fluctuating between levels is fine.,On dirait que votre niveau idéal...,"Zwischen 2 Stufen zu
schwanken, ist völlig in Ordnung.",Il tuo livello attuale sembra essere,Solo significa que entre estos dos niveles,Fluctuating between levels is fine.,On dirait que votre niveau idéal...,Solo significa que entre estos dos niveles,"Seviyeler arasında gidip gelmeniz sorun
değil."
Wmt_Common_message_if_level_DUDd2,218,Wmt_Common_message_if_level_DUDd2,"Dit betekent alleen dat ergens tussen deze
twee niveaus...","It just means that somewhere in between
those two levels",se trouve entre ces deux niveaux.,"Es bedeutet lediglich,
dass Ihre ideale Stufe",proprio a metà tra due.,está tu nivel ideal.,"It just means that somewhere in between
those two levels",se trouve entre ces deux niveaux.,está tu nivel ideal.,"Bu sadece, o iki seviye arasında bir yerde"
Wmt_Common_message_if_level_DUDd3,219,Wmt_Common_message_if_level_DUDd3,je ideale niveau ligt.,lies your ideal level.,"Continuons de monter et
descendre de niveau.",zwischen diesen beiden Stufen liegt.,Continuiamo questo sali e scendi tra i livelli!,"No pasa nada por que tu nivel
suba y baje así.",lies your ideal level.,"Continuons de monter et
descendre de niveau.","No pasa nada por que tu nivel
suba y baje así.",ideal seviyenizin olduğuna işaret eder.
Wmt_Common_message_if_level_UDUa1,220,Wmt_Common_message_if_level_UDUa1,Deze keer ga je een niveau omhoog!,This time you go up a level!,On va passer au niveau supérieur !,Dieses Mal hat sich Ihre Stufe erhöht!,"Questa volta, livello più alto!",¡Te toca subir de nivel!,This time you go up a level!,On va passer au niveau supérieur!,¡Te toca subir de nivel!,Bu sefer bir seviye yükseliyorsunuz!
Wmt_Common_message_if_level_UDUa2,221,Wmt_Common_message_if_level_UDUa2,Laten we het wat moeilijker maken!,Let's make things more difficult!,"Attention, la difficulté augmente !",Machen wir es etwas schwieriger!,Confrontati con qualcosa di più difficile!,"¡Me apetece ponerte las cosas
un poco más difíciles!",Let's make things more difficult!,"Attention, la difficulté augmente!","¡Es hora de ponerte las cosas
un poco más difíciles!",Hadi biraz daha zorlaştıralım!
Wmt_Common_message_if_level_UDUb1,222,Wmt_Common_message_if_level_UDUb1,Je schommelt tussen twee niveaus.,You're fluctuating between two levels.,"Vous faites des allers-retours
entre deux niveaux.","Sie schwanken zurzeit
zwischen 2 Stufen, wie ich sehe.",Continui a oscillare tra due livelli!,Te mueves entre dos niveles.,You're fluctuating between two levels.,"Vous faites des allers-retours
entre deux niveaux.",Te mueves entre dos niveles.,"İki seviye arasında gidip
geliyorsunuz."
