file,index,label,English,German,Spanish,French,Italian,Turkish,official_max_lines,official_max_px,turkish_lines,turkish_max_px,fit_ratio,fit_status,control_status,translation_status,translator_note
dialog.msbt,85,D_ThumbCec_Announce,"This Fullblox can be found in
⟦TAG:0001:0001:0000⟧.","Dieses Fullblox stammt aus:
⟦TAG:0001:0001:0000⟧.","Encontrarás este Fullblox en
⟦TAG:0001:0001:0000⟧.","Ce Fullblox se trouve dans
⟦TAG:0001:0001:0000⟧.","L'attrazione dove si trova
questo Fullblox è:
⟦TAG:0001:0001:0000⟧","Bu Fullblox’u
⟦TAG:0001:0001:0000⟧ içinde bulabilirsiniz.",3,388,2,281,0.724,OK,OK,MANUAL,
dialog.msbt,86,D_ThumbCec_Sale,"This Fullblox can be found in
⟦TAG:0001:0001:0000⟧.

Do you want to find out
more about the Pass for
that attraction?","Dieses Fullblox stammt aus
⟦TAG:0001:0001:0000⟧.

Möchtest du mehr zum Pass
für diesen Park erfahren?","Encontrarás este Fullblox en
⟦TAG:0001:0001:0000⟧.

¿Quieres obtener información
sobre la entrada de esta
atracción?","Ce Fullblox se trouve dans
⟦TAG:0001:0001:0000⟧.

Voulez-vous en savoir plus
sur le ticket d'entrée de
cette attraction ?","L'attrazione dove si trova
questo Fullblox è:
⟦TAG:0001:0001:0000⟧

Vuoi saperne di più sul pass
per questa attrazione?","Bu Fullblox’u ⟦TAG:0001:0001:0000⟧ içinde
bulabilirsiniz.

Bu etkinliğin Bileti
hakkında daha fazla bilgi
ister misiniz?",6,403,6,353,0.876,OK,OK,MANUAL,
dialog.msbt,87,D_EditSameColor_00,"This colour is already in
the palette. Do you still
want to add it?","Diese Farbe ist schon Teil
der Palette. Möchtest du
sie dennoch hinzufügen?","Este color ya está en la paleta.
¿Lo añades de todas formas?","Cette couleur est déjà sur la
palette. Voulez-vous quand
même l'ajouter ?","Questo colore è già presente
nella tavolozza. Vuoi comunque
aggiungerlo?","Bu renk palette zaten var.
Yine de eklemek ister misiniz?",3,427,2,404,0.946,OK,OK,MANUAL,
dialog.msbt,88,D_EditSave_00,"Do you want to save
this Fullblox?","Möchtest du dieses
Fullblox speichern?","¿Quieres guardar
este Fullblox?",Sauvegarder ce Fullblox ?,Vuoi salvare questo Fullblox?,Bu Fullblox kaydedilsin mi?,2,392,1,362,0.923,OK,OK,MANUAL,
dialog.msbt,89,D_EditSave_01,"If you proceed, all of
your work will be lost.

Is that OK?","Wenn du fortfährst, werden all
deine Änderungen gelöscht.

Ist das in Ordnung?","Perderás los cambios
que no hayas guardado.

¿Quieres continuar?","Tout votre travail sera perdu.

Quitter sans sauvegarder ?","Se esci, tutto il tuo
lavoro andrà perduto.

Vuoi proseguire?","Devam ederseniz tüm
çalışmanız kaybolacak.

Devam edilsin mi?",4,425,4,317,0.746,OK,OK,MANUAL,
dialog.msbt,90,D_EditSave_02,"You cannot save a blank
canvas.

Quit making this Fullblox?","Du kannst keine leere
Leinwand speichern.

Erstellung dieses
Fullblox beenden?","No puedes guardar
un lienzo en blanco.

¿Quieres abandonar
este Fullblox?","Une grille vide ne peut
pas être sauvegardée.

Quitter l'atelier sans
sauvegarder les
modifications ?","Non puoi salvare una
griglia vuota.

Vuoi interrompere la
creazione del Fullblox?","Boş bir tuval
kaydedilemez.

Bu Fullblox’tan çıkılsın
mı?",6,353,5,307,0.870,OK,OK,MANUAL,
dialog.msbt,91,D_EditSave_03,"If you proceed, all of your work
since your last save will be lost.

Is that OK?","Wenn du fortfährst, verlierst du
all deine Änderungen seit dem
letzten Speichervorgang.

Ist das in Ordnung?","Perderás los cambios
que no hayas guardado.

¿Quieres continuar?","Tout le travail que vous avez
effectué depuis la dernière
sauvegarde sera perdu.

Quitter sans sauvegarder ?","Se esci, il lavoro fatto
dopo l'ultimo salvataggio
andrà perduto.

Va bene?","Devam ederseniz son kayıttan
sonraki tüm çalışmanız
kaybolacak.

Devam edilsin mi?",5,439,5,410,0.934,OK,OK,MANUAL,
dialog.msbt,92,D_EditCopyPaste,"Select an option below to copy
the current canvas or paste to it.
Note that elements like gadgets
and stickers will not be copied.","⟦TAG:0002:0000:5ECD⟧Wähle eine Option, um die aktuelle
Leinwand zu kopieren oder etwas in
sie einzufügen. (Schließt Aufkleber,
Vorrichtungen etc. nicht mit ein.)⟦END:0002:0000⟧","Copia el lienzo en el que trabajas
o pega contenido en él. Ciertos
elementos, como los inventos
o las pegatinas, no se copiarán.","⟦TAG:0002:0000:63CD⟧Copier la grille actuelle ou y coller
du contenu copié ? Les éléments
tels que les mécanismes ou les
stickers ne seront pas copiés.⟦END:0002:0000⟧","Scegli se copiare la griglia
corrente o incollarvi qualcosa.
Elementi come i congegni e
gli adesivi non verranno copiati.","Mevcut tuvali kopyalamak veya
içeri yapıştırmak için aşağıdan
seçin. Düzenek ve çıkartmalar
gibi öğeler kopyalanmaz.",4,487,4,433,0.889,OK,OK,MANUAL,
dialog.msbt,93,D_EditExceed_00,"You can't test or play this
Fullblox while the number of
blocks left available to place is
less than zero.","Du kannst dieses Fullblox
nicht testen oder spielen,
wenn dein Blockvorrat
weniger als null beträgt.","No podrás probar este Fullblox
mientras el número de huecos
disponibles para colocar
bloques sea negativo.","Vous ne pouvez pas tester
ce Fullblox ou y jouer tant que
le nombre de blocs encore
disponibles est inférieur à zéro.","Non puoi provare o affrontare
questo Fullblox se il numero
di blocchi che puoi ancora
posizionare è inferiore a zero.","Yerleştirilebilir blok sayısı
sıfırın altındayken bu
Fullblox’u test edemez veya
oynayamazsınız.",4,427,4,375,0.878,OK,OK,MANUAL,
dialog.msbt,94,D_EditExceed_01,"You can't play this Fullblox
while the number of blocks left
available to place is less than
zero.

Do you want to save it?","Du kannst dieses Fullblox nicht
spielen, wenn dein Blockvorrat
weniger als null beträgt.

Möchtest du es speichern?","No podrás probar este Fullblox
mientras el número de huecos
disponibles para colocar
bloques sea negativo.

¿Quieres guardarlo?","Vous ne pouvez pas jouer à ce
Fullblox tant que le nombre de
blocs encore disponibles est
inférieur à zéro.

Voulez-vous le sauvegarder ?","Non puoi affrontare questo
Fullblox se il numero di
blocchi che puoi ancora
posizionare è inferiore a zero.

Vuoi salvarlo?","Yerleştirilebilir blok sayısı
sıfırın altındayken bu
Fullblox oynanamaz.

Yine de kaydedilsin mi?",6,419,5,358,0.854,OK,OK,MANUAL,
dialog.msbt,95,D_EditGift,"The number of Fullblox you
can copy from Papa Blox
has increased.","Du kannst nun weitere Fullblox
von Meister Blox kopieren.","El número de Fullblox que
puedes recibir de Papa Blox
ha aumentado.","Le nombre de Fullblox de
Papy Blox disponibles dans
l'atelier a augmenté.","Il numero di Fullblox che
puoi copiare da Mastro Blox
è aumentato.","Usta Blox’tan
kopyalayabileceğiniz
Fullblox sayısı arttı.",3,420,3,290,0.690,OK,OK,MANUAL,
dialog.msbt,96,D_EditCall_Obj,"The Fullblox you've copied isn't
compatible with 2D Mode. It
can be converted to work in 2D
Mode, but please note that this
may result in certain elements
being deleted.","Das von dir kopierte Fullblox
ist nicht mit dem 2D-Modus
kompatibel. Es kann für diesen
Modus konvertiert werden,
jedoch können dabei einige
Elemente verloren gehen.","El Fullblox que has copiado no
es compatible con el modo 2D.
Puedes convertirlo, pero es
posible que se pierdan algunos
elementos del Fullblox.","Le Fullblox copié n'est pas
compatible avec le mode
2D. Il peut être converti afin
de le devenir mais certains
éléments risquent d'être
effacés pendant l'opération.","Il Fullblox che hai copiato non
è compatibile con la modalità
2D. Può essere convertito per
la modalità 2D, ma ricorda che
alcuni elementi potrebbero
essere eliminati.","Kopyaladığınız
Fullblox 2D
Moduyla uyumlu
değil. 2D Moduna
dönüştürülebilir, ancak
bazı öğeler silinebilir.",6,427,6,317,0.742,OK,OK,MANUAL,
dialog.msbt,97,D_EditCall_Illust,"The Fullblox you've copied is
larger than your canvas can
accommodate, so only the
middle section has been used.","Das von dir kopierte Fullblox
ist größer als die Leinwand,
weshalb nur der mittlere
Bereich verwendet wird.","El Fullblox que has copiado
no cabe en el lienzo, por
lo que solo se ha pegado
la parte central.","La grille est trop petite pour le
Fullblox que vous avez copié.
Seule la partie centrale de ce
dernier a été utilisée.","Il Fullblox che hai copiato è
più grande della tua griglia,
quindi è stata usata solo la
sezione centrale.","Kopyaladığınız Fullblox
tuvalden büyük olduğu için
yalnızca orta bölümü
kullanıldı.",4,421,4,363,0.862,OK,OK,MANUAL,
dialog.msbt,98,D_SaveDelete_00,Delete save data?,Speicherdaten löschen?,"¿Quieres borrar
los datos de guardado?","Effacer les données
de sauvegarde ?","Vuoi cancellare i dati
di salvataggio?","Kayıt verisi silinsin
mi?",2,320,2,258,0.806,OK,OK,REUSED_PREVIOUS,
dialog.msbt,99,D_SaveDelete_01,"Once save data is deleted,
it cannot be recovered.

Are you sure you want
to delete?","Gelöschte Speicherdaten
können nicht wiederher-
gestellt werden.

Bist du dir wirklich sicher?","Una vez borrados, los datos
no se podrán recuperar.

¿Seguro que quieres borrarlos?","Attention, les données effacées
ne peuvent pas être récupérées.

Voulez-vous vraiment effacer
vos données de sauvegarde ?","I dati cancellati non potranno
essere recuperati.

Vuoi proseguire?","Kayıt verisi silindikten sonra
geri getirilemez.

Gerçekten silmek
istiyor musun?",5,434,5,393,0.906,OK,OK,REUSED_PREVIOUS,
dialog.msbt,100,D_SaveDelete_02,"If you really want to delete your
save data, answer this question:

What are the puzzles featured in
this game called?","Beantworte diese Frage,
wenn du deine Speicherdaten
wirklich löschen willst:

Wie nennt man die Blockrätsel
in diesem Spiel?","Si de verdad quieres borrar
los datos guardados, responde
a esta pregunta:

¿Cómo se llaman los puzles
de este juego?","Si vous voulez vraiment effacer
vos données de sauvegarde,
répondez à la question suivante.

Quel nom portent les puzzles
qui apparaissent dans le jeu ?","Se vuoi davvero cancellare
i tuoi dati di salvataggio,
rispondi a questa domanda:

Come si chiamano i puzzle
presenti nel gioco?","Kayıt verisini gerçekten silmek
istiyorsanız şu soruyu
yanıtlayın:

Bu oyundaki bulmacaların adı
nedir?",6,453,6,421,0.929,OK,OK,MANUAL,
dialog.msbt,101,D_SaveDelete_03,"Wrong answer.

Save data will not be deleted.","Falsche Antwort.

Die Speicherdaten werden
nicht gelöscht.","Esa respuesta no es correcta...

Los datos guardados
no se borrarán.","Votre réponse est incorrecte.

Les données de sauvegarde
ne seront pas effacées.","Risposta sbagliata...

I dati di salvataggio non
verranno cancellati.","Yanlış cevap.

Kayıt verisi silinmeyecek.",4,411,3,345,0.839,OK,OK,REUSED_PREVIOUS,
dialog.msbt,102,D_SaveDelete_04,"Correct!

Save data will be deleted.","Völlig richtig!

Die Speicherdaten
werden gelöscht.","¡Respuesta correcta!

Se van a borrar
los datos guardados.","C'est exact !

Les données de sauvegarde
vont être effacées.","Risposta corretta!

I dati di salvataggio verranno
cancellati.","Doğru!

Kayıt verisi silinecek.",4,408,3,291,0.713,OK,OK,REUSED_PREVIOUS,
dialog.msbt,103,D_SaveDelete_05,"Deleting save data...

Do not remove the SD card
or turn the power off.","Lösche Speicherdaten...

Bitte entferne nicht die
SD Card und schalte
das System nicht aus.","Borrando los datos guardados...

No apagues la consola
ni extraigas la tarjeta SD.","Effacement des données
de sauvegarde...

N'éteignez pas la console et
ne retirez pas la carte SD.","Eliminazione dei dati
di salvataggio in corso...

Non estrarre la scheda SD
e non spegnere la console.","Kayıt verisi siliniyor...

SD kartı çıkarmayın
ve sistemi kapatmayın.",5,429,4,312,0.727,OK,OK,MANUAL,
dialog.msbt,104,D_SaveDelete_06,Save data has been deleted.,"Die Speicherdaten
wurden gelöscht.","Se han borrado
los datos guardados.","Les données de sauvegarde
ont été effacées.","I dati di salvataggio sono
stati cancellati.",Kayıt verisi silindi.,2,385,1,254,0.660,OK,OK,REUSED_PREVIOUS,
dialog.msbt,105,D_QR_00,"The QR Code feature cannot be
used as sharing images, audio,
video and long text data is
restricted by Parental Controls.","Die QR Code-Funktion ist nicht
verwendbar, da der Austausch
von Bild-, Audio-, Video- und
Textdateien den Altersbe-
schränkungen unterliegt.","No puedes usar QR Code
porque el intercambio de audio,
imágenes, vídeo y texto está
restringido por el control
parental.","Les paramètres de contrôle
parental ne vous permettent
pas d'échanger des fichiers
audio/vidéo, des images ou des
messages. Vous ne pouvez pas
utiliser la fonction QR Code.","La funzione QR Code non può
essere utilizzata, poiché lo
scambio di foto, immagini,
registrazioni, filmati e testi
lunghi è limitato dal filtro
famiglia.","Ebeveyn Kontrolleri; görüntü,
ses, video ve uzun metin
paylaşımını kısıtladığı için QR
Kodu özelliği kullanılamıyor.",6,434,4,404,0.931,OK,OK,REUSED_PREVIOUS,
dialog.msbt,106,D_QRD_01,"Do you want to save
this Fullblox?","Möchtest du dieses
Fullblox speichern?","¿Quieres guardar
este Fullblox?",Sauvegarder ce Fullblox ?,Vuoi salvare questo Fullblox?,Bu Fullblox kaydedilsin mi?,2,392,1,362,0.923,OK,OK,MANUAL,
dialog.msbt,107,D_QRD_02,"Saving...

Do not remove the SD card
or turn the power off.","Speichervorgang...

Bitte schalte das System nicht
aus und entferne nicht die
SD Card.","Guardando...

No apagues la consola
ni extraigas la tarjeta SD.","Sauvegarde...

N'éteignez pas la console et
ne retirez pas la carte SD.","Salvataggio in corso...

Non estrarre la scheda SD
e non spegnere la console.","Kaydediliyor...

SD kartı çıkarmayın
ve sistemi kapatmayın.",5,412,4,312,0.757,OK,OK,MANUAL,
dialog.msbt,108,D_QRD_03,"The Fullblox you read from this
QR Code has been saved.","Das Fullblox aus diesem
QR Code wurde gespeichert.","Se ha guardado el Fullblox
de este QR Code.","Le Fullblox que vous avez
reçu en lisant le QR Code
a été sauvegardé.","Il Fullblox ricevuto tramite
QR Code è stato salvato.","Bu QR Kodundan okunan
Fullblox kaydedildi.",3,418,2,332,0.794,OK,OK,MANUAL,
dialog.msbt,109,D_QRD_04,"All QR Code patterns
have been read.","Alle QR Code-Bilder
wurden gelesen.","Se han leído todos
los QR Code.",Tous les QR Code ont été lus.,"Lettura di tutti i QR Code
completata.",Tüm QR Kodları okundu.,2,380,1,322,0.847,OK,OK,MANUAL,
dialog.msbt,110,D_QRD_06,"QR Code patterns read: ⟦TAG:0001:0000:0000040025006400⟧

Please read the next QR Code.","Gelesene QR Code-
Bilder: ⟦TAG:0000:0003:41461AFF⟧⟦TAG:0001:0000:0000040025006400⟧

Bitte lies den nächsten
QR Code ein.⟦TAG:0000:0003:41461AFF⟧","QR Code leídos: ⟦TAG:0001:0000:0000040025006400⟧.

Puedes seguir leyendo
QR Code.","QR Code lus : ⟦TAG:0000:0003:41461AFF⟧⟦TAG:0001:0000:0000040025006400⟧.

Veuillez lire le QR code suivant.⟦TAG:0000:0003:41461AFF⟧","⟦TAG:0000:0003:41461AFF⟧Lettura QR Code: ⟦TAG:0000:0003:41461AFF⟧⟦TAG:0001:0000:0000040025006400⟧⟦TAG:0000:0003:41461AFF⟧

Leggi il prossimo QR Code.⟦TAG:0000:0003:41461AFF⟧","Okunan QR Kodları: ⟦TAG:0001:0000:0000040025006400⟧

Lütfen sonraki QR Kodunu
okutun.",5,428,4,357,0.834,OK,OK,MANUAL,
dialog.msbt,111,D_QRD_07,"All QR Code patterns have been
read. However, they do not
seem to be QR Code patterns
for Fullblox. Please confirm
that you have the correct
QR Code patterns.","Alle QR Code-Bilder wurden
gelesen. Es handelt sich hierbei
jedoch nicht um QR Code-
Bilder für Fullblox. Bitte stelle
sicher, dass du die richtigen
QR Code-Bilder verwendet hast.","Se han leído todos los
QR Code. Sin embargo,
no parecen compatibles
con Fullblox. Asegúrate de
que has leído los QR Code
correctos.","Tous les QR Code ont été lus,
mais ceux-ci ne semblent pas
compatibles avec Fullblox.
Veuillez vous assurer d'avoir
les bons QR Code.","La lettura di tutti i QR Code
è stata completata. Tuttavia,
non sembrano essere QR Code
di Fullblox. Verifica che i QR
Code siano corretti.","Tüm QR Kodları okundu ancak
Fullblox’a ait görünmüyorlar.
Doğru QR Kodlarını
kullandığınızdan emin olun.",6,433,4,405,0.935,OK,OK,MANUAL,
dialog.msbt,112,D_QRD_08,"All QR Code patterns have
been read. However, they
seem to be for Fullblox
from the future.","Alle QR Code-Bilder wurden
gelesen. Es handelt sich hierbei
jedoch anscheinend um Fullblox
aus der Zukunft.","Se han leído todos los
QR Code, pero da la impresión
de que son Fullblox
procedentes del futuro...","Tous les QR Code ont été lus,
mais ils semblent destinés à
un Fullblox du futur.","La lettura dei QR Code
è stata completata. Tuttavia,
sembrano essere per dei
Fullblox del futuro.","Tüm QR Kodları okundu ancak
gelecekteki bir Fullblox
sürümüne ait gibi
görünüyorlar.",4,427,4,405,0.948,OK,OK,MANUAL,
dialog.msbt,113,D_QRD_09,"All QR Code patterns have been
read. However, they seem to
be corrupted.","Alle QR Code-Bilder wurden
gelesen. Anscheinend sind
sie jedoch fehlerhaft.","Se han leído todos los
QR Code, pero sus datos
parecen estar dañados.","Tous les QR Code ont été lus,
mais leurs données semblent
corrompues.","La lettura dei QR Code è
stata completata. Tuttavia,
sembrano essere corrotti.","Tüm QR Kodları okundu ancak
veriler bozuk görünüyor.",3,430,2,405,0.942,OK,OK,MANUAL,
dialog.msbt,114,D_QRE_00,"Fullblox QR Code patterns can
be shared with other people.

Do not distribute Fullblox that
could reveal personal information
about you or other people, infringe
on the rights of others, or
cause offence.","⟦TAG:0002:0000:62CD⟧QR Code-Bilder von Fullblox können
an andere Spieler gesendet werden.

Verbreite keine Fullblox, die
persönliche Informationen über
dich oder andere preisgeben, die
Rechte anderer beeinträchtigen
oder die beleidigend sein könnten.⟦END:0002:0000⟧","Los QR Code de Fullblox
se pueden compartir con
otras personas.
No distribuyas Fullblox que revelen
información personal acerca de ti
o de otras personas, que infrinjan
los derechos de otros, o cuyo
contenido sea ofensivo.","⟦TAG:0002:0000:61CD⟧Les QR Code des Fullblox peuvent
être partagés avec d'autres joueurs.
Ne diffusez aucun Fullblox qui
pourrait contenir des informations à
caractère personnel vous concernant
ou concernant d'autres personnes,
porter atteinte aux droits de tiers ou
offenser d'autres joueurs.⟦END:0002:0000⟧","I QR Code dei Fullblox possono
essere condivisi con altri utenti.

Non condividere Fullblox che
possano contenere informazioni
personali, violare i diritti di terzi
o essere offensivi per altri utenti.","Fullblox QR Kodları başkalarıyla
paylaşılabilir.

Kendiniz veya başkaları hakkında
kişisel bilgi açığa çıkaran,
başkalarının haklarını ihlal eden
ya da rahatsız edici Fullblox’ları
dağıtmayın.",8,507,8,465,0.917,OK,OK,MANUAL,
dialog.msbt,115,D_QRE_01,"You can't create a QR Code
of a Fullblox with this name.

Please change the name of
this Fullblox, then try again.","⟦TAG:0002:0000:63CD⟧Das Fullblox kann mit diesem
Namen nicht in einen QR Code
umgewandelt werden.

Bitte ändere den Namen des
Fullblox und versuche es erneut.⟦END:0002:0000⟧","No se puede crear un QR Code
de un Fullblox con este nombre.

Cambia el nombre de este
Fullblox y vuelve a intentarlo.","Impossible de créer un QR Code
pour un Fullblox avec ce nom.

Changez le nom de ce Fullblox,
puis réessayez.","Non è possibile creare un
QR Code per un Fullblox
con questo nome.

Modifica il nome del Fullblox.","Bu ada sahip bir Fullblox için
QR Kodu oluşturulamaz.

Fullblox’un adını değiştirip
tekrar deneyin.",6,432,5,387,0.896,OK,OK,MANUAL,
dialog.msbt,116,D_Imgdb_00,"Saving to the SD card...

Do not remove the SD card
or turn the power off.","Speichervorgang findet auf der
SD Card statt...

Bitte schalte das System nicht
aus und entferne nicht die
SD Card.","Guardando en la tarjeta SD...

No apagues la consola
ni extraigas la tarjeta SD.","Sauvegarde sur la carte SD...

N'éteignez pas la console et
ne retirez pas la carte SD.","Salvataggio nella scheda SD
in corso...

Non estrarre la scheda SD
e non spegnere la console.","SD karta kaydediliyor...

SD kartı çıkarmayın
ve sistemi kapatmayın.",6,428,4,326,0.762,OK,OK,MANUAL,
dialog.msbt,117,D_Imgdb_10,"Saved to the SD card.

Fullblox Cards can be viewed
in Nintendo 3DS Camera.","Speichervorgang auf der
SD Card abgeschlossen.

Fullblox-Karten können
in Nintendo 3DS-Kamera
angesehen werden.","Proceso completado.

Las tarjetas Fullblox
se pueden ver en
Cámara de Nintendo 3DS.","Sauvegarde sur la carte SD
terminée.

Les cartes Fullblox peuvent
être vues avec l'appareil
photo Nintendo 3DS.","Salvataggio nella scheda SD
completato.

Per visualizzare le Schede
Fullblox, usa la Fotocamera
Nintendo 3DS.","SD karta kaydedildi.

Fullblox Kartları Nintendo
3DS Kamera’da
görüntülenebilir.",6,385,5,361,0.938,OK,OK,MANUAL,
dialog.msbt,118,D_Imgdb_20,"Unable to save because the
SD card's photo limit has been
reached.

You can use Nintendo 3DS
Camera to delete some photos.","Speichern nicht möglich, da
das Maximum an Fotos auf
der SD Card erreicht wurde.
Bitte verschiebe oder lösche
auf der SD Card einige Bilder
und versuche es erneut.","El proceso no se puede
completar al haber alcanzado
el límite de espacio para fotos
de la tarjeta SD. Transfiere o
borra algunas fotos de la
tarjeta SD e inténtalo de nuevo.","Sauvegarde impossible :
le nombre maximal de photos
sur la carte SD a été atteint.

Effacez-en avec l'appareil
photo Nintendo 3DS.","La scheda SD è piena.
Impossibile salvare.

Usa la Fotocamera
Nintendo 3DS per cancellare
delle immagini.","SD kartın fotoğraf sınırına
ulaşıldığı için kaydedilemiyor.

Nintendo 3DS Kamera ile
bazı fotoğrafları silebilirsiniz.",6,441,5,412,0.934,OK,OK,MANUAL,
dialog.msbt,119,D_Imgdb_21,"Unable to save because there
is not enough free space on
the SD card.","Speichern nicht möglich, da die
SD Card nicht über genügend
freien Speicherplatz verfügt.","El proceso no se puede
completar porque no hay
suficiente espacio libre
en la tarjeta SD.","Sauvegarde impossible :
l'espace libre sur la carte SD
est insuffisant.","Non c'è abbastanza spazio
libero nella scheda SD.
Impossibile salvare.","SD kartta yeterli boş alan
olmadığı için kaydedilemiyor.",4,421,2,398,0.945,OK,OK,MANUAL,
dialog.msbt,120,D_Imgdb_22,"Unable to save because an
SD card process failed.","Speichern nicht möglich,
da ein SD Card-Vorgang
fehlschlug.","El proceso no se puede
completar porque se ha
producido un error durante
una operación con la tarjeta SD.","Sauvegarde impossible :
une erreur est survenue
avec la carte SD.","Si è verificato un errore
con la scheda SD.
Impossibile salvare.","SD kart işlemi başarısız;
kayıt yapılamıyor.",4,442,2,327,0.740,OK,OK,MANUAL,manual fit edit
edit.msbt,0,ME_Name,???,???,???,???,???,???,1,39,1,39,1.000,OK,OK,REUSED_PREVIOUS,
edit.msbt,1,ME_Name_00,Fullblox ⟦TAG:0001:0000:0000040025006400⟧,Fullblox ⟦TAG:0001:0000:0000040025006400⟧,Fullblox ⟦TAG:0001:0000:0000040025006400⟧,Fullblox ⟦TAG:0001:0000:0000040025006400⟧,Fullblox ⟦TAG:0001:0000:0000040025006400⟧,Fullblox ⟦TAG:0001:0000:0000040025006400⟧,1,114,1,114,1.000,OK,OK,MANUAL,
edit.msbt,2,ME_Creator_Head,Creator:,Urheber:,Creador: ,Auteur :,Autore,Yapan:,1,125,1,97,0.776,OK,OK,MANUAL,
edit.msbt,3,METhumb_Name,WWWWWWWWWWWWWWWW,WWWWWWWWWWWWWWWW,WWWWWWWWWWWWWWWW,WWWWWWWWWWWWWWWW,WWWWWWWWWWWWWWWW,WWWWWWWWWWWWWWWW,1,432,1,432,1.000,OK,OK,REUSED_PREVIOUS,
edit.msbt,4,METhumb_Creator,⟦TAG:0001:0001:0000⟧,⟦TAG:0001:0001:0000⟧,⟦TAG:0001:0001:0000⟧,⟦TAG:0001:0001:0000⟧,⟦TAG:0001:0001:0000⟧,⟦TAG:0001:0001:0000⟧,1,0,1,0,1.000,OK,OK,MANUAL,
edit.msbt,5,ME_Level_Head,Level,Anspruch,Nivel,Niveau,Livello,Seviye,1,127,1,88,0.693,OK,OK,REUSED_PREVIOUS,
edit.msbt,6,ME_Camera,Rotate,Drehen,Cámara,Pivoter,Ruota,Döndür,1,104,1,98,0.942,OK,OK,MANUAL,
edit.msbt,7,ME_Camera_Zoom,Zoom In,Zoom,Acercar,Agrandir,Zoom +,Yakınlaş,1,125,1,118,0.944,OK,OK,MANUAL,
edit.msbt,8,ME_Name_02,Name,Name,Nombre,Nom,Nome,Ad,1,104,1,39,0.375,OK,OK,REUSED_PREVIOUS,
edit.msbt,9,ME_Lv,Level,Anspruch,Nivel,Niveau,Livello,Seviye,1,127,1,88,0.693,OK,OK,REUSED_PREVIOUS,
edit.msbt,10,ME_Slice_00,Edit Front,Vorne,"Parte
frontal","Face
avant","Modifica
fronte","Önü
Düzenle",2,141,2,108,0.766,OK,OK,MANUAL,
edit.msbt,11,ME_Slice_01,Edit Back,Hinten,"Parte
trasera","Face
arrière","Modifica
retro","Arkayı
Düzenle",2,130,2,108,0.831,OK,OK,MANUAL,
edit.msbt,12,ME_Slice_02,"Edit Left
Side",Links,"Lado
izquierdo","Côté
gauche","Modifica
lato sx","Sol Yanı
Düzenle",2,127,2,110,0.866,OK,OK,MANUAL,manual fit edit
edit.msbt,13,ME_Slice_03,"Edit Right
Side",Rechts,"Lado
derecho","Côté
droit","Modifica
lato dx","Sağ Yanı
Düzenle",2,138,2,119,0.862,OK,OK,MANUAL,manual fit edit
edit.msbt,14,ME_Slice_04,Edit Top,Oben,"Parte
superior",Dessus,"Modifica
sopra","Üstü
Düzenle",2,120,2,108,0.900,OK,OK,MANUAL,
edit.msbt,15,ME_Slice_05,"Edit
Bottom",Unten,"Parte
inferior",Dessous,"Modifica
sotto","Altı
Düzenle",2,120,2,108,0.900,OK,OK,MANUAL,
edit.msbt,16,ME_SliceBtn_00,Front,Vorne,Frontal,⟦TAG:0002:0000:5CCD⟧Avant⟦END:0002:0000⟧,Fronte,Ön,1,104,1,38,0.365,OK,OK,MANUAL,
edit.msbt,17,ME_SliceBtn_01,Back,Hinten,Trasera,⟦TAG:0002:0000:5CCD⟧Arrière⟦END:0002:0000⟧,Retro,Geri,1,105,1,58,0.552,OK,OK,REUSED_PREVIOUS,
edit.msbt,18,ME_SliceBtn_02,Left,Links,Izqdo.,⟦TAG:0002:0000:5CCD⟧Gauche⟦END:0002:0000⟧,Lato sx,Sol,1,101,1,41,0.406,OK,OK,MANUAL,
edit.msbt,19,ME_SliceBtn_03,Right,Rechts,Dcho.,⟦TAG:0002:0000:5CCD⟧Droite⟦END:0002:0000⟧,Lato dx,Sağ,1,104,1,50,0.481,OK,OK,MANUAL,
edit.msbt,20,ME_SliceBtn_04,Top,Oben,⟦TAG:0000:0002:5E00⟧Superior⟦TAG:0000:0002:6400⟧,⟦TAG:0002:0000:5CCD⟧Dessus⟦END:0002:0000⟧,Sopra,Üst,1,115,1,45,0.391,OK,OK,MANUAL,
edit.msbt,21,ME_SliceBtn_05,Bottom,Unten,Inferior,⟦TAG:0002:0000:5CCD⟧Dessous⟦END:0002:0000⟧,Sotto,Alt,1,107,1,45,0.421,OK,OK,MANUAL,
edit.msbt,22,ME_CopyPaste_01,Copy,Kopieren,Copiar,Copier,Copia,Kopyala,1,122,1,112,0.918,OK,OK,REUSED_PREVIOUS,
edit.msbt,23,ME_CopyPaste_02,Paste,Einfügen,Pegar,Coller,Incolla,Yapıştır,1,121,1,109,0.901,OK,OK,MANUAL,
edit.msbt,24,ME_ColToolTag_00,Basic 1,Set 1,Base 1,Choix 1,Base 1,Temel 1,1,94,1,100,1.064,REVIEW,OK,REUSED_PREVIOUS,
edit.msbt,25,ME_ColToolTag_01,Basic 2,Set 2,Base 2,Choix 2,Base 2,Temel 2,1,94,1,100,1.064,REVIEW,OK,REUSED_PREVIOUS,
edit.msbt,26,ME_ColToolTag_02,Retro,Retro,Retro,Rétro,Rétro,Retro,1,77,1,77,1.000,OK,OK,REUSED_PREVIOUS,
