file,index,label,English,German,Spanish,French,Italian,Turkish,official_max_lines,official_max_px,turkish_lines,turkish_max_px,fit_ratio,fit_status,control_status,translation_status,translator_note
autumn.msbt,128,D_QRE_02,"Saving image to the SD Card...

Do not remove the SD Card
or turn the power off.","Bild wird auf der SD Card 
gespeichert...

Bitte schalte das System nicht
aus und entferne nicht die
SD Card.","Guardando imagen en la
tarjeta SD…

No extraigas la tarjeta SD
ni apagues la consola.","Sauvegarde de l'image
sur la carte SD...

N'éteignez pas la console et
ne retirez pas la carte SD.","Salvataggio dell'immagine
nella scheda SD in corso...

Non estrarre la scheda SD
e non spegnere la console.","Görsel SD Karta
kaydediliyor...
SD Kartı
çıkarmayın
ve gücü
kapatmayın.",6,412,6,217,0.527,OK,OK,MANUAL_QC,Uzun metin resmî satır/piksel bütçesine göre yeniden kırıldı.
autumn.msbt,129,D_QRE_03,"Image saved to the SD Card.

This image can be viewed
in Nintendo 3DS Camera.","Das Bild wurde auf der SD Card
gespeichert.

Es kann jetzt in Nintendo 3DS-
Kamera angesehen werden.","Imagen guardada en la
tarjeta SD.

Esta imagen se puede ver
en Cámara de Nintendo 3DS.","L'image a été sauvegardée
sur la carte SD.

Pour voir cette image, utilisez
l'appareil photo Nintendo 3DS.","L'immagine è stata salvata
nella scheda SD.

Per visualizzarla, usa la
Fotocamera Nintendo 3DS.","Görsel SD Karta kaydedildi.

Nintendo 3DS Camera ile
görüntülenebilir.",5,421,4,377,0.895,OK,OK,MANUAL,
autumn.msbt,130,D_QRE_04,,,,,,,1,0,0,0,0.000,EMPTY,OK,EMPTY,
autumn.msbt,131,D_QRE_05,,,,,,,1,0,0,0,0.000,EMPTY,OK,EMPTY,
autumn.msbt,132,D_QRE_06,,,,,,,1,0,0,0,0.000,EMPTY,OK,EMPTY,
autumn.msbt,133,D_QRE_07,"Due to its complexity, this
Fallblox couldn't be turned
into a QR Code.","Wegen seiner Komplexität
konnte dieses Fallblox nicht als
QR Code gespeichert werden.","No se puede crear un QR Code
de este Fallblox porque es
demasiado complejo.","Ce Fallblox est trop complexe.
Impossible de créer
un QR Code.","A causa della sua complessità,
questo Fallblox non può essere
convertito in un QR Code.","Bu Fallblox çok karmaşık
olduğu için QR koduna
dönüştürülemedi.",3,427,3,337,0.789,OK,OK,MANUAL_QC,Uzun metin resmî satır/piksel bütçesine göre yeniden kırıldı.
autumn.msbt,134,D_Head_Level,Difficulty Level,Schwierigkeitsgrad,Nivel de dificultad,Niveau de difficulté,Livello di difficoltà,Zorluk Seviyesi,1,273,1,205,0.751,OK,OK,REUSED_PULLBLOX,
autumn.msbt,135,D_Head_Edit,Welcome!,Willkommen!,¡Hola!,Bienvenue !,Ti porgo il benvenuto!,Hoş Geldin!,1,296,1,156,0.527,OK,OK,REUSED_PULLBLOX,
autumn.msbt,136,Game_,,,,,,,1,0,0,0,0.000,EMPTY,OK,EMPTY,
autumn.msbt,137,G_CrsNum,No. ⟦TAG:0001:0000:0000040025006400⟧,Nr. ⟦TAG:0001:0000:0000040025006400⟧,N.º ⟦TAG:0001:0000:0000040025006400⟧,Nº ⟦TAG:0001:0000:0000040025006400⟧,N. ⟦TAG:0001:0000:0000040025006400⟧,No. ⟦TAG:0001:0000:0000040025006400⟧,1,52,1,52,1.000,OK,OK,REUSED_PULLBLOX,
autumn.msbt,138,G_Level_Head,Level,Level,Nivel,Niveau,Livello,Seviye,1,96,1,89,0.927,OK,OK,REUSED_PULLBLOX,
autumn.msbt,139,G_Level_00,- - - - -,- - - - -,- - - - -,—,- - - - -,- - - - -,1,93,1,93,1.000,OK,OK,REUSED_PULLBLOX,
autumn.msbt,140,G_Level_01,★,★,★,★,★,★,1,24,1,24,1.000,OK,OK,REUSED_PULLBLOX,
autumn.msbt,141,G_Level_02,★ ★,★ ★,★ ★,★ ★,★ ★,★ ★,1,55,1,55,1.000,OK,OK,REUSED_PULLBLOX,
autumn.msbt,142,G_Level_03,★ ★ ★,★ ★ ★,★ ★ ★,★ ★ ★,★ ★ ★,★ ★ ★,1,86,1,86,1.000,OK,OK,REUSED_PULLBLOX,
autumn.msbt,143,G_Level_04,★ ★ ★ ★,★ ★ ★ ★,★ ★ ★ ★,★ ★ ★ ★,★ ★ ★ ★,★ ★ ★ ★,1,117,1,117,1.000,OK,OK,REUSED_PULLBLOX,
autumn.msbt,144,G_Level_05,★★★★★,★★★★★,★★★★★,★★★★★,★★★★★,★★★★★,1,120,1,120,1.000,OK,OK,REUSED_PULLBLOX,
autumn.msbt,145,G_PauseD,: Pause,: Pause,Pausa,Pause,Pausa,: Ara,1,97,1,71,0.732,OK,OK,REUSED_PULLBLOX,
autumn.msbt,146,G_PauseU,⟦TAG:0002:0002:0120⟧PAUSED,⟦TAG:0002:0002:0120⟧PAUSE,⟦TAG:0002:0002:0120⟧EN PAUSA,⟦TAG:0002:0002:0120⟧PAUSE,⟦TAG:0002:0002:0120⟧PAUSA,⟦TAG:0002:0002:0120⟧ARA,1,145,1,64,0.441,OK,OK,REUSED_PULLBLOX,
autumn.msbt,147,G_Capture,Press  to take a photo.,"Drücke , um ein Foto zu schießen.",Pulsa  para hacer una foto., Prendre une photo,Premi  per scattare una foto.,Fotoğraf için X'e bas.,1,476,1,302,0.634,OK,OK,MANUAL_REVIEWED,Tuş/3DS ikon dilbilgisi ve genişlik düzeltmesi.
autumn.msbt,148,MenuTitle_,,,,,,,1,0,0,0,0.000,EMPTY,OK,EMPTY,
autumn.msbt,149,MT_Touch,⟦TAG:0002:0001:0DCD⟧Press  to start.⟦END:0002:0001⟧,"⟦TAG:0002:0001:0DCD⟧Drücke ⟦END:0002:0001⟧
⟦TAG:0002:0001:0DCD⟧zum Starten⟦END:0002:0001⟧","⟦TAG:0002:0001:0DCD⟧Pulsa ⟦END:0002:0001⟧
⟦TAG:0002:0001:0DCD⟧para empezar.⟦END:0002:0001⟧","⟦TAG:0002:0001:0DCD⟧Appuyez sur ⟦END:0002:0001⟧
⟦TAG:0002:0001:0DCD⟧pour commencer⟦END:0002:0001⟧","⟦TAG:0002:0001:0DCD⟧Premi ⟦END:0002:0001⟧
⟦TAG:0002:0001:0DCD⟧per iniziare.⟦END:0002:0001⟧","⟦TAG:0002:0001:0DCD⟧Başlamak için
A tuşuna bas.⟦END:0002:0001⟧",2,233,2,187,0.803,OK,OK,MANUAL_REVIEWED,2 satır piksel dengesine göre yeniden kırıldı. Tuş/3DS ikon dilbilgisi ve genişlik düzeltmesi.
autumn.msbt,150,MT_Home,: Return to HOME Menu, Zurück zum HOME-Menü,: Volver al menú HOME, Retour au menu HOME, Torna al menu HOME,: HOME Menüsüne Dön,1,374,1,338,0.904,OK,OK,REUSED_PULLBLOX,
autumn.msbt,151,MT_Copyright,©,©,©,©,©,©,1,22,1,22,1.000,OK,OK,MANUAL,
autumn.msbt,152,MT_CompName,2012 Nintendo / INTELLIGENT SYSTEMS,2012 Nintendo / INTELLIGENT SYSTEMS,2012 Nintendo / INTELLIGENT SYSTEMS,2012 Nintendo / INTELLIGENT SYSTEMS,2012 Nintendo / INTELLIGENT SYSTEMS,2012 Nintendo / INTELLIGENT SYSTEMS,1,541,1,541,1.000,OK,OK,MANUAL,
autumn.msbt,153,MT_UserNew,New Game,Neue Speicherdatei,Partida nueva,Nouvelle partie,Nuovo,Yeni Oyun,1,268,1,138,0.515,OK,OK,MANUAL,
autumn.msbt,154,MT_BirdLeft,⟦TAG:0001:0000:0000040025006400⟧,⟦TAG:0001:0000:0000040025006400⟧,⟦TAG:0001:0000:0000040025006400⟧,⟦TAG:0001:0000:0000040025006400⟧,⟦TAG:0001:0000:0000040025006400⟧,⟦TAG:0001:0000:0000040025006400⟧,1,0,1,0,1.000,OK,OK,MANUAL,
autumn.msbt,155,MT_BirdRight,/⟦TAG:0001:0000:0100040025006400⟧,/⟦TAG:0001:0000:0100040025006400⟧,/⟦TAG:0001:0000:0100040025006400⟧,/⟦TAG:0001:0000:0100040025006400⟧,/⟦TAG:0001:0000:0100040025006400⟧,/⟦TAG:0001:0000:0100040025006400⟧,1,13,1,13,1.000,OK,OK,MANUAL,
autumn.msbt,156,MT_FlagLeft,⟦TAG:0001:0000:0200040025006400⟧,⟦TAG:0001:0000:0200040025006400⟧,⟦TAG:0001:0000:0200040025006400⟧,⟦TAG:0001:0000:0200040025006400⟧,⟦TAG:0001:0000:0200040025006400⟧,⟦TAG:0001:0000:0200040025006400⟧,1,0,1,0,1.000,OK,OK,MANUAL,
autumn.msbt,157,MT_FlagRight,/⟦TAG:0001:0000:0300040025006400⟧,/⟦TAG:0001:0000:0300040025006400⟧,/⟦TAG:0001:0000:0300040025006400⟧,/⟦TAG:0001:0000:0300040025006400⟧,/⟦TAG:0001:0000:0300040025006400⟧,/⟦TAG:0001:0000:0300040025006400⟧,1,13,1,13,1.000,OK,OK,MANUAL,
autumn.msbt,158,MenuWorld_,,,,,,,1,0,0,0,0.000,EMPTY,OK,EMPTY,
autumn.msbt,159,MW_BlnPark,Fallblox Park,Fallbloxpark,Villa Fallblox,Parc Fallblox,⟦TAG:0002:0000:5F00⟧Parco dei Fallblox⟦END:0002:0000⟧,Fallblox Park,1,245,1,183,0.747,OK,OK,MANUAL,
autumn.msbt,160,MW_BlnEdit,Fallblox Studio,Fallbloxstudio,Estudio,Atelier Fallblox,⟦TAG:0002:0000:5A00⟧Studio dei Fallblox⟦END:0002:0000⟧,Fallblox Studio,1,254,1,205,0.807,OK,OK,MANUAL,
autumn.msbt,161,MW_BlnGuide,Visit Papa Blox,Meister Blox,Papa Blox,Chez Papy Blox,Mastro Blox,Usta Blox’a Git,1,206,1,204,0.990,OK,OK,MANUAL,
autumn.msbt,162,MW_InfoPark_00,"This is the Fallblox park I built.
The birds went this way!","Hier stehen Meister Blox' Fallblox.
Die Vögel sind hierher geflogen!","Esto es Villa Fallblox.
¡Los pájaros se fueron por aquí!","Voici le Parc Fallblox que j'ai créé.
Les oiseaux se sont envolés par là !","Questo è il mio parco dei Fallblox.
È lì che sono volati gli uccelli!","Burası yaptığım Fallblox Park.
Kuşlar bu tarafa gitti!",2,471,2,411,0.873,OK,OK,MANUAL,
autumn.msbt,163,MW_InfoPark_01,"This is the Fallblox park I built.
It's a great place to play!","Hier stehen Meister Blox' Fallblox.
Ein toller Platz zum Spielen!","Esto es Villa Fallblox.
¡Es fantástico para jugar!","Voici le Parc Fallblox que j'ai créé.
On s'y amuse beaucoup !","Ecco il parco dei Fallblox.
Questo posto è uno spasso!","Burası yaptığım Fallblox Park.
Oynamak için harika bir yer!",2,469,2,411,0.876,OK,OK,MANUAL,
autumn.msbt,164,MW_InfoEdit_00,"Drop by Fallblox Studio if you
want to make your own Fallblox.","Schau doch mal im Fallbloxstudio
vorbei und erstelle eigene Fallblox.","Pásate por el estudio de los Fallblox
si quieres crear el tuyo propio.","Visitez l'Atelier Fallblox pour
créer vos propres Fallblox.","Fai un giro nello studio dei Fallblox
per creare Fallblox personalizzati!","Kendi Fallblox’unu yapmak
istersen Fallblox Studio’ya uğra.",2,489,2,441,0.902,OK,OK,MANUAL,
autumn.msbt,165,MW_InfoGuide_00,"Visit me to change settings, learn
how to play and enjoy the Extras.","Hier kannst du Einstellungen
ändern, lernen, wie man spielt,
und die Extras genießen.","Aquí podrás cambiar la configuración,
aprender a jugar y disfrutar de los extras.","Modifiez les paramètres, visionnez
les tutoriels et découvrez les extras.","Modifica le impostazioni, impara
a giocare e scopri tutti gli Extra!","Ayarlar, oyun yardımı ve Ekler
için bana uğra.",3,576,2,420,0.729,OK,OK,MANUAL_QC,2 satır sınırı için manuel kısaltıldı. | Extras terminolojisi Ekler olarak birleştirildi.
autumn.msbt,166,MenuPark_,,,,,,,1,0,0,0,0.000,EMPTY,OK,EMPTY,
autumn.msbt,167,MP_ModeName,"Fallblox
Park","Fallblox-
park","Villa 
Fallblox","Parc
Fallblox","Parco dei
Fallblox","Fallblox
Park",2,128,2,110,0.859,OK,OK,MANUAL,
autumn.msbt,168,MP_CrsNum,No. ⟦TAG:0001:0000:0000040025006400⟧,Nr. ⟦TAG:0001:0000:0000040025006400⟧,N.º ⟦TAG:0001:0000:0000040025006400⟧,Nº ⟦TAG:0001:0000:0000040025006400⟧,N. ⟦TAG:0001:0000:0000040025006400⟧,No. ⟦TAG:0001:0000:0000040025006400⟧,1,52,1,52,1.000,OK,OK,REUSED_PULLBLOX,
autumn.msbt,169,MP_Level_Head,Level,Level,Nivel,Niveau,Livello,Seviye,1,96,1,89,0.927,OK,OK,REUSED_PULLBLOX,
autumn.msbt,170,MP_Level_00,- - - - -,- - - - -,- - - - -,—,- - - - -,- - - - -,1,93,1,93,1.000,OK,OK,REUSED_PULLBLOX,
autumn.msbt,171,MP_Level_01,★,★,★,★,★,★,1,24,1,24,1.000,OK,OK,REUSED_PULLBLOX,
autumn.msbt,172,MP_Level_02,★ ★,★ ★,★ ★,★ ★,★ ★,★ ★,1,55,1,55,1.000,OK,OK,REUSED_PULLBLOX,
autumn.msbt,173,MP_Level_03,★ ★ ★,★ ★ ★,★ ★ ★,★ ★ ★,★ ★ ★,★ ★ ★,1,86,1,86,1.000,OK,OK,REUSED_PULLBLOX,
autumn.msbt,174,MP_Level_04,★ ★ ★ ★,★ ★ ★ ★,★ ★ ★ ★,★ ★ ★ ★,★ ★ ★ ★,★ ★ ★ ★,1,117,1,117,1.000,OK,OK,REUSED_PULLBLOX,
autumn.msbt,175,MP_Level_05,★★★★★,★★★★★,★★★★★,★★★★★,★★★★★,★★★★★,1,120,1,120,1.000,OK,OK,REUSED_PULLBLOX,
autumn.msbt,176,Result_,,,,,,,1,0,0,0,0.000,EMPTY,OK,EMPTY,
autumn.msbt,177,R_MsgClear,"Congratulations!
Great work!","Glückwunsch!
Gute Arbeit!","¡Muy bien!
¡Así se hace!","Félicitations !
Beau travail !","Congratulazioni!
Ottimo lavoro!","Tebrikler!
Harika iş!",2,230,2,136,0.591,OK,OK,REUSED_PULLBLOX,
autumn.msbt,178,R_MsgRest,"You're such a hard
worker. You must
be getting tired!
How about a break?","Du arbeitest hart.
Wirst du nicht lang-
sam müde? Mach
doch mal Pause!","¡Qué barbaridad!
¡Eres incansable!
¿Paramos un rato?
¡Yo estoy agotado!","Ah, Millo ! J'admire
tous tes efforts !
Peut-être devrais-tu
faire une pause ?","Sei proprio infaticabile!
Che ne dici
di fare una pausa?","Çok çalışıyorsun.
Yorulmuş olmalısın!
Biraz mola vermeye
ne dersin?",4,328,4,266,0.811,OK,OK,REUSED_PULLBLOX,
autumn.msbt,179,R_MsgPresent,,,,,,,1,0,0,0,0.000,EMPTY,OK,EMPTY,
autumn.msbt,180,R_MsgBack,"You should give the
Fallblox that you
skipped another try
sometime!","Die übersprungenen
Fallblox schaffst du
sicher. Versuch sie
doch noch einmal!","En algún momento
deberías intentar
superar los Fallblox
que te has saltado.","Tu peux sûrement
terminer les Fallblox
que tu avais passés.
Réessaie-les donc !","Perché non provi a
risolvere i Fallblox
che hai saltato? So
che ce la puoi fare!","Atladığın Fallblox’u
bir ara yeniden
demelisin!",4,281,3,273,0.972,OK,OK,MANUAL,
autumn.msbt,181,R_MsgPark00_00,"That's the spirit!
You didn't give up.
I'm proud of you.","Das ist die richtige
Einstellung! Du hast
nicht aufgegeben.
Bin stolz auf dich!","¡Qué empeño!
¡No te has rendido!
¡Así me gusta!","Quelle ténacité,
Millo ! Tu n'as pas
abandonné et ça
me rend fier de toi !","Questo è lo spirito!
Non ti sei arreso.
Sono davvero
orgoglioso di te!","İşte bu ruh!
Pes etmedin.
Seninle gurur
duyuyorum.",4,273,4,181,0.663,OK,OK,REUSED_PULLBLOX,
autumn.msbt,182,R_MsgPark00_01,"Nicely done!
You have quite
amazing focus!","Toll gemacht!
Deine Konzentration
ist erstaunlich!","¡Fenomenal!
¡Qué capacidad
de concentración!","Quelle application !
C'était beau à voir !","Che abilità!
La tua concentrazione
è impareggiabile!","Çok iyi!
Odaklanman çok
etkileyici!",3,309,3,229,0.741,OK,OK,REUSED_PULLBLOX,
autumn.msbt,183,R_MsgPark00_02,"Success!
You're quite a
hard worker!","Geschafft!
Du arbeitest wirklich
ziemlich hart!","¡Conseguido!
¡No te rindes
ante nada!","Tu as réussi !
Encore merci pour
tous tes efforts !","Eccellente!
Continua a dare
il massimo!","Başardın!
Gerçekten çok
çalışkansın!",3,286,3,197,0.689,OK,OK,REUSED_PULLBLOX,
autumn.msbt,184,R_MsgPark01_00,"Good job!
I knew I could
count on you.","Gute Arbeit!
Ich wusste, dass
ich mich auf dich
verlassen kann.","¡Bien hecho!
Sabía que no
me defraudarías.","Bon travail !
Je savais que je
pouvais compter
sur toi, Millo !","Ottimo lavoro!
Sapevo di poter
contare su di te.","Güzel iş!
Sana güvenim
boşa çıkmadı.",4,233,3,188,0.807,OK,OK,REUSED_PULLBLOX,
autumn.msbt,185,R_MsgPark01_01,"Well done!
Impressive
climbing!","Sehr gut!
Wirklich erstaunliche
Kletterkünste!","¡Muy bien!
¡Qué manera
de trepar!","Bien joué !
Tu as escaladé
ce Fallblox à une
vitesse incroyable !","Meraviglioso!
Che scalata
impressionante!","Aferin!
Tırmanışın çok
etkileyiciydi!",4,293,3,196,0.669,OK,OK,REUSED_PULLBLOX,
autumn.msbt,186,R_MsgPark01_02,"Oh my! That's very
impressive. You're
really on a roll!","Junge, Junge, sehr
beeindruckend! Du
hast echt einen guten
Lauf!","¡Bueno, bueno!
Impresionante.
¡Qué habilidad!","Oh, c'était très
impressionnant !
Tu es vraiment
en pleine forme !","Sei davvero lanciato!
Sono sbalordito!","Vay canına! Çok
etkileyici. Hızını
hiç kesmiyorsun!",4,297,3,226,0.761,OK,OK,MANUAL,
autumn.msbt,187,R_MsgPark02_00,"Wonderful!
Keep up the
good work!","Wunderbar!
Nur weiter so!","¡Fantástico!
¡Sigue así!","Magnifique !
Continue donc sur
cette lancée, Millo !","Ben fatto!
Continua così!","Harika!
Böyle devam et!",3,271,2,217,0.801,OK,OK,REUSED_PULLBLOX,
autumn.msbt,188,R_MsgPark02_01,"Great work!
You're a natural!","Fantastische Arbeit!
Du bist ein
Naturtalent!","¡Así se hace!
¡Lo llevas en
la sangre!","Superbe escalade !
Tu as un talent
de grimpeur-né !","Stupefacente!
Sei un vero
talento naturale!","Bravo!
Çok yeteneklisin!",3,286,2,233,0.815,OK,OK,REUSED_PULLBLOX,
autumn.msbt,189,R_MsgPark02_02,"Excellent work!
Keep it up, lad!","Tolle Arbeit!
Immer weiter so,
Kleiner!","¡Excelente!
¡Que no decaiga!","Excellent travail !
Garde le rythme,
petit gars !","Fantastico!
Continua così,
ragazzo mio!","Harika!
Devam et, evlat!",3,250,2,226,0.904,OK,OK,REUSED_PULLBLOX,
autumn.msbt,190,R_MsgEdit00_00,"Amazing! I've never
seen a Fallblox this
impressive!","Ganz erstaunlich! So
ein beeindruckendes
Fallblox habe ich noch
nie gesehen!","¡Asombroso! ¡Jamás
había visto un Fallblox
tan impresionante!","Fantastique !
Je n'ai jamais vu
de Fallblox aussi
impressionnant !","Magnifico! Non avevo
mai visto un Fallblox
del genere!","İnanılmaz! Böylesine
etkileyici bir Fallblox
görmemiştim!",4,309,3,291,0.942,OK,OK,MANUAL,
autumn.msbt,191,R_MsgEdit00_01,"Excellent! What an
impressive Fallblox
this turned out to be.","Hervorragend!
Was für ein tolles
Fallblox das
geworden ist!","¡Excelente! Este
Fallblox no ha sido
de los fáciles, ¿no?","Excellent !
Ce Fallblox est
franchement
impressionnant.","Eccellente!
Hai ultimato un
Fallblox davvero
impressionante!","Mükemmel!
Ne kadar
etkileyici bir
Fallblox olmuş.",4,289,4,200,0.692,OK,OK,MANUAL_QC,Uzun metin resmî satır/piksel bütçesine göre yeniden kırıldı.
autumn.msbt,192,R_MsgEdit00_02,"Unbelievable! You've
got a surprising level
of talent, you know.","Unglaublich! Ich hätte
nicht gedacht, dass
du so außerordentlich
talentiert bist.","¡Increíble! Tu talento
no conoce límites.","Incroyable !
Tu as énormément
de talent, tu sais ?","Incredibile! Lo sai che
hai un talento fuori
dal comune, vero?","İnanılmaz! Sende
şaşırtıcı bir yetenek
var, biliyor musun?",4,304,3,274,0.901,OK,OK,MANUAL,
autumn.msbt,193,R_MsgEdit01_00,"Very good!
Your Fallblox-making
skills are unstoppable!","Sehr gut! Deine
Fähigkeiten beim
Fallblox-Bauen sind
ganz ausgezeichnet!","¡Sí! ¡Tu talento para
construir Fallblox es
inagotable!","Superbe !
Tu es un créateur de
Fallblox très doué !","Molto bene!
Sei davvero
inarrestabile!","Çok iyi!
Fallblox yapma
yeteneğin
durdurulamıyor!",4,307,4,221,0.720,OK,OK,MANUAL_QC,Uzun metin resmî satır/piksel bütçesine göre yeniden kırıldı.
autumn.msbt,194,R_MsgEdit01_01,"Oho! This one looks
challenging! Very
well made, indeed.","Oho! Das hier sieht
nach einer echten
Herausforderung aus!
Klasse Arbeit, Kleiner.","¡Ojojó! Este es de
los interesantes…
Lo has hecho genial.","Oh ! Celui-là a l'air
particulièrement
épineux !
Très belle création.","Oh, questo sì che
sembra impegnativo!
Davvero ben fatto!","Oho! Bu zorlu
görünüyor!
Gerçekten çok
iyi yapılmış.",4,306,4,197,0.644,OK,OK,MANUAL_QC,Uzun metin resmî satır/piksel bütçesine göre yeniden kırıldı.
autumn.msbt,195,R_MsgEdit01_02,"Seeing your Fallblox
is inspiring... I'd better
get to work!","Deine Fallblox sind
wirklich inspirierend...
Ich mach mich gleich
an die Arbeit!","Tu Fallblox es pura
inspiración… ¡Tengo
que ponerme manos
a la obra!","Ton Fallblox m'inspire
beaucoup... Je ferais
bien de me mettre
au travail !","I tuoi Fallblox sono
una vera ispirazione.
Mi metto subito
al lavoro!","Fallblox’unu görmek
bana ilham verdi...
Ben de işe koyulsam
iyi olacak!",4,308,4,274,0.890,OK,OK,MANUAL_QC,Uzun metin resmî satır/piksel bütçesine göre yeniden kırıldı.
autumn.msbt,196,R_MsgEdit02_00,"Nicely done!
This Fallblox looks
very enjoyable.","Gut gemacht!
Das sieht nach einer
Menge Spaß aus.","¡Fenomenal!
Este Fallblox parece
muy entretenido.","Bon travail !
Ce Fallblox paraît
tout à fait amusant.","Niente male!
Questo Fallblox
ha l'aria di essere
davvero divertente!","Güzel iş! Bu
Fallblox çok
eğlenceli
görünüyor.",4,278,4,164,0.590,OK,OK,MANUAL_QC,Uzun metin resmî satır/piksel bütçesine göre yeniden kırıldı.
autumn.msbt,197,R_MsgEdit02_01,"Oho! Now this one's
REALLY on the right
track! Bravo!","Oho! Damit bist du
ECHT auf dem
richtigen Weg! Bravo!","¡Ojojó! ¡Este sí que
va por buen camino!
¡Bravo!","Oh, oh !
Ce Fallblox est sur
la bonne voie !
Bravo !","Oh oh oh! Questo
Fallblox ha tutti i pezzi
al posto giusto!
Continua così!","Oho! İşte bu gerçekten
doğru yolda! Bravo!",4,321,2,306,0.953,OK,OK,MANUAL,
autumn.msbt,198,R_MsgEdit02_02,"Great work, kid!
I'd definitely play
this one again.","Ganz große Klasse,
Kleiner. Das hier
spiele ich bestimmt
mal wieder.","¡Así se hace!
Con este me dan
ganas de repetir.","Beau travail, petit !
Je jouerais à ce
Fallblox avec plaisir !","Ottimo lavoro, figliolo!
Affronterò ancora
questo Fallblox, poco
ma sicuro!","Harika iş,
evlat! Bunu
kesinlikle yine
oynardım.",4,314,4,196,0.624,OK,OK,MANUAL_QC,Uzun metin resmî satır/piksel bütçesine göre yeniden kırıldı.
autumn.msbt,199,R_MsgGuide00_00,"Excellent! I can tell
you've really grown
as a Fallblox player.","Ausgezeichnet! Ich
seh schon, du bist ein
klasse Fallbloxspieler
geworden.","¡Excelente! Tus
conocimientos sobre
Fallblox han mejorado
considerablemente.","Excellent !
Tu es devenu un vrai
expert en Fallblox !","Eccellente!
Sembri davvero nato
per scalare Fallblox!","Mükemmel!
Fallblox oyuncusu
olarak ne kadar
geliştiğin belli.",4,305,4,240,0.787,OK,OK,MANUAL_QC,Uzun metin resmî satır/piksel bütçesine göre yeniden kırıldı.
autumn.msbt,200,R_MsgGuide00_01,"You're such a diligent
student! I bet nothing
can stop you now.","Du bist wirklich ein
gelehriger Schüler!
Sicher kann dich jetzt
nichts mehr aufhalten.","¡Tu actitud es
ejemplar! No me cabe
la menor duda de que
nada podrá detenerte.","Tu es un élève très
appliqué ! Plus rien
ne peut t'arrêter,
on dirait !","Sei un allievo davvero
esemplare. Ora niente
ti potrà fermare!","Ne çalışkan bir
öğrencisin! Artık
seni hiçbir şey
durduramaz bence.",4,312,4,259,0.830,OK,OK,MANUAL_QC,Uzun metin resmî satır/piksel bütçesine göre yeniden kırıldı.
autumn.msbt,201,R_MsgGuide00_02,"Great job! It's nice
to teach such a
hard-working kid.","Tolle Arbeit! So einem
fleißigen Schüler
bringe ich gern noch
mehr bei.","¡Buen trabajo!
Estudiantes como tú
hacen la enseñanza
muy gratificante.","Beau travail !
C'est très agréable
d'enseigner mon art
à un si bon élève.","Davvero ben fatto!
È un piacere avere un
allievo così bravo.","Harika iş! Senin
gibi çalışkan
bir çocuğa ders
vermek ne güzel.",4,300,4,227,0.757,OK,OK,MANUAL_QC,Uzun metin resmî satır/piksel bütçesine göre yeniden kırıldı.
autumn.msbt,202,R_MsgGuide01_00,"Great job! I knew
you could do it.","Hervorragend! Ich war
mir sicher, dass du
das schaffst.","¡Buen trabajo! Sabía
que lo conseguirías.","Superbe !
Je savais que
tu y arriverais.","Ottimo lavoro!
Sapevo che ce
l'avresti fatta.","Harika iş! Yapacağını
biliyordum.",3,311,2,297,0.955,OK,OK,MANUAL,
autumn.msbt,203,R_MsgGuide01_01,"Impressive!
Your skills have
really developed!","Beeindruckend! Deine
Fähigkeiten haben
sich wirklich prächtig
entwickelt!","¡Impresionante!
¡Has progresado
mucho!","Très impressionnant !
Tu t'améliores de
jour en jour !","Impressionante!
Sei migliorato
tantissimo!","Etkileyici!
Yeteneklerin
gerçekten
gelişti!",4,296,4,178,0.601,OK,OK,MANUAL_QC,Uzun metin resmî satır/piksel bütçesine göre yeniden kırıldı.
autumn.msbt,204,R_MsgGuide01_02,"Smart moves! You've
got a good head on
your shoulders.","Sehr kluge Lösung!
Du bist ein helles
Köpfchen, Kleiner.","¡Es evidente que te
manejas a la
perfección! ¡Tienes un
cerebro privilegiado!","Très joli !
Tu es un jeune
garçon très
intelligent, Millo.","Niente male!
Sei davvero brillante!","Akıllıca hamleler!
Kafan iyi çalışıyor.",4,298,2,257,0.862,OK,OK,MANUAL,
autumn.msbt,205,R_MsgGuide02_00,"Oh my! That was fast!
Maybe that one was
too easy for you, eh?","Meine Güte! Das war
schnell! Dieses
Fallblox war dir zu
einfach, nicht wahr?","¡Oh! ¡Qué rapidez!
Tal vez te haya
sabido a poco, ¿o no?","Quelle rapidité !
C'était presque trop
facile pour toi, non ?","Che velocità!
Questo era fin troppo
facile per te, vero?","Vay! Ne kadar
hızlıydın! Bu
sana fazla
kolay mıydı?",4,298,4,197,0.661,OK,OK,MANUAL_QC,Uzun metin resmî satır/piksel bütçesine göre yeniden kırıldı.
autumn.msbt,206,R_MsgGuide02_01,"Oho! You found the
trick to climbing that
one in no time at all!","Oho! Wie du da
hochklettern kannst,
hast du wirklich im
Nu herausgefunden!","¡Ojojó! ¡Has dado
con la clave en un
abrir y cerrar de ojos!","Oh, oh ! Tu as trouvé
le truc pour escalader
ce Fallblox à la vitesse
de l'éclair !","Wow! Hai trovato il
segreto per scalare il
Fallblox in un lampo!","Oho! Buna
tırmanmanın
püf noktasını
hemen buldun!",4,308,4,196,0.636,OK,OK,MANUAL_QC,Uzun metin resmî satır/piksel bütçesine göre yeniden kırıldı.
