apply,archive,member,section,entry,source_text,translation,flags,notes
1,0/0/0,node_0004_slot_00.bin,all,120,You can count on me!,Bize güvenin!,0/0,TR batch 05
1,0/0/0,node_0004_slot_00.bin,all,121,"All right!\nYou won it, \u0010\u0002\uFF00\u0003\u0010\u0002\uBD07d\u0010\u0002\u0100\0\u0010\u0001\uBD08\u0010\u0002\uFF00\0!","İşte bu!\nKazandın, \u0010\u0002\uFF00\u0003\u0010\u0002\uBD07d\u0010\u0002\u0100\0\u0010\u0001\uBD08\u0010\u0002\uFF00\0!",0/0,TR batch 05
1,0/0/0,node_0004_slot_00.bin,all,122,I did!,Kazandım!,0/0,TR batch 05
1,0/0/0,node_0004_slot_00.bin,all,123,"Okay, we'll enter another G1 race next.\u0010\u0001\uBE01\nThe Champion Mile Cup. It's going to be\nthe last race \u0010\u0002\uFF00\u0003\u0010\u0002\uBD07\u00A0\u0010\u0002\u0101\u0001\u0010\u0001\uBD08 \u0010\u0002\uFF00\0 \nhas as a colt.\u0010\u0001\uBE00\nDo your best, \u0010\u0002\uFF00\u0003\u0010\u0002\uBD07d\u0010\u0002\u0100\0\u0010\u0001\uBD08\u0010\u0002\uFF00\0!","Pekâlâ, sırada bir G1 daha var.\u0010\u0001\uBE01\nŞampiyon Mil Kupası. Bu yarış,\n\u0010\u0002\uFF00\u0003\u0010\u0002\uBD07\u00A0\u0010\u0002\u0101\u0001\u0010\u0001\uBD08 \u0010\u0002\uFF00\0için genç tay döneminin sonu olacak.\u0010\u0001\uBE00\nElinden geleni yap, \u0010\u0002\uFF00\u0003\u0010\u0002\uBD07d\u0010\u0002\u0100\0\u0010\u0001\uBD08\u0010\u0002\uFF00\0!",0/0,TR batch 05
1,0/0/0,node_0004_slot_00.bin,all,124,"Yes, Sir!","Evet, efendim!",0/0,TR batch 05
1,0/0/0,node_0004_slot_00.bin,all,125,Aww.,Ah.,0/0,TR batch 05
1,0/0/0,node_0004_slot_00.bin,all,126,I lost...,Kaybettim...,0/0,TR batch 05
1,0/0/0,node_0004_slot_00.bin,all,127,Don't let that get you down.\u0010\u0001\uBE01\nNext is the last race \u0010\u0002\uFF00\u0003\u0010\u0002\uBD07\u00A0\u0010\u0002\u0101\u0001\u0010\u0001\uBD08\u0010\u0002\uFF00\0\nwill have as a colt.\nThe Champion Mile Cup.\u0010\u0001\uBE00\nMake it a good one!,"Moralini bozma.\u0010\u0001\uBE01\nSıradaki yarış, \u0010\u0002\uFF00\u0003\u0010\u0002\uBD07\u00A0\u0010\u0002\u0101\u0001\u0010\u0001\uBD08\u0010\u0002\uFF00\0 için\ngenç tay döneminin sonu olacak.\nŞampiyon Mil Kupası.\u0010\u0001\uBE00\nGüzel bir kapanış yapın!",0/0,TR batch 05
1,0/0/0,node_0004_slot_00.bin,all,128,Sure thing!,Elbette!,0/0,TR batch 05
1,0/0/0,node_0004_slot_00.bin,all,129,"All right!\nGood work, \u0010\u0002\uFF00\u0003\u0010\u0002\uBD07d\u0010\u0002\u0100\0\u0010\u0001\uBD08\u0010\u0002\uFF00\0!","İşte bu!\nAferin, \u0010\u0002\uFF00\u0003\u0010\u0002\uBD07d\u0010\u0002\u0100\0\u0010\u0001\uBD08\u0010\u0002\uFF00\0!",0/0,TR batch 05
1,0/0/0,node_0004_slot_00.bin,all,130,Yeah!,Evet!,0/0,TR batch 05
1,0/0/0,node_0004_slot_00.bin,all,131,\u0010\u0002\uFF00\u0003\u0010\u0002\uBD07\u00A0\u0010\u0002\u0101\u0001\u0010\u0001\uBD08\u0010\u0002\uFF00\0\nwas nothing short of impressive.\nHe's growing up well.,\u0010\u0002\uFF00\u0003\u0010\u0002\uBD07\u00A0\u0010\u0002\u0101\u0001\u0010\u0001\uBD08\u0010\u0002\uFF00\0 tek kelimeyle harikaydı.\nÇok güzel büyüyor.,0/0,TR batch 05
1,0/0/0,node_0004_slot_00.bin,all,132,He sure is!,Kesinlikle!,0/0,TR batch 05
1,0/0/0,node_0004_slot_00.bin,all,133,"After he's fully grown,\n\u0010\u0002\uFF00\u0003\u0010\u0002\uBD07\u00A0\u0010\u0002\u0101\u0001\u0010\u0001\uBD08\u0010\u0002\uFF00\0 will still be yours\nto ride, \u0010\u0002\uFF00\u0003\u0010\u0002\uBD07d\u0010\u0002\u0100\0\u0010\u0001\uBD08\u0010\u0002\uFF00\0.\u0010\u0001\uBE00\nI'm leaving him to you.","Tamamen büyüdükten sonra da\n\u0010\u0002\uFF00\u0003\u0010\u0002\uBD07\u00A0\u0010\u0002\u0101\u0001\u0010\u0001\uBD08\u0010\u0002\uFF00\0 yine senin bineceğin at olacak,\n\u0010\u0002\uFF00\u0003\u0010\u0002\uBD07d\u0010\u0002\u0100\0\u0010\u0001\uBD08\u0010\u0002\uFF00\0.\u0010\u0001\uBE00\nOnu sana emanet ediyorum.",0/0,TR batch 05
1,0/0/0,node_0004_slot_00.bin,all,134,"Thank you, Sir!","Teşekkürler, efendim!",0/0,TR batch 05
1,0/0/0,node_0004_slot_00.bin,all,135,"Lost this one, huh.","Bunu kaybettik, ha.",0/0,TR batch 05
1,0/0/0,node_0004_slot_00.bin,all,136,Uh-huh...,Hı hı...,0/0,TR batch 05
1,0/0/0,node_0004_slot_00.bin,all,137,"Well, the Champion Mile Cup is open\nto horses ages 4 and above too.\nWe can try again next year.",Şampiyon Mil Kupası'na dört yaş ve\nüzeri atlar da katılabiliyor.\nGelecek yıl yeniden deneriz.,0/0,TR batch 05
1,0/0/0,node_0004_slot_00.bin,all,138,Yeah.,Evet.,0/0,TR batch 05
1,0/0/0,node_0004_slot_00.bin,all,139,"After he's fully grown,\n\u0010\u0002\uFF00\u0003\u0010\u0002\uBD07\u00A0\u0010\u0002\u0101\u0001\u0010\u0001\uBD08\u0010\u0002\uFF00\0 will still be yours\nto ride, \u0010\u0002\uFF00\u0003\u0010\u0002\uBD07d\u0010\u0002\u0100\0\u0010\u0001\uBD08\u0010\u0002\uFF00\0.\u0010\u0001\uBE00\nI'm leaving him to you.","Tamamen büyüdükten sonra da\n\u0010\u0002\uFF00\u0003\u0010\u0002\uBD07\u00A0\u0010\u0002\u0101\u0001\u0010\u0001\uBD08\u0010\u0002\uFF00\0 yine senin bineceğin at olacak,\n\u0010\u0002\uFF00\u0003\u0010\u0002\uBD07d\u0010\u0002\u0100\0\u0010\u0001\uBD08\u0010\u0002\uFF00\0.\u0010\u0001\uBE00\nOnu sana emanet ediyorum.",0/0,TR batch 05
1,0/0/0,node_0004_slot_00.bin,all,140,"Thank you, Sir!","Teşekkürler, efendim!",0/0,TR batch 05
1,0/0/0,node_0005_slot_00.bin,all,0,\u3010Charge Card\u3011\nIncreases Energy,\u3010Şarj Kartı\u3011\nEnerjiyi artırır,0,TR batch 06
1,0/0/0,node_0005_slot_00.bin,all,1,\u3010Stamina Card\u3011\nReplenishes Stamina,\u3010Dayanıklılık Kartı\u3011\nDayanıklılığı yeniler,0,TR batch 06
1,0/0/0,node_0005_slot_00.bin,all,2,\u3010Carrot Card\u3011\nPuts horse in\ngood mood,\u3010Havuç Kartı\u3011\nAtın keyfini\nyerine getirir,0,TR batch 06
1,0/0/0,node_0005_slot_00.bin,all,3,\u3010Dung Card\u3011\nPuts horse in bad\nmood if not cleared,\u3010Gübre Kartı\u3011\nTemizlenmezse atın\nkeyfini kaçırır,0,TR batch 06
1,0/0/0,node_0005_slot_00.bin,all,4,\u3010Boost Card\u3011\nGives boost ability\nin the homestretch,\u3010Takviye Kartı\u3011 Son\ndüzlükte hızlanma\nyeteneği verir,0,TR batch 06
1,0/0/0,node_0005_slot_00.bin,all,5,\u3010Experience Card\u3011\nGives experience\npoints for growth,\u3010Deneyim Kartı\u3011\nGelişim için\ndeneyim puanı verir,0,TR batch 06
1,0/0/0,node_0005_slot_00.bin,all,6,\u3010Skill Card\u3011\nHelps horse learn\na new skill,\u3010Beceri Kartı\u3011\nAtın yeni bir beceri\nöğrenmesini sağlar,0,TR batch 06
1,0/0/0,node_0006_slot_00.bin,all,0,Deleting saved data \nwill erase all gameplay\nup to this point.\nAre you sure?\n(StreetPass will also\nbe disabled.),Kayıtlı verileri silmek\nşimdiye kadarki tüm\nilerlemeyi yok eder.\nEmin misiniz?\n(StreetPass de devre\ndışı kalır.),0,TR batch 06
1,0/0/0,node_0006_slot_00.bin,all,1,Deleted data cannot\nbe recovered.\nAre you really sure?,Silinen veriler geri\nalınamaz. Gerçekten\nemin misiniz?,0,TR batch 06
1,0/0/0,node_0006_slot_00.bin,all,2,Deleting saved data.\nPlease do not turn off\nthe power\nduring this process.,Kayıtlı veriler siliniyor.\nBu işlem\nsırasında lütfen\ngücü kapatmayın.,0,TR batch 06
1,0/0/0,node_0006_slot_00.bin,all,3,Saved data has\nbeen deleted.,Kayıtlı veriler\nsilindi.,0,TR batch 06
1,0/0/0,node_0006_slot_00.bin,all,4,"If you save the game\nstarting with a new\nhorse, the current\nhorse will be deleted.\nAre you sure?",Oyunu yeni bir atla\nbaşlatıp kaydederseniz\nmevcut at silinir.\nEmin misiniz?,0,TR batch 06
1,0/0/0,node_0006_slot_00.bin,all,5,Your stable is full!\nPlease enter Mature\nMode to let go or retire\none of your horses.,Ahırınız dolu!\nBir atı bırakmak veya\nemekli etmek için\nYetişkin Modu'na girin.,0,TR batch 06
1,0/0/0,node_0006_slot_00.bin,all,6,No mature horses are\navailable. Please start\nfrom Growth Mode.,Kullanılabilir yetişkin\nat yok. Lütfen Gelişim\nModu'ndan başlayın.,0,TR batch 06
1,0/0/0,node_0006_slot_00.bin,all,7,"Your farm is full.\nIf there is no room,\nretired horses cannot\nenter the farm. Do\nyou wish to proceed?",Çiftliğiniz dolu.\nYer yoksa emekli atlar\nçiftliğe giremez.\nDevam etmek istiyor\nmusunuz?,0,TR batch 06
1,0/0/0,node_0007_slot_00.bin,all,0,"BWA-HA-HA!\nGood show, \u0010\u0002\uFF00\u0003\u0010\u0002\uBD07d\u0010\u0002\u0100\0\u0010\u0001\uBD08\u0010\u0002\uFF00\0!","PUA-HA-HA!\nBravo, \u0010\u0002\uFF00\u0003\u0010\u0002\uBD07d\u0010\u0002\u0100\0\u0010\u0001\uBD08\u0010\u0002\uFF00\0!",0/0,TR batch 06
1,0/0/0,node_0007_slot_00.bin,all,1,Yay!,Yaşasın!,0/0,TR batch 06
1,0/0/0,node_0007_slot_00.bin,all,2,"It feels good to watch my horse win! \nThe feeling never gets old.\nYou've made me proud, kiddo!","Atımın kazandığını izlemek ne güzel!\nİnsan bu hisse hiç doymuyor.\nSeninle gurur duydum, ufaklık!",0/0,TR batch 06
1,0/0/0,node_0007_slot_00.bin,all,3,"Mr. Blingman, Sir, why did you decide\nto become a racehorse owner?","Bay Blingman, neden yarış atı sahibi\nolmaya karar verdiniz?",0/0,TR batch 06
1,0/0/0,node_0007_slot_00.bin,all,4,\u0010\u0002\uBE0A\0Hmm? Isn't it obvious?\nBecause it sounds impressive!,\u0010\u0002\uBE0A\0Hı? Belli değil mi?\nHavalı duruyor da ondan!,0/0,TR batch 06
1,0/0/0,node_0007_slot_00.bin,all,5,It does.,Gerçekten öyle.,0/0,TR batch 06
1,0/0/0,node_0007_slot_00.bin,all,6,"Makes me sound rich and successful, right?","Zengin ve başarılı gösteriyor, değil mi?",0/0,TR batch 06
1,0/0/0,node_0007_slot_00.bin,all,7,"Y-Yeah, it does.","E-Evet, sağlıyor.",0/0,TR batch 06
1,0/0/0,node_0007_slot_00.bin,all,8,Got a problem?,Bir sorun mu var?,0/0,TR batch 06
1,0/0/0,node_0007_slot_00.bin,all,9,N-No.,H-Hayır.,0/0,TR batch 06
1,0/0/0,node_0007_slot_00.bin,all,10,You think I'm gaudy?,Beni gösteriş meraklısı mı buluyorsun?,0/0,TR batch 06
1,0/0/0,node_0007_slot_00.bin,all,11,N-No!\nI never said that.,H-Hayır!\nBen öyle bir şey demedim.,0/0,TR batch 06
1,0/0/0,node_0007_slot_00.bin,all,12,"BWA-HA-HA! It's all right.\nTake care of \u0010\u0002\uFF00\u0003\u0010\u0002\uBD07\u00A0\u0010\u0002\u0101\u0001\u0010\u0001\uBD08\u0010\u0002\uFF00\0,\nall right?","PUA-HA-HA! Sorun değil.\n\u0010\u0002\uFF00\u0003\u0010\u0002\uBD07\u00A0\u0010\u0002\u0101\u0001\u0010\u0001\uBD08\u0010\u0002\uFF00\0 ile iyi ilgilen, tamam mı?",0/0,TR batch 06
1,0/0/0,node_0007_slot_00.bin,all,13,"Yes, Sir!","Evet, efendim!",0/0,TR batch 06
1,0/0/0,node_0007_slot_00.bin,all,14,"\u0010\u0002\uBE0A\u0001BWA-HA-HA-HA!\n\u0010\u0002\uFF00\u0003\u0010\u0002\uBD07d\u0010\u0002\u0100\0\u0010\u0001\uBD08\u0010\u0002\uFF00\0!\u0010\u0001\uBE01\nYou're in a winning rush lately, I hear!",\u0010\u0002\uBE0A\u0001PUA-HA-HA-HA!\n\u0010\u0002\uFF00\u0003\u0010\u0002\uBD07d\u0010\u0002\u0100\0\u0010\u0001\uBD08\u0010\u0002\uFF00\0!\u0010\u0001\uBE01\nDuyduğuma göre zafer üstüne zafer!,0/0,TR batch 06
1,0/0/0,node_0007_slot_00.bin,all,15,"Aww, I'm just lucky, Mr. Blingman.","Ah, yalnızca şanslıyım, Bay Blingman.",0/0,TR batch 06
1,0/0/0,node_0007_slot_00.bin,all,16,I hear you weren't so great in the past.,Eskiden pek iyi olmadığını duydum.,0/0,TR batch 06
1,0/0/0,node_0007_slot_00.bin,all,17,Um...\nMaybe? I guess?,Şey...\nBelki? Sanırım?,0/0,TR batch 06
1,0/0/0,node_0007_slot_00.bin,all,18,\u0010\u0002\uBE0A\0How did you do in your first race?,\u0010\u0002\uBE0A\0İlk yarışında kaçıncı oldun?,0/0,TR batch 06
1,0/0/0,node_0007_slot_00.bin,all,19,About the 13th.,On üçüncü falan.,0/0,TR batch 06
1,0/0/0,node_0007_slot_00.bin,all,20,"What do you mean, ""about""?\nThere's no such thing as ""about"" 13th place.","""Falan"" da ne demek?\n""On üçüncü falan"" diye bir derece olmaz.",0/0,TR batch 06
1,0/0/0,node_0007_slot_00.bin,all,21,Sorry. I'm pretty laid back that way.\nI'm not too worried about the details.,Özür dilerim. Biraz rahat biriyim.\nAyrıntılara pek takılmam.,0/0,TR batch 06
1,0/0/0,node_0007_slot_00.bin,all,22,\u0010\u0002\uBE0A\u0004Laid back?\nI'm beginning to worry about\nchoosing you as my jockey.,\u0010\u0002\uBE0A\u0004Rahat mı?\nSeni jokeyim seçtiğim için\nendişelenmeye başladım.,0/0,TR batch 06
1,0/0/0,node_0007_slot_00.bin,all,23,Huh!? I was just kidding! \nI'm pretty driven.\nI can wake up early when I need to...,Ne!? Şaka yapıyordum!\nGayet azimliyimdir.\nGerekince erken kalkabilirim...,0/0,TR batch 06
1,0/0/0,node_0007_slot_00.bin,all,24,"\u0010\u0002\uBE0A\0That's not too convincing, kiddo.","\u0010\u0002\uBE0A\0Pek ikna edici olmadı, ufaklık.",0/0,TR batch 06
1,0/0/0,node_0007_slot_00.bin,all,25,I can eat a whole box of cookies\nwithout stopping...,Bir kutu kurabiyeyi hiç durmadan\nbitirebilirim...,0/0,TR batch 06
1,0/0/0,node_0007_slot_00.bin,all,26,"All right, all right,\nenough of your reasons...\nJust win the next race, OK?","Tamam, tamam,\nbahanelerini yeterince dinledim...\nBir sonraki yarışı kazan, olur mu?",0/0,TR batch 06
1,0/0/0,node_0007_slot_00.bin,all,27,Sure thing!,Elbette!,0/0,TR batch 06
1,0/0/0,node_0007_slot_00.bin,all,28,"\u0010\u0002\uBE0A\u0001BWA-HA-HA!\nA splendid victory, \u0010\u0002\uFF00\u0003\u0010\u0002\uBD07d\u0010\u0002\u0100\0\u0010\u0001\uBD08\u0010\u0002\uFF00\0!","\u0010\u0002\uBE0A\u0001PUA-HA-HA!\nMuhteşem bir zafer, \u0010\u0002\uFF00\u0003\u0010\u0002\uBD07d\u0010\u0002\u0100\0\u0010\u0001\uBD08\u0010\u0002\uFF00\0!",0/0,TR batch 06
1,0/0/0,node_0007_slot_00.bin,all,29,YEAH!,EVET!,0/0,TR batch 06
1,0/0/0,node_0007_slot_00.bin,all,30,All right! I'm holding a party tonight!\nBWA-HA-HA!,Pekâlâ! Bu gece parti veriyorum!\nPUA-HA-HA!,0/0,TR batch 06
1,0/0/0,node_0007_slot_00.bin,all,31,"Mr. Blingman, \nI have a question for you...","Bay Blingman,\nsize bir sorum var...",0/0,TR batch 06
1,0/0/0,node_0007_slot_00.bin,all,32,\u0010\u0002\uBE0A\0What is it?,\u0010\u0002\uBE0A\0Nedir?,0/0,TR batch 06
1,0/0/0,node_0007_slot_00.bin,all,33,You've got a reputation for spending your \nmoney lavishly on everything...,Her şeye bol keseden para harcamanızla\nün salmışsınız...,0/0,TR batch 06
1,0/0/0,node_0007_slot_00.bin,all,34,"I do, I do!\nGotta love the luxuries.",Doğrudur!\nLüksün tadını çıkarmak gerek.,0/0,TR batch 06
1,0/0/0,node_0007_slot_00.bin,all,35,Y-Yeah...\u0010\u0001\uBE01\nSo I was just wondering.\nIs there anything that you've regretted \npurchasing in the past?,E-Evet...\u0010\u0001\uBE01\nBen de merak ettim.\nGeçmişte satın aldığınıza pişman olduğunuz\nbir şey var mı?,0/0,TR batch 06
1,0/0/0,node_0007_slot_00.bin,all,36,"\u0010\u0002\uBE0A\u0004Hmm...\u0010\u0001\uBE01\n\u0010\u0002\uBE0A\u0001NOPE!\nThere's no such word as ""wasteful"" \nin my books!","\u0010\u0002\uBE0A\u0004Hmm...\u0010\u0001\uBE01\n\u0010\u0002\uBE0A\u0001HAYIR!\nBenim kitabımda ""israf"" diye bir kelime yok!",0/0,TR batch 06
1,0/0/0,node_0007_slot_00.bin,all,37,Wow.\nI'm speechless.,Vay canına.\nDiyecek söz bulamıyorum.,0/0,TR batch 06
1,0/0/0,node_0007_slot_00.bin,all,38,"\u0010\u0002\uBE0A\0There was this time when I was into soda.\nSo, I started by buying all the sodas I could.",\u0010\u0002\uBE0A\0Bir ara gazoza merak salmıştım.\nÖnce bulabildiğim bütün gazozları aldım.,0/0,TR batch 06
1,0/0/0,node_0007_slot_00.bin,all,39,Oh.\nThat's how rich people start...,Aa.\nZenginler böyle başlıyor demek...,0/0,TR batch 06
1,0/0/0,node_0007_slot_00.bin,all,40,"But soon, that became not enough.\nSo I made a sodary.",Ama kısa sürede bu da yetmedi.\nBen de bir gazozhane kurdum.,0/0,TR batch 06
1,0/0/0,node_0007_slot_00.bin,all,41,Sodary?,Gazozhane mi?,0/0,TR batch 06
1,0/0/0,node_0007_slot_00.bin,all,42,Think of it as a factory to make soda.,Gazoz üreten bir fabrika gibi düşün.,0/0,TR batch 06
1,0/0/0,node_0007_slot_00.bin,all,43,"I see. \nSo instead of buying soda,\nyou began making your own...",Anladım.\nGazoz almak yerine kendiniz\nüretmeye başladınız...,0/0,TR batch 06
1,0/0/0,node_0007_slot_00.bin,all,44,It was fine up till there...\u0010\u0001\uBE01\nThen I got the idea: Wouldn't it be fun \nif soda poured out of a tap at home?,Buraya kadar her şey iyiydi...\u0010\u0001\uBE01\nSonra aklıma şu geldi: Evde musluğu açınca\ngazoz akması eğlenceli olmaz mı?,0/0,TR batch 06
1,0/0/0,node_0007_slot_00.bin,all,45,I don't see the fun of making soda\nthat way...,"Gazozu öyle üretmenin neresi\neğlenceli, anlamadım...",0/0,TR batch 06
1,0/0/0,node_0007_slot_00.bin,all,46,"Anyway, I got people to construct a tap for\nlime soda, orange soda, and grape soda.\nThis wasn't a good idea!","Neyse, misket limonlu, portakallı ve\nüzümlü gazoz için ayrı musluklar yaptırdım.\nHiç iyi fikir değilmiş!",0/0,TR batch 06
1,0/0/0,node_0007_slot_00.bin,all,47,"Yeah, I wouldn't imagine so...",Ben de iyi olacağını sanmazdım...,0/0,TR batch 06
1,0/0/0,node_0007_slot_00.bin,all,48,"Listen, kiddo. Never put soda through a pipe.\nIt destroys the fine taste completely.",Dinle ufaklık. Gazozu asla borudan geçirme.\nNarin tadını tamamen mahvediyor.,0/0,TR batch 06
1,0/0/0,node_0007_slot_00.bin,all,49,"Um, wouldn't that mean all that\nwent to waste...?","Şey, bu durumda bütün o masraf\nboşa gitmiş olmuyor mu...?",0/0,TR batch 06
1,0/0/0,node_0007_slot_00.bin,all,50,"Not at all!\nBecause while I waited for the taps to be\nmade, there was anticipation! Fun!\u0010\u0001\uBE00\nIt was well worth the money!",Hiç de değil!\nMuslukların yapılmasını beklerken içimde\nheyecan vardı! Eğleniyordum!\u0010\u0001\uBE00\nVerdiğim paraya sonuna kadar değdi!,0/0,TR batch 06
1,0/0/0,node_0007_slot_00.bin,all,51,Th-That's very expensive anticipation...,"B-Bu, çok pahalı bir heyecan...",0/0,TR batch 06
1,0/0/0,node_0007_slot_00.bin,all,52,\u0010\u0002\uBE0A\u0001I told you before.\nI love the luxuries!\nBWA-HA-HA!,\u0010\u0002\uBE0A\u0001Daha önce de söyledim.\nLüksü seviyorum!\nPUA-HA-HA!,0/0,TR batch 06
1,0/0/0,node_0007_slot_00.bin,all,53,"\u0010\u0002\uBE0A\u0001BWA-HA-HA!\nWell done, \u0010\u0002\uFF00\u0003\u0010\u0002\uBD07d\u0010\u0002\u0100\0\u0010\u0001\uBD08\u0010\u0002\uFF00\0!","\u0010\u0002\uBE0A\u0001PUA-HA-HA!\nAferin, \u0010\u0002\uFF00\u0003\u0010\u0002\uBD07d\u0010\u0002\u0100\0\u0010\u0001\uBD08\u0010\u0002\uFF00\0!",0/0,TR batch 06
1,0/0/0,node_0007_slot_00.bin,all,54,I won!,Kazandım!,0/0,TR batch 06
1,0/0/0,node_0007_slot_00.bin,all,55,\u0010\u0002\uBE0A\0You're beginning to be quite a star!,\u0010\u0002\uBE0A\0Giderek yıldız oluyorsun!,0/0,TR batch 06
1,0/0/0,node_0007_slot_00.bin,all,56,"Thanks to you, \nfor putting me on your good horses!",Beni iyi atlarınıza bindirdiğiniz için\nsizin sayenizde!,0/0,TR batch 06
1,0/0/0,node_0007_slot_00.bin,all,57,"BWA-HA-HA!\nYou're starting to earn good money, eh?\nYou can't just earn, you gotta learn to spend!","PUA-HA-HA!\nİyi para kazanmaya başladın, ha?\nYalnız kazanmak yetmez, harcamayı da öğren!",0/0,TR batch 06
1,0/0/0,node_0007_slot_00.bin,all,58,"Aww, I'm earning nothing compared to you...\nI need to save up.","Ah, sizin yanınızda kazandığım hiç kalır...\nBiraz biriktirmem gerek.",0/0,TR batch 06
1,0/0/0,node_0007_slot_00.bin,all,59,"Listen. \nIf you earn big, you gotta spend big.",Dinle.\nBüyük kazanıyorsan büyük harcamalısın.,0/0,TR batch 06
1,0/0/0,node_0007_slot_00.bin,all,60,Why?,Neden?,0/0,TR batch 06
1,0/0/0,node_0007_slot_00.bin,all,61,"Because money is like the blood of society.\u0010\u0001\uBE01\nIt's good if it circulates to \nevery nook and cranny...\u0010\u0001\uBE01\nBut if it stops somewhere,\nyou're dead.",Çünkü para toplumun kanı gibidir.\u0010\u0001\uBE01\nHer köşeye ulaşıp dolaşması iyidir...\u0010\u0001\uBE01\nAma bir yerde durursa ölürsün.,0/0,TR batch 06
1,0/0/0,node_0007_slot_00.bin,all,62,Dead...,Ölür müyüm...,0/0,TR batch 06
1,0/0/0,node_0007_slot_00.bin,all,63,"When cash flows, there are more jobs.\nMore people.\u0010\u0001\uBE01\nThen you get more skills, new knowledge,\nand that goes on to the next generation.","Para aktıkça daha çok iş olur.\nDaha çok insan çalışır.\u0010\u0001\uBE01\nYeni beceriler ve bilgiler ortaya çıkar,\nsonra bunlar bir sonraki kuşağa aktarılır.",0/0,TR batch 06
1,0/0/0,node_0007_slot_00.bin,all,64,I see...,Anlıyorum...,0/0,TR batch 06
1,0/0/0,node_0007_slot_00.bin,all,65,Do you think the reason why I spend\nso much on horses is simply to look good?,Atlara bu kadar para harcamamın tek nedeni\nsence gösteriş yapmak mı?,0/0,TR batch 06
1,0/0/0,node_0007_slot_00.bin,all,66,I do...n't.,Öyle... düşünmüyorum.,0/0,TR batch 06
1,0/0/0,node_0007_slot_00.bin,all,67,I do it because I want the culture of breeding\nand keeping horses in our country to go on.,Ülkemizde at yetiştirme ve bakım kültürü\nsürsün diye bunu yapıyorum.,0/0,TR batch 06
1,0/0/0,node_0007_slot_00.bin,all,68,"Hmm.\nBut, why?",Hmm.\nAma neden?,0/0,TR batch 06
1,0/0/0,node_0007_slot_00.bin,all,69,"That's something that \nI can't explain well myself...\u0010\u0001\uBE01\nWe aren't in an era where we need horses\nto ride to battle.\u0010\u0001\uBE01\nThey aren't even easy to keep,\nbut humans have continued breeding and\ntaking care of them for ages.",Bunu ben de pek iyi açıklayamıyorum...\u0010\u0001\uBE01\nArtık savaşa at sırtında gitmemizi\ngerektiren bir çağda değiliz.\u0010\u0001\uBE01\nBakımları da kolay değil ama insanlar\nyüzyıllardır at yetiştirip onlarla ilgileniyor.,0/0,TR batch 06
1,0/0/0,node_0007_slot_00.bin,all,70,True.,Doğru.,0/0,TR batch 06
1,0/0/0,node_0007_slot_00.bin,all,71,I guess it's because there's \nsomething about them that's appealing.,Sanırım onları çekici kılan\nbaşka bir şey var.,0/0,TR batch 06
1,0/0/0,node_0007_slot_00.bin,all,72,...I guess so.,...Sanırım öyle.,0/0,TR batch 06
1,0/0/0,node_0007_slot_00.bin,0,73,"But, if there isn't any cash \nbeing spent on horses, \nthey'll disappear in a flash.\u0010\u0001\uBE00\n...Or so I think.\u0010\u0001\uBE01\n'Cause keeping them ain't easy.",Ama atlara para harcanmazsa\ngöz açıp kapayıncaya kadar yok olurlar.\u0010\u0001\uBE00\n...En azından ben öyle düşünüyorum.\u0010\u0001\uBE01\nÇünkü bakımları hiç kolay değil.,0,TR batch 06
1,0/0/0,node_0007_slot_00.bin,1,73,"But, if there isn't any cash\nbeing used on horses, they'll\ndisappear in a flash.\u0010\u0001\uBE00\n...Or so I think.\u0010\u0001\uBE01\n'Cause keeping them ain't easy.",Ama atlara para harcanmazsa\ngöz açıp kapayıncaya kadar yok olurlar.\u0010\u0001\uBE00\n...En azından ben öyle düşünüyorum.\u0010\u0001\uBE01\nÇünkü bakımları hiç kolay değil.,0,TR batch 06
1,0/0/0,node_0007_slot_00.bin,all,74,Hmm...,Hmm...,0/0,TR batch 06
1,0/0/0,node_0007_slot_00.bin,all,75,"So, while you're winning, \nyou gotta remember to spend your \nhard-earned cash on the things you love.","Bu yüzden kazanırken, alın terinle\nkazandığın parayı sevdiğin şeylere\nharcamayı unutma.",0/0,TR batch 06
1,0/0/0,node_0007_slot_00.bin,all,76,Things I love...?\u0010\u0001\uBE01\nOkay.\nI'll go buy some ice cream and games\nright now!,Sevdiğim şeyler mi...?\u0010\u0001\uBE01\nTamam.\nHemen dondurma ve oyun almaya gidiyorum!,0/0,TR batch 06
1,0/0/0,node_0007_slot_00.bin,all,77,\u0010\u0002\uBE0A\u0001BWA-HA-HA!\nDon't eat so much you get sick!,\u0010\u0002\uBE0A\u0001PUA-HA-HA!\nKendini hasta edecek kadar yeme!,0/0,TR batch 06
1,0/0/0,node_0007_slot_00.bin,all,78,"\u0010\u0002\uBE0A\u0001BWA-HA-HA!\nGood show, \u0010\u0002\uFF00\u0003\u0010\u0002\uBD07d\u0010\u0002\u0100\0\u0010\u0001\uBD08\u0010\u0002\uFF00\0!","\u0010\u0002\uBE0A\u0001PUA-HA-HA!\nBravo, \u0010\u0002\uFF00\u0003\u0010\u0002\uBD07d\u0010\u0002\u0100\0\u0010\u0001\uBD08\u0010\u0002\uFF00\0!",0/0,TR batch 06
1,0/0/0,node_0007_slot_00.bin,all,79,Yay!,Yaşasın!,0/0,TR batch 06
