"Label","TR","EUen","USen","EUfr","USfr","EUde","EUit","EUes","USes","JPja"
"Boss_Nail_Success_4","Harika!","Amazing!","Amazing!","Terminé !","Très bien!","Juhu!","Grande!","¡Genial!","¡Estupendo!","すばらしい！"
"Boss_Nail_Fail_Miss_0","Ah!","Ouch!","Ouch!","Houlà !","Houlà!","Autsch!","Ahia!","¡Ay!","¡Ay!","いてっ！"
"Boss_Nail_Fail_Miss_1","Aptal kafa!","Bonehead!","Bonehead!","Vraiment ?","Vraiment?","Im Ernst?","Ma che fai!","¡Animal!","¡Qué daño!","へたくそっ！"
"Boss_Nail_TimeupStart_0","Acele et!","Hurry up!","Hurry up!","Dépêche !","Dépêche!","Gib Gas!","Sbrìgati!","¡Deprisa!","¡Apúrate!","はやく！"
"Boss_Nail_TimeupStart_1","Hadi!","Come on!","Come on!","Allez, vite !","Allez, vite!","Na los!","Andiamo!","¡Venga!","¡Anda!","ほらほら！"
"Boss_Nail_TimeupStart_2","Daha hızlı!","Faster!","Faster!","Accélère !","Accélère!","Schneller!","Veloce!","¡Rápido!","¡Rápido!","いそいで！"
"Boss_Nail_Timeup3_0","3","3","3","3","3","3","3","3","3","3"
"Boss_Nail_Timeup2_0","2","2","2","2","2","2","2","2","2","2"
"Boss_Nail_Timeup1_0","1","1","1","1","1","1","1","1","1","1"
"Boss_Nail_TimeupEnd_0","Süre doldu!","Time's up!","Time's up!","C'est fini...","C'est fini...","Und vorbei.","Basta!","¡Se acabó!","¡Se acabó!","じかんぎれ"
"Boss_Nail_Start_0","Başla!","Start!","Start!","Vas-y !","Vas-y!","Start!","Via!","¡Adelante!","¡Vamos!","スタート！"
"NameShot_Word_00","ＨＡＶＡＬＩ！","ＣＯＯＬ！","ＣＯＯＬ！","ＣＯＯＯＬ","ＣＯＯＯＬ","ＣＯＯＬ！","ＢＵＯＮＯ","ＣＨＵＬＯ","FEROZ","はらへった"
"NameShot_Word_01","NEFİS","ＮＥＡＴＯ","ＮＥＡＴＯ","ＭＡＬＩＮ","ＭＡＬＩＮ","ＴＯＬＬ！","ＡＭＯＲＥ","ＴＲＡＴＯ","ＴＲＡＴＯ","こんにちは"
"NameShot_Word_02","SÜPER","ＰＲＩＭＯ","ＰＲＩＭＯ","ＡＬＬＥＺ","ＡＬＬＥＺ","ＰＲＩＭＯ","ＭＡＧＩＡ","ＴＯＴＡＬ","ＴＯＴＡＬ","そうなのか"
"NameShot_Word_03","ＭＵＴＬＵ","ＨＡＰＰＹ","ＨＡＰＰＹ","ＹＯＵＰＩ","ＹＯＵＰＩ","ＦＲＯＨ！","ＣＡＮＴＯ","ＦＥＬＩＺ","ＦＥＬＩＺ","もうすこし"
"NameShot_Word_04","BİRİNCİ","ＰＲＩＭＥ","ＰＲＩＭＥ","ＶＡＳ－Ｙ","ＶＡＳ－Ｙ","ＰＲＩＭＡ","ＦＥＲＩＥ","ＲＵＩＤＯ","ＲＵＩＤＯ","あしたこそ"
"NameShot_Word_05","SÜPER","ＳＵＰＥＲ","ＳＵＰＥＲ","ＳＵＰＥＲ","ＳＵＰＥＲ","ＳＵＰＥＲ","ＳＵＰＥＲ","ＳÚＰＥＲ","ＳÚＰＥＲ","よかったね"
"NameShot_Word_06","ＳＫＯＲ","ＳＣＯＲＥ","ＳＣＯＲＥ","ＳＣＯＲＥ","ＳＣＯＲＥ","ＳＣＯＲＥ","ＰＵＮＴＩ","ＡＴＡＣＡ","ＡＴＡＣＡ","へいわだね"
"NameShot_Word_07","GÜNEŞLİ","ＳＵＮＮＹ","ＳＵＮＮＹ","ＧＡＧＮＥ","ＧＡＧＮＥ","ＳＯＮＮＥ","ＦＯＲＴＥ","ＧＡＲＢＯ","ＧＡＲＢＯ","そこらへん"
"NameShot_Word_08","YÜKSEK!","ＬＯＵＤ！","ＬＯＵＤ！","ＦＯＲＣＥ","ＦＯＲＣＥ","ＬＡＵＴ！","ＡＳＴＲＯ","ＳＡＧＡＺ","ＳＡＧＡＺ","いいカンジ"
"NameShot_Word_09","MUHTEŞEM","ＧＲＡＮＤ","ＧＲＡＮＤ","ＧＥＡＮＴ","ＧＥＡＮＴ","ＧＲＯＳＳ","ＧＥＮＴＥ","ＶＡＬＯＲ","ＶＡＬＯＲ","そういえば"
"NameShot_Word_10","SAÇMA","ＳＩＬＬＹ","ＳＩＬＬＹ","ＭＩＬＬＥ","ＭＩＬＬＥ","ＤＵＭＭ！","ＰＥＲＬＡ","ＣＨＵＰＩ","NUEVO","わすれてた"
"NameShot_Word_11","ＰＡＲＡ","ＭＯＮＥＹ","ＭＯＮＥＹ","ＢＩＮＧＯ","ＢＩＮＧＯ","ＫＯＨＬＥ","ＳＯＬＤＩ","ＤＵＬＣＥ","ＤＵＬＣＥ","うまいなあ"
"NameShot_Word_12","ＳＯＳ","ＧＲＡＶＹ","ＧＲＡＶＹ","ＢＥＮＥＦ","ＢＥＮＥＦ","ＴＵＮＫＥ","ＧＡＴＴＩ","ＧＵＳＴＯ","ＧＵＳＴＯ","まあいいや"
"NameShot_Word_13","ＳＥＲＳＥＭ","ＧＩＤＤＹ","ＧＩＤＤＹ","ＮＯＢＬＥ","ＮＯＢＬＥ","ＷＩＴＺ！","ＮＵＯＶＡ","ÁＮＩＭＯ","ÁＮＩＭＯ","ホントだよ"
"NameShot_Word_14","ＥＶＥＥＥＥＴ","ＹＥＳＳＳ","ＹＥＳＳＳ","ＹＥＳＳＳ","ＹＥＳＳＳ","ＪＡ－ＪＡ","ＳÌÌÌ！","ＳＩＧＵＥ","ＳＩＧＵＥ","ことしから"
"NameShot_Word_15","ＴＡＴＬＩ","ＳＷＥＥＴ","ＳＷＥＥＴ","ＢＲＡＶＯ","ＢＲＡＶＯ","ＧＯＬＤＩ","ＤＯＬＣＥ","ＭＯＬÓＮ","BUENO","だからって"
"NameShot_Word_16","HARİKA","ＧＲＥＡＴ","ＧＲＥＡＴ","ＷＡＯＵＨ","ＷＡＯＵＨ","ＤＵＦＴＥ","ＢＥＬＬＯ","ＡＨＯＲＡ","ＡＨＯＲＡ","しあわせだ"
"NameShot_Word_17","ŞANSLI","ＬＵＣＫＹ","ＬＵＣＫＹ","ＧＲＡＮＤ","ＧＲＡＮＤ","ＧＬÜＣＫ","ＳＯＲＴＥ","ＧＵＡＰＯ","ＧＵＡＰＯ","のんきだな"
"NameShot_Word_18","ＨＡＶＡＬＩ","ＳＬＩＣＫ","ＳＬＩＣＫ","ＥＸＡＣＴ","ＥＸＡＣＴ","ＧＬＡＴＴ","ＰＲＡＴＯ","ＶＥＬＯＺ","ＶＥＬＯＺ","よいてんき"
"NameShot_Word_19","ＥＶＥＴ！","ＹＥＡＨ！","ＹＥＡＨ！","ＯＵＡＩＳ","ＯＵＡＩＳ","ＹＥＡＨ！","ＰＡＬＬＡ","ＬＩＮＤＯ","ＬＩＮＤＯ","おどろいた"
"NameShot_Word_20","PARTİ","ＰＡＲＴＹ","ＰＡＲＴＹ","Ｃ－ＢＯＮ","Ｃ－ＢＯＮ","ＰＡＲＴＹ","ＦＥＳＴＡ","ＨＯＮＯＲ","ＨＯＮＯＲ","げんきです"
"NameShot_Word_21","ＫＯＬＡＹ！","ＥＡＳＹ！","ＥＡＳＹ！","ＪＵＳＴＥ","ＪＵＳＴＥ","ＲＵＨＩＧ","ＦＩＯＲＥ","ＰＩＳＴＡ","ＰＩＳＴＡ","ごかいだよ"
"NameShot_Word_22","ÇANTADA","ＣＩＮＣＨ","ＣＩＮＣＨ","ＤＲＯＬＥ","ＤＲＯＬＥ","ＳＰＩＥＬ","ＣＵＬＬＡ","ÚＮＩＣＯ","ÚＮＩＣＯ","あらフシギ"
"NameShot_Word_23","LEZZETLİ","ＴＡＳＴＹ","ＴＡＳＴＹ","ＦＵＮＫＹ","ＦＵＮＫＹ","ＦＵＮＫＹ","ＣＵＯＲＥ","ＭＡＧＩＡ","ＭＡＧＩＡ","そうきたか"
"NameShot_Word_24","ŞIP!","ＳＮＡＰ！","ＳＮＡＰ！","ＭＡＧＩＥ","ＭＡＧＩＥ","ＰＥＮＧ！","ＧＩＯＩＡ","ÉＸＩＴＯ","ÉＸＩＴＯ","まだいける"
"NameShot_Word_25","ŞIK","ＳＵＡＶＥ","ＳＵＡＶＥ","ＲＥＧＬＯ","ＲＥＧＬＯ","ＳＡＮＦＴ","ＳＯＡＶＥ","ＳＵＡＶＥ","ＳＵＡＶＥ","どうなのよ"
"NameShot_Word_26","PATRON!","BOSS!","BOSS!","ＢＯＳＳ！","ＢＯＳＳ！","BOSS!","BOSS!","BOSS!","ＪＥＦＥＳ","つぎがボス"
"MemorialPhoto","Dungston\nÜniversitesi","Dungston\nUniversity","Dungston\nUniversity","Académie\nFlatulia","Académie\nFlatulia","Akademie für\nErleichterung","Accademia\nPeristaltica","Universidad\nPedorretilla","Universidad\nTroncazo","ブリブリッジだいがく\nそつぎょうしき"
"RPG_Name","Ad","Name","Name","Nom","Nom","Name","Nome","Nombre","Nombre","なまえ"
"RPG_Lv","SV","LV","LV","Niv.","Niv.","LV","Liv.","NV","Niv.","Lv"
"RPG_Hp","HP","HP","HP","PV","PV","HP","PS","PV","PV","HP"
"RPG_Mp","MP","MP","MP","PM","PM","MP","PM","PM","PM","MP"
"RPG_Monster_Lv1","Cılız Patlıcan","Squibbly Eggplant","Squibbly Eggplant","L'écuyer aubergine","L'écuyer aubergine","Ekel-Aubergine","Melanzanino","Berenjenio débil","Berenjenio débil","ナスボー"
"RPG_Monster_Lv2","Patlıcan Şövalyesi","Eggplant Knight","Eggplant Knight","Le chevalier aubergine","Le chevalier aubergine","Auberginenritter","Cavalier Melanzan","Berenjenio noble","Berenjenio noble","ナスナイト"
"RPG_Monster_Lv3","Patlıcan Kralı","Eggplant King","Eggplant King","Le roi aubergine","Roi aubergine","Auberginenkönig","Re Melanzanio","Berenjenio rey","Berenjenio rey","ナスマジン"
"RPG_Emergence"," ortaya çıktı!"," appeared!"," appeared!"," apparaît !"," apparaît!"," taucht auf!"," ti aggredisce!"," apareció."," apareció.","が　あらわれた！"
"RPG_AttackChance","Şimdi saldırabilirsin!\nNe yapacaksın?","You can attack now!\nWhat will you do?","You can attack now!\nWhat will you do?","Tu peux attaquer !\nQue fais-tu ?","Attaque!\nQue fais-tu?","Du kannst nun angreifen!\nWas möchtest du tun?","Adesso puoi attaccare!\nCosa fai?","¿Qué quieres hacer?","¿Qué quieres hacer?","こうげきの　チャンスだ！\nどうする？"
"RPG_Kill"," yere serildi!"," felled!"," felled!"," a péri !"," a péri!"," ist besiegt!"," è sconfitto!"," perdió."," ha caído.","を　たおした！！"
"RPG_Attack_01","Düşman hasar aldı!","The enemy took damage!","The enemy took damage!","L'ennemi a reçu des dégâts !","L'ennemi a reçu des dégâts!","Gegner hat Schaden genommen!","Hai causato molti danni!","¡El enemigo sufrió daño!","¡El enemigo sufrió daño!","かなりの　ダメージをあたえた！"
"RPG_Attack_02","Kritik vuruş!","Critical hit!","Critical hit!","Coup critique !","Coup critique!","Kritischer Treffer!","Colpo critico!","¡Crítico!","¡Crítico!","クリティカルヒット！"
"RPG_Attack_03","GÜM!","THUD!","THUD!","VLAN !","VLAN!","RUMMS!","SBAM!","¡CATAPÚN!","¡PUM!","どかーん！！"
"RPG_Damage_01","Ne oluyor öyle?!","Hey, what's THAT?!","Hey, what's THAT?!","C'est pas possible ?!","C'est pas possible?!","Hey, was war DAS DENN?!","E quello cos'è?","¡Qué paliza!","¡Qué paliza!","なんだ　それ！"
"RPG_Damage_02","Hayııır!","Nooo!","Nooo!","Oh nooon !","Oh nooon!","Neeein!","Nooo!","¡Nooo!","¡Nooo!","ちがーう！"
"RPG_Damage_03","Bu iyi değil.","That's not good.","That's not good.","Ça va mal pour toi !","Ça va mal pour toi!","Gar nicht gut...","Non funzionerà!","Esto pinta mal.","Esto no va bien.","そんなの　きかないよ！"
"RPG_YouLost","Bitti.","It's over.","It's over.","C'est terminé...","C'est terminé...","Es ist vorbei...","Hai perso.","Se acabó.","Se acabó.","あなたは　まけました"
"RPG_Question2_0","Tekmele!","Kick!","Kick!","Coup de pied","Coup de pied","Tritt!","Calcio!","¡Patada!","¡Patada!","キック！"
"RPG_Question2_1","Mutfak!","Kitchen!","Kitchen!","Coup de main","Coup de main","Hit!","Cacio!","¡Entrada!","¡Patuda!","キッ<MSBT:0000:0003:0100FF0000FF>コ<MSBT:0000:0003:FF00000000FF><MSBT:0000:0003:0100FFFFFFFF>！<MSBT:0000:0003:FF00000000FF>"
"RPG_Question2_2","Çentik!","Knick!","Knick!","Coup de fil","Coup de fil","Knick!","Calco!","¡Colada!","¡Paleta!","キ<MSBT:0000:0003:0100FF0000FF>シ<MSBT:0000:0003:FF00000000FF><MSBT:0000:0003:0100FFFFFFFF>ク！<MSBT:0000:0003:FF00000000FF>"
"RPG_Question2_3","Tık!","Click!","Click!","Coup de cœur","Coup de cœur","Klick!","Bacio!","¡Bobada!","¡Patito!","<MSBT:0000:0003:0100FF0000FF>ギ<MSBT:0000:0003:FF00000000FF><MSBT:0000:0003:0100FFFFFFFF>ック！<MSBT:0000:0003:FF00000000FF>"
"RPG_Question3_0","At!","Throw!","Throw!","Lancer","Lancer","Wurf!","Pugno!","¡Disparo!","¡Disparo!","せおいなげ！"
"RPG_Question3_1","Karga!","Crow!","Crow!","Lamper","Lamper","Schlurf!","Pegno!","¡Reparo!","¡Declaro!","せお<MSBT:0000:0003:0100FF0000FF>こ<MSBT:0000:0003:FF00000000FF><MSBT:0000:0003:0100FFFFFFFF>なげ！<MSBT:0000:0003:FF00000000FF>"
"RPG_Question3_2","Hamur!","Dough!","Dough!","Ramper","Ramper","Wurzel!","Pungo!","¡Regalo!","¡Separo!","せおい<MSBT:0000:0003:0100FF0000FF>た<MSBT:0000:0003:FF00000000FF><MSBT:0000:0003:0100FFFFFFFF>げ！<MSBT:0000:0003:FF00000000FF>"
"RPG_Question3_3","Oysa!","Though!","Though!","Danser","Danser","Kurven!","Fungo!","¡Avaro!","¡Regalo!","<MSBT:0000:0003:0100FF0000FF>ぜ<MSBT:0000:0003:FF00000000FF><MSBT:0000:0003:0100FFFFFFFF>おいな<MSBT:0000:0003:FF00000000FF><MSBT:0000:0003:0100FF0000FF>け<MSBT:0000:0003:FF00000000FF><MSBT:0000:0003:0100FFFFFFFF>！<MSBT:0000:0003:FF00000000FF>"
"RPG_Question4_0","Tokat at!","Slap face!","Slap face!","Claque","Claque","Klatscher!","Montante!","¡Bofetón!","¡Bofetada!","おうふくビンタ！"
"RPG_Question4_1","Tuzak surat!","Trap face!","Trap face!","Clique","Clique","Matsche!","Montano!","¡Glotón!","¡Bocina!","おうふくビ<MSBT:0000:0003:0100FF0000FF>ソ<MSBT:0000:0003:FF00000000FF><MSBT:0000:0003:0100FFFFFFFF>タ！<MSBT:0000:0003:FF00000000FF>"
"RPG_Question4_2","Güzel dantel!","Pretty lace!","Pretty lace!","Flaque","Flaque","Latschen!","Mentina!","¡Chitón!","¡Bondad!","お<MSBT:0000:0003:0100FF0000FF>ろ<MSBT:0000:0003:FF00000000FF><MSBT:0000:0003:0100FFFFFFFF>ふくビンタ！<MSBT:0000:0003:FF00000000FF>"
"RPG_Question4_3","Cek çırp!","Jack flap!","Jack flap!","Plaque","Plaque","Tratschen!","Contante!","¡Peatón!","¡Bobina!","おうふく<MSBT:0000:0003:0100FF0000FF>ヒ<MSBT:0000:0003:FF00000000FF><MSBT:0000:0003:0100FFFFFFFF>ンタ！<MSBT:0000:0003:FF00000000FF>"
"RPG_Question5_0","Hücum et!","Charge!","Charge!","Charge","Charge","Stürmen!","Spallata!","¡Embestida!","¡Embestida!","たいあたり！"
"RPG_Question5_1","Yarmak!","Barge!","Barge!","Marge","Marge","Türmen!","Spolpata!","¡Preferida!","¡Comida!","たい<MSBT:0000:0003:0100FF0000FF>はずれ<MSBT:0000:0003:FF00000000FF><MSBT:0000:0003:0100FFFFFFFF>！<MSBT:0000:0003:FF00000000FF>"
"RPG_Question5_2","Çita!","Cheetah!","Cheetah!","Change","Change","Kümmel!","Spalata!","¡Avenida!","¡Avenida!","たい<MSBT:0000:0003:0100FF0000FF>め<MSBT:0000:0003:FF00000000FF><MSBT:0000:0003:0100FFFFFFFF>たり！<MSBT:0000:0003:FF00000000FF>"
"RPG_Question5_3","Yarmak!","Barge!","Barge!","Large","Large","Hürde!","Spelata!","¡Mullida!","¡Subida!","た<MSBT:0000:0003:0100FF0000FF>り<MSBT:0000:0003:FF00000000FF><MSBT:0000:0003:0100FFFFFFFF>あた<MSBT:0000:0003:FF00000000FF><MSBT:0000:0003:0100FF0000FF>い<MSBT:0000:0003:FF00000000FF><MSBT:0000:0003:0100FFFFFFFF>！<MSBT:0000:0003:FF00000000FF>"
"RPG_Question6_0","Kafa at!","Head butt!","Head butt!","Coup de tête","Coup de tête","Kopfstoß!","Testata!","¡Cabezazo!","¡Cabezazo!","ずつき！"
"RPG_Question6_1","Tavuk butu!","Chicken butt!","Chicken butt!","Cou de poulet","Cou de poulet","Kopf hoch!","Testina!","¡Latazo!","¡Plazo!","ずつ<MSBT:0000:0003:0100FF0000FF>さ<MSBT:0000:0003:FF00000000FF><MSBT:0000:0003:0100FFFFFFFF>！<MSBT:0000:0003:FF00000000FF>"
"RPG_Question6_2","Tereyağlı kurabiye!","Butter cookie!","Butter cookie!","Cou de lapin","Cou de lapin","Kompromiss!","Tastata!","¡Pestazo!","¡Vistazo!","<MSBT:0000:0003:0100FF0000FF>づ<MSBT:0000:0003:FF00000000FF><MSBT:0000:0003:0100FFFFFFFF>つき！<MSBT:0000:0003:FF00000000FF>"
"RPG_Question6_3","Müdür!","Headmaster!","Headmaster!","Coup de fête","Coup de fête","Hochgenuss!","Tostata!","¡Padrazo!","¡Carrazo!","ずつ<MSBT:0000:0003:0100FF0000FF>う<MSBT:0000:0003:FF00000000FF><MSBT:0000:0003:0100FFFFFFFF>！<MSBT:0000:0003:FF00000000FF>"
"RPG_Question7_0","Karate darbesi!","Karate chop!","Karate chop!","Prise de judo","Prise de judo","Karateschlag!","Fendente!","¡Colleja!","¡Tajo!","からてチョップ！"
"RPG_Question7_1","Kuzu pirzolası!","Lamb chop!","Lamb chop!","Prise de son","Prise de son","Kartenregal!","Fondente!","¡Oreja!","¡Ajo!","からてチョ<MSBT:0000:0003:0100FF0000FF>コ<MSBT:0000:0003:FF00000000FF><MSBT:0000:0003:0100FFFFFFFF>！<MSBT:0000:0003:FF00000000FF>"
"RPG_Question7_2","Bip blop!","Blip blop!","Blip blop!","Prise de terre","Prise de terre","Schlagerstar!","Pendente!","¡Abeja!","¡Viajo!","から<MSBT:0000:0003:0100FF0000FF>し<MSBT:0000:0003:FF00000000FF><MSBT:0000:0003:0100FFFFFFFF>チョッ<MSBT:0000:0003:FF00000000FF><MSBT:0000:0003:0100FF0000FF>ト<MSBT:0000:0003:FF00000000FF><MSBT:0000:0003:0100FFFFFFFF>！<MSBT:0000:0003:FF00000000FF>"
"RPG_Question7_3","Silindir şapka!","Top hat!","Top hat!","Prise d'appui","Prise d'appui","Katzenfutter!","Al dente!","¡Lenteja!","¡Escarabajo!","からて<MSBT:0000:0003:0100FF0000FF>チップ<MSBT:0000:0003:FF00000000FF><MSBT:0000:0003:0100FFFFFFFF>！<MSBT:0000:0003:FF00000000FF>"
"RPG_Question8_0","Bumerang!","Boomerang!","Boomerang!","Boomerang","Boomerang","Bumerang!","Freccia!","¡Bumerán!","¡Bumerán!","ブーメラン！"
"RPG_Question8_1","Geri dönüş!","Comeback!","Comeback!","Boum et range","Boum et range","Besenstiel!","Feccia!","¡Diván!","¡Ademán!","ブ<MSBT:0000:0003:0100FF0000FF>ラーメ<MSBT:0000:0003:FF00000000FF><MSBT:0000:0003:0100FFFFFFFF>ン！<MSBT:0000:0003:FF00000000FF>"
"RPG_Question8_2","Korucu!","Ranger!","Ranger!","Boum grange","Boum grange","Bärenfang!","Breccia!","¡Gañán!","¡Caimán!","ブーメラ<MSBT:0000:0003:0100FF0000FF>ソ<MSBT:0000:0003:FF00000000FF><MSBT:0000:0003:0100FFFFFFFF>！<MSBT:0000:0003:FF00000000FF>"
"RPG_Question8_3","Kum arabası!","Dune buggy!","Dune buggy!","Boum étrange","Boum étrange","Babybuggy!","Faccia!","¡Desván!","¡Celofán!","ブー<MSBT:0000:0003:0100FF0000FF>ナ<MSBT:0000:0003:FF00000000FF><MSBT:0000:0003:0100FFFFFFFF>ラン！<MSBT:0000:0003:FF00000000FF>"
"RPG_Question9_0","Su tabancası!","Water gun!","Water gun!","Pistolet à eau","Pistolet à eau","Wasserpistole!","Balestra!","¡Sortilegio!","¡Sortilegio!","みずてっぽう！"
"RPG_Question9_1","Garson gitti!","Waiter gone!","Waiter gone!","Pistolet à pot","Pistolet à pot","Wasser holen!","Palestra!","¡Colegio!","¡Colegio!","み<MSBT:0000:0003:0100FF0000FF>てず<MSBT:0000:0003:FF00000000FF><MSBT:0000:0003:0100FFFFFFFF>っぽう！<MSBT:0000:0003:FF00000000FF>"
"RPG_Question9_2","Kış güneşi!","Winter sun!","Winter sun!","Pistolet à rot","Pistolet à rot","Wintersonne!","Balaustra!","¡Privilegio!","¡Privilegio!","みずで<MSBT:0000:0003:0100FF0000FF>つほろ<MSBT:0000:0003:FF00000000FF><MSBT:0000:0003:0100FFFFFFFF>！<MSBT:0000:0003:FF00000000FF>"
"RPG_Question9_3","Çöp sepeti!","Waste basket!","Waste basket!","Pistolet à sot","Pistolet à sot","Wespennest!","Ginestra!","¡Arpegio!","¡Arpegio!","み<MSBT:0000:0003:0100FF0000FF>みずで<MSBT:0000:0003:FF00000000FF><MSBT:0000:0003:0100FFFFFFFF>ぽう！<MSBT:0000:0003:FF00000000FF>"
"RPG_Question10_0","İkiye böl!","Cut in two!","Cut in two!","Tranche","Tranche","Spalten!","Affetta!","¡Corte!","¡Corte!","いあいぎり！"
"RPG_Question10_1","Ayakkabıya koy!","Put in shoe!","Put in shoe!","Tartine","Tartine","Schalten!","Staffetta!","¡Norte!","¡Porte!","い<MSBT:0000:0003:0100FF0000FF>め<MSBT:0000:0003:FF00000000FF><MSBT:0000:0003:0100FFFFFFFF>いぎり！<MSBT:0000:0003:FF00000000FF>"
"RPG_Question10_2","Araya gir, sen!","Cut in, you!","Cut in, you!","Branche","Branche","Halten!","Afferra!","¡Porte!","¡Norte!","<MSBT:0000:0003:0100FF0000FF>り<MSBT:0000:0003:FF00000000FF><MSBT:0000:0003:0100FFFFFFFF>あ<MSBT:0000:0003:FF00000000FF><MSBT:0000:0003:0100FF0000FF>り<MSBT:0000:0003:FF00000000FF><MSBT:0000:0003:0100FFFFFFFF>ぎり！<MSBT:0000:0003:FF00000000FF>"
"RPG_Question10_3","Tutkal yemek!","Eating glue!","Eating glue!","Tronche","Tronche","Gestalten!","Affolla!","¡Resorte!","¡Resorte!","いあいぎ<MSBT:0000:0003:0100FF0000FF>い<MSBT:0000:0003:FF00000000FF><MSBT:0000:0003:0100FFFFFFFF>！<MSBT:0000:0003:FF00000000FF>"
"RPG_Magic0_0","İyi büyü","Good magic","Good magic","Magie blanche","Magie blanche","Gute Magie","Magia bianca","Magia buena","Magia buena","よくきく まほう"
"RPG_Magic0_1","Kötü büyü","Bad magic","Bad magic","Magie planche","Magie planche","Böse Magie","Maglia bianca","Magia mala","Magia bola","よく<MSBT:0000:0003:0100FF0000FF>ない <MSBT:0000:0003:FF00000000FF><MSBT:0000:0003:0100FFFFFFFF>まほう<MSBT:0000:0003:FF00000000FF>"
"RPG_Magic0_2","İşe yaramaz büyü","Useless magic","Useless magic","Magie flanche","Magie flanche","Unsinn-Magie","Mogia banca","Magia inútil","Magia inútil","<MSBT:0000:0003:0100FF0000FF>きかない <MSBT:0000:0003:FF00000000FF><MSBT:0000:0003:0100FFFFFFFF>まほう<MSBT:0000:0003:FF00000000FF>"
"RPG_Magic0_3","Gouda büyüsü","Gouda magic","Gouda magic","Magie franche","Magie franche","Käse-Magie","Magia stanca","Magia amena","Magia queso","<MSBT:0000:0003:0100FF0000FF>くよくよ <MSBT:0000:0003:FF00000000FF><MSBT:0000:0003:0100FFFFFFFF>まほう<MSBT:0000:0003:FF00000000FF>"
"RPG_Magic1_0","Güçlü büyü","Strong magic","Strong magic","Magie noire","Magie noire","Starke Magie","Dardo magico","Magia fuerte","Magia fuerte","つよい まほう"
"RPG_Magic1_1","Yanlış büyü","Wrong magic","Wrong magic","Magie poire","Magie poire","Falsche Magie","Bardo tragico","Magia aceite","Magia falsa","<MSBT:0000:0003:0100FF0000FF>よわい <MSBT:0000:0003:FF00000000FF><MSBT:0000:0003:0100FFFFFFFF>まほう<MSBT:0000:0003:FF00000000FF>"
"RPG_Magic1_2","Tuhaf film","Strange movie","Strange movie","Magie moire","Magie moire","Täusch-Magie","Dado magico","Magia peste","Manga fuente","<MSBT:0000:0003:0100FF0000FF>つよがり <MSBT:0000:0003:FF00000000FF><MSBT:0000:0003:0100FFFFFFFF>まほう<MSBT:0000:0003:FF00000000FF>"
"RPG_Magic1_3","İp büyüsü","String magic","String magic","Magie croche","Magie croche","Trübe Magie","Dardo comico","Magia frente","Magia fuera","<MSBT:0000:0003:0100FF0000FF>しょぼい <MSBT:0000:0003:FF00000000FF><MSBT:0000:0003:0100FFFFFFFF>まほう<MSBT:0000:0003:FF00000000FF>"
"RPG_Magic2_0","Su büyüsü","Water magic","Water magic","Trombe d'eau","Trombe d'eau","Wasser-Magie","Getto d'acqua","Acuamagia","Acuamagia","みずの まほう"
"RPG_Magic2_1","Su hesabı","Water math","Water math","Trombonne","Trombone","Wasser-Mathe","Gatto in acqua","Acuaraña","Acuamate","みずの <MSBT:0000:0003:0100FF0000FF>ほま<MSBT:0000:0003:FF00000000FF><MSBT:0000:0003:0100FFFFFFFF>う<MSBT:0000:0003:FF00000000FF>"
"RPG_Magic2_2","Su neşesi","Water mirth","Water mirth","Tombe de haut","Tombe de haut","Wasser-Markt","Gettone qua","Acuamaña","Acuamagna","みずの ま<MSBT:0000:0003:0100FF0000FF>うほ<MSBT:0000:0003:FF00000000FF>"
"RPG_Magic2_3","Su saksağanı","Water magpie","Water magpie","Trompe d'os","Trompe d'os","Wasser-Marke","Gesto d'acqua","Acuamala","Acuamagra","みずの まほ<MSBT:0000:0003:0100FF0000FF>つ<MSBT:0000:0003:FF00000000FF>"
"RPG_Magic3_0","Alev büyüsü","Flame magic","Flame magic","Boule de feu","Boule de feu","Feuer-Magie","Palla di fuoco","Llamarada","Llamarada","ほのおの まほう"
"RPG_Magic3_1","Boya büyüsü","Paint magic","Paint magic","Boule de peu","Boule de peu","Farb-Magie","Pala di cuoco","Limonada","Lavada","<MSBT:0000:0003:0100FF0000FF>は<MSBT:0000:0003:FF00000000FF><MSBT:0000:0003:0100FFFFFFFF>のおの まほう<MSBT:0000:0003:FF00000000FF>"
"RPG_Magic3_2","Flanş büyüsü","Flange magic","Flange magic","Boule de pet","Boule de pet","Feld-Magie","Palla in gioco","Laminada","Lunada","<MSBT:0000:0003:0100FF0000FF>ぼ<MSBT:0000:0003:FF00000000FF><MSBT:0000:0003:0100FFFFFFFF>のおの まほう<MSBT:0000:0003:FF00000000FF>"
"RPG_Magic3_3","Gaz çıkarma","Flatulence","Flatulence","Boule de jeu","Boule de jeu","Film-Magie","Pelle di bruco","Leonada","Llorada","<MSBT:0000:0003:0100FF0000FF>ぽ<MSBT:0000:0003:FF00000000FF><MSBT:0000:0003:0100FFFFFFFF>のおの まほう<MSBT:0000:0003:FF00000000FF>"
"StatuesGame_Turn01","Sakın benim","Watch out for my","Watch out for my","1, 2, 3,","1, 2, 3,","Drei, zwei, eins...","Un, due, tre...","Un, dos, tres...","Un, dos, tres...","うちゅうじんが～"
