index	label	English	French	German	Italian	Spanish	Turkish	status	qa_status	qa_note
189	map_stage_gr04_intro_19	Make it into a super-swanky,\nswingin' place to get chopped!	[[TAG:0002:0004:03CD]]Vous allez transformer mon salon\nvieillot en boutique hyper-tchic !	[[TAG:0002:0004:03CD]]Das hier könnte ein total\nhipper Szene-Laden werden!	[[TAG:0002:0004:03CD]]Renderlo sciccoso e vivace\ncon un ritmo tagliente!	[[TAG:0002:0004:03CD]]¡Convertidlo en un lugar\nrumboso y con ritmo!	[[TAG:0002:0004:03CD]]Burayı saç kestirmelik ultra şık,\nkıpır kıpır bir yere çevir!		V4_MANUAL_FIXED	VOICE/HUMOR: Carries super-swanky/swingin’ barber sales-pitch tone.
190	map_stage_gr04_intro_20	Look, I know I was kinda\nabrasive, but...	[[TAG:0002:0004:01CD]]Je vous présente mes excuses\npour mon accueil un peu amer...	[[TAG:0002:0004:01CD]]Ich weiß ja, ich hab Haare\nauf den Zähnen, aber...	[[TAG:0002:0004:01CD]]Senti, so di essere stato\nun po' ruvido...	[[TAG:0002:0004:01CD]]Sé que antes he sido\nun poco borde...	[[TAG:0002:0004:01CD]]Bak, biliyorum biraz\nsert davrandım ama...	LONG_TR_LINE	OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
191	map_stage_gr04_intro_21	I really am a master\nhairstylist!	[[TAG:0002:0004:02CD]]Je suis vraiment passionné\npar mon métier, vous savez...	[[TAG:0002:0004:02CD]]Ich habe eben eher ein\nTalent fürs Haareschneiden.	[[TAG:0002:0004:02CD]]Ma io sono davvero un\nmaestro delle acconciature!	[[TAG:0002:0004:02CD]]pero ¡es verdad que soy\nun peluquero de primera!	[[TAG:0002:0004:02CD]]Gerçekten de usta bir\nkuaförüm!	LONG_TR_LINE	OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
192	map_stage_gr04_intro_22	If you can make this place\nmatch my skills...	[[TAG:0002:0004:04CD]]Si seulement j'avais un salon\nà la hauteur de ma motivation...	[[TAG:0002:0004:04CD]]Helft mir, den Salon meinen\nFähigkeiten anzupassen!	[[TAG:0002:0004:04CD]]Se renderai questo posto\ndegno della mia abilità...	[[TAG:0002:0004:04CD]]Y si me ayudáis a que este sitio esté\na la altura de mi talento tijeril...	[[TAG:0002:0004:04CD]]Burasını benim yeteneklerime\nuydurabilirsen...	LONG_TR_LINE	OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
193	map_stage_gr04_intro_23	customers will flock to it like\nsheep! And I'll shear them!	[[TAG:0002:0004:03CD]]Cet endroit regorgerait de clients...\net je pourrais les tondre...	[[TAG:0002:0004:03CD]]Dann kommen sicher wieder\nKunden! Na, was meint ihr?	[[TAG:0002:0004:03CD]]... i clienti arriveranno a frotte!\nE io li toserò per bene!	[[TAG:0002:0004:03CD]]¡los clientes vendrán\ncomo moscas a la miel!	[[TAG:0002:0004:03CD]]müşteriler koyun sürüsü gibi\nakın edecek! Ben de hepsini kırpacağım!		V4_MANUAL_FIXED	HUMOR/GRAMMAR: Fixes typo and preserves sheep/shear gag.
194	map_stage_gr04_intro_24	 ...Huh. That's how it works?	[[TAG:0002:0003:0E00]] Les...[[TAG:0003:0002:1E00]] Les tondre ?	[[TAG:0002:0003:0E00]] Hm.[[TAG:0003:0002:0F00]].[[TAG:0003:0002:0F00]].[[TAG:0003:0002:0F00]] [[TAG:0003:0002:1E00]]So läuft das also?	[[TAG:0002:0003:0E00]] .[[TAG:0003:0002:0F00]].[[TAG:0003:0002:0F00]].[[TAG:0003:0002:0F00]] Ah. [[TAG:0003:0002:1E00]]Se lo dici tu...	[[TAG:0002:0003:0E00]] Pues...[[TAG:0003:0002:0F00]] No sé qué sacamos\nnosotros de todo esto. [[TAG:0003:0002:1E00]]	[[TAG:0002:0003:0E00]] .[[TAG:0003:0002:0F00]].[[TAG:0003:0002:0F00]].[[TAG:0003:0002:0F00]] Hah. [[TAG:0003:0002:1E00]] Demek böyle oluyormuş?	LONG_TR_LINE	OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
195	map_stage_gr04_intro_25	 What do you say?\nWill you help me?	[[TAG:0002:0003:0400]] Comment ? Qu'est-ce que vous\ndites ?[[TAG:0003:0002:0F00]] Vous acceptez ? Tchic !	[[TAG:0002:0003:0400]] Was meint ihr?[[TAG:0003:0002:0F00]]\nHelft ihr mir?	[[TAG:0002:0003:0400]] Quindi?[[TAG:0003:0002:0F00]]\nMi aiuterai?	[[TAG:0002:0003:0400]] ¡Venga! ¡Ayudad a este peluquero\nhumilde a la par que habilidoso!	[[TAG:0002:0003:0400]] Ne dersin?[[TAG:0003:0002:0F00]]\nBana yardım eder misin?	LONG_TR_LINE	OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
196	map_stage_gr04_intro_26	Ď He seems a bit...awkward. \nWe should help him, right?	[[TAG:0002:0003:0E01]] Il a l'air désespéré. Et au moins,\nil s'est excusé...[[TAG:0003:0002:1E00]] On va l'aider...	[[TAG:0002:0003:0E01]] Er wirkt so... unbeholfen.[[TAG:0003:0002:1E00]]\nWir sollten ihm helfen, oder?	[[TAG:0002:0003:0E01]] Mi sembra tutto un po'\nstrano, però... [[TAG:0003:0002:1E00]]D'accordo!	[[TAG:0002:0003:0E01]] Este chico es un poco raro.\n[[TAG:0003:0002:1E00]]Pero deberíamos ayudarle.	[[TAG:0002:0003:0E01]] Biraz... beceriksiz görünüyor. [[TAG:0003:0002:1E00]]\nOna yardım etmeliyiz, değil mi?	LONG_TR_LINE	OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
197	map_stage_gr04_intro_27	Ȅ Right on! Thanks, pal!	[[TAG:0002:0003:0402]] Merci, mon pote ! Tchic !	[[TAG:0002:0003:0402]] Hurra! Danke, ihr Lieben!	[[TAG:0002:0003:0402]] Evvai! Grazie mille!	[[TAG:0002:0003:0402]] ¿En serio?\n¡Muchas gracias!	[[TAG:0002:0003:0402]] Süper! Sağ ol dostum!	LONG_TR_LINE	OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
198	map_stage_gr04_intro_28	Hey, if this works like\nI KNOW it will...	[[TAG:0002:0004:00CD]]Alors... Si ça se passe\ncomme je le pense...	[[TAG:0002:0004:00CD]]Wenn das läuft, wie ich\ndenke, dann habt ihr eine\nfette Belohnung verdient.	[[TAG:0002:0004:00CD]]Ehi, se tutto va come\ndeve andare...	[[TAG:0002:0004:00CD]]Si todo sale como espero,\ny sé que así será...	[[TAG:0002:0004:00CD]]Hey, eğer bu BİLDİĞİM gibi\nişe yararsa...	LONG_TR_LINE	OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
199	map_stage_gr04_intro_29	As a token of my appreciation...	Pour vous récompenser...	Zum Dank mache ich euch\neinen beliebigen Haarschnitt!	Riceverai una bella\nricompensa...	os demostraré mi\nagradecimiento infinito...	Takdirimin bir göstergesi olarak...		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
200	map_stage_gr04_intro_30	I'll give you any haircut you want.\nDid you say Unevenly Cut? ON IT.	[[TAG:0002:0004:03CD]]Je vous offre une séance gratuite !\nJe vous la ferai, votre [[TAG:0000:0003:0E49B3FF]]coupe radis [[TAG:0000:0003:000000FF]]!	[[TAG:0002:0004:03CD]]Auch den [[TAG:0000:0003:0E49B3FF]]englischen Schnitt[[TAG:0000:0003:000000FF]],\nvon dem du so viel redest!	[[TAG:0002:0004:03CD]]Ti farò il taglio che desideri.\nEra il [[TAG:0000:0003:0E49B3FF]]taglio equestre[[TAG:0000:0003:000000FF]], vero?	[[TAG:0002:0004:03CD]]con un [[TAG:0000:0003:0E49B3FF]]corte demencial[[TAG:0000:0003:000000FF]].\nEso era lo que queríais, ¿no?	[[TAG:0002:0004:03CD]]İstediğin modeli yaparım.\n[[TAG:0000:0003:0E49B3FF]]Göbeksel Kesim[[TAG:0000:0003:000000FF]] miydi? HEMEN!	LONG_TR_LINE	V4_MANUAL_FIXED	HUMOR: Localizes Heavenly/Unevenly mishearing as Göksel/Göbeksel.
201	map_stage_gr04_intro_31	܎ N-no, thank you. It's\nHeavenly Cut...	[[TAG:0002:0003:0E07]] Pas radis... Paradis !\nUne [[TAG:0000:0003:0E49B3FF]]coupe paradis [[TAG:0000:0003:000000FF]]!	[[TAG:0002:0003:0E07]] N-nein danke... Er heißt\nübrigens [[TAG:0000:0003:0E49B3FF]]himmlischer Schnitt[[TAG:0000:0003:000000FF]].	[[TAG:0002:0003:0E07]] No, grazie. E poi\nè il [[TAG:0000:0003:0E49B3FF]]taglio celeste[[TAG:0000:0003:000000FF]]...	[[TAG:0002:0003:0E07]] En realidad era\nun [[TAG:0000:0003:0E49B3FF]]corte celestial[[TAG:0000:0003:000000FF]]...	[[TAG:0002:0003:0E07]] H-hayır, sağ ol. Adı\n[[TAG:0000:0003:0E49B3FF]]Göksel Kesim[[TAG:0000:0003:000000FF]]...	LONG_TR_LINE	V4_MANUAL_FIXED	HUMOR/TERM: Completes the localized mishearing exchange.
202	map_stage_gr04_end_00	̃Ȅ You did a great job! Seriously,\nmaybe even better than I could!	[[TAG:0003:0001:03030000]][[TAG:0002:0003:0402]] Splendide ! Presque aussi bien que\nsi j'avais dû le faire moi-même !	[[TAG:0003:0001:03030000]][[TAG:0002:0003:0402]] Fantastische Arbeit! Ohne euch\nhätte ich das nie geschafft!	[[TAG:0003:0001:03030000]][[TAG:0002:0003:0402]] Sei stato incredibile! Solo\nio avrei potuto fare meglio!	[[TAG:0003:0001:03030000]][[TAG:0002:0003:0402]] ¡Habéis estado increíbles! ¡Solo\nyo podría haberlo hecho mejor!	[[TAG:0003:0001:03030000]][[TAG:0002:0003:0402]] Harika iş çıkardın! Cidden,\nbelki benden bile iyiydi!	LONG_TR_LINE	OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
203	map_stage_gr04_end_01	And now, my dream comes true...	[[TAG:0002:0004:01CD]]Mon rêve devient réalité !	[[TAG:0002:0004:01CD]]Jetzt wird mein Traum\nendlich wahr werden...	[[TAG:0002:0004:01CD]]Finalmente potrò coronare\nil mio sogno...	[[TAG:0002:0004:01CD]]Mi sueño por fin va a\nhacerse realidad.	[[TAG:0002:0004:01CD]]Ve şimdi,\nhayalim gerçek oluyor...		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
204	map_stage_gr04_end_02	I will achieve ULTIMATE\nHAIRCUTTING POWER!	[[TAG:0002:0004:03CD]]Je vais atteindre le\npouvoir TCHIC ultime !	[[TAG:0002:0004:03CD]]Ich erreiche die ULTIMATIVE\nFRISIERFÄHIGKEIT!	[[TAG:0002:0004:03CD]]Diventare il maestro acconciatore\npiù famoso di Barbierlandia!	[[TAG:0002:0004:03CD]]¡Seré el peluquero más\nfamoso de Peluquilandia!	[[TAG:0002:0004:03CD]]NİHAİ\nSAÇ KESME GÜCÜNE ULAŞACAĞIM!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
205	map_stage_gr04_end_03	Ԏ That's great. Let me just\nsay congratulations!	[[TAG:0002:0003:0E05]] Eh bien, toutes mes\nfélicitations !	[[TAG:0002:0003:0E05]] Na, da sagt man wohl\n„Herzlichen Glückwunsch“.	[[TAG:0002:0003:0E05]] Grande! Sono felice\nper te!	[[TAG:0002:0003:0E05]] ¡Qué bien! ¡Me alegro\nmucho por ti!	[[TAG:0002:0003:0E05]] Harika. Tebrikler\ndemek isterim!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
206	map_stage_gr04_end_04	Є Thanks, li'l bro!	[[TAG:0002:0003:0404]] Merci, l'ami !	[[TAG:0002:0003:0404]] Aber hallo! Vielen Dank\nfür eure tolle Hilfe!	[[TAG:0002:0003:0404]] Grazie, amico!	[[TAG:0002:0003:0404]] ¡Gracias, amigo!	[[TAG:0002:0003:0404]] Sağ ol, ufaklık!		V4_MANUAL_FIXED	VOICE: Natural equivalent of “li’l bro”.
207	map_stage_gr04_end_05	I'm feeling so good...I think\nmaybe I can finally...	[[TAG:0002:0004:01CD]]Aaaah ! C'est tellement bon !\nJe vais enfin pouvoir...	[[TAG:0002:0004:01CD]]Ganz ehrlich...[[TAG:0003:0002:0F00]] Wisst ihr, was\nich vor Freude gewinnen könnte?	[[TAG:0002:0004:01CD]]Mi sento così bene... [[TAG:0003:0002:0F00]]Forse\nposso finalmente giocare a...	[[TAG:0002:0004:01CD]]Como despedida...[[TAG:0003:0002:0F00]] ¿Qué os parece\nsi jugamos a piedra, papel o tijera?	[[TAG:0002:0004:01CD]]Kendimi o kadar iyi hissediyorum ki...[[TAG:0003:0002:0F00]]\nBelki sonunda...	LONG_TR_LINE	V4_MANUAL_FIXED	VOICE: Makes the comic setup flow into the next line.
208	map_stage_gr04_end_06	WIN AT ROCK-PAPER-SCISSORS!\n1-2-3! Scissors!	[[TAG:0002:0004:03CD]]GAGNER À PIERRE-PAPIER-CISEAUX !\n[[TAG:0003:0002:1E00]]1... 2... 3... Ciseaux !	[[TAG:0002:0004:03CD]]SCHERE-STEIN-PAPIER!\n[[TAG:0003:0002:1E00]]Ja! Schere siegt!	[[TAG:0002:0004:03CD]]... carta-forbice-sasso!\n[[TAG:0003:0002:1E00]]1, 2, 3! Forbice! Ho vinto!	[[TAG:0002:0004:03CD]]1, 2, 3... ¡Tijera! [[TAG:0003:0002:1E00]]Uy, he perdido.\n1, 2, 3... ¡Tijera! ¡Otra vez!	[[TAG:0002:0004:03CD]]TAŞ-KÂĞIT-MAKAS’TA KAZANABİLİRİM!\n[[TAG:0003:0002:1E00]]1-2-3! Makas!	LONG_TR_LINE	V4_MANUAL_FIXED	GRAMMAR/HUMOR: Repairs verb form and preserves punchline.
209	map_stage_gr04_end_07	̎ I probably should have seen\nthat coming.	[[TAG:0002:0003:0E03]] J'aurais dû m'en douter...	[[TAG:0002:0003:0E03]] (Das kann doch nicht\nsein Ernst sein, oder?)	[[TAG:0002:0003:0E03]] Sarà meglio allontanarsi\nin fretta da qui...	[[TAG:0002:0003:0E03]] Será mejor que nos\nvayamos rápido de aquí...	[[TAG:0002:0003:0E03]] Bunu tahmin etmeliydim.		V4_MANUAL_FIXED	GRAMMAR: Fixes “Bunu geleceğini”.
210	map_stage_gr05_intro_00	̃ą Come on out, little birdy♪\nDon't make me shout, little birdy♪	[[TAG:0003:0001:03030000]][[TAG:0002:0003:0501]] Le p'tizozio... ♪[[TAG:0003:0002:0F00]]\nLe p'tizozio va sortir... ♪	[[TAG:0003:0001:03030000]][[TAG:0002:0003:0501]] Komm raus, kleiner Vogel♪\n[[TAG:0003:0002:0F00]]Sei ein braver kleiner Vogel♪	[[TAG:0003:0001:03030000]][[TAG:0002:0003:0501]] Uccellino ♪ [[TAG:0003:0002:0F00]]Esci fuori ♪ \n[[TAG:0003:0002:0F00]]Se poi grido, son dolori ♪	[[TAG:0003:0001:03030000]][[TAG:0002:0003:0501]] ♪ Sal, sal de una vez, pajarito.\n[[TAG:0003:0002:0F00]]♪ No me obligues a pegar un grito.	[[TAG:0003:0001:03030000]][[TAG:0002:0003:0501]] Çık artık, küçük kuş♪\n[[TAG:0003:0002:0F00]]Beni bağırtma, küçük kuş♪	LONG_TR_LINE	V4_MANUAL_FIXED	VOICE/LYRIC: Keeps sing-song repetition and softer “little birdy” address.
211	map_stage_gr05_intro_01	Your shell is getting crowded♪\nAnd I'm about to get...louded♪	Le p'tizozio va sortir... [[TAG:0003:0002:0F00]]\nde sa coquille. ♪	Deine Schale ist so voll♪[[TAG:0003:0002:0F00]]\nFindest du das etwa toll♪	Rompi l'uovo e vieni a me ♪[[TAG:0003:0002:0F00]]\nO di urli lancerò per tre ♪	♪ Si no rompes ya el cascarón...[[TAG:0003:0002:0F00]]\n♪ te tendré que dar un coscorrón.	Kabuğun daraldı iyice♪[[TAG:0003:0002:0F00]]\nBen de bağıracağım delice♪	LONG_TR_LINE	V4_MANUAL_FIXED	VOICE/LYRIC: Restores rhyme and escalating comic threat.
212	map_stage_gr05_intro_02	 Did you hear that?\nWho's singing?	[[TAG:0002:0003:0E00]] Vous entendez ça ? Quel est\nce chant plein de mystère ?	[[TAG:0002:0003:0E00]] Hast du das gehört?\n[[TAG:0003:0002:0F00]]Wer singt denn da?	[[TAG:0002:0003:0E00]] Hai sentito?\n[[TAG:0003:0002:0F00]]C'è qualcuno che canta...	[[TAG:0002:0003:0E00]] ¿Has oído eso?\n[[TAG:0003:0002:0F00]]Alguien está cantando.	[[TAG:0002:0003:0E00]] Duydun mu onu?\n[[TAG:0003:0002:0F00]] Kim şarkı söylüyor?	LONG_TR_LINE	OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
213	map_stage_gr05_intro_03	ȅ ...I guess you're not ready\nto come out yet. I wonder why.	[[TAG:0002:0003:0502]] Oh là là...[[TAG:0003:0002:0F00]] Cui-cui...\nCuite, je suis cuite...	[[TAG:0002:0003:0502]] Du bist wohl noch nicht\nbereit rauszukommen. Aber\nwarum nur?	[[TAG:0002:0003:0502]] Forse non sei ancora pronto\na uscire... ma perché?	[[TAG:0002:0003:0502]] Supongo que aún no estás preparado\npara salir. ¿Por qué será?	[[TAG:0002:0003:0502]] ... Sanırım hâlâ çıkmaya hazır değilsin.\nNeden acaba?	LONG_TR_LINE	OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
214	map_stage_gr05_intro_04	It's so much nicer out here\nthan in any old egg...	P'tizozio... Tu ne veux pas sortir ?\nC'est tellement plus joli, dehors...	Hier draußen ist es doch\nviel schöner als in deinem\nblöden Ei...	Non sei stufo di stare lì dentro?\nQua fuori è così bello!	Tiene que ser aburrido pasarse todo\nel día metido en un huevo.	Dışarısı o eski yumurtanın\niçinden çok daha güzel...		V4_MANUAL_FIXED	NATURALNESS: Natural comparison; keeps coaxing tone.
215	map_stage_gr05_intro_05	HOW DARE YOU INSULT ME\nTHIS WAY, FEATHERED MAGGOT?!	[[TAG:0002:0004:03CD]][[TAG:0003:0003:08CD]]MAIS TU VAS SORTIR DE LÀ,\nOUI ?! ESPÈCE DE CR...	[[TAG:0002:0004:03CD]][[TAG:0003:0003:08CD]]WIE KANNST DU ES NUR\nWAGEN, DU FLUGMADE?!	[[TAG:0002:0004:03CD]][[TAG:0003:0003:08CD]]COME TI PERMETTI DI\nIGNORARMI COSÌ, BRUTTO...?!	[[TAG:0002:0004:03CD]][[TAG:0003:0003:08CD]]¿¡Cómo osas ignorarme de esta\nforma, pajarraco nauseabundo!?	[[TAG:0002:0004:03CD]][[TAG:0003:0003:08CD]]BANA BU ŞEKİLDE HAKARET ETMEYE\nNASIL CÜRET EDERSİN, TÜYLÜ KURTÇUK?!	LONG_TR_LINE	OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
216	map_stage_gr05_intro_06	 Erm, excuse me?\nWhat's going on?	[[TAG:0002:0003:0E00]] Euh... Madame ? Pardonnez-moi...\n[[TAG:0003:0002:0F00]]Vous avez un problème ?	[[TAG:0002:0003:0E00]] Äh... Entschuldigung...\n[[TAG:0003:0002:0F00]]Was ist denn hier los?	[[TAG:0002:0003:0E00]] Ehm, scusi...?\n[[TAG:0003:0002:0F00]]Che succede?	[[TAG:0002:0003:0E00]] Eeeh... Perdona...\n[[TAG:0003:0002:0F00]]¿Qué está pasando?	[[TAG:0002:0003:0E00]] Şey, pardon?\n[[TAG:0003:0002:0F00]]Ne oluyor?	LONG_TR_LINE	OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
217	map_stage_gr05_intro_07	 Oh! Hello. Yes, hi.\nAnd, um, good day.	[[TAG:0002:0003:0500]] Oh ![[TAG:0003:0002:0F00]] Euh... Bonjour ![[TAG:0003:0002:1E00]] Cui !	[[TAG:0002:0003:0500]] Oh! [[TAG:0003:0002:0F00]]Äh, hallo erst mal.[[TAG:0003:0002:1E00]]\nUnd, äh, einen guten Tag.	[[TAG:0002:0003:0500]] Oh! [[TAG:0003:0002:0F00]]Ciao.[[TAG:0003:0002:1E00]]\nBuongiorno a te!	[[TAG:0002:0003:0500]] ¡Ah! [[TAG:0003:0002:0F00]]Hola.[[TAG:0003:0002:1E00]]\n¡Muy buenas!	[[TAG:0002:0003:0500]] Aa! [[TAG:0003:0002:0F00]] Merhaba. Evet, selam.[[TAG:0003:0002:1E00]]\nVe şey, iyi günler.	LONG_TR_LINE	OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
218	map_stage_gr05_intro_08	I was just trying to coax\nthe little fellow in here...	J'essaie juste de faire sortir\nun oisillon de sa coquille.	Ich hab nur mit meinem\nkleinen Freund hier geredet.	Stavo solo cercando di\nconvincere questo uccellino...	Estaba intentando animar a\neste lindo pajarito para que...	Şu ufaklığı buraya\nçekmeye çalışıyordum sadece...		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
219	map_stage_gr05_intro_09	to come out of his shell,\ner, so to speak.	Et comme vous le voyez,\nje n'y arrive pas... Cui !	Er soll raus aus der Schale.\nSich öffnen, sozusagen.	... a uscire fuori dal\nsuo uovo, ecco.	salga del cascarón.	biraz kabuğundan çıksın diye...\nee, lafın gelişi tabii.		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
220	map_stage_gr05_intro_10	 Funny-looking egg, isn't it?\nLike it's already hatched.	[[TAG:0002:0003:0E00]] Il est bizarre, cet œuf...\nOn dirait qu'il a déjà éclos.	[[TAG:0002:0003:0E00]] Ein seltsames Ei, oder?\nMit einem seltsamen Muster.	[[TAG:0002:0003:0E00]] Che uovo curioso. Sembra\nche si sia già schiuso...	[[TAG:0002:0003:0E00]] ¡Qué huevo más raro!	[[TAG:0002:0003:0E00]] Tuhaf bir yumurta, değil mi?\nSanki çoktan çatlamış gibi.	LONG_TR_LINE	OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
221	map_stage_gr05_intro_11	So...you've been having\ntrouble with it?	Et donc... [[TAG:0003:0002:0F00]]vous pensez qu'il\ny a un oisillon dedans...	Und... [[TAG:0003:0002:0F00]]du hast also mit\ndiesem Ei Probleme?	Quindi...[[TAG:0003:0002:0F00]] ha qualche\nproblema a farlo uscire?	Así que... [[TAG:0003:0002:0F00]]¿El pajarito\nse niega a salir?	Yani...[[TAG:0003:0002:0F00]]bununla\nsorun mu yaşıyorsun?	LONG_TR_LINE	OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
222	map_stage_gr05_intro_12	ȅ Yes, the little one seems\nto be just a BIT shy.	[[TAG:0002:0003:0502]] Ben... oui, mais il\nne veut pas sortir...	[[TAG:0002:0003:0502]] Ja, das Küken darin kommt\nmir viel zu schüchtern vor.	[[TAG:0002:0003:0502]] Eh, sì... A quanto pare,\nè un po' timido.	[[TAG:0002:0003:0502]] Sí, debe de ser\nun poco tímido.	[[TAG:0002:0003:0502]] Evet, küçük olan BİRAZ\nutangaç gibi.	LONG_TR_LINE	OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
223	map_stage_gr05_intro_13	Oh, pretty little birdy, there's\nno need to be shy!	Oh... P'tizozio. Sors de\nta coquille. Par pitié... Cui !	Kleiner, süßer, Vogel... Du\nmusst nicht schüchtern sein!	Oh, mio piccolino... Esci\nfuori, non avere paura!	Ay, mi pequeñín, sal,\n¡no tengas miedo!	Ah, güzel küçük kuşum,\nutanmana gerek yok!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
224	map_stage_gr05_intro_14	To be honest, I'm running\nout of ideas.	Ça m'épuise... Je ne sais\nplus comment faire.	Ich weiß gar nicht mehr,\nwas ich machen soll...	Ad essere sincera, non\nso più cosa inventarmi.	La verdad es que ya\nno sé qué más hacer.	Dürüst olmak gerekirse\naklıma bir şey gelmiyor.		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
225	map_stage_gr05_intro_15	I've tried sitting on it...	[[TAG:0002:0004:01CD]]Je l'ai couvé...	[[TAG:0002:0004:01CD]]Ich hab schon selbst\nversucht, es auszubrüten...	[[TAG:0002:0004:01CD]]Ho provato a covarlo...	[[TAG:0002:0004:01CD]]Lo he empollado\ndurante horas.	[[TAG:0002:0004:01CD]]Üstüne oturmayı\ndenedim...		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
226	map_stage_gr05_intro_16	I've tried singing to it...	Je lui ai chanté des berceuses...	Ich hab ihm auch schon\netwas vorgesungen...	Gli ho cantato\ndei dolci motivetti...	Le he cantado.	Ona şarkı\nsöylemeyi denedim...		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
227	map_stage_gr05_intro_17	I've tried gently knocking...	[[TAG:0002:0004:02CD]]J'ai gentiment frappé... Cui...	[[TAG:0002:0004:02CD]]Ganz vorsichtig\nhab ich angeklopft...	[[TAG:0002:0004:02CD]]Gli ho dato dei colpetti\nleggeri...	[[TAG:0002:0004:02CD]]Le he dado unos\ngolpecitos muy suaves.	[[TAG:0002:0004:02CD]]Nazikçe tıklatmayı\ndenedim...		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
228	map_stage_gr05_intro_18	and shaking...	Je l'ai secoué doucement...	Und ich hab's ganz\nsacht geschüttelt...	... e l'ho scosso con gentilezza.	Lo he agitado con cuidado.	bir de usulca salladım...		V4_MANUAL_FIXED	GRAMMAR/SEMANTIC: Corrects participle and follows DE/IT/ES “gently shook it”.
229	map_stage_gr05_intro_19	I HAVE ALSO TRIED METHODS\nUNSAVORY AND UNNATURAL.	[[TAG:0002:0004:03CD]][[TAG:0003:0003:08CD]]JE LUI AI DONNÉ DES COUPS DE \nPIED ! ÇA N'A RIEN CHANGÉ DU TOUT !	[[TAG:0002:0004:03CD]][[TAG:0003:0003:08CD]]UNAUSSPRECHLICHES\nHAB ICH GETAN!	[[TAG:0002:0004:03CD]][[TAG:0003:0003:08CD]]HO ANCHE USATO DEI\nMETODI POCO ORTODOSSI...	[[TAG:0002:0004:03CD]][[TAG:0003:0003:08CD]]También lo he amenazado\ncon cosas terribles...	[[TAG:0002:0004:03CD]][[TAG:0003:0003:08CD]]PEK DE HOŞ OLMAYAN, DOĞAYA AYKIRI\nYÖNTEMLER DE DENEDİM.	LONG_TR_LINE	V4_MANUAL_FIXED	VOICE/REGISTER: Preserves theatrical formal menace instead of stilted literal wording.
230	map_stage_gr05_intro_20	YOU INSULT ME WITH YOUR\nIMPUDENCE, O CONTAINED ONE!	TON IMPUDENCE TE COÛTERA\nCHER, Ô CONTENU CONTENANT !	ABER DIESES VIEH WEIGERT\nSICH EINFACH ZU SCHLÜPFEN!	... PER FAR USCIRE FUORI\nQUESTA BESTIACCIA PIUMATA!	¡¡para hacer que salga\nesta aberración con plumas!!	KÜSTAHLIĞINLA BANA HAKARET EDİYORSUN,\nEY KABUĞA HAPSOLMUŞ YARATIK!		V4_MANUAL_FIXED	VOICE/REGISTER: Restores mock-grandiose “O contained one!” voice.
