ARC,LMD,Mesaj ID,English,Türkçe,Français,Deutsch,Italiano,Español,Parça sayısı,English IDler,EntryIndex,EntryName
eng/data/core_arena.arc,D_shop,9CBF2580,"Can you purr-cure these
items so I can make
Sunsnug Isle bigger, nya?","Ūu e¿yalar˘ pati-pati bulursan Gün˘¿˘ō˘
Adas˘n˘ büyütebilirim, miyav?","Si vous me procurez
ces objets, j'agrandirai
l'île Soldoux !","Bringst du miau die Objekte,
damit ich die Sonnwohl-
Insel größer machen kann?","Prrrocurami gli oggetti
e renderò l'Isola Sunsnug
più grande!","Puedes traerme estos
objetos para que pueda
aumentar Isla Sunsnug.",1,107,9,eng\msg\lobby\D_shop_eng
eng/data/core_arena.arc,D_shop,02DBB023,"This will level up my
ingredients. All the fish
will be delivered on ice!","Bu, malzemelerimi geli¿tirir. Bütün
bal˘klar buz üstünde teslim edilir!","Ceci améliorera mes
ingrédients. Le poisson
est livré sur de la glace !","Das verbessert meine
Zutaten. Der ganze Fisch
wird auf Eis geliefert!","Questo falà evolvele gli
ingledienti. Il pesce si
consegna nel ghiaccio!","Esto subirá de nivel mis
ingredientes. ¡El pescado
vendrá refrigerado!",1,108,9,eng\msg\lobby\D_shop_eng
eng/data/core_arena.arc,D_shop,75DC80B5,"Bring the items I need,
and I can secure us a new
trade route. Capital!","ˇhtiyac˘m olan e¿yalar˘ getir, yeni bir
ticaret yolu açay˘m. Sermaye!","Apportez les objets dont
j'ai besoin et je créerai
une route commerciale.","Bring mir die nötigen Objekte
und ich sichere uns eine
neue Handelsroute. Famos!","Portami gli oggetti e
aprirò una nuova rotta
per scambi commerciali.","Tráeme los objetos que
necesito y podré abrir
una nueva ruta comercial.",1,109,9,eng\msg\lobby\D_shop_eng
eng/data/core_arena.arc,D_shop,ECD5D10F,"This will improve the
kitchen so I can help you
grill meat, miao?","Bu, mutfaō˘ geli¿tirir; sana et
˘zgaras˘nda yard˘m ederim, miyav?","Ceci améliorera la
cuisine. Je pourrai vous
aider à griller la viande.","Das verbessert die Küche,
sodass ich Ihnen beim
Fleischgrillen helfen kann.","Con questo inglandilò la
cucina e potlò aiutalti
a cuocele la calne, miao!","Esto mejorará la cocina y
podré ayudarte a asar
carne, ¿miau?",1,110,9,eng\msg\lobby\D_shop_eng
eng/data/core_arena.arc,D_shop,9BD2E199,"Can you purr-cure these
items so I can make
Sunsnug Isle even bigger?","Ūu e¿yalar˘ pati-pati bulursan Gün˘¿˘ō˘
Adas˘n˘ daha da büyütebilirim!","Si vous me procurez
ces objets, j'agrandirai
encore l'île Soldoux !","Bringst du miau die Objekte,
mit denen ich die Sonnwohl-
Insel weiter vergrößern kann?","Prrrocurami gli oggetti
e renderò l'Isola Sunsnug
ancora più grande!","Consígueme estos objetos
y podré hacer que Isla
Sunsnug sea aún mayor.",1,111,9,eng\msg\lobby\D_shop_eng
eng/data/core_arena.arc,D_shop,0B6DFC08,"Can you purr-cure these
items so I can make
Sunsnug Isle humungous?","Ūu e¿yalar˘ pati-pati bulursan Gün˘¿˘ō˘
Adas˘n˘ DEVASA yapabilirim!","Si vous me procurez
ces objets, j'agrandirai
encore plus l'île Soldoux !","Bringst du miau die Objekte,
mit denen ich die Sonnwohl-
Insel riesig machen kann?","Prrrocurami gli oggetti
e renderò l'Isola Sunsnug
gigantesca!","¡Consígueme estos objetos
y podré hacer que Isla
Sunsnug sea enorrrme!",1,112,9,eng\msg\lobby\D_shop_eng
eng/data/core_arena.arc,D_shop,7C6ACC9E,"Bring me these materials
and I'll add new effects
to the Wystones.","Bu malzemeleri getir, Wystone'lara yeni
etkiler ekleyeyim.","Apportez-moi ces matériaux
et j'ajouterai de nouveaux
effets au wyvpierres.","Bring mir diese Materialen
und ich füge den Wysteinen
neue Effekte hinzu.","Portami gli oggetti e
aggiungerò nuovi
effetti alle Wypietre.","Tráeme estos materiales
y añadiré efectos nuevos
a las wypiedras.",1,113,9,eng\msg\lobby\D_shop_eng
eng/data/core_arena.arc,D_shop,F9CB6E2B,"You'll be able to use two
Wystones, plus I'll make
items for the Battlequarters.","ˇki Wystone kullanabileceksin; ayr˘ca
Sava¿ Bölgesi için e¿yalar yapacaō˘m.","Vous pourrez utiliser 2
wyvpierres. Et je fabriquerai
des objets pour la Bastille.","Ich mache dann Objekte für
die Fallengründe und du kannst
dann zwei Wysteine verwenden.","Potrai usare due Wypietre
e nuovi oggetti per
la Bastia.","Tendrás disponibles dos
nuevas wypiedras y nuevos
objetos en la caserna.",1,114,9,eng\msg\lobby\D_shop_eng
eng/data/core_arena.arc,D_shop,7374E4E4,Ingredient level up! (Dairy),Malzeme seviyesi artt˘! (Süt),Ingrédient NV + (pdt laitier),Zutatenstufe hoch! (Milchprodukte),Liv. Ingrediente +! (Latticini),¡El nivel de los lácteos ha mejorado!,1,115,9,eng\msg\lobby\D_shop_eng
eng/data/core_arena.arc,D_shop,0473D472,Palico hiring max increased!,Palico tutma s˘n˘r˘ artt˘!,Nb max de camarades recrutés augmenté !,Maximum anheuerbarer Kameraden erhöht!,Max ingaggio compagni aumentato!,¡Máximo de camaradas contratados aumentado!,1,116,9,eng\msg\lobby\D_shop_eng
eng/data/core_arena.arc,D_shop,9A1741D1,Ingredient level up! (Fish),Malzeme seviyesi artt˘! (Bal˘k),Ingrédient NV + (poisson),Zutatenstufe hoch! (Fisch),Liv. Ingrediente +! (Pesce),¡El nivel del pescado ha mejorado!,1,117,9,eng\msg\lobby\D_shop_eng
eng/data/core_arena.arc,D_shop,031E106B,Palico hiring max increased!,Palico tutma s˘n˘r˘ artt˘!,Nb max de camarades recrutés augmenté !,Maximum anheuerbarer Kameraden erhöht!,Max ingaggio compagni aumentato!,¡Máximo de camaradas contratados aumentado!,1,118,9,eng\msg\lobby\D_shop_eng
eng/data/core_arena.arc,D_shop,93A10DFA,Palico hiring max increased!,Palico tutma s˘n˘r˘ artt˘!,Nb max de camarades recrutés augmenté !,Maximum anheuerbarer Kameraden erhöht!,Max ingaggio compagni aumentato!,¡Máximo de camaradas contratados aumentado!,1,119,9,eng\msg\lobby\D_shop_eng
eng/data/core_arena.arc,D_shop,E4A63D6C,Wyceum level up!,Wyceum seviyesi artt˘!,NV du Wyceum augmenté !,Das Wyceum hat eine neue Stufe erreicht!,Liv. Wyceo +!,¡El Wyceum ha subido de nivel!,1,120,9,eng\msg\lobby\D_shop_eng
eng/data/core_arena.arc,D_shop,AAE031EA,Wyceum level up!,Wyceum seviyesi artt˘!,NV du Wyceum augmenté !,Das Wyceum hat eine neue Stufe erreicht!,Liv. Wyceo +!,¡El Wyceum ha subido de nivel!,1,121,9,eng\msg\lobby\D_shop_eng
eng/data/core_arena.arc,D_shop,5775F13C,Redeem Points,Puan Harca,Échanger,Punkte einlösen,Riscatta punti,Canjear puntos,1,122,9,eng\msg\lobby\D_shop_eng
eng/data/core_arena.arc,D_shop,0C7EE673,Redeem (to Box),Harca (Kutuya),Échanger (coffre),Einlösen (zu Box),Riscatta (alla cassa),Canjear (a la caja),1,123,9,eng\msg\lobby\D_shop_eng
eng/data/core_arena.arc,D_shop,AB5BEFF9,"Trade Caravan Points in
for items.",Kervan Puanlar˘n˘ e¿yalarla takas et.,"Échanger des points Caravane
contre des objets.","Tausche Karawanenpunkte gegen
Objekte.","Cedi punti carovana in cambio
di oggetti.","Cambia puntos de caravana por
objetos.",1,124,9,eng\msg\lobby\D_shop_eng
eng/data/core_arena.arc,D_shop,6E0843D0,"Trade Caravan Points in for
items and send them to
your Item Box.","Kervan Puanlar˘n˘ e¿yalarla takas et ve
E¿ya Kutuna gönder.","Échanger des points Caravane
contre des objets et les envoyer
au coffre.","Tausche Karawanenpunkte gegen
Objekte und lasse sie an deine
Objektbox senden.","Cedi punti carovana in cambio
di oggetti e invia gli acquisti
alla tua cassa oggetti.","Cambia puntos de caravana por
objetos y mándalos a la caja de
objetos.",1,125,9,eng\msg\lobby\D_shop_eng
eng/data/core_arena.arc,D_shop,6A1F904C,"Select an item to redeem
Caravan Points for.",Kervan Puan˘yla al˘nacak e¿yay˘ seç.,"Sélectionnez un objet à échanger
contre vos points Caravane.","Wähle ein Objekt, für das du
Karawanenpunkte einlösen willst.","Scegli l'oggetto da scambiare
con i punti carovana.","Elige un objeto a canjear
por puntos de caravana.",1,126,9,eng\msg\lobby\D_shop_eng
eng/data/core_arena.arc,D_shop,E664FA71,"Select an item to redeem
Caravan Points for.
It will be sent to the Item Box.","Kervan Puan˘yla al˘nacak e¿yay˘ seç.
E¿ya Kutusuna gönderilecek.","Sélectionnez un objet à échanger
contre vos points Caravane.
Il sera envoyé au coffre.","Wähle ein Objekt, für das du
Karawanenpunkte einlösen willst.
Es wird an die Objektbox gesendet.","Scegli l'oggetto da scambiare
con i punti carovana. Sarà
inviato alla cassa oggetti.","Elige un objeto a canjear
por puntos de caravana.
Irá a la caja de objetos.",1,127,9,eng\msg\lobby\D_shop_eng
eng/data/core_arena.arc,D_shop,E83A5526,"Select an item to redeem
Caravan Points for.
⟪parça⟫(Can't carry any more of this item.)",Kervan Puan˘yla al˘nacak e¿yay˘ seç.⟪parça⟫(Bu e¿yadan daha fazla ta¿˘yamazs˘n.),"Sélectionnez un objet à échanger
contre vos points Caravane.
 ⟪parça⟫ (Impossible d'en porter plus.)","Wähle ein Objekt, für das du
Karawanenpunkte einlösen willst.  ⟪parça⟫ (Du
kannst nicht mehr davon tragen.)","Scegli l'oggetto da scambiare
con i punti carovana.
 ⟪parça⟫ Numero max per tipo raggiunto.","Elige un objeto a canjear
por puntos de caravana.
 ⟪parça⟫ (Máximo de este objeto alcanzado).",2,"128,129",9,eng\msg\lobby\D_shop_eng
eng/data/core_arena.arc,D_shop,7133049C,"Select an item to redeem
Caravan Points for.
⟪parça⟫(Your Pouch is full.)",Kervan Puan˘yla al˘nacak e¿yay˘ seç.⟪parça⟫(Kesen dolu.),"Sélectionnez un objet à échanger
contre vos points Caravane.
 ⟪parça⟫ (Votre bourse est pleine.)","Wähle ein Objekt, für das du
Karawanenpunkte einlösen willst.
 ⟪parça⟫ (Dein Beutel ist voll.)","Scegli l'oggetto da scambiare
con i punti carovana.
 ⟪parça⟫ La tua borsa è piena.","Elige un objeto a canjear
por puntos de caravana.
 ⟪parça⟫ (Bolsa llena).",2,"130,131",9,eng\msg\lobby\D_shop_eng
eng/data/core_arena.arc,D_shop,0634340A,"Select an item to redeem
Caravan Points for.
⟪parça⟫(Your Item Box is full.)",Kervan Puan˘yla al˘nacak e¿yay˘ seç.⟪parça⟫(E¿ya Kutun dolu.),"Sélectionnez un objet à échanger
contre vos points Caravane.
 ⟪parça⟫ (Votre coffre est plein.)","Wähle ein Objekt, für das du
Karawanenpunkte einlösen willst.
 ⟪parça⟫ (Deine Objektbox ist voll.)","Scegli l'oggetto da scambiare
con i punti carovana.
 ⟪parça⟫ La tua cassa oggetti è piena.","Elige un objeto a canjear
por puntos de caravana.
 ⟪parça⟫ (La caja de objetos está llena).",2,"132,133",9,eng\msg\lobby\D_shop_eng
eng/data/core_arena.arc,D_shop,9850A1A9,"Select an item to redeem
Caravan Points for.
⟪parça⟫(Not enough points.)",Kervan Puan˘yla al˘nacak e¿yay˘ seç.⟪parça⟫(Yeterli puan˘n yok.),"Sélectionnez un objet à échanger
contre vos points Caravane.
 ⟪parça⟫ (Points insuffisants.)","Wähle ein Objekt, für das du
Karawanenpunkte einlösen willst.
 ⟪parça⟫ (Zu wenig Punkte.)","Scegli l'oggetto da scambiare
con i punti carovana.
 ⟪parça⟫ Punti insufficienti.","Elige un objeto a canjear
por puntos de caravana.
 ⟪parça⟫ (Faltan puntos).",2,"134,135",9,eng\msg\lobby\D_shop_eng
eng/data/core_arena.arc,D_shop,C3C54C78,Exchange how many?,Kaç tane takas edilsin?,Échanger combien d'objets ?,Wie viele tauschen?,Quanti ne vuoi scambiare?,¿Cuántos quieres cambiar?,1,136,9,eng\msg\lobby\D_shop_eng
eng/data/core_arena.arc,D_shop,D10A40C4,"Redeem ⟪parça⟫ points and
make the exchange?",⟪parça⟫puan harcay˘p takas yap˘ls˘n m˘?,"Utiliser  ⟪parça⟫  points et confirmer
l'échange ?"," Punkte einlösen und
Tausch vollziehen?","Riscatta  ⟪parça⟫  punti e
porta a termine lo scambio?","¿Canjear  ⟪parça⟫  puntos y hacer
el intercambio?",2,"137,138",9,eng\msg\lobby\D_shop_eng
eng/data/core_arena.arc,D_shop,DB380537,Item obtained.,E¿ya al˘nd˘.,Vous avez fait l'échange !,Objekt erhalten.,Oggetto ottenuto.,Objeto obtenido.,1,139,9,eng\msg\lobby\D_shop_eng
eng/data/core_arena.arc,D_shop,A322B76A,DUMMY===========,DUMMY===========,DUMMY===========,DUMMY===========,DUMMY===========,DUMMY===========,1,140,9,eng\msg\lobby\D_shop_eng
eng/data/core_arena.arc,D_shop,3A2BE6D0,DUMMY===========,DUMMY===========,DUMMY===========,DUMMY===========,DUMMY===========,DUMMY===========,1,141,9,eng\msg\lobby\D_shop_eng
eng/data/core_arena.arc,D_shop,4D2CD646,DUMMY===========,DUMMY===========,DUMMY===========,DUMMY===========,DUMMY===========,DUMMY===========,1,142,9,eng\msg\lobby\D_shop_eng
eng/data/core_arena.arc,D_shop,D34843E5,DUMMY===========,DUMMY===========,DUMMY===========,DUMMY===========,DUMMY===========,DUMMY===========,1,143,9,eng\msg\lobby\D_shop_eng
eng/data/core_arena.arc,D_shop,A44F7373,DUMMY===========,DUMMY===========,DUMMY===========,DUMMY===========,DUMMY===========,DUMMY===========,1,144,9,eng\msg\lobby\D_shop_eng
eng/data/core_arena.arc,D_shop,8ECC5EBD,"DUMMY===========================
00112233445566778899001122334455
DUMMY===========================","DUMMY===========================
00112233445566778899001122334455
DUMMY===========================","DUMMY===========================
00112233445566778899001122334455
DUMMY===========================","DUMMY===========================
00112233445566778899001122334455
DUMMY===========================","DUMMY===========================
00112233445566778899001122334455
DUMMY===========================","DUMMY==================
001122334455667788990012345
DUMMY===================",1,145,9,eng\msg\lobby\D_shop_eng
eng/data/core_arena.arc,D_shop,17C50F07,"DUMMY===========================
00112233445566778899001122334455
DUMMY===========================","DUMMY===========================
00112233445566778899001122334455
DUMMY===========================","DUMMY===========================
00112233445566778899001122334455
DUMMY===========================","DUMMY===========================
00112233445566778899001122334455
DUMMY===========================","DUMMY===========================
00112233445566778899001122334455
DUMMY===========================","DUMMY====================
001122334455667788990012345
DUMMY===================",1,146,9,eng\msg\lobby\D_shop_eng
eng/data/core_arena.arc,D_shop,60C23F91,"DUMMY===========================
00112233445566778899001122334455
DUMMY===========================","DUMMY===========================
00112233445566778899001122334455
DUMMY===========================","DUMMY===========================
00112233445566778899001122334455
DUMMY===========================","DUMMY===========================
00112233445566778899001122334455
DUMMY===========================","DUMMY===========================
00112233445566778899001122334455
DUMMY===========================","DUMMY===================
001122334455667788990012345
DUMMY===================",1,147,9,eng\msg\lobby\D_shop_eng
eng/data/core_arena.arc,D_shop,FEA6AA32,"DUMMY===========================
00112233445566778899001122334455
DUMMY===========================","DUMMY===========================
00112233445566778899001122334455
DUMMY===========================","DUMMY===========================
00112233445566778899001122334455
DUMMY===========================","DUMMY===========================
00112233445566778899001122334455
DUMMY===========================","DUMMY===========================
00112233445566778899001122334455
DUMMY===========================","DUMMY===================
001122334455667788990012345
DUMMY===================",1,148,9,eng\msg\lobby\D_shop_eng
eng/data/core_arena.arc,D_shop,89A19AA4,"DUMMY===========================
00112233445566778899001122334455
DUMMY===========================","DUMMY===========================
00112233445566778899001122334455
DUMMY===========================","DUMMY===========================
00112233445566778899001122334455
DUMMY===========================","DUMMY===========================
00112233445566778899001122334455
DUMMY===========================","DUMMY===========================
00112233445566778899001122334455
DUMMY===========================","DUMMY====================
001122334455667788990012345
DUMMY==================",1,149,9,eng\msg\lobby\D_shop_eng
eng/data/core_arena.arc,D_shop,DDE7017C,DUMMY===============================,DUMMY===============================,DUMMY===============================,DUMMY===============================,DUMMY===============================,DUMMY===============================,1,150,9,eng\msg\lobby\D_shop_eng
eng/data/core_arena.arc,D_shop,44EE50C6,DUMMY===============================,DUMMY===============================,DUMMY===============================,DUMMY===============================,DUMMY===============================,DUMMY===============================,1,151,9,eng\msg\lobby\D_shop_eng
eng/data/core_arena.arc,D_shop,33E96050,DUMMY===============================,DUMMY===============================,DUMMY===============================,DUMMY===============================,DUMMY===============================,DUMMY===============================,1,152,9,eng\msg\lobby\D_shop_eng
eng/data/core_arena.arc,D_shop,AD8DF5F3,DUMMY===============================,DUMMY===============================,DUMMY===============================,DUMMY===============================,DUMMY===============================,DUMMY===============================,1,153,9,eng\msg\lobby\D_shop_eng
eng/data/core_arena.arc,D_shop,DA8AC565,DUMMY===============================,DUMMY===============================,DUMMY===============================,DUMMY===============================,DUMMY===============================,DUMMY===============================,1,154,9,eng\msg\lobby\D_shop_eng
eng/data/core_arena.arc,Dora,DD4AC522,Hunters for Hire,Kiral˘k Avc˘lar,Chasseurs à recruter,Jäger zum Anheuern,Cacciatori di ventura,Cazadores a sueldo,1,0,10,eng\msg\lobby\Dora_eng
eng/data/core_arena.arc,Dora,AA4DF5B4,Quest Rank,Görev Rütbesi,Quête,Queststufe,Grado missione,Rango misión,1,1,10,eng\msg\lobby\Dora_eng
eng/data/core_arena.arc,Dora,3344A40E,Low,Alt,Novice,Niedr.,Basso,Bajo,1,2,10,eng\msg\lobby\Dora_eng
eng/data/core_arena.arc,Dora,44439498,High,Üst,Expert,Hoch,Alto,Alto,1,3,10,eng\msg\lobby\Dora_eng
eng/data/core_arena.arc,Dora,DA27013B,Locale,Konum,Zone,Ort,Luogo,Zona,1,4,10,eng\msg\lobby\Dora_eng
eng/data/core_arena.arc,Dora,AD2031AD,Target,Hedef,Objectif,Ziel,Obiettivo,Objetivo,1,5,10,eng\msg\lobby\Dora_eng
eng/data/core_arena.arc,Dora,34296017,S.Monsters/Item,K.Canavar/E¿ya,Monstre/Objet,Kl. Mon./Obj.,Mos. pic/ogg.,Mon. peq/obj.,1,6,10,eng\msg\lobby\Dora_eng
eng/data/core_arena.arc,Dora,432E5081,L.Monsters,B.Canavarlar,Grand monstre,GMon,Mostri grandi,Mon. grandes,1,7,10,eng\msg\lobby\Dora_eng
eng/data/core_arena.arc,Dora,D3914D10,Any,Fark etmez,Tout,Beliebig,Quals.,Cualquiera,1,8,10,eng\msg\lobby\Dora_eng
eng/data/core_arena.arc,Dora,A4967D86,"Set your Hunters for Hire
Quest preferences.",Kiral˘k Avc˘ Görev tercihlerini ayarla.,"Paramétrez vos préférences pour
le recrutement de chasseurs.","Ändere deine Einstellungen für
""Jäger zum Anheuern""-Quests.","Imposta le preferenze per
la missione cacciatori di ventura.","Define las preferencias
de tus cazadores a sueldo.",1,9,10,eng\msg\lobby\Dora_eng
eng/data/core_arena.arc,Dora,C451F463,"Proceed with these
selections?",Bu seçimlerle devam edilsin mi?,Confirmer les paramètres ?,Mit dieser Auswahl fortfahren?,Procedere con queste scelte?,¿Seguir con estas opciones?,1,10,10,eng\msg\lobby\Dora_eng
eng/data/core_arena.arc,Dora,B356C4F5,"Exit without applying
changes?",Deōi¿iklikleri uygulamadan ç˘k˘ls˘n m˘?,"Quitter sans appliquer les
modifications ?","Verlassen, ohne Änderungen
vorzunehmen?","Uscire senza applicare
le modifiche?",¿Salir sin aplicar los cambios?,1,11,10,eng\msg\lobby\Dora_eng
eng/data/core_arena.arc,Dora,2A5F954F,Recruiting Settings,Kat˘l˘m Ayarlar˘,Recrutement,Rekrutierungseinstllngn,Opzioni ingaggio,Opciones reclutamiento,1,12,10,eng\msg\lobby\Dora_eng
eng/data/core_arena.arc,Dora,5D58A5D9,Hunter Type,Avc˘ Türü,Type de chasseur,Jägertyp,Tipo cacciatore,Tipo de cazador,1,13,10,eng\msg\lobby\Dora_eng
eng/data/core_arena.arc,Dora,C33C307A,Target,Hedef,Objectif,Ziel,Obiettivo,Objetivo,1,14,10,eng\msg\lobby\Dora_eng
eng/data/core_arena.arc,Dora,B43B00EC,Message,Mesaj,Message,Nachricht,Messaggio,Mensaje,1,15,10,eng\msg\lobby\Dora_eng
eng/data/core_arena.arc,Dora,2D325156,Publicize,Duyur,Annoncer,Veröffentlichen,Pubblicizza,Publicitar,1,16,10,eng\msg\lobby\Dora_eng
eng/data/core_arena.arc,Dora,CA8A7C51,Hall Settings,Salon Ayarlar˘,Grand-Salle,Halleneinst.,Opzioni sala di raccolta,Ajustes de sala,1,17,10,eng\msg\lobby\Dora_eng
eng/data/core_arena.arc,Dora,BD8D4CC7,"Change Hunters for Hire
preferences. (Solo)","Kiral˘k Avc˘ tercihlerini deōi¿tir.
(Tek Oyuncu)","Changer les préférences des
Chasseurs à recruter. (Solo)","""Jäger zum Anheuern""-
Einstellungen ändern. (Solo)","Modifica le preferenze per
i cacciatori di ventura.
(Solo)","Cambia las preferencias de
cazadores a sueldo. (Solo)",1,18,10,eng\msg\lobby\Dora_eng
eng/data/core_arena.arc,Dora,EF7CA7A0,"Sound the Gong and signal
to nearby hunters.
(Local Play)","Gonga vurup yak˘ndaki avc˘lara i¿aret
ver. (Yerel Oyun)","Sonner le gong et faire
une annonce aux joueurs
proches. (Multijoueur local)","Schlage den Gong und gib
Jägern in der Nähe ein Signal.
(Lokales Spiel)","Suona il gong per avvertire
i cacciatori vicini.
(Modalità wireless)","Hace sonar el gong y avisa
a los cazadores cercanos.
(Juego en modo local)",1,19,10,eng\msg\lobby\Dora_eng
eng/data/core_arena.arc,Dora,987B9736,"Change your current
Gathering Hall settings.
(Online Multiplayer)","Mevcut Toplanma Salonu ayarlar˘n˘
deōi¿tir. (Çevrimiçi Çok Oyunculu)","Changer les paramètres
de la Grand-Salle.
(Multijoueur en ligne)","Ändere deine aktuellen Ver-
sammlungshalleneinstellungen.
(Online-Mehrspieler-Modus)","Modifica le impostazioni
della sala di raccolta.
(Multigiocatore online)","Cambia tus ajustes de sala
de reunión actuales.
(Multijugador en línea)",1,20,10,eng\msg\lobby\Dora_eng
eng/data/core_arena.arc,Dora,0172C68C,G-rank,G Rütbesi,G,G-Rang,Grado G,Rango G,1,21,10,eng\msg\lobby\Dora_eng
eng/data/core_arena.arc,E_makeshop,2E80EEE7,Forge Weapons,Silah Üret,Armes,Waffen schmieden,Forgia arma,Crear arma,1,0,11,eng\msg\lobby\E_makeshop_eng
eng/data/core_arena.arc,E_makeshop,B789BF5D,Forge Armor,Z˘rh Üret,Armures,Rüstung schmieden,Forgia armatura,Crear armadura,1,1,11,eng\msg\lobby\E_makeshop_eng
eng/data/core_arena.arc,E_makeshop,C08E8FCB,Upgrade Equipment,Ekipman Geli¿tir,Améliorer,Ausrüst. verbessern,Migliora equipag.,Mejorar equipo,1,2,11,eng\msg\lobby\E_makeshop_eng
eng/data/core_arena.arc,E_makeshop,5EEA1A68,Decorations,Dekorasyonlar,Décorations,Dekorationen,Decorazioni,Adornos,1,3,11,eng\msg\lobby\E_makeshop_eng
eng/data/core_arena.arc,E_makeshop,29ED2AFE,Forge Decorations,Dekorasyon Üret,Créer,Dekoration schmieden,Forgia decorazioni,Forjar adorno,1,4,11,eng\msg\lobby\E_makeshop_eng
eng/data/core_arena.arc,E_makeshop,B0E47B44,Set Decorations,Dekorasyon Tak,Fixer,Dekoration platzieren,Imposta decorazioni,Colocar adornos,1,5,11,eng\msg\lobby\E_makeshop_eng
eng/data/core_arena.arc,E_makeshop,C7E34BD2,Forge Palico Gear,Palico Ekipman˘ Üret,Équipement camarade,KmrdnAsrstng schmdn,Forgia per compagni,Forjar equipo camar.,1,6,11,eng\msg\lobby\E_makeshop_eng
eng/data/core_arena.arc,E_makeshop,575C5643,Hone,Bile,Perfectionner,Perfektionieren,Perfezionamento,Perfeccionamiento,1,7,11,eng\msg\lobby\E_makeshop_eng
eng/data/core_arena.arc,E_makeshop,31B157B8,"Hand over materials and money
to craft weapons.",Silah üretmek için malzeme ve para ver.,"Utiliser des matériaux et de
l'argent pour créer des armes.","Händige Materialien und Geld aus,
um Waffen herzustellen.","Spendi denaro e materiali
per forgiare armi.","Dar dinero y material para crear
armas.",1,8,11,eng\msg\lobby\E_makeshop_eng
eng/data/core_arena.arc,E_makeshop,A8B80602,"Hand over materials and money
to craft armor.",Z˘rh üretmek için malzeme ve para ver.,"Utiliser des matériaux et de
l'argent pour créer des armures.","Händige Materialien und Geld aus,
um Rüstungen herzustellen.","Spendi denaro e materiali
per forgiare armature.","Dar dinero y material para crear
armadura.",1,9,11,eng\msg\lobby\E_makeshop_eng
eng/data/core_arena.arc,E_makeshop,DFBF3694,"Hand over materials and money
to upgrade weapons or armor.","Silah veya z˘rh geli¿tirmek için
malzeme ve para ver.","Utiliser des matériaux et de
l'argent pour améliorer les armes
et les armures.","Händige Materialien und Geld aus,
um Waffen und Rüstungen zu
verbessern.","Spendi denaro e materiali per
migliorare armi e armature.","Dar dinero y material para
mejorar armas o armadura.",1,10,11,eng\msg\lobby\E_makeshop_eng
eng/data/core_arena.arc,E_makeshop,41DBA337,"Craft, attach, or remove
Decorations.","Dekorasyon üret, tak veya ç˘kar.","Créer, fixer ou retirer des
décorations.","Dekorationen herstellen,
anbringen oder entfernen.","Crea, inserisci o rimuovi
le decorazioni.","Crear, poner o quitar adornos.",1,11,11,eng\msg\lobby\E_makeshop_eng
eng/data/core_arena.arc,E_makeshop,36DC93A1,Craft Decorations.,Dekorasyon üret.,Créer des décorations.,Stelle Dekorationen her.,Crea decorazioni.,Crear adornos.,1,12,11,eng\msg\lobby\E_makeshop_eng
eng/data/core_arena.arc,E_makeshop,AFD5C21B,"Attach or remove Decorations
from your equipment.",Ekipmana Dekorasyon tak veya ç˘kar.,"Fixer ou retirer des décorations
sur votre équipement.","Dekorationen an deiner Rüstung
anbringen oder von ihr entfernen.","Inserisci le decorazioni negli
spazi o rimuovile dal tuo
equipaggiamento.","Poner o quitar adornos en
tu equipo.",1,13,11,eng\msg\lobby\E_makeshop_eng
eng/data/core_arena.arc,E_makeshop,D8D2F28D,"Hand over materials and money
to craft weapons or armor for
your Palicoes.","Palico'lar˘n için silah veya z˘rh
üretmek üzere malzeme ve para ver.","Utiliser des matériaux et de
l'argent pour créer des armes ou
armures pour vos camarades.","Händige Materialien und Geld aus,
um Waffen und Rüstungen für
deine Kameraden herzustellen.","Spendi denaro e materiali per
forgiare armi o armature
destinate ai tuoi compagni.","Dar dinero y material para
crear armas o armadura para tus
camaradas.",1,14,11,eng\msg\lobby\E_makeshop_eng
eng/data/core_arena.arc,E_makeshop,486DEF1C,"Hand over materials and money
to further improve weapons that
have been upgraded to the max.","Azami seviyeye gelmi¿ silahlar˘ daha da
güçlendirmek için malzeme ve para ver.","Utiliser des matériaux et de
l'argent pour améliorer les armes
qui ont déjà atteint le NV maximum.","Händige Materialien und Geld aus,
um maximal verbesserte Waffen
weiter zu verbessern.","Spendi denaro e materiali per
perfezionare armi che sono
state migliorate al massimo.","Entrega dinero y materiales para
seguir mejorando armas que ya
habías mejorado al máximo.",1,15,11,eng\msg\lobby\E_makeshop_eng
eng/data/core_arena.arc,E_makeshop,5F529D27,Req. Materials,Gerekli Malzeme,Matériaux,Nöt. Mat.,Materiali,Materiales,1,16,11,eng\msg\lobby\E_makeshop_eng
eng/data/core_arena.arc,E_makeshop,C65BCC9D,Owned/Needed,Sahip/Gerekli, Poss./Requis,Eigene/Nötig,Poss./Rich.,Dispon./Req.,1,17,11,eng\msg\lobby\E_makeshop_eng
eng/data/core_arena.arc,E_makeshop,B15CFC0B,/,/,/,/,/,/,1,18,11,eng\msg\lobby\E_makeshop_eng
eng/data/core_arena.arc,E_makeshop,2F3869A8,Toggle Display,Görünümü Deōi¿tir,Affichage,Anz. ändern,Cambia schermata,Ver pantalla,1,19,11,eng\msg\lobby\E_makeshop_eng
