file,index,hash,language_hint,original,translation_tr
Item.ttb,1138,489B72D0,latin,PIXELSTICKER Nr. 157,
Item.ttb,1139,489C154B,latin,AUTOCOLLANT PIXEL N°157,
Item.ttb,1140,489BC82F,latin,PIXEL STICKER N°157,
Item.ttb,1141,489CFF60,latin,STICKER PIXEL N. 157,
Item.ttb,1142,489FBADE,latin,ПИКСЕЛЬНЫЙ СТИКЕР No.157,
Item.ttb,1143,489E7F45,latin,PIXELSTICKERNR. 157,
Item.ttb,1144,489D97F1,empty,,
Item.ttb,1145,489F1EFF,latin,SELO DE PIXEL No.157,
Item.ttb,1146,48C785AE,empty,,
Item.ttb,1147,48C25880,empty,,
Item.ttb,1148,49C6E8DF,empty,,
Item.ttb,1149,4D9F9ABA,ja/mixed,ピクセルシール No.188,
Item.ttb,1150,4C9786D0,ja/mixed,ピクセルシール No.025,
Item.ttb,1151,4B6976B1,latin,PIXEL STICKER No.066,
Item.ttb,1152,49CB1240,latin,PIXELSTICKERNR. 116,
Item.ttb,1153,49C8A846,latin,AUTOCOLLANT PIXEL N°116,
Item.ttb,1154,49C85869,latin,PIXEL STICKER No.116,
Item.ttb,1155,49C805CB,latin,PIXELSTICKER Nr. 116,
Item.ttb,1156,49C85B2A,latin,PIXEL STICKER N°116,
Item.ttb,1157,49C9D58D,ja/mixed,ピクセルシール No.116,
Item.ttb,1158,49C9925B,latin,STICKER PIXEL N. 116,
Item.ttb,1159,49CA2AEC,empty,,
Item.ttb,1160,49CCDC34,empty,,
Item.ttb,1161,49CC160D,empty,,
Item.ttb,1162,49CBB1FA,latin,SELO DE PIXEL No.116,
Item.ttb,1163,49CC4DD9,latin,ПИКСЕЛЬНЫЙ СТИКЕР No.116,
Item.ttb,1164,4A3810BE,empty,,
Item.ttb,1165,4A32E390,empty,,
Item.ttb,1166,4B692413,latin,PIXELSTICKER Nr. 066,
Item.ttb,1167,4B6D6C21,latin,ПИКСЕЛЬНЫЙ СТИКЕР No.066,
Item.ttb,1168,4B6AF3D5,ja/mixed,ピクセルシール No.066,
Item.ttb,1169,4B69C68E,latin,AUTOCOLLANT PIXEL N°066,
Item.ttb,1170,4B697972,latin,PIXEL STICKER N°066,
Item.ttb,1171,4B6AB0A3,latin,STICKER PIXEL N. 066,
Item.ttb,1172,4B6C3088,latin,PIXELSTICKERNR. 066,
Item.ttb,1173,4B6B4934,empty,,
Item.ttb,1174,4B6CD042,latin,SELO DE PIXEL No.066,
Item.ttb,1175,4C9609AC,latin,PIXEL STICKER No.025,
Item.ttb,1176,4BCDBF8B,empty,,
Item.ttb,1177,4BC8925D,empty,,
Item.ttb,1178,4C95B70E,latin,PIXELSTICKER Nr. 025,
Item.ttb,1179,4C965989,latin,AUTOCOLLANT PIXEL N°025,
Item.ttb,1180,4C960C6D,latin,PIXEL STICKER N°025,
Item.ttb,1181,4C97439E,latin,STICKER PIXEL N. 025,
Item.ttb,1182,4D43C4A6,latin,LB-D SIRIUS,
Item.ttb,1183,4D39455A,latin,P-CC MIRA 02,
Item.ttb,1184,4C99FF1C,latin,ПИКСЕЛЬНЫЙ СТИКЕР No.025,
Item.ttb,1185,4C98C383,latin,PIXELSTICKERNR. 025,
Item.ttb,1186,4C97DC2F,empty,,
Item.ttb,1187,4C99633D,latin,SELO DE PIXEL No.025,
Item.ttb,1188,4D38F57D,latin,P-CC MIRA 02,
Item.ttb,1189,4D38A2DF,latin,P-CC MIRA 02,
Item.ttb,1190,4D38F83E,latin,P-CC MIRA 02,
Item.ttb,1191,4D3BAF54,latin,P-CC MIRA 02,
Item.ttb,1192,4D3A72A1,ja/mixed,P-CC ミラ 02,
Item.ttb,1193,4D3A2F6F,latin,P-CC MIRA 02,
Item.ttb,1194,4D3AC800,empty,,
Item.ttb,1195,4D3CEAED,latin,P-CC MIRA 02,
Item.ttb,1196,4D3C4F0E,latin,P-CC MIRA 02,
Item.ttb,1197,4D437208,latin,LB-D SIRIUS,
Item.ttb,1198,4D47BA16,latin,LB-D SIRIUS,
Item.ttb,1199,4D4541CA,ja/mixed,LB-D シリウス,
Item.ttb,1200,4D441483,latin,LB-D SIRIUS,
Item.ttb,1201,4D43C767,latin,LB-D SIRIUS,
Item.ttb,1202,4D44FE98,latin,LB-D SIRIUS,
Item.ttb,1203,4D467E7D,latin,LB-D SIRIUS,
Item.ttb,1204,4D459729,empty,,
Item.ttb,1205,4D471E37,latin,LB-D SIRIUS,
Item.ttb,1206,4D9E1D96,latin,PIXEL STICKER No.188,
Item.ttb,1207,4D5DF056,empty,,
Item.ttb,1208,4D58C328,empty,,
Item.ttb,1209,4D9DCAF8,latin,PIXELSTICKER Nr. 188,
Item.ttb,1210,4D9E6D73,latin,AUTOCOLLANT PIXEL N°188,
Item.ttb,1211,4D9E2057,latin,PIXEL STICKER N°188,
Item.ttb,1212,4D9F5788,latin,STICKER PIXEL N. 188,
Item.ttb,1213,4EF755E8,latin,APPLE,
Item.ttb,1214,4E68CEBD,ja/mixed,ピクセルシール No.220,
Item.ttb,1215,4E1225C0,empty,,
Item.ttb,1216,4DA21306,latin,ПИКСЕЛЬНЫЙ СТИКЕР No.188,
Item.ttb,1217,4DA0D76D,latin,PIXELSTICKERNR. 188,
Item.ttb,1218,4D9FF019,empty,,
Item.ttb,1219,4DA17727,latin,SELO DE PIXEL No.188,
Item.ttb,1220,4DBD3C64,empty,,
Item.ttb,1221,4DB80F36,empty,,
Item.ttb,1222,4E0CF892,empty,,
Item.ttb,1223,4E675199,latin,PIXEL STICKER No.220,
Item.ttb,1224,4E293715,empty,,
Item.ttb,1225,4E2409E7,empty,,
Item.ttb,1226,4E66FEFB,latin,PIXELSTICKER Nr. 220,
Item.ttb,1227,4E67A176,latin,AUTOCOLLANT PIXEL N°220,
Item.ttb,1228,4E67545A,latin,PIXEL STICKER N°220,
Item.ttb,1229,4E688B8B,latin,STICKER PIXEL N. 201,
Item.ttb,1230,4ECB006E,latin,AUTOCOLLANT PIXEL N°147,
Item.ttb,1231,4E6B4709,latin,ПИКСЕЛЬНЫЙ СТИКЕР No.220,
Item.ttb,1232,4E6A0B70,latin,PIXELSTICKERNR. 220,
Item.ttb,1233,4E69241C,empty,,
Item.ttb,1234,4E6AAB2A,latin,SELO DE PIXEL No.220,
Item.ttb,1235,4ECAB091,latin,PIXEL STICKER No.147,
Item.ttb,1236,4ECA5DF3,latin,PIXELSTICKER Nr. 147,
Item.ttb,1237,4ECAB352,latin,PIXEL STICKER N°147,
Item.ttb,1238,4ECD6A68,latin,PIXELSTICKERNR. 147,
Item.ttb,1239,4ECC2DB5,ja/mixed,ピクセルシール No.147,
Item.ttb,1240,4ECBEA83,latin,STICKER PIXEL N. 147,
Item.ttb,1241,4ECC8314,empty,,
Item.ttb,1242,4ECEA601,latin,ПИКСЕЛЬНЫЙ СТИКЕР No.147,
Item.ttb,1243,4ECE0A22,latin,SELO DE PIXEL No.147,
Item.ttb,1244,4EF7034A,latin,APFEL,
Item.ttb,1245,4F5D1148,latin,ROOMIJS,
Item.ttb,1246,4EFB4B58,other,ЯБЛОКО,
Item.ttb,1247,4EF8D30C,ja/mixed,りんご,
Item.ttb,1248,4EF7A5C5,latin,POMME,
Item.ttb,1249,4EF758A9,latin,MANZANA,
Item.ttb,1250,4EF88FDA,latin,MELA,
Item.ttb,1251,4EFA0FBF,latin,APPEL,
Item.ttb,1252,4EF9286B,empty,,
Item.ttb,1253,4EFAAF79,latin,MAÇÃ,
Item.ttb,1254,4F5AA74E,latin,GLACE,
Item.ttb,1255,4F5A5771,latin,ICE CREAM,
Item.ttb,1256,4F5A04D3,latin,EISCREME,
Item.ttb,1257,4F5A5A32,latin,HELADO,
Item.ttb,1258,4F5BD495,ja/mixed,ソフトクリーム,
Item.ttb,1259,4F5B9163,latin,GELATO,
Item.ttb,1260,4F5C29F4,empty,,
Item.ttb,1261,4FD1327D,latin,PIZZA,
Item.ttb,1262,4FBEE5E2,empty,,
Item.ttb,1263,4F5E4CE1,other,МОРОЖЕНОЕ,
Item.ttb,1264,4F5DB102,latin,SORVETE,
Item.ttb,1265,4FB9B8B4,empty,,
Item.ttb,1266,4FD0E2A0,latin,PIZZA,
Item.ttb,1267,4FD09002,latin,PIZZA,
Item.ttb,1268,4FD0E561,latin,PIZZA,
Item.ttb,1269,4FD39C77,latin,PIZZA,
Item.ttb,1270,4FD25FC4,ja/mixed,ピザ,
Item.ttb,1271,4FD21C92,latin,PIZZA,
Item.ttb,1272,4FD2B523,empty,,
Item.ttb,1273,4FD4D810,other,ПИЦЦА,
Item.ttb,1274,4FD43C31,latin,PIZZA,
Item.ttb,1275,569C3720,ja/mixed,ピクセルシール No.087,
Item.ttb,1276,534ACCD6,empty,,
Item.ttb,1277,51980F36,latin,PIXELSTICKER Nr. 056,
Item.ttb,1278,506DA15C,empty,,
Item.ttb,1279,4FFA9D1D,latin,SELO DE PIXEL No.106,
Item.ttb,1280,4FF87D7E,latin,STICKER PIXEL N. 106,
Item.ttb,1281,4FF7464D,latin,PIXEL STICKER N°106,
Item.ttb,1282,4FF7438C,latin,PIXEL STICKER No.106,
Item.ttb,1283,4FF79369,latin,AUTOCOLLANT PIXEL N°106,
Item.ttb,1284,4FF9160F,empty,,
Item.ttb,1285,4FF8C0B0,ja/mixed,ピクセルシール No.106,
Item.ttb,1286,4FF9FD63,latin,PIXELSTICKERNR. 106,
Item.ttb,1287,506BD19A,latin,PIXEL STICKER N°097,
Item.ttb,1288,506B7C3B,latin,PIXELSTICKER Nr. 097,
Item.ttb,1289,4FFB38FC,latin,ПИКСЕЛЬНЫЙ СТИКЕР No.106,
Item.ttb,1290,506BCED9,latin,PIXEL STICKER No.097,
Item.ttb,1291,506D08CB,latin,STICKER PIXEL N. 097,
Item.ttb,1292,506C1EB6,latin,AUTOCOLLANT PIXEL N°097,
Item.ttb,1293,506D4BFD,ja/mixed,ピクセルシール No.097,
Item.ttb,1294,511A1511,latin,VoJ-EN03 CASTOR,
Item.ttb,1295,51188881,latin,VoJ-EN03 CASTOR,
Item.ttb,1296,506F286A,latin,SELO DE PIXEL No.097,
Item.ttb,1297,506E88B0,latin,PIXELSTICKERNR. 097,
Item.ttb,1298,506FC449,latin,ПИКСЕЛЬНЫЙ СТИКЕР No.097,
Item.ttb,1299,5118DDE0,latin,VoJ-EN03 CASTOR,
Item.ttb,1300,5118DB1F,latin,VoJ-EN03 CASTOR,
Item.ttb,1301,51192AFC,latin,VoJ-EN03 CASTOR,
Item.ttb,1302,511C34B0,latin,VoJ-EN03 CASTOR,
Item.ttb,1303,511AADA2,empty,,
Item.ttb,1304,511A5843,ja/mixed,VoJ-EN03 カストル,
Item.ttb,1305,511B94F6,latin,VoJ-EN03 CASTOR,
Item.ttb,1306,5149E97F,empty,,
Item.ttb,1307,511CD08F,latin,VoJ-EN03 CASTOR,
Item.ttb,1308,514F16AD,empty,,
Item.ttb,1309,51DD85AB,latin,CARAMELLA,
Item.ttb,1310,519BBB65,latin,SELO DE PIXEL No.056,
Item.ttb,1311,51999BC6,latin,STICKER PIXEL N. 056,
Item.ttb,1312,51986495,latin,PIXEL STICKER N°056,
Item.ttb,1313,519861D4,latin,PIXEL STICKER No.056,
Item.ttb,1314,5198B1B1,latin,AUTOCOLLANT PIXEL N°056,
Item.ttb,1315,519A3457,empty,,
Item.ttb,1316,5199DEF8,ja/mixed,ピクセルシール No.056,
Item.ttb,1317,519B1BAB,latin,PIXELSTICKERNR. 056,
Item.ttb,1318,51DBF91B,latin,BONBON,
Item.ttb,1319,51A9358D,empty,,
Item.ttb,1320,519C5744,latin,ПИКСЕЛЬНЫЙ СТИКЕР No.056,
Item.ttb,1321,51AE62BB,empty,,
Item.ttb,1322,51DC4E7A,latin,CARAMELO,
Item.ttb,1323,51DC4BB9,latin,CANDY,
Item.ttb,1324,51DC9B96,latin,BONBON,
Item.ttb,1325,52C4F790,latin,PIXEL STICKER N°015,
Item.ttb,1326,51DFA54A,latin,DOCE,
Item.ttb,1327,51DE1E3C,empty,,
Item.ttb,1328,51DDC8DD,ja/mixed,キャンディ,
Item.ttb,1329,51DF0590,latin,SNOEPJE,
Item.ttb,1330,52C4A231,latin,PIXELSTICKER Nr. 015,
Item.ttb,1331,51E04129,other,КОНФЕТА,
Item.ttb,1332,52C4F4CF,latin,PIXEL STICKER No.015,
Item.ttb,1333,52C6C752,empty,,
Item.ttb,1334,52C62EC1,latin,STICKER PIXEL N. 015,
Item.ttb,1335,52C544AC,latin,AUTOCOLLANT PIXEL N°015,
Item.ttb,1336,52C671F3,ja/mixed,ピクセルシール No.015,
Item.ttb,1337,52C84E60,latin,SELO DE PIXEL No.015,
Item.ttb,1338,52C7AEA6,latin,PIXELSTICKERNR. 015,
Item.ttb,1339,52C8EA3F,latin,ПИКСЕЛЬНЫЙ СТИКЕР No.015,
Item.ttb,1340,5499964D,latin,SELO DE PIXEL No.210,
Item.ttb,1341,54840837,latin,P-AF SCHEDAR,
Item.ttb,1342,53CE42AB,latin,STICKER PIXEL N. 178,
Item.ttb,1343,53CCB61B,latin,PIXELSTICKER Nr. 178,
Item.ttb,1344,53AADF0B,empty,,
Item.ttb,1345,534FFA04,empty,,
Item.ttb,1346,53B00C39,empty,,
Item.ttb,1347,53CD0B7A,latin,PIXEL STICKER N°178,
Item.ttb,1348,53CD08B9,latin,PIXEL STICKER No.178,
Item.ttb,1349,53CD5896,latin,AUTOCOLLANT PIXEL N°178,
Item.ttb,1350,53D0624A,latin,SELO DE PIXEL No.178,
Item.ttb,1351,53CEDB3C,empty,,
Item.ttb,1352,53CE85DD,ja/mixed,ピクセルシール No.178,
Item.ttb,1353,53CFC290,latin,PIXELSTICKERNR. 178,
Item.ttb,1354,5483B2D8,latin,P-AF SCHEDAR,
Item.ttb,1355,53D0FE29,latin,ПИКСЕЛЬНЫЙ СТИКЕР No.178,
Item.ttb,1356,54840576,latin,P-AF SCHEDAR,
Item.ttb,1357,5495EA1E,latin,PIXELSTICKER Nr. 210,
Item.ttb,1358,5485D7F9,empty,,
Item.ttb,1359,54853F68,latin,P-AF SCHEDAR,
Item.ttb,1360,54845553,latin,P-AF SCHEDAR,
Item.ttb,1361,5485829A,ja/mixed,P-AF シェダル,
Item.ttb,1362,54875F07,latin,P-AF SCHEDAR,
Item.ttb,1363,5486BF4D,latin,P-AF SCHEDAR,
Item.ttb,1364,5487FAE6,latin,P-AF SCHEDAR,
Item.ttb,1365,549776AE,latin,STICKER PIXEL N. 201,
Item.ttb,1366,54963F7D,latin,PIXEL STICKER N°210,
Item.ttb,1367,54963CBC,latin,PIXEL STICKER No.210,
Item.ttb,1368,54968C99,latin,AUTOCOLLANT PIXEL N°210,
Item.ttb,1369,54980F3F,empty,,
Item.ttb,1370,5497B9E0,ja/mixed,ピクセルシール No.210,
Item.ttb,1371,5498F693,latin,PIXELSTICKERNR. 210,
Item.ttb,1372,55884D76,latin,PARCHE ENERGÍA,
Item.ttb,1373,54FB6E37,empty,,
Item.ttb,1374,54F99E75,latin,PIXEL STICKER N°137,
Item.ttb,1375,54F94916,latin,PIXELSTICKER Nr. 137,
Item.ttb,1376,549A322C,latin,ПИКСЕЛЬНЫЙ СТИКЕР No.210,
Item.ttb,1377,54F99BB4,latin,PIXEL STICKER No.137,
Item.ttb,1378,54FAD5A6,latin,STICKER PIXEL N. 137,
Item.ttb,1379,54F9EB91,latin,AUTOCOLLANT PIXEL N°137,
Item.ttb,1380,54FB18D8,ja/mixed,ピクセルシール No.137,
Item.ttb,1381,553B0FD6,empty,,
Item.ttb,1382,54FCF545,latin,SELO DE PIXEL No.137,
Item.ttb,1383,54FC558B,latin,PIXELSTICKERNR. 137,
Item.ttb,1384,54FD9124,latin,ПИКСЕЛЬНЫЙ СТИКЕР No.137,
Item.ttb,1385,5587F817,latin,ENERGIEPFLASTER,
Item.ttb,1386,55403D04,empty,,
Item.ttb,1387,55884AB5,latin,ENERGY PATCH,
Item.ttb,1388,559A5BE4,empty,,
Item.ttb,1389,558A1D38,empty,,
Item.ttb,1390,558984A7,latin,BENDA ENERGETICA,
Item.ttb,1391,55889A92,latin,PATCH D'ÉNERGIE,
Item.ttb,1392,5589C7D9,ja/mixed,エネルギーパッチ,
Item.ttb,1393,558BA446,latin,ENERGIA,
Item.ttb,1394,558B048C,latin,ENERGIEPATCH,
Item.ttb,1395,558C4025,other,НАШИВКА ЭНЕРГИЯ,
Item.ttb,1396,569ABCBD,latin,PIXEL STICKER N°087,
Item.ttb,1397,569A675E,latin,PIXELSTICKER Nr. 087,
Item.ttb,1398,559F8912,empty,,
Item.ttb,1399,569AB9FC,latin,PIXEL STICKER No.087,
Item.ttb,1400,569BF3EE,latin,STICKER PIXEL N. 087,
Item.ttb,1401,569B09D9,latin,AUTOCOLLANT PIXEL N°087,
Item.ttb,1402,5985CF32,latin,P-GU ASPIDISKE,
Item.ttb,1403,58F3E2B3,latin,PIXEL STICKER N°005,
Item.ttb,1404,56FF04D3,empty,,
Item.ttb,1405,56C8572B,latin,EB-SL ANKAA 07,
Item.ttb,1406,569EAF6C,latin,ПИКСЕЛЬНЫЙ СТИКЕР No.087,
Item.ttb,1407,569D73D3,latin,PIXELSTICKERNR. 087,
Item.ttb,1408,569C8C7F,empty,,
Item.ttb,1409,569E138D,latin,SELO DE PIXEL No.087,
Item.ttb,1410,56C8074E,latin,EB-SL ANKAA 07,
Item.ttb,1411,56C7B4B0,latin,EB-SL ANKAA 07,
Item.ttb,1412,56C80A0F,latin,EB-SL ANKAA 07,
Item.ttb,1413,56CAC125,latin,EB-SL ANKAA 07,
Item.ttb,1414,56C98472,ja/mixed,EB-CU アンカ 07,
Item.ttb,1415,56C94140,latin,EB-SL ANKAA 07,
Item.ttb,1416,56C9D9D1,empty,,
Item.ttb,1417,56CBFCBE,latin,EB-SLANKAA 07,
Item.ttb,1418,56CB60DF,latin,EB-SL ANKAA 07,
Item.ttb,1419,56F9D7A5,empty,,
Item.ttb,1420,57C8CA1B,ja/mixed,ピクセルシール No.046,
Item.ttb,1421,57C74CF7,latin,PIXEL STICKER No.046,
Item.ttb,1422,5741205B,empty,,
Item.ttb,1423,573BF32D,empty,,
Item.ttb,1424,57C6FA59,latin,PIXELSTICKER Nr. 046,
Item.ttb,1425,57C79CD4,latin,AUTOCOLLANT PIXEL N°046,
Item.ttb,1426,57C74FB8,latin,PIXEL STICKER N°046,
Item.ttb,1427,57C886E9,latin,STICKER PIXEL N. 046,
Item.ttb,1428,57CB4267,latin,ПИКСЕЛЬНЫЙ СТИКЕР No.046,
Item.ttb,1429,57CA06CE,latin,PIXELSTICKERNR. 046,
Item.ttb,1430,57C91F7A,empty,,
Item.ttb,1431,57CAA688,latin,SELO DE PIXEL No.046,
Item.ttb,1432,58F3D1A5,latin,EB-SM ANKAA 04,
Item.ttb,1433,58F38D54,latin,PIXELSTICKER Nr. 005,
Item.ttb,1434,58F3DFF2,latin,PIXEL STICKER No.005,
Item.ttb,1435,58F819B3,latin,EB-SM ANKAA 04,
Item.ttb,1436,58F5A167,ja/mixed,EB-SM アンカ 04,
Item.ttb,1437,58F47420,latin,EB-SM ANKAA 04,
Item.ttb,1438,58F42704,latin,EB-SM ANKAA 04,
Item.ttb,1439,58F42443,latin,EB-SM ANKAA 04,
Item.ttb,1440,58F42FCF,latin,AUTOCOLLANT PIXEL N°005,
Item.ttb,1441,58F55D16,ja/mixed,ピクセルシール No.005,
Item.ttb,1442,58F519E4,latin,STICKER PIXEL N. 005,
Item.ttb,1443,58F55E35,latin,EB-SM ANKAA 04,
Item.ttb,1444,58F6DE1A,latin,EB-SM ANKAA 04,
Item.ttb,1445,58F5F6C6,empty,,
Item.ttb,1446,58F5B275,empty,,
Item.ttb,1447,58F699C9,latin,PIXELSTICKERNR. 005,
Item.ttb,1448,58F77DD4,latin,EB-SM ANKAA 04,
Item.ttb,1449,58F73983,latin,SELO DE PIXEL No.005,
Item.ttb,1450,58F7D562,latin,ПИКСЕЛЬНЫЙ СТИКЕР No.005,
Item.ttb,1451,590D3B40,latin,MELOEN,
Item.ttb,1452,590AD146,latin,MELON,
Item.ttb,1453,590A8169,latin,MELON,
Item.ttb,1454,590A2ECB,latin,ZUCKERMELONE,
Item.ttb,1455,590A842A,latin,MELÓN,
Item.ttb,1456,590BFE8D,ja/mixed,メロン,
Item.ttb,1457,590BBB5B,latin,MELONE,
Item.ttb,1458,590C53EC,empty,,
Item.ttb,1459,592C362D,empty,,
Item.ttb,1460,590E76D9,other,ДЫНЯ,
Item.ttb,1461,590DDAFA,latin,MELÃO,
Item.ttb,1462,592B7006,empty,,
Item.ttb,1463,5931635B,empty,,
Item.ttb,1464,59309D34,empty,,
Item.ttb,1465,59857C94,latin,P-GU ASPIDISKE,
Item.ttb,1466,5AC577BC,latin,AUTOCOLLANT PIXEL N°200,
Item.ttb,1467,59FEADB3,latin,PIXELSTICKERNR. 168,
Item.ttb,1468,5989C4A2,latin,P-GU ASPIDISKE,
Item.ttb,1469,59874C56,ja/mixed,P-GU アスピディスケ,
Item.ttb,1470,59861F0F,latin,P-GU ASPIDISKE,
Item.ttb,1471,5985D1F3,latin,P-GU ASPIDISKE,
Item.ttb,1472,59870924,latin,P-GU ASPIDISKE,
Item.ttb,1473,59888909,latin,P-GU ASPIDISKE,
Item.ttb,1474,5987A1B5,empty,,
Item.ttb,1475,598928C3,latin,P-GU ASPIDISKE,
Item.ttb,1476,59FC43B9,latin,AUTOCOLLANT PIXEL N°168,
Item.ttb,1477,59FBF3DC,latin,PIXEL STICKER No.168,
Item.ttb,1478,59FBA13E,latin,PIXELSTICKER Nr. 168,
Item.ttb,1479,59FBF69D,latin,PIXEL STICKER N°168,
Item.ttb,1480,59FD7100,ja/mixed,ピクセルシール No.168,
Item.ttb,1481,59FD2DCE,latin,STICKER PIXEL N. 168,
Item.ttb,1482,59FDC65F,empty,,
Item.ttb,1483,5ABB4CE6,ja/mixed,EB-AN アンカ 08,
Item.ttb,1484,5AB9CFC2,latin,EB-AN ANKAA 08,
Item.ttb,1485,59FFE94C,latin,ПИКСЕЛЬНЫЙ СТИКЕР No.168,
Item.ttb,1486,59FF4D6D,latin,SELO DE PIXEL No.168,
Item.ttb,1487,5AB97D24,latin,EB-AN ANKAA 08,
Item.ttb,1488,5ABA1F9F,latin,EB-AN ANKAA 08,
Item.ttb,1489,5AB9D283,latin,EB-AN ANKAA 08,
Item.ttb,1490,5ABB09B4,latin,EB-AN ANKAA 08,
Item.ttb,1491,5ABDC532,latin,EB-AN ANKAA 08,
Item.ttb,1492,5ABC8999,latin,EB-AN ANKAA 08,
Item.ttb,1493,5ABBA245,empty,,
Item.ttb,1494,5ABD2953,latin,EB-AN ANKAA 08,
Item.ttb,1495,5AC527DF,latin,PIXEL STICKER No.200,
Item.ttb,1496,5AC4D541,latin,PIXELSTICKER Nr. 200,
Item.ttb,1497,5AC52AA0,latin,PIXEL STICKER N°200,
Item.ttb,1498,5B2C7C47,latin,ПИКСЕЛЬНЫЙ СТИКЕР No.127,
Item.ttb,1499,5B2886D7,latin,PIXEL STICKER No.127,
Item.ttb,1500,5AC7E1B6,latin,PIXELSTICKERNR. 200,
Item.ttb,1501,5AC6A503,ja/mixed,ピクセルシール No.200,
Item.ttb,1502,5AC661D1,latin,STICKER PIXEL N. 200,
Item.ttb,1503,5AC6FA62,empty,,
Item.ttb,1504,5AC91D4F,latin,ПИКСЕЛЬНЫЙ СТИКЕР No.200,
Item.ttb,1505,5AC88170,latin,SELO DE PIXEL No.200,
Item.ttb,1506,5B283439,latin,PIXELSTICKER Nr. 127,
Item.ttb,1507,5B2A03FB,ja/mixed,ピクセルシール No.127,
Item.ttb,1508,5B28D6B4,latin,AUTOCOLLANT PIXEL N°127,
Item.ttb,1509,5B288998,latin,PIXEL STICKER N°127,
Item.ttb,1510,5B29C0C9,latin,STICKER PIXEL N. 127,
Item.ttb,1511,5B2B40AE,latin,PIXELSTICKERNR. 127,
Item.ttb,1512,5B2A595A,empty,,
Item.ttb,1513,5B2BE068,latin,SELO DE PIXEL No.127,
Item.ttb,1514,5CC9F4FC,latin,AUTOCOLLANT PIXEL N°077,
Item.ttb,1515,5CC2777D,empty,,
Item.ttb,1516,5B3246B2,empty,,
Item.ttb,1517,5B2D1984,empty,,
Item.ttb,1518,5CBD4A4F,empty,,
Item.ttb,1519,5CC9A51F,latin,PIXEL STICKER No.077,
Item.ttb,1520,5CC95281,latin,PIXELSTICKER Nr. 077,
Item.ttb,1521,5CC9A7E0,latin,PIXEL STICKER N°077,
Item.ttb,1522,5CCC5EF6,latin,PIXELSTICKERNR. 077,
Item.ttb,1523,5CCB2243,ja/mixed,ピクセルシール No.077,
Item.ttb,1524,5CCADF11,latin,STICKER PIXEL N. 077,
Item.ttb,1525,5CCB77A2,empty,,
Item.ttb,1526,5CCD9A8F,latin,ПИКСЕЛЬНЫЙ СТИКЕР No.077,
Item.ttb,1527,5CCCFEB0,latin,SELO DE PIXEL No.077,
Item.ttb,1528,6B5C250B,latin,PIXEL STICKER N°179,
Item.ttb,1529,661B9982,latin,TB-A ALMACH,
Item.ttb,1530,615774BB,latin,PIXEL STICKER N°117,
Item.ttb,1531,5FC9528A,empty,,
Item.ttb,1532,5EFDF966,latin,PIXELSTICKER Nr. 199,
Item.ttb,1533,5DF63ADB,latin,PIXEL STICKER N°036,
Item.ttb,1534,5D7AAE0A,empty,,
Item.ttb,1535,5D21C38B,empty,,
Item.ttb,1536,5D1D5C84,empty,,
Item.ttb,1537,5D2289B2,empty,,
Item.ttb,1538,5DF5E57C,latin,PIXELSTICKER Nr. 036,
Item.ttb,1539,5D7FDB38,empty,,
Item.ttb,1540,5DF6381A,latin,PIXEL STICKER No.036,
Item.ttb,1541,5DF80A9D,empty,,
Item.ttb,1542,5DF7720C,latin,STICKER PIXEL N. 036,
Item.ttb,1543,5DF687F7,latin,AUTOCOLLANT PIXEL N°036,
Item.ttb,1544,5DF7B53E,ja/mixed,ピクセルシール No.036,
Item.ttb,1545,5DF991AB,latin,SELO DE PIXEL No.036,
Item.ttb,1546,5DF8F1F1,latin,PIXELSTICKERNR. 036,
Item.ttb,1547,5DFA2D8A,latin,ПИКСЕЛЬНЫЙ СТИКЕР No.036,
Item.ttb,1548,5F01A595,latin,SELO DE PIXEL No.199,
Item.ttb,1549,5EFF85F6,latin,STICKER PIXEL N. 199,
Item.ttb,1550,5EFE4EC5,latin,PIXEL STICKER N°199,
Item.ttb,1551,5EFE4C04,latin,PIXEL STICKER No.199,
Item.ttb,1552,5EFE9BE1,latin,AUTOCOLLANT PIXEL N°199,
Item.ttb,1553,5F001E87,empty,,
Item.ttb,1554,5EFFC928,ja/mixed,ピクセルシール No.199,
Item.ttb,1555,5F0105DB,latin,PIXELSTICKERNR. 199,
Item.ttb,1556,5FC782C8,latin,PIXEL STICKER N°231,
Item.ttb,1557,5FC72D69,latin,PIXELSTICKER Nr. 231,
Item.ttb,1558,5F024174,latin,ПИКСЕЛЬНЫЙ СТИКЕР No.199,
Item.ttb,1559,5FC78007,latin,PIXEL STICKER No.231,
Item.ttb,1560,5FC8B9F9,latin,STICKER PIXEL N. 201,
Item.ttb,1561,5FC7CFE4,latin,AUTOCOLLANT PIXEL N°231,
Item.ttb,1562,5FC8FD2B,ja/mixed,ピクセルシール No.231,
Item.ttb,1563,602AE1C0,latin,PIXEL STICKER N°158,
Item.ttb,1564,5FDEC185,latin,VoJ-EN03 CASTOR,
Item.ttb,1565,5FDD34F5,latin,VoJ-EN03 CASTOR,
Item.ttb,1566,5FCAD998,latin,SELO DE PIXEL No.231,
Item.ttb,1567,5FCA39DE,latin,PIXELSTICKERNR. 231,
Item.ttb,1568,5FCB7577,latin,ПИКСЕЛЬНЫЙ СТИКЕР No.231,
