file	id	category	source_en	source_fr	source_de	source_es	source_it	source_nl	source_pt	source_ru	previous_tr	reviewed_tr	reason
lessons/LESSON_08_Seascape/seascape-en.stb	5	technical-style	[f3]Cerulean Blue[] - A cobalt-derived pigment, prized for painting skies due to its purity.	[f3]Bleu céruléen[] : ou bleu « céleste », pigment\nà base de cobalt très apprécié pour peindre\nles cieux en raison de sa pureté.	[f3]Coelinblau[] - Aus Kobalt gewonnenes Pigment,\ndas wegen seiner Reinheit für das Malen des\nHimmels geschätzt wird.	[f3]Azul cerúleo[]: pigmento derivado del cobalto. Muy preciado para pintar los colores del cielo debido a su pureza.	[f3]Blu ceruleo[]: un pigmento derivato dal cobalto.\nData la sua purezza, è spesso utilizzato per\ndipingere il cielo.	[f3]Ceruleumblauw[]: pigment dat is afgeleid van kobalt. Is vanwege zijn puurheid populair voor het schilderen van luchten.	[f3]Azul Cerúleo[]: Um pigmento derivado do cobalto, valorizado na pintura de céus devido à sua elevada pureza.	[f3]Церулеум синий[] — кобальтовый пигмент,\nкоторый идеально подходит для\nизображения неба благодаря чистоте цвета.	[f3]Serulean Mavisi[] - Kobalttan elde edilen, saflığı sayesinde gökyüzü resimlerinde çok değer verilen bir pigment.	[f3]Cerulean Mavisi[] - Kobalttan elde edilen, saflığı sayesinde gökyüzü resimlerinde çok değer verilen bir pigment.	Teknik sanat dili ve bağlam tutarlılığı gözden geçirildi.
lessons/LESSON_08_Seascape/seascape-en.stb	7	technical-style	[f3]Sap Green[] - Originally made from buckthorn berries. Modern versions are a blend of other paints.	[f3]Vert de nerprun[] : produit à l'origine à partir\nde baies de nerprun, les versions modernes\nsont des mélanges de divers pigments.	[f3]Saftgrün[] - Wurde ursprünglich aus dem Saft\nder Kreuzdornbeere hergestellt, heute aber \ndurch das Mischen anderer Farben. 	[f3]Verde savia[]: originariamente se obtenía a partir de las bayas del espino cerval. Hoy en día se consigue mezclando otras pinturas.	[f3]Verde vescica[]: in origine veniva prodotto dalle\nbacche di spincervino. Le versioni moderne\nsono una mescolanza di altri colori.	[f3]Sapgroen[]: werd oorspronkelijk gemaakt van wegedoornbessen. Wordt tegenwoordig gemaakt van verschillende andere pigmenten.	[f3]Verde Seiva[]: Originalmente obtido a partir\ndas bagas do espinheiro marítimo, as versões\natuais são uma combinação de outras tintas.	[f3]Травяная зеленая[] — краска, изначально\nполучаемая из ягод крушины. Сейчас ее\nпроизводят, смешивая другие краски.	[f3]Özsu Yeşili[] - Başlangıçta cehri meyvelerinden yapılırdı. Günümüzdeki çeşitleri başka boyaların karışımıdır.	[f3]Sap Green[] - Başlangıçta cehri meyvelerinden yapılırdı. Günümüzdeki çeşitleri başka boyaların karışımıdır.	Teknik sanat dili ve bağlam tutarlılığı gözden geçirildi.
lessons/LESSON_08_Seascape/seascape-en.stb	9	technical-style	[f3]Burnt Umber[] - An 'earth colour' made from heating iron-rich clay, originally from Umbria in Italy.	[f3]Terre d'ombre brûlée[] : terre colorante produite\npar calcination d'une argile riche en fer qui\nprovenait à l'origine d'Ombrie, en Italie.	[f3]Gebrannte Umbra[] - Eine „Erdfarbe“,\ndie durch das Erhitzen von eisenhaltigem\nLehm gewonnen wird. 	"[f3]Sombra tostada[]: ""color de tierra"" obtenido tras cocer arcilla rica en hierro, originaria de la región de Umbría, en Italia."	"[f3]Terra d'ombra bruciata[]: un ""colore di terra""\nottenuto riscaldando argilla ricca di ferro.\nOriginario dell'Umbria."	[f3]Gebrande omber[]: een 'aardekleur' die wordt gemaakt van verhitte, ijzerrijke klei. Komt oorspronkelijk uit het Italiaanse Umbrië.	[f3]Umbro Queimado[]: Uma cor térrea conseguida\natravés do aquecimento de argila rica em ferro\nproveniente da região de Úmbria, na Itália.	[f3]Умбра жженая[] — природная краска,\nназванная в честь итальянской Умбрии.\nЕе получают из железистой глины.	[f3]Yanık Umber[] - Demir bakımından zengin kilin ısıtılmasıyla elde edilen bir 'toprak rengi'; adını İtalya'daki Umbria bölgesinden alır.	[f3]Yanık Ombra[] - Demir bakımından zengin kilin ısıtılmasıyla elde edilen bir 'toprak rengi'; adını İtalya'daki Umbria bölgesinden alır.	Teknik sanat dili ve bağlam tutarlılığı gözden geçirildi.
lessons/LESSON_08_Seascape/seascape-en.stb	31	perspective	It's a bit like the [f2]ground line[] we drew for the Barley Field, but a [f2]horizon line[] is always [f2]straight[].	Bien qu'elle ressemble un peu à cette [f2]ligne\nfondamentale[] que nous avions dessinée pour le\nchamp d'orge, la [f2]ligne d'horizon[] a cependant\nla particularité d'être toujours [f2]rectiligne[].	Das erinnert dich vielleicht an die [f2]Grundlinie[],\nmit der wir beim Gerstenfeld begonnen haben.\nAnders als diese ist eine [f2]Horizontlinie[] aber\nimmer [f2]gerade[].	Es como cuando dibujamos la [f2]línea base[] en la lección del campo de cebada, con la diferencia de que la [f2]línea del horizonte[] siempre es [f2]recta[].	È un po' come la [f2]linea di terra[] che abbiamo\ntracciato per la lezione del campo d'orzo, ma\nuna [f2]linea d'orizzonte[] è sempre [f2]retta[].	Wat we gaan schilderen lijkt een beetje op de [f2]grondlijn[] die we voor het graanveld tekenden, maar een [f2]horizonlijn[] is altijd [f2]recht[].	É um pouco como quando desenhámos a\n[f2]linha de fundo[] na aula do campo de cevada,\nmas a [f2]linha do horizonte[] será sempre [f2]reta[].	Похоже на [f2]центральную линию[], которую\nмы рисовали на занятии «Ячменное поле»,\nно [f2]линия горизонта[] всегда [f2]прямая[].	Arpa Tarlasında çizdiğimiz [f2]zemin çizgisine[] biraz benzer; ama [f2]ufuk çizgisi[] her zaman [f2]düzdür[].	Arpa Tarlasında çizdiğimiz [f2]yer çizgisine[] biraz benzer; ama [f2]ufuk çizgisi[] her zaman [f2]düzdür[].	Perspektif terimi Türkçe akademik kullanımla standardize edildi.
lessons/LESSON_08_Seascape/seascape-en.stb	119	color-theory	If we make this a [f2]warmer hue[], the shadows should look more interesting and varied.	Si nous lui donnons en même temps une [f2]teinte\nplus chaude[], les ombres devraient paraître plus\nvariées et plus intéressantes.	Wenn wir dafür einen [f2]warmen Farbton[]\nnehmen, sollten die Schatten interessanter\nund abwechslungsreicher aussehen.	Optaremos por un [f2]matiz más cálido[] para hacer que las sombras parezcan más interesantes y variadas.	Se creiamo una [f2]tonalità più calda[], le ombre\ndovrebbero risultare più varie e interessanti.	Als we hiervoor een [f2]warmere kleur[] gebruiken, zien de schaduwen er ineens interessanter en afwisselender uit.	Se este matiz se tornar [f2]mais quente[], as sombras\nvão parecer ainda mais interessantes e variadas.	Если выбрать [f2]оттенок потеплее[], тени\nбудут выглядеть разнообразнее и\nинтереснее.	Bu tonu [f2]daha sıcak[] yaparsak gölgeler daha ilginç ve çeşitli görünür.	Bu renk tonunu [f2]daha sıcak[] yaparsak gölgeler daha ilginç ve çeşitli görünür.	Renk/ton/değer terminolojisi ayrıştırıldı.
lessons/LESSON_08_Seascape/seascape-en.stb	134	glase	Let's add some [f2]glazes[], but leave the base colours wet so the colours [f2]blend together[].	Ajoutons donc quelques couches de [f2]lavis[], en les\nappliquant directement sur les couleurs de base\nencore humides pour que nos teintes puissent\n[f2]se fondre entre elles[].	Lass uns einige [f2]Lasuren[] hinzufügen, aber\ntrockne die Grundfarbe vorher nicht, damit\nsich die Farben [f2]vermischen[].	Primero vamos a añadir algunas [f2]veladuras[] y no secaremos los colores base para que se [f2]fundan[] con ellas.	Aggiungiamo delle [f2]patine[], ma senza asciugare i\ncolori di base per fare in modo che si [f2]mischino\ntra loro[].	We brengen een paar [f2]glacislagen[] aan, maar laten de basiskleuren nat zodat de kleuren [f2]zich vermengen[].	Vamos adicionar alguns [f2]acetinados[], deixando\nas cores base húmidas para que se [f2]misturem[].	Нанесем несколько слоев [f2]разбавленной\nкраски[] поверх еще не высохших\nосновных цветов, чтобы краски\n[f2]смешались[].	Birkaç [f2]saydam boya katmanı[] ekleyelim; ancak renklerin [f2]birbirine karışabilmesi[] için temel renkleri ıslak bırakalım.	Birkaç [f2]glase katmanı[] ekleyelim; ancak renklerin [f2]birbirine karışabilmesi[] için temel renkleri ıslak bırakalım.	Glase terminolojisi saydam katman tekniği olarak standardize edildi.
lessons/LESSON_08_Seascape/seascape-en.stb	135	wash-lavi	There's a soft [f2]change in colour[] in the [f2]sky[], which we can gently wash over the top.	Il y a une [f2]variation de couleur[] graduelle dans le\n[f2]ciel[], nous allons donc appliquer délicatement\nde la peinture diluée par-dessus.	Im [f2]Himmel[] sehen wir einen leichten\n[f2]Farbübergang[]. Diesen werden wir als Lasur\nvorsichtig über die Grundierung malen.	Observa el suave [f2]cambio de color[] del [f2]cielo[]. Cubriremos esa parte del lienzo con una veladura.	Nel [f2]cielo[] si nota un leggero [f2]cambio di colore[].\nPossiamo riprodurlo applicando una delicata\nvelatura nella zona superiore.	In de [f2]lucht[] is er een zachte [f2]kleurovergang[], die we met een wassing voorzichtig op de huidige verflaag schilderen.	Existe uma leve [f2]mudança de cor[] na\nparte superior do [f2]céu[] que podemos\ndiluir ligeiramente.	На [f2]небе[] заметен мягкий [f2]цветовой переход[],\nкоторый мы передадим нанесением\nразбавленной краски поверх основного цвета.	[f2]Gökyüzünde[] yumuşak bir [f2]renk değişimi[] var; bunu üstüne hafif bir sulandırılmış boya katmanı olarak geçebiliriz.	[f2]Gökyüzünde[] yumuşak bir [f2]renk değişimi[] var; bunu üstünden hafif bir laviyle geçerek verebiliriz.	Wash/lavi terminolojisi teknik bağlama göre standardize edildi.
lessons/LESSON_08_Seascape/seascape-en.stb	137	wash-lavi	Now all we need to do is [f2]wash[] this colour over the dark side of the sky.	À présent, il ne reste plus qu'à appliquer cette\nteinte en [f2]lavis[] sur le côté plus sombre du ciel.	Nun müssen wir nur noch eine [f2]Lasurschicht[]\nin dieser Farbe auf der dunklen Seite des\nHimmels auftragen.	Ahora solo tenemos que [f2]aplicarlo[] en la parte oscura del cielo.	Ora tutto ciò che dobbiamo fare è applicare\nquesto colore alla parte scura del cielo per\ncreare una [f2]velatura[].	Nu hoeven we alleen nog deze [f2]wassing[] op de donkere helft van de lucht te schilderen.	Agora só temos de [f2]diluir[] esta cor\nsobre o lado escuro do céu.	Теперь просто [f2]нанесем[] эту краску на\nтемную область неба.	Şimdi bu rengi gökyüzünün koyu tarafına ince bir [f2]sulandırılmış boya katmanı[] olarak sürmemiz yeterli.	Şimdi bu rengi gökyüzünün koyu tarafına ince bir [f2]lavi[] olarak sürmemiz yeterli.	Wash/lavi terminolojisi teknik bağlama göre standardize edildi.
lessons/LESSON_08_Seascape/seascape-en.stb	140	wash-lavi	[f1]Stage 5, Step 1[][b1][i1]Add a [f2]wash[] of darker colour over the darker side of the [f2]sky[] and parts of the distant hills.[]	[f1]Phase 5, étape 1[][b1][i1]Ajouter un [f2]lavis[] d'une nuance\nplus foncée sur le côté un peu\nplus sombre du [f2]ciel[] et sur les\ncollines les plus lointaines.[]	[f1]Stufe 5, Schritt 1[][b1][i1]Male eine etwas dunklere\n[f2]Lasur[] über die dunklere\nSeite des [f2]Himmels[] und Teile\nder weit entfernten Hügel.[]	[f1]Fase 5, paso 1[][b1][i1]Aplica una [f2]veladura[] de color más oscuro en la parte menos iluminada del [f2]cielo[] y en parte de las colinas distantes.[]	[f1]Fase 5, Passo 1[][b1][i1]Aggiungi una [f2]velatura[] di colore\npiù scuro sulla parte buia del\n[f2]cielo[] e su alcune parti delle\ncolline più lontane.[]	[f1]Fase 5, stap 1[][b1][i1]Breng een [f2]wassing[] van een donkerdere kleur aan op de donkere helft van de [f2]lucht[] en op gedeeltes van de heuvels in de verte.[]	[f1]Fase 5, Passo 1[][b1][i1]Adicione uma [f2]aguada[] de cor mais\nescura à parte mais escura do [f2]céu[]\ne nas colinas mais distantes.[]	[f1]Этап 5, шаг 1[][b1][i1]Выполни [f2]лессировку[], нанеся\nболее темный прозрачный\nцвет на более темную\nобласть [f2]неба[] и некоторые\nучастки холмов вдали.[]	[f1]Aşama 5, Adım 1[][b1][i1][f2]Gökyüzünün[] daha koyu tarafına ve uzak tepelerin bazı kısımlarına daha koyu renkten bir [f2]sulandırılmış boya katmanı[] uygula.[]	[f1]Aşama 5, Adım 1[][b1][i1][f2]Gökyüzünün[] daha koyu tarafına ve uzak tepelerin bazı kısımlarına daha koyu renkten bir [f2]lavi[] uygula.[]	Wash/lavi terminolojisi teknik bağlama göre standardize edildi.
lessons/LESSON_08_Seascape/seascape-en.stb	155	color-theory	Let's try adding a [f2]blue-green hue[] to the water in our painting!	Essayons nous aussi d'ajouter une [f2]teinte\nbleu-vert[] à l'eau de notre tableau !	Lass uns versuchen, das Wasser in unserem\nBild mit einem [f2]blaugrünen Farbton[] noch\nrealistischer darzustellen!	¡Venga, añadamos un [f2]matiz azul verdoso[] a nuestro mar!	Cerchiamo di aggiungere una [f2]tinta verde blu[]\nall'acqua del nostro dipinto.	Laten we het water in ons schilderij een [f2]groenblauwe kleur[] geven!	Vamos então adicionar um [f2]matiz verde-azulado[]\nao mar do nosso quadro!	Попробуем изобразить воду на нашей картине\nс помощью [f2]сине-зеленого оттенка[]!	Bizim resmimizdeki suya da bir [f2]mavi-yeşil ton[] ekleyelim!	Bizim resmimizdeki suya da bir [f2]mavi-yeşil renk tonu[] ekleyelim!	Renk/ton/değer terminolojisi ayrıştırıldı.
lessons/LESSON_08_Seascape/seascape-en.stb	159	wash-lavi	[f1]Stage 5, Step 2[][b1][i1]Add in a [f2]wash of blue-green[] to the [f2]sea[], especially near the coastline.[][b1][i1]Try to have your brushstrokes follow the [f2]curve of the coastline[] to create a rippling texture.[]	[f1]Phase 5, étape 2[][b1][i1]Ajouter un [f2]lavis bleu-vert[] sur la\n[f2]mer[], surtout aux abords de la côte.[][b1][i1]Essayer de suivre la [f2]courbe du\nrivage[] avec les coups de pinceau,\npour suggérer les vagues.[]	[f1]Stufe 5, Schritt 2[][b1][i1]Male eine [f2]blaugrüne Lasur[] auf\ndas [f2]Meer[], vor allem in der Nähe\nder Küstenlinie.\n[][b1][i1]Versuche, deine Pinselstriche [f2]der\ngeschwungenen Küstenlinie[]\nanzupassen, um eine gekräuselte\nOberflächenstruktur zu schaffen.[]	[f1]Fase 5, paso 2[][b1][i1]Aplica una [f2]veladura azul verdosa[] al [f2]mar[], especialmente cerca de la costa.[][b1][i1]Intenta que tus pinceladas sigan la [f2]curva de la costa[] para crear una textura ondulada.[]	[f1]Fase 5, Passo 2[][b1][i1]Aggiungi una [f2]velatura di verde blu[]\nal [f2]mare[], soprattutto in prossimità\ndel litorale.[][b1][i1]Cerca di fare in modo che le tue\npennellate seguano la [f2]curva del\nlitorale[] per creare un effetto di\nincrespatura.[]	[f1]Fase 5, stap 2[][b1][i1]Schilder een [f2]groenblauwe wassing[] over de [f2]zee[], vooral bij de kustlijn.[][b1][i1]Volg met je penseelstreken de [f2]welvingen van de kustlijn[] om een golvende textuur te creëren.[]	[f1]Fase 5, Passo 2[][b1][i1]Adicione uma [f2]aguada verde-azulada[]\nao [f2]mar[], principalmente junto à costa.[][b1][i1]Faça com que as suas pinceladas\nsigam a [f2]curva da linha costeira[]\npara criar uma textura ondulada.[]	[f1]Этап 5, шаг 2[][b1][i1]Добавь [f2]прозрачный сине-\nзеленый[] цвет [f2]морю[], особенно\nу береговой линии.[][b1][i1]Попробуй следовать мазками\nза [f2]изгибом береговой линии[],\nчтобы создать волнистую\nтекстуру.[]	[f1]Aşama 5, Adım 2[][b1][i1]Özellikle kıyıya yakın yerlerde [f2]denize[] [f2]mavi-yeşil bir sulandırılmış boya katmanı[] ekle.[][b1][i1]Dalgalı bir doku oluşturmak için fırça darbelerinin [f2]kıyı çizgisinin eğrisini[] takip etmesine çalış.[]	[f1]Aşama 5, Adım 2[][b1][i1]Özellikle kıyıya yakın yerlerde [f2]denize[] [f2]mavi-yeşil bir lavi[] ekle.[][b1][i1]Dalgalı bir doku oluşturmak için fırça darbelerinin [f2]kıyı çizgisinin eğrisini[] takip etmesine çalış.[]	Wash/lavi terminolojisi teknik bağlama göre standardize edildi.
lessons/LESSON_08_Seascape/seascape-en.stb	169	wash-lavi	[f1]Stage 5, Step 3[][b1][i1]Add another [f2]wash[] to the [f2]sea[], this time of [f2]light blue[], in the same way as before.[]	[f1]Phase 5, étape 3[][b1][i1]Ajouter sur la [f2]mer[] une autre\ncouche de [f2]lavis[], de nuance [f2]bleu\nclair[] cette fois-ci, en procédant\nde la même façon que pour le\nlavis précédent.[]	[f1]Stufe 5, Schritt 3[][b1][i1]Male eine weitere [f2]Lasur[] auf das\n[f2]Meer[], diesmal in [f2]Hellblau[].[]	[f1]Fase 5, paso 3[][b1][i1]Añade otra [f2]veladura[] al [f2]mar[] de color [f2]azul claro[], siguiendo el mismo método que en el paso anterior.[]	[f1]Fase 5, Passo 3[][b1][i1]Aggiungi un'altra [f2]patina[] al [f2]mare[]\ncome fatto in precedenza, ma \nquesta volta di colore [f2]azzurro[].[]	[f1]Fase 5, stap 3[][b1][i1]Breng weer een [f2]wassing[] aan op de [f2]zee[], dit keer met [f2]lichtblauw[], op dezelfde manier als eerder.[]	[f1]Fase 5, Passo 3[][b1][i1]Adicione mais uma [f2]aguada[] ao [f2]mar[],\ndesta vez [f2]azul-clara[], da mesma forma\nque no passo anterior.[]	[f1]Этап 5, шаг 3[][b1][i1]Нанеси еще один слой\n[f2]прозрачной краски[] на область\n[f2]моря[], как мы это сделали\nранее. На этот раз используй\n[f2]светло-синий[] оттенок.[]	[f1]Aşama 5, Adım 3[][b1][i1][f2]Denize[] öncekiyle aynı biçimde bu kez [f2]açık mavi[] bir [f2]sulandırılmış boya katmanı[] daha ekle.[]	[f1]Aşama 5, Adım 3[][b1][i1][f2]Denize[] öncekiyle aynı biçimde bu kez [f2]açık mavi[] bir [f2]lavi[] daha ekle.[]	Wash/lavi terminolojisi teknik bağlama göre standardize edildi.
lessons/LESSON_08_Seascape/seascape-en.stb	172	technical-style	Foam indicates [f2]agitated water[], so this step should add notes of [f2]solidity[] and [f2]movement[].	L'écume est le signe d'une [f2]eau agitée[], il nous\nfaut donc ajouter à cette étape des notes de\n[f2]consistance[] et de [f2]mouvement[].	Der Schaum lässt das [f2]Wasser aufgewühlt[]\nerscheinen, deshalb sollte dieser Schritt den\nEindruck von [f2]Masse[] und [f2]Bewegung[] im\nMeer verstärken.	La espuma indica que el [f2]agua está agitada[], así que en este paso le daremos [f2]solidez[] y [f2]movimiento[].	La spuma indica che l'[f2]acqua è agitata[], quindi\nquesto passo deve servirci per aggiungere un\ntocco di [f2]solidità[] e [f2]movimento[].	Het schuim duidt op [f2]onstuimig water[], dus deze stap voegt een dimensie van [f2]tastbaarheid[] en [f2]beweging[] toe.	A espuma mostra que [f2]a água está agitada[],\npor isso neste passo temos de adicionar\nalguma [f2]solidez[] e [f2]movimento[].	Пена — признак [f2]волнующейся воды[],\nтак что на этом этапе мы передадим\n[f2]плотность[] и [f2]движение[] воды.	Köpük [f2]çalkantılı suyu[] gösterir; bu yüzden bu adım [f2]dolgunluk[] ve [f2]hareket[] dokunuşları katmalı.	Köpük [f2]çalkantılı suyu[] gösterir; bu yüzden bu adım [f2]kütle etkisi[] ve [f2]hareket[] katmalı.	Teknik sanat dili ve bağlam tutarlılığı gözden geçirildi.
lessons/LESSON_08_Seascape/seascape-en.stb	190	wash-lavi	[f1]Stage 6, Step 1[][b1][i1]Paint in a wash of darker colour to show the areas of [f2]wet sand[].[]	[f1]Phase 6, étape 1[][b1][i1]Peindre un lavis de nuance plus\nfoncée pour représenter les zones\nde [f2]sable mouillé[].[]	[f1]Stufe 6, Schritt 1[][b1][i1]Male eine Lasur in dunkler Farbe,\num den [f2]nassen Sand[] darzustellen.[]	[f1]Fase 6, paso 1[][b1][i1]Aplica una veladura de color más oscuro para mostrar las zonas de [f2]arena húmeda[].[]	[f1]Fase 6, Passo 1[][b1][i1]Applica una patina di colore più\nscuro per evidenziare le aree di\n[f2]sabbia bagnata[].[]	[f1]Fase 6, stap 1[][b1][i1]Voeg een donkerdere wassing toe om plekken met [f2]nat zand[] weer te geven.[]	[f1]Fase 6, Passo 1[][b1][i1]Aplique uma aguada escura para\ndefinir as áreas de [f2]areia molhada[].[]	[f1]Этап 6, шаг 1[][b1][i1]Нанеси разбавленную темную\nкраску на области\nс [f2]мокрым песком[].[]	[f1]Aşama 6, Adım 1[][b1][i1][f2]Islak kum[] bölgelerini göstermek için daha koyu renkten bir sulandırılmış boya katmanı boya.[]	[f1]Aşama 6, Adım 1[][b1][i1][f2]Islak kum[] bölgelerini göstermek için daha koyu renkten bir lavi uygula.[]	Wash/lavi terminolojisi teknik bağlama göre standardize edildi.
lessons/LESSON_08_Seascape/seascape-en.stb	198	glase	The colour we used for glazing the sky will also be perfect for its reflection.	La couleur que nous avions utilisée pour le lavis\ndu ciel conviendra également pour son reflet.	Die Farbe, mit der wir auf den Himmel Lasuren\naufgetragen haben, wird sich auch für seine\nReflexion perfekt eignen.	El color que utilizamos para las veladuras del cielo nos viene como anillo al dedo para estos reflejos.	La tonalità che abbiamo usato per applicare\nla patina al cielo è l'ideale per creare l'effetto\ndel riflesso.	De kleur die we hebben gebruikt voor het glaceren van de lucht, doet ook uitstekend dienst voor de reflectie ervan.	A cor que utilizámos para acetinar o céu\nserá perfeita para o seu reflexo.	Цвет, который мы использовали\nдля лессировки неба, подойдет\nи для этого отражения.	Gökyüzüne saydam boya katmanı uygularken kullandığımız renk, yansıması için de kusursuz olacak.	Gökyüzüne glase uygularken kullandığımız renk, yansıması için de kusursuz olacak.	Glase terminolojisi saydam katman tekniği olarak standardize edildi.
lessons/LESSON_0_Apple/apple-en.stb	67	form-volume	The way the light changes across different parts of the cherry is the key to showing its [f2]form[].	La façon dont la lumière varie d'un côté à\nl'autre de la cerise est essentielle pour\nmettre en évidence le [f2]volume[] du fruit.	Die Art, wie sich das Licht auf unterschiedlichen\nBereichen der Kirsche verändert, ist\nentscheidend dafür, wie man die [f2]Form[] der\nKirsche präsentiert.	Es fundamental entender la forma en que varía la luz en las distintas partes de la cereza para poder plasmar su [f2]forma[].	Il modo in cui l'illuminazione cambia tra le\ndiverse parti della ciliegia è fondamentale\nper rivelarne la [f2]forma[].	De manier waarop het licht op verschillende delen van de kers valt, brengt de [f2]vorm[] van de kers goed naar voren.	As diferenças de luz nas várias partes da cereja\nsão a chave para explicitar a sua [f2]forma[].	Свет по-разному отражается от\nразличных участков ягоды: отобразив\nэто, мы сможем передать ее [f2]форму[].	Işığın kirazın farklı bölgelerinde nasıl değiştiği, [f2]hacmini[] göstermenin anahtarıdır.	Işığın kirazın farklı bölgelerinde nasıl değiştiği, [f2]formunu[] göstermenin anahtarıdır.	Form/hacim ayrımı ve formu izleyen tarama dili teknik bağlama göre düzeltildi.
lessons/LESSON_0_Apple/apple-en.stb	74	form-volume	[f1]Stage 3, Step 2[][b1][i1]Use [f2]short brushstrokes[] to build up the [f2]lighter areas[] of the cherry.[][b1][i1]Try to consider the cherry's [f2]form[] as you paint.[]	[f1]Phase 3, étape 2[][b1][i1]Utiliser des [f2]petits coups de\npinceau[] pour réaliser les\n[f2]zones plus claires[] de la cerise.[][b1][i1]En peignant, essayer de\nprendre en compte les\n[f2]courbes[] de la cerise.[]	[f1]Stufe 3, Schritt 2[][b1][i1]Verwende [f2]kurze Pinselstriche[], um\ndie [f2]helleren Bereiche[] der Kirsche\naufzubauen.[][b1][i1]Bedenke während des Malens die\n[f2]Form[] der Kirsche.[]	[f1]Fase 3, paso 2[][b1][i1]Aplica [f2]pinceladas cortas[] para trabajar las [f2]zonas más claras[] de la cereza.[][b1][i1]Trata de tener en cuenta la [f2]forma[] de la cereza conforme pintes.[]	[f1]Fase 3, Passo 2[][b1][i1]Usa [f2]pennellate brevi[] per definire\nle [f2]aree illuminate[] della ciliegia.[][b1][i1]Tieni sempre presente la [f2]forma[]\ndel frutto mentre lo dipingi.[]	[f1]Fase 3, stap 2[][b1][i1]Schilder de [f2]lichtere gedeeltes[] op de kers met [f2]korte penseelstreken[].[][b1][i1]Probeer ook op de [f2]vorm[] van de kers te letten tijdens het schilderen.[]	[f1]Fase 3, Passo 2[][b1][i1]Utilize [f2]pinceladas curtas[] para criar\nas [f2]áreas mais claras[] da cereja.[][b1][i1]Tenha em consideração a [f2]forma[]\nda cereja enquanto pinta.[]	[f1]Этап 3, шаг 2[][b1][i1][f2]Короткими мазками[] закрась\n[f2]светлые участки[] вишни.[][b1][i1]Представляй себе [f2]форму[]\nвишни, когда работаешь\nнад ней.[]	[f1]Aşama 3, Adım 2[][b1][i1]Kirazın [f2]daha açık bölgelerini[] oluşturmak için [f2]kısa fırça darbeleri[] kullan.[][b1][i1]Boyarken kirazın [f2]hacmini[] düşünmeye çalış.[]	[f1]Aşama 3, Adım 2[][b1][i1]Kirazın [f2]daha açık bölgelerini[] oluşturmak için [f2]kısa fırça darbeleri[] kullan.[][b1][i1]Boyarken kirazın [f2]formunu[] düşünmeye çalış.[]	Form/hacim ayrımı ve formu izleyen tarama dili teknik bağlama göre düzeltildi.
lessons/LESSON_0_Apple/apple-en.stb	77	form-volume	Try to [f2]follow the cherry's form[] with your brushstrokes at every step to [f2]define its shape[].	Essayez à chaque étape de [f2]suivre les courbes de\nla cerise[] avec vos coups de pinceau pour mieux\n[f2]définir sa forme[].	Versuche, bei jedem Schritt den [f2]Rundungen der\nKirsche[] mit deinen Pinselstrichen zu [f2]folgen[], um\nso [f2]ihre Form zu definieren[].	Trata de [f2]seguir las curvas de la cereza[] con las pinceladas para [f2]definir su forma[].	Prova a [f2]seguire la forma della ciliegia[] con le tue\npennellate per [f2]definirne la figura[].	[f2]Volg de rondingen van de kers[] bij elke penseelstreek om de kers meer [f2]vorm te geven[].	Tente [f2]seguir a forma da cereja[] com as suas\npinceladas a cada passo, de modo a\n[f2]definir a sua forma[].	Чтобы [f2]передать объем[] вишни, попробуй\nделать мазки [f2]вдоль ее изгибов[].	Her adımda fırça darbelerinle [f2]kirazın hacmini takip etmeye[] çalış; böylece [f2]şekli daha belirginleşir[].	Her adımda fırça darbelerinle [f2]kirazın formunu izlemeye[] çalış; böylece [f2]şekli daha belirginleşir[].	Form/hacim ayrımı ve formu izleyen tarama dili teknik bağlama göre düzeltildi.
lessons/LESSON_0_Apple/apple-en.stb	82	form-volume	Well done! We've painted the light to create the [f2]basic form[] of the cherry.	Très bien ! Nous avons peint les jeux de lumière\npour créer le [f2]volume de base[] de notre cerise.	Gut gemacht! Wir haben das Licht gemalt und\nso die [f2]Grundform[] der Kirsche angelegt.	¡Buen trabajo! Hemos pintado la luz y creado la [f2]forma básica[] de la cereza.	Ottimo lavoro! Abbiamo dipinto la luce per\ncreare la [f2]forma di base[] della ciliegia.	Prima! We hebben het licht geschilderd om de [f2]basisvorm[] van de kers te creëren.	Muito bem! Pintámos a luz e criámos a [f2]forma\nbásica[] da cereja.	Молодец! Мы изобразили на вишне свет,\nчтобы лучше передать ее [f2]основную форму[].	Tebrikler! Işığı kullanarak kirazın [f2]temel hacmini[] boyadık.	Tebrikler! Işığı kullanarak kirazın [f2]temel formunu[] boyadık.	Form/hacim ayrımı ve formu izleyen tarama dili teknik bağlama göre düzeltildi.
