file	id	format	source_en	source_fr	source_de	source_es	source_it	source_nl	source_pt	source_ru	tr_before	tr_after	reason
Mini_lessons/LESSON_05_M1_Cloudscape/cloudscape_mini-en.stb	3	STB1.1	[b1][i1]Add in the [f2]background hills[] by layering different colours.[][b1][i1]Use big and medium marks to get [f2]loose shapes[].[][b1][i1]Be sparing with your blending: keep some variation in the background.[]	[b1][i1]Ajouter les [f2]collines à l'arrière-plan[]\nen superposant différentes\ncouches de couleurs.[][b1][i1]Procéder avec des traits larges et\ndes traits moyens, pour obtenir\ndes [f2]formes vagues[].[][b1][i1]Harmoniser avec parcimonie pour\nconserver une certaine variation.[]	[b1][i1]Füge die [f2]Hügel im Hintergrund[]\nhinzu, indem du verschiedene\nFarben übereinander malst.[][b1][i1]Verwende breite und mittlere\nStriche, um [f2]lockere Formen[] zu\nerhalten.[][b1][i1]Übertreibe es nicht mit dem\nVerblenden: Wir wollen etwas\nAbwechslung im Hintergrund.[]	[b1][i1]Añade las [f2]colinas del fondo[] aplicando capas de diferentes colores.[][b1][i1]Usa trazos grandes y medianos para obtener [f2]formas sueltas[].[][b1][i1]Modera el esfumado: mantén cierta variación en el fondo.[]	[b1][i1]Aggiungi le [f2]colline sullo sfondo[]\napplicando diversi strati di colore.[][b1][i1]Usa tratti grossi e medi per ottenere\n[f2]figure naturali[].[][b1][i1]Non esagerare con la sfumatura\ne rendi vario il tuo sfondo.[]	[b1][i1]Voeg de [f2]heuvels op de achtergrond[] toe door verschillende lagen over elkaar te schilderen.[][b1][i1]Gebruik grote en middelgrote streken voor [f2]soepele vormen[].[][b1][i1]Wees voorzichtig bij het mengen; laat de variatie op de achtergrond intact.[]	[b1][i1]Adicione as [f2]colinas ao fundo[],\nsobrepondo várias cores.[][b1][i1]Use marcas médias e grandes\npara conseguir [f2]formas soltas[].[][b1][i1]Seja moderado ao harmonizar;\nmantenha alguma diversidade\nna paisagem de fundo.[]	[b1][i1]Обозначь [f2]холмы на заднем\nплане[], закрашивая их слой\nза слоем.[][b1][i1]Используй большие и средние\nштрихи для [f2]неровных форм[].\n[][b1][i1]Не увлекайся растушевкой,\nоставь контрасты на заднем\nплане.[]	[b1][i1]Farklı renkleri katmanlayarak [f2]arka plandaki tepeleri[] ekleyin.[][b1][i1][f2]Serbest biçimler[] elde etmek için büyük ve orta boy izler kullanın.[][b1][i1]Renkleri fazla yedirmeyin; arka planda biraz çeşitlilik kalsın.[]	[b1][i1]Farklı renkleri katmanlayarak [f2]arka plandaki tepeleri[] ekle.[][b1][i1][f2]Serbest biçimler[] elde etmek için büyük ve orta boy izler kullan.[][b1][i1]Renkleri fazla yedirme; arka planda biraz çeşitlilik kalsın.[]	voice/style
Mini_lessons/LESSON_05_M1_Cloudscape/cloudscape_mini-en.stb	5	STB1.1	[b1][i1]Add in the colours of the midground and foreground.[][b1][i1]Try to keep more detail towards the foreground.[][b1][i1]Use the [f2]erasers[] to remove marks if you need to add a clean colour.	[b1][i1]Ajouter les couleurs du second et\ndu premier plan.[][b1][i1]Essayer de concentrer plus les\ndétails vers le premier plan.[][b1][i1]Utiliser les [f2]gommes[] pour effacer\ncertains traits précédents si vous\nvoulez ajouter une couleur nette.	[b1][i1]Füge die Farben im Mittel- und\nVordergrund hinzu. [][b1][i1]Versuche, Details hauptsächlich\nim Vordergrund zu zeichnen. [][b1][i1]Verwende die [f2]Radiergummis[],\num Striche zu entfernen, wenn\ndu eine unvermischte Farbe\nbrauchst.	[b1][i1]Añade los colores del plano medio y del primer plano.[][b1][i1]Procura mantener más detalles en el primer plano.[][b1][i1]Usa las [f2]gomas[] para borrar trazos si necesitas añadir un color limpio.	[b1][i1]Aggiungi i colori al piano\nintermedio e al primo piano.[][b1][i1]Concentra i dettagli soprattutto\nsul primo piano.[][b1][i1]Usa le [f2]gomme[] per cancellare i tratti,\nse hai bisogno di inserire un nuovo\ncolore.	[b1][i1]Breng de kleuren op de middengrond en voorgrond aan.[][b1][i1]Zorg dat de voorgrond meer detail bevat.[][b1][i1]Gebruik de [f2]gummen[] om streken uit te wissen als je een zuivere kleur wilt toevoegen.	[b1][i1]Adicione as cores do segundo\nplano e do primeiro plano.[][b1][i1]Tente manter mais pormenores\nno primeiro plano.[][b1][i1]Utilize as [f2]borrachas[] para apagar\nmarcas se precisar de adicionar\numa cor limpa.	[b1][i1]Добавь цвет на средний\nи передний план.[][b1][i1]Тщательно прорабатывай\nдетали на переднем плане.[][b1][i1]Используй [f2]ластики[], чтобы\nубрать лишние штрихи, если\nнадо добавить чистый цвет.[]	[b1][i1]Orta plan ve ön plan renklerini ekleyin.[][b1][i1]Ön plana yaklaştıkça ayrıntıyı artırmaya çalışın.[][b1][i1]Temiz bir renk eklemeniz gerekiyorsa izleri kaldırmak için [f2]silgileri[] kullanın.	[b1][i1]Orta plan ve ön plan renklerini ekle.[][b1][i1]Ön plana yaklaştıkça ayrıntıyı artırmaya çalış.[][b1][i1]Temiz bir renk eklemen gerekiyorsa izleri kaldırmak için [f2]silgileri[] kullan.	voice/style
Mini_lessons/LESSON_05_M1_Cloudscape/cloudscape_mini-en.stb	7	STB1.1	[b1][i1]Add in the [f2]sky[] colours with large, loose strokes.[]	[b1][i1]Ajouter les couleurs du [f2]ciel[], à\ngrands traits larges et détendus.[]	[b1][i1]Lege die Farben des [f2]Himmels[] in\ngroßen, lockeren Strichen an.[]	[b1][i1]Añade los colores del [f2]cielo[] usando trazos sueltos amplios.[]	[b1][i1]Aggiungi i colori del [f2]cielo[] con\ntratti ampi e liberi.[]	[b1][i1]Voeg de kleuren van de [f2]lucht[] toe met lange, soepele streken.[]	[b1][i1]Adicione as cores do [f2]céu[] com traços\ngrandes e soltos.[]	[b1][i1]Проработай цвет [f2]неба[]\nбольшими, свободными\nштрихами.[]	[b1][i1][f2]Gökyüzü[] renklerini büyük, serbest darbelerle ekleyin.[]	[b1][i1][f2]Gökyüzü[] renklerini büyük, serbest darbelerle ekle.[]	voice/style
Mini_lessons/LESSON_05_M1_Cloudscape/cloudscape_mini-en.stb	9	STB1.1	[b1][i1]Do some [f2]blending[] of the sky colours with the smudge stick.[][b1][i1]Don't blend too much. Areas of texture will add [f2]life[] to the clouds.[]	[b1][i1][f2]Harmoniser[] les couleurs du ciel\nà l'aide de l'estompe.[][b1][i1]Ne pas fondre les couleurs à\nl'excès. Avec des zones plus\ntexturées, vos nuages auront\nplus de [f2]vie[].[]	[b1][i1][f2]Verblende[] die Himmelsfarben mit\ndem Verwischstift.[][b1][i1]Verblende aber nicht zu viel, denn\neine mehrfarbige Oberfläche\nverleiht den Wolken [f2]Leben[].[]	[b1][i1]Haz un poco de [f2]esfumado[] en los colores del cielo usando el difumino.[][b1][i1]El esfumado no debe ser excesivo. Las zonas de textura darán [f2]vida[] a las nubes.[]	[b1][i1]Aggiungi qualche [f2]sfumatura[] ai\ncolori del cielo servendoti\ndello sfumino.[][b1][i1]Non uniformare troppo. La trama di\nfondo darà [f2]vita[] alle nuvole.[]	[b1][i1][f2]Meng[] de kleuren van de lucht met de doezelaar.[][b1][i1]Meng niet te veel. Gedeeltes met textuur brengen de wolken [f2]tot leven[].[]	[b1][i1]Utilize a ferramenta de esbatimento\npara [f2]harmonizar[] as cores do céu.[][b1][i1]Não a utilize em demasia. Áreas de\ntextura darão mais [f2]vida[] às nuvens.[]	[b1][i1]Немного [f2]смешай[] цвета неба\nрастушевкой.\n[][b1][i1]Не увлекайся. Фактурные\nучастки [f2]оживят[] облака.[]	[b1][i1]Gökyüzü renklerini dağıtma çubuğuyla biraz [f2]birbirine yedirin[].[][b1][i1]Fazla yedirmeyin. Dokulu bölgeler bulutlara [f2]canlılık[] kazandırır.[]	[b1][i1]Gökyüzü renklerini dağıtma çubuğuyla biraz [f2]birbirine yedir[].[][b1][i1]Fazla yedirme. Dokulu bölgeler bulutlara [f2]canlılık[] kazandırır.[]	voice/style
Mini_lessons/LESSON_05_M1_Cloudscape/cloudscape_mini-en.stb	11	STB1.1	[b1][i1]Add in the larger, fluffy cloud shapes.[][b1][i1]Let the [f2]paper colour[] show through for the [f2]shadows[].[][b1][i1]Use [f2]short, rounded marks[] to give the clouds form.[]	[b1][i1]Ajouter les formes moutonneuses\ndes gros nuages.[][b1][i1]Laisser la [f2]couleur du papier[]\ntransparaître pour les [f2]ombres[].[][b1][i1]Utiliser des traits [f2]brefs et arrondis[]\ndonnera du volume aux nuages.[]	[b1][i1]Füge die größeren, flauschigen\nWolkenformen hinzu. [][b1][i1]Lass die [f2]Farbe des Papiers[] an\nden [f2]Schattenflächen[]\ndurchscheinen.\n[][b1][i1]Zeichne in [f2]kurzen, gebogenen\nStrichen[], um die Form der\nWolken darzustellen.[]	[b1][i1]Añade las suaves formas de las nubes más grandes.[][b1][i1]Deja que el [f2]color del papel[] asome para las [f2]sombras[].[][b1][i1]Usa [f2]trazos redondeados cortos[] para dar forma a las nubes.[]	[b1][i1]Aggiungi le nuvole più grosse e\nvaporose.[][b1][i1]Lascia emergere il [f2]colore della carta[],\nin modo da formare le [f2]ombre[].[][b1][i1]Usa [f2]tratti brevi e arrotondati[]\nper dare forma alle nuvole.[]	[b1][i1]Voeg de grotere, donzige wolkenvormen toe.[][b1][i1]Laat voor de [f2]schaduwen[] de [f2]papierkleur[] doorschemeren.[][b1][i1]Gebruik [f2]korte, ronde streken[] om de wolken vorm te geven.[]	[b1][i1]Adicione as formas das nuvens\nmaiores e mais fofas.[][b1][i1]Deixe a [f2]cor do papel[] transparecer\npara formar [f2]sombras[].[][b1][i1]Utilize [f2]marcas curtas e\narredondadas[] para dar forma às\nnuvens.[]	[b1][i1]Обозначь крупные, мягкие\nформы облаков.\n[][b1][i1]Для [f2]теней[] используй\nпроступающий [f2]цвет бумаги[].\n[][b1][i1]Придай форму облакам\n[f2]короткими, закругленными\nштрихами[].[]	[b1][i1]Büyük, kabarık bulut şekillerini ekleyin.[][b1][i1][f2]Gölgeler[] için [f2]kâğıdın renginin[] görünmesine izin verin.[][b1][i1]Bulutlara hacim vermek için [f2]kısa, yuvarlak izler[] kullanın.[]	[b1][i1]Büyük, kabarık bulut şekillerini ekle.[][b1][i1][f2]Gölgeler[] için [f2]kâğıdın renginin[] görünmesine izin ver.[][b1][i1]Bulutlara hacim vermek için [f2]kısa, yuvarlak izler[] kullan.[]	voice/style
Mini_lessons/LESSON_05_M1_Cloudscape/cloudscape_mini-en.stb	13	STB1.1	[b1][i1]Do some more [f2]blending[] to soften the edges between the cloud colours.[]	[b1][i1][f2]Harmoniser[] les couleurs dans\nles nuages pour obtenir des\ntransitions plus progressives.[]	[b1][i1][f2]Verblende[] noch etwas mehr, \num die Übergänge zwischen\nden einzelnen Farben weicher\nzu gestalten.[]	[b1][i1]Haz algo más de [f2]esfumado[] para suavizar los bordes de los colores de las nubes.[]	[b1][i1]Continua con la [f2]sfumatura[] per\nammorbidire i bordi dei colori\ndelle nuvole.[]	[b1][i1][f2]Meng[] de wolkenkleuren wat meer om de overgang tussen de kleuren te verzachten.[]	[b1][i1]Continue a [f2]harmonizar[] para suavizar\nos limites entre as cores das nuvens.[]	[b1][i1]Смягчи контраст между\nразличными цветами облаков,\nосторожно используя\n[f2]растушевку[].[]	[b1][i1]Bulut renklerinin kenarlarını yumuşatmak için biraz daha [f2]yedirme[] yapın.[]	[b1][i1]Bulut renklerinin kenarlarını yumuşatmak için biraz daha [f2]yedirme[] yap.[]	voice/style
Mini_lessons/LESSON_05_M1_Cloudscape/cloudscape_mini-en.stb	15	STB1.1	[b1][i1]Add [f2]highlights[] to the clouds.[][b1][i1]Use [f2]short, rounded marks[] with the corner of your brightest pastel.	[b1][i1]Ajouter des [f2]effets de lumière[] sur\nles nuages.[][b1][i1]Procéder par [f2]traits brefs et\narrondis[] avec l'arête du pastel\nle plus clair.	[b1][i1]Zeichne [f2]Glanzlichter[] in die \nWolken.[][b1][i1]Mache dazu [f2]kurze,\ngebogene Striche[] mit der Ecke\ndeiner hellsten Pastellkreide.	[b1][i1]Añade [f2]zonas iluminadas[] a las nubes.[][b1][i1]Usa [f2]trazos redondeados cortos[] con la esquina del pastel más brillante.	[b1][i1]Aggiungi le [f2]lumeggiature[] alle nuvole.[][b1][i1]Usa [f2]tratti brevi e arrotondati[] con lo\nspigolo del tuo pastello più brillante.	[b1][i1]Breng [f2]highlights[] op de wolken aan.[][b1][i1]Gebruik [f2]korte, ronde streken[] met de hoek van je lichtste pastelkrijt.	[b1][i1]Adicione [f2]brilhos[] às nuvens.[][b1][i1]Faça [f2]marcas curtas e arredondadas[]\ncom o canto do seu pastel mais\nbrilhante.	[b1][i1]Изобрази [f2]яркие области[]\nна облаках.\n[][b1][i1]Нанеси уголком самой светлой\nпастели [f2]короткие округлые\nштрихи[].	[b1][i1]Bulutlara [f2]ışıklı bölgeler[] ekleyin.[][b1][i1]En açık pastelinizin köşesiyle [f2]kısa, yuvarlak izler[] bırakın.	[b1][i1]Bulutlara [f2]ışıklı bölgeler[] ekle.[][b1][i1]En açık pastelinin köşesiyle [f2]kısa, yuvarlak izler[] bırak.	voice/style
Mini_lessons/LESSON_05_M1_Cloudscape/cloudscape_mini-en.stb	17	STB1.1	Hello! Are you ready for another [f2]pastel drawing[]?	Bonjour ! Que diriez-vous de faire un nouveau\n[f2]dessin au pastel[] ?	Hallo! Bist du bereit für eine weitere\n[f2]Pastellzeichnung[]?	¡Hola! ¡Veo que quieres hacer otro [f2]dibujo al pastel[]!	Ciao! Hai preparato tutto l'occorrente per un\naltro [f2]disegno con i pastelli[]?	Hallo! Ben je weer klaar voor een [f2]pasteltekening[]?	Olá! Está pronto para outro [f2]desenho a pastel[]?	Здравствуй! Не прочь поработать\nнад новым [f2]рисунком пастелью[]?	Merhaba! Yeni bir [f2]pastel çizime[] hazır mısınız?	Merhaba! Yeni bir [f2]pastel çizime[] hazır mısın?	voice/style
Mini_lessons/LESSON_05_M1_Cloudscape/cloudscape_mini-en.stb	49	STB1.1	I'm sure you will enjoy this drawing! Pastels have such [f2]simplicity[] and [f2]charm[].	Je suis sûr que vous allez apprécier ce dessin :\nle pastel offre tant de [f2]charme[] et de [f2]simplicité[] !	Ich bin sicher, dir wird diese Zeichnung\nSpaß machen! Pastellkreiden sind so [f2]einfach[]\nzu nutzen und haben doch so viel [f2]Charme[].	¡Estoy convencido de que vas a disfrutar de este dibujo! Los pasteles tienen una [f2]simplicidad[] y un [f2]encanto[] especial.	Sono sicuro che ti divertirai con questo disegno!\nI pastelli possiedono [f2]semplicità[] e [f2]fascino[]!	Ik weet zeker dat je van deze tekening zult genieten! Met pastelkrijt werken heeft zo veel [f2]eenvoud[] en [f2]charme[].	Tenho a certeza de que vai gostar deste desenho!\nOs pastéis são muito [f2]simples[] e [f2]encantadores[].	Уверен, тебе понравится! Пастель\nславится [f2]простотой в работе[]\nи своим [f2]очарованием[].	Bu çizimden keyif alacağınıza eminim! Pastellerde harika bir [f2]sadelik[] ve [f2]çekicilik[] var.	Bu çizimden keyif alacağına eminim! Pastellerde harika bir [f2]sadelik[] ve [f2]çekicilik[] var.	voice/style
Mini_lessons/LESSON_05_M1_Cloudscape/cloudscape_mini-en.stb	50	STB1.1	Remember to refer to the [f2]different stages[] of my drawing if you're unsure!	Et n'oubliez pas : si vous hésitez sur la marche\nà suivre, référez-vous aux [f2]différentes étapes[]\nde mon dessin !	Du kannst dir jederzeit die [f2]verschiedenen\nStufen[] meiner Zeichnung ansehen, wenn \ndu dir unsicher bist!	¡Recuerda que puedes ver las [f2]diferentes fases[] de mi dibujo si te surge alguna duda!	Ricordati di usare come riferimento le [f2]varie fasi[]\ndel mio disegno quando ti trovi in difficoltà!	Denk eraan dat je [f2]de ontwerpfasen[] van mijn tekening kunt gebruiken als je niet weet hoe je verder moet!	Se tiver dúvidas, lembre-se de consultar as\n[f2]diferentes fases[] do meu desenho!	Помни, если что-то неясно, обратись\nк [f2]этапам моей работы[] над рисунком!	Emin olamadığınızda çizimimin [f2]farklı aşamalarına[] bakmayı unutmayın!	Emin olamadığında çizimimin [f2]farklı aşamalarına[] bakmayı unutma!	voice/style
Mini_lessons/LESSON_05_M1_Cloudscape/cloudscape_mini-en.stb	51	STB1.1	Ah, well done! Are you happy with how your drawing went?	Ah, beau travail ! Votre dessin vous plaît-il ?	Ah, gut gemacht! Gefällt dir deine Zeichnung?	¡Eh, muy bien! ¡Estarás feliz con tu dibujo!	Oh, ben fatto! Ti ha soddisfatto il modo in cui\nhai realizzato il disegno?	Goed gedaan! Ben je blij met je tekening?	Ah, muito bem!\nEstá contente com o resultado do seu desenho?	О, превосходно! Тебе понравилось\nработать над рисунком?	Ah, tebrikler! Çiziminizin gidişinden memnun musunuz?	Ah, tebrikler! Çiziminin gidişinden memnun musun?	voice/style
Mini_lessons/LESSON_06_M2_Horse/horse-en.stb	1	STB1.1	[b1][i1]Block in a quick [f2]ground colour[].[][b1][i1]The [f2]green[] of the field would be a good choice.[]	[b1][i1]Remplir rapidement la toile en\naplat avec une [f2]couleur de fond[].[][b1][i1]Le [f2]vert[] du champ semble être\nun bon choix.[]	[b1][i1]Lege schnell die [f2]Grundfarbe[] an.[][b1][i1]Das [f2]Grün[] der Wiese wäre eine\ngute Wahl.[]	[b1][i1]Mancha rápidamente el [f2]color base[].[][b1][i1]Te recomiendo que utilices un [f2]verde[] similar al del campo de la imagen.[]	[b1][i1]Stendi velocemente il [f2]colore\ndi fondo[].[][b1][i1]Il [f2]verde[] del prato è la scelta ideale.[]	[b1][i1]Schilder een [f2]grondkleur[].[][b1][i1]Het [f2]groen[] van het grasveld is daarvoor een prima keuze.[]	[b1][i1]Empaste rapidamente uma\n[f2]cor de fundo[].[][b1][i1]O [f2]verde[] do campo seria uma\nboa escolha.[]	[b1][i1]Быстро закрась выбранным\nцветом [f2]фон[].\n[][b1][i1]Неплохо подойдет цвет\n[f2]зеленой[] травы на поле.[]	[b1][i1]Hızlıca bir [f2]zemin rengi[] yerleştirin.[][b1][i1]Çayırın [f2]yeşili[] iyi bir seçim olur.[]	[b1][i1]Hızlıca bir [f2]zemin rengi[] yerleştir.[][b1][i1]Çayırın [f2]yeşili[] iyi bir seçim olur.[]	voice/style
Mini_lessons/LESSON_06_M2_Horse/horse-en.stb	3	STB1.1	[b1][i1]Start off your horse with some [f2]construction shapes[].[][b1][i1]A [f2]spine[] and some shapes for the [f2]mass[] of the animal should work.[][b1][i1]Use the [f2]grid[] if you need it.[]	[b1][i1]Commencer le cheval par des\n[f2]formes de construction[].[][b1][i1]La [f2]colonne vertébrale[] et quelques\nformes pour définir les [f2]masses[] de\nl'animal suffiront amplement.[][b1][i1]Se servir de la [f2]grille[] si besoin est.[]	[b1][i1]Beginne beim Pferd mit einigen [f2]\nKonstruktionsformen[].[][b1][i1]Die [f2]Wirbelsäule[] und einige Umrisse\nfür den [f2]Körper[] sollten reichen.[][b1][i1]Verwende das [f2]Gitternetz[], wenn du\nes brauchst.[]	[b1][i1]Comienza a dibujar el caballo con algunas [f2]formas de construcción[].[][b1][i1]Pinta la [f2]columna[] y algunas formas para crear la [f2]masa[] del animal.[][b1][i1]Utiliza la [f2]cuadrícula[] si lo ves necesario.[]	[b1][i1]Inizia a disegnare il tuo cavallo con\nqualche [f2]forma costruttiva[].[][b1][i1]Una [f2]spina dorsale[] e alcune forme\nper la [f2]massa[] dell'animale\ndovrebbero essere sufficienti.[][b1][i1]Usa la [f2]griglia[] se ne hai bisogno.[]	[b1][i1]Maak met [f2]constructielijnen[] een begin aan het paard.[][b1][i1]Met een [f2]ruggengraat[] en enkele vormen om [f2]volume[] te creëren, kom je al een heel eind.[][b1][i1]Gebruik het [f2]raster[] als je het nodig hebt.[]	[b1][i1]Comece o seu cavalo com algumas\n[f2]formas de construção[].\n[][b1][i1]Uma [f2]coluna dorsal[] e algumas \nformas para a [f2]massa[] do animal\ndeverão bastar.[][b1][i1]Utilize a [f2]grelha[], se for preciso.[]	[b1][i1]Начни набросок лошади\nс [f2]основных конструктивных\nформ[].[][b1][i1]Прорисуй [f2]позвоночник[]\nи объемные фигуры\n[f2]частей тела[].[][b1][i1]Если нужно, используй [f2]сетку[].[]	[b1][i1]Atı birkaç [f2]yapı şekliyle[] kurmaya başlayın.[][b1][i1]Bir [f2]omurga[] çizgisi ve hayvanın [f2]kütlesini[] anlatan birkaç şekil yeterli olacaktır.[][b1][i1]Gerekirse [f2]ızgarayı[] kullanın.[]	[b1][i1]Atı birkaç [f2]yapı şekliyle[] kurmaya başla.[][b1][i1]Bir [f2]omurga[] çizgisi ve hayvanın [f2]kütlesini[] anlatan birkaç şekil yeterli olacaktır.[][b1][i1]Gerekirse [f2]ızgarayı[] kullan.[]	voice/style
Mini_lessons/LESSON_06_M2_Horse/horse-en.stb	5	STB1.1	[b1][i1]Block in the three [f2]main brown tones[] of the horse.[][b1][i1][f2]Squinting[] may help you see the tones.[][b1][i1]Add in the horse's [f2]shadow[] on the ground as well.[]	[b1][i1]Peindre en aplat les trois [f2]principales\nnuances de brun[] du cheval.[][b1][i1][f2]Plisser les yeux[] pour repérer plus\nfacilement les différences de ton.[][b1][i1]Ajouter l'[f2]ombre[] du cheval sur le sol.[]	[b1][i1]Lege die drei [f2]wichtigsten\nBrauntöne[] des Pferdes an.[][b1][i1][f2]Zusammenkneifen der Augen[]\nhilft dir, die Helligkeitsstufen\nzu sehen.[][b1][i1]Male auch gleich den [f2]Schatten[]\ndes Pferdes auf dem Boden.[]	[b1][i1]Mancha los tres [f2]tonos marrones principales[] del caballo.[][b1][i1][f2]Desenfoca la vista[] para distinguir mejor los tonos.[][b1][i1]Añade también la [f2]sombra[] que proyecta el caballo sobre el suelo.[]	[b1][i1]Aggiungi le tre [f2]tonalità principali di\nmarrone[] del cavallo.[][b1][i1][f2]Socchiudere gli occhi[] ti aiuterà\na distinguere le varie tonalità.[][b1][i1]Dipingi l'[f2]ombra[] del cavallo sull'erba.[]	[b1][i1]Vul de [f2]belangrijkste bruine tonen[] van het paard in.[][b1][i1][f2]Door je ogen half dicht te knijpen[], kun je verschillende tonen beter onderscheiden.[][b1][i1]Voeg ook de [f2]schaduw[] van het paard op de grond toe.[]	[b1][i1]Empaste os [f2]tons castanhos principais[].[][b1][i1][f2]Semicerrar os olhos[] poderá ajudar\na distinguir os tons.[][b1][i1]Adicione também ao fundo a [f2]sombra[] \ndo cavalo.[]	[b1][i1]Нанеси три [f2]основных коричневых\nтона[] на корпус лошади.[][b1][i1][f2]Прищурившись[], ты сможешь\nлучше определить тона.[][b1][i1]Изобрази также [f2]тень[]\nот лошади на земле.[]	[b1][i1]Atın üç [f2]ana kahverengi tonunu[] kabaca yerleştirin.[][b1][i1]Tonları görmek için gözlerinizi [f2]kısmak[] yardımcı olabilir.[][b1][i1]Atın zemindeki [f2]gölgesini[] de ekleyin.[]	[b1][i1]Atın üç [f2]ana kahverengi tonunu[] kabaca yerleştir.[][b1][i1]Tonları görmek için gözlerini [f2]kısmak[] yardımcı olabilir.[][b1][i1]Atın zemindeki [f2]gölgesini[] de ekle.[]	voice/style
Mini_lessons/LESSON_06_M2_Horse/horse-en.stb	7	STB1.1	[b1][i1]Spend some time [f2]blending the edges[] of the tones you've put down.[][b1][i1]Try to blend in directions that will enhance the [f2]rounded forms[].[]	[b1][i1]Prendre le temps nécessaire afin\nd'[f2]harmoniser[] les nuances peintes.[][b1][i1]Procéder en suivant les directions\ndu volume, pour accentuer les\n[f2]courbes[] du sujet.[]	[b1][i1][f2]Verblende die Übergänge[] deiner\nFarbflächen.[][b1][i1]Versuche, so zu verblenden, dass\ndie [f2]runden Formen[] betont werden.[]	[b1][i1]Tómate tu tiempo para [f2]esfumar los bordes[] de los tonos que has aplicado.[][b1][i1]Intenta difuminar en círculo para enfatizar las [f2]formas redondeadas[].[]	[b1][i1]Prenditi un po' di tempo per\n[f2]uniformare i bordi[] delle tonalità\nche hai usato.[][b1][i1]Prova a sfumare nelle direzioni che\nti permettono di valorizzare\nle [f2]forme arrotondate[].[]	[b1][i1]Neem je tijd voor het [f2]mengen[] van de verschillende kleurtonen op het doek.[][b1][i1]Probeer in de juiste richting te mengen, zodat [f2]de ronde vormen[] naar voren komen.[]	[b1][i1]Passe algum tempo a [f2]harmonizar\nos limites[] dos tons pintados.[][b1][i1]Harmonize com movimentos que\nacentuem as [f2]formas arredondadas[].[]	[b1][i1]Удели внимание [f2]смягчению\nграниц[] между тонами.\n[][b1][i1]Попробуй смешивать цвета\nтак, чтобы подчеркнуть\n[f2]округлые формы[].[]	[b1][i1]Yerleştirdiğiniz tonların [f2]kenarlarını yumuşatmaya[] biraz zaman ayırın.[][b1][i1]Yuvarlak [f2]hacimleri[] güçlendirecek yönlerde yedirmeye çalışın.[]	[b1][i1]Yerleştirdiğin tonların [f2]kenarlarını yumuşatmaya[] biraz zaman ayır.[][b1][i1]Yuvarlak [f2]hacimleri[] güçlendirecek yönlerde yedirmeye çalış.[]	voice/style
Mini_lessons/LESSON_06_M2_Horse/horse-en.stb	9	STB1.1	[b1][i1]Add in the shapes of the [f2]shadows[], [f2]hair[], [f2]hooves[] and the [f2]white areas[] of the horse.[]	[b1][i1]Ajouter les [f2]ombres[], la [f2]crinière[], les\n[f2]sabots[] et les [f2]parties blanches[] de\nl'animal.[]	[b1][i1]Füge die Formen des [f2]Schattens[],\nder [f2]Haare[], der [f2]Hufe[] und der\n[f2]weißen Bereiche[] des Pferdes\nhinzu.[]	[b1][i1]Añade las formas de las [f2]sombras[], el [f2]pelo[], las [f2]pezuñas[] y las [f2]zonas blancas[] del caballo.[]	[b1][i1]Aggiungi la sagoma delle [f2]ombre[],\ndella [f2]criniera[], degli [f2]zoccoli[]\ne delle [f2]parti bianche[] del cavallo.[]	[b1][i1]Voeg de vormen van de [f2]schaduwen[], het [f2]haar[], de [f2]hoeven[] en de [f2]witte gedeeltes[] van het paard toe.[]	[b1][i1]Adicione as formas das [f2]sombras[],\ndos [f2]pelos[], dos [f2]cascos[] e das [f2]áreas\nbrancas[] do cavalo.[]	[b1][i1]Добавь формы [f2]теней[], [f2]гривы[],\n[f2]копыт[] и [f2]белых пятен[] лошади.[]	[b1][i1]Atın [f2]gölgelerini[], [f2]kıllarını[], [f2]toynaklarını[] ve [f2]beyaz bölgelerini[] ekleyin.[]	[b1][i1]Atın [f2]gölgelerini[], [f2]kıllarını[], [f2]toynaklarını[] ve [f2]beyaz bölgelerini[] ekle.[]	voice/style
