ID,CriticalControlsMatch,ExactSameAsEnglish,TurkishSpecialChars,English,Turkish,EnglishCriticalControls,TurkishCriticalControls
0x0BEA,YES,NO,ış,Yaaaaay!,Yaşasııın!,[],[]
0x0BEB,YES,NO,ış,"OK, we're gonna hide now.<br>Wait outside!","Tamam, biz saklanıyoruz.<br>Sen dışarıda bekle!",[],[]
0x0BEC,YES,NO,,Nyah nyah nyah nyah nyahhh!,Naa-na-na-na-naaa!,[],[]
0x0BEE,YES,NO,öüış,"Hey, mister, what are you doing<br>over there looking all lonely?",Hey bayım! Orada tek başına<br>öyle süzülüp ne yapıyorsun?,[],[]
0x0BEF,YES,NO,ş,Ah-ATCHOOO!,Hapşuuu!,[],[]
0x0BF0,YES,NO,,What...do you seek of me?,Benden... ne... dilersin?,[],[]
0x0BF1,YES,NO,,Who are you?,Sen kimsin?,[],[]
0x0BF2,YES,NO,ğ,Tell me the future!,Geleceğime bak!,[],[]
0x0BF4,NO,NO,öış,"I am <color=0003>Madame Clairvoya</color>, seer<br>of <color=0001>dropped items</color>.<hr>Possessions of other people<br>awaken vibrations in my spirit...","Ben, <color=0001>kayıp eşyaların</color> kâhini<br><color=0003>Madame Clairvoya</color>.<hr>Başkalarına ait eşyalar ruhumda<br>titreşimler uyandırır.<hr>Bu titreşimleri yorumlayıp insanların<br>kaderinden kesitler görebilirim.","[(21, 3), (21, 4294967295), (21, 1), (21, 4294967295)]","[(21, 1), (21, 4294967295), (21, 3), (21, 4294967295)]"
0x0BF5,YES,NO,öüğış,"If you find someone's<br><color=0001>dropped items</color>, you should<hr>bring them to me. I will show<br>you the extent of my vision...",Birinin <color=0001>kayıp eşyasını</color> bulursan<br>bana getir.<hr>Görüşümün ne kadar uzağa<br>eriştiğini sana göstereyim...,"[(21, 1), (21, 4294967295)]","[(21, 1), (21, 4294967295)]"
0x0BF6,YES,NO,ıŞş,Ohh... Harummmm...no. I feel no<br>spiritual vibrations right now.,Ooh... Hımmm... hayır. Şu anda<br>ruhsal bir titreşim hissetmiyorum.,[],[]
0x0BF8,YES,NO,ı,"Hm? What is this object you<br>have here? Show it, please,<hr>to <color=0003>Madame Clairvoya</color>.",Hımm? Elindeki nedir?<br>Getir de <color=0003>Madame Clairvoya</color><hr>bir baksın.,"[(21, 3), (21, 4294967295)]","[(21, 3), (21, 4294967295)]"
0x0BF9,YES,NO,,Wh-what is this?,Bu... bu da ne?,[],[]
0x0BFA,YES,NO,ÖİıŞ,"If it isn't <color=0003>Mario</color>'s <color=0002>Hat</color>!<br>Why, it's so clean, as if...<hr>SOMEONE JUST WASHED IT!<br>... Sorry, sometimes I like to<hr>add a little drama, you know.",Bu <color=0003>Mario</color>'nun <color=0002>Şapkası</color>!<br>Tertemiz... sanki...<hr>BİRİ AZ ÖNCE YIKAMIŞ!<br>... Pardon.<hr>Sahneye bazen biraz drama gerekir.,"[(21, 3), (21, 4294967295), (21, 2), (21, 4294967295)]","[(21, 3), (21, 4294967295), (21, 2), (21, 4294967295)]"
0x0BFB,YES,NO,öı,Hm? Just one moment... Did I<br>just say <color=0003>Mario</color>? Could it be...<hr>THAT <color=0003>Mario</color>?,Hımm? Dur bir dakika...<br>Az önce <color=0003>Mario</color> mu dedim?<hr>Yoksa... O <color=0003>Mario</color> mu?!,"[(21, 3), (21, 4294967295), (21, 3), (21, 4294967295)]","[(21, 3), (21, 4294967295), (21, 3), (21, 4294967295)]"
0x0BFC,YES,YES,,......,......,[],[]
0x0BFD,YES,NO,ÇÖçöüış,"Ahhh, I see now. Well, I see<br>everything, so I saw it before,<hr>but now I REALLY see it. So<br>you are the brother of the<hr>famous <color=0003>Mario</color>...and you<br>have come to this place to find<hr>him... Well, aren't you a good<br>little brother! HACK ka ha harf!<hr>... Excuse me, I don't laugh much.","Ahhh, şimdi görüyorum. Gerçi ben<br>her şeyi görürüm; bunu zaten görmüştüm,<hr>ama şimdi GERÇEKTEN görüyorum! Demek<br>ünlü <color=0003>Mario</color>'nun kardeşisin...<hr>Onu bulmak için buralara kadar geldin.<br>Ne fedakâr bir kardeş! Ha-ha-HIK! Öhö!<hr>... Kusura bakma. Pek sık gülmem.","[(21, 3), (21, 4294967295)]","[(21, 3), (21, 4294967295)]"
0x0BFE,YES,NO,,Oh-ohh! They come!,Ooh! Geliyorlar... geliyorlar!,[],[]
0x0BFF,YES,NO,çöüğış,"Now the spirits come!! Come,<br>spirits of power, come spirits<hr>of sight! Show to me the awful<br>things occurring here tonight!","Ruhlar, gelin! Güç ruhları,<br>sezgi ruhları, bana görünün!<hr>Bu gece konağı saran dehşeti<br>gözlerimin önüne serin!",[],[]
0x0C00,YES,NO,ÖöüĞİış,"Crystal orb, symbol of my clan,<br>use your darkling power to show<hr>us all you could! I mean CAN!<br>Show us all you can!","Kristal küre, soyumun simgesi,<br>karanlık gücünle bize<hr>göstereBİLDİĞİN... şey, GÖSTEREBİLECEĞİN<br>ne varsa göster!",[],[]
0x0C01,YES,NO,ö,Show us this...<color=0003>Mario</color>!,Göster bize... <color=0003>Mario</color>'yu!,"[(21, 3), (21, 4294967295)]","[(21, 3), (21, 4294967295)]"
0x0C02,YES,NO,öğış,The light of the spirits comes!<br>Show us what we seek!!,Ruhların ışığı doğuyor!<br>Aradığımızı bize gösterin!!,[],[]
0x0C03,YES,NO,öüış,Ohhhh... Harummm... I see that<br>your <color=0003>Mario</color> lives...,Ohhhh... Harummm... Görüyorum ki<br><color=0003>Mario</color> hâlâ yaşıyor...,"[(21, 3), (21, 4294967295)]","[(21, 3), (21, 4294967295)]"
0x0C04,YES,NO,ÖöğıŞş,"Well, he is not in the spirit<br>world...but one cannot say he<hr>is alive...haaackth ha ha hork!<br>(Excuse me, sorry.) Where is he?<hr>Where is he now? ... Ah, the<br>spirits fall silent!",Ruhlar âleminde değil... ama<br>tam anlamıyla yaşıyor da denemez.<hr>Hah-hah-HIK! Öhö! (Affedersin.)<br>Peki nerede?<hr>Şimdi nerede? ... Ah! Ruhlar sustu!,[],[]
0x0C05,YES,NO,öğıŞş,"Uuuh... This is all I can tell<br>you for now! Bring to me<hr>another clue, and I will show<br>your brother to you. This clue<hr>no longer speaks to us...",Uuuh... Şimdilik perdenin<br>göstereceği bu kadar!<hr>Bana başka bir ipucu getir;<br>kardeşini yine göstereyim.<hr>Bu ipucu artık susuyor...,[],[]
0x0C06,YES,NO,öüğış,"If you wish to know more of<br>your <color=0003>Mario</color>, bring more<hr>of his <color=0001>dropped items</color>!","<color=0003>Mario</color> hakkında daha fazlasını öğrenmek<br>istiyorsan, onun <color=0001>düşürdüğü eşyalardan</color><hr>bana daha fazla getir!","[(21, 3), (21, 4294967295), (21, 1), (21, 4294967295)]","[(21, 3), (21, 4294967295), (21, 1), (21, 4294967295)]"
0x0C07,YES,NO,üıŞş,"If it isn't <color=0003>Mario</color>'s <color=0002>Shoe</color>!<br>Why, the sole is so worn, as if<hr>he's walked a thousand miles!",Bu <color=0003>Mario</color>'nun <color=0002>Ayakkabısı</color>!<br>Şu tabana bak...<hr>Dünyayı dolaşmış sanki!,"[(21, 3), (21, 4294967295), (21, 2), (21, 4294967295)]","[(21, 3), (21, 4294967295), (21, 2), (21, 4294967295)]"
0x0C08,YES,NO,üı,If it isn't <color=0003>Mario</color>'s<br><color=0002>Star</color>!<hr>What otherworldly beauty!,Bu <color=0003>Mario</color>'nun <color=0002>Yıldızı</color>!<br>Ne uhrevi bir güzellik!,"[(21, 3), (21, 4294967295), (21, 2), (21, 4294967295)]","[(21, 3), (21, 4294967295), (21, 2), (21, 4294967295)]"
0x0C09,YES,NO,ğıŞ,"If it isn't <color=0003>Mario</color>'s <color=0002>Letter</color>!<br>Give it to me! I will read it<hr>at once! Erm... Sure it's OK,<br>I'm a licensed letter-reader!","Bu <color=0003>Mario</color>'nun <color=0002>Mektubu</color> değil mi!<br>Ver bakayım! Hemen okuyayım!<hr>Şey... Merak etme, ben ruhsatlı bir<br>mektup okuyucusuyum!","[(21, 3), (21, 4294967295), (21, 2), (21, 4294967295)]","[(21, 3), (21, 4294967295), (21, 2), (21, 4294967295)]"
0x0C0A,YES,NO,ı,"What what? Hm... Let's see...<br>L-o-o-k--o-u-t--f-o-r--<hr>B-o-o-s,--<color=0003>L-u-i-g-i-</color>!","Ne ne? Hm... Bakalım...<br>D-i-k-k-a-t---e-t---<hr>B-o-o-l-a-r-a,---<color=0003>L-u-i-g-i</color>!","[(21, 3), (21, 4294967295)]","[(21, 3), (21, 4294967295)]"
0x0C0B,YES,NO,çış,"Is that all? Not a novelist,<br>your <color=0003>Mario</color>. This must have<hr>been written in quite a hurry.",Hepsi bu mu? Senin <color=0003>Mario</color> pek<br>romancı sayılmaz. Bunu herhâlde<hr>çok aceleyle yazmış.,"[(21, 3), (21, 4294967295)]","[(21, 3), (21, 4294967295)]"
0x0C0C,YES,NO,ğş,If it isn't <color=0003>Mario</color>'s <color=0002>Glove</color>!<br>Ah-hah! Still damp with the<hr>sweat of the living!,Bu <color=0003>Mario</color>'nun <color=0002>Eldiveni</color> değil mi!<br>Aha! Hâlâ yaşayan birinin<hr>teriyle nemli!,"[(21, 3), (21, 4294967295), (21, 2), (21, 4294967295)]","[(21, 3), (21, 4294967295), (21, 2), (21, 4294967295)]"
0x0C0D,YES,NO,,"Ohh... Harummm... Your <color=0003>Mario</color><br>is imprisoned...but where,<hr>oh where is he being held?","Ahhh... Harummm... <color=0003>Mario</color> tutsak...<br>Ama nerede, ah nerede tutuluyor?","[(21, 3), (21, 4294967295)]","[(21, 3), (21, 4294967295)]"
0x0C0E,YES,NO,çöüğış,"Yes! A painting! Your <color=0003>Mario</color><br>has been imprisoned within a<hr>painting! My orb shows an odd<br>altar, and...c'mon you stupid<hr>orb... Yes! Above it, your<br><color=0003>Mario</color>! Trapped in a painting!","Evet! Bir tablo! <color=0003>Mario</color> bir<br>tablonun içine hapsedilmiş!<hr>Kürem tuhaf bir sunak gösteriyor ve...<br>Hadi ama, aptal küre... Evet! Sunağın<hr>üstünde <color=0003>Mario</color> var!<br>Bir tablonun içinde tutsak!","[(21, 3), (21, 4294967295), (21, 3), (21, 4294967295)]","[(21, 3), (21, 4294967295), (21, 3), (21, 4294967295)]"
0x0C0F,YES,NO,ı,Acch! I cannot concentrate...<br>The spirits are leaving me...,Aah! Odaklanamıyorum...<br>Ruhlar elimden kayıyor...,[],[]
0x0C10,YES,NO,çü,"Listen! Can you hear it?<br>The inner voice of your sweet,<hr>beloved <color=0003>Mario</color>!",Dinle! Duyuyor musun?<br>Sevgili <color=0003>Mario</color>'nun<hr>içinden yükselen o sesi!,"[(21, 3), (21, 4294967295)]","[(21, 3), (21, 4294967295)]"
0x0C11,YES,NO,ış,Oh horrors! What is this? ...<br>A king? ... <color=0003>King Boo</color>?!<hr>What is this <color=0003>King Boo</color>?!,Aman dehşet! Bu da ne? ...<br>Bir kral mı? ... <color=0003>Kral Boo</color> mu?!<hr>Kim bu <color=0003>Kral Boo</color>?!,"[(21, 3), (21, 4294967295), (21, 3), (21, 4294967295)]","[(21, 3), (21, 4294967295), (21, 3), (21, 4294967295)]"
0x0C12,YES,NO,çöüğış,"... I do not understand just<br>what he means, but... Beware<hr>of <color=0003>King Boo</color>! This is<br>what your brother wishes to<hr>say to you. Ohhh, yes, a Boo who<br>wears a crown, I see! This is<hr><color=0003>King Boo</color>! ... SO!<br>He is the one who has captured<hr>your <color=0003>Mario</color>!","... Ne demek istediğini tam çözemiyorum,<br>ama mesajı açık: <color=0003>Kral Boo</color>'ya dikkat!<hr>Bir dakika... Taçlı bir Boo görüyorum!<br>Evet, bu <color=0003>Kral Boo</color>!<hr>Demek <color=0003>Mario</color>'yu tutsak eden<br>oymuş!","[(21, 3), (21, 4294967295), (21, 3), (21, 4294967295), (21, 3), (21, 4294967295)]","[(21, 3), (21, 4294967295), (21, 3), (21, 4294967295), (21, 3), (21, 4294967295)]"
0x0C13,YES,NO,çı,Ahhhhh! I can say no more!<br>The spirits leave me even now!,Aaaah! Daha fazlası yok!<br>Ruhlar yine çekiliyor!,[],[]
0x0C14,YES,NO,,"Ah-hahhh! I can hear it!<br>Your brother, <color=0003>Mario</color>!<hr>He cries out for you!",Ah-hah! Duyuyorum!<br><color=0003>Mario</color> sana sesleniyor!,"[(21, 3), (21, 4294967295)]","[(21, 3), (21, 4294967295)]"
0x0C15,YES,NO,öüı,What...? The power of the Boos?<br>You wish to tell us something<hr>of their mysterious Boo-power?,Ne...? Boo'ların gücü mü?<br>Gizemli Boo gücünden<hr>söz etmek istiyorsun demek?,[],[]
0x0C16,YES,NO,çöüış,"Ohh... Harummm... The Boos do<br>indeed have strange powers...<hr>When they gather in numbers,<br>their power grows stronger!<hr>... But! They do fear your<br>mighty <color=0002>Poltergust 3000</color>!",Ohh... Harummm... Boo'ların gerçekten<br>tuhaf güçleri var.<hr>Kalabalıklaştıkça kuvvetlenirler!<br>Ama senin kudretli<hr><color=0002>Poltergust 3000</color>'inden<br>ödleri kopar!,"[(21, 2), (21, 4294967295)]","[(21, 2), (21, 4294967295)]"
0x0C17,YES,NO,üğış,Ugh... I fear that I have only<br>enough power within me to read<hr>one more of your brother's<br><color=0001>dropped items</color>...<hr>My strength ebbs away...,Ugh... Korkarım kardeşinin<br><color=0001>düşürdüğü eşyalardan</color> yalnızca<hr>birini daha okumaya yetecek kadar<br>gücüm kaldı... Kuvvetim tükeniyor...,"[(21, 1), (21, 4294967295)]","[(21, 1), (21, 4294967295)]"
0x0C18,YES,NO,çöüı,"Ah, the spirits return to me!<br>I see! I see! I see your dear<hr><color=0003>Mario</color>! The scene appears<br>before me...","Ah, ruhlar geri döndü!<br>Görüyorum... Görüyorum!<hr><color=0003>Mario</color>'yu görüyorum!<br>Sahne gözlerimin önünde açılıyor...","[(21, 3), (21, 4294967295)]","[(21, 3), (21, 4294967295)]"
0x0C19,YES,NO,,Wh-what is this!?,B-Bu da ne!?,[],[]
0x0C1A,YES,NO,ı,<color=0003>Bowser</color>?!,<color=0003>Bowser</color> mı?!,"[(21, 3), (21, 4294967295)]","[(21, 3), (21, 4294967295)]"
0x0C1B,YES,NO,çöüğıŞ,How can this be?! I see the<br>hideous form of <color=0003>Bowser</color>!<hr>Is <color=0003>Bowser</color> somewhere in this<br>mansion? I cannot believe it...<hr>And yet I see it...,Bu nasıl olabilir?! Şu iğrenç<br><color=0003>Bowser</color> suretini görüyorum!<hr><color=0003>Bowser</color> bu konağın bir yerinde mi?<br>Buna inanamıyorum...<hr>Ve yine de görüyorum...,"[(21, 3), (21, 4294967295), (21, 3), (21, 4294967295)]","[(21, 3), (21, 4294967295), (21, 3), (21, 4294967295)]"
0x0C1C,YES,NO,çğış,"I thought that <color=0003>Mario</color> had<br>soundly defeated <color=0003>Bowser</color>!<hr>Has <color=0003>King Boo</color> somehow<br>revived <color=0003>Bowser</color>? This could<hr>be horrible! Well, for you. ","<color=0003>Mario</color>'nun <color=0003>Bowser</color>'ı fena hâlde<br>yendiğini sanıyordum!<hr>Yoksa <color=0003>Kral Boo</color>, <color=0003>Bowser</color>'ı<br>bir şekilde diriltti mi?<hr>Bu korkunç olabilir!<br>Benim için değil tabii.","[(21, 3), (21, 4294967295), (21, 3), (21, 4294967295), (21, 3), (21, 4294967295), (21, 3), (21, 4294967295)]","[(21, 3), (21, 4294967295), (21, 3), (21, 4294967295), (21, 3), (21, 4294967295), (21, 3), (21, 4294967295)]"
0x0C1D,YES,NO,çüı,"Uggghh! Ahhh no, the powers<br>leave me! The spirits depart!","Uggghh! Ahhh hayır, güçlerim<br>tükeniyor! Ruhlar ayrılıyor!",[],[]
0x0C1E,YES,NO,öüğış,"This is all I can show you,<br><color=0003>Luigi</color>... That was the<hr>last of my power. But I have<br>given words to what the spirits<hr>have shown...so I can return<br>to my painting satisfied.<hr>Send me there now, you vacuum-<br>wielding rogue!","Sana gösterebileceğim her şey buydu,<br><color=0003>Luigi</color>... Gücüm tükendi.<hr>Ama ruhların anlattıklarına<br>söz verdim.<hr>Artık tabloma huzurla dönebilirim.<br>Haydi gönder beni oraya,<hr>seni süpürge sallayan haydut!","[(21, 3), (21, 4294967295)]","[(21, 3), (21, 4294967295)]"
0x0C1F,YES,NO,öğı,"Ahhhhh! Finally, I can return<br>in peace to my painting...<hr>Sweet happiness in oils...",Ahhhhh! Sonunda tabloma<br>huzurla döneceğim...<hr>Yağlıboya saadeti...,[],[]
0x0C20,YES,NO,ı,"I thank you... I thank you,<br>kind <color=0003>Luigi</color>!","Minnettarım... Minnettarım,<br>iyi kalpli <color=0003>Luigi</color>!","[(21, 3), (21, 4294967295)]","[(21, 3), (21, 4294967295)]"
0x0C21,YES,NO,İ,You found <color=0003>Mario</color>'s <color=0002>Glove</color>!<br>Eew... It's a little sweaty.,<color=0003>Mario</color>'nun <color=0002>Eldivenini</color> buldun!<br>İyy... Biraz terli.,"[(21, 3), (21, 4294967295), (21, 2), (21, 4294967295)]","[(21, 3), (21, 4294967295), (21, 2), (21, 4294967295)]"
0x0C22,YES,NO,çı,Get me outta heeeeere!,Beni buradaaaan çıkar!,[],[]
0x0C23,YES,YES,,......!,......!,[],[]
0x0C24,YES,NO,Ş,WRONG! Nyah nyah!!,YANLIŞ! Nyah nyah!!,[],[]
0x0C25,YES,NO,ğı,"Not bad, mister!","Fena değil, bayım!",[],[]
0x0C26,YES,NO,üğ,"HEY! That's not right!<br>Play fair, cheater!","HEY! Bu doğru değil!<br>Dürüst oyna, hileci!",[],[]
0x0C27,YES,NO,ş,"That scaredy-cat <color=0003>Luigi</color> has<br>made it this far...<hr>Oh, we're so frightened!","Korkak <color=0003>Luigi</color> taa buralara<br>kadar gelmiş demek...<hr>Ah, ne kadar da korktuk!","[(21, 3), (21, 4294967295)]","[(21, 3), (21, 4294967295)]"
0x0C28,YES,NO,ı,"I guess it's our turn, then...",Sanırım sıra bizde o hâlde...,[],[]
0x0C29,YES,NO,çü,"All right, Boos, let's assume<br>our real form...","Pekâlâ, Boo'lar, gerçek biçimimize<br>bürünelim...",[],[]
0x0C2A,YES,NO,çöüış,"But first, how about giving<br>him a little scare!","Ama önce, ona<br>küçük bir korku yaşatalım!",[],[]
0x0C2B,YES,NO,üİış,"Good evening, dunce! I am the<br>mysterious power of the Boos!","İyi akşamlar, budala! Ben<br>Boo'ların gizemli gücüyüm!",[],[]
0x0C2C,YES,NO,Ççöüğİış,"Ahh, my little simpleton, don't<br>think that you can vacuum ME<hr>with your <color=0002>Poltergust 3000</color>!<br>Why? Because, idiot, I am<hr>a mysterious power! Duh!<br>Tell me, why can't you just<hr>be a good boy and let us turn<br>you into a painting? That desire,<hr>the urge of all the Boos to get<br>a nice painting of a fool...<hr>That's what created me...","Ahh, zavallı saf! <color=0002>Poltergust 3000</color>'inle<br>BENİ içine çekebileceğini sanma!<hr>Neden mi? Çünkü, ahmak, ben gizemli<br>bir gücüm! Hah! Söyle bakalım, neden<hr>uslu bir çocuk olup seni tabloya<br>çevirmemize izin vermiyorsun?<hr>Tüm Boo'ların bir budalanın güzel bir<br>tablosuna sahip olma arzusu...<hr>Beni yaratan işte o arzuydu...","[(21, 2), (21, 4294967295)]","[(21, 2), (21, 4294967295)]"
0x0C2D,YES,NO,çğış,"I cannot let you come further.<br>I despise you and your pathetic<hr><color=0002>Poltergust 3000</color>! Just give up<br>and become a painting, will you?<hr>Since that desire is what made<br>me, it is all I can think of...","Daha ileri gitmene izin veremem.<br>Senden ve acınası<hr><color=0002>Poltergust 3000</color>'inden nefret ediyorum!<br>Haydi vazgeç de tablo oluver, olur mu?<hr>Beni yaratan arzu bu olduğundan,<br>aklımdan geçen tek şey de bu...","[(21, 2), (21, 4294967295)]","[(21, 2), (21, 4294967295)]"
0x0C2E,YES,NO,öüğış,"There used to be <color=0001>20</color> of us<br>in this area, drawing on our<hr>collective strength, but our<br>mysterious power decreases each<hr>time you catch one of us...","Eskiden bu bölgede <color=0001>20</color> kişiydik;<br>gücümüzü birleştirirdik,<hr>ama sen bizden birini her<br>yakaladığında<br>gizemli gücümüz biraz daha azalıyor...","[(21, 1), (21, 4294967295)]","[(21, 1), (21, 4294967295)]"
0x0C2F,YES,NO,çöüğı,"Ordinarily your fate would be more<br>dire, but tonight is a full moon,<hr>and we're feeling merciful...<br>so we'll just blast you back to<hr>the front of the mansion!","Normalde sonun çok daha fena olurdu,<br>ama bu gece dolunay var ve<hr>merhametli davranıyoruz...<br>O yüzden seni yalnızca konağın<hr>önüne uçurup göndereceğiz!",[],[]
0x0C30,YES,NO,ı,Ready? Set?,Hazır mısın? Hazır ol...,[],[]
0x0C31,YES,NO,ı,"Go, loser!!!!","Hadi bakalım, ezik!!!!",[],[]
0x0C35,YES,NO,üı,"Hello there, nitwit, I am the<br>mysterious power of the Boos<hr>that still remain...","Merhaba budala, ben hâlâ geride kalan<br>Boo'ların gizemli gücüyüm...",[],[]
0x0C36,YES,NO,öüıŞş,"Just try to get all <color=0001>20</color> of us<br>if you can, dunderpate! Ha har!<hr>Now go back to the beginning<br>and try again, lunkhead!!!","Hadi bakalım, gücün yetiyorsa<br>hepimizi,<br>yani <color=0001>20</color>mizi birden yakala, hödük! Ha<br>har!<hr>Şimdi başa dön de bir daha dene,<br>sersem!!!","[(21, 1), (21, 4294967295)]","[(21, 1), (21, 4294967295)]"
0x0C37,YES,YES,,BOOO!!!!,BOOO!!!!,[],[]
0x0C47,YES,NO,çış,"<color=0003>Luigi</color>, you must be so exhausted.<br>Let me help you get comfortable.<hr>...La la la!","<color=0003>Luigi</color>, çok yorulmuş olmalısın.<br>Seni rahat ettireyim.<hr>...La la la!","[(21, 3), (21, 4294967295)]","[(21, 3), (21, 4294967295)]"
0x0FA0,YES,NO,ı,"Oi! You! With the moustache!<br>Yeah, you! ","Hey sen! Bıyıklı!<br>Evet evet, SEN!",[],[]
0x0FA1,YES,NO,çüğİıŞ,"Whadda ya think o' me jar<br>collection, then? Pretty amazing,<hr>don't you say? ","Şu küp koleksiyonuma bak hele!<br>İnsanın ağzı açık kalır, ha?",[],[]
0x0FA2,YES,NO,öğ,"Welly, welly, well. We can't just<br>let you look at 'em for free,<hr>now can we? No, I think not.","Hele hele... Ama öyle bedavadan<br>seyir yok, değil mi?<hr>Yok öyle yağma.",[],[]
0x0FA3,YES,NO,öüış,"If you'd like to view me jars,<br>you'd best challenge me first!",Küplerime bakacaksan önce<br>benimle kapışacaksın!,[],[]
0x0FA4,YES,NO,,"Here I come, then...","E hadi, geliyorum...",[],[]
0x0FA5,YES,NO,Öçöüı,"If you wants to see me jars,<br>let's 'ave it on, then!",Küpleri görmek mi istiyorsun?<br>Öyleyse çık meydana!,[],[]
0x0FA6,YES,NO,,Fine with me.,Bana uyar.,[],[]
0x0FA7,YES,NO,ğ,"No, thanks.","Yok, sağ ol.",[],[]
0x0FA8,YES,NO,ış,"It's on, then!",O hâlde başlıyoruz!,[],[]
0x0FA9,YES,NO,çöğıŞ,"See how many o' me you can<br>freeze with that <color=0001>Ice</color>, boyo!","Şu <color=0001>buzla</color> beni kaç kez<br>dondurabileceğini görelim, delikanlı!","[(21, 1), (21, 4294967295)]","[(21, 1), (21, 4294967295)]"
0x0FAA,YES,NO,ış,"If you freeze <color=0001>seven</color> o' me,<br>then you win! Righty-right?","Beni <color=0001>yedi</color> kez dondurursan,<br>kazanırsın! Anlaştık mı?","[(21, 1), (21, 4294967295)]","[(21, 1), (21, 4294967295)]"
0x0FAB,YES,NO,ış,"But if you lose, mate, it's out<br>the door with you!","Ama kaybedersen, hemşerim,<br>kapı orada!",[],[]
0x0FAC,YES,NO,İş,Righto! Bring it on!,İşte bu! Hadi gel!,[],[]
0x0FAD,YES,NO,çğış,"Filthy, annoying plumber!<br>Go back to yer pipes!",Pis tesisatçı! Defol da<br>borularınla uğraş!,[],[]
0x0FAE,YES,NO,ış,"Game's over, mate!","Perde kapandı, hemşerim!",[],[]
0x0FAF,YES,NO,ç,And the results are...,Ve sonuçlar...,[],[]
0x0FB0,YES,NO,ı,I can't believe it...<br>How could I lose?,Yok artık... Ben nasıl kaybettim?,[],[]
0x0FB1,YES,NO,üış,"You made me face red for sure,<br>moustache-boy! Maybe you'd<hr>fancy gettin' stuffed into one<br>o' these here jars!","Suratımı kıpkırmızı ettin, bıyıklı!<br>Bakarsın seni şu küplerden birine<hr>tıkarım!",[],[]
0x0FB2,YES,NO,ı,"Yuk yuk! I win again! Ta, mate!","Heh heh! Yine ben kazandım!<br>Eyvallah, dostum!",[],[]
0x0FB3,YES,NO,çı,"You got <color=0001>none</color> o' me, boyo!","Beni <color=0001>hiç</color> donduramadın, delikanlı!","[(21, 1), (21, 4294967295)]","[(21, 1), (21, 4294967295)]"
0x0FB4,YES,NO,ı,"You got <color=0001>one</color> o' me, boyo!","Beni <color=0001>bir</color> kez dondurdun, delikanlı!","[(21, 1), (21, 4294967295)]","[(21, 1), (21, 4294967295)]"
0x0FB5,YES,NO,ı,"You got <color=0001>two</color> o' me, boyo!","Beni <color=0001>iki</color> kez dondurdun, delikanlı!","[(21, 1), (21, 4294967295)]","[(21, 1), (21, 4294967295)]"
0x0FB6,YES,NO,çüı,"You got <color=0001>three</color> o' me, boyo!","Beni <color=0001>üç</color> kez dondurdun, delikanlı!","[(21, 1), (21, 4294967295)]","[(21, 1), (21, 4294967295)]"
0x0FB7,YES,NO,öı,"You got <color=0001>four</color> o' me, boyo!","Beni <color=0001>dört</color> kez dondurdun, delikanlı!","[(21, 1), (21, 4294967295)]","[(21, 1), (21, 4294967295)]"
0x0FB8,YES,NO,ış,"You got <color=0001>five</color> o' me, boyo!","Beni <color=0001>beş</color> kez dondurdun, delikanlı!","[(21, 1), (21, 4294967295)]","[(21, 1), (21, 4294967295)]"
0x0FB9,YES,NO,ı,"You got <color=0001>six</color> o' me, boyo!","Beni <color=0001>altı</color> kez dondurdun, delikanlı!","[(21, 1), (21, 4294967295)]","[(21, 1), (21, 4294967295)]"
0x0FBA,YES,NO,ı,"You got <color=0001>seven</color> o' me, boyo!","Beni <color=0001>yedi</color> kez dondurdun, delikanlı!","[(21, 1), (21, 4294967295)]","[(21, 1), (21, 4294967295)]"
0x0FBB,YES,NO,Öüı,"Eet eez you, no? You interfere<br>with my afterlife's work!","Sensin, non? Ölüm sonrası<br>sanatıma burnunu sokan!",[],[]
0x0FBC,YES,NO,öüğı,You filthy swine! You're blind<br>to zee life I give my creations!,Seni zevksiz domuz! Eserlerime<br>üflediğim hayatı göremiyorsun!,[],[]
0x0FBD,YES,NO,öğı,Zen very well... I will show<br>you zee mastery of my art!,Très bien... O hâlde sanatımın<br>ustalığını sana göstereceğim!,[],[]
0x0FBE,YES,NO,ış,Criminy! What a calamity!,Vay başıma gelen! Ne felaket!,[],[]
0x0FBF,YES,NO,İ,The elec...the electricity<br>has gone out!,Elektrik... Elektrikler<br>GİTTİ!,[],[]
0x0FC0,YES,NO,öüğış,That lightning strike just<br>now must've caused a blackout.<hr>I can't see anything in this<br>blasted darkness...,Az önceki şimşek elektriği<br>götürdü herhâlde.<hr>Bu lanet karanlıkta<br>önümü göremiyorum...,[],[]
0x0FC1,YES,NO,üğı,"The ghosts will have the run<br>of the place in the dark!<hr>Be careful, <color=0003>Luigi</color>!","Karanlıkta hayaletlere gün doğar!<br>Konağı istedikleri gibi cirit atarlar.<hr>Dikkatli ol, <color=0003>Luigi</color>!","[(21, 3), (21, 4294967295)]","[(21, 3), (21, 4294967295)]"
0x0FC2,YES,YES,,???,???,[],[]
0x0FC3,YES,NO,,White gloves!,Beyaz eldivenler!,[],[]
0x0FC4,YES,NO,ıŞş,A cute little moustache!,Şirin mi şirin bir bıyık!,[],[]
0x0FC5,YES,NO,ış,Soft shoes!,Yumuşacık ayakkabılar!,[],[]
