index,label,EU_English,EU_French,EU_German,EU_Italian,EU_Spanish,KR_Korean,TR_Turkish
126,AblFighterTitle0,Fighter,Combat,Kämpfer,Lottatore,Luchador,파이터,Dövüşçü
127,AblFighterTitle1,Fighter 1,Combat 1,Kämpfer 1,Lottatore 1,Luchador 1,파이터 1,Dövüşçü 1
128,AblFighterTitle2,Fighter 2,Combat 2,Kämpfer 2,Lottatore 2,Luchador 2,파이터 2,Dövüşçü 2
129,AblFighterTitle3,Fighter 3,Combat 3,Kämpfer 3,Lottatore 3,Luchador 3,파이터 3,Dövüşçü 3
130,AblFighterTitle4,Fighter 4,Combat 4,Kämpfer 4,Lottatore 4,Luchador 4,파이터 4,Dövüşçü 4
131,AblFighterInfo,"⟦MSBT:0E000000020002005500⟧The ⟦MSBT:0E00000003000400FF6400FF⟧Fighter ⟦MSBT:0E00000003000400000000FF⟧ability is no
joke, with tons of
techniques to bring down
the biggest baddies! Keep
an eye out for opponents
to ⟦MSBT:0E00000003000400FF6400FF⟧knock out ⟦MSBT:0E00000003000400000000FF⟧as you fight
your ⟦MSBT:0E00000003000400FF6400FF⟧way to the top⟦MSBT:0E00000003000400000000FF⟧!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005500⟧Branle-bas de ⟦MSBT:0E00000003000400FF6400FF⟧Combat ⟦MSBT:0E00000003000400000000FF⟧!
Avec ses tonnes de
techniques, ce pouvoir
⟦MSBT:0E00000003000400FF6400FF⟧assommera⟦MSBT:0E00000003000400000000FF⟧ vos ennemis !
Gardez-les à l'œil, et
mettez les leurs ⟦MSBT:0E00000003000400FF6400FF⟧au beurre
noir ⟦MSBT:0E00000003000400000000FF⟧!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005500⟧Der ⟦MSBT:0E00000003000400FF6400FF⟧Kämpfer ⟦MSBT:0E00000003000400000000FF⟧versteht
keinen Spaß und bringt
jeden Bösewicht zu Fall! 
Halte nach Gegnern
Ausschau, die du beim
Kampf ⟦MSBT:0E00000003000400FF6400FF⟧an die Spitze ⟦MSBT:0E00000003000400000000FF⟧aus
dem Weg ⟦MSBT:0E00000003000400FF6400FF⟧räumen kannst⟦MSBT:0E00000003000400000000FF⟧!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005500⟧Come ⟦MSBT:0E00000003000400FF6400FF⟧Lottatore ⟦MSBT:0E00000003000400000000FF⟧potrai
eseguire un sacco di
tecniche per far fuori
anche il nemico più
cocciuto! Mandalo ⟦MSBT:0E00000003000400FF6400FF⟧KO
⟦MSBT:0E00000003000400000000FF⟧e lotta per essere il ⟦MSBT:0E00000003000400FF6400FF⟧migliore⟦MSBT:0E00000003000400000000FF⟧!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005500⟧Como ⟦MSBT:0E00000003000400FF6400FF⟧luchador⟦MSBT:0E00000003000400000000FF⟧, ¡dispondrás
de todo tipo de técnicas
para enfrentarte a los malos
más malvados! ¡Deja ⟦MSBT:0E00000003000400FF6400FF⟧fuera
de combate ⟦MSBT:0E00000003000400000000FF⟧a los que
te impidan ⟦MSBT:0E00000003000400FF6400FF⟧triunfar⟦MSBT:0E00000003000400000000FF⟧!⟦MSBT:0E000000020002006400⟧","얍! ⟦MSBT:0E00000003000400FF6400FF⟧격투 카피⟦MSBT:0E00000003000400000000FF⟧다!
기술도 ⟦MSBT:0E00000003000400FF6400FF⟧엄청 많다⟦MSBT:0E00000003000400000000FF⟧!
내 주먹으로 ⟦MSBT:0E00000003000400FF6400FF⟧KO⟦MSBT:0E00000003000400000000FF⟧시켜 주마!
난 더 강한 녀석과…
⟦MSBT:0E00000003000400FF6400FF⟧붙고 싶다구⟦MSBT:0E00000003000400000000FF⟧!","⟦MSBT:0E000000020002005500⟧⟦MSBT:0E00000003000400FF6400FF⟧Dövüşçü⟦MSBT:0E00000003000400000000FF⟧ yeteneği şaka değil;
tonla tekniğiyle en güçlü
düşmanları bile devirebilirsin!
Önüne çıkan rakipleri ⟦MSBT:0E00000003000400FF6400FF⟧nakavt et⟦MSBT:0E00000003000400000000FF⟧
ve ⟦MSBT:0E00000003000400FF6400FF⟧zirveye doğru savaş⟦MSBT:0E00000003000400000000FF⟧!⟦MSBT:0E000000020002006400⟧"
132,AblBombTitle0,Bomb,Bombe,Bomben,Granata,Bomba,밤,Bomba
133,AblBombTitle1,Bomb 1,Bombe 1,Bomben 1,Granata 1,Bomba 1,밤 1,Bomba 1
134,AblBombTitle2,Bomb 2,Bombe 2,Bomben 2,Granata 2,Bomba 2,밤 2,Bomba 2
135,AblBombInfo,"⟦MSBT:0E000000020002005500⟧Raise a ⟦MSBT:0E00000003000400FF6400FF⟧huge ⟦MSBT:0E00000003000400000000FF⟧bomb above
your head, adjust the ⟦MSBT:0E00000003000400FF6400FF⟧angle⟦MSBT:0E00000003000400000000FF⟧,
and ⟦MSBT:0E00000003000400FF6400FF⟧give it a toss⟦MSBT:0E00000003000400000000FF⟧. Blast,
explode, and detonate from
a distance! Or drop a bomb
right next to an enemy.
⟦MSBT:0E00000003000400FF6400FF⟧KABOOM⟦MSBT:0E00000003000400000000FF⟧!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005500⟧Brandissez une ⟦MSBT:0E00000003000400FF6400FF⟧énorme
⟦MSBT:0E00000003000400000000FF⟧bombe, ajustez sa
⟦MSBT:0E00000003000400FF6400FF⟧trajectoire⟦MSBT:0E00000003000400000000FF⟧, et ⟦MSBT:0E00000003000400FF6400FF⟧lancez-la⟦MSBT:0E00000003000400000000FF⟧.
Renversez les ennemis, ou
posez une bombe juste à
côté d'eux. ⟦MSBT:0E00000003000400FF6400FF⟧BAOUM ⟦MSBT:0E00000003000400000000FF⟧!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005500⟧Halte ⟦MSBT:0E00000003000400FF6400FF⟧große ⟦MSBT:0E00000003000400000000FF⟧Bomben über
deinem Kopf bereit, ⟦MSBT:0E00000003000400FF6400FF⟧ziele
genau⟦MSBT:0E00000003000400000000FF⟧ und ⟦MSBT:0E00000003000400FF6400FF⟧wirf sie von dir⟦MSBT:0E00000003000400000000FF⟧. 
Bomben können aus der
Ferne geworfen oder direkt
neben einem Feind gezündet
werden. ⟦MSBT:0E00000003000400FF6400FF⟧BUUUMM⟦MSBT:0E00000003000400000000FF⟧!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005500⟧Posiziona un'⟦MSBT:0E00000003000400FF6400FF⟧enorme ⟦MSBT:0E00000003000400000000FF⟧bomba
sulla tua testa, ⟦MSBT:0E00000003000400FF6400FF⟧aggiusta
il tiro⟦MSBT:0E00000003000400000000FF⟧ e ⟦MSBT:0E00000003000400FF6400FF⟧lanciala⟦MSBT:0E00000003000400000000FF⟧. Puoi farla
esplodere comodamente
a distanza oppure lanciarla
a due passi dal nemico.
⟦MSBT:0E00000003000400FF6400FF⟧BOOM-BANG⟦MSBT:0E00000003000400000000FF⟧!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005500⟧Levanta una ⟦MSBT:0E00000003000400FF6400FF⟧enorme ⟦MSBT:0E00000003000400000000FF⟧bomba,
⟦MSBT:0E00000003000400FF6400FF⟧dirígela ⟦MSBT:0E00000003000400000000FF⟧hacia el enemigo
y ⟦MSBT:0E00000003000400FF6400FF⟧lánzala⟦MSBT:0E00000003000400000000FF⟧. ¡Detónala desde
donde estés o déjala caer
junto al enemigo! ¡⟦MSBT:0E00000003000400FF6400FF⟧BUM⟦MSBT:0E00000003000400000000FF⟧!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E00000003000400FF6400FF⟧커다란 ⟦MSBT:0E00000003000400000000FF⟧폭탄을 높이 들고
⟦MSBT:0E00000003000400FF6400FF⟧각도⟦MSBT:0E00000003000400000000FF⟧를 정해서 ⟦MSBT:0E00000003000400FF6400FF⟧휘익 던지자⟦MSBT:0E00000003000400000000FF⟧.
포물선을 그리며 멀리서 펑!
적 옆에 놓고 도망가면 ⟦MSBT:0E00000003000400FF6400FF⟧펑펑⟦MSBT:0E00000003000400000000FF⟧!
좁은 공간도 굴러서 ⟦MSBT:0E00000003000400FF6400FF⟧스트라이크⟦MSBT:0E00000003000400000000FF⟧!","⟦MSBT:0E000000020002005500⟧Başının üstüne ⟦MSBT:0E00000003000400FF6400FF⟧kocaman⟦MSBT:0E00000003000400000000FF⟧ bir
bomba kaldır, ⟦MSBT:0E00000003000400FF6400FF⟧açıyı⟦MSBT:0E00000003000400000000FF⟧ ayarla ve
⟦MSBT:0E00000003000400FF6400FF⟧fırlat⟦MSBT:0E00000003000400000000FF⟧. Uzaktan patlat ya da
düşmanın hemen yanına bırak.
⟦MSBT:0E00000003000400FF6400FF⟧GÜÜÜM⟦MSBT:0E00000003000400000000FF⟧!⟦MSBT:0E000000020002006400⟧"
136,AblMikeTitle0,Mike,Micro,Popstar,Urla,Micro,마이크,⟦MSBT:0E000000020002005A00⟧Mikrofon⟦MSBT:0E000000020002006400⟧
137,AblMikeTitle1,Mike 1,Micro 1,Popstar 1,Urla 1,Micro 1,마이크 1,⟦MSBT:0E000000020002005A00⟧Mikrofon 1⟦MSBT:0E000000020002006400⟧
138,AblMikeTitle2,,,,,,,
139,AblMikeInfo,"⟦MSBT:0E000000020002005500⟧Whumwhuummm ⟦MSBT:0E00000003000400FF6400FF⟧screeeeeee⟦MSBT:0E00000003000400000000FF⟧!
Microphone check, one two.
Build up your power to
⟦MSBT:0E00000003000400FF6400FF⟧crank up ⟦MSBT:0E00000003000400000000FF⟧the volume. Kirby's
⟦MSBT:0E00000003000400FF6400FF⟧three-song set list ⟦MSBT:0E00000003000400000000FF⟧is
enough to rock the house!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005500⟧Un, deux, un, deux...
⟦MSBT:0E00000003000400FF6400FF⟧*larsen* ⟦MSBT:0E00000003000400000000FF⟧Faites ⟦MSBT:0E00000003000400FF6400FF⟧monter ⟦MSBT:0E00000003000400000000FF⟧le
volume en intensifiant vos
attaques. Les ⟦MSBT:0E00000003000400FF6400FF⟧trois
chansons de Kirby ⟦MSBT:0E00000003000400000000FF⟧vont
casser la baraque !⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005500⟧Klopfklopf... ⟦MSBT:0E00000003000400FF6400FF⟧Quiiiiiiietsch⟦MSBT:0E00000003000400000000FF⟧!
Geht das Mikro? Test, Test.
Baue Energie auf, um noch
lauter ⟦MSBT:0E00000003000400FF6400FF⟧aufzudrehen⟦MSBT:0E00000003000400000000FF⟧.
Kirbys ⟦MSBT:0E00000003000400FF6400FF⟧drei Lieder ⟦MSBT:0E00000003000400000000FF⟧werden
das ganze Haus auf den
Kopf stellen!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005500⟧Bum bum... ⟦MSBT:0E00000003000400FF6400FF⟧screee⟦MSBT:0E00000003000400000000FF⟧! Prova
microfono, un due tre.
Accumula energia per
⟦MSBT:0E00000003000400FF6400FF⟧spaccare i timpani ⟦MSBT:0E00000003000400000000FF⟧ad alto
volume. Kirby ha una
⟦MSBT:0E00000003000400FF6400FF⟧playlist ⟦MSBT:0E00000003000400000000FF⟧infallibile!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005500⟧Uno, dos, tres. ⟦MSBT:0E00000003000400FF6400FF⟧Probando,
probando⟦MSBT:0E00000003000400000000FF⟧... ¡Acumula energía
y ⟦MSBT:0E00000003000400FF6400FF⟧métele caña⟦MSBT:0E00000003000400000000FF⟧! Con solo ⟦MSBT:0E00000003000400FF6400FF⟧tres
canciones⟦MSBT:0E00000003000400000000FF⟧, ¡Kirby conseguirá
ensordecerlos a todos!⟦MSBT:0E000000020002006400⟧","워 워 ⟦MSBT:0E00000003000400FF6400FF⟧워어어⟦MSBT:0E00000003000400000000FF⟧~!
예 예 ⟦MSBT:0E00000003000400FF6400FF⟧예에에⟦MSBT:0E00000003000400000000FF⟧~!
힘을 충전하면 볼륨 업!
⟦MSBT:0E00000003000400FF6400FF⟧3곡 열창⟦MSBT:0E00000003000400000000FF⟧하면
관객들은 실신…","⟦MSBT:0E000000020002005500⟧Vuuum... ⟦MSBT:0E00000003000400FF6400FF⟧cıııııızt⟦MSBT:0E00000003000400000000FF⟧!
Mikrofon kontrol, bir iki.
Sesi ⟦MSBT:0E00000003000400FF6400FF⟧sonuna kadar⟦MSBT:0E00000003000400000000FF⟧ açmak için
gücünü biriktir. Kirby'nin
⟦MSBT:0E00000003000400FF6400FF⟧üç şarkılık repertuvarı⟦MSBT:0E00000003000400000000FF⟧
evi sallamaya yeter!⟦MSBT:0E000000020002006400⟧"
140,AblLeafTitle0,Leaf,Feuille,Laub,Foglia,Hoja,리프,Yaprak
141,AblLeafTitle1,Leaf 1,Feuille 1,Laub 1,Foglia 1,Hoja 1,리프 1,Yaprak 1
142,AblLeafTitle2,Leaf 2,Feuille 2,Laub 2,Foglia 2,Hoja 2,리프 2,Yaprak 2
143,AblLeafInfo,"⟦MSBT:0E000000020002005500⟧Be a ⟦MSBT:0E00000003000400FF6400FF⟧leaf on the wind ⟦MSBT:0E00000003000400000000FF⟧with
this sharp ability. Spin up a
torrent of ⟦MSBT:0E00000003000400FF6400FF⟧dancing leaves
⟦MSBT:0E00000003000400000000FF⟧to slice and dice, or
activate your Guard and -
Hey, ⟦MSBT:0E00000003000400FF6400FF⟧where'd you go⟦MSBT:0E00000003000400000000FF⟧?!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005500⟧Devenez ⟦MSBT:0E00000003000400FF6400FF⟧une feuille dans
le vent ⟦MSBT:0E00000003000400000000FF⟧avec ce pouvoir
affûté... Invoquez un
⟦MSBT:0E00000003000400FF6400FF⟧tourbillon de feuilles⟦MSBT:0E00000003000400000000FF⟧, ou
utilisez la protection pour...
Hé ! ⟦MSBT:0E00000003000400FF6400FF⟧Mais où allez-vous
comme ça ⟦MSBT:0E00000003000400000000FF⟧?!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005500⟧Sei ein ⟦MSBT:0E00000003000400FF6400FF⟧Blatt im Wind ⟦MSBT:0E00000003000400000000FF⟧mit
dieser cleveren Power.
Lass das ⟦MSBT:0E00000003000400FF6400FF⟧Laub tanzen⟦MSBT:0E00000003000400000000FF⟧,
um alles um dich herum
zu häckseln, oder nutze
den Laubhaufen und-- 
He, ⟦MSBT:0E00000003000400FF6400FF⟧wo bist du⟦MSBT:0E00000003000400000000FF⟧?!?⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005500⟧Come una ⟦MSBT:0E00000003000400FF6400FF⟧foglia al vento
⟦MSBT:0E00000003000400000000FF⟧fendi l'aria con questa
abilità. Solleva un turbine
di foglie in una letale
⟦MSBT:0E00000003000400FF6400FF⟧Danza delle foglie ⟦MSBT:0E00000003000400000000FF⟧o
proteggiti con... Ehi,
un momento, ⟦MSBT:0E00000003000400FF6400FF⟧dove vai⟦MSBT:0E00000003000400000000FF⟧?!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005500⟧Sé como una ⟦MSBT:0E00000003000400FF6400FF⟧hoja al viento
⟦MSBT:0E00000003000400000000FF⟧con esta tajante habilidad.
Invoca un ⟦MSBT:0E00000003000400FF6400FF⟧baile de hojas
cortantes⟦MSBT:0E00000003000400000000FF⟧ o cúbrete y... 
Oye, ¡¿⟦MSBT:0E00000003000400FF6400FF⟧dónde te has
metido⟦MSBT:0E00000003000400000000FF⟧?!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E00000003000400FF6400FF⟧나뭇잎⟦MSBT:0E00000003000400000000FF⟧을 사용한 자연 친화적 기술.
화려하게 빙글빙글
적을 베는 ⟦MSBT:0E00000003000400FF6400FF⟧댄싱⟦MSBT:0E00000003000400000000FF⟧! 방어를 하면
⟦MSBT:0E00000003000400FF6400FF⟧못 찾겠다 꾀꼬리⟦MSBT:0E00000003000400000000FF⟧!
놀랍도록 ⟦MSBT:0E00000003000400FF6400FF⟧친환경적인 녀석⟦MSBT:0E00000003000400000000FF⟧!","⟦MSBT:0E000000020002005500⟧Bu keskin yetenekle rüzgârda
⟦MSBT:0E00000003000400FF6400FF⟧savrulan bir yaprak ⟦MSBT:0E00000003000400000000FF⟧ol.
Dilimlemek için
⟦MSBT:0E00000003000400FF6400FF⟧dans eden yapraklardan
⟦MSBT:0E00000003000400000000FF⟧bir fırtına oluştur, ya da
Savunmanı aç ve -
Hey, ⟦MSBT:0E00000003000400FF6400FF⟧nereye gittin⟦MSBT:0E00000003000400000000FF⟧?!⟦MSBT:0E000000020002006400⟧"
144,AblWheelTitle0,Wheel,Roue,Rad,Ruota,Rueda,휠,⟦MSBT:0E000000020002006400⟧Teker⟦MSBT:0E000000020002006400⟧
145,AblWheelTitle1,Wheel 1,Roue 1,Rad 1,Ruota 1,Rueda 1,휠 1,⟦MSBT:0E000000020002006400⟧Teker 1⟦MSBT:0E000000020002006400⟧
146,AblWheelTitle2,Wheel 2,Roue 2,Rad 2,Ruota 2,Rueda 2,휠 2,⟦MSBT:0E000000020002006400⟧Teker 2⟦MSBT:0E000000020002006400⟧
147,AblWheelInfo,"⟦MSBT:0E000000020002005500⟧Put pedal to the metal,
and surge ahead with
a ⟦MSBT:0E00000003000400FF6400FF⟧Dash⟦MSBT:0E00000003000400000000FF⟧! As long as
you've got speed, you're
⟦MSBT:0E00000003000400FF6400FF⟧invincible⟦MSBT:0E00000003000400000000FF⟧, baby! Just
⟦MSBT:0E00000003000400FF6400FF⟧watch out for potholes⟦MSBT:0E00000003000400000000FF⟧!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005500⟧⟦MSBT:0E00000003000400FF6400FF⟧Ruez-vous⟦MSBT:0E00000003000400000000FF⟧ vers la victoire !
Prenez de la vitesse
et devenez ⟦MSBT:0E00000003000400FF6400FF⟧invincible ⟦MSBT:0E00000003000400000000FF⟧!
Mais ⟦MSBT:0E00000003000400FF6400FF⟧prenez garde
aux nids de poule⟦MSBT:0E00000003000400000000FF⟧ !⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005500⟧Drücke aufs Pedal und
gib ⟦MSBT:0E00000003000400FF6400FF⟧Vollgas⟦MSBT:0E00000003000400000000FF⟧! Solange
du schnell bist, bist du
⟦MSBT:0E00000003000400FF6400FF⟧unbesiegbar⟦MSBT:0E00000003000400000000FF⟧, Kleiner!
⟦MSBT:0E00000003000400FF6400FF⟧Hüte dich ⟦MSBT:0E00000003000400000000FF⟧jedoch ⟦MSBT:0E00000003000400FF6400FF⟧vor
Schlaglöchern⟦MSBT:0E00000003000400000000FF⟧!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005500⟧Potere al pedale! Niente
può fermarti quando impenni
con un formidabile ⟦MSBT:0E00000003000400FF6400FF⟧Scatto⟦MSBT:0E00000003000400000000FF⟧!
La velocità è ⟦MSBT:0E00000003000400FF6400FF⟧tutto⟦MSBT:0E00000003000400000000FF⟧, ma...
⟦MSBT:0E00000003000400FF6400FF⟧Attenzione alle buche⟦MSBT:0E00000003000400000000FF⟧!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005500⟧¡Pisa el pedal a fondo
y usa ⟦MSBT:0E00000003000400FF6400FF⟧acelerar ⟦MSBT:0E00000003000400000000FF⟧para dejarlos
a todos atrás! La velocidad
te hará ⟦MSBT:0E00000003000400FF6400FF⟧invencible⟦MSBT:0E00000003000400000000FF⟧... ¡siempre
y cuando ⟦MSBT:0E00000003000400FF6400FF⟧no te topes con
un bache⟦MSBT:0E00000003000400000000FF⟧!⟦MSBT:0E000000020002006400⟧","맹렬하고 강렬하게
앞으로 앞으로 ⟦MSBT:0E00000003000400FF6400FF⟧대시⟦MSBT:0E00000003000400000000FF⟧!
달리면 ⟦MSBT:0E00000003000400FF6400FF⟧무적⟦MSBT:0E00000003000400000000FF⟧이다. 그래도
⟦MSBT:0E00000003000400FF6400FF⟧구멍 ⟦MSBT:0E00000003000400000000FF⟧앞에서는 ⟦MSBT:0E00000003000400FF6400FF⟧요주의⟦MSBT:0E00000003000400000000FF⟧!","⟦MSBT:0E000000020002005500⟧Pedalı kökle,
ve bir ⟦MSBT:0E00000003000400FF6400FF⟧Koşu⟦MSBT:0E00000003000400000000FF⟧ ile ileri atıl!
Hızın olduğu sürece
⟦MSBT:0E00000003000400FF6400FF⟧yenilmez⟦MSBT:0E00000003000400000000FF⟧sin, bebeğim! Sadece
⟦MSBT:0E00000003000400FF6400FF⟧çukurlara dikkat et⟦MSBT:0E00000003000400000000FF⟧!⟦MSBT:0E000000020002006400⟧"
148,AblBellTitle0,Bell,Clochette,Glocke,Campana,Campana,벨,Çan
149,AblBellTitle1,Bell 1,Clochette 1,Glocke 1,Campana 1,Campana 1,벨 1,Çan 1
150,AblBellTitle2,Bell 2,Clochette 2,Glocke 2,Campana 2,Campana 2,벨 2,Çan 2
151,AblBellTitle3,Bell 3,Clochette 3,Glocke 3,Campana 3,Campana 3,벨 3,Çan 3
152,AblBellInfo,"⟦MSBT:0E000000020002005500⟧Ring dong, ding dong!
It's a golden bell. Shake it,
and a strange ⟦MSBT:0E00000003000400FF6400FF⟧tone ⟦MSBT:0E00000003000400000000FF⟧issues
forth. Talk about stunning
conclusions - get a load
of the ⟦MSBT:0E00000003000400FF6400FF⟧Ding Finale⟦MSBT:0E00000003000400000000FF⟧!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005500⟧Ding dong ! Les cloches
sonnent ! Agitez-les pour en
faire sortir des ⟦MSBT:0E00000003000400FF6400FF⟧sonorités
⟦MSBT:0E00000003000400000000FF⟧étranges. Et pour secouer
vos ennemis, essayez
⟦MSBT:0E00000003000400FF6400FF⟧Spécial maracas ⟦MSBT:0E00000003000400000000FF⟧!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005500⟧Ring dong, ding dong!
Schüttle die goldene Glocke
und seltsame ⟦MSBT:0E00000003000400FF6400FF⟧Töne ⟦MSBT:0E00000003000400000000FF⟧werden
erklingen. Zum Abschluss
ertönt das große ⟦MSBT:0E00000003000400FF6400FF⟧Ding-Finale⟦MSBT:0E00000003000400000000FF⟧!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005500⟧Din don! Questo è il suono
della campana dorata.
Agitala e intona una letale
⟦MSBT:0E00000003000400FF6400FF⟧melodia⟦MSBT:0E00000003000400000000FF⟧, e concludi
con la sinfonia di un
⟦MSBT:0E00000003000400FF6400FF⟧Rintocco finale⟦MSBT:0E00000003000400000000FF⟧!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005500⟧¡Din, don, din, don! Mueve
las campanas para que
todos oigan su extraño
⟦MSBT:0E00000003000400FF6400FF⟧sonido⟦MSBT:0E00000003000400000000FF⟧... ¡y sorpréndelos
con el ⟦MSBT:0E00000003000400FF6400FF⟧repique final⟦MSBT:0E00000003000400000000FF⟧!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E00000003000400FF6400FF⟧링동 딩동 ⟦MSBT:0E00000003000400000000FF⟧노란 벨.
흔들면 영롱하고 신비한
⟦MSBT:0E00000003000400FF6400FF⟧소리⟦MSBT:0E00000003000400000000FF⟧가 울려 퍼진다!
마지막을 장식하는 악곡은…
⟦MSBT:0E00000003000400FF6400FF⟧딩 피날레⟦MSBT:0E00000003000400000000FF⟧!!","⟦MSBT:0E000000020002005500⟧Çın çın, ding dong!
Altın çanı salla; tuhaf bir
⟦MSBT:0E00000003000400FF6400FF⟧tını⟦MSBT:0E00000003000400000000FF⟧ etrafa yayılsın.
Ve büyük final için
⟦MSBT:0E00000003000400FF6400FF⟧Çın Finali⟦MSBT:0E00000003000400000000FF⟧'ni dene!⟦MSBT:0E000000020002006400⟧"
153,AblSniperTitle0,Archer,Archer,Bogenschütze,Arciere,Arquero,스나이퍼,Okçu
154,AblSniperTitle1,Archer 1,Archer 1,Bogenschütze 1,Arciere 1,Arquero 1,스나이퍼 1,Okçu 1
155,AblSniperTitle2,Archer 2,Archer 2,Bogenschütze 2,Arciere 2,Arquero 2,스나이퍼 2,Okçu 2
156,AblSniperTitle3,Archer 3,Archer 3,Bogenschütze 3,Arciere 3,Arquero 3,스나이퍼 3,Okçu 3
