index,label,EU_English,EU_French,EU_German,EU_Italian,EU_Spanish,KR_Korean,TR_Turkish
35,DialogErrorDefaultDLP,"⟦MSBT:0E000000020002006400⟧A communication 
error occurred.
Press ⟦MSBT:0E0001000F000000⟧ to return
to the HOME Menu. ⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005A00⟧Une erreur de communication
est survenue. Appuyez sur ⟦MSBT:0E0001000F000000⟧
pour revenir au menu HOME.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005500⟧Fehler bei der Datenübertragung!
Drücke ⟦MSBT:0E0001000F000000⟧, um zum
HOME-Menü zurückzukehren.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005A00⟧Errore di comunicazione.
Premi ⟦MSBT:0E0001000F000000⟧ per tornare
al menu HOME.⟦MSBT:0E000000020002006400⟧","Se ha producido un error
de conexión.
Pulsa ⟦MSBT:0E0001000F000000⟧ para volver 
al menú HOME.","통신 에러가 발생했습니다.
⟦MSBT:0E0001000F000000⟧HOME을 누르면
HOME 메뉴로 돌아갑니다.","⟦MSBT:0E000000020002006400⟧Bir iletişim
hatası oluştu.
HOME Menüsüne dönmek için
⟦MSBT:0E0001000F000000⟧ tuşuna basın. ⟦MSBT:0E000000020002006400⟧"
36,DialogErrorWirelessOff,"⟦MSBT:0E000000020002005500⟧Please push the ⟦MSBT:0E00000003000400FF4B32FF⟧wireless switch⟦MSBT:0E00000003000400000000FF⟧
to enable wireless communication.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005500⟧Poussez le ⟦MSBT:0E00000003000400FF4B32FF⟧bouton de 
communication sans fil⟦MSBT:0E00000003000400000000FF⟧⟦MSBT:0E00000003000400FF4B32FF⟧ ⟦MSBT:0E00000003000400000000FF⟧pour
activer la communication sans fil.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005500⟧Betätige den ⟦MSBT:0E00000003000400FF4B32FF⟧WLAN-Schalter⟦MSBT:0E00000003000400000000FF⟧,
um die drahtlose Verbindung
zu aktivieren.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005500⟧Per attivare la comunicazione
wireless, spingi l'⟦MSBT:0E00000003000400FF4B32FF⟧interruttore
wireless⟦MSBT:0E00000003000400000000FF⟧ verso l'alto.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005900⟧Usa el ⟦MSBT:0E00000003000400FF4B32FF⟧interruptor de la conexión
inalámbrica⟦MSBT:0E00000003000400000000FF⟧ para activar la
comunicación inalámbrica.⟦MSBT:0E000000020002006400⟧","본체의 ⟦MSBT:0E00000003000400FF4B32FF⟧무선 통신 기능⟦MSBT:0E00000003000400000000FF⟧을
⟦MSBT:0E00000003000400FF4B32FF⟧ON⟦MSBT:0E00000003000400000000FF⟧으로 설정해 주십시오.","⟦MSBT:0E000000020002005500⟧Kablosuz iletişimi açmak için
⟦MSBT:0E00000003000400FF4B32FF⟧kablosuz anahtarını⟦MSBT:0E00000003000400000000FF⟧ yukarı itin.⟦MSBT:0E000000020002006400⟧"
37,AddLabel,⟦MSBT:0E000000020002006400⟧Add⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005C00⟧Ajouter⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005F00⟧Hinzuf.⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005000⟧Aggiungi⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005A00⟧Añadir⟦MSBT:0E000000020002006400⟧,추가,⟦MSBT:0E000000020002006400⟧Ekle⟦MSBT:0E000000020002006400⟧
38,NoneLabel,,Aucun,n. v.,⟦MSBT:0E000000020002005000⟧Nessuno⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005700⟧Ninguno⟦MSBT:0E000000020002006400⟧,없음,Yok
39,AILevelLabel,Power,Puissance,Energie,Forza,Poder,레벨,Güç
40,HandiLevelSelectLabel,Handicap,⟦MSBT:0E000000020002006400⟧Handicap⟦MSBT:0E000000020002006400⟧,Handicap,Handicap,Hándicap,약점,Handikap
41,HandiLevelSelectValueOverSweet,⟦MSBT:0E000000020002005A00⟧Very Easy⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005A00⟧Très facile⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002004C00⟧Sehr einfach⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005000⟧Molto facile⟦MSBT:0E000000020002006400⟧,Muy fácil,진짜 쉽게,⟦MSBT:0E000000020002005A00⟧Çok Kolay⟦MSBT:0E000000020002006400⟧
42,HandiLevelSelectValueSweet,⟦MSBT:0E000000020002005A00⟧Easy⟦MSBT:0E000000020002006400⟧,Facile,Einfach,⟦MSBT:0E000000020002005A00⟧Facile⟦MSBT:0E000000020002006400⟧,Fácil,쉽게,⟦MSBT:0E000000020002005A00⟧Kolay⟦MSBT:0E000000020002006400⟧
43,HandiLevelSelectValueNormal,⟦MSBT:0E000000020002005A00⟧Normal⟦MSBT:0E000000020002006400⟧,Normal,Normal,⟦MSBT:0E000000020002005A00⟧Normale⟦MSBT:0E000000020002006400⟧,Normal,평범하게,⟦MSBT:0E000000020002005A00⟧Normal⟦MSBT:0E000000020002006400⟧
44,HandiLevelSelectValueHot,⟦MSBT:0E000000020002005A00⟧Hard⟦MSBT:0E000000020002006400⟧,Difficile,⟦MSBT:0E000000020002006200⟧Schwierig⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005A00⟧Difficile⟦MSBT:0E000000020002006400⟧,Difícil,어렵게,⟦MSBT:0E000000020002005A00⟧Zor⟦MSBT:0E000000020002006400⟧
45,HandiLevelSelectValueOverHot,⟦MSBT:0E000000020002005A00⟧Very Hard⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002004D00⟧Très difficile⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002004100⟧Sehr schwierig⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002004400⟧Molto difficile⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005C00⟧Muy difícil⟦MSBT:0E000000020002006400⟧,진짜 어렵게,⟦MSBT:0E000000020002005A00⟧Çok Zor⟦MSBT:0E000000020002006400⟧
46,HandiLevelSelectValueAuto,Auto,Auto,Auto,⟦MSBT:0E000000020002004B00⟧Automatico⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002004D00⟧Automático⟦MSBT:0E000000020002006400⟧,오토,Otomatik
47,HandiHeroBtnValueOverSweet,⟦MSBT:0E000000020002005700⟧Very Easy⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005800⟧Très facile⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002004800⟧Sehr einfach⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002004B00⟧Molto facile⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006300⟧Muy fácil⟦MSBT:0E000000020002006400⟧,진짜 쉽게,⟦MSBT:0E000000020002005700⟧Çok Kolay⟦MSBT:0E000000020002006400⟧
48,HandiHeroBtnValueSweet,Easy,Facile,Einfach,Facile,Fácil,쉽게,Kolay
49,HandiHeroBtnValueNormal,Normal,Normal,Normal,Normale,Normal,평범하게,Normal
50,HandiHeroBtnValueHot,Hard,Difficile,⟦MSBT:0E000000020002005E00⟧Schwierig⟦MSBT:0E000000020002006400⟧,Difficile,Difícil,어렵게,Zor
51,HandiHeroBtnValueOverHot,⟦MSBT:0E000000020002005900⟧Very Hard⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002004900⟧Très difficile⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002003E00⟧Sehr schwierig⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002004100⟧Molto difficile⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005800⟧Muy difícil⟦MSBT:0E000000020002006400⟧,진짜 어렵게,⟦MSBT:0E000000020002005900⟧Çok Zor⟦MSBT:0E000000020002006400⟧
52,ComRemoveLabel,⟦MSBT:0E000000020002005F00⟧Remove⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006200⟧Enlever⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002004A00⟧Entfernen⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005D00⟧Rimuovi⟦MSBT:0E000000020002006400⟧,Borrar,버리기,⟦MSBT:0E000000020002005F00⟧Kaldır⟦MSBT:0E000000020002006400⟧
53,AbilitySelectTitle,⟦MSBT:0E000000020002006400⟧Select Ability⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006100⟧Choix du pouvoir⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧Power wählen⟦MSBT:0E000000020002006400⟧,Seleziona abilità,Elegir habilidad,능력 선택,⟦MSBT:0E000000020002006400⟧Yetenek Seç⟦MSBT:0E000000020002006400⟧
54,HeroSelectTitle,Player Settings,Paramètres,Spieler-Einstellungen,Altre impostazioni,Ajustes,추가 설정,Oyuncu Ayarları
55,MapSelectTitle,Select Stage,Choix du niveau,⟦MSBT:0E000000020002006400⟧Level auswählen⟦MSBT:0E000000020002006400⟧,Seleziona livello,Elegir escenario,스테이지 선택,Bölüm Seç
56,BackButtonTitle,Back,⟦MSBT:0E000000020002006200⟧Retour⟦MSBT:0E000000020002006400⟧,Zurück,⟦MSBT:0E000000020002004B00⟧Indietro⟦MSBT:0E000000020002006400⟧,Atrás,뒤로,Geri
57,EndButtonTitle,End,Fin,Ende,Fine,Fin,마치기,⟦MSBT:0E000000020002005000⟧Bitir⟦MSBT:0E000000020002006400⟧
58,NextButtonTitle,Next,Suite,Weiter,⟦MSBT:0E000000020002005A00⟧Avanti⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002004600⟧Siguiente⟦MSBT:0E000000020002006400⟧,다음으로,İleri
59,StartButtonTitle,Start,⟦MSBT:0E000000020002006400⟧Commencer⟦MSBT:0E000000020002006400⟧,Start,Inizia,⟦MSBT:0E000000020002006400⟧Comenzar⟦MSBT:0E000000020002006400⟧,시작하기,Başlat
60,CreateGroupButtonTitle,Create Group,⟦MSBT:0E000000020002005600⟧Créer un groupe⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005400⟧Gruppe erstellen⟦MSBT:0E000000020002006400⟧,Crea gruppo,Crear grupo,그룹 만들기,Grup Oluştur
61,EntryCloseButtonTitle,Start,Commencer,Start,Inizia,Comenzar,시작하기,Başlat
62,PlayerDecidedButtonTitle,OK,OK,OK,OK,Vale,결정,⟦MSBT:0E000000020002003C00⟧Tamam⟦MSBT:0E000000020002006400⟧
63,AbilityDecidedButtonTitle,OK,OK,OK,OK,Vale,OK,⟦MSBT:0E000000020002003C00⟧Tamam⟦MSBT:0E000000020002006400⟧
64,OptionTitle,Options,Options,Optionen,Opzioni,Opciones,옵션,Ayarlar
65,OptionWait,"Changing options.
Please wait.","Modifications en cours...
Veuillez patienter.","Optionen werden geändert.
Bitte warten.","Modifica opzioni in corso...
Attendi.",Modificando opciones...,"옵션을 변경하고 있습니다.
잠시 기다려 주십시오.","Ayarlar değiştiriliyor.
Lütfen bekleyin."
66,OptionOkButtonTitle,OK,OK,OK,OK,Vale,OK,⟦MSBT:0E000000020002003C00⟧Tamam⟦MSBT:0E000000020002006400⟧
67,OptionItemTitle,Items,Objets,Items,Oggetti,Objetos,아이템,Eşyalar
68,OptionItemValue0,,Aucun,Keine,No,Ninguno,없음,Yok
69,OptionItemValue1,Normal,Normal,Normal,Sì,Normal,평범하게,Normal
70,OptionItemValue2,Many,⟦MSBT:0E000000020002005400⟧Nombreux⟦MSBT:0E000000020002006400⟧,Viele,Tanti,Muchos,많이,Çok
71,OptionGimmickTitle,Hazards,Dangers,Gefahren,Pericoli,Obstáculos,장치,Tehlikeler
72,OptionGimmickValue0,Off,⟦MSBT:0E000000020002005F00⟧Désactiver⟦MSBT:0E000000020002006400⟧,Aus,No,⟦MSBT:0E000000020002005F00⟧Desactivar⟦MSBT:0E000000020002006400⟧,없음,Kapalı
73,OptionGimmickValue1,On,⟦MSBT:0E000000020002006400⟧Activer⟦MSBT:0E000000020002006400⟧,Ein,Sì,Activar,있음,Açık
74,OptionGimmickValue2,,,,,,,
75,OptionGhostTitle,Ghosts,Fantômes,Geister,Fantasmi,Fantasmas,고스트,Hayaletler
76,OptionGhostValue0,Disable,⟦MSBT:0E000000020002005200⟧Désactiver⟦MSBT:0E000000020002006400⟧,Aus,No,⟦MSBT:0E000000020002005F00⟧Desactivar⟦MSBT:0E000000020002006400⟧,없음,Kapalı
77,OptionGhostValue1,Enable,Activer,Ein,Sì,Activar,있음,Açık
78,OptionHandiTitle,Handicap,Handicap,Handicap,Handicap,Hándicap,약점,Handikap
79,OptionHandiValue0,Manual,⟦MSBT:0E000000020002006400⟧Manuel⟦MSBT:0E000000020002006400⟧,Manuell,Manuale,Manual,스스로,Manuel
80,OptionHandiValue1,Auto,Auto,⟦MSBT:0E000000020002006400⟧Auto⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005500⟧Automatico⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005500⟧Automático⟦MSBT:0E000000020002006400⟧,오토,Otomatik
81,MapSelecting,Picking,⟦MSBT:0E000000020002005400⟧En attente...⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005700⟧Wählt aus...⟦MSBT:0E000000020002006400⟧,In corso...,⟦MSBT:0E000000020002005F00⟧Eligiendo...⟦MSBT:0E000000020002006400⟧,선택 중,Seçiliyor
82,MapNameRandom,Random,Aléatoire,Zufällig,Casuale,Al azar,랜덤,Rastgele
83,MapNameBtnRandom,Random,⟦MSBT:0E000000020002005D00⟧Aléatoire⟦MSBT:0E000000020002006400⟧,Zufällig,Casuale,Al azar,랜덤,Rastgele
84,MapNameBtnNoRubyRandom,Random,⟦MSBT:0E000000020002005D00⟧Aléatoire⟦MSBT:0E000000020002006400⟧,Zufällig,Casuale,Al azar,랜덤,Rastgele
85,MapNameBattlefield,Flower Land,Terres Fleuries,Land der Blumen,Prato fiorito,Prado florido,플라워 랜드,Çiçek Diyarı
86,MapNameBtnBattlefield,"Flower
Land","Terres
Fleuries","Land der
Blumen","Prato
fiorito","Prado
florido","플라워
랜드","Çiçek
Diyarı"
87,MapNameBtnNoRubyBattlefield,"Flower
Land","Terres
Fleuries","Land der
Blumen","Prato
fiorito","Prado
florido","플라워
랜드","Çiçek
Diyarı"
88,MapNameCastleLololo,Castle Lololo,Château Lololo,Schloss Lololo,Castello Lololo,Castillo Lololo,캐슬 로로,Lololo Kalesi
89,MapNameBtnCastleLololo,"Castle
Lololo","Château
Lololo","Schloss
Lololo","Castello
Lololo","Castillo
Lololo",캐슬 로로,"Lololo
Kalesi"
90,MapNameBtnNoRubyCastleLololo,"Castle 
Lololo","Château
Lololo","Schloss
Lololo","Castello
Lololo","Castillo
Lololo",캐슬 로로,"Lololo 
Kalesi"
91,MapNameDededeRing,Dedede Arena,Ring de DaDiDou,Dedede-Ring,Ring Dedede,Ring de Dedede,디디디 링,Dedede Arenası
92,MapNameBtnDededeRing,"Dedede
Arena","Ring de
DaDiDou","Dedede-
Ring","Ring
Dedede","Ring de
Dedede",디디디 링,"Dedede
Arenası"
93,MapNameBtnNoRubyDededeRing,"Dedede
Arena","Ring de
DaDiDou","Dedede-
Ring","Ring
Dedede","Ring de
Dedede",디디디 링,"Dedede
Arenası"
94,MapNameBubblyClouds,Bubbly Clouds,Nuages Mousseux,Kugelwolken,Soffici nuvole,Nubes pastel,버블리 클라우드,Pofuduk Bulutlar
95,MapNameBtnBubblyClouds,"Bubbly 
Clouds","Nuages
Mousseux","Kugel-
wolken","Soffici
nuvole","Nubes
pastel","버블리
클라우드","Pofuduk 
Bulutlar"
96,MapNameBtnNoRubyBubblyClouds,"Bubbly 
Clouds","Nuages
Mousseux","Kugel-
wolken","Soffici
nuvole","Nubes
pastel","버블리
클라우드","Pofuduk 
Bulutlar"
97,MapNameFactory,Factory Tour,Visite d'Usine,⟦MSBT:0E000000020002005B00⟧Betriebsbesichtigung⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005F00⟧Visita alla fabbrica⟦MSBT:0E000000020002006400⟧,Visita a la fábrica,공장 견학,Fabrika Turu
98,MapNameBtnFactory,"Factory 
Tour","Visite
d'Usine","⟦MSBT:0E000000020002005F00⟧Betriebsbe-
sichtigung⟦MSBT:0E000000020002006400⟧","Visita alla
fabbrica","Visita a la
fábrica",공장 견학,"Fabrika 
Turu"
99,MapNameBtnNoRubyFactory,"Factory 
Tour","Visite
d'Usine","⟦MSBT:0E000000020002005F00⟧Betriebsbe-
sichtigung⟦MSBT:0E000000020002006400⟧","Visita alla
fabbrica","Visita a la
fábrica",공장 견학,"Fabrika 
Turu"
100,MapNameForestCoo,Coo's Forest,Forêt de Coo,Coo-Wald,Foresta di Coo,Bosque de Coo,쿠우의 숲,Coo'nun Ormanı
101,MapNameBtnForestCoo,"Coo's
Forest","Forêt de
Coo","Coo-
Wald","Foresta
di Coo","Bosque
de Coo",쿠우의 숲,"Coo'nun
Ormanı"
102,MapNameBtnNoRubyForestCoo,"Coo's
Forest","Forêt de
Coo","Coo-
Wald","Foresta
di Coo","Bosque
de Coo",쿠우의 숲,"Coo'nun
Ormanı"
103,MapNameLastStage,⟦MSBT:0E000000020002006300⟧Another Dimension⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006100⟧Dimension parallèle⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005500⟧Eine andere Dimension⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005F00⟧Un'altra dimensione⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006300⟧Dimensión paralela⟦MSBT:0E000000020002006400⟧,또 하나의 세계,⟦MSBT:0E000000020002006300⟧Başka Bir Boyut⟦MSBT:0E000000020002006400⟧
104,MapNameBtnLastStage,"Another 
Dimension","Dimension
parallèle","⟦MSBT:0E000000020002005E00⟧Eine andere
Dimension⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002006100⟧Un'altra
dimensione⟦MSBT:0E000000020002006400⟧","Dimensión
paralela","또 하나의
세계","Başka Bir 
Boyut"
105,MapNameBtnNoRubyLastStage,"Another 
Dimension","Dimension
parallèle","⟦MSBT:0E000000020002005E00⟧Eine andere
Dimension⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002006100⟧Un'altra
dimensione⟦MSBT:0E000000020002006400⟧","Dimensión
paralela","또 하나의
세계","Başka Bir 
Boyut"
106,TipsAboutOption,"⟦MSBT:0E000000020002005A00⟧Press ⟦MSBT:0E00000003000400FFFF00FF⟧⟦MSBT:0E00010003000000⟧⟦MSBT:0E00000003000400000000FF⟧ on the ⟦MSBT:0E00000003000400FFFF00FF⟧Player Settings⟦MSBT:0E00000003000400000000FF⟧
screen to open the options menu.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005000⟧Appuyez sur ⟦MSBT:0E00000003000400FFFF00FF⟧⟦MSBT:0E00010003000000⟧⟦MSBT:0E00000003000400000000FF⟧ à l'écran des ⟦MSBT:0E00000003000400FFFF00FF⟧Paramètres
⟦MSBT:0E00000003000400000000FF⟧pour ouvrir le menu des options.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005700⟧Öffne das Optionen-Menü mit ⟦MSBT:0E00000003000400FFFF00FF⟧⟦MSBT:0E00010003000000⟧ ⟦MSBT:0E00000003000400000000FF⟧auf
dem ⟦MSBT:0E00000003000400FFFF00FF⟧Spieler-Einstellungen⟦MSBT:0E00000003000400000000FF⟧-Bildschirm.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005200⟧Premi ⟦MSBT:0E00000003000400FFFF00FF⟧⟦MSBT:0E00010003000000⟧⟦MSBT:0E00000003000400000000FF⟧ dallo schermo ⟦MSBT:0E00000003000400FFFF00FF⟧Altre⟦MSBT:0E000000020002005200⟧
impostazioni ⟦MSBT:0E000000020002005200⟧⟦MSBT:0E00000003000400000000FF⟧⟦MSBT:0E000000020002006400⟧⟦MSBT:0E000000020002005200⟧per aprire il menu Opzioni.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005A00⟧Pulsa ⟦MSBT:0E00000003000400FFFF00FF⟧⟦MSBT:0E00010003000000⟧⟦MSBT:0E00000003000400000000FF⟧ en la pantalla de ⟦MSBT:0E00000003000400FFFF00FF⟧ajustes⟦MSBT:0E000000020002005A00⟧
⟦MSBT:0E000000020002005A00⟧⟦MSBT:0E00000003000400000000FF⟧⟦MSBT:0E000000020002006400⟧⟦MSBT:0E000000020002005A00⟧para abrir el menú de opciones.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E00000003000400FFFF00FF⟧「추가 설정」에서⟦MSBT:0E00000003000400000000FF⟧ ⟦MSBT:0E00000003000400FFFF00FF⟧⟦MSBT:0E00010003000000⟧⟦MSBT:0E00000003000400000000FF⟧를 누르면
옵션 메뉴가 열립니다.","⟦MSBT:0E000000020002005A00⟧Oyuncu Ayarları ekranında
⟦MSBT:0E00000003000400FFFF00FF⟧⟦MSBT:0E00010003000000⟧⟦MSBT:0E00000003000400000000FF⟧ ile ⟦MSBT:0E00000003000400FFFF00FF⟧Ayarlar⟦MSBT:0E00000003000400000000FF⟧ menüsünü aç.⟦MSBT:0E000000020002006400⟧"
107,TipsAboutOptionForChild,"⟦MSBT:0E000000020002005400⟧The host can edit ⟦MSBT:0E00000003000400FFFF00FF⟧Options⟦MSBT:0E00000003000400000000FF⟧ by pressing
⟦MSBT:0E00010003000000⟧ on the ⟦MSBT:0E00000003000400FFFF00FF⟧Player Settings ⟦MSBT:0E00000003000400000000FF⟧screen.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005000⟧Le joueur hôte peut éditer les ⟦MSBT:0E00000003000400FFFF00FF⟧options⟦MSBT:0E00000003000400000000FF⟧
en appuyant sur ⟦MSBT:0E00010003000000⟧ dans les ⟦MSBT:0E00000003000400FFFF00FF⟧Paramètres⟦MSBT:0E00000003000400000000FF⟧.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002004C00⟧Der Gastgeber kann die ⟦MSBT:0E00000003000400FFFF00FF⟧Optionen⟦MSBT:0E00000003000400000000FF⟧ mithilfe
von ⟦MSBT:0E00010003000000⟧ in den ⟦MSBT:0E00000003000400FFFF00FF⟧Spieler-Einstellungen ⟦MSBT:0E00000003000400000000FF⟧ändern.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005000⟧Chi ospita può modificare le ⟦MSBT:0E00000003000400FFFF00FF⟧Opzioni
⟦MSBT:0E00000003000400000000FF⟧premendo ⟦MSBT:0E00000003000400FFFF00FF⟧⟦MSBT:0E00010003000000⟧⟦MSBT:0E00000003000400000000FF⟧ in ⟦MSBT:0E00000003000400FFFF00FF⟧Altre impostazioni⟦MSBT:0E00000003000400000000FF⟧.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005500⟧El anfitrión puede editar las ⟦MSBT:0E00000003000400FFFF00FF⟧opciones
⟦MSBT:0E00000003000400000000FF⟧si pulsa ⟦MSBT:0E00010003000000⟧ en la pantalla de ⟦MSBT:0E00000003000400FFFF00FF⟧ajustes⟦MSBT:0E00000003000400000000FF⟧.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E00000003000400FFFF00FF⟧그룹을 만든 사람⟦MSBT:0E00000003000400000000FF⟧이 ⟦MSBT:0E00000003000400FFFF00FF⟧「추가 설정」⟦MSBT:0E00000003000400000000FF⟧에서
⟦MSBT:0E00000003000400FFFF00FF⟧⟦MSBT:0E00010003000000⟧⟦MSBT:0E00000003000400000000FF⟧를 누르면 옵션 메뉴가 열립니다.","⟦MSBT:0E000000020002005400⟧Ev sahibi, ⟦MSBT:0E00000003000400FFFF00FF⟧Oyuncu Ayarları⟦MSBT:0E00000003000400000000FF⟧ ekranında
⟦MSBT:0E00010003000000⟧ ile ⟦MSBT:0E00000003000400FFFF00FF⟧Ayarları⟦MSBT:0E00000003000400000000FF⟧ değiştirebilir.⟦MSBT:0E000000020002006400⟧"
108,TipsAboutAutoHandicap,"You can change your ⟦MSBT:0E00000003000400FFFF00FF⟧handicap
⟦MSBT:0E00000003000400000000FF⟧to ⟦MSBT:0E00000003000400FFFF00FF⟧Auto⟦MSBT:0E00000003000400000000FF⟧ in the options menu.","⟦MSBT:0E000000020002005900⟧Vous pouvez régler votre ⟦MSBT:0E00000003000400FFFF00FF⟧handicap
⟦MSBT:0E00000003000400000000FF⟧sur ⟦MSBT:0E00000003000400FFFF00FF⟧Auto⟦MSBT:0E00000003000400000000FF⟧ dans le menu des options.⟦MSBT:0E000000020002006400⟧","Im Optionen-Menü kannst du
dein ⟦MSBT:0E00000003000400FFFF00FF⟧Handicap ⟦MSBT:0E00000003000400000000FF⟧zu ⟦MSBT:0E00000003000400FFFF00FF⟧Auto⟦MSBT:0E00000003000400000000FF⟧ ändern.","⟦MSBT:0E000000020002005A00⟧Puoi cambiare il tuo ⟦MSBT:0E00000003000400FFFF00FF⟧handicap⟦MSBT:0E00000003000400000000FF⟧ in
⟦MSBT:0E00000003000400FFFF00FF⟧Automatico⟦MSBT:0E00000003000400000000FF⟧ nel menu Opzioni.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005F00⟧En el menú de opciones, puedes
poner el ⟦MSBT:0E00000003000400FFFF00FF⟧hándicap ⟦MSBT:0E00000003000400000000FF⟧en ⟦MSBT:0E00000003000400FFFF00FF⟧Automático⟦MSBT:0E00000003000400000000FF⟧.⟦MSBT:0E000000020002006400⟧","옵션에서 ⟦MSBT:0E00000003000400FFFF00FF⟧약점⟦MSBT:0E00000003000400000000FF⟧을
⟦MSBT:0E00000003000400FFFF00FF⟧「오토⟦MSBT:0E00000003000400FFFF00FF⟧」⟦MSBT:0E00000003000400FFFF00FF⟧⟦MSBT:0E00000003000400000000FF⟧로 변경할 수 있다.","Ayarlar menüsünde ⟦MSBT:0E00000003000400FFFF00FF⟧Handikap
⟦MSBT:0E00000003000400000000FF⟧ayarını ⟦MSBT:0E00000003000400FFFF00FF⟧Otomatik⟦MSBT:0E00000003000400000000FF⟧ yapabilirsin."
