index,label,EU_English,EU_French,EU_German,EU_Italian,EU_Spanish,KR_Korean,TR_Turkish
46,TitleInfoExtraExpUL,"⟦MSBT:0E000000020002005A00⟧A challenging ⟦MSBT:0E00000003000400FFDE00FF⟧bonus stage
⟦MSBT:0E00000003000400000000FF⟧for those who've mastered
the other levels. Good luck!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005700⟧Un ⟦MSBT:0E00000003000400FFDE00FF⟧niveau bonus⟦MSBT:0E00000003000400000000FF⟧ difficile,
pour ceux qui maîtrisent l'art
du tam-tam. Bonne chance !⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005800⟧Bestreite den ⟦MSBT:0E00000003000400FFDE00FF⟧Bonuslevel⟦MSBT:0E00000003000400000000FF⟧,
wenn alle anderen Level
gemeistert sind. Viel Glück!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005A00⟧Un elettrizzante ⟦MSBT:0E00000003000400FFDE00FF⟧livello
bonus ⟦MSBT:0E00000003000400000000FF⟧⟦MSBT:0E000000020002006400⟧⟦MSBT:0E000000020002005A00⟧per i veri campioni
del gioco. Vediamo un po'
cosa sai fare!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005F00⟧Si ya dominas los otros
niveles, prueba con el
⟦MSBT:0E00000003000400FFDE00FF⟧nivel +⟦MSBT:0E00000003000400000000FF⟧. ¡Buena suerte!⟦MSBT:0E000000020002006400⟧","모든 것을 마스터한 자만이
도전할 수 있는 ⟦MSBT:0E00000003000400FFDE00FF⟧엑스트라⟦MSBT:0E00000003000400000000FF⟧!
과연 ⟦MSBT:0E00000003000400FFDE00FF⟧클리어할 수 있을 것인가⟦MSBT:0E00000003000400000000FF⟧!!","⟦MSBT:0E000000020002005A00⟧Diğer seviyelerde ustaysan
zorlu ⟦MSBT:0E00000003000400FFDE00FF⟧bonus bölüme⟦MSBT:0E00000003000400000000FF⟧
meydan oku. Bol şans!⟦MSBT:0E000000020002006400⟧"
47,ResultBtnExit,Level Select,⟦MSBT:0E000000020002005800⟧Choix du niveau⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006100⟧Levelauswahl⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005000⟧Seleziona livello⟦MSBT:0E000000020002006400⟧,Elegir nivel,레벨 선택으로,Bölüm Seçimi
48,ResultBtnRetry,Retry,Réessayer,Noch einmal,Riprova,Reintentar,다시 한 번,Tekrar Dene
49,ResultBonusTime,"Time
Bonus","Bonus de
temps","Zeit-
bonus","Bonus 
tempo","Puntos de
tiempo","타임
보너스","Zaman
Bonusu"
50,ResultBonusTime2,Time Bonus,Bonus de temps,Zeitbonus,Bonus tempo,Puntos de tiempo,타임 보너스,Zaman Bonusu
51,ResultBonusBackBeat,"Backbeat
Perfect","⟦MSBT:0E000000020002005A00⟧Contretemps
parfait⟦MSBT:0E000000020002006400⟧","Perfekt
im Takt","⟦MSBT:0E000000020002006200⟧Tieniltempo
perfetto⟦MSBT:0E000000020002006400⟧","Puntos de
compás","반박자 박수
퍼펙트","Mükemmel
Ters Vuruş"
52,ResultBonusBackBeat2,Backbeat Perfect,⟦MSBT:0E000000020002005900⟧Contretemps parfait⟦MSBT:0E000000020002006400⟧,Perfekt im Takt,⟦MSBT:0E000000020002005000⟧Tieniltempo perfetto⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006300⟧Puntos de compás⟦MSBT:0E000000020002006400⟧,반박자 박수 퍼펙트,⟦MSBT:0E000000020002003C00⟧Mükemmel Ters Vuruş⟦MSBT:0E000000020002006400⟧
53,ResultBonusNoDamage,No Damage,⟦MSBT:0E000000020002005B00⟧Aucun dégât⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005200⟧Ohne Schaden⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005400⟧Nessun danno⟦MSBT:0E000000020002006400⟧,Sin daño,노 대미지,Hasarsız
54,ResultBonusNoDamage2,No Damage,Aucun dégât,⟦MSBT:0E000000020002005200⟧Ohne Schaden⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002004B00⟧Nessun danno⟦MSBT:0E000000020002006400⟧,Sin daño,노 대미지,Hasarsız
55,ResultBonusCoin,"All
Coins","Toutes les
pièces",⟦MSBT:0E000000020002005A00⟧Alle Münzen⟦MSBT:0E000000020002006400⟧,"Tutte le
monete","Todas las
monedas","코인
컴플리트","Tüm
Jetonlar"
56,ResultBonusCoin2,All Coins,Toutes les pièces,⟦MSBT:0E000000020002005A00⟧Alle Münzen⟦MSBT:0E000000020002006400⟧,Tutte le monete,⟦MSBT:0E000000020002005F00⟧Todas las monedas⟦MSBT:0E000000020002006400⟧,코인 컴플리트,Tüm Jetonlar
57,ResultClearTimeText,⟦MSBT:0E000000020002005F00⟧Clear Time⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧Temps⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧Restzeit⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002004100⟧Tempo rimasto⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002003F00⟧Tiempo restante⟦MSBT:0E000000020002006400⟧,클리어 타임,⟦MSBT:0E000000020002004600⟧Bitirme Süresi⟦MSBT:0E000000020002006400⟧
58,TutorialTextPage1,"⟦MSBT:0E000000020002005500⟧Bounce ⟦MSBT:0E00000003000400FFDE00FF⟧King Dedede
⟦MSBT:0E00000003000400000000FF⟧along the drums! Move
forward with ⟦MSBT:0E00010009000000⟧, and
go for the ⟦MSBT:0E00000003000400FFDE00FF⟧goal⟦MSBT:0E00000003000400000000FF⟧!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002004900⟧Faites rebondir le⟦MSBT:0E00000003000400FFDE00FF⟧ Roi
DaDiDou ⟦MSBT:0E00000003000400000000FF⟧sur les tam-tams !
Avancez avec ⟦MSBT:0E00010009000000⟧, et
suivez le rythme !⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002004B00⟧Hüpfe mit ⟦MSBT:0E00000003000400FFDE00FF⟧König Dedede
⟦MSBT:0E00000003000400000000FF⟧die Trommeln entlang!
Bewege dich vorwärts mit
⟦MSBT:0E00010009000000⟧ und springe zum ⟦MSBT:0E00000003000400FFDE00FF⟧Ziel⟦MSBT:0E00000003000400000000FF⟧!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002004800⟧Fai saltare ⟦MSBT:0E00000003000400FFDE00FF⟧King Dedede⟦MSBT:0E00000003000400000000FF⟧ sui
tamburi e procedi in avanti
premendo ⟦MSBT:0E00010009000000⟧ fino a
raggiungere il
⟦MSBT:0E00000003000400FFDE00FF⟧tamburo di arrivo⟦MSBT:0E00000003000400000000FF⟧!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005A00⟧¡Avanza con ⟦MSBT:0E00010009000000⟧ y
lleva al ⟦MSBT:0E00000003000400FFDE00FF⟧Rey Dedede⟦MSBT:0E00000003000400000000FF⟧
de tambor en tambor
hasta la ⟦MSBT:0E00000003000400FFDE00FF⟧meta⟦MSBT:0E00000003000400000000FF⟧!⟦MSBT:0E000000020002006400⟧","드럼 위에서 리듬 타는
⟦MSBT:0E00000003000400FFDE00FF⟧디디디 대왕⟦MSBT:0E00000003000400000000FF⟧!
⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010009000000⟧⟦MSBT:0E000000020002006400⟧으로 조작해서
⟦MSBT:0E00000003000400FFDE00FF⟧골⟦MSBT:0E00000003000400000000FF⟧에 도착하자.","⟦MSBT:0E000000020002005000⟧Davullarda ⟦MSBT:0E00000003000400FFDE00FF⟧Kral Dedede⟦MSBT:0E00000003000400000000FF⟧'yi
zıplat! ⟦MSBT:0E00010009000000⟧ ile ilerle,
⟦MSBT:0E00000003000400FFDE00FF⟧hedefe⟦MSBT:0E00000003000400000000FF⟧ ulaş!⟦MSBT:0E000000020002006400⟧"
59,TutorialTextPage2,"⟦MSBT:0E000000020002005300⟧Press ⟦MSBT:0E00010000000000⟧ when you hit
a drum to perform a
⟦MSBT:0E00000003000400FFDE00FF⟧high jump⟦MSBT:0E00000003000400000000FF⟧! Consecutive
high jumps go higher!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002004700⟧Appuyez sur ⟦MSBT:0E00010000000000⟧ en touchant
un tam-tam pour faire un
⟦MSBT:0E00000003000400FFDE00FF⟧super-saut ⟦MSBT:0E00000003000400000000FF⟧! Enchaînez-les
pour aller encore plus haut !⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002004700⟧Drücke ⟦MSBT:0E00010000000000⟧ beim Berühren
einer Trommel für einen
⟦MSBT:0E00000003000400FFDE00FF⟧Supersprung⟦MSBT:0E00000003000400000000FF⟧! Supersprünge
in Folge lassen dich
höher springen!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002004800⟧Se premi ⟦MSBT:0E00010000000000⟧ quando atterri
su un tamburo, esegui un
⟦MSBT:0E00000003000400FFDE00FF⟧Super salto⟦MSBT:0E00000003000400000000FF⟧! Con più salti
in sequenza voli più in alto!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005700⟧Al tocar un tambor,
pulsa ⟦MSBT:0E00010000000000⟧ para hacer un
⟦MSBT:0E00000003000400FFDE00FF⟧supersalto⟦MSBT:0E00000003000400000000FF⟧. ¡Llegarás
más alto al repetirlo!⟦MSBT:0E000000020002006400⟧","착지할 때에 맞춰
⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010000000000⟧⟦MSBT:0E000000020002006400⟧를 누르면 ⟦MSBT:0E00000003000400FFDE00FF⟧하이 점프⟦MSBT:0E00000003000400000000FF⟧!
⟦MSBT:0E00000003000400FFDE00FF⟧연속 하이 점프⟦MSBT:0E00000003000400000000FF⟧에 성공하면
⟦MSBT:0E00000003000400FFDE00FF⟧더 높이 ⟦MSBT:0E00000003000400000000FF⟧점프할 수 있다.","⟦MSBT:0E000000020002005300⟧Davula inerken ⟦MSBT:0E00010000000000⟧'ya basıp
⟦MSBT:0E00000003000400FFDE00FF⟧yüksek zıpla⟦MSBT:0E00000003000400000000FF⟧! Art arda
yüksek zıplarsan daha
yükseğe çıkarsın!⟦MSBT:0E000000020002006400⟧"
60,TutorialTextPage3,"⟦MSBT:0E000000020002005A00⟧Collect ⟦MSBT:0E00000003000400FFDE00FF⟧Musical Coins⟦MSBT:0E00000003000400000000FF⟧
to get points and
rack up a⟦MSBT:0E00000003000400FFDE00FF⟧ high score⟦MSBT:0E00000003000400000000FF⟧!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002004700⟧Ramassez les
⟦MSBT:0E00000003000400FFDE00FF⟧pièces musicales
⟦MSBT:0E00000003000400000000FF⟧pour obtenir des points et
établir un nouveau ⟦MSBT:0E00000003000400FFDE00FF⟧record⟦MSBT:0E00000003000400000000FF⟧ !⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002004B00⟧Sammle Punkte mit
⟦MSBT:0E00000003000400FFDE00FF⟧Musikmünzen ⟦MSBT:0E00000003000400000000FF⟧und stelle
neue ⟦MSBT:0E00000003000400FFDE00FF⟧Rekorde⟦MSBT:0E00000003000400000000FF⟧ auf!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002004800⟧Raccogli le ⟦MSBT:0E00000003000400FFDE00FF⟧monete musicali
⟦MSBT:0E00000003000400000000FF⟧per guadagnare punti e
stabilire un ⟦MSBT:0E00000003000400FFDE00FF⟧tempo record⟦MSBT:0E00000003000400000000FF⟧!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005A00⟧¡Suma puntos con las
⟦MSBT:0E00000003000400FFDE00FF⟧monedas musicales⟦MSBT:0E00000003000400000000FF⟧ y
bate nuevos ⟦MSBT:0E00000003000400FFDE00FF⟧récords⟦MSBT:0E00000003000400000000FF⟧!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E00000003000400FFDE00FF⟧음표 코인⟦MSBT:0E00000003000400000000FF⟧을
놓치지 않고 획득해서
⟦MSBT:0E00000003000400FFDE00FF⟧하이 스코어⟦MSBT:0E00000003000400000000FF⟧를 얻자!","⟦MSBT:0E000000020002005A00⟧⟦MSBT:0E00000003000400FFDE00FF⟧Müzik Jetonları⟦MSBT:0E00000003000400000000FF⟧ topla,
puan kazan ve
⟦MSBT:0E00000003000400FFDE00FF⟧rekor kır⟦MSBT:0E00000003000400000000FF⟧!⟦MSBT:0E000000020002006400⟧"
61,TutorialTextPage4,"⟦MSBT:0E000000020002005500⟧At the ⟦MSBT:0E00000003000400FFDE00FF⟧peak ⟦MSBT:0E00000003000400000000FF⟧of a jump,
press ⟦MSBT:0E00010000000000⟧ to clap on the
⟦MSBT:0E00000003000400FFDE00FF⟧backbeat⟦MSBT:0E00000003000400000000FF⟧ and boost
your score!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002004600⟧Appuyez sur ⟦MSBT:0E00010000000000⟧ au ⟦MSBT:0E00000003000400FFDE00FF⟧plus haut⟦MSBT:0E00000003000400000000FF⟧
de votre saut pour ⟦MSBT:0E00000003000400FFDE00FF⟧marquer 
le contretemps ⟦MSBT:0E00000003000400000000FF⟧et obtenir
un meilleur score !⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002004B00⟧Drücke am ⟦MSBT:0E00000003000400FFDE00FF⟧höchsten
Punkt ⟦MSBT:0E00000003000400000000FF⟧eines Sprungs ⟦MSBT:0E00010000000000⟧,
um im ⟦MSBT:0E00000003000400FFDE00FF⟧Takt ⟦MSBT:0E00000003000400000000FF⟧zu klatschen,
und erhalte Bonuspunkte!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002004800⟧Al ⟦MSBT:0E00000003000400FFDE00FF⟧culmine ⟦MSBT:0E00000003000400000000FF⟧del salto
premi ⟦MSBT:0E00010000000000⟧ per eseguire
⟦MSBT:0E00000003000400FFDE00FF⟧Tieniltempo⟦MSBT:0E00000003000400000000FF⟧ e aumentare
il tuo punteggio!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005A00⟧¡Pulsa ⟦MSBT:0E00010000000000⟧ en lo ⟦MSBT:0E00000003000400FFDE00FF⟧más
alto ⟦MSBT:0E00000003000400000000FF⟧del salto para
seguir el ⟦MSBT:0E00000003000400FFDE00FF⟧compás
⟦MSBT:0E00000003000400000000FF⟧y puntuar más!⟦MSBT:0E000000020002006400⟧","점프 중 ⟦MSBT:0E00000003000400FFDE00FF⟧꼭대기⟦MSBT:0E00000003000400000000FF⟧에서
⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010000000000⟧⟦MSBT:0E000000020002006400⟧를 누르면 ⟦MSBT:0E00000003000400FFDE00FF⟧반박자 박수⟦MSBT:0E00000003000400000000FF⟧!
리듬에 맞추면
⟦MSBT:0E00000003000400FFDE00FF⟧점수가 쑥쑥 오른다!⟦MSBT:0E00000003000400000000FF⟧","⟦MSBT:0E000000020002005500⟧Zıplamanın ⟦MSBT:0E00000003000400FFDE00FF⟧zirvesinde⟦MSBT:0E00000003000400000000FF⟧
⟦MSBT:0E00010000000000⟧'ya bas; ⟦MSBT:0E00000003000400FFDE00FF⟧ters vuruşta⟦MSBT:0E00000003000400000000FF⟧
alkışlayıp puanını
artır!⟦MSBT:0E000000020002006400⟧"
62,TutorialContent01Text01,⟦MSBT:0E000000020002005B00⟧King Dedede⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005E00⟧Roi DaDiDou⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005400⟧König Dedede⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005A00⟧King Dedede⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005F00⟧Rey Dedede⟦MSBT:0E000000020002006400⟧,디디디 대왕,⟦MSBT:0E000000020002005B00⟧Kral Dedede⟦MSBT:0E000000020002006400⟧
63,TutorialContent01Text02,Time Limit,⟦MSBT:0E000000020002005B00⟧Limite de temps⟦MSBT:0E000000020002006400⟧,Zeitlimit,Tempo limite,Tiempo límite,제한 시간,Süre Sınırı
64,TutorialContent02Text01,High Jump,Super-saut,⟦MSBT:0E000000020002005F00⟧Supersprung⟦MSBT:0E000000020002006400⟧,Super salto,Supersalto,하이 점프,⟦MSBT:0E000000020002004E00⟧Yüksek Zıplama⟦MSBT:0E000000020002006400⟧
65,TutorialContent03Text01,Musical Coins,⟦MSBT:0E000000020002005F00⟧Pièces musicales⟦MSBT:0E000000020002006400⟧,Musikmünzen,Monete musicali,⟦MSBT:0E000000020002005500⟧Monedas musicales⟦MSBT:0E000000020002006400⟧,음표 코인,Müzik Jetonları
66,TutorialContent03Text02,⟦MSBT:0E000000020002005F00⟧500 points⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005F00⟧500 points⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006200⟧500 Punkte⟦MSBT:0E000000020002006400⟧,500 punti,⟦MSBT:0E000000020002006300⟧500 puntos⟦MSBT:0E000000020002006400⟧,500점,⟦MSBT:0E000000020002005F00⟧500 puan⟦MSBT:0E000000020002006400⟧
67,TutorialContent03Text03,⟦MSBT:0E000000020002005F00⟧200 points⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006000⟧200 points⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006200⟧200 Punkte⟦MSBT:0E000000020002006400⟧,200 punti,⟦MSBT:0E000000020002006300⟧200 puntos⟦MSBT:0E000000020002006400⟧,200점,⟦MSBT:0E000000020002005F00⟧200 puan⟦MSBT:0E000000020002006400⟧
68,TutorialContent03Text04,50⟦MSBT:0E000000020002005F00⟧ points⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006200⟧50 points⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006200⟧50 Punkte⟦MSBT:0E000000020002006400⟧,50 punti,50 puntos,50점,50⟦MSBT:0E000000020002005F00⟧ puan⟦MSBT:0E000000020002006400⟧
69,TutorialContent04Text01,Backbeat,⟦MSBT:0E000000020002006400⟧Contretemps⟦MSBT:0E000000020002006400⟧,Taktvoll,Tieniltempo,Compás,반박자 박수,Ters Vuruş
