index,label,EU_English,EU_French,EU_German,EU_Italian,EU_Spanish,KR_Korean,TR_Turkish
49,NameFck001,Inhaling Kirby,Kirby aval'tout,Kirby in Aktion,Kirby Risucchio,⟦MSBT:0E000000020002006300⟧Kirby absorbiendo⟦MSBT:0E000000020002006400⟧,커비(빨아들이기),İçine Çeken Kirby
50,NameFck002,Kirby in Cannon,Kirby canon,⟦MSBT:0E000000020002005C00⟧Kanonenkugel-Kirby⟦MSBT:0E000000020002006400⟧,Kirby Cannone,Kirby en cañón,커비(대포),Topta Kirby
51,NameFck003,Sword Kirby,Kirby épée,Kirby mit Schwert,Kirby Spada,Kirby espada,스워드 커비,Kılıç Kirby
52,NameFck004,Stone Kirby,Kirby rocher,⟦MSBT:0E000000020002005F00⟧Versteinerter Kirby⟦MSBT:0E000000020002006400⟧,Kirby Pietra,Kirby piedra,스톤 커비,Taş Kirby
53,NameFck005,Waddle Doo,Waddle Doo,Waddle Doo,Waddle Doo,Waddle Doo,웨이들 두,Waddle Doo
54,NameFck006,Sparky,Éléctark,Brizzel,Gneis,Chispón,스파키,Kıvılcım
55,NameFck007,Hot Head,Brultête,Glutifer,Testacalda,Hot Head,핫헤드,Alev Kafa
56,NameFck008,Sword Knight,Edge Knight,Edge Knight,Edge Knight,Edge Knight,스워드 나이트,⟦MSBT:0E000000020002005E00⟧Kılıç Şövalyesi⟦MSBT:0E000000020002006400⟧
57,NameFck009,Poppy Bros. Sr.,Papapoppy,Papi Peng,Bomby Bros. Sr.,Bomby Bros. Sr.,포피브라더스Sr.,Büyük Bombacı
58,NameFck010,Bonkers,Bonkers,Bonkers,Bonkers,Bonkers,본커스,Bonkers
59,NameFck011,Fire Lion,Calcinalion,Feuerlöwe,Leone di Fuoco,León de fuego,파이어 라이온,Ateş Aslanı
60,NameFck012,Kracko,Kracko,Kracko,Kracko,Kracko,크랙코,Kracko
61,NameFck013,Meta Knight,Meta Knight,Meta-Knight,Meta Knight,Meta Knight,메타 나이트,Meta Knight
62,NameFck014,King Dedede,Roi DaDiDou,König Dedede,King Dedede,Rey Dedede,디디디 대왕,Kral Dedede
63,NameFck015,Maxim Tomato,Maxi-tomate,Maxi-Tomate,Pomodoro Maxim,Maxi Tomate,맥시멈 토마토,Maksi Domates
64,NameFck016,UFO Kirby,Kirby OVNI,UFO-Kirby,Kirby UFO,Kirby ovni,UFO 커비,UFO Kirby
65,NameFck017,⟦MSBT:0E000000020002005200⟧Nightmare's Power Orb⟦MSBT:0E000000020002006400⟧,Boule Cauchemar,Energiekugel,⟦MSBT:0E000000020002005300⟧Sfera del Mago Incubo⟦MSBT:0E000000020002006400⟧,Orbe Pesadilla,나이트메어 파워 오브,⟦MSBT:0E000000020002005200⟧Kâbus'un Güç Küresi⟦MSBT:0E000000020002006400⟧
66,NameK2000,Kirby,Kirby,Kirby,Kirby,Kirby,커비,Kirby
67,NameK2001,Cutter Kirby,Kirby trancheur,Schnippel-Kirby,Kirby Lama,Kirby cuchillo,커터 커비,Kesici Kirby
68,NameK2002,Rick & Kirby,Rick & Kirby,Rick & Kirby,Rick & Kirby,Rick & Kirby,릭&커비,Rick & Kirby
69,NameK2003,Coo & Kirby,Coo & Kirby,Coo & Kirby,Coo & Kirby,Coo & Kirby,쿠우&커비,Coo & Kirby
70,NameK2004,Kine & Kirby,Ken & Kirby,Kine & Kirby,Kine & Kirby,Kine & Kirby,카인&커비,Kine & Kirby
71,NameK2005,Sir Kibble,⟦MSBT:0E000000020002006200⟧Duc Hache Viande⟦MSBT:0E000000020002006400⟧,Sir Kibble,Duc de' Zac,Sir Kibble,키블 경,Sir Keskin
72,NameK2006,Bouncy,Bouncy,Bouncy,Bouncy,Bouncy,바운시,Bouncy
73,NameK2007,Elieel,Elieel,Eliaal,Elieel,Guilo,일리일,Elieel
74,NameK2008,Masher,Masher,Masher,Masher,Masher,마셔,Masher
75,NameK2009,Master Green,Master Green,Master Green,Master Green,Master Green,마스터 그린,Master Green
76,NameK2010,Efreeti,Efreeti,Ifrittchen,Efreeti,Ifriti,이프리티,İfrit
77,NameK2011,Mr. Frosty,Frigor Efik,Dr. Eisbert,Dadopagos,Sr. Mórsez,미스터 프로스티,Bay Ayaz
78,NameK2012,Nruff & Nelly,Nruff & Nelly,Nruff & Nelly,Nruff & Nelly,Nruff & Nelly,느라프&넬리,Nruff & Nelly
79,NameK2013,Ice Dragon,Ice Dragon,Ice Dragon,Ice Dragon,Ice Dragon,아이스 드래곤,Ice Dragon
80,NameK2014,Dark Matter,Matière Noire,Dark Matter,Dark Matter,Materia oscura,다크 매터,Kara Madde
81,NameK2015,Rainbow Drop,⟦MSBT:0E000000020002005A00⟧Larmes d'arc-en-ciel⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006100⟧Regenbogentränen⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005500⟧Lacrime di arcobaleno⟦MSBT:0E000000020002006400⟧,Gota de arcoíris,무지개 방울,Gökkuşağı Damlası
82,NameSdx000,Kirby,Kirby,Kirby,Kirby,Kirby,커비,Kirby
83,NameSdx001,Swimming Kirby,⟦MSBT:0E000000020002005500⟧Kirby masque et tuba⟦MSBT:0E000000020002006400⟧,Schnorchel-Kirby,Kirby sub,Kirby buceando,커비(물속),Yüzen Kirby
84,NameSdx002,Wheelie Rider,Pilote Roulli,Wheelie-Pilot,Kirby Ruotaccio,Piloto de Wheelie,타이어라이더,Teker Sürücüsü
85,NameSdx003,Wing Kirby,Kirby aile,Flügel-Kirby,Kirby Volo,Kirby alas,윙 커비,⟦MSBT:0E000000020002005F00⟧Kanatlı Kirby⟦MSBT:0E000000020002006400⟧
86,NameSdx004,Mirror Kirby,Kirby miroir,Spiegel-Kirby,Kirby Specchio,Kirby espejo,미러 커비,Ayna Kirby
87,NameSdx005,Jet Kirby,Kirby jet,Düsenjet-Kirby,Kirby Jet,Kirby jet,제트 커비,Jet Kirby
88,NameSdx006,Yo-Yo Kirby,Kirby yoyo,Jo-Jo-Kirby,Kirby Yoyò,Kirby yoyó,요요 커비,Yo-Yo Kirby
89,NameSdx007,Knuckle Joe,Knuckle Joe,Knuckle Joe,Knuckle Joe,Knuckle Joe,넉클 죠,Knuckle Joe
90,NameSdx008,Blade Knight,Sharpe Knight,Sharpe Knight,Sharpe Knight,Sharpe Knight,블레이드 나이트,⟦MSBT:0E000000020002005A00⟧Bıçak Şövalyesi⟦MSBT:0E000000020002006400⟧
91,NameSdx009,Bio Spark,Bio Spark,Ja-Nin,Bio Spark,Ninjaku,바이오스파크,⟦MSBT:0E000000020002004B00⟧Biyo Kıvılcım⟦MSBT:0E000000020002006400⟧
92,NameSdx010,Gim,Jim,Jim,Gim,Gim,기무,Gim
93,NameSdx011,Tac,Tac,Tac,Tac,Tac,타크,Tac
94,NameSdx012,Plasma Wisp,Plasma Wisp,Plasma Wisp,Plasma Wisp,Plasma Wisp,플라스마 위습,Plasma Wisp
95,NameSdx013,⟦MSBT:0E000000020002005B00⟧Parasol Waddle Dee⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005B00⟧Waddle Dee Parasol⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005C00⟧Schirmi Waddle Dee⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005500⟧Waddle Dee Parasole⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005600⟧Waddle Dee sombrilla⟦MSBT:0E000000020002006400⟧,파라솔 웨이들 디,⟦MSBT:0E000000020002005600⟧Şemsiyeli Waddle Dee⟦MSBT:0E000000020002006400⟧
96,NameSdx014,Bronto Burt,Buzzy Brut,Rammse,Brontottero,Bronto,브론토버트,Bronto
97,NameSdx015,Cappy,Cappenois,Cozy,Cozy,Cozy,캐피,Şapkacık
98,NameSdx016,Lovely,Lovely,Lovely,Lovely,Margarita,러블리,Sevimli
99,NameSdx017,Axe Knight,Sieur Lahache,Lord Beilchen,Cavalier Ascia,Axe Knight,액스 나이트,⟦MSBT:0E000000020002005E00⟧Balta Şövalyesi⟦MSBT:0E000000020002006400⟧
100,NameSdx018,Squishy,Squishy,Squishy,Squishy,Squishy,스퀴시,Squishy
101,NameSdx019,Bonkers,Bonkers,Bonkers,Bonkers,Bonkers,본커스,Bonkers
102,NameSdx020,Bugzzy,Bugzzy,Bugzzy,Bugzzy,Bugzzy,벅지,Bugzzy
103,NameSdx021,Chef Kawasaki,Chef Kawasaki,Koch Kawasaki,Cuoco Kawasaki,⟦MSBT:0E000000020002006000⟧Cocinero Kawasaki⟦MSBT:0E000000020002006400⟧,쿡 카와사키,Şef Kawasaki
104,NameSdx022,Meta Knight,Meta Knight,Meta-Knight,Meta Knight,Meta Knight,메타 나이트,Meta Knight
105,NameSdx023,Chameleo Arm,Caméléos,Chamäo,Elastolonte,Camaleón,카멜레암,⟦MSBT:0E000000020002005D00⟧Bukalemun Kolu⟦MSBT:0E000000020002006400⟧
106,NameSdx024,Macho Statue,Statue d'athlète,Macho-Statue,Statua macho,Estatua de atleta,근육남 조각상,Kaslı Heykel
107,NameSdx025,Marx,Max,Max,Mark,Marx,마르크,Marx
108,NameSdx026,Dyna Blade,Dyna Blade,Dyna Blade,Dyna Blade,Dyna Blade,나이나 블레이드,Dyna Blade
109,NameSdx027,Starship,Astronave,Sternenflitzer,Astronave,Astronave,스타쉽,Yıldız Gemisi
110,NameSdx028,Captain Vul,Capitaine Condor,Käpt'n Geyer,Capitan van Vol,Capitán Bui,벌 함장,Kaptan Vul
111,NameK3000,Kirby,Kirby,Kirby,Kirby,Kirby,커비,Kirby
112,NameK3001,Clean Kirby,Kirby ménage,Putzfimmel-Kirby,Kirby Pulitore,Kirby limpio,클린 커비,Temizlikçi Kirby
113,NameK3002,Needle Kirby,Kirby aiguille,Stachel-Kirby,Kirby Spino,Kirby erizo,니들 커비,İğneli Kirby
114,NameK3003,Parasol Rick,Rick Parasol,Schirmi Rick,Rick Parasole,Rick sombrilla,파라솔 릭,Şemsiyeli Rick
115,NameK3004,Spark Kine,Ken étincelle,Funken-Kine,Kine Elettro,Kine chispazo,스파크 카인,Kıvılcımlı Kine
116,NameK3005,Needle Coo,Coo aiguille,Nadel-Coo,Coo Spino,Coo erizo,니들 쿠우,İğneli Coo
117,NameK3006,Clean Chuchu,Chuchu ménage,⟦MSBT:0E000000020002006000⟧Putzfimmel-Chuchu⟦MSBT:0E000000020002006400⟧,Chuchu Pulitore,Chuchu escoba,클린 츄츄,Temizlikçi Chuchu
118,NameK3007,Bobo,Bobo,Bobo,Bobo,Ascuo,보보,Kor
119,NameK3008,Tick,Tick,Tick,Pungicchio,Goltón,틱,Dikencik
120,NameK3009,Como,Como,Como,Racno,Como,코모,Ağcı
121,NameK3010,Pacto,Pacto,Pacto,Pacto,Pacto,파크토,Pacto
122,NameK3011,Wapod,Warpot,Luftikus,Wampolla,Wapod,와폿,Küpruh
123,NameK3012,Gabon,Gabon,Gabon,Gabon,Gabon,가본,Gabon
124,NameK3013,⟦MSBT:0E000000020002005B00⟧Nruff & Waddle Dee⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005B00⟧Nruff & Waddle Dee⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005B00⟧Nruff & Waddle Dee⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005A00⟧Nruff & Waddle Dee⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005B00⟧Nruff & Waddle Dee⟦MSBT:0E000000020002006400⟧,느라프&웨이들 디,⟦MSBT:0E000000020002005B00⟧Nruff & Waddle Dee⟦MSBT:0E000000020002006400⟧
125,NameK3014,Poppy Bros. Jr.,Bébépoppy,Pippo Peng,Bomby Bros. Jr.,Bomby Bros. Jr.,포피브라더스Jr.,Küçük Bombacı
126,NameK3015,Broom Hatter,Chabalai,Blitzi Blank,Maga Spazzolina,Sombrescoba,브룸 해터,⟦MSBT:0E000000020002005E00⟧Süpürgeli Şapkacı⟦MSBT:0E000000020002006400⟧
127,NameK3016,Mumbies,Mumbies,Mumbies,Mumbies,Mumbies,맘비스,Mumbies
128,NameK3017,Blocky,Blocky,Blocky,Blocky,Blocky,블라키,Blocky
129,NameK3018,Pon & Con,Pon & Cot,Pon & Con,Pon & Con,Pon & Con,퐁&콩,Pon & Con
130,NameK3019,Acro,Acro,Acro,Acro,Acro,아크로,Acro
131,NameK3020,⟦MSBT:0E000000020002005800⟧Sweet Stuff Drawing⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006300⟧Dessin de Toudou⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005500⟧Sweet-Stuff-Gemälde⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005000⟧Disegno di Lanternino⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006200⟧Dibujo de Globiluz⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005B00⟧스위트 스터프 그림⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005800⟧Tatlı Şey Çizimi⟦MSBT:0E000000020002006400⟧
132,NameK3021,Dark Matter,Matière Noire,Dark Matter,Dark Matter,Materia oscura,다크 매터,Kara Madde
133,NameK3022,Boss Butch,Défi boss,Boss Butch,Sfida Boss,⟦MSBT:0E000000020002005800⟧Desafío de los jefes⟦MSBT:0E000000020002006400⟧,보스 부치,Patron Mücadelesi
134,NameK3023,Love-Love Stick,⟦MSBT:0E000000020002005A00⟧Baguette de l'amour⟦MSBT:0E000000020002006400⟧,Herzstock,⟦MSBT:0E000000020002005500⟧Bacchetta dell'amore⟦MSBT:0E000000020002006400⟧,Varita corazón,러브러브 스틱,Aşk-Aşk Çubuğu
135,NameAgbk000,Kirby,Kirby,Kirby,Kirby,Kirby,커비,Kirby
136,NameAgbk001,Sword Kirby,Kirby épée,Kirby mit Schwert,Kirby Spada,Kirby espada,스워드 커비,Kılıç Kirby
137,NameAgbk002,Burning Kirby,Kirby torche,Brennender Kirby,Kirby Meteora,Kirby llama,버닝 어택,Yanan Kirby
138,NameAgbk003,Freeze Kirby,Kirby gel,Frostiger Kirby,Kirby Gelo,Kirby congelado,프리즈 커비,Buz Kirby
139,NameAgbk004,Hammer Kirby,Kirby marteau,Hammer-Kirby,Kirby Martello,Kirby martillo,해머 커비,Çekiç Kirby
140,NameAgbk005,Hi-Jump Kirby,Kirby super-saut,Sprung-Kirby,Kirby Super k,Kirby supersalto,하이 점프 커비,⟦MSBT:0E000000020002004F00⟧Yüksek Zıplama Kirby⟦MSBT:0E000000020002006400⟧
141,NameAgbk006,Flamer,Shuriflam,Glutmine,Flamer,Flamer,플레이머,Alevci
142,NameAgbk007,Sir Kibble,⟦MSBT:0E000000020002006300⟧Duc Hache Viande⟦MSBT:0E000000020002006400⟧,Sir Kibble,Duc de' Zac,Sir Kibble,부메랑기사,Sir Keskin
143,NameAgbk008,Bomber,Bombinet,Bombio,Bomber,Bomber,봄버,Bombacı
144,NameAgbk009,Twister,Tornicoton,Trombino,Twister,Vórtor,트위스터,Kasırga
145,NameAgbk010,Sword Knight,Edge Knight,Edge Knight,Edge Knight,Edge Knight,스워드 나이트,⟦MSBT:0E000000020002005E00⟧Kılıç Şövalyesi⟦MSBT:0E000000020002006400⟧
146,NameAgbk011,Needlous,Épinon,Nadiline,Agus,Pintxo,니들러스,İğnecik
147,NameAgbk012,Laser Ball,Lasérator,Laser Ball,Palla Laser,Boláser,레이저볼,Lazer Topu
148,NameAgbk013,Cool Spook,Cool Spook,Cooler Spuk,Sir Cool,Espantofrío,쿨 스푸크,⟦MSBT:0E000000020002005400⟧Havalı Hayalet⟦MSBT:0E000000020002006400⟧
149,NameAgbk014,UFO,OVNI,UFO,UFO,Ovni,U.F.O.,UFO
150,NameAgbk015,Rocky,Choiroc,Feinstein,Rocky,Pedroso,록키,Kaya
151,NameAgbk016,Coner,Coner,Coner,Pagurio,Coner,코너,Yengeç
152,NameAgbk017,Scarfy,Scarfy,Scarfy,Scarfy,Scarfy,스커피,Scarfy
153,NameAgbk018,Gordo,Minérisson,Gordow,Bombospino,Gordo,도르고,Dikentop
154,NameAgbk019,Shotzo,Shotzo,Kanonor,Shotzo,Shotzo,채리엇포,Topçu
155,NameAgbk020,Phan Phan,Phan Phan,Phan Phan,Phan Phan,Phan Phan,펀펀,Phan Phan
156,NameAgbk021,Mr. Tick-Tock,Pil'Poil,Herr Tick-Tack,Mr. Tic-Toc,Sr. Tic-Tac,미스터 똑딱,Bay Tik-Tak
157,NameAgbk022,Mr. Frosty,Frigor Efik,Dr. Eisbert,Dadopagos,Sr. Mórsez,미스터 프로스티,Bay Ayaz
158,NameAgbk023,⟦MSBT:0E000000020002005500⟧Mr. Shine & Mr. Bright⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005000⟧M. Brillant & M. Radieux⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005500⟧Mr. Shine & Mr. Bright⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002004600⟧Sig. Lunatico & Sig. Solerte⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002004700⟧Sr. Brillosón & Sr. Radiante⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002003F00⟧미스터 샤인&미스터 브라이트⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005000⟧Bay Parıltı & Bay Parlak⟦MSBT:0E000000020002006400⟧
159,NameAgbk024,Heavy Mole,Heavy Mole,Heavy Molli,Heavy Mole,Topo pesado,헤비 몰,⟦MSBT:0E000000020002005C00⟧Ağır Köstebek⟦MSBT:0E000000020002006400⟧
160,NameAgbk025,King Dedede,Roi DaDiDou,König Dedede,King Dedede,Rey Dedede,디디디 대왕,Kral Dedede
161,NameAgbk026,Invincible Candy,Super sucette,Superkraft-Lolli,Bonbon,Piruleta,캔디,Yenilmez Şeker
162,NameAgbk027,Nightmare Wizard,⟦MSBT:0E000000020002006100⟧Sorcier Cauchemar⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006200⟧Albtraum-Zauberer⟦MSBT:0E000000020002006400⟧,Mago Incubo,Mago Pesadilla,나이트메어 위저드,Kâbus Büyücüsü
163,NameAgbk028,Star Rod,Bâton étoile,Sternenzepter,Scettro Stella,Varita estelar,스타로드,Yıldız Asası
164,NameAgbk029,1-Up Meta Knight,1 VIE Meta Knight,1-Up Meta Knight,1UP Meta Knight,⟦MSBT:0E000000020002005E00⟧1 VIDA Meta Knight⟦MSBT:0E000000020002006400⟧,1UP(메타 나이트),1 Can Meta Knight
165,NameKagami000,⟦MSBT:0E000000020002005D00⟧Kirby on the Phone⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005F00⟧Kirby au téléphone⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005300⟧Telefonmarathon-Kirby⟦MSBT:0E000000020002006400⟧,Kirby Cellulare,Kirby al teléfono,커비(휴대폰),⟦MSBT:0E000000020002005D00⟧Telefondaki Kirby⟦MSBT:0E000000020002006400⟧
166,NameKagami001,Four Colour Kirby,Kirby 4 couleurs,4-Farben-Kirby,⟦MSBT:0E000000020002005A00⟧Kirby quattro colori⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005A00⟧Kirby cuatro colores⟦MSBT:0E000000020002006400⟧,4색 커비,Dört Renkli Kirby
167,NameKagami002,Angel Kirby,Kirby Arcupidon,Amor-Kirby,Kirby Cupido,Arkero,엔젤 커비,Melek Kirby
168,NameKagami003,Missile Kirby,Kirby fusée,Raketen-Kirby,Kirby Missile,Kirby proyectil,미사일 커비,Füze Kirby
169,NameKagami004,Mini Kirby,Kirby minus,Schrumpf-Kirby,Kirby Minimo,Minikirby,미니 커비,Mini Kirby
170,NameKagami005,Bang-Bang,Missilator,Torpedor,Rombo,Misilín,쿠앙,Güm-Güm
171,NameKagami006,Chip,Chip,Hoppsala,Cip,Bolita,틱틱이,Pofuduk
172,NameKagami007,Boxin,Pittbox,Boxin,Boxy,Kickboxi,원투,Boksör
173,NameKagami008,Cupie,Cupidard,Amorion,Al Cupido,Cupi,애니,Kupido
174,NameKagami009,Golem,Tad'brik,Gragant,Golem,Galeb,가레브,Golem
175,NameKagami010,Heavy Knight,Heavy Knight,Heavy Knight,Heavy Knight,Heavy Knight,중기사,⟦MSBT:0E000000020002005C00⟧Ağır Şövalye⟦MSBT:0E000000020002006400⟧
176,NameKagami011,Leap,Bisetout,Maulipp,Tirabaci,Muax,리프,Öpücük
177,NameKagami012,Mirra,Mirargot,Spiegula,Pecchio,Spegula,미랑,Aynacık
178,NameKagami013,Prank,Farsetaf,Dämonor,Taccolo,Deimon,프랭크,Şakacı
179,NameKagami014,Roly-Poly,Roulboul,Rollnit,Ruzzolo,Girinus,오동통,Yuvarlak
180,NameKagami015,Snooter,Morvux,Schluckwatt,Skizzy,Babosín,비르고,Oburcuk
181,NameKagami016,Dark Meta Knight,Dark Meta Knight,Dark Meta-Knight,Meta Knight Nero,Dark Meta Knight,다크 메타 나이트,⟦MSBT:0E000000020002005700⟧Karanlık Meta Knight⟦MSBT:0E000000020002006400⟧
182,NameKagami017,Cookin,Cuistoc,Pfannibal,Chef Volovan,Cocinillas,쿡쿡,Aşçı
183,NameKagami018,Box Boxer,Kung Fouah,Hau-Wau,Bauzer,Kan-Foo,바우 파이터,⟦MSBT:0E000000020002005600⟧Kutu Boksörü⟦MSBT:0E000000020002006400⟧
184,NameKagami019,Bombar,Bombardur,Jetstar,Trop Gun,Aeburón,에어로스타,Bombajet
185,NameKagami020,Master Hand,Créa-Main,Meisterhand,Master Hand,Master Hand,마스터핸드,Usta El
186,NameKagami021,Gobbler,Moerfal,Pirator,Galeandro,Tiburino,가브리엘,Obur
187,NameKagami022,Mega Titan,Méga Titan,Mega-Titan,Mega Titano,Mega Titan,메가 타이탄,Mega Titan
188,NameKagami023,Master Sword,Ultimépée,Meisterschwert,Master Sword,Espada maestra,마스터 스워드,Usta Kılıç
189,NameKagami024,Dark Mind,Psychédiablik,Dark Mind,Dark Mind,Dark Mind,다크 마인드,Kara Zihin
190,NameKagami025,Dimension Mirror,⟦MSBT:0E000000020002005E00⟧Miroir dimensionnel⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006200⟧Dimensionsspiegel⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005000⟧Specchio dimensionale⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005D00⟧Espejo dimensional⟦MSBT:0E000000020002006400⟧,디멘션 미러,Boyut Aynası
191,NameTouch000,Ball Kirby,Kirby balle,Kirby-Ball,Palla Kirby,Kirby pelota,커비 볼,Top Kirby
192,NameTouch001,Kirby in Cart,Kirby en chariot,Kirby in Lore,Kirby Corsa Folle,⟦MSBT:0E000000020002006200⟧Kirby en vagoneta⟦MSBT:0E000000020002006400⟧,커비(트램카),Arabada Kirby
193,NameTouch002,Stone Kirby,Kirby rocher,Stein-Kirby,Kirby Pietra,Kirby piedra,스톤 커비,Taş Kirby
194,NameTouch003,Wheel Kirby,Kirby roue,Gummirad-Kirby,Kirby Ruota,Kirby rueda,휠 커비,Teker Kirby
195,NameTouch004,Balloon Kirby,Kirby ballon,Ballon-Kirby,Kirby Pallone,Kirby globo,벌룬 커비,Balon Kirby
196,NameTouch005,Dedede Ball,Balle DaDiDou,Dedede-Ball,Palla King Dedede,Bola Dedede,디디디 볼,Dedede Topu
197,NameTouch006,Meta Knight Ball,Balle Meta Knight,Meta Knight-Ball,Palla Meta Knight,Bola Meta Knight,메타 나이트 볼,Meta Knight Topu
198,NameTouch007,Waddle Dee Ball,Balle Waddle Dee,Waddle Dee Ball,Palla Waddle Dee,Bola Waddle Dee,웨이들 디 볼,Waddle Dee Topu
199,NameTouch008,Waddle Doo Ball,Balle Waddle Doo,Waddle Doo Ball,Palla Waddle Doo,Bola Waddle Doo,웨이들 두 볼,Waddle Doo Topu
200,NameTouch009,⟦MSBT:0E000000020002006200⟧Spear Waddle Dee⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005C00⟧Lancier Waddle Dee⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006200⟧Pieksi Waddle Dee⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005700⟧Waddle Dee Lanciere⟦MSBT:0E000000020002006400⟧,Pica Waddle Dee,창 웨이들 디,⟦MSBT:0E000000020002005F00⟧Mızraklı Waddle Dee⟦MSBT:0E000000020002006400⟧
201,NameTouch010,Bouncy,Bouncy,Bouncy,Bouncy,Bouncy,바운시,Bouncy
202,NameTouch011,Soarar,Picoplane,Jetsky,Ronzo,Soarar,소아라,Süzkanat
203,NameTouch012,Blipper,Fugubul,Fugini,Glubglu,Fugur,블립퍼,Balık
204,NameTouch013,Bloon,Bubulle,Ballonius,Cino Pallon,Pukura,볼로기,Balon
205,NameTouch014,Thudd,Faciès,Rumms,Cascamasca,Dendon,퍽퍽,Güm
206,NameTouch015,Para Matter,Para Matière,Para-Masse,Para,Para Materia,파라 매터,Para Madde
207,NameTouch016,King Dedede,Roi DaDiDou,König Dedede,King Dedede,Rey Dedede,디디디 대왕,Kral Dedede
208,NameTouch017,Paint Roller,Paint Roller,Paint Roller,Paint Roller,Paint Roller,페인트 롤러,Paint Roller
209,NameTouch018,Drawcia,⟦MSBT:0E000000020002005C00⟧Crayona la Sorcière⟦MSBT:0E000000020002006400⟧,Malia,Pigmenta,Bruja Drawcia,도로시아,Boyacı Cadı
210,NameTouch019,⟦MSBT:0E000000020002005700⟧King Dedede Drawing⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005100⟧Dessin du Roi DaDiDou⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005000⟧König-Dedede-Gemälde⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002004D00⟧Disegno di King Dedede⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005E00⟧Dibujo Rey Dedede⟦MSBT:0E000000020002006400⟧,디디디 대왕 그림,⟦MSBT:0E000000020002005700⟧Kral Dedede Çizimi⟦MSBT:0E000000020002006400⟧
211,NameTouch020,Power Paintbrush,⟦MSBT:0E000000020002005E00⟧Pinceau du pouvoir⟦MSBT:0E000000020002006400⟧,Power-Malpinsel,⟦MSBT:0E000000020002005D00⟧Pennello del potere⟦MSBT:0E000000020002006400⟧,Pincel del poder,마법의 붓,Güç Boya Fırçası
212,NameDaroach000,Kirby,Kirby,Kirby,Kirby,Kirby,커비(보물상자),Kirby
213,NameDaroach001,Bubble Kirby,Kirby bulle,Blasen-Kirby,Kirby Bolla,Kirby pompas,버블 커비,⟦MSBT:0E000000020002005D00⟧Baloncuk Kirby⟦MSBT:0E000000020002006400⟧
214,NameDaroach002,Animal Kirby,Kirby animal,Tier-Kirby,Kirby Animale,Kirby salvaje,애니멀 커비,Hayvan Kirby
215,NameDaroach003,Magic Kirby,Kirby magik,Zauber-Kirby,Kirby Magia,Kirby brujito,매직 커비,Sihirli Kirby
216,NameDaroach004,Metal Kirby,Kirby métal,Metall-Kirby,Kirby Metallo,Kirby metal,메탈 커비,Metal Kirby
217,NameDaroach005,Ghost Kirby,Kirby fantôme,Geister-Kirby,Kirby Fantasma,Kirby fantasma,고스트 커비,Hayalet Kirby
218,NameDaroach006,Gaw Gaw,Gaw Gaw,Knabber-Knabber,Gaw Gaw,Gau Gau,바우가우,Gav Gav
219,NameDaroach007,Bubble Head,Bubble Head,Blasenblubber,Bolliciotto,Burbus,버블이,Baloncuk Kafa
220,NameDaroach008,Squeaker,Souriris,Quieckso,Squeaker,Chillines,츄린,Ciyakçı
