row,scope,id,english,ukenglish,french,nafrench,german,italian,spanish,naspanish,dutch,portuguese,russian,japanese,turkish_current,turkish_final,status,reason,creative_flag,font_missing,notes
39,tweaker,96A7E75A,Displays the number of particle systems that were rendered in the last EmissionManager::Render. (toggle and exit tweaker to graph),uke twk Num Particle Systems Rendered,fre twk Num Particle Systems Rendered,naf twk Num Particle Systems Rendered,ger twk Num Particle Systems Rendered,ita twk Num Particle Systems Rendered,spa twk Num Particle Systems Rendered,nas twk Num Particle Systems Rendered,dut twk Num Particle Systems Rendered,por twk Num Particle Systems Rendered,rus twk Num Particle Systems Rendered,jap twk Num Particle Systems Rendered,Displays the number of particle systems that were rendered in the last EmissionManager::Render. (toggle and exit tweaker to graph),Son EmissionManager::Render çağrısında çizilen parçacık sistemi sayısını gösterir. (grafik için açıp tweaker'dan çık),DEĞİŞTİ,Tamamen İngilizce kalmış profiler açıklaması Türkçeleştirildi; fonksiyon adı korundu.,,,2. tam manuel tur: EVET
40,tweaker,261C11B9,"Render the coordinate system of the bone that the effect is attached to. Artists may find this useful when writing effects script commands such as ""DirectAlongLocalXAxis"", which require some knowledge of the coordinate system of the bone that they are attached to.",uke Render Bone Coord Sys,fre Render Bone Coord Sys,naf Render Bone Coord Sys,ger Render Bone Coord Sys,ita Render Bone Coord Sys,spa Render Bone Coord Sys,nas Render Bone Coord Sys,dut Render Bone Coord Sys,por Render Bone Coord Sys,rus Render Bone Coord Sys,jap Render Bone Coord Sys,"Efektin bağlı olduğu kemiğin koordinat sistemini çizer. ""DirectAlongLocalXAxis"" gibi komutları yazarken kullanışlı olabilir","Efektin bağlı olduğu kemiğin koordinat sistemini çizer. Sanatçılar, bağlı olunan kemiğin koordinat sistemini bilmeyi gerektiren ""DirectAlongLocalXAxis"" gibi efekt betiği komutlarını yazarken bunu kullanışlı bulabilir.",DEĞİŞTİ,Kaynakta sanatçılara ve efekt betiği kullanımına ilişkin eksik ayrıntılar tamamlandı; komut adı korundu.,,,2. tam manuel tur: EVET
41,tweaker,8184396F,"Render the coordinate system of the particle emitter, where the positive z axis is the ""forward"" direction (the direction that particles are generally shot in if they have velocity).  ",uke Render Emitter Coord Sys,fre Render Emitter Coord Sys,naf Render Emitter Coord Sys,ger Render Emitter Coord Sys,ita Render Emitter Coord Sys,spa Render Emitter Coord Sys,nas Render Emitter Coord Sys,dut Render Emitter Coord Sys,por Render Emitter Coord Sys,rus Render Emitter Coord Sys,jap Render Emitter Coord Sys,Parçacık yayıcının koordinat sistemini çizer; pozitif z ekseni ileri yönü gösterir,Parçacık yayıcının koordinat sistemini çizer; pozitif z ekseni ileri yönü gösterir,KALDI,"TEK TEK MANUEL KONTROL: geliştirici/debug metni anlam, teknik terim ve Türkçe doğallık açısından gözden geçirildi; mevcut ifade uygun bulundu.",,,2. tam manuel tur: EVET
42,tweaker,18073AF2,"Re-triggers the last ""Quick Tweak"" effect that you triggered through the effects tool.  ",uke Request Quick Effect,fre Request Quick Effect,naf Request Quick Effect,ger Request Quick Effect,ita Request Quick Effect,spa Request Quick Effect,nas Request Quick Effect,dut Request Quick Effect,por Request Quick Effect,rus Request Quick Effect,jap Request Quick Effect,"Efekt aracıyla tetiklediğin son ""Hızlı İnce Ayar"" efektini yeniden çalıştırır","Efekt aracıyla tetiklediğin son ""Hızlı İnce Ayar"" efektini yeniden çalıştırır",KALDI,"TEK TEK MANUEL KONTROL: geliştirici/debug metni anlam, teknik terim ve Türkçe doğallık açısından gözden geçirildi; mevcut ifade uygun bulundu.",,,2. tam manuel tur: EVET
43,tweaker,F8183750,"If tweaked to true, depth testing is disabled for all particles.",uke Always In Front,fre Always In Front,naf Always In Front,ger Always In Front,ita Always In Front,spa Always In Front,nas Always In Front,dut Always In Front,por Always In Front,rus Always In Front,jap Always In Front,True yapılırsa tüm parçacıklar için derinlik testi kapanır,True yapılırsa tüm parçacıklar için derinlik testi kapanır,KALDI,"TEK TEK MANUEL KONTROL: geliştirici/debug metni anlam, teknik terim ve Türkçe doğallık açısından gözden geçirildi; mevcut ifade uygun bulundu.",,,2. tam manuel tur: EVET
44,tweaker,B76CF801,Tweakers to switch the language on the fly. Note that this does not swap the font.,uke Swap To Language,fre Swap To Language,naf Swap To Language,ger Swap To Language,ita Swap To Language,spa Swap To Language,nas Swap To Language,dut Swap To Language,por Swap To Language,rus Swap To Language,jap Swap To Language,Dili anlık değiştiren ince ayarlar; fontu değiştirmez,Dili anlık değiştiren ince ayarlar; fontu değiştirmez,KALDI,"TEK TEK MANUEL KONTROL: geliştirici/debug metni anlam, teknik terim ve Türkçe doğallık açısından gözden geçirildi; mevcut ifade uygun bulundu.",,,2. tam manuel tur: EVET
45,tweaker,60BA8F4F,"Contact Relaxation is a mechanism for correcting the error in constraints, e.g., pushing apart bodies that are interpenetrating, or pulling bodies back together if connected by a joint that has drifted apart.",uke Use Contact Relaxation,fre Use Contact Relaxation,naf Use Contact Relaxation,ger Use Contact Relaxation,ita Use Contact Relaxation,spa Use Contact Relaxation,nas Use Contact Relaxation,dut Use Contact Relaxation,por Use Contact Relaxation,rus Use Contact Relaxation,jap Use Contact Relaxation,"Contact Relaxation, kısıt hatalarını düzeltmek için kullanılan bir mekanizmadır","Contact Relaxation, kısıtlardaki hataları düzeltmeye yarayan bir mekanizmadır; örneğin iç içe geçmiş cisimleri birbirinden iter veya bir eklem sürüklenip ayrılmışsa bağlı cisimleri yeniden birbirine çeker.",DEĞİŞTİ,Kaynakta verilen fizik örnekleri önceki kısa çeviride eksikti; teknik anlam korunarak tamamlandı.,,,2. tam manuel tur: EVET
46,tweaker,D5FAE9B5,Draw the contacts normals of all physics contacts as red lines,uke Draw Contact Normals,fre Draw Contact Normals,naf Draw Contact Normals,ger Draw Contact Normals,ita Draw Contact Normals,spa Draw Contact Normals,nas Draw Contact Normals,dut Draw Contact Normals,por Draw Contact Normals,rus Draw Contact Normals,jap Draw Contact Normals,Tüm fizik temaslarının normallerini kırmızı çizgiler olarak çiz,Tüm fizik temaslarının normallerini kırmızı çizgiler olarak çiz,KALDI,"TEK TEK MANUEL KONTROL: geliştirici/debug metni anlam, teknik terim ve Türkçe doğallık açısından gözden geçirildi; mevcut ifade uygun bulundu.",,,2. tam manuel tur: EVET
47,tweaker,51CE75AC,Draw all physics contacts as red spheres,uke Draw Contacts,fre Draw Contacts,naf Draw Contacts,ger Draw Contacts,ita Draw Contacts,spa Draw Contacts,nas Draw Contacts,dut Draw Contacts,por Draw Contacts,rus Draw Contacts,jap Draw Contacts,Tüm fizik temaslarını kırmızı küreler olarak çiz,Tüm fizik temaslarını kırmızı küreler olarak çiz,KALDI,"TEK TEK MANUEL KONTROL: geliştirici/debug metni anlam, teknik terim ve Türkçe doğallık açısından gözden geçirildi; mevcut ifade uygun bulundu.",,,2. tam manuel tur: EVET
48,tweaker,3C5D510C,"When Physics/Draw Geoms is enabled, turning this on will draw the KD tree of the trimesh.",uke DrawKDTree,fre DrawKDTree,naf DrawKDTree,ger DrawKDTree,ita DrawKDTree,spa DrawKDTree,nas DrawKDTree,dut DrawKDTree,por DrawKDTree,rus DrawKDTree,jap DrawKDTree,Physics/Draw Geoms açıksa bunu açmak üçgen ağın KD ağacını çizer,Physics/Draw Geoms açıksa bunu açmak üçgen ağın KD ağacını çizer,KALDI,"TEK TEK MANUEL KONTROL: geliştirici/debug metni anlam, teknik terim ve Türkçe doğallık açısından gözden geçirildi; mevcut ifade uygun bulundu.",,,2. tam manuel tur: EVET
49,tweaker,3AC18C60,Turn this to True to just draw the box around the debug cam target. False will draw all of the leaf node boxes in the KD Tree.,uke Only Draw Box Around Debug Cam Target,fre Only Draw Box Around Debug Cam Target,naf Only Draw Box Around Debug Cam Target,ger Only Draw Box Around Debug Cam Target,ita Only Draw Box Around Debug Cam Target,spa Only Draw Box Around Debug Cam Target,nas Only Draw Box Around Debug Cam Target,dut Only Draw Box Around Debug Cam Target,por Only Draw Box Around Debug Cam Target,rus Only Draw Box Around Debug Cam Target,jap Only Draw Box Around Debug Cam Target,True olursa yalnızca hedef kutusu çizilir; False olursa KD ağacındaki tüm yaprak düğüm kutuları çizilir,True olursa yalnızca hedef kutusu çizilir; False olursa KD ağacındaki tüm yaprak düğüm kutuları çizilir,KALDI,"TEK TEK MANUEL KONTROL: geliştirici/debug metni anlam, teknik terim ve Türkçe doğallık açısından gözden geçirildi; mevcut ifade uygun bulundu.",,,2. tam manuel tur: EVET
50,tweaker,BC629EA2,"TWEAK_FLOAT( g_fCheckSupportRadius, 0.2f, ""Physics/Character"", 0.0f, 10.0f, 0.01f) overriding radius for Casper, do not integrate:",uke Check Support Radius,fre Check Support Radius,naf Check Support Radius,ger Check Support Radius,ita Check Support Radius,spa Check Support Radius,nas Check Support Radius,dut Check Support Radius,por Check Support Radius,rus Check Support Radius,jap Check Support Radius,"TWEAK_FLOAT( g_fCheckSupportRadius, 0.2f, ""Physics/Character"", 0.0f, 10.0f, 0.01f) overriding radius for Casper, do not integrate:","TWEAK_FLOAT( g_fCheckSupportRadius, 0.2f, ""Physics/Character"", 0.0f, 10.0f, 0.01f) Casper için yarıçapı geçersiz kılar; entegre etmeyin:",DEĞİŞTİ,"Kod/makro bölümü aynen korundu, açıklama kısmı Türkçeleştirildi.",,,2. tam manuel tur: EVET
51,tweaker,D926206A,"Number of sync requests the client processes with the server. The larger this number, the more accurate our synced time is",uke Num Sync Requests To Process,fre Num Sync Requests To Process,naf Num Sync Requests To Process,ger Num Sync Requests To Process,ita Num Sync Requests To Process,spa Num Sync Requests To Process,nas Num Sync Requests To Process,dut Num Sync Requests To Process,por Num Sync Requests To Process,rus Num Sync Requests To Process,jap Num Sync Requests To Process,İstemcinin sunucuyla işlediği senkron istek sayısı; sayı arttıkça senkron zaman daha doğru olur,İstemcinin sunucuyla işlediği senkron istek sayısı; sayı arttıkça senkron zaman daha doğru olur,KALDI,"TEK TEK MANUEL KONTROL: geliştirici/debug metni anlam, teknik terim ve Türkçe doğallık açısından gözden geçirildi; mevcut ifade uygun bulundu.",,,2. tam manuel tur: EVET
52,tweaker,299FF6E2,"If enabled, a printout will appear on the screen when the path agent hits a path event.",uke Show Path Events,fre Show Path Events,naf Show Path Events,ger Show Path Events,ita Show Path Events,spa Show Path Events,nas Show Path Events,dut Show Path Events,por Show Path Events,rus Show Path Events,jap Show Path Events,Açıksa yol ajanı bir yol olayına çarptığında ekranda çıktı görünür,Açıksa yol ajanı bir yol olayına çarptığında ekranda çıktı görünür,KALDI,"TEK TEK MANUEL KONTROL: geliştirici/debug metni anlam, teknik terim ve Türkçe doğallık açısından gözden geçirildi; mevcut ifade uygun bulundu.",,,2. tam manuel tur: EVET
53,tweaker,8E9BAF98,Turn on debug-draw rendering of all GenericPath's in the world (can be slow),uke Render All Paths,fre Render All Paths,naf Render All Paths,ger Render All Paths,ita Render All Paths,spa Render All Paths,nas Render All Paths,dut Render All Paths,por Render All Paths,rus Render All Paths,jap Render All Paths,Dünyadaki tüm GenericPath çizimlerini debug modunda aç (yavaş olabilir),Dünyadaki tüm GenericPath çizimlerini debug modunda aç (yavaş olabilir),KALDI,"TEK TEK MANUEL KONTROL: geliştirici/debug metni anlam, teknik terim ve Türkçe doğallık açısından gözden geçirildi; mevcut ifade uygun bulundu.",,,2. tam manuel tur: EVET
54,tweaker,7EFCA34E,Displays the number of iterations in the SmallDistanceStep algorithm.,uke small Distance Step Iteration Counter,fre small Distance Step Iteration Counter,naf small Distance Step Iteration Counter,ger small Distance Step Iteration Counter,ita small Distance Step Iteration Counter,spa small Distance Step Iteration Counter,nas small Distance Step Iteration Counter,dut small Distance Step Iteration Counter,por small Distance Step Iteration Counter,rus small Distance Step Iteration Counter,jap small Distance Step Iteration Counter,SmallDistanceStep algoritmasındaki yineleme sayısını gösterir,SmallDistanceStep algoritmasındaki yineleme sayısını gösterir,KALDI,"TEK TEK MANUEL KONTROL: geliştirici/debug metni anlam, teknik terim ve Türkçe doğallık açısından gözden geçirildi; mevcut ifade uygun bulundu.",,,2. tam manuel tur: EVET
55,tweaker,133A6FB5,Enable/Disable rendering of all paths.,uke Path Rendering Enabled,fre Path Rendering Enabled,naf Path Rendering Enabled,ger Path Rendering Enabled,ita Path Rendering Enabled,spa Path Rendering Enabled,nas Path Rendering Enabled,dut Path Rendering Enabled,por Path Rendering Enabled,rus Path Rendering Enabled,jap Path Rendering Enabled,Tüm yolların çizimini aç/kapat,Tüm yolların çizimini aç/kapat,KALDI,"TEK TEK MANUEL KONTROL: geliştirici/debug metni anlam, teknik terim ve Türkçe doğallık açısından gözden geçirildi; mevcut ifade uygun bulundu.",,,2. tam manuel tur: EVET
56,tweaker,F8B57CD7,Storyboard Tweakers ,uke Story Board Scroll Width,fre Story Board Scroll Width,naf Story Board Scroll Width,ger Story Board Scroll Width,ita Story Board Scroll Width,spa Story Board Scroll Width,nas Story Board Scroll Width,dut Story Board Scroll Width,por Story Board Scroll Width,rus Story Board Scroll Width,jap Story Board Scroll Width,Storyboard İnce Ayarları,Storyboard İnce Ayarları,KALDI,"TEK TEK MANUEL KONTROL: geliştirici/debug metni anlam, teknik terim ve Türkçe doğallık açısından gözden geçirildi; mevcut ifade uygun bulundu.",,,2. tam manuel tur: EVET
57,tweaker,5B0CFEAD,Misc Tweakers ,uke Ignore Music Request,fre Ignore Music Request,naf Ignore Music Request,ger Ignore Music Request,ita Ignore Music Request,spa Ignore Music Request,nas Ignore Music Request,dut Ignore Music Request,por Ignore Music Request,rus Ignore Music Request,jap Ignore Music Request,Çeşitli İnce Ayarlar,Çeşitli İnce Ayarlar,KALDI,"TEK TEK MANUEL KONTROL: geliştirici/debug metni anlam, teknik terim ve Türkçe doğallık açısından gözden geçirildi; mevcut ifade uygun bulundu.",,,2. tam manuel tur: EVET
58,tweaker,13BEA90A,"TWEAK_BOOL( sAlwaysPerformFirstSave, false, ""NCL_Tweakers/FE/Flow"" )",uke Start Screen PressADelay,fre Start Screen PressADelay,naf Start Screen PressADelay,ger Start Screen PressADelay,ita Start Screen PressADelay,spa Start Screen PressADelay,nas Start Screen PressADelay,dut Start Screen PressADelay,por Start Screen PressADelay,rus Start Screen PressADelay,jap Start Screen PressADelay,"TWEAK_BOOL( sAlwaysPerformFirstSave, false, ""NCL_Tweakers/FE/Flow"" )","TWEAK_BOOL( sAlwaysPerformFirstSave, false, ""NCL_Tweakers/FE/Flow"" )",KALDI,TEK TEK MANUEL KONTROL: kod/makro/değişken sembolleri çalışma ve geliştirici anlamı bozulmasın diye aynen korundu; çevrilebilir açıklama kısmı uygun bulundu.,,,2. tam manuel tur: EVET
59,tweaker,D349251D,not scaled,uke Anark Zoom Slider 0Y,fre Anark Zoom Slider 0Y,naf Anark Zoom Slider 0Y,ger Anark Zoom Slider 0Y,ita Anark Zoom Slider 0Y,spa Anark Zoom Slider 0Y,nas Anark Zoom Slider 0Y,dut Anark Zoom Slider 0Y,por Anark Zoom Slider 0Y,rus Anark Zoom Slider 0Y,jap Anark Zoom Slider 0Y,ölçeklenmez,ölçeklenmez,KALDI,"TEK TEK MANUEL KONTROL: geliştirici/debug metni anlam, teknik terim ve Türkçe doğallık açısından gözden geçirildi; mevcut ifade uygun bulundu.",,,2. tam manuel tur: EVET
60,tweaker,A24EC72D,For PC testing,uke Scrub Time,fre Scrub Time,naf Scrub Time,ger Scrub Time,ita Scrub Time,spa Scrub Time,nas Scrub Time,dut Scrub Time,por Scrub Time,rus Scrub Time,jap Scrub Time,PC testi için,PC testi için,KALDI,"TEK TEK MANUEL KONTROL: geliştirici/debug metni anlam, teknik terim ve Türkçe doğallık açısından gözden geçirildi; mevcut ifade uygun bulundu.",,,2. tam manuel tur: EVET
61,tweaker,8071899F,"These are referenced externally, so don't change to release macros.",uke Override Team Cash This Floor,fre Override Team Cash This Floor,naf Override Team Cash This Floor,ger Override Team Cash This Floor,ita Override Team Cash This Floor,spa Override Team Cash This Floor,nas Override Team Cash This Floor,dut Override Team Cash This Floor,por Override Team Cash This Floor,rus Override Team Cash This Floor,jap Override Team Cash This Floor,Bunlara dışarıdan başvuruluyor; release makrolarına çevirmeyin,Bunlara dışarıdan başvuruluyor; release makrolarına çevirmeyin,KALDI,"TEK TEK MANUEL KONTROL: geliştirici/debug metni anlam, teknik terim ve Türkçe doğallık açısından gözden geçirildi; mevcut ifade uygun bulundu.",,,2. tam manuel tur: EVET
62,tweaker,C4E0311F,"How fast the bat will drop, the duration is set by the animation length static RELEASE_FLOAT( s_fDropSpeed, 5.0f, ""NCL_Tweakers/Pests/Bats"", 0.3f, 20.0f, 0.1f ) How far away from the nest the Luigi vacuum will trigger a response from the bats",uke Bat Hearing Distance,fre Bat Hearing Distance,naf Bat Hearing Distance,ger Bat Hearing Distance,ita Bat Hearing Distance,spa Bat Hearing Distance,nas Bat Hearing Distance,dut Bat Hearing Distance,por Bat Hearing Distance,rus Bat Hearing Distance,jap Bat Hearing Distance,"How fast the bat will drop, the duration is set by the animation length static RELEASE_FLOAT( s_fDropSpeed, 5.0f, ""NCL_Tweakers/Pests/Bats"", 0.3f, 20.0f, 0.1f ) How far away from the nest the Luigi vacuum will trigger a response from the bats","Yarasanın düşme hızı; süre animasyon uzunluğuyla belirlenir. static RELEASE_FLOAT( s_fDropSpeed, 5.0f, ""NCL_Tweakers/Pests/Bats"", 0.3f, 20.0f, 0.1f ) Luigi'nin süpürgesinin yuvadan ne kadar uzakta yarasalarda tepki oluşturacağını belirler.",DEĞİŞTİ,Kod sabiti korunarak iki İngilizce geliştirici açıklaması Türkçeleştirildi.,,,2. tam manuel tur: EVET
63,tweaker,4AE14A7E,An above ground beetle will fly towards you when you're within this distance,uke Above Ground Attack Distance,fre Above Ground Attack Distance,naf Above Ground Attack Distance,ger Above Ground Attack Distance,ita Above Ground Attack Distance,spa Above Ground Attack Distance,nas Above Ground Attack Distance,dut Above Ground Attack Distance,por Above Ground Attack Distance,rus Above Ground Attack Distance,jap Above Ground Attack Distance,Yeryüzündeki böcek bu mesafeye girince sana doğru uçar,Yeryüzündeki böcek bu mesafeye girince sana doğru uçar,KALDI,"TEK TEK MANUEL KONTROL: geliştirici/debug metni anlam, teknik terim ve Türkçe doğallık açısından gözden geçirildi; mevcut ifade uygun bulundu.",,,2. tam manuel tur: EVET
64,tweaker,8588545E,these match Luigi's (but they could not),uke Cannon Damage Period,fre Cannon Damage Period,naf Cannon Damage Period,ger Cannon Damage Period,ita Cannon Damage Period,spa Cannon Damage Period,nas Cannon Damage Period,dut Cannon Damage Period,por Cannon Damage Period,rus Cannon Damage Period,jap Cannon Damage Period,Bunlar Luigi'ninkilerle eşleşir (ama zorunlu değil),Bunlar Luigi'ninkilerle eşleşir (ama zorunlu değil),KALDI,"TEK TEK MANUEL KONTROL: geliştirici/debug metni anlam, teknik terim ve Türkçe doğallık açısından gözden geçirildi; mevcut ifade uygun bulundu.",,,2. tam manuel tur: EVET
65,tweaker,0DA8D4D2,"The distance at which the crow locks their attack direction, giving Luigi a chance to dodge",uke Fix Attack Dist,fre Fix Attack Dist,naf Fix Attack Dist,ger Fix Attack Dist,ita Fix Attack Dist,spa Fix Attack Dist,nas Fix Attack Dist,dut Fix Attack Dist,por Fix Attack Dist,rus Fix Attack Dist,jap Fix Attack Dist,Karganın saldırı yönünü kilitlediği mesafe; Luigi böylece kaçma şansı bulur,Karganın saldırı yönünü kilitlediği mesafe; Luigi böylece kaçma şansı bulur,KALDI,"TEK TEK MANUEL KONTROL: geliştirici/debug metni anlam, teknik terim ve Türkçe doğallık açısından gözden geçirildi; mevcut ifade uygun bulundu.",,,2. tam manuel tur: EVET
66,tweaker,37CE5269,debugging only,uke Allow Chase State Change,fre Allow Chase State Change,naf Allow Chase State Change,ger Allow Chase State Change,ita Allow Chase State Change,spa Allow Chase State Change,nas Allow Chase State Change,dut Allow Chase State Change,por Allow Chase State Change,rus Allow Chase State Change,jap Allow Chase State Change,yalnızca hata ayıklama,yalnızca hata ayıklama,KALDI,"TEK TEK MANUEL KONTROL: geliştirici/debug metni anlam, teknik terim ve Türkçe doğallık açısından gözden geçirildi; mevcut ifade uygun bulundu.",,,2. tam manuel tur: EVET
67,tweaker,76527D67,*****************************************************************************,uke Do Aiming,fre Do Aiming,naf Do Aiming,ger Do Aiming,ita Do Aiming,spa Do Aiming,nas Do Aiming,dut Do Aiming,por Do Aiming,rus Do Aiming,jap Do Aiming,*****************************************************************************,*****************************************************************************,KALDI,"TEK TEK MANUEL KONTROL: geliştirici/debug metni anlam, teknik terim ve Türkçe doğallık açısından gözden geçirildi; mevcut ifade uygun bulundu.",,,2. tam manuel tur: EVET
68,tweaker,12595AA0,Left,uke AimIKTop Left X,fre AimIKTop Left X,naf AimIKTop Left X,ger AimIKTop Left X,ita AimIKTop Left X,spa AimIKTop Left X,nas AimIKTop Left X,dut AimIKTop Left X,por AimIKTop Left X,rus AimIKTop Left X,jap AimIKTop Left X,Sol,Sol,KALDI,"TEK TEK MANUEL KONTROL: geliştirici/debug metni anlam, teknik terim ve Türkçe doğallık açısından gözden geçirildi; mevcut ifade uygun bulundu.",,,2. tam manuel tur: EVET
69,tweaker,D1683ADE,Center,uke AimIKTop Ctr X,fre AimIKTop Ctr X,naf AimIKTop Ctr X,ger AimIKTop Ctr X,ita AimIKTop Ctr X,spa AimIKTop Ctr X,nas AimIKTop Ctr X,dut AimIKTop Ctr X,por AimIKTop Ctr X,rus AimIKTop Ctr X,jap AimIKTop Ctr X,Merkez,Merkez,KALDI,"TEK TEK MANUEL KONTROL: geliştirici/debug metni anlam, teknik terim ve Türkçe doğallık açısından gözden geçirildi; mevcut ifade uygun bulundu.",,,2. tam manuel tur: EVET
70,tweaker,34C39C13,Right,uke AimIKTop Right X,fre AimIKTop Right X,naf AimIKTop Right X,ger AimIKTop Right X,ita AimIKTop Right X,spa AimIKTop Right X,nas AimIKTop Right X,dut AimIKTop Right X,por AimIKTop Right X,rus AimIKTop Right X,jap AimIKTop Right X,Sağ,Sağ,KALDI,"TEK TEK MANUEL KONTROL: geliştirici/debug metni anlam, teknik terim ve Türkçe doğallık açısından gözden geçirildi; mevcut ifade uygun bulundu.",,,2. tam manuel tur: EVET
71,tweaker,2317090B,"TWEAK_FLOAT( gAimLHandMaxDist, 0.28f, LAST_REGISTRY_FOLDER,  0.0f, 0.5f, 0.01f ) TWEAK_FLOAT( gAimLHandMinDist, 0.0f, LAST_REGISTRY_FOLDER,  0.0f, 0.5f, 0.01f ) TWEAK_FLOAT( gAimLHandBuffer, 0.006f, LAST_REGISTRY_FOLDER,  0.0f, 0.1f, 0.002f )",uke AimLHand Max Scale,fre AimLHand Max Scale,naf AimLHand Max Scale,ger AimLHand Max Scale,ita AimLHand Max Scale,spa AimLHand Max Scale,nas AimLHand Max Scale,dut AimLHand Max Scale,por AimLHand Max Scale,rus AimLHand Max Scale,jap AimLHand Max Scale,"TWEAK_FLOAT( gAimLHandMaxDist, 0.28f, LAST_REGISTRY_FOLDER,  0.0f, 0.5f, 0.01f ) TWEAK_FLOAT( gAimLHandMinDist, 0.0f, LAST_REGISTRY_FOLDER,  0.0f, 0.5f, 0.01f ) TWEAK_FLOAT( gAimLHandBuffer, 0.006f, LAST_REGISTRY_FOLDER,  0.0f, 0.1f, 0.002f )","TWEAK_FLOAT( gAimLHandMaxDist, 0.28f, LAST_REGISTRY_FOLDER,  0.0f, 0.5f, 0.01f ) TWEAK_FLOAT( gAimLHandMinDist, 0.0f, LAST_REGISTRY_FOLDER,  0.0f, 0.5f, 0.01f ) TWEAK_FLOAT( gAimLHandBuffer, 0.006f, LAST_REGISTRY_FOLDER,  0.0f, 0.1f, 0.002f )",KALDI,TEK TEK MANUEL KONTROL: kod/makro/değişken sembolleri çalışma ve geliştirici anlamı bozulmasın diye aynen korundu; çevrilebilir açıklama kısmı uygun bulundu.,,,2. tam manuel tur: EVET
72,tweaker,34FA6E89,******************************************************************************,uke Fade Luigi,fre Fade Luigi,naf Fade Luigi,ger Fade Luigi,ita Fade Luigi,spa Fade Luigi,nas Fade Luigi,dut Fade Luigi,por Fade Luigi,rus Fade Luigi,jap Fade Luigi,******************************************************************************,******************************************************************************,KALDI,"TEK TEK MANUEL KONTROL: geliştirici/debug metni anlam, teknik terim ve Türkçe doğallık açısından gözden geçirildi; mevcut ifade uygun bulundu.",,,2. tam manuel tur: EVET
73,tweaker,84D0CE96,"TWEAK_FLOAT ( sfTurnThreshold, 6.0f, ""NCL_Tweakers/Movement"", 0.0f, 180.0f, 1.0f )",uke Stop Speed,fre Stop Speed,naf Stop Speed,ger Stop Speed,ita Stop Speed,spa Stop Speed,nas Stop Speed,dut Stop Speed,por Stop Speed,rus Stop Speed,jap Stop Speed,"TWEAK_FLOAT ( sfTurnThreshold, 6.0f, ""NCL_Tweakers/Movement"", 0.0f, 180.0f, 1.0f )","TWEAK_FLOAT ( sfTurnThreshold, 6.0f, ""NCL_Tweakers/Movement"", 0.0f, 180.0f, 1.0f )",KALDI,TEK TEK MANUEL KONTROL: kod/makro/değişken sembolleri çalışma ve geliştirici anlamı bozulmasın diye aynen korundu; çevrilebilir açıklama kısmı uygun bulundu.,,,2. tam manuel tur: EVET
74,tweaker,369839AA,This is used to determine whether to use idle turn or forward walk when going from  strafe to walk.  This is the max angle difference between facing and movement   beyond which the idle turn is used.,uke Strafe Backward Angle,fre Strafe Backward Angle,naf Strafe Backward Angle,ger Strafe Backward Angle,ita Strafe Backward Angle,spa Strafe Backward Angle,nas Strafe Backward Angle,dut Strafe Backward Angle,por Strafe Backward Angle,rus Strafe Backward Angle,jap Strafe Backward Angle,Yandan yürüyüşten normal yürüyüşe geçerken boşta dönme mi ileri yürüme mi kullanılacağını belirler,Yandan yürüyüşten normal yürüyüşe geçerken boşta dönüş mü yoksa ileri yürüyüş mü kullanılacağını belirler. Yüzün baktığı yön ile hareket yönü arasındaki açı farkı bu azami değeri aşarsa boşta dönüş kullanılır.,DEĞİŞTİ,Kaynağın eşik açısı koşulu önceki çeviride eksikti; tamamlandı.,,,2. tam manuel tur: EVET
75,tweaker,4BDAED33,"TWEAK_INT( gHeadTrackNumGlances, 3, LAST_REGISTRY_FOLDER, 1, 5, 1 )",uke Head Track Num Glances,fre Head Track Num Glances,naf Head Track Num Glances,ger Head Track Num Glances,ita Head Track Num Glances,spa Head Track Num Glances,nas Head Track Num Glances,dut Head Track Num Glances,por Head Track Num Glances,rus Head Track Num Glances,jap Head Track Num Glances,"TWEAK_INT( gHeadTrackNumGlances, 3, LAST_REGISTRY_FOLDER, 1, 5, 1 )","TWEAK_INT( gHeadTrackNumGlances, 3, LAST_REGISTRY_FOLDER, 1, 5, 1 )",KALDI,TEK TEK MANUEL KONTROL: kod/makro/değişken sembolleri çalışma ve geliştirici anlamı bozulmasın diye aynen korundu; çevrilebilir açıklama kısmı uygun bulundu.,,,2. tam manuel tur: EVET
