row,scope,id,english,ukenglish,french,nafrench,german,italian,spanish,naspanish,dutch,portuguese,russian,japanese,turkish_current,turkish_final,status,reason,creative_flag,font_missing,notes
566,fe,21E0EE81,Charge Flashlight,Flash with torch,Spectroflash,Spectroflash,Stroboblitz,Carica torcia,Estrobombilla,Estrobombilla,Fantoomflitser,Carregar lanterna, Вспышка,{vs:-10}{ts:0.8} ストロボ{/ts}{/vs},El Fenerini Şarj Et,El Fenerini Şarj Et,KALDI,"TEK TEK MANUEL KONTROL: İngilizce/UK kaynak ve resmî dillerle karşılaştırıldı; anlam, doğal Türkçe, karakter sesi, terim ve bağlam açısından değişiklik gerekmedi.",,,2. tam manuel tur: EVET
567,fe,73DFC72C,Use Dark-Light{p}(Once acquired),Use Dark-Light{p}(once acquired),Révéloscope{p}(si équipé),Révéloscope{p}(si obtenu),Düsterlicht{p}(sobald gefunden),"Usa Arcobaluce,{p}se disponibile",Desoscurizador{p}(si lo tienes),Desoscurizador{p}(si lo tienes),Uv-lamp,Luz Negra{p}(depois de obtida),Спектрон{p}(если есть),{vs:-10}{ts:0.8}{p} ダークライト{p}{p} （にゅうしゅご）{/ts}{/vs},Karanlık-Işık'ı Kullan{p}(Alındıktan sonra),Karanlık-Işık'ı Kullan{p}(Alındıktan sonra),KALDI,"TEK TEK MANUEL KONTROL: İngilizce/UK kaynak ve resmî dillerle karşılaştırıldı; anlam, doğal Türkçe, karakter sesi, terim ve bağlam açısından değişiklik gerekmedi.",,,2. tam manuel tur: EVET
568,fe,1FE007FF,-Look Down{p}-Run (While moving){p}-Dodge (While capturing),– Look down{p}– Run (while moving){p}– Dodge (while capturing),- Regarder en bas{p}- Courir (en se déplaçant){p}- Esquiver (en aspirant),- Regarder en bas{p}- Courir (en se déplaçant){p}- Esquiver (en aspirant),- Herabschauen{p}- Laufen (beim Bewegen){p}- Ausweichen (beim Saugen),"-Guarda giù{p}-Corri, mentre ti muovi{p}-Schiva, mentre aspiri",-Mirar abajo{p}-Correr (al moverse){p}-Esquivar (al aspirar),-Mirar abajo{p}-Correr (al moverse){p}-Esquivar (al aspirar),- Omlaagkijken{p}- Rennen (tijdens bewegen){p}- Ontwijken (tijdens zuigen),- Olhar para baixo{p}- Correr (ao deslocar-se){p}- Desviar-se (ao aspirar),-См. вниз{p}-Бежать{p}-Увернуться,{vs:-10}{ts:0.8}{p}  したをみる{p}{p}  （いどうしながら）はしる{p}{p}  （すいこみながら）よける{/ts}{/vs},-Aşağı Bak{p}-Koş (Hareket ederken){p}-Kaçın (Yakalarken),-Aşağı Bak{p}-Koş (Hareket ederken){p}-Kaçın (Yakalarken),KALDI,"TEK TEK MANUEL KONTROL: İngilizce/UK kaynak ve resmî dillerle karşılaştırıldı; anlam, doğal Türkçe, karakter sesi, terim ve bağlam açısından değişiklik gerekmedi.",,,2. tam manuel tur: EVET
569,fe,1F322AE1,ʘ Rotate,ʘ Rotate,ʘ Regarder,ʘ Regarder,ʘ Drehen,ʘ Ruota,ʘ Girar,ʘ Girar,ʘ Draaien,ʘ Girar,ʘ Осмотр,{vs:-15}{ts:1.1}ʘ カメラそうさ{p}{/ts}{/vs},ʘ Döndür,ʘ Döndür,KALDI,"TEK TEK MANUEL KONTROL: İngilizce/UK kaynak ve resmî dillerle karşılaştırıldı; anlam, doğal Türkçe, karakter sesi, terim ve bağlam açısından değişiklik gerekmedi.",,,2. tam manuel tur: EVET
570,fe,7FB354A6,ɭ Zoom ɹ,ɭ Zoom ɹ,ɭ/ɹ Zoom,ɭ/ɹ Zoom,ɭ Zoom ɹ,ɭ/ɹ Zoom,ɭ/ɹ Zoom,ɭ/ɹ Acercar/Alejar,ɭ Zoomen ɹ,ɭ Zoom ɹ,ɭ − Камера + ɹ,{vs:-15}{ts:1.1}ɭ　ɹ ズーム{p}{/ts}{/vs},ɭ Yakınlaştır ɹ,ɭ Yakınlaştır ɹ,KALDI,"TEK TEK MANUEL KONTROL: İngilizce/UK kaynak ve resmî dillerle karşılaştırıldı; anlam, doğal Türkçe, karakter sesi, terim ve bağlam açısından değişiklik gerekmedi.",,,2. tam manuel tur: EVET
571,fe,00000A79,OK,OK,OK,OK,O.K.,OK,Aceptar,Aceptar,Oké,OK,OK,ＯＫ,Tamam,Tamam,KALDI,"TEK TEK MANUEL KONTROL: İngilizce/UK kaynak ve resmî dillerle karşılaştırıldı; anlam, doğal Türkçe, karakter sesi, terim ve bağlam açısından değişiklik gerekmedi.",,,2. tam manuel tur: EVET
572,fe,0001595A,Off,Off,OFF,Désactivé,Aus,No,No,No,Uit,Não,Выкл.,Off,Kapalı,Kapalı,KALDI,"TEK TEK MANUEL KONTROL: İngilizce/UK kaynak ve resmî dillerle karşılaştırıldı; anlam, doğal Türkçe, karakter sesi, terim ve bağlam açısından değişiklik gerekmedi.",,,2. tam manuel tur: EVET
573,fe,00000A7C,On,On,ON,Activé,Ein,Sì,Sí,Sí,Aan,Sim,Вкл.,On,Açık,Açık,KALDI,"TEK TEK MANUEL KONTROL: İngilizce/UK kaynak ve resmî dillerle karşılaştırıldı; anlam, doğal Türkçe, karakter sesi, terim ve bağlam açısından değişiklik gerekmedi.",,,2. tam manuel tur: EVET
574,fe,045006D6,Complete the first mission{p}in the Gloomy Manor to{p}unlock E. Gadd's Vault!,Complete the first mission{p}in the Gloomy Manor to{p}unlock E. Gadd's vault!,Tu dois terminer la première mission{p}du Manoir du désespoir avant de{p}descendre dans la chambre forte.,Tu dois terminer la première mission{p}du Manoir du désespoir avant de{p}descendre dans la Chambre forte.,"Schließe die erste Mission der{p}Gruselvilla ab, um Zugang zum{p}Gidd-Speicher zu erhalten!","Per sbloccare il caveau di{p}Strambic, completa la prima{p}missione nel Maniero tenebroso!",Cumple la primera misión de la{p}Villa Tenebrosa para desbloquear{p}la cámara acorazada.,Cumple la primera misión de la{p}Villa Tenebrosa para desbloquear{p}la bóveda.,Voltooi de eerste missie in{p}het duistere huis om de kluis{p}van K. Wibus te ontgrendelen!,"Para desbloquear o Cofre do{p}Professor, complete a primeira{p}missão da Mansão Obscura.","Чтобы разблокировать{p}хранилище, выполни первое{p}задание в Мрачном особняке!",{ts:1.1}ギャラリーは{rb}準備中{/rb}{rt}じゅんびちゅう{/rt}じゃ！{p}ウラメ～シ{rb}屋敷{/rb}{rt}やしき{/rt}の{p}{rb}最初{/rb}{rt}さいしょ{/rt}のミッションを{p}{rb}終{/rb}{rt}お{/rt}わらせるのじゃ！！{/ts},E. Gadd'ın Kasası'nın kilidini açmak için{p}Kasvetli Malikâne'deki ilk görevi{p}tamamla!,E. Gadd'ın Kasası'nı açmak için{p}Kasvetli Malikâne'deki ilk görevi{p}tamamla!,DEĞİŞTİ,"İlk manuel turda düzeltilen satır, ikinci tam turda İngilizce/UK ve diğer resmî dillerle yeniden karşılaştırıldı; mevcut ifade en iyi seçenek olarak doğrulandı.",,,2. tam manuel tur: EVET
575,fe,06DE4078,Complete more missions in{p}the Gloomy Manor to unlock{p}ScareScraper mode!,Complete a certain number of{p}missions in the Gloomy Manor{p}to unlock the Thrill Tower{p}multiplayer mode!,Tu dois terminer un certain nombre de{p}missions dans le Manoir du désespoir{p}avant de pénétrer dans la Tour hantée.,Tu dois terminer un certain nombre de{p}missions dans le Manoir du désespoir{p}avant de pénétrer dans la Tour hantée.,"Erkunde die Gruselvilla noch{p}etwas mehr, um Zugang zum{p}Wirrwarrturm zu erhalten!","Per sbloccare la Torre del caos,{p}devi completare un certo numero{p}di missioni nel Maniero tenebroso!",Cumple cierto número de misiones de{p}la Villa Tenebrosa para desbloquear{p}la Torre de los Desafíos.,Cumple cierto número de misiones de{p}la Villa Tenebrosa para desbloquear{p}la Torre del Horror.,Voltooi een bepaald aantal missies in{p}het duistere huis om de tumulttoren{p}te kunnen spelen!,"Para desbloquear outros modos,{p}complete um determinado número{p}de missões na Mansão Obscura.","Чтобы разблокировать Башню{p}кошмаров, выполняй задания{p}в Мрачном особняке!",{ts:1.1}まずはウラメ～シ{rb}屋敷{/rb}{rt}やしき{/rt}の{p}{rb}調査{/rb}{rt}ちょうさ{/rt}を{rb}進{/rb}{rt}すす{/rt}めるのじゃ！{p}そうすればマルチプレイが{p}{rb}遊{/rb}{rt}あそ{/rt}べるようになるじゃろう！！{/ts},ScareScraper modunun kilidini açmak için{p}Kasvetli Malikâne'de{p}daha fazla görev tamamla!,Korku Kulesi modunun kilidini açmak için{p}Kasvetli Malikâne'de{p}daha fazla görev tamamla!,DEĞİŞTİ,Önceki kalite turunda düzeltilen satır ikinci tam manuel kontrolde resmî diller ve bağlamla yeniden karşılaştırıldı; düzeltme korundu.,TERİM_TUTARLILIĞI,,2. tam manuel tur: EVET
576,fe,CBB8C5EF,Are you sure you want to quit?,Are you sure you want to quit?,Voulez-vous vraiment quitter ?,Voulez-vous vraiment quitter?,Willst du wirklich zum{p}Unterschlupf zurückkehren?,Vuoi uscire?,¿Seguro que quieres salir?,¿Seguro que quieres salir?,Weet je zeker dat je wilt stoppen?,Deseja mesmo sair?,Действительно{p}вернуться в бункер?,{ts:1.1}ゲームをやめて{p}ベースラボにもどりますか？{/ts},Çıkmak istediğine emin misin?,Çıkmak istediğine emin misin?,KALDI,"TEK TEK MANUEL KONTROL: İngilizce/UK kaynak ve resmî dillerle karşılaştırıldı; anlam, doğal Türkçe, karakter sesi, terim ve bağlam açısından değişiklik gerekmedi.",,,2. tam manuel tur: EVET
577,fe,0A23511F,Are you sure you want to quit?,Are you sure you want to quit?,Voulez-vous vraiment quitter ?,Voulez-vous vraiment quitter?,Du willst aufgeben?{p}Hast du etwa Angst?,Vuoi davvero uscire?,¿Seguro que quieres salir?,¿Seguro que quieres salir?,Weet je zeker dat je wilt stoppen?,Deseja mesmo sair?,Действительно выйти?,{ts:1.1}ゲームをやめて{p}マルチプレイメニューにもどりますか？{/ts},Çıkmak istediğine emin misin?,Çıkmak istediğine emin misin?,KALDI,"TEK TEK MANUEL KONTROL: İngilizce/UK kaynak ve resmî dillerle karşılaştırıldı; anlam, doğal Türkçe, karakter sesi, terim ve bağlam açısından değişiklik gerekmedi.",,,2. tam manuel tur: EVET
578,fe,E5AE4D9F,Yes,Yes,Oui,Oui,Ja,Sì,Sí,Sí,Oké,Sim,Да,{ts:0.9}ベースラボにもどる{/ts},Evet,Evet,KALDI,"TEK TEK MANUEL KONTROL: İngilizce/UK kaynak ve resmî dillerle karşılaştırıldı; anlam, doğal Türkçe, karakter sesi, terim ve bağlam açısından değişiklik gerekmedi.",,,2. tam manuel tur: EVET
579,fe,3D43564B,No,No,Non,Non,Nein,No,No,No,Annuleren,Não,Нет,{ts:0.9}いいえ{/ts},Hayır,Hayır,KALDI,"TEK TEK MANUEL KONTROL: İngilizce/UK kaynak ve resmî dillerle karşılaştırıldı; anlam, doğal Türkçe, karakter sesi, terim ve bağlam açısından değişiklik gerekmedi.",,,2. tam manuel tur: EVET
580,fe,1FCAF0CF,Yes,Yes,Oui,Oui,Ja,Sì,Sí,Sí,Oké,Sim,Да,{ts:0.9}マルチプレイメニューにもどる{/ts},Evet,Evet,KALDI,"TEK TEK MANUEL KONTROL: İngilizce/UK kaynak ve resmî dillerle karşılaştırıldı; anlam, doğal Türkçe, karakter sesi, terim ve bağlam açısından değişiklik gerekmedi.",,,2. tam manuel tur: EVET
581,fe,27C0537B,No,No,Non,Non,Nein,No,No,No,Annuleren,Não,Нет,{ts:0.9}いいえ{/ts},Hayır,Hayır,KALDI,"TEK TEK MANUEL KONTROL: İngilizce/UK kaynak ve resmî dillerle karşılaştırıldı; anlam, doğal Türkçe, karakter sesi, terim ve bağlam açısından değişiklik gerekmedi.",,,2. tam manuel tur: EVET
582,fe,65A00711,Do you want to restart the mission?,Do you want to restart the mission?,Voulez-vous recommencer la mission ?,Voulez-vous recommencer la mission?,Willst du die Mission{p}wirklich neu beginnen?,Vuoi ricominciare la missione?,¿Quieres volver a comenzar la misión?,¿Quieres volver a comenzar la misión?,Weet je zeker dat je de missie{p}opnieuw wilt beginnen?,Deseja reiniciar a missão?,Начать задание сначала?,{ts:1.1}このミッションをはじめから{p}やりなおしますか？{/ts},Görevi yeniden başlatmak istiyor musun?,Görevi yeniden başlatmak istiyor musun?,KALDI,"TEK TEK MANUEL KONTROL: İngilizce/UK kaynak ve resmî dillerle karşılaştırıldı; anlam, doğal Türkçe, karakter sesi, terim ve bağlam açısından değişiklik gerekmedi.",,,2. tam manuel tur: EVET
583,fe,B5B54FC1,Yes,Yes,Oui,Oui,Ja,Sì,Sí,Sí,Oké,Sim,Да,{ts:0.9}ミッションをやりなおす{/ts},Evet,Evet,KALDI,"TEK TEK MANUEL KONTROL: İngilizce/UK kaynak ve resmî dillerle karşılaştırıldı; anlam, doğal Türkçe, karakter sesi, terim ve bağlam açısından değişiklik gerekmedi.",,,2. tam manuel tur: EVET
584,fe,05819C2D,No,No,Non,Non,Nein,No,No,No,Annuleren,Não,Нет,{ts:0.9}いいえ{/ts},Hayır,Hayır,KALDI,"TEK TEK MANUEL KONTROL: İngilizce/UK kaynak ve resmî dillerle karşılaştırıldı; anlam, doğal Türkçe, karakter sesi, terim ve bağlam açısından değişiklik gerekmedi.",,,2. tam manuel tur: EVET
585,fe,8B815CF5,Go back to the Mission Select screen?,Go back to the Mission Select screen?,Voulez-vous vraiment retourner{p}à la sélection des missions ?,Voulez-vous vraiment retourner{p}à l'écran de sélection des missions?,Möchtest du zum Auswahlbildschirm{p}zurückkehren?,Vuoi tornare allo schermo di{p}selezione della missione?,¿Quieres volver a la pantalla de{p}selección de la misión?,¿Quieres volver a la pantalla de{p}selección de la misión?,Weet je zeker dat je terug wilt{p}naar het missiekeuzescherm?,Deseja regressar ao ecrã{p}de seleção de missões?,Вернуться к выбору задания?,{ts:1.1}ミッションセレクトにもどりますか？{/ts},Görev Seçimi ekranına dönülsün mü?,Görev Seçimi ekranına dönülsün mü?,KALDI,"TEK TEK MANUEL KONTROL: İngilizce/UK kaynak ve resmî dillerle karşılaştırıldı; anlam, doğal Türkçe, karakter sesi, terim ve bağlam açısından değişiklik gerekmedi.",,,2. tam manuel tur: EVET
586,fe,F656F7A5,Yes,Yes,Oui,Oui,Ja,Sì,Sí,Sí,Oké,Sim,Да,{ts:0.9}ミッションセレクトにもどる{/ts},Evet,Evet,KALDI,"TEK TEK MANUEL KONTROL: İngilizce/UK kaynak ve resmî dillerle karşılaştırıldı; anlam, doğal Türkçe, karakter sesi, terim ve bağlam açısından değişiklik gerekmedi.",,,2. tam manuel tur: EVET
587,fe,9ADBD791,No,No,Non,Non,Nein,No,No,No,Annuleren,Não,Нет,{ts:0.9}いいえ{/ts},Hayır,Hayır,KALDI,"TEK TEK MANUEL KONTROL: İngilizce/UK kaynak ve resmî dillerle karşılaştırıldı; anlam, doğal Türkçe, karakter sesi, terim ve bağlam açısından değişiklik gerekmedi.",,,2. tam manuel tur: EVET
588,fe,772D29F0,א Skip,א Skip,א Passer,א Passer,א Überspringen,א Salta,א Saltar,א Omitir,א Overslaan,א Saltar,א Пропустить,{vs:-13}{ts:1.08}א スキップ{p}{/ts}{/vs},א Geç,א Geç,KALDI,"TEK TEK MANUEL KONTROL: İngilizce/UK kaynak ve resmî dillerle karşılaştırıldı; anlam, doğal Türkçe, karakter sesi, terim ve bağlam açısından değişiklik gerekmedi.",,,2. tam manuel tur: EVET
589,fe,48A57998,©2013 Nintendo,©2013 Nintendo,© 2013 Nintendo,© 2013 Nintendo,©2013 Nintendo,©2013 Nintendo,©2013 Nintendo,© 2013 Nintendo,©2013 Nintendo,©2013 Nintendo,© 2013 Nintendo,{vs:-8}{p} ©２０１３ Ｎｉｎｔｅｎｄｏ{/vs},©2013 Nintendo,©2013 Nintendo,KALDI,"TEK TEK MANUEL KONTROL: İngilizce/UK kaynak ve resmî dillerle karşılaştırıldı; anlam, doğal Türkçe, karakter sesi, terim ve bağlam açısından değişiklik gerekmedi.",,,2. tam manuel tur: EVET
590,fe,5750296A,King Boo's Illusion,King Boo's Illusion,Illusion du Roi Boo,Illusion du Roi Boo,König Buu Huus Ring,Illusione di Re Boo,La ilusión del Rey Boo,La Ilusión del Rey Bú,King Boo's illusie,Ilusão do Rei Bu,Иллюзия Бу-короля,テ～レビジョン,Kral Boo'nun İllüzyonu,Kral Boo'nun İllüzyonu,KALDI,"TEK TEK MANUEL KONTROL: İngilizce/UK kaynak ve resmî dillerle karşılaştırıldı; anlam, doğal Türkçe, karakter sesi, terim ve bağlam açısından değişiklik gerekmedi.",,,2. tam manuel tur: EVET
591,fe,57502969,Treacherous Mansion,Treacherous Mansion,Maison des collections,Maison des collections,Trugschloss,Villa villana,Mansión Traicionera,Mansión Traicionera,Verraderlijke villa,Mansão Traiçoeira,Дом ужасов,オドロ～{rb}宮殿{/rb}{rt}きゅうでん{/rt},Tekinsiz Malikâne,Tekinsiz Malikâne,KALDI,"TEK TEK MANUEL KONTROL: İngilizce/UK kaynak ve resmî dillerle karşılaştırıldı; anlam, doğal Türkçe, karakter sesi, terim ve bağlam açısından değişiklik gerekmedi.",,,2. tam manuel tur: EVET
592,fe,57502968,Secret Mine,Secret Mine,Mine des mystères,Mine des mystères,Schneebergwerk,Miniera segreta,Mina Secreta,Mina Secreta,IJzige mijn,Mina Secreta,Секретная шахта,ヒャッキ～ヤ{rb}坑道{/rb}{rt}こうどう{/rt},Gizli Maden,Gizli Maden,KALDI,"TEK TEK MANUEL KONTROL: İngilizce/UK kaynak ve resmî dillerle karşılaştırıldı; anlam, doğal Türkçe, karakter sesi, terim ve bağlam açısından değişiklik gerekmedi.",,,2. tam manuel tur: EVET
593,fe,57502967,Old Clockworks,Old Clockworks,Pendularium,Pendularium,Ingenieurshof,Fabbrica di orologi,Fábrica de Relojes,Fábrica de Relojes,Oude klokkenfabriek,Fábrica de Relógios,Заброшенный завод,ジゴ～クロック{rb}工場{/rb}{rt}こうじょう{/rt},Eski Saat Kulesi,Eski Saat Fabrikası,DEĞİŞTİ,Önceki kalite turunda düzeltilen satır ikinci tam manuel kontrolde resmî diller ve bağlamla yeniden karşılaştırıldı; düzeltme korundu.,ANLAM_DÜZELTMESİ,,2. tam manuel tur: EVET
594,fe,57502966,Haunted Towers,Haunted Towers,Tours des détours,Tours des détours,Efeutürme,Torri tetre,Torres Encantadas,Torres Encantadas,Woekertorens,Torres Assombradas,Башни призраков,ノロワ～レ{rb}大樹{/rb}{rt}たいじゅ{/rt},Lanetli Kuleler,Perili Kuleler,DEĞİŞTİ,Önceki kalite turunda düzeltilen satır ikinci tam manuel kontrolde resmî diller ve bağlamla yeniden karşılaştırıldı; düzeltme korundu.,TERİM_TUTARLILIĞI,,2. tam manuel tur: EVET
595,fe,57502965,Gloomy Manor,Gloomy Manor,Manoir du désespoir,Manoir du désespoir,Gruselvilla,Maniero tenebroso,Villa Tenebrosa,Villa Tenebrosa,Duister huis,Mansão Obscura,Мрачный особняк,ウラメ～シ{rb}屋敷{/rb}{rt}やしき{/rt},Kasvetli Malikâne,Kasvetli Malikâne,KALDI,"TEK TEK MANUEL KONTROL: İngilizce/UK kaynak ve resmî dillerle karşılaştırıldı; anlam, doğal Türkçe, karakter sesi, terim ve bağlam açısından değişiklik gerekmedi.",,,2. tam manuel tur: EVET
596,fe,37A8E0F8,{clr:71D2FF}A-1{clr:pop} Poltergust 5000,{clr:71D2FF}A-1{clr:pop} Poltergust 5000,{clr:71D2FF}A-1{clr:pop} L'Ectoblast 5000,{clr:71D2FF}A-1{clr:pop} L'Ectoblast 5000,{clr:71D2FF}A-1{clr:pop} Schreckweg 09/15,{clr:71D2FF}A-1{clr:pop} Poltergust 5000,{clr:71D2FF}A-1{clr:pop} Succionaentes 5000,{clr:71D2FF}A-1{clr:pop} Succionaentes 5000,{clr:71D2FF}A-1{clr:pop} De Spookzuiger 5000,{clr:71D2FF}A-1{clr:pop} Sugospectro 5000,{clr:71D2FF}A-1{clr:pop} Полтергаст-5000,{ts:0.95}{clr:00CACB}A-1{clr:pop}　オバキュームをさがせ！{/ts},{clr:71D2FF}A-1{clr:pop} Poltergust 5000,{clr:71D2FF}A-1{clr:pop} Poltergust 5000,KALDI,"TEK TEK MANUEL KONTROL: İngilizce/UK kaynak ve resmî dillerle karşılaştırıldı; anlam, doğal Türkçe, karakter sesi, terim ve bağlam açısından değişiklik gerekmedi.",,,2. tam manuel tur: EVET
597,fe,9A48171A,"If we're to restore the Dark Moon, we'll{p}need to get you properly equipped.{p}I've got just the device for the job,{p}but I left it in the Gloomy Manor!{p}Mind fetching it for me, sonny?","If we're to restore the Dark Moon, we'll{p}need to get you properly equipped.{p}I've got just the device for the job,{p}but I left it in the Gloomy Manor!{p}Mind fetching it for me, sonny?","Pour redonner son intégrité à la{p}Lune noire, nous aurons besoin de{p}ma dernière invention. Il se trouve{p}que je l'ai laissée dans le Manoir du{p}désespoir. Tu dois me la rapporter !","Pour redonner son intégrité à la{p}Lune noire, nous aurons besoin de{p}ma dernière invention. Il se trouve{p}que je l'ai laissée dans le Manoir du{p}désespoir. Tu dois me la rapporter!","Um den Finstermond wieder{p}zusammenzufügen, benötigen{p}wir eine Erfindung von mir.{p}Ich ließ sie bei meinem eiligen{p}Aufbruch in der Villa zurück...","Se vogliamo riprenderci la Luna scura,{p}dovrai avere l'equipaggiamento adatto.{p}Ho lo strumento che fa al caso nostro,{p}ma l'ho lasciato al Maniero tenebroso!{p}Ti spiace andare a prenderlo?","Si vamos a restaurar la Luna Oscura,{p}necesitarás el equipo adecuado, y tengo{p}el dispositivo perfecto, ¡pero me lo dejé{p}en la Villa Tenebrosa! ¿Te importaría{p}ir a buscarlo, hijo?","Si vamos a restaurar la Luna Oscura,{p}necesitamos el equipo adecuado. Tengo{p}el dispositivo perfecto, ¡pero lo dejé en{p}la Villa Tenebrosa! ¿Te importaría ir a{p}buscarlo, hijo?","Om de donkere maan te herstellen{p}hebben we de juiste spullen nodig.{p}Het perfecte apparaat voor dit klusje{p}ligt alleen nog in het duistere huis...{p}Wil jij het even voor me halen, knul?","Para podermos recuperar a Lua Negra,{p}precisas do equipamento adequado.{p}Tenho o aparelho de que precisas mas{p}deixei-o na Mansão Obscura!{p}Podes ir lá buscá-lo, rapaz?",Для поисков Темной луны{p}понадобится кое-какое{p}снаряжение. Нужное нам{p}устройство я оставил{p}в Мрачном особняке.,{ts:0.85}{rb}屋敷{/rb}{rt}やしき{/rt}にあるオバキュームを{p}さがし{rb}出{/rb}{rt}だ{/rt}すんじゃ！{p}ついでに{rb}屋敷{/rb}{rt}やしき{/rt}にいるオバケを{p}{rb}何匹{/rb}{rt}なんびき{/rt}かつかまえてきてくれ！{/ts},"Karanlık Ay'ı onarmak istiyorsak{p}seni düzgünce donatmamız gerek.{p}Bu iş için tam uygun bir aletim var,{p}ama onu Kasvetli Malikâne'de unuttum!{p}Gidip benim için getirir misin evlat?","Karanlık Ay'ı eski hâline getireceksek{p}seni gerektiği gibi donatmamız gerek.{p}Bu iş için tam uygun bir aletim var,{p}ama onu Kasvetli Malikâne'de unuttum!{p}Gidip benim için getirir misin, evlat?",DEĞİŞTİ,"İlk manuel turda düzeltilen satır, ikinci tam turda İngilizce/UK ve diğer resmî dillerle yeniden karşılaştırıldı; mevcut ifade en iyi seçenek olarak doğrulandı.",,,2. tam manuel tur: EVET
598,fe,84A31DB9,{clr:71D2FF}A-2{clr:pop} Gear Up,{clr:71D2FF}A-2{clr:pop} Gear Up,{clr:71D2FF}A-2{clr:pop} Dans le vif du sujet,{clr:71D2FF}A-2{clr:pop} Dans le vif du sujet,{clr:71D2FF}A-2{clr:pop} Zahnräder-Jagd,{clr:71D2FF}A-2{clr:pop} Strumenti del mestiere,{clr:71D2FF}A-2{clr:pop} Engranajes clave,{clr:71D2FF}A-2{clr:pop} Engranajes clave,{clr:71D2FF}A-2{clr:pop} Tandwielen gezocht!,{clr:71D2FF}A-2{clr:pop} Aquecimento,{clr:71D2FF}A-2{clr:pop} Механизм,{ts:0.95}{clr:00CACB}A-2{clr:pop}　{rb}屋敷{/rb}{rt}やしき{/rt}の{rb}奥{/rb}{rt}おく{/rt}へ{rb}進{/rb}{rt}すす{/rt}め！{/ts},{clr:71D2FF}A-2{clr:pop} Kuşan,{clr:71D2FF}A-2{clr:pop} Kuşan,KALDI,"TEK TEK MANUEL KONTROL: İngilizce/UK kaynak ve resmî dillerle karşılaştırıldı; anlam, doğal Türkçe, karakter sesi, terim ve bağlam açısından değişiklik gerekmedi.",,,2. tam manuel tur: EVET
599,fe,E9A7209B,"Now that you're properly equipped,{p}let's find those Dark Moon pieces!{p}Paranormal readings are stronger in{p}the north rooms of the Gloomy Manor,{p}so we should start our search there.","Now that you're equipped, let's get on{p}with finding those Dark Moon pieces!{p}Paranormal readings are stronger in{p}the north rooms of the Gloomy Manor,{p}so we should start our search there.","Maintenant que tu disposes d'un{p}équipement adapté, mettons-nous au{p}travail ! Nos recherches débuteront{p}dans l'aile nord du manoir, car j'y{p}détecte une forte activité paranormale.","Maintenant que tu disposes d'un{p}équipement adapté, mettons-nous au{p}travail! Nos recherches débuteront{p}dans l'aile nord du Manoir, car j'y{p}détecte une forte activité paranormale.",Wir müssen die Finstermondstücke{p}unbedingt finden! Die paranormalen{p}Signale aus dem nördlichen Teil der{p}Gruselvilla sind besonders stark.{p}Dort werden wir weitermachen!,"Ora che hai l'attrezzatura adatta,{p}cerchiamo quei frammenti di Luna{p}scura! Il segnale paranormale è{p}più intenso nelle stanze nord del{p}maniero, quindi inizieremo da lì.","Ahora que estás bien equipado, es hora{p}de buscar fragmentos de Luna Oscura. {p}He detectado una actividad paranormal{p}más intensa en las habitaciones del ala{p}norte; empieza por ahí.","Ahora que estás bien equipado, es hora{p}de buscar fragmentos de Luna Oscura. {p}He detectado una actividad paranormal{p}más intensa en las habitaciones del ala{p}norte; empieza por ahí.","We moeten die fragmenten van{p}de donkere maan terugvinden!{p}De sterkste paranormale signalen{p}komen van de noordkant van het huis,{p}dus laten we daar beginnen.","Agora que estás bem equipado, vamos{p}encontrar os fragmentos de Lua Negra!{p}Os sinais paranormais são mais fortes{p}na ala norte da Mansão Obscura, por{p}isso vamos começar por lá.",Необходимо отыскать{p}осколки Темной луны!{p}Призраки особенно{p}активны в северной{p}части особняка!,{ts:0.85}{rb}屋敷{/rb}{rt}やしき{/rt}の{rb}奥{/rb}{rt}おく{/rt}から{p}{rb}不思議{/rb}{rt}ふしぎ{/rt}な{rb}力{/rb}{rt}ちから{/rt}がわき{rb}出{/rb}{rt}だ{/rt}しておる！{p}ダークムーンに{p}{rb}関係{/rb}{rt}かんけい{/rt}しているかもしれん{p}{rb}調{/rb}{rt}しら{/rt}べてくるのじゃ！{/ts},"Artık doğru düzgün ekipman kuşandığına göre,{p}haydi Karanlık Ay parçalarını bulalım!{p}Paranormal okumalar Kasvetli Malikâne'nin{p}kuzey odalarında daha güçlü,{p}o yüzden aramaya oradan başlayalım.","Artık gerekli ekipmana sahip olduğuna göre,{p}haydi Karanlık Ay parçalarını bulalım!{p}Paranormal ölçümler Kasvetli Malikâne'nin{p}kuzey odalarında daha güçlü.{p}Aramaya oradan başlayalım.",DEĞİŞTİ,"İlk manuel turda düzeltilen satır, ikinci tam turda İngilizce/UK ve diğer resmî dillerle yeniden karşılaştırıldı; mevcut ifade en iyi seçenek olarak doğrulandı.",,,2. tam manuel tur: EVET
