AltDosya,Etiket,EU_du,EU_en,EU_fr,EU_ge,EU_it,EU_sp,TR
,menu_scenario_next_43,"<0E:0009:0000:0600>Het kasteel zit vol ijzersterke vijanden. Mario
en Luigi kunnen nog terugkeren om zich voor
te bereiden.","<0E:0009:0000:0600>There will be many fierce enemies in the castle.
If you want, return to the surface to prepare.","<0E:0009:0000:0600>Le château regorge d'ennemis redoutables...
N'hésitez pas à regagner le plancher des
vaches pour parfaire votre préparation.","<0E:0009:0000:0600>Erbitterte Feinde warten im Schloss. Willst du
dich vorbereiten, tue dies an der Oberfläche.","<0E:0009:0000:0600>Molti e terribili nemici ti sbarreranno la strada.
Se vuoi, torna alla superficie per prepararti.","<0E:0009:0000:0600>El castillo está infestado de seres
sin escrúpulos. Aún hay tiempo de
volver a la superficie y prepararse
a conciencia.","<0E:0009:0000:0600>Kalede çok güçlü düşmanlar var. İstersen
hazırlanmak için yüzeye geri dönebilirsin."
,menu_scenario_now_09,<0E:0009:0000:0600>Mario en Luigi hebben hamers gekregen!,<0E:0009:0000:0600>You acquired Hammers!,<0E:0009:0000:0600>Vous avez obtenu de beaux marteaux !,<0E:0009:0000:0600>Du hast Hämmer erhalten!,<0E:0009:0000:0600>Ecco pronti i Martelli!,<0E:0009:0000:0600>¡Los martillos están terminados!,<0E:0009:0000:0600>Çekiçleri aldın!
,menu_stamp_name_04,<0E:0009:0000:0D00>Groep Boo,<0E:0009:0000:0D00>Boo Squad,<0E:0009:0000:0D00>La brigade des Boos,<0E:0009:0000:0D00>Buu-Huu-Trupp,<0E:0009:0000:0D00>Squadra Boo,<0E:0009:0000:0D00>Tropa Boo,<0E:0009:0000:0D00>Boo Takımı
,ActionIcon_00_0,"<0E:0009:0000:0B00>Verander van actiepictogram met <0E:0000:0003:2C64FFFF><0E:0000:0003:E6E6E6FF> of <0E:0000:0003:2C64FFFF><0E:0000:0003:E6E6E6FF>, of
door een pictogram aan te raken in het onderste
scherm.","<0E:0009:0000:0B00>Change the Action Icon by pressing
the <0E:0000:0003:2C64FFFF> <0E:0000:0003:E6E6E6FF>or <0E:0000:0003:2C64FFFF> Button<0E:0000:0003:E6E6E6FF>, or by tapping
the icons on the bottom screen.","<0E:0009:0000:0B00>Passez d'une icône d'action à l'autre avec <0E:0000:0003:2C64FFFF>
<0E:0000:0003:E6E6E6FF>ou <0E:0000:0003:2C64FFFF><0E:0000:0003:E6E6E6FF>, ou touchez-en une sur l'<0E:0000:0003:2C64FFFF>écran tactile<0E:0000:0003:E6E6E6FF>.","<0E:0009:0000:0B00>Aktionssymbole wechselt man mit <0E:0000:0003:2C64FFFF><0E:0000:0003:E6E6E6FF> und <0E:0000:0003:2C64FFFF><0E:0000:0003:E6E6E6FF>
oder berührt sie einfach auf dem <0E:0000:0003:2C64FFFF>Touchscreen<0E:0000:0003:E6E6E6FF>!","<0E:0009:0000:0B00>Cambia Icona Azione premendo
<0E:0000:0003:2C64FFFF> <0E:0000:0003:E6E6E6FF>o <0E:0000:0003:2C64FFFF><0E:0000:0003:E6E6E6FF>, oppure toccando le icone
sullo schermo inferiore.","<0E:0009:0000:0B00>Cambia de un icono de acción a otro
con <0E:0000:0003:2C64FFFF><0E:0000:0003:E6E6E6FF> y <0E:0000:0003:2C64FFFF> <0E:0000:0003:E6E6E6FF>o tocando los iconos
correspondientes en la pantalla táctil.","<0E:0009:0000:0B00>Eylem Simgesini <0E:0000:0003:2C64FFFF> <0E:0000:0003:E6E6E6FF>veya <0E:0000:0003:2C64FFFF> Düğmesine<0E:0000:0003:E6E6E6FF> basarak ya
da alt ekrandaki simgelere dokunarak
değiştir."
,BrosAtk_07_1,"<0E:0009:0000:0B00>Druk herhaaldelijk op <0E:0000:0003:FF4343FF> <0E:0000:0003:E6E6E6FF>als Luigi springt.
Zo krijgt kleine Mario veel snelheid.","<0E:0009:0000:0B00>When Luigi jumps, tap the <0E:0000:0003:FF4343FF> <0E:0000:0003:E6E6E6FF>Button! This will
spin Mini Mario around at high speed!","<0E:0009:0000:0B00>Appuyez sur <0E:0000:0003:FF4343FF> <0E:0000:0003:E6E6E6FF>de manière répétée
lorsque Luigi saute pour faire tourner
Petit Mario à toute allure !","<0E:0009:0000:0B00>Sobald Luigi in der Luft ist, drücke schnell
nacheinander <0E:0000:0003:FF4343FF><0E:0000:0003:E6E6E6FF>, um beide zu beschleunigen.","<0E:0009:0000:0B00>Quando Luigi salta, premi rapidamente <0E:0000:0003:FF4343FF> <0E:0000:0003:E6E6E6FF>per
far ruotare Piccolo Mario a gran velocità!","<0E:0009:0000:0B00>Cuando Luigi salte, pulsa <0E:0000:0003:FF4343FF> <0E:0000:0003:E6E6E6FF>para que
Peque Mario se ponga a dar vueltas
como una peonza.","<0E:0009:0000:0B00>Luigi zıpladığında <0E:0000:0003:FF4343FF> <0E:0000:0003:E6E6E6FF>Düğmesine art arda bas!
Mini Mario çok hızlı dönmeye başlar!"
,FireDash_10,<0E:0009:0000:0C00>Vuursprint,<0E:0009:0000:0C00>Fire Dash,<0E:0009:0000:0C00>Nitro,<0E:0009:0000:0C00>Feuersprint,<0E:0009:0000:0C00>Scatto di Fuoco,<0E:0009:0000:0C00>Acelerón ígneo,<0E:0009:0000:0C00>Ateş Deparı
,menu_stamp_name_05,<0E:0009:0000:0D00>Het trio,<0E:0009:0000:0D00>The Trio,<0E:0009:0000:0D00>Le Trio de la trouille,<0E:0009:0000:0D00>Das Trio,<0E:0009:0000:0D00>Il Trio,<0E:0009:0000:0D00>Trío élite,<0E:0009:0000:0D00>Üçlü
,ActionIcon_00_1,"<0E:0009:0000:0B00>Druk tegelijk op <0E:0000:0003:2C64FFFF><0E:0000:0003:E6E6E6FF> en <0E:0000:0003:2C64FFFF><0E:0000:0003:E6E6E6FF> om je actiepictogram
meteen terug op Sprong te zetten.","<0E:0009:0000:0B00>Immediately set your Action Icon
back to Jump by pressing the
<0E:0000:0003:2C64FFFF> <0E:0000:0003:E6E6E6FF>and <0E:0000:0003:2C64FFFF> Buttons <0E:0000:0003:E6E6E6FF>at the same time.","<0E:0009:0000:0B00>Appuyer sur <0E:0000:0003:2C64FFFF><0E:0000:0003:E6E6E6FF> et <0E:0000:0003:2C64FFFF><0E:0000:0003:E6E6E6FF> <0E:0000:0003:2C64FFFF>en même temps <0E:0000:0003:E6E6E6FF>permet
de sélectionner le saut directement.","<0E:0009:0000:0B00>Wenn du <0E:0000:0003:2C64FFFF>gleichzeitig <0E:0000:0003:E6E6E6FF> und <0E:0000:0003:2C64FFFF><0E:0000:0003:E6E6E6FF> drückst,
gelangst du sofort zurück zur Aktion <0E:0000:0003:2C64FFFF>Sprung<0E:0000:0003:E6E6E6FF>.","<0E:0009:0000:0B00>Per reimpostare istantaneamente l'Icona Azione
su Salto, premi contemporaneamente <0E:0000:0003:2C64FFFF> <0E:0000:0003:E6E6E6FF>e <0E:0000:0003:2C64FFFF><0E:0000:0003:E6E6E6FF>.","<0E:0009:0000:0B00>Si pulsas <0E:0000:0003:2C64FFFF> <0E:0000:0003:E6E6E6FF>y <0E:0000:0003:2C64FFFF> <0E:0000:0003:E6E6E6FF>a la vez,
seleccionarás directamente <0E:0000:0003:2C64FFFF>Salto<0E:0000:0003:E6E6E6FF>.","<0E:0009:0000:0B00>Eylem Simgesini hemen Zıplama'ya döndürmek
için <0E:0000:0003:2C64FFFF> <0E:0000:0003:E6E6E6FF>ve <0E:0000:0003:2C64FFFF> Düğmelerine <0E:0000:0003:E6E6E6FF>aynı anda bas."
,BrosAtk_07_2,"<0E:0009:0000:0B00>Als je vaak achter elkaar raakt, scoor je een
Perfect. Je kunt vijanden meerdere keren raken.","<0E:0009:0000:0B00>Get many consecutive hits for an Excellent!
You can attack enemies several times.","<0E:0009:0000:0B00>Cette attaque permet de frapper l'ennemi
plusieurs fois d'affilée. Enchaînez les coups
au maximum pour obtenir la mention Excellent !","<0E:0009:0000:0B00>Du kannst Gegner mit einer Attacke mehrmals
treffen und dafür gibt's auch das Exzellent!","<0E:0009:0000:0B00>Così potrai colpire più nemici più volte in un
solo attacco, ottenendo un bel ""Fantastico!""","<0E:0009:0000:0B00>Si golpeas repetidamente al enemigo,
lograrás un ataque Excelente. Puedes
atacar varias veces.","<0E:0009:0000:0B00>Peş peşe çok isabet kaydedip Mükemmel yap!
Düşmanlara birden fazla kez saldırabilirsin."
,menu_bgm_title_40,"<0E:0009:0000:0C00>Iedereen, aanvallen!","<0E:0009:0000:0C00>Everyone, Attack!",<0E:0009:0000:0C00>Tous à l'assaut !,<0E:0009:0000:0C00>Alle Mann: Attacke!,<0E:0009:0000:0C00>Tutti all'assalto!,"<0E:0009:0000:0C00>¡A la carga, mis valientes!",<0E:0009:0000:0C00>Herkes Saldırsın!
,menu_stamp_name_06,<0E:0009:0000:0D00>Een meute Goomba's,<0E:0009:0000:0D00>Goombas Galore,<0E:0009:0000:0D00>Armada de Goombas,<0E:0009:0000:0D00>Gumba-Meute,<0E:0009:0000:0D00>Un tripudio di Goomba,<0E:0009:0000:0D00>Muchedumbre Goomba,<0E:0009:0000:0D00>Goomba Sürüsü
,BrosAtk_07_3,"<0E:0009:0000:0B00>Tijdens de aanval kun je ook wisselen
van vijand.","<0E:0009:0000:0B00>During the attack, you can change
the foe you are targeting.","<0E:0009:0000:0B00>Vous pouvez changer de cible
au cours de l'attaque.","<0E:0009:0000:0B00>Außerdem kannst du während der Attacke neue
Gegner anvisieren.","<0E:0009:0000:0B00>Inoltre, puoi cambiare il nemico che vuoi
colpire nel corso dell'attacco!","<0E:0009:0000:0B00>Durante el ataque, puedes cambiar
de objetivo.","<0E:0009:0000:0B00>Saldırı sırasında hedef aldığın
düşmanı değiştirebilirsin."
,menu_bgm_title_41,"<0E:0009:0000:0C00>Onderdanen, o onderdanen","<0E:0009:0000:0C00>Minions, Our Minions!","<0E:0009:0000:0C00>Oh sbire, mon sbire","<0E:0009:0000:0C00>Schergen, oh Schergen!","<0E:0009:0000:0C00>Viva, viva gli scagnozzi!","<0E:0009:0000:0C00>Oh, secuaz, mi secuaz...","<0E:0009:0000:0C00>Uşaklar, Bizim Uşaklar!"
,menu_stamp_name_07,<0E:0009:0000:0D00>Groep Koopa Paratroopa,<0E:0009:0000:0D00>Koopa Paratroopa Squad,<0E:0009:0000:0D00>La brigade des Paratroopas,<0E:0009:0000:0D00>Parakoopa-Trupp,<0E:0009:0000:0D00>Squadra Paratroopa,<0E:0009:0000:0D00>Tropa Paratroopa,<0E:0009:0000:0D00>Para-Koopa Takımı
,BrosAtk_07_4,"<0E:0009:0000:0B00>Als Mario naar voren beweegt, beweeg je de
draaiknop in de richting van de gekozen vijand.","<0E:0009:0000:0B00>When Mario starts to move forward, move the
Circle Pad toward the foe you want to target.","<0E:0009:0000:0B00>Lorsque Mario s'avance, poussez le pad
circulaire en direction de votre cible.","<0E:0009:0000:0B00>Bewege dafür das Schiebepad in Richtung des
Gegners, sobald die Brüder loswirbeln.","<0E:0009:0000:0B00>Quando Mario inizia ad avanzare, muovi
il pad scorrevole verso il tuo bersaglio.","<0E:0009:0000:0B00>Cuando Mario comience a avanzar, dirige
el botón deslizante hacia tu objetivo.","<0E:0009:0000:0B00>Mario ileri gitmeye başlayınca Dairesel Kumanda'yı
hedeflemek istediğin düşmana doğru it."
,menu_bgm_title_42,<0E:0009:0000:0C00>Vechtende vrienden,<0E:0009:0000:0C00>Fighting Friends,<0E:0009:0000:0C00>Compagnons d'armes,<0E:0009:0000:0C00>Von Freund zu Feind,<0E:0009:0000:0C00>Amici in lotta,<0E:0009:0000:0C00>Del odio a la amistad,<0E:0009:0000:0C00>Dövüşen Dostlar
,menu_stamp_name_08,<0E:0009:0000:0D00>Shy Guys in overvloed,<0E:0009:0000:0D00>So Many Shy Guys,<0E:0009:0000:0D00>Les Maskass en masse,<0E:0009:0000:0D00>Shy-Guy-Überschuss,<0E:0009:0000:0D00>Quanti Tipi Timidi!,<0E:0009:0000:0D00>Muchedumbre Shy Guy,<0E:0009:0000:0D00>Bir Sürü Shy Guy
,menu_bgm_title_43,<0E:0009:0000:0C00>De strategie,<0E:0009:0000:0C00>Let's Talk Strategy,<0E:0009:0000:0C00>Parlons stratégie,<0E:0009:0000:0C00>Strategisches Vorgehen,<0E:0009:0000:0C00>Parliamo di strategia,<0E:0009:0000:0C00>Discutamos la estrategia,<0E:0009:0000:0C00>Biraz Strateji Konuşalım
,menu_stamp_name_09,<0E:0009:0000:0D00>Beaucoup Boo's,<0E:0009:0000:0D00>Beaucoup Boos,<0E:0009:0000:0D00>Des Boos partout,<0E:0009:0000:0D00>Buu-Huu-Crew,<0E:0009:0000:0D00>Una bolgia di Boo,<0E:0009:0000:0D00>Muchedumbre Boo,<0E:0009:0000:0D00>Boo Bolluğu
,SoloHammer_L_00_0,"<0E:0009:0000:0B00>Druk op <0E:0000:0003:00BB27FF><0E:0000:0003:E6E6E6FF> zodra Luigi de hamer boven zijn
hoofd houdt! Met de juiste timing kun je een
<0E:0000:0003:2C64FFFF>Perfect<0E:0000:0003:E6E6E6FF> scoren.","<0E:0009:0000:0B00>Press the <0E:0000:0003:FF4343FF><0E:0000:0003:00BB27FF><0E:0000:0003:FF4343FF> <0E:0000:0003:E6E6E6FF>Button when the Hammer is
above Luigi's head! Time it perfectly to
earn an <0E:0000:0003:2C64FFFF>Excellent<0E:0000:0003:E6E6E6FF> <0E:0000:0003:E6E6E6FF>rating.<0E:0000:0003:E6E6E6FF>","<0E:0009:0000:0B00>Appuyez sur <0E:0000:0003:00BB27FF><0E:0000:0003:E6E6E6FF> lorsque le marteau est derrière
la tête de Luigi. Un timing impeccable vous
vaudra la mention <0E:0000:0003:2C64FFFF>Excellent<0E:0000:0003:E6E6E6FF>.","<0E:0009:0000:0B00>Drücke <0E:0000:0003:00BB27FF><0E:0000:0003:E6E6E6FF>, sobald der Hammer glänzt.
Perfektes Timing: <0E:0000:0003:2C64FFFF>Exzellent!<0E:0000:0003:E6E6E6FF>","<0E:0009:0000:0B00>Premi <0E:0000:0003:00BB27FF> <0E:0000:0003:E6E6E6FF>quando il Martello è alto sopra
la testa di Luigi! Un tempismo perfetto
ti farà ottenere un bel <0E:0000:0003:2C64FFFF>Fantastico!<0E:0000:0003:E6E6E6FF>","<0E:0009:0000:0B00>Pulsa <0E:0000:0003:00BB27FF><0E:0000:0003:E6E6E6FF> cuando el martillo pase sobre la
cabeza de Luigi. Si lo haces en el momento
justo, asestarás un golpe <0E:0000:0003:2C64FFFF>Excelente<0E:0000:0003:E6E6E6FF><0E:0000:0003:E6E6E6FF>.<0E:0000:0003:E6E6E6FF>","<0E:0009:0000:0B00>Çekiç Luigi'nin başı üstündeyken <0E:0000:0003:FF4343FF><0E:0000:0003:00BB27FF><0E:0000:0003:FF4343FF> <0E:0000:0003:E6E6E6FF>Düğmesine bas!
Kusursuz zamanlamayla <0E:0000:0003:2C64FFFF>Mükemmel<0E:0000:0003:E6E6E6FF><0E:0000:0003:E6E6E6FF> dereceyi kap.<0E:0000:0003:E6E6E6FF>"
,menu_bgm_title_44,<0E:0009:0000:0C00>Bowsers onderdanenmars,<0E:0009:0000:0C00>Bowser's Minions March,<0E:0009:0000:0C00>La marche des sbires,<0E:0009:0000:0C00>Schergen-Marsch,<0E:0009:0000:0C00>La marcia degli scagnozzi di Bowser,<0E:0009:0000:0C00>La marcha de los secuaces de Bowser,<0E:0009:0000:0C00>Bowser'ın Uşakları Marşı
,menu_record_avoid_num,<0E:0009:0000:0600>Aanvallen ontweken,<0E:0009:0000:0600>Attacks Dodged,<0E:0009:0000:0600>Attaques esquivées,<0E:0009:0000:0600>Erfolgreiches Ausweichen,<0E:0009:0000:0600>Attacchi schivati,<0E:0009:0000:0600>Ataques esquivados,<0E:0009:0000:0600>Kaçınılan Saldırılar
,BrosAtk_05_0,"<0E:0009:0000:0B00>Als Mario een vuurbal gooit, druk je
snel op <0E:0000:0003:FF4343FF> <0E:0000:0003:E6E6E6FF>om hem groter te maken.","<0E:0009:0000:0B00>When Mario throws a fireball, press the
<0E:0000:0003:FF4343FF> <0E:0000:0003:E6E6E6FF>Button quickly to make it grow.","<0E:0009:0000:0B00>Martelez <0E:0000:0003:FF4343FF><0E:0000:0003:E6E6E6FF> pour que Mario enchaîne les boules
de feu jusqu'à obtenir une boule gigantesque.","<0E:0009:0000:0B00>Wenn Mario den Feuerball wirft, drücke ganz
schnell nacheinander <0E:0000:0003:FF4343FF><0E:0000:0003:E6E6E6FF>, damit der Ball wächst.","<0E:0009:0000:0B00>Quando Mario sta per lanciare una palla di
fuoco, premi rapidamente <0E:0000:0003:FF4343FF> <0E:0000:0003:E6E6E6FF>per ingrandirla.","<0E:0009:0000:0B00>Cuando Mario lance una bola de fuego,
pulsa rápidamente <0E:0000:0003:FF4343FF> <0E:0000:0003:E6E6E6FF>para agrandarla.","<0E:0009:0000:0B00>Mario ateş topunu fırlatırken <0E:0000:0003:FF4343FF> <0E:0000:0003:E6E6E6FF>Düğmesine
hızla basıp alevi büyüt."
,KMsg_amiibo_com_l01,"<0E:0009:0000:0300>Bezig de amiibo te lezen...
Verwijder de amiibo niet van de NFC-sensor.","<0E:0009:0000:0300>Reading amiibo...
Do not remove the amiibo from the NFC area.","<0E:0009:0000:0300>Lecture de l'amiibo...
Ne retirez pas l'amiibo de la zone NFC.","<0E:0009:0000:0300>amiibo wird gelesen...
Bitte entferne das amiibo nicht vom NFC-Feld.","<0E:0009:0000:0300>Lettura dell'amiibo in corso...
Non rimuovere l'amiibo dall'area NFC.","<0E:0009:0000:0300>Leyendo los datos del amiibo...
No retires el amiibo del área NFC.","<0E:0009:0000:0300>amiibo okunuyor...
amiibo'yu NFC alanından çekme."
,SoloJump_M_00_0,"<0E:0009:0000:0B00>Druk op <0E:0000:0003:FF4343FF><0E:0000:0003:E6E6E6FF> zodra je landt. Bij een goede timing
voer je een tweede aanval uit. Als je al je
aanvallen goed timet, scoor je een <0E:0000:0003:2C64FFFF>Perfect<0E:0000:0003:E6E6E6FF>.","<0E:0009:0000:0B00>Press <0E:0000:0003:FF4343FF> <0E:0000:0003:373737FF><0E:0000:0003:E6E6E6FF>after you land. If your timing is right,
you will score an extra attack! Time all of your
attacks well and aim for an <0E:0000:0003:373737FF><0E:0000:0003:2C64FFFF>Excellent <0E:0000:0003:373737FF><0E:0000:0003:E6E6E6FF>rating.<0E:0000:0003:373737FF><0E:0000:0003:FF4343FF><0E:0000:0003:E6E6E6FF>","<0E:0009:0000:0B00>Appuyez sur <0E:0000:0003:FF4343FF><0E:0000:0003:E6E6E6FF> en tombant sur un ennemi pour
déclencher une deuxième attaque et obtenir la
mention <0E:0000:0003:2C64FFFF>Excellent<0E:0000:0003:E6E6E6FF> en cas de timing impeccable.","<0E:0009:0000:0B00>Drücke kurz vorm Landen <0E:0000:0003:FF4343FF><0E:0000:0003:E6E6E6FF>, um erneut
zu springen! Erzielst du zwei perfekte Treffer,
gibt's zur Belohnung ein <0E:0000:0003:2C64FFFF>Exzellent!<0E:0000:0003:E6E6E6FF>","<0E:0009:0000:0B00>Premi <0E:0000:0003:FF4343FF> <0E:0000:0003:373737FF><0E:0000:0003:E6E6E6FF>quando atterri. Con il giusto tempismo,
sferri un attacco extra! Esegui tutti gli attacchi
al momento giusto per un bel <0E:0000:0003:373737FF><0E:0000:0003:2C64FFFF>Fantastico!<0E:0000:0003:373737FF><0E:0000:0003:FF4343FF><0E:0000:0003:E6E6E6FF>","<0E:0009:0000:0B00>Pulsa <0E:0000:0003:FF4343FF><0E:0000:0003:373737FF><0E:0000:0003:E6E6E6FF> al caer. Si lo haces en el momento
justo, obtendrás un ataque adicional. Encadena
aciertos para conseguir un ataque <0E:0000:0003:373737FF><0E:0000:0003:2C64FFFF>Excelente<0E:0000:0003:373737FF><0E:0000:0003:E6E6E6FF>.<0E:0000:0003:373737FF><0E:0000:0003:FF4343FF><0E:0000:0003:E6E6E6FF>","<0E:0009:0000:0B00><0E:0000:0003:FF4343FF> <0E:0000:0003:373737FF><0E:0000:0003:E6E6E6FF>yere indikten sonra bas.
Zamanlaman doğruysa bir saldırı daha yaparsın!
Hepsini iyi zamanlayıp <0E:0000:0003:373737FF><0E:0000:0003:2C64FFFF>Mükemmel <0E:0000:0003:373737FF><0E:0000:0003:E6E6E6FF>dereceyi hedefle.<0E:0000:0003:373737FF><0E:0000:0003:FF4343FF><0E:0000:0003:E6E6E6FF>"
,menu_bgm_title_45,<0E:0009:0000:0C00>Een nieuw avontuur DX,<0E:0009:0000:0C00>A New Adventure Begins DX,<0E:0009:0000:0C00>À l'aube d'un nouveau voyage - DX,<0E:0009:0000:0C00>Beginn eines neuen Abenteuers -DX-,<0E:0009:0000:0C00>Inizia una nuova avventura DX,<0E:0009:0000:0C00>Comienza una nueva aventura (deluxe),<0E:0009:0000:0C00>Yeni Bir Macera Başlıyor DX
,BrosAtk_05_1,"<0E:0009:0000:0B00>Als het vuur dicht bij
Luigi is, druk je op <0E:0000:0003:00BB27FF><0E:0000:0003:E6E6E6FF>.","<0E:0009:0000:0B00>When the fire gets close to Luigi,
hit it by pressing the <0E:0000:0003:00BB27FF> <0E:0000:0003:E6E6E6FF>Button!","<0E:0009:0000:0B00>Appuyez sur <0E:0000:0003:00BB27FF> <0E:0000:0003:E6E6E6FF>lorsque celle-ci
se rapproche de Luigi.","<0E:0009:0000:0B00>Drücke <0E:0000:0003:00BB27FF><0E:0000:0003:E6E6E6FF>, sobald die Flammen Luigi erreichen,
um die Attacke abzuschließen.","<0E:0009:0000:0B00>Appena prima che raggiunga
Luigi, colpiscila premendo <0E:0000:0003:00BB27FF><0E:0000:0003:E6E6E6FF>!","<0E:0009:0000:0B00>Cuando la bola se acerque a Luigi,
pulsa <0E:0000:0003:00BB27FF><0E:0000:0003:E6E6E6FF> para golpearla.",<0E:0009:0000:0B00>Ateş Luigi'ye yaklaşınca <0E:0000:0003:00BB27FF> <0E:0000:0003:E6E6E6FF>Düğmesine basıp ona vur!
,KMsg_amiibo_com_l02,"<0E:0009:0000:0300>Bezig gegevens naar de amiibo te schrijven...
Verwijder de amiibo niet van de NFC-sensor.","<0E:0009:0000:0300>Writing data to the amiibo...
Do not remove the amiibo from the NFC area.","<0E:0009:0000:0300>Écriture de données sur l'amiibo...
Ne retirez pas l'amiibo de la zone NFC.","<0E:0009:0000:0300>Daten werden auf dem amiibo gespeichert...
Bitte entferne das amiibo nicht vom NFC-Feld.","<0E:0009:0000:0300>Salvataggio dei dati nell'amiibo in corso...
Non rimuovere l'amiibo dall'area NFC.","<0E:0009:0000:0300>Escribiendo datos en el amiibo...
No retires el amiibo del área NFC.","<0E:0009:0000:0300>amiibo'ya veri yazılıyor...
amiibo'yu NFC alanından çekme."
,Xjump_03_0,"<0E:0009:0000:0B00>Door <0E:0000:0003:2C64FFFF><0E:0000:0003:E6E6E6FF> in te drukken, springen beide broertjes
gelijktijdig.","<0E:0009:0000:0B00>The Bros. can both jump at the same time by
pressing the <0E:0000:0003:2C64FFFF> <0E:0000:0003:E6E6E6FF>Button.","<0E:0009:0000:0B00>Appuyez sur <0E:0000:0003:2C64FFFF> <0E:0000:0003:E6E6E6FF>pour faire sauter les deux
personnages en même temps.","<0E:0009:0000:0B00>Lass beide Brüder gleichzeitig springen,
indem du <0E:0000:0003:2C64FFFF> <0E:0000:0003:E6E6E6FF>drückst.","<0E:0009:0000:0B00>Premi <0E:0000:0003:2C64FFFF><0E:0000:0003:E6E6E6FF> per fare saltare simultaneamente
i due fratelli.","<0E:0009:0000:0B00>Al pulsar <0E:0000:0003:2C64FFFF><0E:0000:0003:E6E6E6FF>, los hermanos saltarán a la vez.",<0E:0009:0000:0B00>İki Kardeşin aynı anda zıplaması için <0E:0000:0003:2C64FFFF> <0E:0000:0003:E6E6E6FF>Düğmesine bas.
,menu_bgm_title_46,<0E:0009:0000:0C00>We gaan weer! DX,<0E:0009:0000:0C00>We're Off Again! DX,<0E:0009:0000:0C00>L'aventure nous rappelle ! - DX,<0E:0009:0000:0C00>Wir brechen wieder auf! -DX-,<0E:0009:0000:0C00>E si riparte! DX,<0E:0009:0000:0C00>¡Partimos! (deluxe),<0E:0009:0000:0C00>Yine Yollardayız! DX
,menu_scenario_now_20,"<0E:0009:0000:0600>Mario en Luigi reizen over de oceaanbodem
om terug in het Booninkrijk te komen.","<0E:0009:0000:0600>Mario and Luigi travel the ocean floor and
make it back to the Beanbean Kingdom.","<0E:0009:0000:0600>Mario et Luigi s'offrent une balade sous-marine
pour rejoindre le Royaume de Végésia.","<0E:0009:0000:0600>Am Meeresboden bahnen sich Mario und Luigi
ihren Weg zurück nach Bohnenland.","<0E:0009:0000:0600>Mario e Luigi viaggiano per il fondale
dell'oceano e ritornano al Regno di Fagiolandia.","<0E:0009:0000:0600>Tras una travesía por el fondo del mar,
Mario y Luigi regresan al Reino Judía.","<0E:0009:0000:0600>Mario ve Luigi okyanus tabanından ilerleyip
Fasulya Krallığı'na geri döner."
,BrosAtk_05_2,"<0E:0009:0000:0B00>Hoe groter de vuurbal, hoe groter je kans op
een Perfect en hoe meer schade je toebrengt.","<0E:0009:0000:0B00>The bigger the flame, the better
your chances of an Excellent!
And the more damage you'll deal!","<0E:0009:0000:0B00>Plus la boule de feu est imposante, plus vous
infligerez de dégâts... et plus vous aurez de
chances d'obtenir la mention Excellent !","<0E:0009:0000:0B00>Je mehr Feuer, umso größer der verursachte
Schaden und die Chance auf ein Exzellent!","<0E:0009:0000:0B00>Più grande la palla, maggiore
la chance di un ""Fantastico!""
con cui infliggere molti danni!","<0E:0009:0000:0B00>Cuanto más grande sea la bola, mayores
serán tus posibilidades de lograr un ataque
Excelente y más daño infligirás.","<0E:0009:0000:0B00>Alev ne kadar büyükse Mükemmel yapma şansın
o kadar artar ve o kadar fazla hasar verirsin!"
,FldGuide_09_0,"<0E:0009:0000:0B00>Als je een stempelvel hebt gekregen,
kun je met een compatibele amiibo
een stempel zetten.","<0E:0009:0000:0B00>Once you've received a Stamp Sheet,
you can touch a compatible amiibo 
to place a stamp.","<0E:0009:0000:0B00>Une fois que vous aurez obtenu un feuillet
de l'album, vous pourrez y appliquer un tampon
en utilisant un amiibo compatible.","<0E:0009:0000:0B00>Sobald du einen Stempelbogen erhalten hast,
kannst du ihn mit einem kompatiblen <0E:0000:0003:2C64FFFF>amiibo<0E:0000:0003:E6E6E6FF>
stempeln.","<0E:0009:0000:0B00>Una volta ricevuto un Foglio per timbri, puoi
<0E:0000:0003:2C64FFFF>toccare <0E:0000:0003:E6E6E6FF>lo schermo inferiore con un <0E:0000:0003:2C64FFFF>amiibo
<0E:0000:0003:E6E6E6FF>compatibile per collocare un timbro.","<0E:0009:0000:0B00>Una vez que hayas recibido una hoja de sellos,
si tienes un amiibo compatible, lo podrás
escanear para poner un sello.","<0E:0009:0000:0B00>Bir Damga Sayfası aldıktan sonra uyumlu bir
amiibo'yu dokundurarak damga basabilirsin."
,menu_bgm_title_47,<0E:0009:0000:0C00>Hand van het kwaad DX,<0E:0009:0000:0C00>Touch of Evil DX,<0E:0009:0000:0C00>L'étreinte du mal - DX,<0E:0009:0000:0C00>Das Böse klopft an! -DX-,<0E:0009:0000:0C00>Un tocco malefico DX,<0E:0009:0000:0C00>La caricia del mal (deluxe),<0E:0009:0000:0C00>Kötülüğün Dokunuşu DX
