AltDosya,Etiket,EU_du,EU_en,EU_fr,EU_ge,EU_it,EU_sp,TR
,MDat_V_0053,"<0E:0009:0000:0600>Als jullie <0E:0000:0003:2C64FFFF>10<0E:0000:0003:373737FF> tonpunten halen,
mogen jullie mijn hulpjes worden.
Goed voor mij, goed voor jullie.<0E:0002:0001:><0E:0000:0004:>Tonnenschuiver spelen?<0E:0002:0000:0A00>
<0E:0005:0000:><0E:0001:0001:><0E:0004:0001:>Ja<0E:0006:0000:2000><0E:0004:0001:>Nee<0E:0006:0000:2000><0E:0004:0001:>Uitleg<0E:0002:0000:0A00>","<0E:0009:0000:0600>If you get <0E:0000:0003:2C64FFFF>10<0E:0000:0003:373737FF> Barrel points,
you can be my sidekick.
You win, I win...we all win!<0E:0002:0001:><0E:0000:0004:>Want to Barrel?<0E:0002:0000:0A00>
<0E:0005:0000:><0E:0001:0001:><0E:0004:0001:>Yes<0E:0006:0000:2000><0E:0004:0001:>No<0E:0006:0000:2000><0E:0004:0001:>Explain!<0E:0002:0000:0A00>","<0E:0009:0000:0600>Si vous faites 10 points,
je vous engage !<0E:0002:0001:><0E:0000:0004:> Mes sous-fifres
sont tous heureux.<0E:0002:0001:><0E:0000:0004:><0E:0001:0004:>Voulez-vous tenter votre chance ?<0E:0002:0000:0A00>
<0E:0005:0000:><0E:0001:0001:><0E:0004:0001:>Oui<0E:0006:0000:2000><0E:0004:0001:>Non<0E:0006:0000:2000><0E:0004:0001:>C'est quoi, ton jeu ?<0E:0002:0001:>","<0E:0009:0000:0600>Schaffen <0E:0000:0003:2C64FFFF>10<0E:0000:0003:373737FF> Punkte bei
Fassspiel, werden meine
Schüler, alle sein glücklich!<0E:0002:0001:><0E:0000:0004:><0E:0005:0000:><0E:0001:0004:>Ihr spielen Fassspiel?<0E:0002:0000:0A00>
<0E:0001:0000:><0E:0000:0003:373737FF><0E:0006:0000:0F00><0E:0000:0003:373737FF><0E:0004:0001:>Ja
<0E:0001:0000:><0E:0000:0003:373737FF><0E:0006:0000:0F00><0E:0000:0003:373737FF><0E:0004:0001:>Nein
<0E:0001:0000:><0E:0000:0003:373737FF><0E:0006:0000:0F00><0E:0000:0003:373737FF><0E:0004:0001:>Üben!<0E:0002:0000:0A00>","<0E:0009:0000:0600><0E:0001:0004:>Se vincete <0E:0000:0003:2C64FFFF>10<0E:0000:0003:373737FF> punti barile
diverrete miei protetti.
Vincete voi, vinco io!<0E:0002:0001:><0E:0000:0004:><0E:0001:0004:>Vi va una Sfida Barile?<0E:0002:0000:0A00>
   <0E:0004:0001:>Sì
   <0E:0004:0001:>No
   <0E:0004:0001:>Come si fa?<0E:0002:0000:0A00>","<0E:0009:0000:0600>Conseguid <0E:0000:0003:2C64FFFF>10<0E:0000:0003:373737FF> puntos en Los Barriles
para ser mis secuaces.<0E:0002:0001:><0E:0000:0004:>¿Queréis probar?<0E:0002:0000:0A00>
<0E:0005:0000:><0E:0001:0001:><0E:0004:0001:>Sí<0E:0006:0000:2000><0E:0004:0001:>No<0E:0006:0000:2000><0E:0004:0001:>Instrucciones<0E:0002:0000:0A00>","<0E:0009:0000:0600><0E:0000:0003:2C64FFFF>10<0E:0000:0003:373737FF> Varil puanı toplarsanız
yardımcılarım olabilirsiniz.
Siz kazanırsınız, ben kazanırım... herkes kazanır!<0E:0002:0001:><0E:0000:0004:>Varil Dizmece oynayalım mı?<0E:0002:0000:0A00>
<0E:0005:0000:><0E:0001:0001:><0E:0004:0001:>Evet<0E:0006:0000:2000><0E:0004:0001:>Hayır<0E:0006:0000:2000><0E:0004:0001:>Anlat!<0E:0002:0000:0A00>"
,MDat_V_0054,"<0E:0009:0000:0600>Tonnenschuiver spelen?<0E:0002:0000:0A00>
<0E:0001:0000:><0E:0005:0000:><0E:0006:0000:0F00><0E:0004:0001:>Ja
<0E:0001:0000:><0E:0006:0000:0F00><0E:0004:0001:>Nee
<0E:0001:0000:><0E:0006:0000:0F00><0E:0004:0001:>Oefenen<0E:0002:0000:0A00>","<0E:0009:0000:0600>Want to Barrel?<0E:0002:0000:0A00>
<0E:0001:0000:><0E:0005:0000:><0E:0006:0000:0F00><0E:0004:0001:>Yes
<0E:0001:0000:><0E:0006:0000:0F00><0E:0004:0001:>No
<0E:0001:0000:><0E:0006:0000:0F00><0E:0004:0001:>Practice<0E:0002:0000:0A00>","<0E:0009:0000:0600>Voulez-vous rejouer aux tonneaux ?<0E:0002:0000:0A00>
 <0E:0001:0000:><0E:0004:0001:>Oui
 <0E:0001:0000:><0E:0004:0001:>Non
 <0E:0001:0000:><0E:0004:0001:>Entraînement<0E:0002:0000:0A00>","<0E:0009:0000:0600><0E:0001:0000:>Ihr spielen Fassspiel?<0E:0002:0000:0A00>
 <0E:0001:0000:><0E:0004:0001:>Ja
 <0E:0001:0000:><0E:0004:0001:>Nein<0E:0002:0000:0A00>","<0E:0009:0000:0600>Vi va una Sfida Barile?<0E:0002:0000:0A00>
  <0E:0001:0000:><0E:0004:0001:>Sì
  <0E:0001:0000:><0E:0004:0001:>No
  <0E:0001:0000:><0E:0004:0001:>Allenamento<0E:0002:0000:0A00>","<0E:0009:0000:0600><0E:0005:0000:><0E:0001:0004:>¿Queréis jugar a Los Barriles?<0E:0002:0000:0A00>
   <0E:0001:0000:><0E:0004:0001:>Sí
   <0E:0001:0000:><0E:0004:0001:>No<0E:0002:0000:0A00>","<0E:0009:0000:0600>Varil Dizmece oynayalım mı?<0E:0002:0000:0A00>
<0E:0001:0000:><0E:0005:0000:><0E:0006:0000:0F00><0E:0004:0001:>Evet
<0E:0001:0000:><0E:0006:0000:0F00><0E:0004:0001:>Hayır
<0E:0001:0000:><0E:0006:0000:0F00><0E:0004:0001:>Alıştırma<0E:0002:0000:0A00>"
,MDat_V_003F,"<0E:0009:0000:0600>Er zijn veel gevaren in de grotten.
Er kan van alles op jullie vallen.
Of een monster ziet jullie, en HAP!<0E:0002:0001:><0E:0000:0004:>Blijf op je hoede. Jullie willen niet
je mooie <0E:0000:0003:2C64FFFF>diamantenverzameling<0E:0000:0003:373737FF><0E:0000:0003:373737FF> 
weer kwijtraken!<0E:0002:0001:><0E:0000:0003:373737FF>","<0E:0009:0000:0600>There's many dangers in them
caves. Stuff could fall on you, or a
monster could pop out and CHOMP!<0E:0002:0001:><0E:0000:0004:>You need to be on your toes. You
don't want to lose them <0E:0000:0003:2C64FFFF>diamonds<0E:0000:0003:373737FF><0E:0000:0003:373737FF>
you went about collectin'.<0E:0002:0001:><0E:0000:0003:373737FF>","<0E:0009:0000:0600>Vous devez tous les deux
être sur vos gardes pour éviter
les obstacles !<0E:0002:0001:><0E:0000:0004:>Vous ne voulez pas risquer
de perdre les <0E:0000:0003:2C64FFFF>diamants<0E:0000:0003:373737FF><0E:0000:0003:373737FF>
que vous avez ramassés.<0E:0002:0001:><0E:0000:0003:373737FF>","<0E:0009:0000:0600>Die Höhle steckt voller Gefahren...
Steine fallen auf die Gleise und
Monster greifen plötzlich an...<0E:0002:0001:><0E:0000:0004:>Weicht allen Gefahren aus, sonst
verliert ihr am Ende noch die <0E:0000:0003:2C64FFFF>Edel-<0E:0000:0003:373737FF><0E:0000:0003:373737FF>
<0E:0000:0003:373737FF><0E:0000:0003:2C64FFFF>steine<0E:0000:0003:373737FF><0E:0000:0003:373737FF>, die ihr gesammelt habt.<0E:0002:0001:><0E:0000:0003:373737FF>","<0E:0009:0000:0600>La grotta nasconde molti pericoli!
Possono cadere oggetti sui binari o
apparire minacciosi fantasmi...<0E:0002:0001:><0E:0000:0004:>È importantissimo riuscire
ad evitare tali pericoli altrimenti
si perdono i <0E:0000:0003:2C64FFFF>diamanti<0E:0000:0003:373737FF><0E:0000:0003:373737FF> raccolti.<0E:0002:0001:><0E:0000:0003:373737FF>","<0E:0009:0000:0600>La cueva está llena de peligros.
Puede haber obstáculos en
los raíles o fantasmas...<0E:0002:0001:><0E:0000:0004:>Tened mucho cuidado o
perderéis los <0E:0000:0003:2C64FFFF>diamantes<0E:0000:0003:373737FF><0E:0000:0003:373737FF>
que hayáis conseguido.<0E:0002:0001:><0E:0000:0003:373737FF>","<0E:0009:0000:0600>Bu mağaralarda tehlike çoktur.
Tepenize bir şey düşer, bir
canavar çıkar, HAM diye kapar!<0E:0002:0001:><0E:0000:0004:>Gözünüzü dört açın. Topladığınız
<0E:0000:0003:2C64FFFF>elmasları<0E:0000:0003:373737FF><0E:0000:0003:373737FF> kaybetmek
istemezsiniz herhalde.<0E:0002:0001:><0E:0000:0003:373737FF>"
,MDat_V_0055,"<0E:0009:0000:0600>Hrmm!<0E:0002:0000:1E00> Hrmm!<0E:0002:0000:1E00>
Nou ja, het zij zo.<0E:0002:0001:>","<0E:0009:0000:0600>Hrmm!<0E:0002:0000:1E00> Hrmm!<0E:0002:0000:1E00>
So that's how it is.<0E:0002:0001:>","<0E:0009:0000:0600>Foungua !<0E:0002:0000:1E00> Foungua !<0E:0002:0000:1E00>
Très bien, je vois...<0E:0002:0001:>","<0E:0009:0000:0600>Hurga!<0E:0002:0000:1E00> Hurga!<0E:0002:0000:1E00>
Vielen Dank!<0E:0002:0001:>","<0E:0009:0000:0600>Uhm...<0E:0002:0000:1E00> Uhm...<0E:0002:0000:1E00>
Molto bene, se è così...<0E:0002:0001:>","<0E:0009:0000:0600>Hunga.<0E:0002:0000:1E00> Hunga.<0E:0002:0000:1E00>
Pues vale.<0E:0002:0001:>","<0E:0009:0000:0600>Hımm!<0E:0002:0000:1E00> Hımm!<0E:0002:0000:1E00>
Demek mesele buymuş.<0E:0002:0001:>"
,MDat_V_005B,"<0E:0009:0000:0600>Hrmm!<0E:0002:0000:1E00> Hrmm!<0E:0002:0000:1E00>
Stoppen, jullie!<0E:0002:0001:>","<0E:0009:0000:0600>Hrmm!<0E:0002:0000:1E00> Hrmm!<0E:0002:0000:1E00>
You stop right there!<0E:0002:0001:>","<0E:0009:0000:0600>Foungua !<0E:0002:0000:1E00> Foungua !<0E:0002:0000:1E00>
Arrêtez !<0E:0002:0001:>","<0E:0009:0000:0600>Hurga!<0E:0002:0000:1E00> Hurga!<0E:0002:0000:1E00>
Genug jetzt!<0E:0002:0001:>","<0E:0009:0000:0600>Uhm...<0E:0002:0000:1E00> Uhm...<0E:0002:0000:1E00>
Fino a là!<0E:0002:0001:>","<0E:0009:0000:0600>Hunga.<0E:0002:0000:1E00> Hunga.<0E:0002:0000:1E00>
¡Basta! ¡Parad!<0E:0002:0001:>","<0E:0009:0000:0600>Hımm!<0E:0002:0000:1E00> Hımm!<0E:0002:0000:1E00>
Durun bakalım orada!<0E:0002:0001:>"
,MDat_V_0071,"<0E:0009:0000:0600>Ongelofelijk! Jullie
hebben de beste score!<0E:0002:0001:>","<0E:0009:0000:0600>Oh! Incredible! You did it!
The high score is yours!<0E:0002:0001:>","<0E:0009:0000:0600>Oh ! Incroyable ! Vous avez réussi !
Vous avez battu le meilleur score !<0E:0002:0001:>","<0E:0009:0000:0600>Oho! Wir haben
einen High Score!<0E:0002:0001:>","<0E:0009:0000:0600>Ehi!!!
Ma guarda che punteggio!!!<0E:0002:0001:>","<0E:0009:0000:0600>¡Esto es increíble!
¡Habéis superado el récord!<0E:0002:0001:>","<0E:0009:0000:0600>Ooo! İnanılmaz! Başardınız!
Yeni rekor artık sizin!<0E:0002:0001:>"
,MDat_V_005C,"<0E:0009:0000:0600>O!<0E:0002:0000:1E00> Ho ho!<0E:0002:0000:1E00>
Niet slecht, vrienden!<0E:0002:0001:><0E:0000:0004:>Vanaf vandaag zijn jullie
mijn nieuwe hulpjes!<0E:0002:0001:>","<0E:0009:0000:0600>Oh!<0E:0002:0000:1E00> Ho-ho!<0E:0002:0000:1E00>
Not bad, friend of mine!<0E:0002:0001:><0E:0000:0004:>As of today, you are now
my new sidekick!<0E:0002:0001:>","<0E:0009:0000:0600>Waouh !<0E:0002:0000:1E00> Waouh !<0E:0002:0000:1E00>
Vous avez du talent !<0E:0002:0001:><0E:0000:0004:>À partir d'aujourd'hui, vous êtes
mes sous-fifres.<0E:0002:0001:>","<0E:0009:0000:0600>Hollo!<0E:0002:0000:1E00> Hollo!<0E:0002:0000:1E00>
Ziemlich gut!<0E:0002:0001:><0E:0000:0004:>Ab sofort ihr
meine Schüler!<0E:0002:0001:>","<0E:0009:0000:0600>Oh! <0E:0002:0000:1E00>Oh!<0E:0002:0000:1E00>
Niente male, amici!<0E:0002:0001:><0E:0000:0004:>Da oggi sarete i miei
protetti, contenti?<0E:0002:0001:>","<0E:0009:0000:0600>¡Ujo!<0E:0002:0000:1E00> ¡Ujo!<0E:0002:0000:1E00>
¡Bastante bien!<0E:0002:0001:><0E:0000:0004:>¡A partir de hoy
sois mis secuaces!<0E:0002:0001:>","<0E:0009:0000:0600>Oo!<0E:0002:0000:1E00> Ho-ho!<0E:0002:0000:1E00>
Hiç fena değil, dostlarım!<0E:0002:0001:><0E:0000:0004:>Bugünden itibaren
yeni yardımcılarımsınız!<0E:0002:0001:>"
,MDat_V_0072,"<0E:0009:0000:0600>Gefeliciteerd! Jullie
hebben een topscore!<0E:0002:0001:>","<0E:0009:0000:0600>Congratulations!
You got a high score!<0E:0002:0001:>","<0E:0009:0000:0600>Bravo !
Vous avez battu le meilleur score !<0E:0002:0001:>","<0E:0009:0000:0600>Glückwunsch! Das
ist der High Score!<0E:0002:0001:>","<0E:0009:0000:0600>Complimenti!
Un record!<0E:0002:0001:>","<0E:0009:0000:0600>¡Felicidades!
¡Has conseguido un récord!<0E:0002:0001:>","<0E:0009:0000:0600>Tebrikler!
Yüksek skor yaptınız!<0E:0002:0001:>"
,MDat_V_005D,"<0E:0009:0000:0600>Hrmm!<0E:0002:0000:1E00> Hrmm!<0E:0002:0000:1E00>
Weten jullie zeker dat jullie dit kunnen?<0E:0002:0001:><0E:0000:0004:>Als jullie mijn hulpjes willen worden,
moeten jullie het nog eens proberen.<0E:0002:0001:>","<0E:0009:0000:0600>Hrmm!<0E:0002:0000:1E00> Hrmm!<0E:0002:0000:1E00>
Are you really up for this?<0E:0002:0001:><0E:0000:0004:>If you want to be my sidekick,
you will have to try again.<0E:0002:0001:>","<0E:0009:0000:0600>Foungua !<0E:0002:0000:1E00> Foungua !<0E:0002:0000:1E00>
Avez-vous assez de volonté ? Il en<0E:0002:0001:><0E:0000:0004:>faut pour être mes sous-fifres !
Alors, on rejoue ! <0E:0002:0001:>","<0E:0009:0000:0600>Hurga!<0E:0002:0000:1E00> Hurga!<0E:0002:0000:1E00>
Ihr wollen nochmal?<0E:0002:0001:><0E:0000:0004:>Wenn meine Schüler
werden wollen, ihr
noch einmal Fassspiel!<0E:0002:0001:>","<0E:0009:0000:0600>Uhm...<0E:0002:0000:1E00> Uhm...<0E:0002:0000:1E00>
Siete davvero all'altezza?<0E:0002:0001:><0E:0000:0004:>Se volete diventare miei
protetti, dovete riprovare.<0E:0002:0001:>","<0E:0009:0000:0600>Hunga.<0E:0002:0000:1E00> Hunga.<0E:0002:0000:1E00>
¿Queréis volver a jugar?<0E:0002:0001:><0E:0000:0004:>Para ser mis secuaces,
tendréis que ganar.<0E:0002:0001:>","<0E:0009:0000:0600>Hımm!<0E:0002:0000:1E00> Hımm!<0E:0002:0000:1E00>
Gerçekten bu işi kıvırabilecek misiniz?<0E:0002:0001:><0E:0000:0004:>Yardımcılarım olmak istiyorsanız
bir daha denemeniz gerekecek.<0E:0002:0001:>"
,MDat_V_0073,"<0E:0009:0000:0600>Dit is onze populairste speelkast:
<0E:0000:0003:2C64FFFF>Sterrensjoelen<0E:0000:0003:373737FF><0E:0000:0003:373737FF>!<0E:0002:0001:><0E:0000:0004:>De topscore is <0E:0000:0003:373737FF><0E:0000:0003:2C64FFFF>200 punten<0E:0000:0003:373737FF><0E:0000:0003:373737FF>.
Ga daaroverheen en je krijgt een prijs!<0E:0002:0001:><0E:0000:0003:373737FF>","<0E:0009:0000:0600>This is our most popular machine:
<0E:0000:0003:2C64FFFF>The Star 'Stache Smash<0E:0000:0003:373737FF><0E:0000:0003:373737FF>!<0E:0002:0001:><0E:0000:0004:>The high score is <0E:0000:0003:373737FF><0E:0000:0003:2C64FFFF>200 points<0E:0000:0003:373737FF><0E:0000:0003:373737FF>.
Beat it to get an exquisite prize!<0E:0002:0001:><0E:0000:0003:373737FF>","<0E:0009:0000:0600>Je donne des primes formidables
à ceux qui font un bon score.<0E:0002:0001:><0E:0000:0004:>Le score doit être de plus de
<0E:0000:0003:2C64FFFF>200 points<0E:0000:0003:373737FF><0E:0000:0003:373737FF>.<0E:0002:0001:><0E:0000:0003:373737FF>","<0E:0009:0000:0600>Willkommen beim
<0E:0000:0003:2C64FFFF>Sternschnapper<0E:0000:0003:373737FF><0E:0000:0003:373737FF>!<0E:0002:0001:><0E:0000:0004:>Schafft mehr als <0E:0000:0003:373737FF><0E:0000:0003:2C64FFFF>200 Punkte<0E:0000:0003:373737FF><0E:0000:0003:373737FF> und
ihr bekommt eine tolle Prämie!<0E:0002:0001:><0E:0000:0003:373737FF>","<0E:0009:0000:0600>Ecco i <0E:0000:0003:2C64FFFF>Fratelli Altalena<0E:0000:0003:373737FF><0E:0000:0003:373737FF>,
il minigioco più alla moda!<0E:0002:0001:><0E:0000:0004:>Superando i <0E:0000:0003:373737FF><0E:0000:0003:2C64FFFF>200 punti<0E:0000:0003:373737FF><0E:0000:0003:373737FF>
si ottiene un bel regalo!<0E:0002:0001:><0E:0000:0003:373737FF>","<0E:0009:0000:0600>¡Bienvenidos, este es el juego
<0E:0000:0003:2C64FFFF>Bigote Astral<0E:0000:0003:373737FF><0E:0000:0003:373737FF>!<0E:0002:0001:><0E:0000:0004:>Si superáis los <0E:0000:0003:373737FF><0E:0000:0003:2C64FFFF>200<0E:0000:0003:373737FF><0E:0000:0003:373737FF> puntos,
os daré un estupendo premio.<0E:0002:0001:><0E:0000:0003:373737FF>","<0E:0009:0000:0600>En gözde makinemiz şu:
<0E:0000:0003:2C64FFFF>Yıldız Bıyık<0E:0000:0003:373737FF><0E:0000:0003:373737FF>!<0E:0002:0001:><0E:0000:0004:>Rekor <0E:0000:0003:373737FF><0E:0000:0003:2C64FFFF>200 puan<0E:0000:0003:373737FF><0E:0000:0003:373737FF>.
Geçerseniz nefis bir ödül sizin!<0E:0002:0001:><0E:0000:0003:373737FF>"
,MDat_V_005E,"<0E:0009:0000:0600>Maak rijen van tonnen met
dezelfde kleur, horizontaal
of verticaal.<0E:0002:0001:><0E:0000:0004:>Ik laat het een keer zien.
Het is niet zo moeilijk.<0E:0002:0001:>","<0E:0009:0000:0600>Just line up barrels of the
same color. Line them either
vertically or horizontally.<0E:0002:0001:><0E:0000:0004:>I will show you how, so give it
a try. It is not so difficult.<0E:0002:0001:>","<0E:0009:0000:0600>Le jeu consiste à aligner les
tonneaux de la même couleur<0E:0002:0001:><0E:0000:0004:>horizontalement ou verticalement.
Vous verrez, ce n'est pas difficile.
Allez, on essaye !<0E:0002:0001:>","<0E:0009:0000:0600>Einfach Fass mit gleiche Farbe
nach Länge oder Höhe
nebeneinander stellen!<0E:0002:0001:><0E:0000:0004:>Erst ich zeigen,
dann ihr machen.<0E:0002:0001:>","<0E:0009:0000:0600>Si devono allineare i
barili dello stesso colore in
orizzontale o in verticale.<0E:0002:0001:><0E:0000:0004:>Vi dico come fare, ma
poi dovete provarci voi.<0E:0002:0001:>","<0E:0009:0000:0600>Solo tenéis que alinear los
barriles del mismo color.<0E:0002:0001:><0E:0000:0004:>Probad a alinearlos en vertical
o en horizontal.<0E:0002:0001:>","<0E:0009:0000:0600>Aynı renkteki varilleri
yatay ya da dikey olacak şekilde
yan yana dizin.<0E:0002:0001:><0E:0000:0004:>Önce ben göstereceğim, sonra siz
deneyin. O kadar da zor değil.<0E:0002:0001:>"
,MDat_V_0074,"<0E:0009:0000:0600>Druk op <0E:0000:0003:2C64FFFF>START <0E:0000:0003:373737FF><0E:0000:0003:373737FF>om het
spelletje te pauzeren.<0E:0002:0001:><0E:0000:0004:><0E:0001:0004:>Veel succes!<0E:0002:0001:><0E:0000:0003:373737FF>","<0E:0009:0000:0600>Press <0E:0000:0003:2C64FFFF>START<0E:0000:0003:373737FF><0E:0000:0003:373737FF> to pause
the minigame.<0E:0002:0001:><0E:0000:0004:><0E:0001:0004:>Good luck!<0E:0002:0001:><0E:0000:0003:373737FF>","<0E:0009:0000:0600>Appuie sur <0E:0000:0003:2C64FFFF>START <0E:0000:0003:373737FF><0E:0000:0003:373737FF>pour
mettre le mini-jeu en pause.<0E:0002:0001:><0E:0000:0004:><0E:0001:0004:>Bon courage !<0E:0002:0001:><0E:0000:0003:373737FF>","<0E:0009:0000:0600>Drückt <0E:0000:0003:2C64FFFF>START<0E:0000:0003:373737FF><0E:0000:0003:373737FF>, um das Spiel
zu pausieren.<0E:0002:0001:><0E:0000:0004:><0E:0001:0004:>Und jetzt gebt Gas!<0E:0002:0001:><0E:0000:0003:373737FF>","<0E:0009:0000:0600>Con <0E:0000:0003:2C64FFFF>START<0E:0000:0003:373737FF><0E:0000:0003:373737FF> si mette
in pausa.<0E:0002:0001:><0E:0000:0004:><0E:0001:0004:>Coraggio!!!<0E:0002:0001:><0E:0000:0003:373737FF>","<0E:0009:0000:0600>Si necesitáis una pausa
durante el juego, basta
con pulsar <0E:0000:0003:2C64FFFF>START<0E:0000:0003:373737FF><0E:0000:0003:373737FF>.<0E:0002:0001:><0E:0000:0004:><0E:0001:0004:>¡Mucha suerte!<0E:0002:0001:><0E:0000:0003:373737FF>","<0E:0009:0000:0600>Mini oyunu duraklatmak için
<0E:0000:0003:2C64FFFF>START<0E:0000:0003:373737FF><0E:0000:0003:373737FF> düğmesine bas.<0E:0002:0001:><0E:0000:0004:><0E:0001:0004:>Bol şans!<0E:0002:0001:><0E:0000:0003:373737FF>"
,MDat_V_005F,"<0E:0009:0000:0600><0E:0000:0003:FF4343FF>Mario<0E:0000:0003:373737FF><0E:0000:0003:373737FF>, jij gebruikt links en
rechts op de <0E:0000:0003:373737FF><0E:0000:0003:2C64FFFF>richtingsknop<0E:0000:0003:373737FF><0E:0000:0003:373737FF>.<0E:0002:0001:><0E:0000:0004:><0E:0000:0003:373737FF><0E:0000:0003:00BB27FF>Luigi<0E:0000:0003:373737FF><0E:0000:0003:373737FF>, jij gebruikt omhoog
en omlaag.<0E:0002:0001:><0E:0000:0004:>Neem nu elk tien stappen.<0E:0002:0001:><0E:0000:0003:373737FF>","<0E:0009:0000:0600><0E:0000:0003:FF4343FF>Mario<0E:0000:0003:373737FF><0E:0000:0003:373737FF>, you use Left and Right
on the <0E:0000:0003:373737FF><0E:0000:0003:2C64FFFF>+Control Pad<0E:0000:0003:373737FF><0E:0000:0003:373737FF>.<0E:0002:0001:><0E:0000:0004:><0E:0000:0003:373737FF><0E:0000:0003:00BB27FF>Luigi<0E:0000:0003:373737FF><0E:0000:0003:373737FF>, you use Up and Down.<0E:0002:0001:><0E:0000:0004:>Try taking ten steps each.<0E:0002:0001:><0E:0000:0003:373737FF>","<0E:0009:0000:0600>Appuie sur gauche et sur droite sur
la <0E:0000:0003:2C64FFFF>manette +<0E:0000:0003:373737FF><0E:0000:0003:373737FF> pour <0E:0000:0003:373737FF><0E:0000:0003:FF4343FF>Mario<0E:0000:0003:373737FF><0E:0000:0003:373737FF><0E:0002:0001:><0E:0000:0004:>et sur haut et sur bas pour <0E:0000:0003:373737FF><0E:0000:0003:00BB27FF>Luigi<0E:0000:0003:373737FF><0E:0000:0003:373737FF>.
Essayez de faire dix pas chacun.<0E:0002:0001:><0E:0000:0003:373737FF>","<0E:0009:0000:0600><0E:0000:0003:FF4343FF>Mario<0E:0000:0003:373737FF><0E:0000:0003:373737FF> nutzen Links und Rechts
auf <0E:0000:0003:373737FF><0E:0000:0003:2C64FFFF>Steuerkreuz<0E:0000:0003:373737FF><0E:0000:0003:373737FF>.<0E:0002:0001:><0E:0000:0004:><0E:0000:0003:373737FF><0E:0000:0003:00BB27FF>Luigi<0E:0000:0003:373737FF><0E:0000:0003:373737FF> nutzen Oben und Unten.
Beide machen 10 Schritte!<0E:0002:0001:><0E:0000:0003:373737FF>","<0E:0009:0000:0600><0E:0000:0003:FF4343FF>Mario<0E:0000:0003:373737FF><0E:0000:0003:373737FF>, vai a destra e sinistra
con la <0E:0000:0003:373737FF><0E:0000:0003:2C64FFFF>pulsantiera +<0E:0000:0003:373737FF><0E:0000:0003:373737FF>.
<0E:0000:0003:373737FF><0E:0000:0003:00BB27FF>Luigi<0E:0000:0003:373737FF><0E:0000:0003:373737FF>, tu vai su e giù.<0E:0002:0001:><0E:0000:0004:>Fate 10 passi a testa!<0E:0002:0001:><0E:0000:0003:373737FF>","<0E:0009:0000:0600>Tú, <0E:0000:0003:FF4343FF>Mario<0E:0000:0003:373737FF><0E:0000:0003:373737FF>, te mueves a izquierda y derecha
con la <0E:0000:0003:2C64FFFF>cruz de control<0E:0000:0003:373737FF>, y tú, <0E:0000:0003:373737FF><0E:0000:0003:00BB27FF>Luigi<0E:0000:0003:373737FF><0E:0000:0003:373737FF>, arriba y abajo.<0E:0002:0001:><0E:0000:0004:>Venga, probad a dar 10 pasos cada uno.<0E:0002:0001:><0E:0000:0003:373737FF>","<0E:0009:0000:0600><0E:0000:0003:FF4343FF>Mario<0E:0000:0003:373737FF><0E:0000:0003:373737FF>, <0E:0000:0003:373737FF><0E:0000:0003:2C64FFFF>+Kontrol Düğmesi<0E:0000:0003:373737FF><0E:0000:0003:373737FF> ile
Sola ve Sağa gideceksin.<0E:0002:0001:><0E:0000:0004:><0E:0000:0003:373737FF><0E:0000:0003:00BB27FF>Luigi<0E:0000:0003:373737FF><0E:0000:0003:373737FF>, sen Yukarı ve Aşağı.<0E:0002:0001:><0E:0000:0004:>Şimdi onar adım atmayı deneyin.<0E:0002:0001:><0E:0000:0003:373737FF>"
,MDat_V_0076,"<0E:0009:0000:0600><0E:0001:0004:>Gefeliciteerd!<0E:0002:0001:>
Een nieuwe topscore!<0E:0002:0001:>","<0E:0009:0000:0600><0E:0001:0004:>Congratulations!<0E:0002:0001:>
It's a new high score!<0E:0002:0001:>","<0E:0009:0000:0600><0E:0001:0004:>Félicitations !
Joli score !<0E:0002:0001:>","<0E:0009:0000:0600>Glückwunsch! Das
ist ein neuer High Score!<0E:0002:0001:>","<0E:0009:0000:0600><0E:0001:0004:>Complimenti! È
il punteggio migliore!<0E:0002:0001:>","<0E:0009:0000:0600><0E:0001:0004:>¡Felicidades! ¡Habéis
superado el récord!<0E:0002:0001:>","<0E:0009:0000:0600><0E:0001:0004:>Tebrikler!<0E:0002:0001:>
Yeni bir rekor!<0E:0002:0001:>"
,MDat_V_0077,"<0E:0009:0000:0600>Ik kijk uit naar jullie
volgende poging!<0E:0002:0001:>","<0E:0009:0000:0600>I'll be waiting for your next
attempt!<0E:0002:0001:>","<0E:0009:0000:0600>J'ai hâte d'assister à vos
prochaines parties !<0E:0002:0001:>","<0E:0009:0000:0600>Ich warte auf eure
Herausforderung!<0E:0002:0001:>","<0E:0009:0000:0600>Stavo aspettando il
prossimo tentativo!<0E:0002:0001:>","<0E:0009:0000:0600>¡Volved cuando queráis
jugar de nuevo!<0E:0002:0001:>","<0E:0009:0000:0600>Bir sonraki denemenizi
bekliyor olacağım!<0E:0002:0001:>"
