AltDosya,Etiket,EU_du,EU_en,EU_fr,EU_ge,EU_it,EU_sp,TR
b_sys,Hint_morton_0_1,"<0E:0009:0000:0B00>Aan het vuur kun je zien wie het doelwit is.
Rechts betekent Mario, links betekent Luigi.
Beide kanten betekent beide broers!","<0E:0009:0000:0B00>The fire he breathes shows who he has
targeted. The right side means Mario,
left means Luigi. Both sides means both!","<0E:0009:0000:0B00>Il indique sa cible en crachant du feu à
droite pour Mario, à gauche pour Luigi...
et des deux côtés pour les deux.","<0E:0009:0000:0B00>Sein Feueratem zeigt, wen er gleich rösten
möchte. Rechts bedeutet Mario, links Luigi.
Beide Seiten bedeutet: beide!","<0E:0009:0000:0B00>La direzione da cui inspira il fuoco indica
chi attaccherà: destra per Mario, sinistra
per Luigi, entrambe per... entrambi!","<0E:0009:0000:0B00>Si respira fuego, observa si aparece a
la derecha o a la izquierda y sabrás si
el blanco es Mario o Luigi. ¡Si respira
por ambos lados, atacará a los dos!","<0E:0009:0000:0B00>Püskürttüğü ateş kimi hedeflediğini gösterir. Sağ taraf
Mario, sol taraf Luigi, iki taraf birden yanarsa ikisi de!"
b_sys,Hint_powerup_4,"<0E:0009:0000:0B00>Als je wordt afgeranseld door
vijanden, zoek dan naar uitrusting
die je <0E:0000:0003:2C64FFFF>HP <0E:0000:0003:E6E6E6FF>en <0E:0000:0003:2C64FFFF>DEF <0E:0000:0003:E6E6E6FF>verhoogt.","<0E:0009:0000:0B00>If you find yourself getting pummeled
by enemy attacks, try using gear that
raises your <0E:0000:0003:2C64FFFF>HP <0E:0000:0003:E6E6E6FF>and <0E:0000:0003:2C64FFFF>DEF<0E:0000:0003:E6E6E6FF>.","<0E:0009:0000:0B00>Si vous avez du mal à esquiver les attaques,
privilégiez un équipement qui augmente
votre <0E:0000:0003:2C64FFFF>DÉF<0E:0000:0003:E6E6E6FF> et vos <0E:0000:0003:2C64FFFF>PV<0E:0000:0003:E6E6E6FF>.","<0E:0009:0000:0B00>Hast du gegnerischen Angriffen nichts oder nur
wenig entgegenzusetzen, dann gleiche dies mit
<0E:0000:0003:2C64FFFF>KP<0E:0000:0003:E6E6E6FF>- und <0E:0000:0003:2C64FFFF>VERT<0E:0000:0003:E6E6E6FF>.-fördernder Ausrüstung aus.","<0E:0009:0000:0B00>Se gli attacchi nemici ti infliggono molti
danni, prova a usare equipaggiamento
che aumenti i <0E:0000:0003:2C64FFFF>PV <0E:0000:0003:E6E6E6FF>e la <0E:0000:0003:2C64FFFF>DIF<0E:0000:0003:E6E6E6FF>.","<0E:0009:0000:0B00>Si los enemigos te están destrozando,
usa equipo que aumente tu <0E:0000:0003:2C64FFFF>DEFENSA<0E:0000:0003:E6E6E6FF>
y tu <0E:0000:0003:2C64FFFF>VIDA<0E:0000:0003:E6E6E6FF>.","<0E:0009:0000:0B00>Düşman saldırıları seni çok hırpalıyorsa
<0E:0000:0003:2C64FFFF>HP <0E:0000:0003:E6E6E6FF>ve <0E:0000:0003:2C64FFFF>SAV<0E:0000:0003:E6E6E6FF> artıran ekipmanlar kullanmayı dene."
b_sys,Hint_swmucho_0_0,"<0E:0009:0000:0B00>Als je ze raakt met vuurvingers en ze
de aandoening BRANDEND krijgen, vliegen
ze in brand en beginnen ze rond te rennen.","<0E:0009:0000:0B00>They will catch fire and start running
when attacked with Firebrand and
inflicted with the BURN status.","<0E:0009:0000:0B00>Touché par une attaque de Feu ou victime
du statut Brûlé, le Glafit s'enflamme et
se met à cavaler.","<0E:0009:0000:0B00>Greife sie mit der Feuerhand an, damit sie
sich entzünden und die Beine in die Hand
nehmen, sobald sie mit dem Statuseffekt
FEUER infiziert sind.","<0E:0009:0000:0B00>Attaccali con Mastro Fuoco: se subiscono
l'alterazione di stato SCOTTATO, prendono
fuoco e corrono all'impazzata.","<0E:0009:0000:0B00>Cuando el ataque Mano del Fuego
les inflija el estado QUEMADURA,
se prenderán. ¡Mira cómo corren
los pobres!","<0E:0009:0000:0B00>Ateş Eli ile saldırıp YANIK durumuna sokarsan
tutuşup koşturmaya başlarlar."
b_sys,SoloJump_L_00,<0E:0009:0000:0C00>SPRONG,<0E:0009:0000:0C00>JUMP,<0E:0009:0000:0C00>Saut,<0E:0009:0000:0C00>Sprung,<0E:0009:0000:0C00>Salto,<0E:0009:0000:0C00>Salto,<0E:0009:0000:0C00>ZIPLA
b_sys,mon_name_85,<0E:0009:0000:0000>Bowser,<0E:0009:0000:0000>Bowser,<0E:0009:0000:0000>Bowser,<0E:0009:0000:0000>Bowser,<0E:0009:0000:0000>Bowser,<0E:0009:0000:0000>Bowser,<0E:0009:0000:0000>Bowser
b_sys,BrosAtk_02_A_5,"<0E:0009:0000:0B00>Druk dan op <0E:0000:0003:00BB27FF><0E:0000:0003:E6E6E6FF> zodra de vijand de grond
raakt, zodat Luigi nog een keer kan stoten!","<0E:0009:0000:0B00>Then, press <0E:0000:0003:00BB27FF><0E:0000:0003:E6E6E6FF> when the foe hits the ground to
make submerged Luigi knock them sky high!","<0E:0009:0000:0B00>Appuyez ensuite sur <0E:0000:0003:00BB27FF><0E:0000:0003:E6E6E6FF> au moment où l'ennemi
atterrit pour faire surgir Luigi de terre et
l'envoyer voler dans les nuages !","<0E:0009:0000:0B00>Fällt der Gegner zu Boden, dann drücke <0E:0000:0003:00BB27FF><0E:0000:0003:E6E6E6FF>, um
Luigi erneut gen Himmel schnellen zu lassen!","<0E:0009:0000:0B00>Poi premi <0E:0000:0003:00BB27FF><0E:0000:0003:E6E6E6FF> quando il nemico tocca terra
per far riemergere di colpo Luigi! Vedrai
che voli farà il nemico!","<0E:0009:0000:0B00>A continuación, pulsa <0E:0000:0003:00BB27FF><0E:0000:0003:E6E6E6FF> cuando el enemigo
toque el suelo para que Luigi lo mande
de nuevo a las alturas.","<0E:0009:0000:0B00>Ardından düşman yere çarptığında <0E:0000:0003:00BB27FF><0E:0000:0003:E6E6E6FF> bas, yer
altındaki Luigi onu göklere fırlatsın!"
b_sys,BtlGuide_09_2,"<0E:0009:0000:0B00><0E:0000:0003:2C64FFFF>HP<0E:0000:0003:E6E6E6FF> geeft het aantal hartpunten weer. Als je
schade oploopt, neemt de hoeveelheid af.
Bij 0 HP val je flauw.","<0E:0009:0000:0B00><0E:0000:0003:2C64FFFF>HP<0E:0000:0003:E6E6E6FF> shows a character's health. Taking damage
causes it to decrease. Characters will faint
if their HP reaches zero.","<0E:0009:0000:0B00>Les <0E:0000:0003:2C64FFFF>PV<0E:0000:0003:E6E6E6FF> représentent la santé. Les personnages
en perdent quand ils subissent une attaque et
perdent connaissance s'ils tombent à 0.","<0E:0009:0000:0B00><0E:0000:0003:2C64FFFF>KP<0E:0000:0003:E6E6E6FF>, Kraftpunkte, geben über die Gesundheit des
Charakters Auskunft. Greifen Gegner erfolgreich
an, verliert er KP. Bei 0 wird er ohnmächtig.","<0E:0009:0000:0B00><0E:0000:0003:2C64FFFF>PV<0E:0000:0003:E6E6E6FF> indica quanti Punti Vita restano a quel
personaggio. Subendo danni diminuiscono
e se arrivano a zero il personaggio sviene.","<0E:0009:0000:0B00>La <0E:0000:0003:2C64FFFF>VIDA<0E:0000:0003:E6E6E6FF> representa la salud de un personaje,
que desciende al sufrir daño. Los personajes
caerán inconscientes si su VIDA llega a cero.","<0E:0009:0000:0B00><0E:0000:0003:2C64FFFF>HP<0E:0000:0003:E6E6E6FF> karakterin sağlığını gösterir. Hasar
aldıkça azalır, HP sıfıra düşerse karakter
bayılır."
b_sys,Hint_geragelast_0_3,"<0E:0009:0000:0B00>Als je deze drie delen hebt uitgeschakeld,
komt er uit haar lichaam een hart
tevoorschijn.","<0E:0009:0000:0B00>When you've defeated these three parts,
a heart will appear from the body,
just waiting to be attacked.","<0E:0009:0000:0B00>Une fois débarrassés de ces trois éléments,
vous verrez apparaître son cœur... Lequel
ne demande qu'à être attaqué !","<0E:0009:0000:0B00>Sobald die zuvor erwähnten Körperteile
besiegt sind, kannst du deine ganze
Aufmerksamkeit dem nun offengelegten
Herzen widmen.","<0E:0009:0000:0B00>Una volta eliminate queste tre parti
del suo corpo, il suo cuore diventa
visibile e vulnerabile agli attacchi.","<0E:0009:0000:0B00>Cuando hayas derrotado estos tres puntos,
de su cuerpo brotará un corazón,
listo para ser atacado.","<0E:0009:0000:0B00>Bu üç parçayı yendikten sonra gövdeden bir kalp çıkar.
İşte saldırman gereken asıl yer orasıdır."
b_sys,Hint_koopa_a_0,<0E:0009:0000:0C00>Bowser en Popple verschijnen opnieuw,<0E:0009:0000:0C00>Bowser and Popple Appear AGAIN!,<0E:0009:0000:0C00>Re-Pargne et re-Bowser !,<0E:0009:0000:0C00>Schon wieder Claude und BowsAzubi!,<0E:0009:0000:0C00>Bowser e Champo... Di nuovo?!,<0E:0009:0000:0C00>Bowser y Panyo atacan de nuevo,<0E:0009:0000:0C00>Bowser ve Popple YİNE Ortaya Çıkıyor!
b_sys,Hint_morton_0_2,"<0E:0009:0000:0B00>Het aantal salto's dat hij maakt,
verraadt hoeveel schokgolven er
zullen komen.","<0E:0009:0000:0B00>The number of spins he does mid-air
shows how many shock waves he'll
send your way.","<0E:0009:0000:0B00>Quand il tournoie dans les airs, le nombre
de rotations correspond au nombre d'ondes
de choc qu'il vous réserve.","<0E:0009:0000:0B00>An der Zahl seiner Drehung in der
Luft kannst du erkennen, wie viele
Schockwellen er aussenden wird.","<0E:0009:0000:0B00>II numero di giravolte che esegue in aria
quando salta, invece, indica il numero di
onde d'urto che ti arriveranno addosso.","<0E:0009:0000:0B00>El número de giros que dé en el aire
indica el número de ondas sísmicas
que lanzará al caer.","<0E:0009:0000:0B00>Havada kaç kez dönerse sana o kadar yer dalgası
gönderecek demektir."
b_sys,Hint_panyo_solo_0,<0E:0009:0000:0C00>Popple verschijnt alleen,<0E:0009:0000:0C00>Popple Appears Alone,<0E:0009:0000:0C00>Face-à-face avec Pargne,<0E:0009:0000:0C00>Claude auf Solo-Tour,<0E:0009:0000:0C00>Champo da solo,<0E:0009:0000:0C00>Panyo en solitario,<0E:0009:0000:0C00>Popple Tek Başına Ortaya Çıkıyor
b_sys,Hint_sbmucho_0_0,"<0E:0009:0000:0B00>Mario is zijn doelwit als zijn rechterarm
zichtbaar is. Luigi is zijn doelwit als
zijn linkerarm zichtbaar is.","<0E:0009:0000:0B00>It will attack Mario if it shows its
right arm. It will attack Luigi if it
shows its left arm.","<0E:0009:0000:0B00>S'il bouge son bras droit, il a Mario en ligne
de mire. S'il s'agit du bras gauche, Luigi
est visé. Attention, l'attaque est rapide.","<0E:0009:0000:0B00>Mit dem rechten Arm signalisiert er einen
Angriff auf Mario, mit dem linken hingegen
auf Luigi.","<0E:0009:0000:0B00>Se mostra il braccio destro, attaccherà
Mario. Se invece mostra quello sinistro,
attaccherà Luigi.","<0E:0009:0000:0B00>Presta atención a los brazos, pues atacarán
a Mario cuando muevan el derecho, y a Luigi
cuando muevan el izquierdo.","<0E:0009:0000:0B00>Sağ kolunu gösterirse Mario'ya, sol kolunu gösterirse
Luigi'ye saldırır."
b_sys,Hint_swmucho_0_1,"<0E:0009:0000:0B00>Als ze met twee of meer zijn, vallen ze
tegelijkertijd aan. Let goed op hun
bewegingen.","<0E:0009:0000:0B00>If they have allies with them, they will all
attack at the same time. Be mindful of
their movements!","<0E:0009:0000:0B00>S'il a des alliés à ses côtés, toute la
bande attaquera en même temps.
Vous voilà prévenus !","<0E:0009:0000:0B00>Wenn sie nicht alleine sind, werden sie
stets zusammen mit ihren Verbündeten
angreifen. Behalte jede ihrer Bewegungen
gut im Auge!","<0E:0009:0000:0B00>Se hanno ancora degli alleati al loro fianco,
attaccheranno tutti contemporaneamente.
Osserva bene i loro movimenti!","<0E:0009:0000:0B00>Si vienen varios, atacarán todos a la vez.
¡Vigila bien sus movimientos!","<0E:0009:0000:0B00>Yanlarında dostları varsa hepsi aynı anda saldırır.
Hareketlerini dikkatle takip et!"
b_sys,mon_name_86,<0E:0009:0000:0000>Fawful,<0E:0009:0000:0000>Fawful,<0E:0009:0000:0000>Gracowitz,<0E:0009:0000:0000>Krankfried,<0E:0009:0000:0000>Sogghigno,<0E:0009:0000:0000>Esbirro Jijí,<0E:0009:0000:0000>Fawful
b_sys,BrosAtk_02_A_6,"<0E:0009:0000:0B00><0E:0000:0003:FF4343FF> <0E:0000:0003:E6E6E6FF><0E:0000:0003:00BB27FF> <0E:0000:0003:FF4343FF> <0E:0000:0003:00BB27FF> <0E:0000:0003:FF4343FF> <0E:0000:0003:00BB27FF><0E:0000:0003:E6E6E6FF>... Als je dit acht
keer doet, scoor je een <0E:0000:0003:E6E6E6FF>Perfect<0E:0000:0003:E6E6E6FF>!","<0E:0009:0000:0B00><0E:0000:0003:FF4343FF><0E:0000:0003:E6E6E6FF><0E:0000:0003:00BB27FF><0E:0000:0003:FF4343FF><0E:0000:0003:00BB27FF><0E:0000:0003:FF4343FF><0E:0000:0003:00BB27FF><0E:0000:0003:E6E6E6FF>... Continue this rhythm eight times
to earn an Excellent rating!","<0E:0009:0000:0B00><0E:0000:0003:FF4343FF><0E:0000:0003:E6E6E6FF>, <0E:0000:0003:00BB27FF><0E:0000:0003:E6E6E6FF>, <0E:0000:0003:FF4343FF><0E:0000:0003:E6E6E6FF>, <0E:0000:0003:00BB27FF><0E:0000:0003:E6E6E6FF>, <0E:0000:0003:FF4343FF><0E:0000:0003:E6E6E6FF>, <0E:0000:0003:00BB27FF><0E:0000:0003:E6E6E6FF>... Effectuez huit fois cette
séquence pour obtenir la mention Excellent.","<0E:0009:0000:0B00><0E:0000:0003:FF4343FF><0E:0000:0003:E6E6E6FF><0E:0000:0003:00BB27FF><0E:0000:0003:E6E6E6FF><0E:0000:0003:FF4343FF><0E:0000:0003:E6E6E6FF><0E:0000:0003:00BB27FF><0E:0000:0003:E6E6E6FF><0E:0000:0003:FF4343FF><0E:0000:0003:E6E6E6FF><0E:0000:0003:00BB27FF><0E:0000:0003:E6E6E6FF>: Hältst du diesen Rhythmus 8-mal,
gibt's ein Exzellent!","<0E:0009:0000:0B00><0E:0000:0003:FF4343FF><0E:0000:0003:E6E6E6FF>, <0E:0000:0003:00BB27FF><0E:0000:0003:E6E6E6FF>, <0E:0000:0003:FF4343FF><0E:0000:0003:E6E6E6FF>, <0E:0000:0003:00BB27FF><0E:0000:0003:E6E6E6FF>, <0E:0000:0003:FF4343FF><0E:0000:0003:E6E6E6FF>, <0E:0000:0003:00BB27FF><0E:0000:0003:E6E6E6FF>... Continua per otto volte
con questo ritmo e otterrai un ""Fantastico!""","<0E:0009:0000:0B00><0E:0000:0003:FF4343FF><0E:0000:0003:E6E6E6FF>, <0E:0000:0003:00BB27FF><0E:0000:0003:E6E6E6FF>, <0E:0000:0003:FF4343FF><0E:0000:0003:E6E6E6FF>, <0E:0000:0003:00BB27FF><0E:0000:0003:E6E6E6FF>... Si repites la secuencia
ocho veces correctamente, efectuarás
un ataque Excelente.","<0E:0009:0000:0B00><0E:0000:0003:FF4343FF><0E:0000:0003:E6E6E6FF><0E:0000:0003:00BB27FF><0E:0000:0003:FF4343FF><0E:0000:0003:00BB27FF><0E:0000:0003:FF4343FF><0E:0000:0003:00BB27FF><0E:0000:0003:E6E6E6FF>... Bu ritmi sekiz kez sürdürüp
Mükemmel derece al!"
b_sys,BrosAtk_05_A,<0E:0009:0000:0C00>Vuurbal [super],<0E:0009:0000:0C00>Super Fire Bros.,<0E:0009:0000:0C00>Frères Feu DX,<0E:0009:0000:0C00>Flammbrüder+,<0E:0009:0000:0C00>Super Fratelli Fuoco,<0E:0009:0000:0C00>Superataque fuego,<0E:0009:0000:0C00>Süper Ateş Kardeşler
b_sys,BtlGuide_09_3,"<0E:0009:0000:0B00><0E:0000:0003:2C64FFFF>DP <0E:0000:0003:E6E6E6FF>geeft het aantal duopunten weer.
DP heb je nodig voor duoaanvallen
en neemt af met elke duoaanval.","<0E:0009:0000:0B00><0E:0000:0003:2C64FFFF>BP <0E:0000:0003:E6E6E6FF>shows how many Bros. Points you have.
These are necessary for Bros. Attacks
and will diminish as you use them.","<0E:0009:0000:0B00>Les <0E:0000:0003:2C64FFFF>PF<0E:0000:0003:E6E6E6FF> correspondent aux points frères.
Ils baissent chaque fois qu'une attaque
frères est effectuée.","<0E:0009:0000:0B00><0E:0000:0003:2C64FFFF>BP<0E:0000:0003:E6E6E6FF> steht für Brüderpunkte. Jedes Mal,
wenn du eine Paar-Attacke einsetzt,
werden BP verbraucht.","<0E:0009:0000:0B00><0E:0000:0003:2C64FFFF>PF<0E:0000:0003:E6E6E6FF> indica quanti Punti Fratelli ha il
personaggio. Servono a eseguire Attacchi
Fratelli e diminuiscono con l'uso.","<0E:0009:0000:0B00><0E:0000:0003:2C64FFFF>TÁN.<0E:0000:0003:E6E6E6FF> muestra cuántos puntos TÁNDEM tienes.
Son necesarios para realizar ataques tándem
y se van gastando al usarlos.","<0E:0009:0000:0B00><0E:0000:0003:2C64FFFF>BP <0E:0000:0003:E6E6E6FF>kaç Kardeş Puanın olduğunu gösterir. Kardeş
Saldırıları için gerekir ve kullandıkça azalır."
b_sys,Hint_geragelast_0_4,"<0E:0009:0000:0B00>Haar hart is haar zwakke plek. Van
vuur- en bliksemaanvallen geneest het,
dus gebruik andere duoaanvallen.","<0E:0009:0000:0B00>Cackletta's heart is her weak point.
Fire and thunder attacks will heal it,
so use other kinds of Bros. Attacks.","<0E:0009:0000:0B00>Ne lui refusez donc pas ce plaisir, mais
attention ! N'utilisez ni le Feu, ni le
Tonnerre, sous peine de lui rendre des PV !","<0E:0009:0000:0B00>Angriffe mit Feuer und Donner heilen das
Herz, also greifst du sie am besten mit
deinen Paar-Attacken an.","<0E:0009:0000:0B00>Ed è proprio il cuore il punto debole finale.
Gli attacchi con fuoco o tuono lo curano,
perciò usa Attacchi Fratelli di altro tipo.","<0E:0009:0000:0B00>El corazón es el punto débil de la bruja Jijí.
Los ataques fuego y ataques rayo lo curan.
¡Elige otros ataques tándem!","<0E:0009:0000:0B00>Cackletta'nın zayıf noktası kalbidir. Ateş ve yıldırım
kalbi iyileştirir, başka Kardeş Saldırıları kullan."
b_sys,Hint_koopa_a_1,<0E:0009:0000:0C00>Pas op voor duoaanvallen,<0E:0009:0000:0C00>Watch for Bros. Attacks!,<0E:0009:0000:0C00>Attention aux attaques frères !,<0E:0009:0000:0C00>Vorsicht vor den Paar-Attacken,<0E:0009:0000:0C00>Attenzione agli Attacchi Fratelli!,<0E:0009:0000:0C00>Cuidado con los ataques tándem,<0E:0009:0000:0C00>Kardeş Saldırılarına Dikkat!
b_sys,Hint_morton_0_3,"<0E:0009:0000:0B00>De vorm en timing van de schokgolf hangt
af van zijn positie. Let goed op de
schokgolven om ze te ontwijken.","<0E:0009:0000:0B00>The shape and timing of the shock waves
will change based on his jumping position.
Watch the shock waves closely to dodge.","<0E:0009:0000:0B00>La forme et la vitesse de celles-ci
dépendent de sa posture lorsqu'il saute.
Observez-les pour mieux les esquiver.","<0E:0009:0000:0B00>Form und Abstände der Wellen sind
hingegen von seiner Sprungposition
abhängig. Behalte sie gut im Auge,
um effektiv ausweichen zu können!","<0E:0009:0000:0B00>La forma e il ritmo delle onde d'urto cambia
in base alla posizione di salto. Tienile
bene d'occhio per riuscire a schivarle.","<0E:0009:0000:0B00>La forma y la velocidad de las ondas
depende de la posición del salto.
Obsérvalas con detenimiento para
saltar a tiempo.","<0E:0009:0000:0B00>Yer dalgalarının şekli ve zamanlaması havada nerede
zıpladığına göre değişir. İyi izleyip kaç!"
b_sys,Hint_sbmucho_0_1,"<0E:0009:0000:0B00>Hij is snel, dus let goed op! Als je springt
tijdens de aanval die hij uitvoert als hij
naar achteren leunt, word je geraakt.","<0E:0009:0000:0B00>It attacks quickly, so watch these signals!
You'll get hit if you jump during the attack
it makes after bending its body backwards.","<0E:0009:0000:0B00>Il se penche en arrière avant d'effectuer
une certaine attaque... Sauter pendant
qu'il l'exécute ne permet pas de l'esquiver.","<0E:0009:0000:0B00>Achte gut auf diese Signale, denn seine
Angriffe sind rasend schnell! Lehnt er sich
dabei nach hinten, darfst du außerdem unter
keinen Umständen in die Luft springen!","<0E:0009:0000:0B00>Occhi aperti, perché sarà rapidissimo! Se
salti durante l'attacco che fa dopo essersi
piegato indietro, ti colpirà senz'altro.","<0E:0009:0000:0B00>¡Mucho ojo, porque son bastante rápidos!
A veces se doblan hacia atrás para atacar:
si saltas, te darán de lleno.","<0E:0009:0000:0B00>Çok hızlı saldırır, işaretlerini iyi izle!
Gövdesini
geri büktükten sonra yaptığı saldırıda
zıplarsan vurulursun."
b_sys,Hint_use_kinoko_0,"<0E:0009:0000:0B00>De <0E:0000:0003:2C64FFFF>pinda <0E:0000:0003:E6E6E6FF>is handig, omdat hij de
HP van beide broers tegelijk herstelt.","<0E:0009:0000:0B00>The <0E:0000:0003:2C64FFFF>Nut <0E:0000:0003:E6E6E6FF>item is useful because it
heals both Bros. at the same time.","<0E:0009:0000:0B00>Rien ne vaut une bonne <0E:0000:0003:2C64FFFF>noisette
<0E:0000:0003:E6E6E6FF>pour que Mario et Luigi récupèrent
tous les deux des PV.","<0E:0009:0000:0B00><0E:0000:0003:2C64FFFF>Nüsse<0E:0000:0003:E6E6E6FF> sind doppelt hilfreich, weil sie beide Brüder
gleichzeitig heilen.","<0E:0009:0000:0B00>Lo strumento <0E:0000:0003:2C64FFFF>Nocciola <0E:0000:0003:E6E6E6FF>è utile perché cura
entrambi i fratelli allo stesso tempo.","<0E:0009:0000:0B00>Usa los <0E:0000:0003:2C64FFFF>frutos<0E:0000:0003:E6E6E6FF> para curar a
los dos hermanos a la vez.","<0E:0009:0000:0B00><0E:0000:0003:2C64FFFF>Fındık <0E:0000:0003:E6E6E6FF>eşyası iki kardeşi birden iyileştirdiği
için çok kullanışlıdır."
b_sys,mon_name_169,<0E:0009:0000:0000>Mechakoopa,<0E:0009:0000:0000>Mechakoopa,<0E:0009:0000:0000>Mechakoopa,<0E:0009:0000:0000>Robo-Koopa,<0E:0009:0000:0000>Koopasapiens,<0E:0009:0000:0000>Mechakoopa,<0E:0009:0000:0000>Mechakoopa
b_sys,mon_name_87,<0E:0009:0000:0000>Fawful,<0E:0009:0000:0000>Fawful,<0E:0009:0000:0000>Gracowitz,<0E:0009:0000:0000>Krankfried,<0E:0009:0000:0000>Sogghigno,<0E:0009:0000:0000>Esbirro Jijí,<0E:0009:0000:0000>Fawful
b_sys,BtlGuide_09_4,"<0E:0009:0000:0B00><0E:0000:0003:2C64FFFF>AANV<0E:0000:0003:E6E6E6FF> is de hoeveelheid aanvallende kracht.
Hoe hoger dit getal, hoe meer schade je
toebrengt.","<0E:0009:0000:0B00><0E:0000:0003:2C64FFFF>POW<0E:0000:0003:E6E6E6FF> shows a character's strength. The bigger
that number is, the more damage that character
will deal in battle.","<0E:0009:0000:0B00><0E:0000:0003:2C64FFFF>ATT.<0E:0000:0003:E6E6E6FF> renvoie à la puissance de frappe. Plus
la valeur est élevée, plus le personnage inflige
de dégâts.","<0E:0009:0000:0B00><0E:0000:0003:2C64FFFF>ANGR.<0E:0000:0003:E6E6E6FF> steht für Angriffskraft. Je höher der
zugehörige Wert, desto größer ist der Schaden,
den ein Charakter beim Gegner verursacht.","<0E:0009:0000:0B00><0E:0000:0003:2C64FFFF>ATT<0E:0000:0003:E6E6E6FF> indica la potenza di attacco di quel
personaggio. Maggiore è il suo valore,
maggiori saranno i danni inflitti in battaglia.","<0E:0009:0000:0B00><0E:0000:0003:2C64FFFF>ATQ.<0E:0000:0003:E6E6E6FF> representa la fuerza de un personaje.
Cuanto mayor sea su valor, más daño harán
sus ataques.","<0E:0009:0000:0B00><0E:0000:0003:2C64FFFF>GÜÇ <0E:0000:0003:E6E6E6FF>karakterin saldırı gücünü gösterir. Değer
yükseldikçe savaşta verdiği hasar artar."
b_sys,Hint_geragelast_0_5,"<0E:0009:0000:0B00>Haar hart is maar kort zichtbaar, dus
let goed op hoe je je DP gebruikt.","<0E:0009:0000:0B00>Her heart is only visible for a short time,
so mind how you use your remaining BP.","<0E:0009:0000:0B00>Son cœur n'est à découvert que pendant
un court instant, alors gardez quelques PF
en réserve pour ces occasions.","<0E:0009:0000:0B00>Da das Herz nur kurzzeitig sichtbar ist,
solltest du dir deine verbliebenen BP
sorgfältig einteilen.","<0E:0009:0000:0B00>Calcola bene come usare i tuoi PA, perché
il cuore rimane visibile solo per poco!","<0E:0009:0000:0B00>Su corazón solo estará expuesto
durante unos instantes.
¡Usa bien tus puntos TÁNDEM!","<0E:0009:0000:0B00>Kalbi yalnızca kısa süre görünür. Kalan BP'ni
nasıl harcadığına dikkat et."
b_sys,Hint_gkoopa_0,<0E:0009:0000:0C00>Bowletta verslaan,<0E:0009:0000:0C00>Besting Bowletta,<0E:0009:0000:0C00>Bowsémona,<0E:0009:0000:0C00>Bowsemillas Untergang,<0E:0009:0000:0C00>Sconfiggere Ghigno Bowser,<0E:0009:0000:0C00>Derrotar a la bruja Jijí,<0E:0009:0000:0C00>Bowletta'yı Alt Etmek
b_sys,Hint_hossy_0_0,"<0E:0009:0000:0B00>De sterkste slechterik in de
Sterrenstofvelden. Gebruik duoaanval na
duoaanval om te winnen!","<0E:0009:0000:0B00>The strongest baddie in Stardust Fields.
Pile on the Bros. Attacks to win!","<0E:0009:0000:0B00>C'est le méchant le plus méchant du
Plateau Stella. Ne lésinez pas sur
les attaques frères !","<0E:0009:0000:0B00>Stella ist der stärkste Gegner des
Sternschnuppenfeldes, spare also nicht
mit den Paar-Attacken!","<0E:0009:0000:0B00>È il cattivone più forte del Piano Astrale.
Per vincere ci vorranno Attacchi Fratelli
a profusione!","<0E:0009:0000:0B00>No hay malo más malo en todos
los campos astrales. ¡No pares
de lanzarle ataques tándem!","<0E:0009:0000:0B00>Yıldıztozu Tarlaları'nın en güçlü belası.
Kardeş Saldırılarını peş peşe kullanıp onu yen!"
b_sys,Hint_mkoopa_0_0,"<0E:0009:0000:0B00>Normaal gesproken stormen ze rechtdoor.
Als ze aangevallen worden, lopen ze
schade op en veranderen ze van richting.","<0E:0009:0000:0B00>They normally charge straight ahead.
When attacked, they break and
change their path mid-charge.","<0E:0009:0000:0B00>Généralement, ça marche tout droit. Et
même, ça fonce. Mais quand on l'attaque,
il change de trajectoire à mi-chemin !","<0E:0009:0000:0B00>Ein Robo-Koopa greift normalerweise in
gerader Linie an. Greifst du ihn jedoch
an, schert er aus und sucht sich einen
anderen Weg!","<0E:0009:0000:0B00>Normalmente caricano dritti davanti
a sé. Se attaccati, cambiano schema
e cambiano direzione a metà carica.","<0E:0009:0000:0B00>Suelen embestir en línea recta, pero si
los atacas cambiarán de dirección.","<0E:0009:0000:0B00>Normalde dümdüz hücum ederler. Saldırıya uğrayınca
hücumun ortasında kırıp yön değiştirirler."
b_sys,Hint_morton_0_4,"<0E:0009:0000:0B00>Mortons aanvallen zijn monsterlijk en hij
heeft veel HP, dus stapel duoaanval op
duoaanval om hem te verslaan.","<0E:0009:0000:0B00>Morton's attacks are brutal and his HP
is high, so pile on the Bros. Attacks
to take him down.","<0E:0009:0000:0B00>Attention, ses offensives font des ravages
et il ne manque pas de PV. Les attaques
frères sont de rigueur !","<0E:0009:0000:0B00>Mortons Angriffe sind brutal und er
verfügt über eine Menge KP, decke ihn
also mit Paar-Attacken regelrecht ein!","<0E:0009:0000:0B00>Morton sferra attacchi poderosi e ha
molti PV, quindi non lesinare sugli
Attacchi Fratelli, se vuoi vincere!","<0E:0009:0000:0B00>Los ataques de Morton son brutales
y tiene mucha VIDA. ¡Te harán falta
muchos ataques tándem para derrotarlo!","<0E:0009:0000:0B00>Morton'un saldırıları acımasız, HP'si de yüksek.
Kardeş Saldırılarını üst üste kullanıp onu devir."
