AltDosya,Etiket,EU_du,EU_en,EU_fr,EU_ge,EU_it,EU_sp,TR
,Eb_KILL_TOGE,<0E:0009:0000:0500>Spiny-doderssprong,<0E:0009:0000:0500>Spiny-Killer Jump,<0E:0009:0000:0500>Saut anti-piquants,<0E:0009:0000:0500>Stachelkiller-Spr.,<0E:0009:0000:0500>Spina della Morte,<0E:0009:0000:0500>Permite saltar sobre pinchos.,<0E:0009:0000:0500>Diken-Ezen Zıplama
,F_Badge42,<0E:0009:0000:0C00>Je hebt al genoeg <0E:0000:0003:4ED4FFFF>koninginnenmunten<0E:0000:0003:E6E6E6FF>!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Queen's Tokens <0E:0000:0003:E6E6E6FF>full!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Jokers de la reine<0E:0000:0003:E6E6E6FF> (max),<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Königin-Jetons <0E:0000:0003:E6E6E6FF>voll!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Stemmi della regina <0E:0000:0003:E6E6E6FF>(pieno),<0E:0009:0000:0C00>¡<0E:0000:0003:4ED4FFFF>Emblemas Reina<0E:0000:0003:E6E6E6FF> al máximo!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Kraliçenin Jetonları <0E:0000:0003:E6E6E6FF>dolu!
,N_Badge41,<0E:0009:0000:0C00>Bwaha-badge,<0E:0009:0000:0C00>Bwaha Badge,<0E:0009:0000:0C00>Badge Ohoho,<0E:0009:0000:0C00>Grahaha,<0E:0009:0000:0C00>Tessera Tiritera,<0E:0009:0000:0C00>Medalla Juajuá,<0E:0009:0000:0C00>Gürhaha Rozeti
,N_UfuSt,<0E:0009:0000:0C00>Hiha-melange,<0E:0009:0000:0C00>Hoohoo Blend,<0E:0009:0000:0C00>Mélange Uf,<0E:0009:0000:0C00>Lachbohnensaft,<0E:0009:0000:0C00>Miscela Tiritera,<0E:0009:0000:0C00>Juajuáreto,<0E:0009:0000:0C00>Huhu Harmanı
,N_Wear01,<0E:0009:0000:0C00>Werkjeans,<0E:0009:0000:0C00>Work Jeans,<0E:0009:0000:0C00>Jean de travail,<0E:0009:0000:0C00>Action-Jeans,<0E:0009:0000:0C00>Jeans da Lavoro,<0E:0009:0000:0C00>Vaquero de trabajo,<0E:0009:0000:0C00>İş Kotu
,E_Wear35,"<0E:0009:0000:0500>Beschermt tegen aanvallen die
meer dan één keer raken.",<0E:0009:0000:0500>Pants that make a barrier to block multiple attacks.,"<0E:0009:0000:0500>Un peu démodé. Dresse une barrière
protectrice parant plusieurs attaques.",<0E:0009:0000:0500>Diese Hose blockt mehrfache Angriffe.,<0E:0009:0000:0500>Creano una barriera che blocca più attacchi.,"<0E:0009:0000:0500>Pantalón algo pasado de moda.
Crea una barrera que bloquea varios ataques.",<0E:0009:0000:0500>Birden fazla saldırıyı engelleyen bir bariyer oluşturur.
,Eb_KINOKOPOW,<0E:0009:0000:0500>Paddenstoelkracht,<0E:0009:0000:0500>Shroom Force,<0E:0009:0000:0500>Puiss. du champi,<0E:0009:0000:0500>Pilz-Power,<0E:0009:0000:0500>Fungo Potere,"<0E:0009:0000:0500>A más champiñones, más ATQ.",<0E:0009:0000:0500>Mantar Gücü
,Ew_BA_GUARD,<0E:0009:0000:0500>Barrière-afweer,<0E:0009:0000:0500>Barrier Guard,<0E:0009:0000:0500>Barrière,<0E:0009:0000:0500>Barrierenverteidigung,<0E:0009:0000:0500>Barriera di Guardia,<0E:0009:0000:0500>Una barrera bloquea ataques.,<0E:0009:0000:0500>Bariyer Savunması
,F_Badge43,<0E:0009:0000:0C00>Je hebt al genoeg <0E:0000:0003:4ED4FFFF>verrassingsaanvalbadges<0E:0000:0003:E6E6E6FF>!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Get the Jump Badges <0E:0000:0003:E6E6E6FF>full!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Badges initiative<0E:0000:0003:E6E6E6FF> (max),<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Aufsprung-Orden <0E:0000:0003:E6E6E6FF>voll!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Tessere iniziativa <0E:0000:0003:E6E6E6FF>(pieno),<0E:0009:0000:0C00>¡<0E:0000:0003:4ED4FFFF>Medallas Emboscada<0E:0000:0003:E6E6E6FF> al máximo!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>İlk Vuruş Rozetleri <0E:0000:0003:E6E6E6FF>dolu!
,F_Nut,<0E:0009:0000:0C00>Je hebt al genoeg <0E:0000:0003:4ED4FFFF>pinda's<0E:0000:0003:E6E6E6FF>!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Nuts <0E:0000:0003:E6E6E6FF>full!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Noisettes<0E:0000:0003:E6E6E6FF> (max),<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Nüsse<0E:0000:0003:E6E6E6FF> voll!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Nocciole<0E:0000:0003:E6E6E6FF> (pieno),<0E:0009:0000:0C00>¡<0E:0000:0003:4ED4FFFF>Frutos <0E:0000:0003:E6E6E6FF>al máximo!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Cevizler <0E:0000:0003:E6E6E6FF>dolu!
,N_Badge42,<0E:0009:0000:0C00>Koninginnenmunt,<0E:0009:0000:0C00>Queen's Token,<0E:0009:0000:0C00>Joker de la reine,<0E:0009:0000:0C00>Königin-Jeton,<0E:0009:0000:0C00>Stemma della regina,<0E:0009:0000:0C00>Emblema Reina,<0E:0009:0000:0C00>Kraliçenin Jetonu
,N_Wear02,<0E:0009:0000:0C00>Bonenbroek,<0E:0009:0000:0C00>Bean Pants,<0E:0009:0000:0C00>Pantalon Végésia,<0E:0009:0000:0C00>Bohnenhose,<0E:0009:0000:0C00>Pantaloni Fagiolo,<0E:0009:0000:0C00>Pantalón Judía,<0E:0009:0000:0C00>Fasulya Pantolonu
,Ns_GeraPuti,<0E:0009:0000:0C00>Grappuccino's,<0E:0009:0000:0C00>Chuckoccino,<0E:0009:0000:0C00>Grappuccinos,<0E:0009:0000:0C00>Gumba Coladas,<0E:0009:0000:0C00>Ghignuccini,<0E:0009:0000:0C00>Jojópuchinos,<0E:0009:0000:0C00>Kıkırolaccino
,Ns_Wear10,<0E:0009:0000:0C00>Veiligheidsbroeken,<0E:0009:0000:0C00>Safety Slacks,<0E:0009:0000:0C00>Pant. sécu. (1),<0E:0009:0000:0C00>Sicher-Hosen,<0E:0009:0000:0C00>PantaAntidoto,<0E:0009:0000:0C00>Pantalones seguros,<0E:0009:0000:0C00>Güvenli Pantolon
,E_Badge10,"<0E:0009:0000:0500>Tegenaanvallen veroorzaken
de aandoening BRANDEND.",<0E:0009:0000:0500>Makes counterattacks cause the BURN status!,<0E:0009:0000:0500>Les contre-attaques infligent le statut Brûlé !,<0E:0009:0000:0500>Konter geben FEUER!,<0E:0009:0000:0500>I contrattacchi causano lo stato SCOTTATO!,"<0E:0009:0000:0500>Ideal para los seguidores de Mario y Luigi.
Hace que tus contrataques causen
QUEMADURA al enemigo.",<0E:0009:0000:0500>Karşı saldırıların YANIK durumuna yol açmasını sağlar!
,E_Wear36,<0E:0009:0000:0500>Deze broek maakt je zo licht als een veertje.,<0E:0009:0000:0500>Eccentric pants that make you light as a feather.,"<0E:0009:0000:0500>Pantalon de créateur. Conçu pour
se sentir léger comme une plume.","<0E:0009:0000:0500>Exzentrisches Designer-Stück, macht federleicht.",<0E:0009:0000:0500>Capo eccentrico che rende leggerissimi.,"<0E:0009:0000:0500>Diseño del excéntrico Cosquillas
que te vuelve ligero como una pluma.",<0E:0009:0000:0500>Seni tüy kadar hafifleten sıra dışı bir pantolon.
,F_Badge44,<0E:0009:0000:0C00>Je hebt al genoeg <0E:0000:0003:4ED4FFFF>Popple-badges A<0E:0000:0003:E6E6E6FF>!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Popple Badges A <0E:0000:0003:E6E6E6FF>full!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Badges Pargne A<0E:0000:0003:E6E6E6FF> (max),<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Claudes Klunker A <0E:0000:0003:E6E6E6FF>voll!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Tessere Champo A <0E:0000:0003:E6E6E6FF>(pieno),<0E:0009:0000:0C00>¡<0E:0000:0003:4ED4FFFF>Medallas Panyo +<0E:0000:0003:E6E6E6FF> al máximo!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Popple Rozetleri A <0E:0000:0003:E6E6E6FF>dolu!
,N_Badge43,<0E:0009:0000:0C00>Verrassingsaanvalbadge,<0E:0009:0000:0C00>Get the Jump Badge,<0E:0009:0000:0C00>Badge initiative,<0E:0009:0000:0C00>Aufsprung-Orden,<0E:0009:0000:0C00>Tessera iniziativa,<0E:0009:0000:0C00>Medalla Emboscada,<0E:0009:0000:0C00>İlk Vuruş Rozeti
,N_EvItem00,<0E:0009:0000:0C00>Booninklijke kaart,<0E:0009:0000:0C00>Beanbean Map,<0E:0009:0000:0C00>Plan de Végésia,<0E:0009:0000:0C00>Landkarte,<0E:0009:0000:0C00>Mappa Fagiolandia,<0E:0009:0000:0C00>Mapa del Reino Judía,<0E:0009:0000:0C00>Fasulya Haritası
,N_Wear03,<0E:0009:0000:0C00>Bonenjeans,<0E:0009:0000:0C00>Bean Trousers,<0E:0009:0000:0C00>Pantalon Uf,<0E:0009:0000:0C00>Lachhose,<0E:0009:0000:0C00>Pantaloni Tiritera,<0E:0009:0000:0C00>Pantalón Juajuá,<0E:0009:0000:0C00>Huhu Pantolonu
,Ns_Badge30,<0E:0009:0000:0C00>Duostenen,<0E:0009:0000:0C00>Bros. Rocks,<0E:0009:0000:0C00>Roches frères,<0E:0009:0000:0C00>Brüder-Rocks,<0E:0009:0000:0C00>Fratelli Tiro,<0E:0009:0000:0C00>Rocas Dúo,<0E:0009:0000:0C00>Kardeş Kayaları
,Ns_Wear11,<0E:0009:0000:0C00>Paddenstoelenbroeken,<0E:0009:0000:0C00>Shroom Pants,<0E:0009:0000:0C00>Pant. champi (1),<0E:0009:0000:0C00>Pilz-Hosen,<0E:0009:0000:0C00>PantaFungo,<0E:0009:0000:0C00>Pantalones Champiñón,<0E:0009:0000:0C00>Mantar Pantolonu
,E_Badge11,<0E:0009:0000:0500>Vergroot de kracht van tegenaanvallen.,<0E:0009:0000:0500>Increases counterattack power.,<0E:0009:0000:0500>Plus de force de contre-attaque !,<0E:0009:0000:0500>Verstärkung von Konter-Attacken.,<0E:0009:0000:0500>Più potere di contrattacco.,<0E:0009:0000:0500>Potencia tus contrataques.,<0E:0009:0000:0500>Karşı saldırı gücünü artırır.
,E_SpItem10,<0E:0009:0000:0500>Wisselt je AANV en SNELH om!,<0E:0009:0000:0500>Swaps your POW and SPEED attributes!,<0E:0009:0000:0500>Intervertit les valeurs ATT. et VIT.,<0E:0009:0000:0500>Tauscht ANGR. und GES.!,<0E:0009:0000:0500>Scambia i tuoi valori di VEL e ATT!,<0E:0009:0000:0500>Intercambia tus características ATQ. y VELC.,<0E:0009:0000:0500>GÜÇ ile HIZ değerlerini takas eder!
,E_Wear37,<0E:0009:0000:0500>Herstelt automatisch HP.,<0E:0009:0000:0500>Sensible trousers that automatically restore HP.,<0E:0009:0000:0500>Confortable. Restaure automatiquement les PV.,"<0E:0009:0000:0500>Superbequeme Hose, automatische KP-Erholung.",<0E:0009:0000:0500>Fanno recuperare PV automaticamente.,"<0E:0009:0000:0500>Tan cómodo y agradable
que regenera VIDA.",<0E:0009:0000:0500>HP'yi otomatik yenileyen rahat bir pantolon.
,F_Badge45,<0E:0009:0000:0C00>Je hebt al genoeg <0E:0000:0003:4ED4FFFF>Groentjesemblemen A<0E:0000:0003:E6E6E6FF>!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Rookie Emblems A <0E:0000:0003:E6E6E6FF>full!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Badges Le bleu A<0E:0000:0003:E6E6E6FF> (max),<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>BowsAzubi-Broschen A <0E:0000:0003:E6E6E6FF>voll!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Emblemi Recluta A <0E:0000:0003:E6E6E6FF>(pieno),<0E:0009:0000:0C00>¡<0E:0000:0003:4ED4FFFF>Medallas Bowser +<0E:0000:0003:E6E6E6FF> al máximo!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Çaylak Amblemleri A <0E:0000:0003:E6E6E6FF>dolu!
,N_Badge44,<0E:0009:0000:0C00>Popple-badge A,<0E:0009:0000:0C00>Popple Badge A,<0E:0009:0000:0C00>Badge Pargne A,<0E:0009:0000:0C00>Claudes Klunker A,<0E:0009:0000:0C00>Tessera Champo A,<0E:0009:0000:0C00>Medalla Panyo +,<0E:0009:0000:0C00>Popple Rozeti A
,N_Bean00,<0E:0009:0000:0C00>Woehoe-bonen,<0E:0009:0000:0C00>Woo Beans,<0E:0009:0000:0C00>Pois Haha,<0E:0009:0000:0C00>Ahadia,<0E:0009:0000:0C00>Ridifagioli,<0E:0009:0000:0C00>Judía Jajá,<0E:0009:0000:0C00>Haha Fasulyesi
,N_EvItem01,<0E:0009:0000:0C00>Erwtberts roos,<0E:0009:0000:0C00>Peasley's Rose,<0E:0009:0000:0C00>Rose d'Harik,<0E:0009:0000:0C00>Mamek-Rose,<0E:0009:0000:0C00>Rosa,<0E:0009:0000:0C00>Rosa del príncipe,<0E:0009:0000:0C00>Peasley'nin Gülü
,N_Wear04,<0E:0009:0000:0C00>Blauwe jeans,<0E:0009:0000:0C00>Blue Jeans,<0E:0009:0000:0C00>Blue Jeans,<0E:0009:0000:0C00>Blue Jeans,<0E:0009:0000:0C00>Blue Jeans,<0E:0009:0000:0C00>Vaquero azul,<0E:0009:0000:0C00>Mavi Kot
,Ns_Badge31,<0E:0009:0000:0C00>Gelukslintjes,<0E:0009:0000:0C00>Lucky Ribbons,<0E:0009:0000:0C00>Rubans chance,<0E:0009:0000:0C00>Glücksbänder,<0E:0009:0000:0C00>Fortunfiocchi,<0E:0009:0000:0C00>Cintas Suerte,<0E:0009:0000:0C00>Şans Kurdelesi
,Ns_Wear12,<0E:0009:0000:0C00>Noodbroeken,<0E:0009:0000:0C00>Shroom Bells,<0E:0009:0000:0C00>Pattes d'eph champi,<0E:0009:0000:0C00>Koopa-Hosen,<0E:0009:0000:0C00>Zampa di Fungo,<0E:0009:0000:0C00>Pantalones acampanados,<0E:0009:0000:0C00>Mantar İspanyol Paçası
,E_Badge12,"<0E:0009:0000:0500>Breng aanzienlijk meer schade
toe aan stekelige vijanden.",<0E:0009:0000:0500>Immensely damages spiny creatures.,<0E:0009:0000:0500>Dégâts extrêmes contre les créatures piquantes.,<0E:0009:0000:0500>Doppelte Kraft bei Sprung auf Stacheln.,<0E:0009:0000:0500>Tremendo potere contro i mostri spinosi.,<0E:0009:0000:0500>Muy eficaz contra enemigos con pinchos.,<0E:0009:0000:0500>Dikenli yaratıklara çok ağır hasar verir.
,E_SpItem11,"<0E:0009:0000:0500>Je wordt sterker, maar je loopt schade op
als je geen Perfect scoort!","<0E:0009:0000:0500>Gain strength but receive damage for
any rating other than EXCELLENT!","<0E:0009:0000:0500>Augmente l'ATT. mais inflige des dégâts pour tout
coup non gratifié de la mention « Excellent ! »","<0E:0009:0000:0500>Du wirst gestärkt, aber erleidest Schaden bei
schlechterer Bewertung als EXZELLENT!","<0E:0009:0000:0500>Aumenta ATT, ma subisci danni
se non ottieni ""Fantastico!""","<0E:0009:0000:0500>Gana fuerza pero recibe daño con
cada golpe que no sea EXCELENTE.","<0E:0009:0000:0500>Güçlenirsin, fakat MÜKEMMEL dışındaki her
derecede hasar alırsın!"
,E_Wear38,<0E:0009:0000:0500>Weeg je veel of weinig? Dat bepaalt deze broek!,<0E:0009:0000:0500>Are you heavy or light? It's up to these slacks!,"<0E:0009:0000:0500>Pantalon à gravité alternée. Lourd
ou léger, c'est lui qui décide !",<0E:0009:0000:0500>Schwer- oder leicht? Das entscheidet diese Hose!,<0E:0009:0000:0500>Leggerezza o pesantezza? Dipende da questo capo!,"<0E:0009:0000:0500>Pantalón incómodo y misterioso que aumenta
o reduce el peso de tu cuerpo imprevisiblemente.",<0E:0009:0000:0500>Ağır mı hafif mi olacaksın? Bu pantolon karar verir!
,Ew_PRE_POISON,<0E:0009:0000:0500>Gif ontwijken,<0E:0009:0000:0500>Poison Dodge,<0E:0009:0000:0500>Antidote,<0E:0009:0000:0500>Antidot,<0E:0009:0000:0500>Sputaveleno,<0E:0009:0000:0500>Te hace inmune al VENENO.,<0E:0009:0000:0500>Zehirden Kaçınma
,F_Badge46,<0E:0009:0000:0C00>Je hebt al genoeg <0E:0000:0003:4ED4FFFF>Bubbels' badges<0E:0000:0003:E6E6E6FF>!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Bubbles Badges <0E:0000:0003:E6E6E6FF>full!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Badges Baramkar<0E:0000:0003:E6E6E6FF> (max),<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Invino-Gütesiegel <0E:0000:0003:E6E6E6FF>voll!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Tessere Frizzo<0E:0000:0003:E6E6E6FF> (pieno),<0E:0009:0000:0C00>¡<0E:0000:0003:4ED4FFFF>Medallas Riseñor<0E:0000:0003:E6E6E6FF> al máximo!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Bubbles Rozetleri <0E:0000:0003:E6E6E6FF>dolu!
,N_Badge45,<0E:0009:0000:0C00>Groentjesembleem A,<0E:0009:0000:0C00>Rookie Emblem A,<0E:0009:0000:0C00>Badge Le bleu A,<0E:0009:0000:0C00>BowsAzubi-Brosche A,<0E:0009:0000:0C00>Emblema Recluta A,<0E:0009:0000:0C00>Medalla Bowser +,<0E:0009:0000:0C00>Çaylak Amblemi A
,N_Bean01,<0E:0009:0000:0C00>Hiha-bonen,<0E:0009:0000:0C00>Hoo Beans,<0E:0009:0000:0C00>Pois Uf,<0E:0009:0000:0C00>Lachbohne,<0E:0009:0000:0C00>Tirifagioli,<0E:0009:0000:0C00>Judía Juajuá,<0E:0009:0000:0C00>Huhu Fasulyesi
,N_EvItem02,<0E:0009:0000:0C00>Booninklijke broche,<0E:0009:0000:0C00>Beanbean Brooch,<0E:0009:0000:0C00>Broche Végésia,<0E:0009:0000:0C00>Bohnenbrosche,<0E:0009:0000:0C00>Spilla Fagiolo,<0E:0009:0000:0C00>Broche judía,<0E:0009:0000:0C00>Fasulya Broşu
,N_Wear05,<0E:0009:0000:0C00>Parasolbroek,<0E:0009:0000:0C00>Parasol Pants,<0E:0009:0000:0C00>Pant.-parapluie,<0E:0009:0000:0C00>Schirm-Hose,<0E:0009:0000:0C00>PantaOmbrello,<0E:0009:0000:0C00>Pantalón Escudo,<0E:0009:0000:0C00>Şemsiye Pantolonu
,Ns_Badge32,<0E:0009:0000:0C00>Teamworkbadges,<0E:0009:0000:0C00>Soulful Bros.,<0E:0009:0000:0C00>Âmes de frères,<0E:0009:0000:0C00>Brüder-Souls,<0E:0009:0000:0C00>Fratelli Superpiù,<0E:0009:0000:0C00>Almas Dúo,<0E:0009:0000:0C00>Kardeş Ruhları
,Ns_Wear13,<0E:0009:0000:0C00>Paddenstoelenjeans,<0E:0009:0000:0C00>Shroom Slacks,<0E:0009:0000:0C00>Pant. champi (2),<0E:0009:0000:0C00>Pilz-Chinos,<0E:0009:0000:0C00>Fungo Tute,<0E:0009:0000:0C00>Pantalones Champi amplios,<0E:0009:0000:0C00>Bol Mantar Pantolonu
,E_Badge13,<0E:0009:0000:0500>Meer kracht als je veel paddenstoelen hebt.,<0E:0009:0000:0500>Powers you up if you've got a lot of Mushrooms!,<0E:0009:0000:0500>Renforce les détenteurs de nombreux champis.,<0E:0009:0000:0500>Mit vielen Pilzen gewinnst du an Kraft!,<0E:0009:0000:0500>Più potenza se hai tanti funghi!,"<0E:0009:0000:0500>Ideal para los fans de los champiñones:
cuantos más tengas, más te potencia.",<0E:0009:0000:0500>Çok Mantarın varsa seni güçlendirir!
,E_SpItem12,"<0E:0009:0000:0500>Je loopt minder schade op als
LICHTGEWICHT of ZWAARGEWICHT.","<0E:0009:0000:0500>Lowers the damage you receive in
HEAVY G and LIGHT G.","<0E:0009:0000:0500>Réduit les dégâts subis dans des situations
de faible ou de forte gravité.","<0E:0009:0000:0500>Erleide weniger Schaden bei SCHWERKR.
oder LEICHTKRAFT!","<0E:0009:0000:0500>Subisci meno danni in stato TOGLI
GRAVITÀ o AGGIUNGI GRAVITÀ.","<0E:0009:0000:0500>Reduce el daño recibido en
GRAVEDAD LIGERA o GRAVEDAD PESADA.",<0E:0009:0000:0500>AĞIR G ve HAFİF G altında aldığın hasarı azaltır.
,E_Wear39,"<0E:0009:0000:0500>Zware broek, gepantserd met titanium.",<0E:0009:0000:0500>Heavy jeans plated with a titanium alloy.,<0E:0009:0000:0500>Pantalon en alliage de titane.,"<0E:0009:0000:0500>Titaniumverstärkte, schwere Hose.",<0E:0009:0000:0500>Pantaloni rinforzati da una placca di ferro.,<0E:0009:0000:0500>Hecho de una aleación de titanio.,<0E:0009:0000:0500>Titanyum alaşımla kaplanmış ağır bir kot.
,F_Badge47,<0E:0009:0000:0C00>Je hebt al genoeg <0E:0000:0003:4ED4FFFF>Groentjesemblemen AA<0E:0000:0003:E6E6E6FF>!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Rookie Emblems AA <0E:0000:0003:E6E6E6FF>full!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Badges Le bleu AA<0E:0000:0003:E6E6E6FF> (max),<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>BowsAzubi-Broschen AA <0E:0000:0003:E6E6E6FF>voll!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Emblemi Recluta AA<0E:0000:0003:E6E6E6FF> (pieno),<0E:0009:0000:0C00>¡<0E:0000:0003:4ED4FFFF>Medallas Bowser ++<0E:0000:0003:E6E6E6FF> al máximo!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Çaylak Amblemleri AA <0E:0000:0003:E6E6E6FF>dolu!
,N_Badge46,<0E:0009:0000:0C00>Bubbels' badge,<0E:0009:0000:0C00>Bubbles Badge,<0E:0009:0000:0C00>Badge Baramkar,<0E:0009:0000:0C00>Invino-Gütesiegel,<0E:0009:0000:0C00>Tessera Frizzo,<0E:0009:0000:0C00>Medalla Riseñor,<0E:0009:0000:0C00>Bubbles Rozeti
,N_Bean02,<0E:0009:0000:0C00>Grinnikbonen,<0E:0009:0000:0C00>Chuckle Beans,<0E:0009:0000:0C00>Pois Soda,<0E:0009:0000:0C00>Grinsebohne,<0E:0009:0000:0C00>Fagiolghigni,<0E:0009:0000:0C00>Judía Jijí,<0E:0009:0000:0C00>Kıkır Fasulyesi
,N_EvItem03,<0E:0009:0000:0C00>Rode kelk,<0E:0009:0000:0C00>Red Goblet,<0E:0009:0000:0C00>Verre rouge,<0E:0009:0000:0C00>Roter Kelch,<0E:0009:0000:0C00>Calice Rosso,<0E:0009:0000:0C00>Copa roja,<0E:0009:0000:0C00>Kırmızı Kadeh
,N_Template,<0E:0009:0000:0400><0E:0003:0001:000000000000>,<0E:0009:0000:0400><0E:0003:0001:000000000000>,<0E:0009:0000:0400><0E:0003:0001:000000000000>,<0E:0009:0000:0400><0E:0003:0001:000000000000>,<0E:0009:0000:0400><0E:0003:0001:000000000000>,<0E:0009:0000:0400><0E:0003:0001:000000000000>,<0E:0009:0000:0400><0E:0003:0001:000000000000>
,N_Wear06,<0E:0009:0000:0C00>Harde broek,<0E:0009:0000:0C00>Hard Pants,<0E:0009:0000:0C00>Pantalon dur,<0E:0009:0000:0C00>Herz-Hose,<0E:0009:0000:0C00>Pantaloni Duri,<0E:0009:0000:0C00>Pantalón almidonado,<0E:0009:0000:0C00>Sert Pantolon
,Ns_Badge33,<0E:0009:0000:0C00>Hoogwaardige badges,<0E:0009:0000:0C00>High-End Badges,<0E:0009:0000:0C00>Badges de luxe,<0E:0009:0000:0C00>Perfektos,<0E:0009:0000:0C00>Usa e getta,<0E:0009:0000:0C00>Medallas Felicidad,<0E:0009:0000:0C00>Lüks Rozetler
,Ns_Wear14,<0E:0009:0000:0C00>Fijne jeans,<0E:0009:0000:0C00>Peachy Jeans,<0E:0009:0000:0C00>Jeans Peach,<0E:0009:0000:0C00>Peach-Jeans,<0E:0009:0000:0C00>Jeans Peach,<0E:0009:0000:0C00>Vaqueros Peach,<0E:0009:0000:0C00>Peach Kotu
,E_Badge14,<0E:0009:0000:0500>Tegenstanders laten vaker voorwerpen vallen.,<0E:0009:0000:0500>Makes monsters drop more items.,<0E:0009:0000:0500>Les monstres vaincus abandonnent plus d'objets.,<0E:0009:0000:0500>Lässt Monster leichter Items verlieren.,<0E:0009:0000:0500>I nemici lasciano cadere oggetti più spesso.,<0E:0009:0000:0500>Los monstruos dejarán caer más objetos.,<0E:0009:0000:0500>Canavarların daha fazla eşya düşürmesini sağlar.
,E_SpItem13,"<0E:0009:0000:0500>Vuuraanvallen veroorzaken de aandoening
BRANDEND en bliksemaanvallen de aandoening
DUIZELIG.","<0E:0009:0000:0500>Makes fire attacks cause BURN and
thunder attacks cause DIZZY!","<0E:0009:0000:0500>Inflige Brûlé aux victimes d'une attaque de Feu, et
Étourdi aux victimes d'une attaque de Tonnerre.","<0E:0009:0000:0500>Feuerangriffe ergeben FEUER,
Donnerangriffe SCHWINDLIG!","<0E:0009:0000:0500>Gli attacchi con il fuoco causano lo stato
SCOTTATO e quelli con il tuono STORDITO!","<0E:0009:0000:0500>Hace que los ataques con fuego causen
QUEMADURA y con rayo, MAREO.","<0E:0009:0000:0500>Ateş saldırıları YANIK, yıldırım
saldırıları SERSEM etkisi yaratır!"
,Ew_ACT_LM,<0E:0009:0000:0500>Voor Mario,<0E:0009:0000:0500>Before Mario,<0E:0009:0000:0500>Att. avant Mario,<0E:0009:0000:0500>Mario voraus,<0E:0009:0000:0500>Prima di Mario,<0E:0009:0000:0500>Actúa antes que Mario.,<0E:0009:0000:0500>Mario'dan Önce
,F_Badge48,<0E:0009:0000:0C00>Je hebt al genoeg <0E:0000:0003:4ED4FFFF>zeebenenbadges<0E:0000:0003:E6E6E6FF>!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Sea Legs Badges <0E:0000:0003:E6E6E6FF>full!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Badge tentacules <0E:0000:0003:E6E6E6FF>(max),<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Schwimmschuppen <0E:0000:0003:E6E6E6FF>voll!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Tessere Lupo di mare<0E:0000:0003:E6E6E6FF> (pieno),<0E:0009:0000:0C00>¡<0E:0000:0003:4ED4FFFF>Medallas Tentáculo<0E:0000:0003:E6E6E6FF> al máximo!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Denizci Rozetleri <0E:0000:0003:E6E6E6FF>dolu!
